energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.86193097,5.09188369,0.35988530,0.21580374,0.07505462,0.02862210,0.03961184,0.75159159,0.32072280,3.28249045
-5.85592796,5.27000670,0.39957080,0.23902099,0.07713389,0.03133499,0.04371582,0.83079585,0.34859890,3.28807604
-5.84992496,5.49368222,0.44236051,0.26424614,0.07931946,0.03433057,0.04824529,0.91612201,0.37891618,3.32479528
-5.84392196,5.75840748,0.48805081,0.29138338,0.08154617,0.03759324,0.05318081,1.00713839,0.41147933,3.38921812
-5.83791896,6.05929942,0.53637811,0.32030308,0.08374924,0.04110330,0.05849574,1.10329942,0.44605292,3.47778146
-5.83191596,6.39116517,0.58701986,0.35084169,0.08586618,0.04483716,0.06415616,1.20394887,0.48236358,3.58684872
-5.82591296,6.74857259,0.63959703,0.38280244,0.08783849,0.04876759,0.07012091,1.30832591,0.52010290,3.71276416
-5.81990995,7.12592016,0.69367817,0.41595682,0.08961321,0.05286412,0.07634181,1.41557382,0.55893126,3.85190130
-5.81390695,7.51750579,0.74878503,0.45004690,0.09114416,0.05709343,0.08276400,1.52475150,0.59848234,4.00070533
-5.80790395,7.91759413,0.80439954,0.48478845,0.09239291,0.06141983,0.08932653,1.63484731,0.63836832,4.15572962
-5.80190095,8.32048219,0.85997216,0.51987492,0.09332941,0.06580582,0.09596310,1.74479510,0.67818572,4.31366648
-5.79589795,8.72056299,0.91493140,0.55498205,0.09393233,0.07021261,0.10260299,1.85349211,0.71752182,4.47137295
-5.78989495,9.11238704,0.96869422,0.58977328,0.09418904,0.07460073,0.10917209,1.95981819,0.75596141,4.62589196
-5.78389195,9.49072163,1.02067715,0.62390556,0.09409535,0.07893059,0.11559422,2.06265605,0.79309387,4.77446976
-5.77788894,9.85060765,1.07030783,0.65703570,0.09365498,0.08316307,0.12179240,2.16091192,0.82852037,4.91457012
-5.77188594,10.18741384,1.11703678,0.68882692,0.09287877,0.08726005,0.12769038,2.25353637,0.86186100,5.04388625
-5.76588294,10.49688827,1.16034901,0.71895561,0.09178378,0.09118496,0.13321413,2.33954455,0.89276181,5.16035076
-5.75987994,10.77520690,1.19977536,0.74711798,0.09039227,0.09490328,0.13829341,2.41803574,0.92090143,5.26214446
-5.75387694,11.01901890,1.23490322,0.77303652,0.08873055,0.09838296,0.14286334,2.48821153,0.94599721,5.34770427
-5.74787394,11.22548837,1.26538651,0.79646608,0.08682793,0.10159486,0.14686586,2.54939247,0.96781080,5.41573063
-5.74187094,11.39233208,1.29095463,0.81719939,0.08471567,0.10451313,0.15025117,2.60103284,0.98615285,5.46519444
-5.73586793,11.51785258,1.31142026,0.83507190,0.08242600,0.10711549,0.15297900,2.64273312,1.00088689,5.49534352
-5.72986493,11.60096597,1.32668586,0.84996573,0.07999128,0.10938355,0.15501971,2.67425005,1.01193219,5.50570847
-5.72386193,11.64122341,1.33674863,0.86181264,0.07744335,0.11130303,0.15635516,2.69550403,1.01926557,5.49610736
-5.71785893,11.63882540,1.34170389,0.87059596,0.07481300,0.11286392,0.15697935,2.70658356,1.02292201,5.46664891
-5.71185593,11.59462766,1.34174671,0.87635125,0.07212962,0.11406064,0.15689878,2.70774661,1.02299415,5.41773334
-5.70585293,11.51013737,1.33717159,0.87916587,0.06942102,0.11489210,0.15613250,2.69941875,1.01963056,5.35005031
-5.69984992,11.38749873,1.32837024,0.87917723,0.06671336,0.11536170,0.15471187,2.68218789,1.01303277,5.26457296
-5.69384692,11.22946667,1.31582718,0.87656981,0.06403129,0.11547733,0.15267996,2.65679559,1.00345131,5.16254755
-5.68784392,11.03936790,1.30011322,0.87157112,0.06139803,0.11525122,0.15009069,2.62412494,0.99118053,5.04547787
-5.68184092,10.82104885,1.28187677,0.86444650,0.05883569,0.11469978,0.14700764,2.58518492,0.97655254,4.91510397
-5.67583792,10.57881034,1.26183291,0.85549304,0.05636541,0.11384338,0.14350261,2.54109165,0.95993035,4.77337494
-5.66983492,10.31732939,1.24075031,0.84503265,0.05400768,0.11270604,0.13965393,2.49304646,0.94170030,4.62241562
-5.66383192,10.04156917,1.21943629,0.83340461,0.05178247,0.11131510,0.13554459,2.44231147,0.92226408,4.46448764
-5.65782891,9.75667855,1.19871991,0.82095770,0.04970937,0.10970086,0.13126027,2.39018274,0.90203037,4.30194533
-5.65182591,9.46788343,1.17943368,0.80804209,0.04780763,0.10789608,0.12688721,2.33796198,0.88140655,4.13718723
-5.64582291,9.18037248,1.16239405,0.79500133,0.04609606,0.10593566,0.12251017,2.28692709,0.86079052,3.97260469
-5.63981991,8.89918018,1.14838119,0.78216454,0.04459289,0.10385610,0.11821034,2.23830255,0.84056280,3.81052878
-5.63381691,8.62907077,1.13811852,0.76983902,0.04331548,0.10169515,0.11406342,2.19323022,0.82107935,3.65317710
-5.62781391,8.37442641,1.13225259,0.75830352,0.04227992,0.09949132,0.11013784,2.15274151,0.80266497,3.50260242
-5.62181091,8.13914327,1.13133384,0.74780224,0.04150061,0.09728361,0.10649319,2.11773167,0.78560770,3.36064477
-5.61580790,7.92653886,1.13579889,0.73853967,0.04098971,0.09511109,0.10317899,2.08893697,0.77015419,3.22888859
-5.60980490,7.73927376,1.14595492,0.73067652,0.04075660,0.09301268,0.10023360,2.06691543,0.75650613,3.10862678
-5.60380190,7.57929047,1.16196680,0.72432660,0.04080730,0.09102691,0.09768364,2.05203189,0.74481791,3.00083257
-5.59779890,7.44777147,1.18384739,0.71955483,0.04114391,0.08919175,0.09554357,2.04444773,0.73519537,2.90614070
-5.59179590,7.34511799,1.21145152,0.71637639,0.04176415,0.08754447,0.09381575,2.04411578,0.72769577,2.82483817
-5.58579290,7.27095034,1.24447412,0.71475695,0.04266086,0.08612160,0.09249074,2.05078057,0.72232889,2.75686522
-5.57978989,7.22412993,1.28245252,0.71461402,0.04382174,0.08495884,0.09154797,2.06398411,0.71905910,2.70182632
-5.57378689,7.20280214,1.32477326,0.71581937,0.04522911,0.08409101,0.09095663,2.08307704,0.71780852,2.65901075
-5.56778389,7.20445897,1.37068331,0.71820246,0.04685986,0.08355201,0.09067692,2.10723501,0.71846094,2.62742208
-5.56178089,7.22601927,1.41930553,0.72155487,0.04868558,0.08337474,0.09066136,2.13547978,0.72086647,2.60581534
-5.55577789,7.26392414,1.46965804,0.72563564,0.05067284,0.08359093,0.09085643,2.16670478,0.72484677,2.59274060
-5.54977489,7.31424435,1.52067707,0.73017737,0.05278363,0.08423093,0.09120424,2.19970411,0.73020067,2.58659138
-5.54377189,7.37279644,1.57124273,0.73489306,0.05497600,0.08532339,0.09164424,2.23320452,0.73671002,2.58565619
-5.53776888,7.43526376,1.62020683,0.73948354,0.05720483,0.08689476,0.09211507,2.26589929,0.74414549,2.58817143
-5.53176588,7.49731870,1.66642208,0.74364524,0.05942279,0.08896874,0.09255627,2.29648307,0.75227231,2.59237382
-5.52576288,7.55474218,1.70877167,0.74707825,0.06158135,0.09156549,0.09290998,2.32368676,0.76085558,2.59655083
-5.51975988,7.60353675,1.74619833,0.74949432,0.06363189,0.09470069,0.09312247,2.34631125,0.76966505,2.59908724
-5.51375688,7.64002987,1.77773193,0.75062475,0.06552695,0.09838451,0.09314561,2.36325910,0.77847926,2.59850673
-5.50775388,7.66096423,1.80251468,0.75022778,0.06722132,0.10262040,0.09293802,2.37356312,0.78708882,2.59350711
-5.50175088,7.66357270,1.81982310,0.74809529,0.06867325,0.10740384,0.09246613,2.37641109,0.79529883,2.58298838
-5.49574787,7.64563580,1.82908613,0.74405869,0.06984550,0.11272098,0.09170494,2.37116576,0.80293036,2.56607297
-5.48974487,7.60552064,1.82989866,0.73799364,0.07070632,0.11854745,0.09063850,2.35737963,0.80982106,2.54211798
-5.48374187,7.54220076,1.82203018,0.72982360,0.07123030,0.12484719,0.08926025,2.33480412,0.81582494,2.51071932
-5.47773887,7.45525717,1.80542830,0.71952199,0.07139896,0.13157153,0.08757299,2.30339304,0.82081149,2.47170813
-5.47173587,7.34486167,1.78021720,0.70711296,0.07120125,0.13865859,0.08558870,2.26330024,0.82466429,2.42514017
-5.46573287,7.21174408,1.74669104,0.69267076,0.07063378,0.14603309,0.08332812,2.21487197,0.82727939,2.37127903
-5.45972986,7.05714581,1.70530292,0.67631781,0.06970085,0.15360666,0.08082014,2.15863418,0.82856367,2.31057422
-5.45372686,6.88276249,1.65664970,0.65822145,0.06841426,0.16127869,0.07810102,2.09527565,0.82843346,2.24363539
-5.44772386,6.69067859,1.60145360,0.63858980,0.06679293,0.16893780,0.07521353,2.02562757,0.82681356,2.17120398
-5.44172086,6.48329734,1.54054113,0.61766665,0.06486232,0.17646391,0.07220598,1.95064050,0.82363705,2.09412368
-5.43571786,6.26326890,1.47482028,0.59572578,0.06265367,0.18373101,0.06913116,1.87135968,0.81884583,2.01331083
-5.42971486,6.03341965,1.40525682,0.57306490,0.06020318,0.19061029,0.06604537,1.78889953,0.81239202,1.92972602
-5.42371186,5.79668498,1.33285050,0.54999941,0.05755102,0.19697390,0.06300734,1.70441822,0.80424025,1.84434775
-5.41770885,5.55604742,1.25861187,0.52685619,0.05474029,0.20269887,0.06007721,1.61909304,0.79437066,1.75814902
-5.41170585,5.31448151,1.18354042,0.50396759,0.05181600,0.20767131,0.05731565,1.53409721,0.78278252,1.67207720
-5.40570285,5.07490590,1.10860449,0.48166577,0.04882398,0.21179042,0.05478285,1.45057852,0.76949802,1.58703751
-5.39969985,4.84014284,1.03472357,0.46027736,0.04580988,0.21497241,0.05253776,1.36964020,0.75456614,1.50388019
-5.39369685,4.61288453,0.96275293,0.44011862,0.04281823,0.21715387,0.05063717,1.29232400,0.73806612,1.42339094
-5.38769385,4.39566535,0.89347104,0.42149095,0.03989159,0.21829460,0.04913497,1.21959563,0.72011023,1.34628447
-5.38169085,4.19083896,0.82756963,0.40467689,0.03706976,0.21837962,0.04808139,1.15233242,0.70084545,1.27320053
-5.37568784,4.00055877,0.76564642,0.38993632,0.03438919,0.21742030,0.04752214,1.09131293,0.68045397,1.20470187
-5.36968484,3.82676061,0.70820030,0.37750309,0.03188248,0.21545455,0.04749770,1.03720837,0.65915213,1.14127346
-5.36368184,3.67114667,0.65562883,0.36758182,0.02957806,0.21254596,0.04804244,0.99057568,0.63718786,1.08332260
-5.35767884,3.53516979,0.60822793,0.36034498,0.02749991,0.20878209,0.04918382,0.95185198,0.61483659,1.03117925
-5.35167584,3.42001810,0.56619330,0.35593020,0.02566759,0.20427178,0.05094154,0.92135042,0.59239580,0.98509646
-5.34567284,3.32659996,0.52962372,0.35443801,0.02409624,0.19914184,0.05332669,0.89925736,0.57017846,0.94525052
-5.33966983,3.25553022,0.49852569,0.35592991,0.02279685,0.19353317,0.05634097,0.88563103,0.54850561,0.91174102
-5.33366683,3.20711855,0.47281963,0.36042709,0.02177655,0.18759652,0.05997596,0.88040185,0.52769873,0.88459086
-5.32766383,3.18136173,0.45234718,0.36790992,0.02103907,0.18148816,0.06421255,0.88337469,0.50807206,0.86374640
-5.32166083,3.17794114,0.43687972,0.37831829,0.02058527,0.17536569,0.06902051,0.89423331,0.48992554,0.84907833
-5.31565783,3.19622734,0.42612801,0.39155313,0.02041379,0.16938416,0.07435831,0.91254740,0.47353872,0.84038347
-5.30965483,3.23529319,0.41975277,0.40747908,0.02052173,0.16369267,0.08017323,0.93778235,0.45916601,0.83738801
-5.30365183,3.29393652,0.41737607,0.42592857,0.02090539,0.15843168,0.08640179,0.96931206,0.44703354,0.83975251
-5.29764882,3.37071302,0.41859347,0.44670710,0.02156104,0.15373096,0.09297052,1.00643468,0.43733787,0.84707892
-5.29164582,3.46397930,0.42298671,0.46959989,0.02248567,0.14970842,0.09979710,1.04839117,0.43024643,0.85891981
-5.28564282,3.57194513,0.43013649,0.49437955,0.02367772,0.14646961,0.10679191,1.09438636,0.42589965,0.87478955
-5.27963982,3.69273345,0.43963523,0.52081453,0.02513775,0.14410785,0.11385990,1.14361198,0.42441464,0.89417744
-5.27363682,3.82444548,0.45109930,0.54867801,0.02686896,0.14270497,0.12090270,1.19527064,0.42588975,0.91656220
-5.26763382,3.96522816,0.46418035,0.57775678,0.02887765,0.14233234,0.12782106,1.24860016,0.43040988,0.94142722
-5.26163082,4.11334004,0.47857514,0.60785949,0.03117342,0.14305210,0.13451734,1.30289684,0.43805164,0.96827594
-5.25562781,4.26721198,0.49403360,0.63882381,0.03376923,0.14491827,0.14089812,1.35753655,0.44888801,0.99664638
-5.24962481,4.42549856,0.51036449,0.67052195,0.03668117,0.14797769,0.14687667,1.41199259,0.46299181,1.02612411
-5.24362181,4.58711649,0.52743843,0.70286396,0.03992803,0.15227042,0.15237525,1.46584892,0.48043747,1.05635270
-5.23761881,4.75126695,0.54518790,0.73579843,0.04353048,0.15782964,0.15732714,1.51880805,0.50130059,1.08704092
-5.23161581,4.91743933,0.56360408,0.76931036,0.04751015,0.16468077,0.16167822,1.57069263,0.52565510,1.11796620
-5.22561281,5.08539499,0.58273060,0.80341594,0.05188826,0.17283992,0.16538811,1.62144047,0.55356777,1.14897384
-5.21960980,5.25513101,0.60265416,0.83815443,0.05668420,0.18231160,0.16843074,1.67109284,0.58509024,1.17997193
-5.21360680,5.42682478,0.62349252,0.87357734,0.06191373,0.19308584,0.17079435,1.71977646,0.62024862,1.21092208
-5.20760380,5.60076228,0.64538033,0.90973542,0.06758728,0.20513483,0.17248092,1.76767981,0.65903141,1.24182639
-5.20160080,5.77725342,0.66845334,0.94666403,0.07370799,0.21840941,0.17350507,1.81502508,0.70137614,1.27271148
-5.19559780,5.95653951,0.69283185,0.98436786,0.08026994,0.23283548,0.17389246,1.86203713,0.74715565,1.30361028
-5.18959480,6.13869838,0.71860437,1.02280590,0.08725649,0.24831088,0.17367789,1.90891124,0.79616494,1.33454300
-5.18359180,6.32355343,0.74581222,1.06187757,0.09463881,0.26470278,0.17290305,1.95578165,0.84810956,1.36549828
-5.17758879,6.51059280,0.77443611,1.10141119,0.10237480,0.28184612,0.17161417,2.00269274,0.90259652,1.39641599
-5.17158579,6.69890476,0.80438551,1.14115568,0.11040849,0.29954324,0.16985970,2.04957495,0.95912875,1.42717281
-5.16558279,6.88713455,0.83549162,1.18077627,0.11866986,0.31756486,0.16768814,2.09622700,1.01710382,1.45757172
-5.15957979,7.07346702,0.86750440,1.21985487,0.12707530,0.33565273,0.16514607,2.14230590,1.07581754,1.48733634
-5.15357679,7.25563772,0.90009406,1.25789552,0.13552870,0.35352386,0.16227658,2.18732569,1.13447295,1.51611075
-5.14757379,7.43097379,0.93285721,1.29433487,0.14392312,0.37087638,0.15911820,2.23066538,1.19219468,1.54346498
-5.14157079,7.59646388,0.96532740,1.32855761,0.15214305,0.38739680,0.15570421,2.27158608,1.24804838,1.56890629
-5.13556778,7.74885484,0.99698981,1.35991619,0.16006727,0.40276860,0.15206251,2.30925661,1.30106502,1.59189566
-5.12956478,7.88477082,1.02729931,1.38775404,0.16757212,0.41668166,0.14821599,2.34278653,1.35026878,1.61186885
-5.12356178,8.00084948,1.05570117,1.41143122,0.17453508,0.42884231,0.14418325,2.37126480,1.39470789,1.62826089
-5.11755878,8.09388811,1.08165333,1.43035124,0.18083865,0.43898340,0.13997974,2.39380231,1.43348676,1.64053281
-5.11155578,8.16099247,1.10464915,1.44398762,0.18637420,0.44687410,0.13561908,2.40957575,1.46579817,1.64819906
-5.10555278,8.19972018,1.12423949,1.45190888,0.19104574,0.45232881,0.13111457,2.41787057,1.49095394,1.65085414
-5.09954977,8.20821110,1.14005288,1.45380054,0.19477341,0.45521482,0.12648066,2.41812071,1.50841263,1.64819705
-5.09354677,8.18529743,1.15181286,1.44948292,0.19749655,0.45545843,0.12173435,2.40994281,1.51780287,1.64005197
-5.08754377,8.13058763,1.15935144,1.43892383,0.19917617,0.45304901,0.11689640,2.39316297,1.51894112,1.62638417
-5.08154077,8.04451930,1.16261809,1.42224531,0.19979678,0.44804095,0.11199221,2.36783474,1.51184305,1.60731020
-5.07553777,7.92837817,1.16168368,1.39972417,0.19936738,0.44055338,0.10705238,2.33424720,1.49672773,1.58310165
-5.06953477,7.78428181,1.15673917,1.37178608,0.19792163,0.43076756,0.10211285,2.29292267,1.47401461,1.55418231
-5.06353177,7.61512875,1.14808925,1.33899366,0.19551721,0.41892219,0.09721468,2.24460424,1.44431309,1.52111877
-5.05752876,7.42451526,1.13614099,1.30202903,0.19223428,0.40530666,0.09240334,2.19023369,1.40840535,1.48460487
-5.05152576,7.21662384,1.12138831,1.26167169,0.18817314,0.39025276,0.08772775,2.13092094,1.36722302,1.44544071
-5.04552276,6.99608841,1.10439290,1.21877283,0.18345122,0.37412494,0.08323895,2.06790647,1.32181871,1.40450716
-5.03951976,6.76784250,1.08576252,1.17422721,0.17819948,0.35730978,0.07898852,2.00251870,1.27333370,1.36273703
-5.03351676,6.53695704,1.06612768,1.12894397,0.17255828,0.34020486,0.07502694,1.93612807,1.22296294,1.32108416
-5.02751376,6.30847489,1.04611784,1.08381759,0.16667303,0.32320760,0.07140173,1.87010024,1.17191895,1.28049169
-5.02151076,6.08724866,1.02633810,1.03970017,0.16068965,0.30670435,0.06815580,1.80575010,1.12139582,1.24186090
-5.01550775,5.87778836,1.00734735,0.99737627,0.15475003,0.29106019,0.06532572,1.74429881,1.07253468,1.20602170
-5.00950475,5.68412431,0.98963879,0.95754101,0.14898779,0.27660963,0.06294030,1.68683526,1.02639188,1.17370604
-5.00350175,5.50969007,0.97362354,0.92078233,0.14352421,0.26364849,0.06101938,1.63428359,0.98391067,1.14552493
-4.99749875,5.35722886,0.95961787,0.88756776,0.13846482,0.25242718,0.05957288,1.58737763,0.94589737,1.12195000
-4.99149575,5.22872590,0.94783441,0.85823603,0.13389649,0.24314541,0.05860026,1.54664308,0.91300245,1.10330001
-4.98549275,5.12536801,0.93837752,0.83299352,0.12988523,0.23594840,0.05809030,1.51238766,0.88570697,1.08973266
-4.97948974,5.04753058,0.93124283,0.81191546,0.12647485,0.23092463,0.05802127,1.48469931,0.86431444,1.08124177
-4.97348674,4.99479127,0.92632080,0.79495150,0.12368625,0.22810510,0.05836144,1.46345211,0.84894817,1.07765974
-4.96748374,4.96596864,0.92340388,0.78193521,0.12151775,0.22746389,0.05907003,1.44831931,0.83955373,1.07866508
-4.96148074,4.95918349,0.92219700,0.77259704,0.11994602,0.22892018,0.06009833,1.43879269,0.83590644,1.08379458
-4.95547774,4.97193990,0.92233068,0.76657996,0.11892789,0.23234139,0.06139125,1.43420733,0.83762323,1.09245953
-4.94947474,5.00122282,0.92337634,0.76345728,0.11840278,0.23754741,0.06288903,1.43377061,0.84417841,1.10396547
-4.94347174,5.04360823,0.92486303,0.76275190,0.11829566,0.24431589,0.06452905,1.43659441,0.85492288,1.11753463
-4.93746873,5.09538250,0.92629508,0.76395632,0.11852055,0.25238831,0.06624786,1.44172913,0.86910601,1.13233045
-4.93146573,5.15266660,0.92716990,0.76655276,0.11898424,0.26147679,0.06798316,1.44819859,0.88589960,1.14748323
-4.92546273,5.21154170,0.92699546,0.77003280,0.11959023,0.27127156,0.06967571,1.45503438,0.90442328,1.16211628
-4.91945973,5.26817201,0.92530672,0.77391598,0.12024263,0.28144877,0.07127119,1.46130882,0.92377059,1.17537156
-4.91345673,5.31892145,0.92168069,0.77776670,0.12084995,0.29167861,0.07272181,1.46616529,0.94303515,1.18643429
-4.90745373,5.36046064,0.91574954,0.78120906,0.12132857,0.30163363,0.07398772,1.46884518,0.96133607,1.19455561
-4.90145073,5.38986116,0.90721150,0.78393919,0.12160581,0.31099681,0.07503807,1.46871056,0.97784210,1.19907270
-4.89544772,5.40467434,0.89583913,0.78573458,0.12162245,0.31946943,0.07585180,1.46526198,0.99179376,1.19942587
-4.88944472,5.40299238,0.88148498,0.78646028,0.12133460,0.32677846,0.07641794,1.45815087,1.00252285,1.19517201
-4.88344172,5.38349000,0.86408434,0.78607151,0.12071492,0.33268313,0.07673566,1.44718627,1.00946880,1.18599424
-4.87743872,5.34544563,0.84365526,0.78461282,0.11975307,0.33698070,0.07681382,1.43233556,1.01219141,1.17170726
-4.87143572,5.28874159,0.82029575,0.78221356,0.11845542,0.33951096,0.07667025,1.41371956,1.01037953,1.15225873
-4.86543272,5.21384369,0.79417860,0.77907981,0.11684410,0.34015966,0.07633064,1.39160187,1.00385561,1.12772631
-4.85942971,5.12176106,0.76554378,0.77548308,0.11495538,0.33886037,0.07582711,1.36637321,0.99257582,1.09831095
-4.85342671,5.01398811,0.73468907,0.77174596,0.11283741,0.33559503,0.07519665,1.33853121,0.97662594,1.06432654
-4.84742371,4.89243098,0.70195912,0.76822542,0.11054763,0.33039295,0.07447928,1.30865651,0.95621322,1.02618653
-4.84142071,4.75932142,0.66773348,0.76529413,0.10814971,0.32332844,0.07371622,1.27738611,0.93165446,0.98438800
-4.83541771,4.61712181,0.63241403,0.76332080,0.10571039,0.31451709,0.07294796,1.24538508,0.90336111,0.93949391
-4.82941471,4.46842499,0.59641238,0.76265008,0.10329624,0.30411096,0.07221243,1.21331773,0.87182165,0.89211425
-4.82341171,4.31585324,0.56013753,0.76358310,0.10097044,0.29229274,0.07154333,1.18181946,0.83758244,0.84288670
-4.81740870,4.16196029,0.52398448,0.76635947,0.09878987,0.27926930,0.07096866,1.15147048,0.80122744,0.79245765
-4.81140570,4.00914054,0.48832388,0.77114161,0.09680256,0.26526476,0.07050946,1.12277240,0.76335797,0.74146418
-4.80540270,3.85954909,0.45349327,0.77800222,0.09504552,0.25051346,0.07017897,1.09612886,0.72457311,0.69051759
-4.79939970,3.71503558,0.41979001,0.78691566,0.09354317,0.23525300,0.06998206,1.07183078,0.68545163,0.64018902
-4.79339670,3.57709453,0.38746607,0.79775369,0.09230641,0.21971780,0.06991513,1.05004712,0.64653607,0.59099752
-4.78739370,3.44683364,0.35672484,0.81028599,0.09133226,0.20413313,0.06996630,1.03082127,0.60831958,0.54340083
-4.78139070,3.32496111,0.32771975,0.82418568,0.09060416,0.18871014,0.07011608,1.01407339,0.57123581,0.49778907
-4.77538769,3.21179178,0.30055482,0.83903954,0.09009296,0.17364170,0.07033837,0.99960844,0.53565213,0.45448125
-4.76938469,3.10727124,0.27528677,0.85436284,0.08975835,0.15909938,0.07060173,0.98712948,0.50186635,0.41372450
-4.76338169,3.01101606,0.25192863,0.86961796,0.08955083,0.14523142,0.07087102,0.97625573,0.47010658,0.37569592
-4.75737869,2.92236778,0.23045444,0.88423627,0.08941410,0.13216185,0.07110919,0.96654432,0.44053418,0.34050654
-4.75137569,2.84045743,0.21080485,0.89764209,0.08928762,0.11999044,0.07127926,0.95751477,0.41324931,0.30820718
-4.74537269,2.76427715,0.19289334,0.90927769,0.08910934,0.10879366,0.07134630,0.94867507,0.38829851,0.27879571
-4.73936968,2.69275514,0.17661257,0.91862828,0.08881852,0.09862619,0.07127949,0.93954810,0.36568383,0.25222521
-4.73336668,2.62483015,0.16184085,0.92524560,0.08835824,0.08952306,0.07105401,0.92969709,0.34537282,0.22841273
-4.72736368,2.55952182,0.14844831,0.92876918,0.08767787,0.08150210,0.07065283,0.91874903,0.32730873,0.20724806
-4.72136068,2.49599361,0.13630254,0.92894400,0.08673508,0.07456658,0.07006826,0.90641499,0.31142046,0.18860226
-4.71535768,2.43360548,0.12527370,0.92563400,0.08549740,0.06870782,0.06930314,0.89250634,0.29763155,0.17233550
-4.70935468,2.37195403,0.11523881,0.91883050,0.08394339,0.06390772,0.06837181,0.87694639,0.28586790,0.15830406
-4.70335168,2.31089882,0.10608522,0.90865536,0.08206322,0.06014092,0.06730058,0.85977679,0.27606388,0.14636617
-4.69734867,2.25057387,0.09771328,0.89535862,0.07985872,0.05737672,0.06612793,0.84115876,0.26816660,0.13638668
-4.69134567,2.19138455,0.09003809,0.87931083,0.07734295,0.05558051,0.06490414,0.82136896,0.26213822,0.12824043
-4.68534267,2.13399054,0.08299057,0.86099043,0.07453930,0.05471476,0.06369068,0.80079059,0.25795648,0.12181434
-4.67933967,2.07927618,0.07651776,0.84096689,0.07148015,0.05473965,0.06255907,0.77989997,0.25561341,0.11700831
-4.67333667,2.02831025,0.07058250,0.81988034,0.06820525,0.05561326,0.06158942,0.75924950,0.25511260,0.11373503
-4.66733367,1.98229737,0.06516268,0.79841868,0.06475991,0.05729148,0.06086865,0.73944775,0.25646536,0.11191891
-4.66133067,1.94252374,0.06024999,0.77729326,0.06119295,0.05972764,0.06048834,0.72113757,0.25968600,0.11149420
-4.65532766,1.91029969,0.05584849,0.75721411,0.05755477,0.06287206,0.06054238,0.70497323,0.26478672,0.11240259
-4.64932466,1.88690195,0.05197288,0.73886585,0.05389537,0.06667150,0.06112438,0.69159737,0.27177252,0.11459050
-4.64332166,1.87351791,0.04864671,0.72288517,0.05026258,0.07106868,0.06232496,0.68161883,0.28063638,0.11800617
