energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.29164582,1.28917717,0.30433047,0.00452168,0.09924252,0.01959188,0.72529383,0.28422252,0.13804267
-5.28564282,1.26834965,0.29357160,0.00431573,0.10243879,0.01870461,0.70606817,0.28201401,0.13718529
-5.27963982,1.24608724,0.28241094,0.00410095,0.10574034,0.01779345,0.68576336,0.27930778,0.13623770
-5.27363682,1.22330575,0.27121444,0.00388166,0.10914560,0.01687555,0.66503025,0.27624359,0.13528726
-5.26763382,1.20091786,0.26035778,0.00366208,0.11264695,0.01596696,0.64452975,0.27296032,0.13442135
-5.26163082,1.17981425,0.25021809,0.00344620,0.11623113,0.01508232,0.62491896,0.26959279,0.13372577
-5.25562781,1.16084765,0.24116621,0.00323771,0.11988013,0.01423456,0.60683864,0.26626931,0.13328348
-5.24962481,1.14482015,0.23355938,0.00303995,0.12357236,0.01343476,0.59090217,0.26310998,0.13317361
-5.24362181,1.13247342,0.22773471,0.00285584,0.12728419,0.01269206,0.57768597,0.26022574,0.13347081
-5.23761881,1.12448186,0.22400330,0.00268788,0.13099160,0.01201364,0.56772153,0.25771800,0.13424474
-5.23161581,1.12144784,0.22264505,0.00253815,0.13467195,0.01140485,0.56148872,0.25567893,0.13555977
-5.22561281,1.12389867,0.22390412,0.00240829,0.13830562,0.01086925,0.55941022,0.25419192,0.13747477
-5.21960980,1.13228444,0.22798501,0.00229952,0.14187755,0.01040885,0.56184680,0.25333239,0.14004280
-5.21360680,1.14697612,0.23504910,0.00221270,0.14537838,0.01002429,0.56909321,0.25316843,0.14331073
-5.20760380,1.16826330,0.24521170,0.00214829,0.14880530,0.00971505,0.58137443,0.25376131,0.14731869
-5.20160080,1.19635114,0.25853936,0.00210645,0.15216236,0.00947965,0.59884197,0.25516561,0.15209926
-5.19559780,1.23135625,0.27504774,0.00208705,0.15546034,0.00931586,0.62157040,0.25742891,0.15767643
-5.18959480,1.27330137,0.29469967,0.00208966,0.15871609,0.00922088,0.64955380,0.26059086,0.16406431
-5.18359180,1.32210928,0.31740384,0.00211364,0.16195144,0.00919152,0.68270250,0.26468185,0.17126563
-5.17758879,1.37759609,0.34301389,0.00215811,0.16519169,0.00922427,0.72084016,0.26972117,0.17927016
-5.17158579,1.43946470,0.37132828,0.00222197,0.16846382,0.00931544,0.76370164,0.27571478,0.18805310
-5.16558279,1.50729915,0.40209093,0.00230395,0.17179450,0.00946124,0.81093189,0.28265299,0.19757356
-5.15957979,1.58056076,0.43499290,0.00240260,0.17520812,0.00965782,0.86208638,0.29050814,0.20777336
-5.15357679,1.65858687,0.46967523,0.00251628,0.17872478,0.00990127,0.91663352,0.29923252,0.21857616
-5.14757379,1.74059303,0.50573305,0.00264320,0.18235859,0.01018772,0.97395932,0.30875682,0.22988717
-5.14157079,1.82567936,0.54272113,0.00278142,0.18611629,0.01051326,1.03337469,0.31898927,0.24159352
-5.13556778,1.91284155,0.58016085,0.00292885,0.18999619,0.01087406,1.09412557,0.32981569,0.25356532
-5.12956478,2.00098660,0.61754864,0.00308331,0.19398767,0.01126628,1.15540587,0.34110052,0.26565755
-5.12356178,2.08895353,0.65436573,0.00324252,0.19807119,0.01168615,1.21637322,0.35268907,0.27771270
-5.11755878,2.17553830,0.69008903,0.00340416,0.20221867,0.01213000,1.27616710,0.36441077,0.28956421
-5.11155578,2.25952264,0.72420297,0.00356586,0.20639448,0.01259424,1.33392907,0.37608361,0.30104053
-5.10555278,2.33970558,0.75621191,0.00372530,0.21055670,0.01307542,1.38882431,0.38751943,0.31196969
-5.09954977,2.41493659,0.78565265,0.00388022,0.21465874,0.01357027,1.44006390,0.39852998,0.32218423
-5.09354677,2.48414903,0.81210672,0.00402845,0.21865116,0.01407570,1.48692689,0.40893348,0.33152635
-5.08754377,2.54639233,0.83521197,0.00416801,0.22248351,0.01458888,1.52878131,0.41856136,0.33985285
-5.08154077,2.60086164,0.85467288,0.00429711,0.22610621,0.01510721,1.56510321,0.42726484,0.34703988
-5.07553777,2.64692341,0.87026920,0.00441419,0.22947234,0.01562840,1.59549295,0.43492109,0.35298716
-5.06953477,2.68413581,0.88186253,0.00451799,0.23253910,0.01615046,1.61968783,0.44143853,0.35762143
-5.06353177,2.71226295,0.88940053,0.00460754,0.23526914,0.01667172,1.63757061,0.44676114,0.36089904
-5.05752876,2.73128221,0.89291830,0.00468222,0.23763150,0.01719087,1.64917330,0.45087138,0.36280760
-5.05152576,2.74138429,0.89253711,0.00474174,0.23960229,0.01770695,1.65467614,0.45379157,0.36336640
-5.04552276,2.74296607,0.88846022,0.00478617,0.24116503,0.01821939,1.65440151,0.45558371,0.36262585
-5.03951976,2.73661633,0.88096586,0.00481592,0.24231075,0.01872802,1.64880322,0.45634755,0.36066577
-5.03351676,2.72309523,0.87039786,0.00483172,0.24303786,0.01923312,1.63845126,0.45621718,0.35759263
-5.02751376,2.70330828,0.85715390,0.00483463,0.24335184,0.01973540,1.62401292,0.45535594,0.35353598
-5.02151076,2.67827595,0.84167213,0.00482600,0.24326487,0.02023610,1.60623067,0.45395023,0.34864411
-5.01550775,2.64910019,0.82441644,0.00480741,0.24279535,0.02073695,1.58589795,0.45220223,0.34307916
-5.00950475,2.61692923,0.80586113,0.00478067,0.24196746,0.02124023,1.56383369,0.45032191,0.33701191
-5.00350175,2.58292207,0.78647542,0.00474777,0.24081075,0.02174880,1.54085642,0.44851874,0.33061643
-4.99749875,2.54821389,0.76670853,0.00471082,0.23935974,0.02226602,1.51775920,0.44699348,0.32406488
-4.99149575,2.51388368,0.74697586,0.00467203,0.23765360,0.02279579,1.49528601,0.44593034,0.31752244
-4.98549275,2.48092513,0.72764683,0.00463362,0.23573582,0.02334244,1.47411060,0.44548993,0.31114287
-4.97948974,2.45022162,0.70903470,0.00459782,0.23365391,0.02391069,1.45481838,0.44580333,0.30506450
-4.97348674,2.42252600,0.69138895,0.00456678,0.23145898,0.02450543,1.43789200,0.44696747,0.29940700
-4.96748374,2.39844553,0.67489033,0.00454255,0.22920528,0.02513165,1.42370092,0.44904210,0.29426890
-4.96148074,2.37843226,0.65964865,0.00452700,0.22694960,0.02579419,1.41249526,0.45204839,0.28972593
-4.95547774,2.36277867,0.64570353,0.00452180,0.22475043,0.02649749,1.40440384,0.45596921,0.28583009
-4.94947474,2.35161858,0.63302778,0.00452834,0.22266698,0.02724542,1.39943650,0.46075109,0.28260960
-4.94347174,2.34493274,0.62153331,0.00454771,0.22075793,0.02804094,1.39749020,0.46630759,0.28006956
-4.93746873,2.34255863,0.61107919,0.00458065,0.21908001,0.02888590,1.39835862,0.47252405,0.27819321
-4.93146573,2.34420389,0.60148150,0.00462751,0.21768639,0.02978077,1.40174465,0.47926320,0.27694383
-4.92546273,2.34946256,0.59252439,0.00468820,0.21662497,0.03072445,1.40727532,0.48637158,0.27626707
-4.91945973,2.35783350,0.58397199,0.00476223,0.21593655,0.03171410,1.41451818,0.49368618,0.27609369
-4.91345673,2.36874010,0.57558047,0.00484863,0.21565314,0.03274499,1.42299886,0.50104107,0.27634249
-4.90745373,2.38155065,0.56710983,0.00494598,0.21579628,0.03381049,1.43221876,0.50827363,0.27692356
-4.90145073,2.39559865,0.55833488,0.00505245,0.21637561,0.03490202,1.44167240,0.51523017,0.27774139
-4.89544772,2.41020249,0.54905501,0.00516578,0.21738782,0.03600917,1.45086384,0.52177047,0.27869820
-4.88944472,2.42468400,0.53910231,0.00528339,0.21881585,0.03711980,1.45932167,0.52777136,0.27969702
-4.88344172,2.43838552,0.52834792,0.00540236,0.22062872,0.03822024,1.46661208,0.53312901,0.28064469
-4.87743872,2.45068526,0.51670622,0.00551961,0.22278178,0.03929558,1.47234997,0.53776000,0.28145469
-4.87143572,2.46101074,0.50413701,0.00563187,0.22521752,0.04032990,1.47620774,0.54160130,0.28204970
-4.86543272,2.46885050,0.49064558,0.00573590,0.22786702,0.04130670,1.47792185,0.54460927,0.28236388
-4.85942971,2.47376387,0.47628091,0.00582849,0.23065185,0.04220915,1.47729722,0.54675786,0.28234489
-4.85342671,2.47538922,0.46113207,0.00590666,0.23348653,0.04302058,1.47420968,0.54803633,0.28195560
-4.84742371,2.47345075,0.44532329,0.00596771,0.23628136,0.04372478,1.46860667,0.54844678,0.28117543
-4.84142071,2.46776391,0.42900795,0.00600935,0.23894565,0.04430641,1.46050639,0.54800171,0.28000136
-4.83541771,2.45823980,0.41236184,0.00602981,0.24139106,0.04475135,1.44999592,0.54672191,0.27844855
-4.82941471,2.44488844,0.39557605,0.00602788,0.24353507,0.04504707,1.43722828,0.54463488,0.27655061
-4.82341171,2.42782100,0.37884994,0.00600305,0.24530440,0.04518291,1.42241878,0.54177389,0.27435942
-4.81740870,2.40725080,0.36238430,0.00595546,0.24663807,0.04515038,1.40584088,0.53817780,0.27194451
-4.81140570,2.38349309,0.34637519,0.00588599,0.24749029,0.04494337,1.38782142,0.53389152,0.26939200
-4.80540270,2.35696301,0.33100845,0.00579625,0.24783266,0.04455838,1.36873539,0.52896712,0.26680306
-4.79939970,2.32817170,0.31645510,0.00568851,0.24765588,0.04399463,1.34900011,0.52346533,0.26429191
-4.79339670,2.29772008,0.30286769,0.00556565,0.24697069,0.04325413,1.32906866,0.51745727,0.26198328
-4.78739370,2.26628991,0.29037753,0.00543112,0.24580800,0.04234175,1.30942252,0.51102606,0.26000950
-4.78139070,2.23463206,0.27909281,0.00528878,0.24421836,0.04126514,1.29056320,0.50426820,0.25850713
-4.77538769,2.20355178,0.26909751,0.00514280,0.24227042,0.04003463,1.27300284,0.49729424,0.25761322
-4.76938469,2.17389099,0.26045088,0.00499751,0.24004889,0.03866307,1.25725368,0.49022873,0.25746139
-4.76338169,2.14650783,0.25318757,0.00485726,0.23765159,0.03716556,1.24381658,0.48320923,0.25817763
-4.75737869,2.12225395,0.24731809,0.00472629,0.23518613,0.03555920,1.23316867,0.47638419,0.25987617
-4.75137569,2.10195011,0.24282959,0.00460851,0.23276607,0.03386269,1.22575043,0.46990986,0.26265539
-4.74537269,2.08636090,0.23968690,0.00450745,0.23050684,0.03209594,1.22195261,0.46394626,0.26659399
-4.73936968,2.07616955,0.23783374,0.00442605,0.22852154,0.03027965,1.22210336,0.45865230,0.27174761
-4.73336668,2.07195374,0.23719413,0.00436660,0.22691684,0.02843485,1.22645630,0.45418040,0.27814587
-4.72736368,2.07416360,0.23767392,0.00433064,0.22578905,0.02658241,1.23517976,0.45067083,0.28579023
-4.72136068,2.08310280,0.23916259,0.00431889,0.22522063,0.02474264,1.24834809,0.44824609,0.29465248
-4.71535768,2.09891370,0.24153524,0.00433123,0.22527711,0.02293482,1.26593516,0.44700570,0.30467413
-4.70935468,2.12156721,0.24465483,0.00436669,0.22600467,0.02117684,1.28781081,0.44702167,0.31576674
-4.70335168,2.15085797,0.24837476,0.00442350,0.22742837,0.01948484,1.31374026,0.44833489,0.32781301
-4.69734867,2.18640520,0.25254168,0.00449914,0.22955102,0.01787298,1.34338679,0.45095279,0.34066887
-4.69134567,2.22765912,0.25699859,0.00459040,0.23235289,0.01635321,1.37631767,0.45484826,0.35416629
-4.68534267,2.27391285,0.26158815,0.00469353,0.23579196,0.01493514,1.41201321,0.45996007,0.36811683
-4.67933967,2.32431936,0.26615610,0.00480435,0.23980495,0.01362603,1.44987864,0.46619461,0.38231576
-4.67333667,2.37791283,0.27055472,0.00491841,0.24430889,0.01243078,1.48925852,0.47342907,0.39654671
-4.66733367,2.43363355,0.27464619,0.00503112,0.24920325,0.01135206,1.52945297,0.48151578,0.41058652
-4.66133067,2.49035567,0.27830568,0.00513793,0.25437248,0.01039043,1.56973550,0.49028751,0.42421037
-4.65532766,2.54691655,0.28142412,0.00523446,0.25968894,0.00954456,1.60937151,0.49956354,0.43719686
-4.64932466,2.60214704,0.28391043,0.00531668,0.26501614,0.00881144,1.64763704,0.50915624,0.44933298
-4.64332166,2.65490145,0.28569315,0.00538101,0.27021208,0.00818671,1.68383713,0.51887774,0.46041890
-4.63731866,2.70408655,0.28672146,0.00542443,0.27513283,0.00766484,1.71732315,0.52854650,0.47027225
-4.63131566,2.74868853,0.28696537,0.00544459,0.27963604,0.00723948,1.74750864,0.53799353,0.47873211
-4.62531266,2.78779744,0.28641527,0.00543984,0.28358444,0.00690368,1.77388329,0.54706787,0.48566235
-4.61930965,2.82062821,0.28508074,0.00540929,0.28684923,0.00665012,1.79602442,0.55564122,0.49095433
-4.61330665,2.84653794,0.28298876,0.00535281,0.28931326,0.00647135,1.81360593,0.56361154,0.49452904
-4.60730365,2.86503887,0.28018138,0.00527099,0.29087392,0.00635995,1.82640432,0.57090540,0.49633839
-4.60130065,2.87580689,0.27671297,0.00516513,0.29144571,0.00630867,1.83430169,0.57747909,0.49636587
-4.59529765,2.87868522,0.27264720,0.00503710,0.29096237,0.00631050,1.83728557,0.58331839,0.49462634
-4.58929465,2.87368329,0.26805398,0.00488935,0.28937853,0.00635877,1.83544578,0.58843712,0.49116512
-4.58329165,2.86097088,0.26300627,0.00472472,0.28667077,0.00644718,1.82896822,0.59287437,0.48605637
-4.57728864,2.84086766,0.25757722,0.00454639,0.28283821,0.00656975,1.81812589,0.59669080,0.47940062
-4.57128564,2.81382848,0.25183741,0.00435774,0.27790233,0.00672084,1.80326749,0.59996389,0.47132183
-4.56528264,2.78042500,0.24585265,0.00416226,0.27190624,0.00689508,1.78480384,0.60278256,0.46196374
-4.55927964,2.74132409,0.23968207,0.00396341,0.26491336,0.00708731,1.76319273,0.60524138,0.45148584
-4.55327664,2.69726400,0.23337680,0.00376456,0.25700547,0.00729255,1.73892268,0.60743449,0.44005893
-4.54727364,2.64902903,0.22697915,0.00356891,0.24828026,0.00750590,1.71249624,0.60944975,0.42786055
-4.54127064,2.59742374,0.22052226,0.00337940,0.23884849,0.00772253,1.68441346,0.61136321,0.41507032
-4.53526763,2.54324769,0.21403034,0.00319870,0.22883077,0.00793761,1.65515619,0.61323430,0.40186546
-4.52926463,2.48727183,0.20751924,0.00302914,0.21835421,0.00814635,1.62517394,0.61510193,0.38841652
-4.52326163,2.43021731,0.20099750,0.00287271,0.20754897,0.00834395,1.59487170,0.61698171,0.37488362
-4.51725863,2.37273774,0.19446764,0.00273110,0.19654486,0.00852569,1.56460037,0.61886449,0.36141324
-4.51125563,2.31540545,0.18792776,0.00260565,0.18546820,0.00868694,1.53465013,0.62071628,0.34813567
-4.50525263,2.25870240,0.18137322,0.00249743,0.17443890,0.00882324,1.50524691,0.62247959,0.33516325
-4.49924962,2.20301571,0.17479843,0.00240722,0.16356807,0.00893043,1.47655213,0.62407608,0.32258938
-4.49324662,2.14863820,0.16819857,0.00233561,0.15295593,0.00900469,1.44866558,0.62541053,0.31048836
