energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.69384692,6.28116792,0.03362696,0.80184654,0.82572223,0.54591351,2.92579586,2.31640958,2.69151889,0.00000000
-5.68784392,6.25029451,0.03386096,0.78747643,0.82793646,0.55165283,2.87682949,2.29233540,2.69749559,0.00000000
-5.68184092,6.22268396,0.03414653,0.77380694,0.82946291,0.55767429,2.82969608,2.27022135,2.70386225,0.00000000
-5.67583792,6.19866271,0.03448699,0.76093415,0.83033339,0.56397288,2.78502104,2.25016452,2.71072897,0.00000000
-5.66983492,6.17844999,0.03488477,0.74893647,0.83058787,0.57053019,2.74335878,2.23222019,2.71817389,0.00000000
-5.66383192,6.16213892,0.03534122,0.73787306,0.83027069,0.57731172,2.70517749,2.21639841,2.72623118,0.00000000
-5.65782891,6.14968048,0.03585632,0.72778271,0.82942662,0.58426477,2.67084583,2.20266123,2.73488047,0.00000000
-5.65182591,6.14087167,0.03642857,0.71868284,0.82809713,0.59131718,2.64062213,2.19092110,2.74403839,0.00000000
-5.64582291,6.13534943,0.03705477,0.71056904,0.82631700,0.59837687,2.61464679,2.18104076,2.75355337,0.00000000
-5.63981991,6.13259142,0.03773001,0.70341486,0.82411174,0.60533266,2.59293829,2.17283486,2.76320410,0.00000000
-5.63381691,6.13192470,0.03844758,0.69717224,0.82149577,0.61205619,2.57539340,2.16607362,2.77270259,0.00000000
-5.62781391,6.13254258,0.03919907,0.69177242,0.81847174,0.61840513,2.56179173,2.16048863,2.78170158,0.00000000
-5.62181091,6.13352963,0.03997445,0.68712740,0.81503097,0.62422748,2.55180466,2.15578075,2.78980670,0.00000000
-5.61580790,6.13389435,0.04076227,0.68313218,0.81115493,0.62936696,2.54500853,2.15162996,2.79659258,0.00000000
-5.60980490,6.13260817,0.04154992,0.67966736,0.80681788,0.63366912,2.54090156,2.14770687,2.80162254,0.00000000
-5.60380190,6.12864914,0.04232396,0.67660252,0.80199031,0.63698798,2.53892402,2.14368543,2.80447068,0.00000000
-5.59779890,6.12104830,0.04307044,0.67379990,0.79664303,0.63919280,2.53848074,2.13925629,2.80474527,0.00000000
-5.59179590,6.10893622,0.04377533,0.67111857,0.79075167,0.64017460,2.53896508,2.13414010,2.80211203,0.00000000
-5.58579290,6.09158731,0.04442491,0.66841870,0.78430121,0.63985216,2.53978314,2.12810010,2.79631597,0.00000000
-5.57978989,6.06845918,0.04500621,0.66556600,0.77729021,0.63817698,2.54037741,2.12095331,2.78720036,0.00000000
-5.57378689,6.03922489,0.04550741,0.66243599,0.76973448,0.63513704,2.54024848,2.11257957,2.77472165,0.00000000
-5.56778389,6.00379597,0.04591820,0.65891797,0.76166989,0.63075895,2.53897406,2.10292797,2.75895916,0.00000000
-5.56178089,5.96233464,0.04623012,0.65491856,0.75315405,0.62510849,2.53622430,2.09202019,2.74011893,0.00000000
-5.55577789,5.91525437,0.04643682,0.65036464,0.74426668,0.61828937,2.53177283,2.07995040,2.71853123,0.00000000
-5.54977489,5.86320833,0.04653425,0.64520551,0.73510874,0.61044018,2.52550295,2.06688175,2.69464154,0.00000000
-5.54377189,5.80706600,0.04652078,0.63941425,0.72580005,0.60172982,2.51740880,2.05303949,2.66899552,0.00000000
-5.53776888,5.74787912,0.04639722,0.63298814,0.71647573,0.59235144,2.50759145,2.03870090,2.64221833,0.00000000
-5.53176588,5.68683826,0.04616674,0.62594822,0.70728143,0.58251530,2.49625019,2.02418268,2.61498949,0.00000000
-5.52576288,5.62522229,0.04583476,0.61833786,0.69836770,0.57244079,2.48366934,2.00982620,2.58801434,0.00000000
-5.51975988,5.56434294,0.04540868,0.61022051,0.68988369,0.56234820,2.47020139,1.99598147,2.56199348,0.00000000
-5.51375688,5.50548740,0.04489761,0.60167674,0.68197054,0.55245033,2.45624709,1.98299048,2.53759182,0.00000000
-5.50775388,5.44986141,0.04431200,0.59280057,0.67475478,0.54294465,2.44223357,1.97117080,2.51540855,0.00000000
-5.50175088,5.39853582,0.04366324,0.58369541,0.66834209,0.53400620,2.42859140,1.96080026,2.49594980,0.00000000
-5.49574787,5.35239899,0.04296323,0.57446961,0.66281168,0.52578157,2.41573163,1.95210334,2.47960491,0.00000000
-5.48974487,5.31211729,0.04222396,0.56523199,0.65821174,0.51838427,2.40402399,1.94524001,2.46662788,0.00000000
-5.48374187,5.27810558,0.04145706,0.55608749,0.65455597,0.51189170,2.39377699,1.94029750,2.45712459,0.00000000
-5.47773887,5.25050873,0.04067343,0.54713299,0.65182162,0.50634365,2.38522109,1.93728535,2.45104640,0.00000000
-5.47173587,5.22919529,0.03988290,0.53845374,0.64994896,0.50174264,2.37849545,1.93613404,2.44819061,0.00000000
-5.46573287,5.21376320,0.03909391,0.53012036,0.64884233,0.49805573,2.37363903,1.93669707,2.44820749,0.00000000
-5.45972986,5.20355727,0.03831333,0.52218660,0.64837280,0.49521790,2.37058632,1.93875652,2.45061369,0.00000000
-5.45372686,5.19769755,0.03754632,0.51468801,0.64838220,0.49313673,2.36916788,1.94203171,2.45481134,0.00000000
-5.44772386,5.19511710,0.03679628,0.50764145,0.64868842,0.49169803,2.36911571,1.94619045,2.46011194,0.00000000
-5.44172086,5.19460749,0.03606493,0.50104557,0.64909192,0.49077232,2.37007314,1.95086256,2.46576400,0.00000000
-5.43571786,5.19486975,0.03535237,0.49488211,0.64938285,0.49022169,2.37160868,1.95565470,2.47098314,0.00000000
-5.42971486,5.19456864,0.03465734,0.48911805,0.64934886,0.48990678,2.37323335,1.96016605,2.47498340,0.00000000
-5.42371186,5.19238770,0.03397750,0.48370834,0.64878296,0.48969359,2.37442053,1.96400411,2.47700841,0.00000000
-5.41770885,5.18708286,0.03330965,0.47859919,0.64749135,0.48945988,2.37462742,1.96679972,2.47636112,0.00000000
-5.41170585,5.17753220,0.03265020,0.47373171,0.64530074,0.48910071,2.37331724,1.96822099,2.47243088,0.00000000
-5.40570285,5.16278012,0.03199544,0.46904564,0.64206500,0.48853323,2.36998108,1.96798526,2.46471687,0.00000000
-5.39969985,5.14207401,0.03134193,0.46448301,0.63767071,0.48770023,2.36415851,1.96586889,2.45284710,0.00000000
-5.39369685,5.11489239,0.03068683,0.45999168,0.63204172,0.48657265,2.35545616,1.96171446,2.43659219,0.00000000
-5.38769385,5.08096356,0.03002821,0.45552838,0.62514217,0.48515078,2.34356335,1.95543516,2.41587376,0.00000000
-5.38169085,5.04027447,0.02936528,0.45106125,0.61697826,0.48346433,2.32826455,1.94701647,2.39076716,0.00000000
-5.37568784,4.99306995,0.02869856,0.44657186,0.60759854,0.48157129,2.30944796,1.93651509,2.36149878,0.00000000
-5.36968484,4.93984263,0.02803005,0.44205640,0.59709274,0.47955581,2.28711025,1.92405546,2.32843816,0.00000000
-5.36368184,4.88131471,0.02736321,0.43752636,0.58558942,0.47752521,2.26135740,1.90982407,2.29208562,0.00000000
-5.35767884,4.81841256,0.02670299,0.43300836,0.57325234,0.47560619,2.23240180,1.89406210,2.25305589,0.00000000
-5.35167584,4.75223552,0.02605569,0.42854354,0.56027596,0.47394058,2.20055595,1.87705661,2.21205868,0.00000000
-5.34567284,4.68402063,0.02542884,0.42418633,0.54688008,0.47268073,2.16622320,1.85913102,2.16987705,0.00000000
-5.33966983,4.61510453,0.02483099,0.42000274,0.53330392,0.47198464,2.12988599,1.84063500,2.12734432,0.00000000
-5.33366683,4.54688424,0.02427144,0.41606846,0.51979992,0.47201120,2.09209224,1.82193444,2.08532060,0.00000000
-5.32766383,4.48077814,0.02375999,0.41246664,0.50662732,0.47291547,2.05344032,1.80340166,2.04466941,0.00000000
-5.32166083,4.41818822,0.02330661,0.40928564,0.49404583,0.47484428,2.01456327,1.78540616,2.00623534,0.00000000
-5.31565783,4.36046474,0.02292119,0.40661668,0.48230951,0.47793208,1.97611259,1.76830617,1.97082318,0.00000000
-5.30965483,4.30887385,0.02261317,0.40455165,0.47166094,0.48229737,1.93874224,1.75244106,1.93917895,0.00000000
-5.30365183,4.26456887,0.02239133,0.40318099,0.46232598,0.48803935,1.90309294,1.73812455,1.91197319,0.00000000
-5.29764882,4.22856531,0.02226347,0.40259169,0.45450887,0.49523527,1.86977732,1.72563897,1.88978668,0.00000000
-5.29164582,4.20171992,0.02223619,0.40286547,0.44838807,0.50393808,1.83936589,1.71523020,1.87309868,0.00000000
-5.28564282,4.18471364,0.02231469,0.40407711,0.44411263,0.51417464,1.81237419,1.70710345,1.86227768,0.00000000
-5.27963982,4.17803828,0.02250262,0.40629287,0.44179911,0.52594436,1.78925118,1.70141966,1.85757468,0.00000000
-5.27363682,4.18198697,0.02280188,0.40956897,0.44152926,0.53921824,1.77036890,1.69829263,1.85911874,0.00000000
-5.26763382,4.19664787,0.02321262,0.41395024,0.44334812,0.55393840,1.75601365,1.69778657,1.86691492,0.00000000
-5.26163082,4.22190139,0.02373308,0.41946861,0.44726290,0.57001801,1.74637869,1.69991438,1.88084427,0.00000000
-5.25562781,4.25742046,0.02435967,0.42614180,0.45324229,0.58734161,1.74155864,1.70463647,1.90066599,0.00000000
-5.24962481,4.30267410,0.02508689,0.43397190,0.46121649,0.60576595,1.74154567,1.71186034,1.92602145,0.00000000
-5.24362181,4.35693417,0.02590742,0.44294405,0.47107781,0.62512122,1.74622770,1.72144091,1.95644025,0.00000000
-5.23761881,4.41928552,0.02681218,0.45302520,0.48268191,0.64521280,1.75538874,1.73318192,1.99134813,0.00000000
-5.23161581,4.48863955,0.02779044,0.46416304,0.49584976,0.66582357,1.76871148,1.74683827,2.03007676,0.00000000
-5.22561281,4.56375144,0.02882993,0.47628519,0.51037022,0.68671666,1.78578237,1.76211974,2.07187538,0.00000000
-5.21960980,4.64324111,0.02991704,0.48929871,0.52600346,0.70763887,1.80609916,1.77869592,2.11592429,0.00000000
-5.21360680,4.72561794,0.03103698,0.50309018,0.54248505,0.72832458,1.82908101,1.79620263,2.16135013,0.00000000
-5.20760380,4.80930929,0.03217396,0.51752624,0.55953083,0.74850022,1.85408116,1.81424972,2.20724276,0.00000000
-5.20160080,4.89269251,0.03331152,0.53245491,0.57684253,0.76788938,1.88040187,1.83243025,2.25267370,0.00000000
-5.19559780,4.97413024,0.03443270,0.54770759,0.59411401,0.78621820,1.90731152,1.85033086,2.29671581,0.00000000
-5.18959480,5.05200828,0.03552039,0.56310195,0.61103809,0.80322139,1.93406358,1.86754326,2.33846397,0.00000000
-5.18359180,5.12477550,0.03655763,0.57844549,0.62731390,0.81864834,1.95991667,1.88367635,2.37705626,0.00000000
-5.17758879,5.19098457,0.03752793,0.59354001,0.64265440,0.83226950,1.98415560,1.89836882,2.41169522,0.00000000
-5.17158579,5.24933268,0.03841557,0.60818658,0.65679403,0.84388275,2.00611231,1.91130165,2.44166869,0.00000000
-5.16558279,5.29870062,0.03920602,0.62219114,0.66949616,0.85331945,2.02518628,1.92221002,2.46636934,0.00000000
-5.15957979,5.33818896,0.03988619,0.63537037,0.68056011,0.86045020,2.04086352,1.93089426,2.48531255,0.00000000
-5.15357679,5.36714980,0.04044477,0.64755763,0.68982734,0.86518984,2.05273336,1.93722912,2.49815159,0.00000000
-5.14757379,5.38521244,0.04087253,0.65860874,0.69718674,0.86750160,2.06050243,1.94117091,2.50468965,0.00000000
-5.14157079,5.39230162,0.04116254,0.66840734,0.70257850,0.86740011,2.06400499,1.94276211,2.50488789,0.00000000
-5.13556778,5.38864698,0.04131036,0.67686940,0.70599645,0.86495299,2.06320924,1.94213284,2.49886898,0.00000000
-5.12956478,5.37478273,0.04131418,0.68394683,0.70748867,0.86028107,2.05821898,1.93949911,2.48691577,0.00000000
-5.12356178,5.35153671,0.04117487,0.68962983,0.70715620,0.85355675,2.04927062,1.93515745,2.46946462,0.00000000
-5.11755878,5.32000874,0.04089594,0.69394774,0.70514972,0.84500073,2.03672522,1.92947607,2.44709350,0.00000000
-5.11155578,5.28153821,0.04048346,0.69696850,0.70166445,0.83487696,2.02105602,1.92288257,2.42050488,0.00000000
-5.10555278,5.23766177,0.03994587,0.69879636,0.69693312,0.82348593,2.00283150,1.91584858,2.39050379,0.00000000
-5.09954977,5.19006223,0.03929376,0.69956814,0.69121741,0.81115638,1.98269484,1.90887181,2.35797183,0.00000000
-5.09354677,5.14051046,0.03853948,0.69944798,0.68479815,0.79823581,1.96134035,1.90245617,2.32383781,0.00000000
-5.08754377,5.09080240,0.03769686,0.69862085,0.67796458,0.78507998,1.93948795,1.89709083,2.28904621,0.00000000
-5.08154077,5.04269373,0.03678072,0.69728502,0.67100315,0.77204187,1.91785654,1.89322899,2.25452465,0.00000000
-5.07553777,4.99783495,0.03580654,0.69564391,0.66418641,0.75946048,1.89713756,1.89126757,2.22115173,0.00000000
-5.06953477,4.95770990,0.03478995,0.69389752,0.65776245,0.74765003,1.87796986,1.89152862,2.18972669,0.00000000
-5.06353177,4.92358037,0.03374639,0.69223398,0.65194526,0.73688989,1.86091678,1.89424354,2.16094203,0.00000000
-5.05752876,4.89643962,0.03269069,0.69082157,0.64690676,0.72741586,1.84644673,1.89954092,2.13536066,0.00000000
-5.05152576,4.87697718,0.03163682,0.68980152,0.64277049,0.71941314,1.83491791,1.90743876,2.11339841,0.00000000
-5.04552276,4.86555659,0.03059757,0.68928203,0.63960765,0.71301128,1.82656801,1.91784155,2.09531282,0.00000000
-5.03951976,4.86220751,0.02958441,0.68933378,0.63743546,0.70828148,1.82150921,1.93054260,2.08119879,0.00000000
-5.03351676,4.86663270,0.02860736,0.68998717,0.63621791,0.70523636,1.81972882,1.94523152,2.07099137,0.00000000
-5.02751376,4.87822972,0.02767498,0.69123140,0.63586909,0.70383221,1.82109537,1.96150672,2.06447540,0.00000000
-5.02151076,4.89612637,0.02679438,0.69301552,0.63625864,0.70397363,1.82537004,1.97889246,2.06130174,0.00000000
-5.01550775,4.91922849,0.02597131,0.69525136,0.63721931,0.70552044,1.83222257,1.99685958,2.06100930,0.00000000
-5.00950475,4.94627767,0.02521034,0.69781828,0.63855611,0.70829645,1.84125125,2.01484910,2.06305165,0.00000000
-5.00350175,4.97591632,0.02451497,0.70056953,0.64005675,0.71209978,1.85200568,2.03229754,2.06682718,0.00000000
-4.99749875,5.00675694,0.02388786,0.70333988,0.64150267,0.71671416,1.86401145,2.04866273,2.07171125,0.00000000
-4.99149575,5.03745227,0.02333099,0.70595426,0.64268035,0.72192076,1.87679548,2.06344891,2.07708879,0.00000000
-4.98549275,5.06676305,0.02284585,0.70823692,0.64339232,0.72750995,1.88991084,2.07622989,2.08238591,0.00000000
-4.97948974,5.09362013,0.02243355,0.71002081,0.64346723,0.73329246,1.90295994,2.08666913,2.08709905,0.00000000
-4.97348674,5.11717805,0.02209493,0.71115662,0.64276874,0.73910943,1.91561492,2.09453581,2.09082031,0.00000000
-4.96748374,5.13685766,0.02183063,0.71152119,0.64120276,0.74484086,1.92763454,2.09971611,2.09325795,0.00000000
-4.96148074,5.15237590,0.02164107,0.71102479,0.63872268,0.75041215,1.93887662,2.10221917,2.09425114,0.00000000
-4.95547774,5.16376138,0.02152642,0.70961700,0.63533250,0.75579833,1.94930575,2.10217748,2.09377838,0.00000000
-4.94947474,5.17135546,0.02148654,0.70729086,0.63108773,0.76102604,1.95899576,2.09984181,2.09195948,0.00000000
-4.94347174,5.17579878,0.02152082,0.70408527,0.62609407,0.76617283,1.96812723,2.09557083,2.08905098,0.00000000
-4.93746873,5.17800424,0.02162804,0.70008523,0.62050390,0.77136430,1.97697995,2.08981607,2.08543545,0.00000000
-4.93146573,5.17911788,0.02180628,0.69542018,0.61451089,0.77676880,1.98592098,2.08310303,2.08160531,0.00000000
-4.92546273,5.18046959,0.02205269,0.69026041,0.60834295,0.78259034,1.99538891,2.07600924,2.07814195,0.00000000
-4.91945973,5.18351614,0.02236342,0.68481165,0.60225377,0.78905970,2.00587490,2.06914046,2.07569118,0.00000000
-4.91345673,5.18977918,0.02273352,0.67930810,0.59651343,0.79642448,2.01790168,2.06310600,2.07493618,0.00000000
-4.90745373,5.20078091,0.02315685,0.67400427,0.59139837,0.80493823,2.03200106,2.05849445,2.07656905,0.00000000
-4.90145073,5.21798029,0.02362610,0.66916577,0.58718114,0.81484931,2.04869125,2.05585065,2.08126223,0.00000000
-4.89544772,5.24271230,0.02413284,0.66505963,0.58412030,0.82638990,2.06845453,2.05565502,2.08964088,0.00000000
-4.88944472,5.27613262,0.02466763,0.66194433,0.58245090,0.83976545,2.09171635,2.05830589,2.10225723,0.00000000
-4.88344172,5.31916971,0.02522019,0.66006009,0.58237566,0.85514517,2.11882634,2.06410562,2.11956788,0.00000000
-4.87743872,5.37248582,0.02577962,0.65961957,0.58405736,0.87265365,2.15004198,2.07325068,2.14191464,0.00000000
-4.87143572,5.43644796,0.02633465,0.66079951,0.58761243,0.89236408,2.18551519,2.08582613,2.16950957,0.00000000
-4.86543272,5.51110963,0.02687398,0.66373342,0.59310615,0.91429313,2.22528228,2.10180427,2.20242458,0.00000000
-4.85942971,5.59620319,0.02738655,0.66850567,0.60054927,0.93839769,2.26925730,2.12104749,2.24058563,0.00000000
-4.85342671,5.69114294,0.02786190,0.67514715,0.60989645,0.96457344,2.31722893,2.14331483,2.28377177,0.00000000
-4.84742371,5.79503815,0.02829050,0.68363254,0.62104621,0.99265539,2.36886080,2.16827190,2.33161863,0.00000000
-4.84142071,5.90671523,0.02866405,0.69387940,0.63384263,1.02242015,2.42369511,2.19550355,2.38362623,0.00000000
-4.83541771,6.02474798,0.02897577,0.70574907,0.64807853,1.05359003,2.48115943,2.22452869,2.43917070,0.00000000
-4.82941471,6.14749469,0.02922064,0.71904926,0.66350009,1.08583865,2.54057632,2.25481674,2.49751941,0.00000000
-4.82341171,6.27314080,0.02939558,0.73353845,0.67981286,1.11879795,2.60117571,2.28580496,2.55784897,0.00000000
-4.81740870,6.39974569,0.02949962,0.74893175,0.69668881,1.15206640,2.66210958,2.31691623,2.61926558,0.00000000
-4.81140570,6.52529235,0.02953396,0.76490823,0.71377434,1.18521819,2.72246873,2.34757659,2.68082704,0.00000000
-4.80540270,6.64773845,0.02950201,0.78111946,0.73069910,1.21781308,2.78130135,2.37723227,2.74156583,0.00000000
-4.79939970,6.76506760,0.02940936,0.79719889,0.74708516,1.24940673,2.83763292,2.40536552,2.80051273,0.00000000
-4.79339670,6.87533941,0.02926366,0.81277205,0.76255654,1.27956115,2.89048720,2.43150917,2.85672009,0.00000000
-4.78739370,6.97673719,0.02907449,0.82746689,0.77674865,1.30785508,2.93890776,2.45525926,2.90928452,0.00000000
-4.78139070,7.06761191,0.02885312,0.84092424,0.78931743,1.33389385,2.98197965,2.47628581,2.95736801,0.00000000
-4.77538769,7.14652150,0.02861230,0.85280786,0.79994802,1.35731863,3.01885056,2.49434119,3.00021719,0.00000000
-4.76938469,7.21226412,0.02836588,0.86281381,0.80836251,1.37781464,3.04875106,2.50926598,3.03718013,0.00000000
-4.76338169,7.26390460,0.02812851,0.87067868,0.81432666,1.39511811,3.07101319,2.52099224,3.06772009,0.00000000
-4.75737869,7.30079310,0.02791521,0.87618657,0.81765544,1.40902178,3.08508684,2.52954379,3.09142597,0.00000000
-4.75137569,7.32257521,0.02774094,0.87917436,0.81821704,1.41937871,3.09055335,2.53503366,3.10801910,0.00000000
-4.74537269,7.32919313,0.02762016,0.87953524,0.81593529,1.42610432,3.08713582,2.53765847,3.11735602,0.00000000
-4.73936968,7.32087765,0.02756633,0.87722016,0.81079055,1.42917653,3.07470564,2.53768992,3.11942730,0.00000000
-4.73336668,7.29813096,0.02759145,0.87223743,0.80281881,1.42863401,3.05328488,2.53546336,3.11435237,0.00000000
-4.72736368,7.26170085,0.02770558,0.86465020,0.79210924,1.42457262,3.02304455,2.53136385,3.10237050,0.00000000
-4.72136068,7.21254700,0.02791639,0.85457219,0.77880023,1.41714015,2.98429847,2.52580992,3.08382822,0.00000000
-4.71535768,7.15180059,0.02822876,0.84216177,0.76307403,1.40652968,2.93749304,2.51923561,3.05916375,0.00000000
-4.70935468,7.08071871,0.02864440,0.82761467,0.74515040,1.39297163,2.88319335,2.51207133,3.02888891,0.00000000
-4.70335168,7.00063540,0.02916165,0.81115566,0.72527927,1.37672511,2.82206595,2.50472433,2.99356932,0.00000000
-4.69734867,6.91291150,0.02977521,0.79302972,0.70373298,1.35806876,2.75485910,2.49755955,2.95380358,0.00000000
-4.69134567,6.81888527,0.03047619,0.77349290,0.68079825,1.33729155,2.68238136,2.49088168,2.91020247,0.00000000
-4.68534267,6.71982635,0.03125206,0.75280344,0.65676828,1.31468397,2.60547920,2.48491946,2.86336893,0.00000000
-4.67933967,6.61689494,0.03208697,0.73121353,0.63193522,1.29053001,2.52501475,2.47981289,2.81387971,0.00000000
-4.67333667,6.51110840,0.03296197,0.70896202,0.60658345,1.26510023,2.44184456,2.47560431,2.76226961,0.00000000
-4.66733367,6.40331670,0.03385558,0.68626837,0.58098366,1.23864629,2.35680014,2.47223380,2.70901884,0.00000000
-4.66133067,6.29418814,0.03474431,0.66332814,0.55538816,1.21139709,2.27067115,2.46953950,2.65454416,0.00000000
-4.65532766,6.18420577,0.03560341,0.64031002,0.53002735,1.18355672,2.18419174,2.46726299,2.59919410,0.00000000
-4.64932466,6.07367485,0.03640763,0.61735458,0.50510753,1.15530416,2.09803047,2.46505964,2.54324847,0.00000000
-4.64332166,5.96274057,0.03713206,0.59457462,0.48080989,1.12679469,2.01278405,2.46251371,2.48692184,0.00000000
