energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.49574787,5.86750390,1.45834594,0.95499987,0.00938315,0.57130875,0.17812290,3.24571981,1.92523903,0.89693277
-5.48974487,5.62600343,1.43292194,0.92492533,0.00925807,0.55566045,0.16831660,3.11426522,1.83252797,0.84611999
-5.48374187,5.38076197,1.40495548,0.89171019,0.00911282,0.53999547,0.15856767,2.98002591,1.74126299,0.79656358
-5.47773887,5.13428127,1.37486240,0.85583806,0.00894864,0.52436830,0.14897591,2.84446051,1.65210208,0.74864521
-5.47173587,4.88904109,1.34307503,0.81783315,0.00876739,0.50883424,0.13963576,2.70901997,1.56564565,0.70271070
-5.46573287,4.64745363,1.31002826,0.77824668,0.00857135,0.49345168,0.13063442,2.57511741,1.48243273,0.65907003
-5.45972986,4.41182156,1.27614614,0.73764321,0.00836310,0.47828406,0.12205028,2.44410030,1.40293852,0.61799824
-5.45372686,4.18430086,1.24182955,0.69658756,0.00814541,0.46340138,0.11395166,2.31722583,1.32757332,0.57973689
-5.44772386,3.96686982,1.20744566,0.65563263,0.00792110,0.44888128,0.10639589,2.19564049,1.25668268,0.54449600
-5.44172086,3.76130461,1.17331948,0.61530843,0.00769292,0.43480939,0.09942874,2.08036411,1.19054859,0.51245623
-5.43571786,3.56916210,1.13972798,0.57611269,0.00746349,0.42127924,0.09308433,1.97227888,1.12939176,0.48377119
-5.42971486,3.39176952,1.10689679,0.53850298,0.00723521,0.40839129,0.08738528,1.87212332,1.07337448,0.45856964
-5.42371186,3.23022101,1.07499956,0.50289061,0.00701022,0.39625155,0.08234336,1.78049085,1.02260421,0.43695750
-5.41770885,3.08537989,1.04415979,0.46963606,0.00679040,0.38496953,0.07796027,1.69783263,0.97713757,0.41901965
-5.41170585,2.95788604,1.01445471,0.43904601,0.00657733,0.37465571,0.07422881,1.62446397,0.93698439,0.40482115
-5.40570285,2.84816709,0.98592102,0.41137165,0.00637233,0.36541867,0.07113411,1.56057345,0.90211198,0.39440825
-5.39969985,2.75645222,0.95856170,0.38680826,0.00617650,0.35736189,0.06865503,1.50623405,0.87244901,0.38780871
-5.39369685,2.68278729,0.93235356,0.36549567,0.00599070,0.35058049,0.06676551,1.46141524,0.84788928,0.38503175
-5.38769385,2.62705029,0.90725487,0.34751955,0.00581567,0.34515789,0.06543593,1.42599534,0.82829488,0.38606755
-5.38169085,2.58896594,0.88321262,0.33291327,0.00565199,0.34116257,0.06463436,1.39977325,0.81349898,0.39088628
-5.37568784,2.56811880,0.86016895,0.32166017,0.00550018,0.33864516,0.06432762,1.38247915,0.80330793,0.39943675
-5.36968484,2.56396424,0.83806639,0.31369619,0.00536071,0.33763574,0.06448214,1.37378352,0.79750301,0.41164494
-5.36368184,2.57583713,0.81685172,0.30891267,0.00523400,0.33814172,0.06506465,1.37330436,0.79584154,0.42741211
-5.35767884,2.60295812,0.79647838,0.30715944,0.00512047,0.34014618,0.06604258,1.38061250,0.79805776,0.44661306
-5.35167584,2.64443794,0.77690741,0.30824799,0.00502052,0.34360677,0.06738428,1.39523514,0.80386342,0.46909433
-5.34567284,2.69928007,0.75810700,0.31195491,0.00493453,0.34845537,0.06905904,1.41665778,0.81294835,0.49467252
-5.33966983,2.76638260,0.74005106,0.31802556,0.00486282,0.35459832,0.07103692,1.44432518,0.82498112,0.52313302
-5.33366683,2.84453997,0.72271694,0.32617804,0.00480568,0.36191733,0.07328844,1.47764161,0.83961002,0.55422904
-5.32766383,2.93244561,0.70608273,0.33610741,0.00476329,0.37027114,0.07578427,1.51597116,0.85646453,0.58768131
-5.32166083,3.02869623,0.69012445,0.34749041,0.00473570,0.37949764,0.07849481,1.55863856,0.87515733,0.62317843
-5.31565783,3.13179875,0.67481350,0.35999048,0.00472285,0.38941677,0.08138982,1.60493120,0.89528718,0.66037802
-5.30965483,3.24018052,0.66011469,0.37326311,0.00472448,0.39983371,0.08443816,1.65410274,0.91644245,0.69890888
-5.30365183,3.35220344,0.64598497,0.38696157,0.00474020,0.41054271,0.08760758,1.70537882,0.93820568,0.73837421
-5.29764882,3.46618237,0.63237312,0.40074291,0.00476942,0.42133106,0.09086472,1.75796508,0.96015885,0.77835601
-5.29164582,3.58040796,0.61922040,0.41427402,0.00481142,0.43198350,0.09417523,1.81105766,0.98188956,0.81842064
-5.28564282,3.69317376,0.60646219,0.42723778,0.00486532,0.44228660,0.09750411,1.86385609,1.00299782,0.85812569
-5.27963982,3.80280720,0.59403039,0.43933905,0.00493018,0.45203334,0.10081618,1.91557837,1.02310345,0.89702808
-5.27363682,3.90770366,0.58185663,0.45031029,0.00500502,0.46102751,0.10407674,1.96547787,1.04185378,0.93469312
-5.26763382,4.00636273,0.56987574,0.45991681,0.00508888,0.46908799,0.10725233,2.01286132,1.05893154,0.97070463
-5.26163082,4.09742524,0.55802956,0.46796126,0.00518090,0.47605283,0.11031162,2.05710739,1.07406253,1.00467563
-5.25562781,4.17970972,0.54627049,0.47428730,0.00528038,0.48178279,0.11322620,2.09768471,1.08702290,1.03625935
-5.24962481,4.25224638,0.53456478,0.47878234,0.00538686,0.48616460,0.11597151,2.13416863,1.09764564,1.06516010
-5.24362181,4.31430711,0.52289508,0.48137913,0.00550016,0.48911351,0.11852752,2.16625557,1.10582596,1.09114350
-5.23761881,4.36542954,0.51126219,0.48205617,0.00562042,0.49057523,0.12087934,2.19377405,1.11152531,1.11404564
-5.23161581,4.40543351,0.49968582,0.48083690,0.00574817,0.49052708,0.12301759,2.21669148,1.11477358,1.13378042
-5.22561281,4.43442856,0.48820419,0.47778756,0.00588427,0.48897842,0.12493848,2.23511598,1.11566945,1.15034474
-5.21960980,4.45281128,0.47687258,0.47301397,0.00602995,0.48597008,0.12664367,2.24929267,1.11437850,1.16382095
-5.21360680,4.46125178,0.46576074,0.46665706,0.00618672,0.48157301,0.12813972,2.25959417,1.11112901,1.17437626
-5.20760380,4.46066921,0.45494934,0.45888748,0.00635628,0.47588596,0.12943735,2.26650529,1.10620554,1.18225877
-5.20160080,4.45219672,0.44452568,0.44989936,0.00654049,0.46903237,0.13055038,2.27060238,1.09994031,1.18779020
-5.19559780,4.43713693,0.43457868,0.43990349,0.00674114,0.46115648,0.13149441,2.27252792,1.09270267,1.19135525
-5.18959480,4.41690961,0.42519372,0.42912015,0.00695989,0.45241876,0.13228542,2.27296156,1.08488693,1.19338815
-5.18359180,4.39299392,0.41644728,0.41777185,0.00719805,0.44299089,0.13293823,2.27258883,1.07689933,1.19435667
-5.17758879,4.36686779,0.40840192,0.40607622,0.00745649,0.43305041,0.13346506,2.27206924,1.06914438,1.19474454
-5.17158579,4.33994775,0.40110176,0.39423948,0.00773540,0.42277537,0.13387414,2.27200534,1.06201160,1.19503295
-5.16558279,4.31353228,0.39456878,0.38245054,0.00803424,0.41233904,0.13416854,2.27291478,1.05586327,1.19568218
-5.15957979,4.28875199,0.38880012,0.37087610,0.00835154,0.40190515,0.13434537,2.27520688,1.05102384,1.19711437
-5.15357679,4.26652958,0.38376658,0.35965700,0.00868493,0.39162368,0.13439529,2.27916529,1.04777197,1.19969833
-5.14757379,4.24755207,0.37941248,0.34890576,0.00903102,0.38162762,0.13430244,2.28493814,1.04633544,1.20373731
-5.14157079,4.23225711,0.37565684,0.33870565,0.00938546,0.37203065,0.13404485,2.29253634,1.04688975,1.20946049
-5.13556778,4.22083450,0.37239595,0.32911112,0.00974301,0.36292605,0.13359530,2.30184044,1.04956036,1.21701863
-5.12956478,4.21324295,0.36950718,0.32014966,0.01009767,0.35438676,0.13292252,2.31261605,1.05442878,1.22648410
-5.12356178,4.20924128,0.36685388,0.31182491,0.01044281,0.34646666,0.13199279,2.32453687,1.06154231,1.23785533
-5.11755878,4.20843235,0.36429113,0.30412085,0.01077150,0.33920289,0.13077179,2.33721438,1.07092685,1.25106525
-5.11155578,4.21031696,0.36167209,0.29700691,0.01107664,0.33261916,0.12922659,2.35023233,1.08260218,1.26599313
-5.10555278,4.21435456,0.35885463,0.29044360,0.01135136,0.32672976,0.12732771,2.36318411,1.09659885,1.28247896
-5.09954977,4.22002677,0.35570788,0.28438844,0.01158925,0.32154398,0.12505103,2.37571076,1.11297552,1.30033940
-5.09354677,4.22689982,0.35211837,0.27880186,0.01178469,0.31707072,0.12237961,2.38753710,1.13183570,1.31938395
-5.08754377,4.23468158,0.34799550,0.27365262,0.01193315,0.31332295,0.11930513,2.39850392,1.15334260,1.33943044
-5.08154077,4.24326966,0.34327591,0.26892268,0.01203142,0.31032165,0.11582895,2.40859381,1.17773109,1.36031852
-5.07553777,4.25278699,0.33792669,0.26461093,0.01207780,0.30809906,0.11196280,2.41794912,1.20531547,1.38192027
-5.06953477,4.26360259,0.33194714,0.26073589,0.01207230,0.30670090,0.10772888,2.42688057,1.23649247,1.40414715
-5.06353177,4.27633568,0.32536900,0.25733687,0.01201672,0.30618748,0.10315959,2.43586567,1.27173858,1.42695291
-5.05752876,4.29184250,0.31825515,0.25447386,0.01191463,0.30663349,0.09829676,2.44553691,1.31160150,1.45033210
-5.05152576,4.31118641,0.31069685,0.25222575,0.01177132,0.30812652,0.09319038,2.45665992,1.35668549,1.47431459
-5.04552276,4.33559249,0.30280957,0.25068728,0.01159371,0.31076426,0.08789716,2.47010269,1.40763103,1.49895636
-5.03951976,4.36638906,0.29472777,0.24996461,0.01139008,0.31465068,0.08247874,2.48679719,1.46508922,1.52432750
-5.03351676,4.40493933,0.28659877,0.25016988,0.01116987,0.31989105,0.07699973,2.50769543,1.52969178,1.55049830
-5.02751376,4.45256679,0.27857603,0.25141491,0.01094330,0.32658645,0.07152574,2.53372204,1.60201791,1.57752459
-5.02151076,4.51047854,0.27081225,0.25380452,0.01072107,0.33482768,0.06612148,2.56572582,1.68255917,1.60543357
-5.01550775,4.57969071,0.26345259,0.25742963,0.01051396,0.34468917,0.06084895,2.60443271,1.77168406,1.63421131
-5.00950475,4.66096021,0.25662833,0.26236070,0.01033248,0.35622295,0.05576586,2.65040255,1.86960383,1.66379302
-5.00350175,4.75472646,0.25045134,0.26864180,0.01018643,0.36945333,0.05092433,2.70399189,1.97634132,1.69405692
-4.99749875,4.86106657,0.24500955,0.27628568,0.01008463,0.38437225,0.04636990,2.76532455,2.09170429,1.72482251
-4.99149575,4.97966639,0.24036380,0.28527018,0.01003458,0.40093580,0.04214087,2.83427175,2.21526504,1.75585339
-4.98549275,5.10980936,0.23654595,0.29553624,0.01004221,0.41906208,0.03826796,2.91044268,2.34634753,1.78686493
-4.97948974,5.25038399,0.23355861,0.30698763,0.01011167,0.43863052,0.03477433,2.99318613,2.48402323,1.81753625
-4.97348674,5.39990995,0.23137628,0.31949267,0.01024526,0.45948279,0.03167578,3.08160348,2.62711657,1.84752604
-4.96748374,5.55658178,0.22994793,0.33288774,0.01044331,0.48142535,0.02898128,3.17457237,2.77422042,1.87649133
-4.96148074,5.71832852,0.22920082,0.34698268,0.01070425,0.50423354,0.02669362,3.27078044,2.92372167,1.90410813
-4.95547774,5.88288651,0.22904536,0.36156769,0.01102469,0.52765712,0.02481019,3.36876768,3.07383657,1.93009256
-4.94947474,6.04788213,0.22938069,0.37642169,0.01139956,0.55142707,0.02332382,3.46697573,3.22265491,1.95422133
-4.94347174,6.21092065,0.23010080,0.39132148,0.01182235,0.57526330,0.02222359,3.56380212,3.36819169,1.97635012
-4.93746873,6.36967705,0.23110067,0.40605159,0.01228532,0.59888309,0.02149561,3.65765707,3.50844449,1.99642852
-4.93146573,6.52198442,0.23228230,0.42041400,0.01277983,0.62200964,0.02112371,3.74702057,3.64145434,2.01451060
-4.92546273,6.66591556,0.23356018,0.43423759,0.01329661,0.64438066,0.02109000,3.83049704,3.76536758,2.03076005
-4.91945973,6.79985391,0.23486598,0.44738656,0.01382608,0.66575622,0.02137524,3.90686533,3.87849596,2.04544930
-4.91345673,6.92254990,0.23615218,0.45976754,0.01435863,0.68592582,0.02195912,3.97512146,3.97937217,2.05895226
-4.90745373,7.03315999,0.23739458,0.47133490,0.01488491,0.70471392,0.02282036,4.03451243,4.06679815,2.07173080
-4.90145073,7.13126604,0.23859348,0.48209407,0.01539605,0.72198408,0.02393666,4.08455916,4.13988349,2.08431508
-4.89544772,7.21687403,0.23977357,0.49210257,0.01588386,0.73764106,0.02528456,4.12506752,4.19807211,2.09727875
-4.88944472,7.29039181,0.24098256,0.50146872,0.01634095,0.75163103,0.02683924,4.15612683,4.24115534,2.11120963
-4.88344172,7.35258699,0.24228878,0.51034808,0.01676088,0.76393978,0.02857428,4.17809587,4.26927077,2.12667758
-4.87743872,7.40452711,0.24377781,0.51893769,0.01713814,0.77458904,0.03046139,4.19157698,4.28288650,2.14420069
-4.87143572,7.44750505,0.24554853,0.52746846,0.01746820,0.78363110,0.03247024,4.19737952,4.28277154,2.16421172
-4.86543272,7.48295391,0.24770876,0.53619602,0.01774744,0.79114211,0.03456836,4.19647468,4.26995374,2.18702638
-4.85942971,7.51235585,0.25037093,0.54539038,0.01797311,0.79721442,0.03672113,4.18994377,4.24566737,2.21281524
-4.85342671,7.53715005,0.25364792,0.55532497,0.01814321,0.80194850,0.03889202,4.17892293,4.21129309,2.24158088
-4.84742371,7.55864493,0.25764959,0.56626543,0.01825642,0.80544481,0.04104287,4.16454696,4.16829348,2.27314166
-4.84142071,7.57793976,0.26247990,0.57845865,0.01831198,0.80779635,0.04313439,4.14789543,4.11814763,2.30712338
-4.83541771,7.59585993,0.26823518,0.59212253,0.01830962,0.80908209,0.04512687,4.12994375,4.06228825,2.34295941
-4.82941471,7.61290967,0.27500331,0.60743676,0.01824949,0.80936200,0.04698096,4.11152184,4.00204459,2.37989987
-4.82341171,7.62924491,0.28286402,0.62453495,0.01813212,0.80867372,0.04865858,4.09328247,3.93859425,2.41702960
-4.81740870,7.64466753,0.29189020,0.64349838,0.01795837,0.80703125,0.05012394,4.07568054,3.87292606,2.45329457
-4.81140570,7.65864124,0.30214999,0.66435147,0.01772946,0.80442564,0.05134454,4.05896440,3.80581595,2.48753549
-4.80540270,7.67032780,0.31370948,0.68705906,0.01744701,0.80082771,0.05229212,4.04317906,3.73781650,2.51852752
-4.79939970,7.67864113,0.32663564,0.71152550,0.01711303,0.79619248,0.05294364,4.02818058,3.66926017,2.54502406
-4.79339670,7.68231582,0.34099918,0.73759547,0.01673004,0.79046510,0.05328199,4.01366060,3.60027559,2.56580282
-4.78739370,7.67998559,0.35687696,0.76505649,0.01630106,0.78358785,0.05329662,3.99917876,3.53081516,2.57971207
-4.78139070,7.67026690,0.37435344,0.79364292,0.01582969,0.77550768,0.05298395,3.98420092,3.46069171,2.58571469
-4.77538769,7.65184240,0.39352098,0.82304125,0.01532011,0.76618387,0.05234750,3.96814050,3.38962174,2.58292834
-4.76938469,7.62353945,0.41447862,0.85289667,0.01477714,0.75559516,0.05139780,3.95040018,3.31727199,2.57065953
-4.76338169,7.58439885,0.43732910,0.88282059,0.01420616,0.74374604,0.05015208,3.93041148,3.24330635,2.54843041
-4.75737869,7.53373010,0.46217407,0.91239896,0.01361308,0.73067161,0.04863370,3.90766969,3.16743019,2.51599683
-4.75137569,7.47115016,0.48910749,0.94120130,0.01300428,0.71644073,0.04687134,3.88176226,3.08942921,2.47335729
-4.74537269,7.39660388,0.51820739,0.96879019,0.01238644,0.70115727,0.04489808,3.85238920,3.00920077,2.42075232
-4.73936968,7.31036557,0.54952628,0.99473110,0.01176647,0.68495929,0.04275031,3.81937455,2.92677578,2.35865477
-4.73336668,7.21302202,0.58308072,1.01860225,0.01115127,0.66801616,0.04046658,3.78266876,2.84233027,2.28775153
-4.72736368,7.10543887,0.61884049,1.04000455,0.01054763,0.65052374,0.03808644,3.74234221,2.75618617,2.20891798
-4.72136068,6.98871277,0.65671816,1.05857110,0.00996200,0.63269792,0.03564924,3.69857095,2.66880167,2.12318644
-4.71535768,6.86411280,0.69655960,1.07397638,0.00940034,0.61476677,0.03319309,3.65161597,2.58075200,2.03171034
-4.70935468,6.73301504,0.73813637,1.08594458,0.00886795,0.59696175,0.03075385,3.60179790,2.49270231,1.93572583
-4.70335168,6.59683453,0.78114055,1.09425714,0.00836930,0.57950845,0.02836435,3.54946902,2.40537432,1.83651262
-4.69734867,6.45695869,0.82518263,1.09875908,0.00790796,0.56261732,0.02605368,3.49498494,2.31950918,1.73535570
-4.69134567,6.31468633,0.86979314,1.09936406,0.00748649,0.54647487,0.02384675,3.43867778,2.23582875,1.63350964
-4.68534267,6.17117551,0.91442808,1.09605789,0.00710637,0.53123589,0.02176401,3.38083300,2.15499784,1.53216648
-4.67933967,6.02740313,0.95847861,1.08890052,0.00676801,0.51701690,0.01982134,3.32167126,2.07758947,1.43242849
-4.67333667,5.88413811,1.00128459,1.07802617,0.00647078,0.50389140,0.01803009,3.26133666,2.00405537,1.33528643
-4.66733367,5.74192924,1.04215182,1.06364180,0.00621303,0.49188703,0.01639735,3.19989197,1.93470316,1.24160360
-4.66133067,5.60110772,1.08037241,1.04602379,0.00599220,0.48098480,0.01492622,3.13732105,1.86968148,1.15210588
-4.65532766,5.46180353,1.11524731,1.02551282,0.00580497,0.47112046,0.01361631,3.07353820,1.80897383,1.06737746
-4.64932466,5.32397387,1.14611022,1.00250716,0.00564734,0.46218795,0.01246420,3.00840353,1.75240110,0.98786180
-4.64332166,5.18744139,1.17235162,0.97745443,0.00551483,0.45404468,0.01146399,2.94174316,1.69963267,0.91386724
