energy_ev,total_up,P_s_up,P_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.45972986,1.84772294,0.02979657,0.12019524,0.07555377,0.66812719,0.23599257,0.27565530
-5.45372686,1.88284203,0.03180277,0.12248390,0.07725501,0.67997978,0.23966873,0.28049131
-5.44772386,1.91601724,0.03376249,0.12452062,0.07864322,0.69134847,0.24322132,0.28516714
-5.44172086,1.94605128,0.03564072,0.12624635,0.07969427,0.70177416,0.24648130,0.28950266
-5.43571786,1.97175963,0.03740174,0.12761093,0.08039194,0.71079078,0.24928299,0.29331608
-5.42971486,1.99201595,0.03901028,0.12857520,0.08072911,0.71794277,0.25146980,0.29643077
-5.42371186,2.00579719,0.04043257,0.12911300,0.08070875,0.72280277,0.25290001,0.29868214
-5.41770885,2.01222616,0.04163748,0.12921273,0.08034452,0.72498852,0.25345203,0.29992429
-5.41170585,2.01060945,0.04259758,0.12887867,0.07966108,0.72417820,0.25302915,0.30003616
-5.40570285,2.00046896,0.04329006,0.12813173,0.07869403,0.72012360,0.25156342,0.29892668
-5.39969985,1.98156529,0.04369756,0.12700964,0.07748943,0.71266033,0.24901844,0.29653900
-5.39369685,1.95391205,0.04380881,0.12556659,0.07610292,0.70171478,0.24539094,0.29285320
-5.38769385,1.91778015,0.04361899,0.12387220,0.07459856,0.68730750,0.24071112,0.28788774
-5.38169085,1.87369215,0.04312994,0.12200994,0.07304720,0.66955288,0.23504163,0.28169923
-5.37568784,1.82240670,0.04235008,0.12007486,0.07152466,0.64865528,0.22847530,0.27438082
-5.36968484,1.76489405,0.04129410,0.11817090,0.07010967,0.62490184,0.22113175,0.26605912
-5.36368184,1.70230370,0.03998241,0.11640771,0.06888162,0.59865239,0.21315290,0.25688987
-5.35767884,1.63592575,0.03844049,0.11489717,0.06791823,0.57032707,0.20469785,0.24705256
-5.35167584,1.56714779,0.03669795,0.11374967,0.06729324,0.54039218,0.19593708,0.23674425
-5.34567284,1.49740912,0.03478755,0.11307036,0.06707416,0.50934501,0.18704645,0.22617291
-5.33966983,1.42815443,0.03274417,0.11295547,0.06732017,0.47769835,0.17820119,0.21555044
-5.33366683,1.36078862,0.03060371,0.11348880,0.06808020,0.44596526,0.16957007,0.20508591
-5.32766383,1.29663477,0.02840204,0.11473861,0.06939133,0.41464477,0.16131014,0.19497899
-5.32166083,1.23689645,0.02617405,0.11675491,0.07127747,0.38420891,0.15356206,0.18541403
-5.31565783,1.18262587,0.02395271,0.11956739,0.07374845,0.35509159,0.14644634,0.17655498
-5.30965483,1.13469853,0.02176838,0.12318389,0.07679942,0.32767946,0.14006044,0.16854111
-5.30365183,1.09379497,0.01964823,0.12758969,0.08041070,0.30230503,0.13447698,0.16148392
-5.29764882,1.06038987,0.01761576,0.13274738,0.08454806,0.27924192,0.12974287,0.15546501
-5.29164582,1.03474821,0.01569060,0.13859760,0.08916329,0.25870237,0.12587952,0.15053515
-5.28564282,1.01692826,0.01388839,0.14506038,0.09419520,0.24083660,0.12288387,0.14671430
-5.27963982,1.00679056,0.01222083,0.15203718,0.09957099,0.22573403,0.12073028,0.14399267
-5.27363682,1.00401221,0.01069586,0.15941351,0.10520778,0.21342589,0.11937308,0.14233256
-5.26763382,1.00810541,0.00931793,0.16706200,0.11101454,0.20388904,0.11874962,0.14167100
-5.26163082,1.01843936,0.00808836,0.17484592,0.11689409,0.19705071,0.11878370,0.14192285
-5.25562781,1.03426444,0.00700578,0.18262285,0.12274527,0.19279372,0.11938917,0.14298440
-5.24962481,1.05473773,0.00606651,0.19024862,0.12846524,0.19096218,0.12047357,0.14473717
-5.24362181,1.07894897,0.00526504,0.19758118,0.13395169,0.19136727,0.12194173,0.14705189
-5.23761881,1.10594619,0.00459442,0.20448435,0.13910510,0.19379296,0.12369909,0.14979237
-5.23161581,1.13476043,0.00404668,0.21083138,0.14383092,0.19800168,0.12565471,0.15281937
-5.22561281,1.16442887,0.00361314,0.21650820,0.14804151,0.20373972,0.12772392,0.15599415
-5.21960980,1.19401610,0.00328471,0.22141618,0.15165804,0.21074236,0.12983052,0.15918177
-5.21360680,1.22263324,0.00305214,0.22547443,0.15461205,0.21873883,0.13190844,0.16225405
-5.20760380,1.24945460,0.00290619,0.22862161,0.15684688,0.22745693,0.13390301,0.16509209
-5.20160080,1.27373199,0.00283775,0.23081708,0.15831874,0.23662750,0.13577169,0.16758847
-5.19559780,1.29480647,0.00283796,0.23204147,0.15899753,0.24598862,0.13748433,0.16964892
-5.18959480,1.31211766,0.00289822,0.23229671,0.15886735,0.25528970,0.13902312,0.17119364
-5.18359180,1.32521059,0.00301028,0.23160538,0.15792669,0.26429529,0.14038202,0.17215822
-5.17758879,1.33374026,0.00316619,0.23000958,0.15618834,0.27278877,0.14156598,0.17249412
-5.17158579,1.33747383,0.00335833,0.22756929,0.15367892,0.28057577,0.14258980,0.17216879
-5.16558279,1.33629068,0.00357945,0.22436025,0.15043817,0.28748725,0.14347681,0.17116551
-5.15957979,1.33018027,0.00382261,0.22047146,0.14651791,0.29338233,0.14425734,0.16948281
-5.15357679,1.31923809,0.00408131,0.21600237,0.14198076,0.29815059,0.14496707,0.16713371
-5.14757379,1.30365954,0.00434945,0.21105989,0.13689861,0.30171389,0.14564524,0.16414465
-5.14157079,1.28373212,0.00462141,0.20575512,0.13135090,0.30402763,0.14633285,0.16055418
-5.13556778,1.25982593,0.00489218,0.20020017,0.12542274,0.30508127,0.14707080,0.15641159
-5.12956478,1.23238270,0.00515735,0.19450492,0.11920289,0.30489818,0.14789815,0.15177521
-5.12356178,1.20190357,0.00541329,0.18877396,0.11278179,0.30353467,0.14885028,0.14671079
-5.11755878,1.16893587,0.00565714,0.18310367,0.10624946,0.30107828,0.14995740,0.14128968
-5.11155578,1.13405921,0.00588699,0.17757973,0.09969357,0.29764522,0.15124297,0.13558702
-5.10555278,1.09787117,0.00610185,0.17227488,0.09319763,0.29337709,0.15272256,0.12967999
-5.09954977,1.06097290,0.00630173,0.16724729,0.08683924,0.28843690,0.15440281,0.12364599
-5.09354677,1.02395512,0.00648761,0.16253930,0.08068873,0.28300444,0.15628077,0.11756105
-5.08754377,0.98738466,0.00666142,0.15817682,0.07480793,0.27727123,0.15834357,0.11149822
-5.08154077,0.95179203,0.00682595,0.15416930,0.06924926,0.27143500,0.16056841,0.10552620
-5.07553777,0.91766032,0.00698474,0.15051028,0.06405517,0.26569399,0.16292301,0.09970812
-5.06953477,0.88541553,0.00714192,0.14717848,0.05925782,0.26024125,0.16536636,0.09410048
-5.06353177,0.85541881,0.00730199,0.14413948,0.05487910,0.25525894,0.16784990,0.08875238
-5.05752876,0.82796059,0.00746964,0.14134779,0.05093089,0.25091302,0.17031902,0.08370489
-5.05152576,0.80325673,0.00764949,0.13874931,0.04741562,0.24734832,0.17271484,0.07899072
-5.04552276,0.78144683,0.00784584,0.13628410,0.04432699,0.24468434,0.17497624,0.07463407
-5.03951976,0.76259467,0.00806244,0.13388926,0.04165089,0.24301172,0.17704203,0.07065074
-5.03351676,0.74669065,0.00830227,0.13150186,0.03936647,0.24238975,0.17885322,0.06704844
-5.02751376,0.73365624,0.00856735,0.12906182,0.03744722,0.24284476,0.18035528,0.06382727
-5.02151076,0.72335023,0.00885862,0.12651450,0.03586219,0.24436980,0.18150035,0.06098043
-5.01550775,0.71557669,0.00917583,0.12381317,0.03457714,0.24692532,0.18224921,0.05849503
-5.00950475,0.71009426,0.00951758,0.12092093,0.03355567,0.25044111,0.18257318,0.05635306
-5.00350175,0.70662673,0.00988134,0.11781231,0.03276037,0.25481931,0.18245559,0.05453245
-4.99749875,0.70487447,0.01026361,0.11447435,0.03215375,0.25993853,0.18189308,0.05300821
-4.99149575,0.70452659,0.01066016,0.11090727,0.03169922,0.26565881,0.18089651,0.05175358
-4.98549275,0.70527326,0.01106628,0.10712457,0.03136186,0.27182737,0.17949153,0.05074123
-4.97948974,0.70681813,0.01147720,0.10315280,0.03110916,0.27828491,0.17771887,0.04994438
-4.97348674,0.70889022,0.01188844,0.09903087,0.03091158,0.28487216,0.17563424,0.04933794
-4.96748374,0.71125514,0.01229630,0.09480914,0.03074299,0.29143645,0.17330806,0.04889945
-4.96148074,0.71372501,0.01269828,0.09054813,0.03058109,0.29783811,0.17082472,0.04861004
-4.95547774,0.71616697,0.01309354,0.08631716,0.03040759,0.30395619,0.16828178,0.04845511
-4.94947474,0.71850972,0.01348336,0.08219281,0.03020838,0.30969353,0.16578875,0.04842493
-4.94347174,0.72074788,0.01387146,0.07825735,0.02997350,0.31498071,0.16346574,0.04851500
-4.93746873,0.72294388,0.01426430,0.07459708,0.02969711,0.31977880,0.16144179,0.04872620
-4.93146573,0.72522725,0.01467132,0.07130077,0.02937726,0.32408079,0.15985298,0.04906475
-4.92546273,0.72779119,0.01510496,0.06845800,0.02901563,0.32791155,0.15884023,0.04954192
-4.91945973,0.73088633,0.01558066,0.06615757,0.02861713,0.33132637,0.15854688,0.05017348
-4.91345673,0.73481204,0.01611665,0.06448587,0.02818945,0.33440822,0.15911588,0.05097902
-4.90745373,0.73990526,0.01673360,0.06352522,0.02774255,0.33726367,0.16068680,0.05198098
-4.90145073,0.74652737,0.01745420,0.06335217,0.02728809,0.34001790,0.16339246,0.05320360
-4.89544772,0.75504943,0.01830246,0.06403568,0.02683873,0.34280891,0.16735538,0.05467165
-4.88944472,0.76583640,0.01930304,0.06563528,0.02640762,0.34578116,0.17268400,0.05640913
-4.88344172,0.77923085,0.02048035,0.06819913,0.02600762,0.34907918,0.17946883,0.05843787
-4.87743872,0.79553686,0.02185766,0.07176201,0.02565081,0.35284115,0.18777855,0.06077621
-4.87143572,0.81500469,0.02345607,0.07634338,0.02534781,0.35719294,0.19765628,0.06343761
-4.86543272,0.83781687,0.02529358,0.08194550,0.02510736,0.36224280,0.20911617,0.06642947
-4.85942971,0.86407638,0.02738401,0.08855173,0.02493581,0.36807694,0.22214034,0.06975211
-4.85342671,0.89379725,0.02973618,0.09612508,0.02483685,0.37475606,0.23667663,0.07339786
-4.84742371,0.92689830,0.03235299,0.10460731,0.02481128,0.38231310,0.25263707,0.07735049
-4.84142071,0.96320011,0.03523080,0.11391843,0.02485687,0.39075206,0.26989737,0.08158492
-4.83541771,1.00242553,0.03835889,0.12395696,0.02496845,0.40004808,0.28829768,0.08606717
-4.82941471,1.04420391,0.04171912,0.13460091,0.02513800,0.41014850,0.30764447,0.09075475
-4.82341171,1.08807880,0.04528588,0.14570967,0.02535497,0.42097498,0.32771390,0.09559728
-4.81740870,1.13351915,0.04902621,0.15712669,0.02560660,0.43242638,0.34825650,0.10053748
-4.81140570,1.17993354,0.05290025,0.16868312,0.02587840,0.44438242,0.36900315,0.10551249
-4.80540270,1.22668704,0.05686183,0.18020225,0.02615472,0.45670775,0.38967230,0.11045543
-4.79939970,1.27312019,0.06085943,0.19150461,0.02641932,0.46925637,0.40997815,0.11529713
-4.79339670,1.31856944,0.06483723,0.20241368,0.02665597,0.48187630,0.42963955,0.11996817
-4.78739370,1.36238820,0.06873643,0.21276186,0.02684913,0.49441413,0.44838935,0.12440086
-4.78139070,1.40396794,0.07249666,0.22239658,0.02698455,0.50671953,0.46598370,0.12853132
-4.77538769,1.44275830,0.07605748,0.23118614,0.02704980,0.51864948,0.48221098,0.13230150
-4.76938469,1.47828561,0.07936002,0.23902510,0.02703482,0.53007218,0.49689992,0.13566107
-4.76338169,1.51016891,0.08234843,0.24583885,0.02693236,0.54087042,0.50992644,0.13856905
-4.75737869,1.53813291,0.08497146,0.25158708,0.02673824,0.55094454,0.52121882,0.14099516
-4.75137569,1.56201711,0.08718380,0.25626600,0.02645162,0.56021474,0.53076095,0.14292089
-4.74537269,1.58178090,0.08894730,0.25990910,0.02607508,0.56862270,0.53859326,0.14434007
-4.73936968,1.59750403,0.09023199,0.26258625,0.02561460,0.57613265,0.54481135,0.14525909
-4.73336668,1.60938266,0.09101689,0.26440126,0.02507939,0.58273156,0.54956203,0.14569658
-4.72736368,1.61772076,0.09129053,0.26548785,0.02448171,0.58842871,0.55303712,0.14568280
-4.72136068,1.62291737,0.09105123,0.26600421,0.02383647,0.59325448,0.55546505,0.14525844
-4.71535768,1.62545013,0.09030713,0.26612638,0.02316084,0.59725841,0.55710050,0.14447317
-4.70935468,1.62585565,0.08907590,0.26604068,0.02247376,0.60050658,0.55821277,0.14338382
-4.70335168,1.62470772,0.08738430,0.26593564,0.02179544,0.60307846,0.55907317,0.14205238
-4.69734867,1.62259403,0.08526744,0.26599370,0.02114681,0.60506322,0.55994203,0.14054376
-4.69134567,1.62009271,0.08276787,0.26638317,0.02054899,0.60655566,0.56105613,0.13892362
-4.68534267,1.61774949,0.07993453,0.26725074,0.02002280,0.60765198,0.56261693,0.13725612
-4.67933967,1.61605658,0.07682155,0.26871508,0.01958828,0.60844549,0.56478042,0.13560188
-4.67333667,1.61543421,0.07348693,0.27086156,0.01926424,0.60902254,0.56764886,0.13401612
-4.66733367,1.61621559,0.06999128,0.27373869,0.01906794,0.60945874,0.57126511,0.13254707
-4.66133067,1.61863591,0.06639638,0.27735612,0.01901474,0.60981572,0.57560968,0.13123476
-4.65532766,1.62282573,0.06276384,0.28168446,0.01911785,0.61013860,0.58060072,0.13011016
-4.64932466,1.62880909,0.05915383,0.28665689,0.01938814,0.61045425,0.58609694,0.12919465
-4.64332166,1.63650599,0.05562380,0.29217233,0.01983395,0.61077039,0.59190343,0.12849999
-4.63731866,1.64573916,0.05222733,0.29810008,0.02046098,0.61107564,0.59777995,0.12802853
-4.63131566,1.65624440,0.04901313,0.30428565,0.02127219,0.61134042,0.60345135,0.12777378
-4.62531266,1.66768389,0.04602406,0.31055736,0.02226766,0.61151862,0.60861960,0.12772127
-4.61930965,1.67966161,0.04329643,0.31673353,0.02344457,0.61154999,0.61297678,0.12784951
-4.61330665,1.69173986,0.04085938,0.32262963,0.02479707,0.61136299,0.61621845,0.12813120
-4.60730365,1.70345614,0.03873445,0.32806530,0.02631624,0.61087803,0.61805659,0.12853435
-4.60130065,1.71433942,0.03693532,0.33287070,0.02799007,0.61001079,0.61823173,0.12902355
-4.59529765,1.72392512,0.03546775,0.33689211,0.02980337,0.60867560,0.61652346,0.12956105
-4.58929465,1.73176820,0.03432970,0.33999629,0.03173788,0.60678858,0.61275902,0.13010784
-4.58329165,1.73745412,0.03351167,0.34207386,0.03377231,0.60427050,0.60681958,0.13062453
-4.57728864,1.74060735,0.03299713,0.34304116,0.03588254,0.60104933,0.59864399,0.13107218
-4.57128564,1.74089761,0.03276327,0.34284113,0.03804189,0.59706231,0.58823006,0.13141293
-4.56528264,1.73804405,0.03278180,0.34144283,0.04022156,0.59225775,0.57563323,0.13161060
-4.55927964,1.73181772,0.03301996,0.33884014,0.04239108,0.58659642,0.56096314,0.13163112
-4.55327664,1.72204286,0.03344159,0.33504956,0.04451908,0.58005274,0.54437821,0.13144302
-4.54727364,1.70859748,0.03400843,0.33010751,0.04657396,0.57261582,0.52607866,0.13101780
-4.54127064,1.69141375,0.03468130,0.32406728,0.04852491,0.56429045,0.50629855,0.13033035
-4.53526763,1.67047851,0.03542147,0.31699592,0.05034279,0.55509798,0.48529723,0.12935947
-4.52926463,1.64583427,0.03619193,0.30897120,0.05200125,0.54507739,0.46335059,0.12808826
-4.52326163,1.61758077,0.03695858,0.30007888,0.05347769,0.53428621,0.44074272,0.12650471
-4.51725863,1.58587693,0.03769138,0.29041039,0.05475430,0.52280150,0.41775814,0.12460222
-4.51125563,1.55094311,0.03836529,0.28006094,0.05581896,0.51072059,0.39467499,0.12238011
-4.50525263,1.51306309,0.03896104,0.26912816,0.05666591,0.49816163,0.37175936,0.11984407
-4.49924962,1.47258546,0.03946566,0.25771120,0.05729635,0.48526355,0.34926073,0.11700652
-4.49324662,1.42992364,0.03987279,0.24591025,0.05771867,0.47218543,0.32740873,0.11388682
-4.48724362,1.38555422,0.04018262,0.23382632,0.05794843,0.45910508,0.30641093,0.11051129
-4.48124062,1.34001290,0.04040167,0.22156135,0.05800808,0.44621661,0.28645174,0.10691293
-4.47523762,1.29388781,0.04054223,0.20921823,0.05792628,0.43372695,0.26769198,0.10313102
-4.46923462,1.24780994,0.04062152,0.19690102,0.05773703,0.42185131,0.25026928,0.09921030
-4.46323162,1.20244077,0.04066069,0.18471486,0.05747837,0.41080763,0.23429876,0.09520000
-4.45722861,1.15845728,0.04068360,0.17276587,0.05719103,0.40081011,0.21987409,0.09115259
-4.45122561,1.11653475,0.04071548,0.16116067,0.05691681,0.39206207,0.20706855,0.08712235
-4.44522261,1.07732819,0.04078155,0.15000577,0.05669684,0.38474849,0.19593625,0.08316379
-4.43921961,1.04145297,0.04090559,0.13940658,0.05656996,0.37902840,0.18651310,0.07933006
-4.43321661,1.00946581,0.04110863,0.12946636,0.05657098,0.37502779,0.17881781,0.07567127
-4.42721361,0.98184694,0.04140774,0.12028475,0.05672930,0.37283321,0.17285271,0.07223299
-4.42121061,0.95898454,0.04181506,0.11195641,0.05706758,0.37248657,0.16860458,0.06905490
-4.41520760,0.94116214,0.04233698,0.10456936,0.05760082,0.37398150,0.16604543,0.06616957
-4.40920460,0.92854992,0.04297376,0.09820345,0.05833577,0.37726160,0.16513329,0.06360165
-4.40320160,0.92120022,0.04371930,0.09292879,0.05927071,0.38222062,0.16581325,0.06136732
-4.39719860,0.91904778,0.04456130,0.08880427,0.06039562,0.38870497,0.16801851,0.05947404
-4.39119560,0.92191449,0.04548179,0.08587621,0.06169279,0.39651824,0.17167174,0.05792071
-4.38519260,0.92951859,0.04645785,0.08417717,0.06313775,0.40542778,0.17668663,0.05669811
-4.37918959,0.94148776,0.04746264,0.08372498,0.06470055,0.41517303,0.18296950,0.05578968
-4.37318659,0.95737538,0.04846660,0.08452187,0.06634727,0.42547514,0.19042121,0.05517248
-4.36718359,0.97667910,0.04943883,0.08655398,0.06804167,0.43604762,0.19893898,0.05481840
-4.36118059,0.99886066,0.05034851,0.08979096,0.06974697,0.44660726,0.20841826,0.05469544
-4.35517759,1.02336591,0.05116627,0.09418588,0.07142758,0.45688490,0.21875436,0.05476912
-4.34917459,1.04964399,0.05186561,0.09967546,0.07305065,0.46663551,0.22984393,0.05500378
-4.34317159,1.07716461,0.05242401,0.10618044,0.07458754,0.47564689,0.24158601,0.05536387
-4.33716858,1.10543270,0.05282395,0.11360634,0.07601485,0.48374674,0.25388277,0.05581513
-4.33116558,1.13399962,0.05305365,0.12184446,0.07731523,0.49080757,0.26663963,0.05632551
-4.32516258,1.16247064,0.05310755,0.13077318,0.07847773,0.49674938,0.27976508,0.05686600
-4.31915958,1.19050843,0.05298640,0.14025953,0.07949780,0.50153978,0.29316992,0.05741116
-4.31315658,1.21783270,0.05269717,0.15016109,0.08037683,0.50519185,0.30676619,0.05793945
-4.30715358,1.24421634,0.05225264,0.16032808,0.08112143,0.50775974,0.32046580,0.05843340
