energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.62181091,2.77954480,0.00488837,0.50962100,0.49974006,0.56377215,1.64132757,0.81235180,0.01298648,0.91333288
-5.61580790,2.77012193,0.00491633,0.50244621,0.49052883,0.57592657,1.58800430,0.81545933,0.01350580,0.91073064
-5.60980490,2.76035913,0.00493413,0.49566347,0.48148823,0.58758809,1.53507735,0.81824339,0.01403487,0.90764504
-5.60380190,2.75112987,0.00494146,0.48952906,0.47289855,0.59875669,1.48355351,0.82089314,0.01457153,0.90434254
-5.59779890,2.74328958,0.00493815,0.48428247,0.46503433,0.60944661,1.43437612,0.82360064,0.01511368,0.90109273
-5.59179590,2.73766990,0.00492422,0.48014335,0.45816132,0.61968839,1.38841343,0.82656033,0.01565929,0.89816654
-5.58579290,2.73507413,0.00489987,0.47730926,0.45253363,0.62953042,1.34644991,0.82996863,0.01620650,0.89583446
-5.57978989,2.73627313,0.00486551,0.47595419,0.44839100,0.63903977,1.30917995,0.83402342,0.01675363,0.89436450
-5.57378689,2.74200079,0.00482176,0.47622747,0.44595600,0.64830202,1.27720348,0.83892323,0.01729919,0.89401962
-5.56778389,2.75294848,0.00476947,0.47825330,0.44543107,0.65742011,1.25102302,0.84486599,0.01784184,0.89505438
-5.56178089,2.76975799,0.00470965,0.48213057,0.44699524,0.66651215,1.23104159,0.85204709,0.01838038,0.89771089
-5.55577789,2.79301294,0.00464349,0.48793294,0.45080052,0.67570822,1.21756143,0.86065687,0.01891367,0.90221386
-5.54977489,2.82322861,0.00457231,0.49570921,0.45696815,0.68514624,1.21078288,0.87087744,0.01944058,0.90876508
-5.54377189,2.86084059,0.00449748,0.50548376,0.46558455,0.69496723,1.21080389,0.88287900,0.01995986,0.91753748
-5.53776888,2.90619287,0.00442042,0.51725725,0.47669746,0.70531001,1.21761979,0.89681580,0.02047014,0.92866905
-5.53176588,2.95952600,0.00434254,0.53100741,0.49031221,0.71630576,1.23112379,0.91282187,0.02096982,0.94225712
-5.52576288,3.02096623,0.00426515,0.54668999,0.50638869,0.72807259,1.25110842,0.93100684,0.02145702,0.95835339
-5.51975988,3.09051643,0.00418950,0.56423986,0.52483901,0.74071049,1.27726832,0.95145202,0.02192959,0.97696002
-5.51375688,3.16804962,0.00411669,0.58357226,0.54552639,0.75429686,1.30920454,0.97420693,0.02238507,0.99802735
-5.50775388,3.25330568,0.00404764,0.60458423,0.56826536,0.76888282,1.34643093,0.99928655,0.02282076,1.02145333
-5.50175088,3.34589184,0.00398315,0.62715616,0.59282349,0.78449051,1.38838253,1.02666935,0.02323371,1.04708510
-5.49574787,3.44528712,0.00392383,0.65115344,0.61892491,0.80111149,1.43442630,1.05629627,0.02362085,1.07472253
-5.48974487,3.55085085,0.00387014,0.67642820,0.64625544,0.81870617,1.48387390,1.08807062,0.02397900,1.10412393
-5.48374187,3.66183487,0.00382242,0.70282111,0.67446940,0.83720449,1.53599646,1.12185901,0.02430504,1.13501348
-5.47773887,3.77739914,0.00378088,0.73016313,0.70319792,0.85650760,1.59004079,1.15749315,0.02459591,1.16709035
-5.47173587,3.89662993,0.00374569,0.75827716,0.73205846,0.87649044,1.64524665,1.19477243,0.02484878,1.20003873
-5.46573287,4.01855985,0.00371697,0.78697967,0.76066513,0.89700523,1.70086428,1.23346725,0.02506105,1.23353860
-5.45972986,4.14218878,0.00369482,0.81608206,0.78863952,0.91788548,1.75617153,1.27332278,0.02523043,1.26727639
-5.45372686,4.26650457,0.00367939,0.84539187,0.81562141,0.93895053,1.81048984,1.31406308,0.02535501,1.30095513
-5.44772386,4.39050274,0.00367085,0.87471378,0.84127899,0.96001024,1.86319824,1.35539537,0.02543320,1.33430343
-5.44172086,4.51320402,0.00366945,0.90385031,0.86531799,0.98086972,1.91374483,1.39701423,0.02546381,1.36708274
-5.43571786,4.63366912,0.00367548,0.93260239,0.88748935,1.00133389,1.96165501,1.43860561,0.02544596,1.39909254
-5.42971486,4.75100986,0.00368933,0.96076962,0.90759504,1.02121167,2.00653622,1.47985046,0.02537910,1.43017313
-5.42371186,4.86439651,0.00371138,0.98815045,0.92549164,1.04031964,2.04807894,1.52042784,0.02526295,1.46020575
-5.41770885,4.97306093,0.00374207,1.01454218,0.94109156,1.05848505,2.08605379,1.56001753,0.02509747,1.48911012
-5.41170585,5.07629558,0.00378178,1.03974091,0.95436187,1.07554814,2.12030525,1.59830198,0.02488283,1.51683946
-5.40570285,5.17344885,0.00383085,1.06354161,0.96532071,1.09136359,2.15074215,1.63496768,0.02461935,1.54337330
-5.39969985,5.26391720,0.00388950,1.08573812,0.97403155,1.10580123,2.17732564,1.66970602,0.02430756,1.56870852
-5.39369685,5.34713485,0.00395779,1.10612354,0.98059554,1.11874595,2.20005542,1.70221369,0.02394811,1.59284908
-5.38769385,5.42256210,0.00403555,1.12449079,0.98514248,1.13009697,2.21895507,1.73219285,0.02354186,1.61579524
-5.38169085,5.48967331,0.00412237,1.14063359,0.98782082,1.13976655,2.23405738,1.75935123,0.02308981,1.63753278
-5.37568784,5.54794580,0.00421753,1.15434793,0.98878728,1.14767827,2.24539068,1.78340236,0.02259323,1.65802303
-5.36968484,5.59685075,0.00431998,1.16543401,0.98819663,1.15376512,2.25296688,1.80406624,0.02205363,1.67719443
-5.36368184,5.63584732,0.00442833,1.17369880,0.98619227,1.15796765,2.25677222,1.82107054,0.02147280,1.69493606
-5.35767884,5.66438078,0.00454084,1.17895914,0.98289805,1.16023223,2.25676103,1.83415269,0.02085286,1.71109391
-5.35167584,5.68188546,0.00465544,1.18104543,0.97841185,1.16050979,2.25285322,1.84306290,0.02019628,1.72547004
-5.34567284,5.68779294,0.00476973,1.17980580,0.97280112,1.15875507,2.24493543,1.84756817,0.01950589,1.73782491
-5.33966983,5.68154542,0.00488106,1.17511062,0.96610076,1.15492667,2.23286593,1.84745746,0.01878488,1.74788298
-5.33366683,5.66261410,0.00498658,1.16685732,0.95831335,1.14898778,2.21648297,1.84254766,0.01803681,1.75534134
-5.32766383,5.63052184,0.00508331,1.15497518,0.94941163,1.14090779,2.19561606,1.83269049,0.01726554,1.75988098
-5.32166083,5.58486908,0.00516822,1.13943000,0.93934312,1.13066463,2.17009957,1.81777982,0.01647524,1.76118030
-5.31565783,5.52536174,0.00523834,1.12022834,0.92803654,1.11824776,2.13978774,1.79775910,0.01567030,1.75893022
-5.30965483,5.45183952,0.00529085,1.09742108,0.91540956,1.10366169,2.10457034,1.77262867,0.01485531,1.75284997
-5.30365183,5.36430302,0.00532318,1.07110610,0.90137756,1.08692970,2.06438788,1.74245219,0.01403493,1.74270294
-5.29764882,5.26293790,0.00533308,1.04142981,0.88586267,1.06809763,2.01924560,1.70736203,0.01321390,1.72831164
-5.29164582,5.14813448,0.00531875,1.00858736,0.86880274,1.04723745,1.96922523,1.66756305,0.01239689,1.70957107
-5.28564282,5.02050149,0.00527886,0.97282152,0.85015958,1.02445020,1.91449400,1.62333437,0.01158848,1.68645968
-5.27963982,4.88087256,0.00521267,0.93441989,0.82992611,0.99986831,1.85531020,1.57502895,0.01079308,1.65904744
-5.27363682,4.73030494,0.00511997,0.89371079,0.80813193,0.97365683,1.79202485,1.52307073,0.01001484,1.62750046
-5.26763382,4.57006985,0.00500121,0.85105764,0.78484711,0.94601352,1.72507962,1.46794922,0.00925765,1.59208193
-5.26163082,4.40163455,0.00485738,0.80685216,0.76018395,0.91716778,1.65500062,1.41021177,0.00852504,1.55314933
-5.25562781,4.22663669,0.00469006,0.76150647,0.73429660,0.88737817,1.58238873,1.35045353,0.00782017,1.51114786
-5.24962481,4.04685158,0.00450135,0.71544455,0.70737868,0.85692874,1.50790651,1.28930547,0.00714581,1.46660048
-5.24362181,3.86415378,0.00429376,0.66909320,0.67965895,0.82612415,1.43226257,1.22742098,0.00650429,1.42009488
-5.23761881,3.68047435,0.00407021,0.62287289,0.65139527,0.79528384,1.35619388,1.16546136,0.00589752,1.37226792
-5.23161581,3.49775538,0.00383385,0.57718895,0.62286718,0.76473527,1.28044683,1.10408079,0.00532693,1.32378818
-5.22561281,3.31790360,0.00358801,0.53242326,0.59436746,0.73480670,1.20575787,1.04391144,0.00479357,1.27533729
-5.21960980,3.14274472,0.00333610,0.48892682,0.56619310,0.70581960,1.13283440,0.98554902,0.00429803,1.22759075
-5.21360680,2.97398027,0.00308150,0.44701347,0.53863591,0.67808097,1.06233675,0.92953956,0.00384050,1.18119897
-5.20760380,2.81314820,0.00282745,0.40695486,0.51197353,0.65187600,0.99486178,0.87636759,0.00342080,1.13676916
-5.20160080,2.66158886,0.00257699,0.36897688,0.48646074,0.62746109,0.93092879,0.82644629,0.00303839,1.09484873
-5.19559780,2.52041705,0.00233291,0.33325756,0.46232192,0.60505764,0.87096806,0.78010984,0.00269243,1.05591075
-5.18959480,2.39050118,0.00209762,0.29992640,0.43974447,0.58484676,0.81531244,0.73760807,0.00238181,1.02034187
-5.18359180,2.27244985,0.00187322,0.26906517,0.41887379,0.56696503,0.76419208,0.69910364,0.00210519,0.98843309
-5.17758879,2.16660617,0.00166136,0.24070991,0.39980976,0.55150149,0.71773250,0.66467173,0.00186108,0.96037368
-5.17158579,2.07304965,0.00146333,0.21485409,0.38260489,0.53849588,0.67595584,0.63430210,0.00164786,0.93624828
-5.16558279,1.99160541,0.00128000,0.19145272,0.36726419,0.52793824,0.63878520,0.60790342,0.00146387,0.91603726
-5.15957979,1.92186019,0.00111189,0.17042705,0.35374661,0.51976980,0.60605182,0.58530969,0.00130746,0.89962031
-5.15357679,1.86318437,0.00095914,0.15166994,0.34196812,0.51388515,0.57750474,0.56628843,0.00117704,0.88678298
-5.14757379,1.81475921,0.00082162,0.13505136,0.33180611,0.51013560,0.55282255,0.55055032,0.00107116,0.87722601
-5.14157079,1.77560823,0.00069891,0.12042405,0.32310500,0.50833359,0.53162679,0.53776007,0.00098858,0.87057697
-5.13556778,1.74463166,0.00059038,0.10762905,0.31568280,0.50825804,0.51349654,0.52754792,0.00092829,0.86640390
-5.12956478,1.72064281,0.00049523,0.09650095,0.30933830,0.50966042,0.49798355,0.51952168,0.00088960,0.86423036
-5.12356178,1.70240527,0.00041252,0.08687277,0.30385871,0.51227140,0.48462760,0.51327875,0.00087221,0.86355145
-5.11755878,1.68866955,0.00034124,0.07858027,0.29902732,0.51580777,0.47297135,0.50841780,0.00087619,0.86385009
-5.11155578,1.67820835,0.00028033,0.07146574,0.29463103,0.51997966,0.46257435,0.50454981,0.00090207,0.86461325
-5.10555278,1.66984922,0.00022874,0.06538113,0.29046733,0.52449750,0.45302578,0.50130812,0.00095082,0.86534736
-5.09954977,1.66250374,0.00018539,0.06019043,0.28635060,0.52907891,0.44395531,0.49835726,0.00102389,0.86559245
-5.09354677,1.65519259,0.00014930,0.05577148,0.28211748,0.53345507,0.43504208,0.49540035,0.00112319,0.86493472
-5.08754377,1.64706564,0.00011950,0.05201705,0.27763110,0.53737652,0.42602131,0.49218479,0.00125103,0.86301691
-5.08154077,1.63741698,0.00009512,0.04883533,0.27278417,0.54061829,0.41668851,0.48850633,0.00141011,0.85954647
-5.07553777,1.62569432,0.00007535,0.04614979,0.26750063,0.54298417,0.40690125,0.48421135,0.00160343,0.85430106
-5.06953477,1.61150300,0.00005949,0.04389854,0.26173621,0.54431017,0.39657842,0.47919732,0.00183418,0.84713154
-5.06353177,1.59460467,0.00004689,0.04203326,0.25547757,0.54446691,0.38569728,0.47341170,0.00210563,0.83796227
-5.05752876,1.57491087,0.00003701,0.04051770,0.24874040,0.54336124,0.37428845,0.46684927,0.00242097,0.82678895
-5.05152576,1.55247228,0.00002936,0.03932595,0.24156641,0.54093671,0.36242904,0.45954807,0.00278318,0.81367417
-5.04552276,1.52746400,0.00002353,0.03844042,0.23401961,0.53717325,0.35023449,0.45158427,0.00319480,0.79874088
-5.03951976,1.50016772,0.00001919,0.03784976,0.22618180,0.53208590,0.33784933,0.44306619,0.00365777,0.78216427
-5.03351676,1.47095167,0.00001605,0.03754675,0.21814777,0.52572273,0.32543741,0.43412763,0.00417324,0.76416224
-5.02751376,1.44024904,0.00001387,0.03752619,0.21002022,0.51816199,0.31317195,0.42492096,0.00474133,0.74498512
-5.02151076,1.40853589,0.00001246,0.03778294,0.20190480,0.50950869,0.30122590,0.41561016,0.00536099,0.72490485
-5.01550775,1.37630933,0.00001166,0.03831016,0.19390531,0.49989056,0.28976296,0.40636400,0.00602985,0.70420416
-5.00950475,1.34406673,0.00001133,0.03909782,0.18611933,0.48945370,0.27892962,0.39734980,0.00674403,0.68316616
-5.00350175,1.31228675,0.00001138,0.04013148,0.17863450,0.47835788,0.26884845,0.38872772,0.00749814,0.66206469
-4.99749875,1.28141277,0.00001172,0.04139145,0.17152543,0.46677182,0.25961295,0.38064595,0.00828520,0.64115571
-4.99149575,1.25183913,0.00001228,0.04285228,0.16485143,0.45486841,0.25128406,0.37323680,0.00909664,0.62067009
-4.98549275,1.22390070,0.00001300,0.04448271,0.15865508,0.44282017,0.24388831,0.36661381,0.00992247,0.60080793
-4.97948974,1.19786567,0.00001383,0.04624588,0.15296163,0.43079501,0.23741771,0.36086984,0.01075135,0.58173454
-4.97348674,1.17393194,0.00001475,0.04809998,0.14777921,0.41895236,0.23183125,0.35607618,0.01157088,0.56357816
-4.96748374,1.15222664,0.00001570,0.04999919,0.14309980,0.40743991,0.22705782,0.35228251,0.01236783,0.54642937
-4.96148074,1.13280872,0.00001666,0.05189484,0.13890079,0.39639084,0.22300038,0.34951765,0.01312849,0.53034208
-4.95547774,1.11567405,0.00001761,0.05373684,0.13514709,0.38592177,0.21954109,0.34779085,0.01383908,0.51533592
-4.94947474,1.10076254,0.00001853,0.05547519,0.13179367,0.37613125,0.21654714,0.34709357,0.01448611,0.50139984
-4.94347174,1.08796674,0.00001938,0.05706161,0.12878827,0.36709883,0.21387694,0.34740137,0.01505681,0.48849654
-4.93746873,1.07714105,0.00002017,0.05845102,0.12607417,0.35888472,0.21138640,0.34867588,0.01553956,0.47656753
-4.93146573,1.06811115,0.00002086,0.05960312,0.12359304,0.35152982,0.20893502,0.35086662,0.01592425,0.46553844
-4.92546273,1.06068280,0.00002146,0.06048360,0.12128741,0.34505608,0.20639140,0.35391237,0.01620265,0.45532424
-4.91945973,1.05464962,0.00002195,0.06106526,0.11910297,0.33946719,0.20363814,0.35774230,0.01636869,0.44583411
-4.91345673,1.04979943,0.00002233,0.06132882,0.11699042,0.33474927,0.20057574,0.36227647,0.01641865,0.43697572
-4.90745373,1.04591878,0.00002259,0.06126336,0.11490691,0.33087178,0.19712559,0.36742593,0.01635131,0.42865871
-4.90145073,1.04279575,0.00002274,0.06086654,0.11281691,0.32778830,0.19323178,0.37309242,0.01616801,0.42079725
-4.89544772,1.04022092,0.00002277,0.06014442,0.11069268,0.32543746,0.18886184,0.37916772,0.01587256,0.41331166
-4.88944472,1.03798695,0.00002268,0.05911098,0.10851425,0.32374374,0.18400649,0.38553293,0.01547115,0.40612912
-4.88344172,1.03588700,0.00002249,0.05778740,0.10626901,0.32261843,0.17867841,0.39205783,0.01497208,0.39918355
-4.87743872,1.03371257,0.00002220,0.05620110,0.10395097,0.32196068,0.17291025,0.39860045,0.01438549,0.39241489
-4.87143572,1.03125130,0.00002183,0.05438462,0.10155980,0.32165878,0.16675196,0.40500729,0.01372304,0.38576791
-4.86543272,1.02828534,0.00002137,0.05237438,0.09909971,0.32159171,0.16026788,0.41111407,0.01299748,0.37919088
-4.85942971,1.02459076,0.00002084,0.05020940,0.09657836,0.32163114,0.15353340,0.41674750,0.01222226,0.37263428
-4.85342671,1.01993850,0.00002025,0.04793009,0.09400571,0.32164386,0.14663181,0.42172785,0.01141113,0.36604981
-4.84742371,1.01409717,0.00001962,0.04557708,0.09139318,0.32149468,0.13965124,0.42587258,0.01057770,0.35938985
-4.84142071,1.00683780,0.00001895,0.04319018,0.08875286,0.32104986,0.13268185,0.42900082,0.00973510,0.35260761
-4.83541771,0.99794050,0.00001824,0.04080758,0.08609704,0.32018091,0.12581364,0.43093865,0.00889568,0.34565787
-4.82941471,0.98720289,0.00001753,0.03846514,0.08343803,0.31876876,0.11913457,0.43152496,0.00807065,0.33849852
-4.82341171,0.97444980,0.00001680,0.03619597,0.08078813,0.31670803,0.11272935,0.43061757,0.00726996,0.33109265
-4.81740870,0.95954370,0.00001608,0.03403018,0.07815998,0.31391135,0.10667869,0.42809935,0.00650207,0.32341120
-4.81140570,0.94239531,0.00001537,0.03199481,0.07556701,0.31031342,0.10105906,0.42388401,0.00577394,0.31543583
-4.80540270,0.92297349,0.00001469,0.03011391,0.07302399,0.30587461,0.09594284,0.41792117,0.00509094,0.30716197
-4.79939970,0.90131394,0.00001404,0.02840875,0.07054773,0.30058390,0.09139868,0.41020053,0.00445691,0.29860165
-4.79339670,0.87752578,0.00001344,0.02689812,0.06815770,0.29446090,0.08749215,0.40075465,0.00387424,0.28978591
-4.78739370,0.85179569,0.00001290,0.02559865,0.06587660,0.28755694,0.08428630,0.38966045,0.00334398,0.28076660
-4.78139070,0.82438904,0.00001244,0.02452513,0.06373074,0.27995487,0.08184219,0.37703901,0.00286599,0.27161737
-4.77538769,0.79564780,0.00001207,0.02369075,0.06175027,0.27176779,0.08021923,0.36305385,0.00243911,0.26243361
-4.76938469,0.76598515,0.00001181,0.02310735,0.05996911,0.26313644,0.07947516,0.34790770,0.00206134,0.25333143
-4.76338169,0.73587697,0.00001168,0.02278549,0.05842469,0.25422559,0.07966578,0.33183777,0.00173002,0.24444551
-4.75737869,0.70585044,0.00001170,0.02273442,0.05715730,0.24521933,0.08084412,0.31510992,0.00144198,0.23592593
-4.75137569,0.67647024,0.00001191,0.02296199,0.05620933,0.23631554,0.08305940,0.29801189,0.00119376,0.22793412
-4.74537269,0.64832294,0.00001231,0.02347435,0.05562414,0.22771985,0.08635546,0.28084580,0.00098169,0.22063805
-4.73936968,0.62200020,0.00001295,0.02427569,0.05544486,0.21963909,0.09076893,0.26392050,0.00080207,0.21420679
-4.73336668,0.59808158,0.00001385,0.02536774,0.05571289,0.21227476,0.09632718,0.24754379,0.00065123,0.20880490
-4.72736368,0.57711753,0.00001503,0.02674937,0.05646651,0.20581661,0.10304613,0.23201500,0.00052566,0.20458659
-4.72136068,0.55961336,0.00001653,0.02841612,0.05773931,0.20043668,0.11092797,0.21761813,0.00042205,0.20169015
-4.71535768,0.54601482,0.00001837,0.03035975,0.05955878,0.19628389,0.11995912,0.20461580,0.00033734,0.20023276
-4.70935468,0.53669568,0.00002058,0.03256789,0.06194494,0.19347957,0.13010834,0.19324413,0.00026876,0.20030592
-4.70335168,0.53194790,0.00002317,0.03502373,0.06490918,0.19211391,0.14132528,0.18370874,0.00021382,0.20197170
-4.69734867,0.53197464,0.00002617,0.03770593,0.06845334,0.19224350,0.15353948,0.17618194,0.00017033,0.20525995
-4.69134567,0.53688633,0.00002957,0.04058862,0.07256906,0.19389006,0.16666005,0.17080102,0.00013639,0.21016659
-4.68534267,0.54669988,0.00003339,0.04364157,0.07723748,0.19704038,0.18057595,0.16766781,0.00011039,0.21665304
-4.67933967,0.56134106,0.00003761,0.04683061,0.08242924,0.20164739,0.19515709,0.16684932,0.00009094,0.22464687
-4.67333667,0.58064991,0.00004222,0.05011818,0.08810491,0.20763238,0.21025621,0.16837941,0.00007691,0.23404364
-4.66733367,0.60438908,0.00004720,0.05346409,0.09421580,0.21488831,0.22571150,0.17226143,0.00006738,0.24470982
-4.66133067,0.63225462,0.00005252,0.05682645,0.10070510,0.22328403,0.24135002,0.17847163,0.00006159,0.25648689
-4.65532766,0.66388920,0.00005812,0.06016269,0.10750941,0.23266932,0.25699179,0.18696329,0.00005896,0.26919637
-4.64932466,0.69889695,0.00006396,0.06343078,0.11456060,0.24288058,0.27245443,0.19767127,0.00005903,0.28264564
-4.64332166,0.73685973,0.00006996,0.06659046,0.12178786,0.25374706,0.28755830,0.21051692,0.00006148,0.29663454
