energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Na_s_up,Se_s_up,Se_p_up
-5.83791896,9.73091163,0.06872618,0.34203056,1.73612992,6.28413979,0.12918554,0.02724765,4.00554189
-5.83191596,9.65895211,0.06877735,0.37246066,1.70557238,6.24623764,0.13642009,0.02933727,3.90366135
-5.82591296,9.57413850,0.06863655,0.40505050,1.67394248,6.19951925,0.14421868,0.03170475,3.79070476
-5.81990995,9.47956591,0.06829816,0.43964140,1.64190791,6.14594875,0.15244643,0.03436332,3.66866966
-5.81390695,9.37839718,0.06775876,0.47602029,1.61012943,6.08753150,0.16096291,0.03732223,3.53971634
-5.80790395,9.27370388,0.06701733,0.51391861,1.57923246,6.02620915,0.16962465,0.04058596,3.40608801
-5.80190095,9.16831594,0.06607541,0.55301294,1.54978112,5.96376035,0.17828753,0.04415348,3.27003125
-5.79589795,9.06468770,0.06493723,0.59292759,1.52225570,5.90171240,0.18680905,0.04801771,3.13372028
-5.78989495,8.96478671,0.06360971,0.63323908,1.49703475,5.84126813,0.19505053,0.05216501,2.99918819
-5.78389195,8.87001023,0.06210254,0.67348277,1.47438217,5.78325163,0.20287910,0.05657482,2.86826775
-5.77788894,8.78113305,0.06042805,0.71316122,1.45444003,5.72807503,0.21016959,0.06121962,2.74254363
-5.77188594,8.69828786,0.05860103,0.75175434,1.43722683,5.67572753,0.21680620,0.06606490,2.62331743
-5.76588294,8.62097829,0.05663850,0.78873094,1.42264126,5.62578658,0.22268406,0.07106948,2.51158599
-5.75987994,8.54812254,0.05455936,0.82356135,1.41047091,5.57744989,0.22771052,0.07618600,2.40803291
-5.75387694,8.47812416,0.05238399,0.85573060,1.40040518,5.52958595,0.23180637,0.08136155,2.31303257
-5.74787394,8.40896555,0.05013379,0.88475182,1.39205174,5.48079974,0.23490679,0.08653863,2.22666541
-5.74187094,8.33831832,0.04783069,0.91017921,1.38495541,5.42950997,0.23696219,0.09165619,2.14874284
-5.73586793,8.26366458,0.04549666,0.93162013,1.37861852,5.37403323,0.23793878,0.09665082,2.07883990
-5.72986493,8.18242267,0.04315327,0.94874580,1.37252189,5.31267091,0.23781904,0.10145811,2.01633357
-5.72386193,8.09207128,0.04082123,0.96130015,1.36614526,5.24379425,0.23660191,0.10601400,1.96044463
-5.71785893,7.99026592,0.03852008,0.96910650,1.35898656,5.16592367,0.23430286,0.11025626,1.91028114
-5.71185593,7.87494309,0.03626794,0.97207170,1.35057914,5.07779874,0.23095364,0.11412583,1.86488146
-5.70585293,7.74440774,0.03408132,0.97018774,1.34050655,4.97843600,0.22660194,0.11756821,1.82325543
-5.69984992,7.59740134,0.03197510,0.96353053,1.32841438,4.86717247,0.22131073,0.12053463,1.78442219
-5.69384692,7.43314850,0.02996258,0.95225626,1.31401898,4.74369379,0.21515737,0.12298320,1.74744359
-5.68784392,7.25138177,0.02805564,0.93659528,1.29711313,4.60804648,0.20823258,0.12487973,1.71145263
-5.68184092,7.05234490,0.02626495,0.91684392,1.27756858,4.46063473,0.20063903,0.12619847,1.67567625
-5.67583792,6.83677618,0.02460027,0.89335470,1.25533586,4.30220301,0.19248990,0.12692257,1.63945260
-5.66983492,6.60587415,0.02307077,0.86652533,1.23044164,4.13380619,0.18390707,0.12704430,1.60224276
-5.66383192,6.36124857,0.02168535,0.83678699,1.20298404,3.95676928,0.17501921,0.12656511,1.56363721
-5.65782891,6.10486006,0.02045294,0.80459250,1.17312642,3.77263949,0.16595975,0.12549544,1.52335767
-5.65182591,5.83895207,0.01938279,0.77040475,1.14108991,3.58313319,0.15686464,0.12385429,1.48125474
-5.64582291,5.56597856,0.01848461,0.73468597,1.10714544,3.39008041,0.14787005,0.12166872,1.43730218
-5.63981991,5.28853093,0.01776869,0.69788808,1.07160534,3.19536944,0.13911008,0.11897319,1.39158831
-5.63381691,5.00926713,0.01724589,0.66044454,1.03481502,3.00089383,0.13071436,0.11580872,1.34430541
-5.62781391,4.73084559,0.01692751,0.62276380,0.99714496,2.80850355,0.12280571,0.11222207,1.29573761
-5.62181091,4.45586591,0.01682509,0.58522456,0.95898321,2.61996202,0.11549790,0.10826489,1.24624799
-5.61580790,4.18681789,0.01695002,0.54817273,0.92072846,2.43690992,0.10889345,0.10399279,1.19626523
-5.60980490,3.92603966,0.01731315,0.51192012,0.88278384,2.26083647,0.10308162,0.09946448,1.14627042
-5.60380190,3.67568546,0.01792424,0.47674463,0.84555137,2.09305847,0.09813650,0.09474100,1.09678433
-5.59779890,3.43770277,0.01879144,0.44289174,0.80942707,1.93470682,0.09411545,0.08988489,1.04835539
-5.59179590,3.21381856,0.01992067,0.41057718,0.77479672,1.78672027,0.09105761,0.08495958,1.00154866
-5.58579290,3.00553362,0.02131507,0.37999021,0.74203222,1.64984554,0.08898289,0.08002876,0.95693595
-5.57978989,2.81412432,0.02297443,0.35129760,0.71148839,1.52464308,0.08789120,0.07515586,0.91508713
-5.57378689,2.64065032,0.02489477,0.32464772,0.68350043,1.41149755,0.08776202,0.07040361,0.87656280
-5.56778389,2.48596731,0.02706797,0.30017466,0.65838170,1.31063183,0.08855451,0.06583369,0.84190817
-5.56178089,2.35074354,0.02948156,0.27800210,0.63642214,1.22212387,0.09020795,0.06150644,0.81164824
-5.55577789,2.23547873,0.03211864,0.25824671,0.61788700,1.14592511,0.09264271,0.05748055,0.78628402
-5.54977489,2.14052444,0.03495806,0.24102093,0.60301607,1.08187983,0.09576170,0.05381284,0.76628977
-5.54377189,2.06610459,0.03797468,0.22643501,0.59202336,1.02974444,0.09945236,0.05055805,0.75211084
-5.53776888,2.01233503,0.04113988,0.21459813,0.58509690,0.98920601,0.10358900,0.04776853,0.74416200
-5.53176588,1.97924106,0.04442216,0.20561860,0.58239893,0.95989946,0.10803575,0.04549395,0.74282572
-5.52576288,1.96677196,0.04778800,0.19960308,0.58406590,0.94142267,0.11264976,0.04378092,0.74845021
-5.51975988,1.97481141,0.05120270,0.19665472,0.59020845,0.93334915,0.11728477,0.04267253,0.76134660
-5.51375688,2.00318299,0.05463135,0.19687031,0.60091082,0.93523778,0.12179489,0.04220773,0.78178499
-5.50775388,2.05165006,0.05803980,0.20033645,0.61622969,0.94663931,0.12603844,0.04242060,0.80998899
-5.50175088,2.11990947,0.06139559,0.20712477,0.63619211,0.96709948,0.12988181,0.04333959,0.84612845
-5.49574787,2.20757897,0.06466877,0.21728637,0.66079233,0.99615863,0.13320304,0.04498644,0.89031018
-5.48974487,2.31417833,0.06783263,0.23084566,0.68998751,1.03334787,0.13589521,0.04737518,0.94256672
-5.48374187,2.43910483,0.07086418,0.24779372,0.72369223,1.07818218,0.13786928,0.05051094,1.00284343
-5.47773887,2.58160414,0.07374447,0.26808148,0.76177192,1.13015079,0.13905644,0.05438875,1.07098403
-5.47173587,2.74073805,0.07645865,0.29161314,0.80403558,1.18870558,0.13940976,0.05899239,1.14671556
-5.46573287,2.91535107,0.07899585,0.31823996,0.85022796,1.25324820,0.13890511,0.06429326,1.22963337
-5.45972986,3.10403823,0.08134879,0.34775504,0.90002205,1.32311706,0.13754136,0.07024945,1.31918725
-5.45372686,3.30511680,0.08351323,0.37988927,0.95301225,1.39757524,0.13533980,0.07680505,1.41466977
-5.44772386,3.51660469,0.08548733,0.41430901,1.00870906,1.47580048,0.13234283,0.08388977,1.51520828
-5.44172086,3.73620852,0.08727083,0.45061572,1.06653613,1.55687851,0.12861202,0.09141893,1.61976146
-5.43571786,3.96132372,0.08886432,0.48834801,1.12583020,1.63980074,0.12422561,0.09929397,1.72712185
-5.42971486,4.18904909,0.09026851,0.52698610,1.18584474,1.72346734,0.11927565,0.10740342,1.83592506
-5.42371186,4.41621725,0.09148361,0.56595902,1.24575770,1.80669638,0.11386471,0.11562440,1.94466647
-5.41770885,4.63944178,0.09250890,0.60465443,1.30468371,1.88823936,0.10810265,0.12382476,2.05172549
-5.41170585,4.85518088,0.09334251,0.64243093,1.36169063,1.96680322,0.10210326,0.13186560,2.15539747
-5.40570285,5.05981628,0.09398144,0.67863255,1.41582043,2.04107834,0.09598110,0.13960436,2.25393244
-5.39969985,5.24974524,0.09442180,0.71260507,1.46611367,2.10977177,0.08984859,0.14689827,2.34557970
-5.39369685,5.42148234,0.09465938,0.74371344,1.51163681,2.17164441,0.08381351,0.15360800,2.42863672
-5.38769385,5.57176692,0.09469029,0.77135986,1.55151133,2.22555061,0.07797682,0.15960155,2.50150045
-5.38169085,5.69767149,0.09451186,0.79500159,1.58494331,2.27047829,0.07243102,0.16475800,2.56271885
-5.37568784,5.79670586,0.09412358,0.81416775,1.61125214,2.30558760,0.06725898,0.16897118,2.61104028
-5.36968484,5.86691175,0.09352810,0.82847444,1.62989678,2.33024602,0.06253309,0.17215290,2.64545837
-5.36368184,5.90694282,0.09273206,0.83763737,1.64049825,2.34405790,0.05831495,0.17423577,2.66525003
-5.35767884,5.91612554,0.09174687,0.84148135,1.64285707,2.34688674,0.05465527,0.17517533,2.67000461
-5.35167584,5.89449731,0.09058924,0.83994628,1.63696442,2.33886862,0.05159403,0.17495144,2.65964253
-5.34567284,5.84281920,0.08928138,0.83308911,1.62300644,2.32041581,0.04916088,0.17356889,2.63442221
-5.33966983,5.76256180,0.08785095,0.82108188,1.60136108,2.29221014,0.04737550,0.17105716,2.59493467
-5.33366683,5.65586463,0.08633054,0.80420563,1.57258750,2.25518598,0.04624808,0.16746929,2.54208592
-5.32766383,5.52547007,0.08475693,0.78284068,1.53740839,2.21050356,0.04577967,0.16288000,2.47706770
-5.32166083,5.37463508,0.08316993,0.75745352,1.49668592,2.15951369,0.04596253,0.15738307,2.40131777
-5.31565783,5.20702425,0.08161095,0.72858103,1.45139228,2.10371551,0.04678028,0.15108818,2.31647171
-5.30965483,5.02658940,0.08012136,0.69681266,1.40257637,2.04470921,0.04820806,0.14411722,2.22430821
-5.30365183,4.83744111,0.07874073,0.66277146,1.35132798,1.98414591,0.05021254,0.13660037,2.12669048
-5.29764882,4.64371811,0.07750501,0.62709464,1.29874120,1.92367720,0.05275194,0.12867206,2.02550630
-5.29164582,4.44946045,0.07644474,0.59041471,1.24587880,1.86490640,0.05577605,0.12046695,1.92260946
-5.28564282,4.25849183,0.07558349,0.55334174,1.19373901,1.80934395,0.05922633,0.11211619,1.81976500
-5.27963982,4.07431611,0.07493645,0.51644751,1.14322634,1.75836865,0.06303622,0.10374398,1.71860051
-5.27363682,3.90003181,0.07450946,0.48025216,1.09512739,1.71319621,0.06713155,0.09546467,1.62056526
-5.26763382,3.73826732,0.07429837,0.44521362,1.05009270,1.67485620,0.07143130,0.08738030,1.52689860
-5.26163082,3.59113866,0.07428881,0.41172009,1.00862508,1.64417767,0.07584862,0.07957895,1.43860836
-5.25562781,3.46022976,0.07445653,0.38008569,0.97107460,1.62178352,0.08029214,0.07213356,1.35645962
-5.24962481,3.34659446,0.07476807,0.35054914,0.93764008,1.60809289,0.08466762,0.06510144,1.28097350
-5.24362181,3.25077827,0.07518197,0.32327523,0.90837652,1.60333049,0.08887983,0.05852442,1.21243542
-5.23761881,3.17285656,0.07565026,0.29835878,0.88320773,1.60754149,0.09283468,0.05242945,1.15091142
-5.23161581,3.11248594,0.07612033,0.27583059,0.86194304,1.62061022,0.09644152,0.04682970,1.09627137
-5.22561281,3.06896422,0.07653698,0.25566501,0.84429708,1.64228084,0.09961544,0.04172599,1.04821713
-5.21960980,3.04129507,0.07684460,0.23778841,0.82991119,1.67217824,0.10227960,0.03710847,1.00631406
-5.21360680,3.02825307,0.07698935,0.22208826,0.81837536,1.70982736,0.10436738,0.03295848,0.97002395
-5.20760380,3.02844548,0.07692134,0.20842222,0.80924951,1.75466973,0.10582434,0.02925042,0.93873770
-5.20160080,3.04036760,0.07659647,0.19662682,0.80208303,1.80607611,0.10660974,0.02595363,0.91180633
-5.19559780,3.06244954,0.07597818,0.18652547,0.79643184,1.86335472,0.10669778,0.02303415,0.88856892
-5.18959480,3.09309287,0.07503873,0.17793546,0.79187230,1.92575495,0.10607828,0.02045632,0.86837662
-5.18359180,3.13069683,0.07376013,0.17067384,0.78801168,1.99246716,0.10475683,0.01818417,0.85061209
-5.17758879,3.17367451,0.07213471,0.16456209,0.78449508,2.06261924,0.10275446,0.01618261,0.83470404
-5.17158579,3.22046030,0.07016514,0.15942962,0.78100897,2.13527138,0.10010679,0.01441830,0.82013701
-5.16558279,3.26951059,0.06786413,0.15511608,0.77728167,2.20941061,0.09686265,0.01286038,0.80645652
-5.15957979,3.31930010,0.06525373,0.15147275,0.77308133,2.28394670,0.09308237,0.01148092,0.79327034
-5.15357679,3.36831651,0.06236422,0.14836306,0.76821211,2.35771116,0.08883564,0.01025512,0.78024644
-5.14757379,3.41505609,0.05923285,0.14566258,0.76250911,2.42946089,0.08419920,0.00916142,0.76710850
-5.14157079,3.45802264,0.05590225,0.14325851,0.75583292,2.49788775,0.07925440,0.00818143,0.75362988
-5.13556778,3.49573187,0.05241886,0.14104899,0.74806436,2.56163466,0.07408465,0.00729970,0.73962679
-5.12956478,3.52672239,0.04883117,0.13894231,0.73909994,2.61931879,0.06877308,0.00650344,0.72495145
-5.12356178,3.54957418,0.04518814,0.13685626,0.72884854,2.66956137,0.06340019,0.00578227,0.70948591
-5.11755878,3.56293425,0.04153761,0.13471759,0.71722956,2.71102326,0.05804191,0.00512776,0.69313690
-5.11155578,3.56554855,0.03792494,0.13246170,0.70417252,2.74244512,0.05276789,0.00453319,0.67583204
-5.10555278,3.55629884,0.03439183,0.13003259,0.68961823,2.76269004,0.04764010,0.00399312,0.65751759
-5.09954977,3.53424194,0.03097536,0.12738296,0.67352116,2.77078665,0.04271192,0.00350314,0.63815747
-5.09354677,3.49864927,0.02770736,0.12447455,0.65585280,2.76597037,0.03802753,0.00305961,0.61773362
-5.08754377,3.44904364,0.02461394,0.12127847,0.63660547,2.74772027,0.03362164,0.00265937,0.59624723
-5.08154077,3.38523081,0.02171532,0.11777557,0.61579627,2.71578943,0.02951965,0.00229964,0.57372043
-5.07553777,3.30732336,0.01902588,0.11395678,0.59347058,2.67022681,0.02573807,0.00197784,0.55019822
-5.06953477,3.21575473,0.01655446,0.10982314,0.56970481,2.61138916,0.02228509,0.00169148,0.52575002
-5.06353177,3.11128220,0.01430469,0.10538576,0.54460801,2.53994194,0.01916153,0.00143815,0.50047072
-5.05752876,2.99497791,0.01227562,0.10066535,0.51832200,2.45684899,0.01636172,0.00121542,0.47448072
-5.05152576,2.86820794,0.01046232,0.09569159,0.49102013,2.36335111,0.01387464,0.00102090,0.44792501
-5.04552276,2.73260005,0.00885657,0.09050212,0.46290443,2.26093438,0.01168496,0.00085217,0.42097109
-5.03951976,2.59000158,0.00744757,0.08514126,0.43420135,2.15128978,0.00977410,0.00070686,0.39380575
-5.03351676,2.44242907,0.00622266,0.07965856,0.40515634,2.03626557,0.00812126,0.00058265,0.36663095
-5.02751376,2.29201227,0.00516799,0.07410718,0.37602754,1.91781491,0.00670436,0.00047729,0.33965887
-5.02151076,2.14093460,0.00426910,0.06854212,0.34707890,1.79794066,0.00550085,0.00038864,0.31310653
-5.01550775,1.99137307,0.00351150,0.06301857,0.31857314,1.67863980,0.00448841,0.00031468,0.28719018
-5.00950475,1.84543977,0.00288117,0.05759021,0.29076500,1.56184966,0.00364559,0.00025355,0.26211982
-5.00350175,1.70512757,0.00236491,0.05230776,0.26389499,1.44939780,0.00295221,0.00020353,0.23809420
-4.99749875,1.57226162,0.00195072,0.04721766,0.23818407,1.34295736,0.00238977,0.00016311,0.21529642
-4.99149575,1.44845845,0.00162803,0.04236106,0.21382947,1.24400891,0.00194172,0.00013092,0.19389047
-4.98549275,1.33509353,0.00138793,0.03777306,0.19100173,1.15381005,0.00159356,0.00010581,0.17401884
-4.97948974,1.23327796,0.00122328,0.03348227,0.16984317,1.07337285,0.00133302,0.00008678,0.15580111
-4.97348674,1.14384442,0.00112882,0.02951064,0.15046757,1.00344962,0.00115000,0.00007301,0.13933380
-4.96748374,1.06734214,0.00110122,0.02587358,0.13296122,0.94452661,0.00103662,0.00006385,0.12469116
-4.96148074,1.00404027,0.00113907,0.02258031,0.11738497,0.89682531,0.00098708,0.00005880,0.11192686
-4.95547774,0.95393881,0.00124288,0.01963440,0.10377709,0.86031062,0.00099765,0.00005752,0.10107644
-4.94947474,0.91678620,0.00141504,0.01703448,0.09215689,0.83470525,0.00106645,0.00005977,0.09216027
-4.94347174,0.89210227,0.00165968,0.01477504,0.08252848,0.81950931,0.00119337,0.00006547,0.08518684
-4.93746873,0.87920561,0.00198260,0.01284725,0.07488478,0.81402446,0.00137987,0.00007462,0.08015596
-4.93146573,0.87724405,0.00239108,0.01123981,0.06921122,0.81738147,0.00162880,0.00008736,0.07706198
-4.92546273,0.88522723,0.00289370,0.00993973,0.06548901,0.82857056,0.00194418,0.00010386,0.07589647
-4.91945973,0.90206034,0.00350010,0.00893304,0.06369788,0.84647353,0.00233099,0.00012443,0.07665041
-4.91345673,0.92657783,0.00422069,0.00820542,0.06381793,0.86989698,0.00279489,0.00014938,0.07931566
-4.90745373,0.95757656,0.00506634,0.00774262,0.06583072,0.89760581,0.00334194,0.00017912,0.08388569
-4.90145073,0.99384734,0.00604799,0.00753082,0.06971935,0.92835622,0.00397830,0.00021409,0.09035544
-4.89544772,1.03420440,0.00717627,0.00755685,0.07546780,0.96092761,0.00470990,0.00025473,0.09872040
-4.88944472,1.07751203,0.00846102,0.00780820,0.08305932,0.99415249,0.00554210,0.00030152,0.10897495
-4.88344172,1.12270807,0.00991089,0.00827304,0.09247426,1.02694384,0.00647933,0.00035496,0.12111012
-4.87743872,1.16882363,0.01153285,0.00894005,0.10368734,1.05831933,0.00752472,0.00041552,0.13511083
-4.87143572,1.21499900,0.01333178,0.00979822,0.11666467,1.08742170,0.00867979,0.00048366,0.15095299
-4.86543272,1.26049540,0.01531003,0.01083657,0.13136071,1.11353493,0.00994410,0.00055982,0.16860048
-4.85942971,1.30470260,0.01746713,0.01204395,0.14771543,1.13609583,0.01131500,0.00064445,0.18800244
-4.85342671,1.34714251,0.01979951,0.01340875,0.16565191,1.15470083,0.01278742,0.00073794,0.20909100
-4.84742371,1.38746900,0.02230034,0.01491871,0.18507464,1.16910785,0.01435370,0.00084066,0.23177966
-4.84142071,1.42546421,0.02495950,0.01656078,0.20586867,1.17923352,0.01600358,0.00095300,0.25596268
-4.83541771,1.46103185,0.02776371,0.01832106,0.22789978,1.18514583,0.01772423,0.00107530,0.28151536
-4.82941471,1.49418801,0.03069673,0.02018486,0.25101580,1.18705276,0.01950041,0.00120796,0.30829552
-4.82341171,1.52504996,0.03373976,0.02213679,0.27504896,1.18528740,0.02131473,0.00135135,0.33614604
-4.81740870,1.55382358,0.03687191,0.02416106,0.29981937,1.18029021,0.02314803,0.00150592,0.36489846
-4.81140570,1.58078977,0.04007081,0.02624172,0.32513941,1.17258915,0.02497985,0.00167215,0.39437739
-4.80540270,1.60629044,0.04331326,0.02836314,0.35081881,1.16277837,0.02678896,0.00185062,0.42440564
-4.79939970,1.63071427,0.04657594,0.03051042,0.37667017,1.15149625,0.02855395,0.00204200,0.45480956
-4.79339670,1.65448258,0.04983610,0.03266987,0.40251466,1.13940335,0.03025392,0.00224704,0.48542447
-4.78739370,1.67803539,0.05307221,0.03482955,0.42818749,1.12716101,0.03186902,0.00246666,0.51609968
-4.78139070,1.70181784,0.05626445,0.03697970,0.45354285,1.11541100,0.03338112,0.00270189,0.54670277
-4.77538769,1.72626692,0.05939520,0.03911326,0.47845808,1.10475671,0.03477432,0.00295391,0.57712293
-4.76938469,1.75179863,0.06244922,0.04122619,0.50283678,1.09574621,0.03603538,0.00322408,0.60727297
-4.76338169,1.77879569,0.06541371,0.04331793,0.52661079,1.08885745,0.03715409,0.00351393,0.63709004
-4.75737869,1.80759592,0.06827820,0.04539160,0.54974084,1.08448589,0.03812344,0.00382520,0.66653499
-4.75137569,1.83848175,0.07103421,0.04745433,0.57221620,1.08293468,0.03893972,0.00415989,0.69559047
-4.74537269,1.87167120,0.07367473,0.04951747,0.59405323,1.08440764,0.03960241,0.00452027,0.72425813
-4.73936968,1.90731105,0.07619362,0.05159679,0.61529337,1.08900520,0.04011399,0.00490899,0.75255526
-4.73336668,1.94547283,0.07858495,0.05371281,0.63600076,1.09672352,0.04047964,0.00532914,0.78051133
-4.72736368,1.98615247,0.08084219,0.05589105,0.65626003,1.10745694,0.04070682,0.00578438,0.80816507
-4.72136068,2.02927439,0.08295765,0.05816248,0.67617466,1.12100387,0.04080482,0.00627908,0.83556253
-4.71535768,2.07470058,0.08492185,0.06056401,0.69586638,1.13707635,0.04078427,0.00681849,0.86275674
-4.70935468,2.12224525,0.08672316,0.06313907,0.71547583,1.15531310,0.04065669,0.00740891,0.88980932
-4.70335168,2.17169520,0.08834763,0.06593841,0.73516491,1.17529610,0.04043402,0.00805786,0.91679435
-4.69734867,2.22283562,0.08977912,0.06902082,0.75512072,1.19657033,0.04012829,0.00877436,0.94380454
-4.69134567,2.27548075,0.09099963,0.07245401,0.77556108,1.21866617,0.03975136,0.00956901,0.97095956
-4.68534267,2.32950824,0.09198996,0.07631537,0.79674128,1.24112393,0.03931474,0.01045421,0.99841621
-4.67933967,2.38489560,0.09273062,0.08069266,0.81896166,1.26351949,0.03882953,0.01144427,1.02637956
-4.67333667,2.44175680,0.09320292,0.08568445,0.84257521,1.28549012,0.03830651,0.01255537,1.05511461
-4.66733367,2.50037653,0.09339021,0.09140016,0.86799451,1.30675919,0.03775622,0.01380560,1.08495698
-4.66133067,2.56123970,0.09327916,0.09795979,0.89569695,1.32715866,0.03718921,0.01521472,1.11632185
-4.65532766,2.62505348,0.09286107,0.10549289,0.92622756,1.34664783,0.03661622,0.01680389,1.14970987
-4.64932466,2.69275946,0.09213303,0.11413702,0.96019820,1.36532733,0.03604847,0.01859522,1.18570878
-4.64332166,2.76553367,0.09109888,0.12403535,0.99828259,1.38344715,0.03549782,0.02061117,1.22499005
-4.63731866,2.84477290,0.08976991,0.13533353,1.04120653,1.40140780,0.03497692,0.02287385,1.26829951
-4.63131566,2.93206623,0.08816524,0.14817577,1.08973285,1.41975417,0.03449929,0.02540409,1.31644171
-4.62531266,3.02915150,0.08631176,0.16270018,1.14464115,1.43916168,0.03407921,0.02822052,1.37025795
-4.61930965,3.13785755,0.08424375,0.17903346,1.20670261,1.46041500,0.03373158,0.03133846,1.43059815
-4.61330665,3.26003349,0.08200209,0.19728511,1.27665035,1.48437981,0.03347159,0.03476884,1.49828753
-4.60730365,3.39746768,0.07963305,0.21754137,1.35514654,1.51196865,0.03331432,0.03851710,1.57408912
-4.60130065,3.55179948,0.07718683,0.23985914,1.44274730,1.54410198,0.03327421,0.04258218,1.65866378
-4.59529765,3.72442766,0.07471583,0.26426006,1.53986707,1.58166625,0.03336450,0.04695565,1.75252932
-4.58929465,3.91641974,0.07227278,0.29072525,1.64674401,1.62547064,0.03359662,0.05162098,1.85602104
-4.58329165,4.12842685,0.06990881,0.31919072,1.76340830,1.67620444,0.03397955,0.05655317,1.96925558
-4.57728864,4.36060858,0.06767151,0.34954404,1.88965506,1.73439714,0.03451929,0.06171859,2.09210028
-4.57128564,4.61257206,0.06560318,0.38162229,2.02502349,1.80038293,0.03521837,0.06707519,2.22414993
-4.56528264,4.88332893,0.06373924,0.41521164,2.16878383,1.87427154,0.03607549,0.07257315,2.36471254
-4.55927964,5.17127325,0.06210701,0.45004859,2.31993301,1.95592671,0.03708530,0.07815578,2.51280547
-4.55327664,5.47418227,0.06072476,0.48582307,2.47720006,2.04495354,0.03823836,0.08376093,2.66716259
-4.54727364,5.78924098,0.05960119,0.52218328,2.63906134,2.14069528,0.03952131,0.08932259,2.82625281
-4.54127064,6.11309040,0.05873533,0.55874223,2.80376570,2.24224007,0.04091709,0.09477284,2.98830960
-4.53526763,6.44189805,0.05811679,0.59508577,2.96936878,2.34843732,0.04240552,0.10004396,3.15137064
-4.52926463,6.77144832,0.05772646,0.63078191,3.13377567,2.45792318,0.04396384,0.10507063,3.31332620
-4.52326163,7.09724919,0.05753750,0.66539100,3.29479019,2.56915417,0.04556744,0.10979217,3.47197439
-4.51725863,7.41465119,0.05751662,0.69847657,3.45016935,2.68044771,0.04719068,0.11415453,3.62508093
-4.51125563,7.71897370,0.05762558,0.72961618,3.59768080,2.79002776,0.04880770,0.11811223,3.77044116
-4.50525263,8.00563344,0.05782282,0.75841213,3.73516110,2.89607390,0.05039320,0.12162982,3.90594145
-4.49924962,8.27026999,0.05806513,0.78450141,3.86057272,2.99677201,0.05192321,0.12468298,4.02961769
-4.49324662,8.50886328,0.05830933,0.80756458,3.97205747,3.09036437,0.05337571,0.12725913,4.13970817
