energy_ev,total_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.59779890,0.20970665,0.02351442,0.00003054,0.00000725,0.00007691,0.01371364,0.03310618,0.13901971
-5.59179590,0.18018782,0.02021349,0.00002577,0.00000515,0.00006130,0.01178199,0.02845638,0.11944552
-5.58579290,0.15373615,0.01725239,0.00002166,0.00000365,0.00004899,0.01005153,0.02428612,0.10190704
-5.57978989,0.13024217,0.01462016,0.00001814,0.00000258,0.00003923,0.00851491,0.02057963,0.08633088
-5.57378689,0.10955763,0.01230113,0.00001513,0.00000182,0.00003144,0.00716232,0.01731460,0.07261817
-5.56778389,0.09150434,0.01027601,0.00001256,0.00000129,0.00002521,0.00598203,0.01446369,0.06065033
-5.56178089,0.07588287,0.00852290,0.00001039,0.00000093,0.00002019,0.00496095,0.01199594,0.05029484
-5.55577789,0.06248082,0.00701828,0.00000857,0.00000068,0.00001615,0.00408520,0.00987820,0.04141061
-5.54977489,0.05108016,0.00573790,0.00000707,0.00000052,0.00001289,0.00334056,0.00807628,0.03385287
-5.54377189,0.04146368,0.00465750,0.00000585,0.00000044,0.00001027,0.00271289,0.00655602,0.02747742
-5.53776888,0.03342040,0.00375343,0.00000491,0.00000042,0.00000815,0.00218853,0.00528419,0.02214411
-5.53176588,0.02674974,0.00300316,0.00000422,0.00000046,0.00000645,0.00175455,0.00422913,0.01771966
-5.52576288,0.02126479,0.00238562,0.00000380,0.00000058,0.00000509,0.00139900,0.00336133,0.01407973
-5.51975988,0.01679447,0.00188148,0.00000365,0.00000078,0.00000401,0.00111108,0.00265372,0.01111032
-5.51375688,0.01318490,0.00147322,0.00000381,0.00000111,0.00000317,0.00088127,0.00208193,0.00870860
-5.50775388,0.01030001,0.00114527,0.00000434,0.00000160,0.00000253,0.00070139,0.00162438,0.00678327
-5.50175088,0.00802161,0.00088394,0.00000532,0.00000233,0.00000205,0.00056471,0.00126229,0.00525447
-5.49574787,0.00624900,0.00067734,0.00000688,0.00000338,0.00000171,0.00046600,0.00097960,0.00405341
-5.48974487,0.00489834,0.00051531,0.00000920,0.00000489,0.00000151,0.00040156,0.00076292,0.00312180
-5.48374187,0.00390186,0.00038922,0.00001252,0.00000703,0.00000144,0.00036934,0.00060135,0.00241111
-5.47773887,0.00320704,0.00029188,0.00001715,0.00001005,0.00000148,0.00036902,0.00048637,0.00188180
-5.47173587,0.00277591,0.00021731,0.00002351,0.00001426,0.00000166,0.00040220,0.00041176,0.00150250
-5.46573287,0.00258438,0.00016064,0.00003214,0.00002010,0.00000199,0.00047255,0.00037348,0.00124932
-5.45972986,0.00262198,0.00011790,0.00004374,0.00002812,0.00000248,0.00058612,0.00036963,0.00110511
-5.45372686,0.00289169,0.00008592,0.00005920,0.00003907,0.00000318,0.00075163,0.00040049,0.00105895
-5.44772386,0.00341015,0.00006217,0.00007962,0.00005389,0.00000414,0.00098089,0.00046855,0.00110567
-5.44172086,0.00420813,0.00004469,0.00010640,0.00007380,0.00000540,0.00128927,0.00057869,0.00124553
-5.43571786,0.00533131,0.00003191,0.00014123,0.00010034,0.00000704,0.00169623,0.00073829,0.00148396
-5.42971486,0.00684129,0.00002265,0.00018620,0.00013545,0.00000914,0.00222589,0.00095757,0.00183154
-5.42371186,0.00881679,0.00001601,0.00024382,0.00018152,0.00001181,0.00290774,0.00124983,0.00230387
-5.41770885,0.01135501,0.00001129,0.00031710,0.00024153,0.00001517,0.00377722,0.00163186,0.00292169
-5.41170585,0.01457299,0.00000797,0.00040958,0.00031907,0.00001935,0.00487644,0.00212427,0.00371090
-5.40570285,0.01860890,0.00000568,0.00052542,0.00041846,0.00002452,0.00625479,0.00275195,0.00470269
-5.39969985,0.02362310,0.00000414,0.00066943,0.00054489,0.00003086,0.00796944,0.00354443,0.00593351
-5.39369685,0.02979884,0.00000315,0.00084706,0.00070441,0.00003857,0.01008581,0.00453625,0.00744507
-5.38769385,0.03734235,0.00000256,0.00106452,0.00090410,0.00004787,0.01267771,0.00576725,0.00928414
-5.38169085,0.04648223,0.00000226,0.00132866,0.00115207,0.00005900,0.01582730,0.00728276,0.01150222
-5.37568784,0.05746791,0.00000221,0.00164701,0.00145751,0.00007220,0.01962473,0.00913359,0.01415500
-5.36968484,0.07056698,0.00000234,0.00202771,0.00183070,0.00008774,0.02416731,0.01137589,0.01730149
-5.36368184,0.08606122,0.00000264,0.00247935,0.00228293,0.00010588,0.02955832,0.01407069,0.02100301
-5.35767884,0.10424124,0.00000308,0.00301090,0.00282645,0.00012687,0.03590517,0.01728323,0.02532170
-5.35167584,0.12539966,0.00000368,0.00363145,0.00347427,0.00015096,0.04331717,0.02108185,0.03031886
-5.34567284,0.14982265,0.00000442,0.00435002,0.00423993,0.00017838,0.05190256,0.02553662,0.03605288
-5.33966983,0.17778015,0.00000532,0.00517522,0.00513723,0.00020931,0.06176511,0.03071753,0.04257692
-5.33366683,0.20951467,0.00000639,0.00611496,0.00617980,0.00024390,0.07300010,0.03669231,0.04993635
-5.32766383,0.24522901,0.00000765,0.00717608,0.00738069,0.00028225,0.08568989,0.04352385,0.05816602
-5.32166083,0.28507329,0.00000910,0.00836393,0.00875180,0.00032438,0.09989917,0.05126742,0.06728741
-5.31565783,0.32913167,0.00001078,0.00968197,0.01030335,0.00037027,0.11566995,0.05996745,0.07730588
-5.30965483,0.37740935,0.00001270,0.01113138,0.01204320,0.00041978,0.13301668,0.06965434,0.08820799
-5.30365183,0.42982048,0.00001488,0.01271067,0.01397627,0.00047274,0.15192146,0.08034115,0.09995920
-5.29764882,0.48617763,0.00001736,0.01441535,0.01610385,0.00052885,0.17232988,0.09202038,0.11250197
-5.29164582,0.54618361,0.00002017,0.01623761,0.01842306,0.00058779,0.19414750,0.10466115,0.12575446
-5.28564282,0.60942631,0.00002335,0.01816623,0.02092632,0.00064915,0.21723746,0.11820672,0.13961003
-5.27963982,0.67537716,0.00002697,0.02018643,0.02360098,0.00071249,0.24141926,0.13257275,0.15393748
-5.27363682,0.74339397,0.00003109,0.02227997,0.02642904,0.00077736,0.26646917,0.14764635,0.16858240
-5.26763382,0.81272833,0.00003582,0.02442538,0.02938713,0.00084336,0.29212225,0.16328613,0.18336943
-5.26163082,0.88253807,0.00004129,0.02659832,0.03244667,0.00091014,0.31807632,0.17932337,0.19810556
-5.25562781,0.95190469,0.00004767,0.02877215,0.03557426,0.00097748,0.34399766,0.19556438,0.21258452
-5.24962481,1.01985555,0.00005521,0.03091864,0.03873232,0.00104536,0.36952871,0.21179412,0.22659199
-5.24362181,1.08539060,0.00006421,0.03300881,0.04188000,0.00111404,0.39429734,0.22778108,0.23991169
-5.23761881,1.14751266,0.00007508,0.03501402,0.04497431,0.00118411,0.41792778,0.24328322,0.25233202
-5.23161581,1.20526068,0.00008833,0.03690706,0.04797143,0.00125662,0.44005260,0.25805500,0.26365315
-5.22561281,1.25774463,0.00010462,0.03866339,0.05082823,0.00133313,0.46032557,0.27185518,0.27369420
-5.21960980,1.30418090,0.00012478,0.04026240,0.05350389,0.00141587,0.47843483,0.28445509,0.28230033
-5.21360680,1.34392685,0.00014983,0.04168871,0.05596153,0.00150780,0.49411590,0.29564721,0.28934944
-5.20760380,1.37651302,0.00018106,0.04293340,0.05816986,0.00161273,0.50716400,0.30525356,0.29475806
-5.20160080,1.40167175,0.00021998,0.04399517,0.06010471,0.00173543,0.51744512,0.31313371,0.29848644
-5.19559780,1.41936098,0.00026847,0.04488136,0.06175039,0.00188173,0.52490549,0.31919189,0.30054238
-5.18959480,1.42978188,0.00032870,0.04560882,0.06310078,0.00205860,0.52957872,0.32338302,0.30098370
-5.18359180,1.43338970,0.00040328,0.04620451,0.06416016,0.00227420,0.53159057,0.32571731,0.29991924
-5.17758879,1.43089701,0.00049519,0.04670591,0.06494359,0.00253800,0.53116086,0.32626314,0.29750833
-5.17158579,1.42326902,0.00060789,0.04716112,0.06547698,0.00286075,0.52860238,0.32514825,0.29395860
-5.16558279,1.41171084,0.00074528,0.04762866,0.06579667,0.00325449,0.52431687,0.32255883,0.28952233
-5.15957979,1.39764701,0.00091173,0.04817695,0.06594863,0.00373251,0.51878796,0.31873678,0.28449134
-5.15357679,1.38269368,0.00111207,0.04888350,0.06598727,0.00430932,0.51257138,0.31397508,0.27919062
-5.14757379,1.36862429,0.00135158,0.04983376,0.06597388,0.00500044,0.50628269,0.30861133,0.27397089
-5.14157079,1.35732959,0.00163589,0.05111966,0.06597477,0.00582227,0.50058283,0.30301982,0.26920026
-5.13556778,1.35077336,0.00197099,0.05283791,0.06605925,0.00679188,0.49616205,0.29760218,0.26525531
-5.12956478,1.35094489,0.00236306,0.05508798,0.06629745,0.00792668,0.49372266,0.29277713,0.26251191
-5.12356178,1.35980981,0.00281840,0.05796996,0.06675811,0.00924415,0.49396111,0.28896945,0.26133584
-5.11755878,1.37926062,0.00334326,0.06158214,0.06750650,0.01076142,0.49755009,0.28659858,0.26207370
-5.11155578,1.41106841,0.00394366,0.06601858,0.06860250,0.01249488,0.50512105,0.28606732,0.26504426
-5.10555278,1.45683723,0.00462524,0.07136660,0.07009894,0.01445979,0.51724785,0.28775076,0.27053050
-5.09954977,1.51796253,0.00539296,0.07770430,0.07204040,0.01666980,0.53443198,0.29198596,0.27877256
-5.09354677,1.59559489,0.00625095,0.08509817,0.07446231,0.01913654,0.55708977,0.29906258,0.28996180
-5.08754377,1.69061039,0.00720223,0.09360093,0.07739065,0.02186923,0.58554224,0.30921480,0.30423614
-5.08154077,1.80358833,0.00824848,0.10324965,0.08084217,0.02487433,0.62000758,0.32261479,0.32167684
-5.07553777,1.93479748,0.00938983,0.11406417,0.08482502,0.02815524,0.66059690,0.33936786,0.34230672
-5.06953477,2.08419108,0.01062464,0.12604606,0.08934000,0.03171214,0.70731306,0.35950961,0.36608997
-5.06353177,2.25141099,0.01194934,0.13917800,0.09438214,0.03554181,0.76005287,0.38300497,0.39293356
-5.05752876,2.43580093,0.01335829,0.15342370,0.09994270,0.03963771,0.81861246,0.40974940,0.42269011
-5.05152576,2.63642825,0.01484371,0.16872848,0.10601134,0.04399001,0.88269557,0.43957204,0.45516223
-5.04552276,2.85211348,0.01639567,0.18502030,0.11257847,0.04858588,0.95192453,0.47224086,0.49010809
-5.03951976,3.08146643,0.01800214,0.20221141,0.11963748,0.05340969,1.02585329,0.50746948,0.52724815
-5.03351676,3.32292716,0.01964910,0.22020040,0.12718684,0.05844347,1.10398202,0.54492561,0.56627257
-5.02751376,3.57481001,0.02132078,0.23887472,0.13523176,0.06366730,1.18577248,0.58424048,0.60684922
-5.02151076,3.83534849,0.02299985,0.25811331,0.14378535,0.06905974,1.27066343,0.62501922,0.64863185
-5.01550775,4.10273869,0.02466785,0.27778947,0.15286912,0.07459827,1.35808521,0.66685143,0.69126803
-5.00950475,4.37517895,0.02630547,0.29777362,0.16251270,0.08025966,1.44747278,0.70932165,0.73440663
-5.00350175,4.65090360,0.02789308,0.31793581,0.17275265,0.08602029,1.53827634,0.75201920,0.77770431
-4.99749875,4.92820875,0.02941112,0.33814793,0.18363037,0.09185629,1.62996899,0.79454687,0.82083098
-4.99149575,5.20546890,0.03084063,0.35828542,0.19518919,0.09774363,1.72205096,0.83652821,0.86347373
-4.98549275,5.48114314,0.03216368,0.37822834,0.20747050,0.10365802,1.81405011,0.87761295,0.90533927
-4.97948974,5.75377106,0.03336386,0.39786183,0.22050933,0.10957466,1.90551870,0.91748036,0.94615478
-4.97348674,6.02195865,0.03442668,0.41707587,0.23432931,0.11546794,1.99602676,0.95584068,0.98566710
-4.96748374,6.28435572,0.03533995,0.43576452,0.24893741,0.12131093,2.08515251,0.99243434,1.02364065
-4.96148074,6.53962672,0.03609409,0.45382451,0.26431873,0.12707493,2.17247068,1.02702954,1.05985407
-4.95547774,6.78641786,0.03668236,0.47115365,0.28043149,0.13272896,2.25753971,1.05941834,1.09409622
-4.94947474,7.02332364,0.03710105,0.48764895,0.29720283,0.13823932,2.33988902,1.08941171,1.12616175
-4.94347174,7.24885638,0.03734951,0.50320488,0.31452542,0.14356929,2.41900773,1.11683433,1.15584683
-4.93746873,7.46142227,0.03743023,0.51771197,0.33225553,0.14867905,2.49433591,1.14151942,1.18294548
-4.93146573,7.65930743,0.03734873,0.53105586,0.35021240,0.15352580,2.56525975,1.16330444,1.20724703
-4.92546273,7.84067676,0.03711346,0.54311717,0.36817953,0.15806423,2.63111156,1.18202814,1.22853507
-4.91945973,8.00358779,0.03673561,0.55377232,0.38590762,0.16224729,2.69117537,1.19752938,1.24658819
-4.91345673,8.14602077,0.03622887,0.56289524,0.40311948,0.16602732,2.74469857,1.20964802,1.26118272
-4.90745373,8.26592512,0.03560921,0.57036026,0.41951652,0.16935746,2.79090946,1.21822816,1.27209762
-4.90145073,8.36128097,0.03489459,0.57604584,0.43478693,0.17219345,2.82904039,1.22312347,1.27912122
-4.89544772,8.43017379,0.03410462,0.57983925,0.44861497,0.17449550,2.85835567,1.22420455,1.28205968
-4.88944472,8.47087836,0.03326033,0.58164184,0.46069128,0.17623040,2.87818276,1.22136780,1.28074675
-4.88344172,8.48194803,0.03238378,0.58137460,0.47072345,0.17737359,2.88794542,1.21454530,1.27505422
-4.87743872,8.46230386,0.03149779,0.57898377,0.47844665,0.17791119,2.88719676,1.20371483,1.26490251
-4.87143572,8.41131861,0.03062561,0.57444612,0.48363359,0.17784173,2.87565041,1.18890944,1.25027062
-4.86543272,8.32888961,0.02979057,0.56777339,0.48610354,0.17717760,2.85320760,1.17022573,1.23120482
-4.85942971,8.21549586,0.02901573,0.55901577,0.48572967,0.17594596,2.81997853,1.14783002,1.20782540
-4.85342671,8.07223448,0.02832355,0.54826397,0.48244469,0.17418919,2.77629631,1.12196188,1.18033082
-4.84742371,7.90083335,0.02773547,0.53564969,0.47624415,0.17196460,2.72272219,1.09293445,1.14899899
-4.84142071,7.70363763,0.02727150,0.52134433,0.46718748,0.16934360,2.66004138,1.06113134,1.11418517
-4.83541771,7.48356955,0.02694983,0.50555605,0.45539665,0.16641004,2.58924923,1.02699998,1.07631661
-4.82941471,7.24406218,0.02678633,0.48852492,0.44105249,0.16325808,2.51152797,0.99104153,1.03588380
-4.82341171,6.98896962,0.02679417,0.47051675,0.42438884,0.15998940,2.42821487,0.95379789,0.99342888
-4.81740870,6.72245729,0.02698331,0.45181553,0.40568494,0.15670998,2.34076324,0.91583619,0.94953137
-4.81140570,6.44887729,0.02736015,0.43271493,0.38525635,0.15352656,2.25069793,0.87773158,0.90479215
-4.80540270,6.17263461,0.02792713,0.41350935,0.36344486,0.15054292,2.15956756,0.84004928,0.85981614
-4.79939970,5.89805065,0.02868246,0.39448481,0.34060791,0.14785624,2.06889554,0.80332661,0.81519478
-4.79339670,5.62923049,0.02961996,0.37591021,0.31710792,0.14555353,1.98013256,0.76805610,0.77148882
-4.78739370,5.36994038,0.03072894,0.35802934,0.29330213,0.14370851,1.89461257,0.73467046,0.72921254
-4.78139070,5.12350117,0.03199435,0.34105408,0.26953317,0.14237899,1.81351445,0.70353023,0.68881988
-4.77538769,4.89270258,0.03339703,0.32515899,0.24612092,0.14160486,1.73783118,0.67491476,0.65069328
-4.76938469,4.67974194,0.03491411,0.31047759,0.22335574,0.14140684,1.66834779,0.64901681,0.61513557
-4.76338169,4.48618998,0.03651967,0.29710055,0.20149335,0.14178608,1.60562899,0.62594128,0.58236526
-4.75737869,4.31298432,0.03818555,0.28507557,0.18075141,0.14272457,1.55001689,0.60570778,0.55251546
-4.75137569,4.16045029,0.03988227,0.27440923,0.16130771,0.14418638,1.50163848,0.58825703,0.52563610
-4.74537269,4.02834718,0.04158019,0.26507033,0.14330006,0.14611963,1.46042241,0.57346072,0.50169953
-4.73936968,3.91593651,0.04325067,0.25699469,0.12682750,0.14845924,1.42612372,0.56113409,0.48060881
-4.73336668,3.82206831,0.04486737,0.25009109,0.11195274,0.15113006,1.39835512,0.55105072,0.46220847
-4.72736368,3.74528036,0.04640753,0.24424792,0.09870555,0.15405054,1.37662301,0.54295864,0.44629681
-4.72136068,3.68390488,0.04785321,0.23934022,0.08708688,0.15713647,1.36036611,0.53659695,0.43263935
-4.71535768,3.63617700,0.04919239,0.23523675,0.07707330,0.16030485,1.34899489,0.53171210,0.42098262
-4.70935468,3.60033958,0.05041997,0.23180678,0.06862166,0.16347757,1.34192950,0.52807305,0.41106754
-4.70335168,3.57473930,0.05153853,0.22892616,0.06167369,0.16658468,1.33863444,0.52548464,0.40264199
-4.69734867,3.55790941,0.05255880,0.22648252,0.05616031,0.16956729,1.33864839,0.52379848,0.39547181
-4.69134567,3.54863583,0.05349986,0.22437936,0.05200559,0.17237973,1.34160770,0.52292103,0.38934997
-4.68534267,3.54600391,0.05438900,0.22253889,0.04913013,0.17499107,1.34726267,0.52281857,0.38410344
-4.67933967,3.54942449,0.05526121,0.22090358,0.04745397,0.17738583,1.35548611,0.52351891,0.37959778
-4.67333667,3.55863893,0.05615840,0.21943645,0.04689892,0.17956384,1.36627392,0.52510994,0.37573919
-4.66733367,3.57370405,0.05712817,0.21812018,0.04739028,0.18153942,1.37973813,0.52773525,0.37247421
-4.66133067,3.59495869,0.05822240,0.21695516,0.04885814,0.18333977,1.39609292,0.53158716,0.36978724
-4.65532766,3.62297476,0.05949549,0.21595675,0.05123825,0.18500276,1.41563479,0.53689771,0.36769617
-4.64932466,3.65849606,0.06100248,0.21515192,0.05447256,0.18657423,1.43871808,0.54392806,0.36624641
-4.64332166,3.70236891,0.06279695,0.21457549,0.05850948,0.18810494,1.46572739,0.55295695,0.36550387
-4.63731866,3.75546869,0.06492893,0.21426637,0.06330403,0.18964737,1.49704836,0.56426887,0.36554718
-4.63131566,3.81862640,0.06744287,0.21426379,0.06881785,0.19125247,1.53303871,0.57814245,0.36645970
-4.62531266,3.89255934,0.07037556,0.21460400,0.07501923,0.19296659,1.57400074,0.59483959,0.36832171
-4.61930965,3.97780929,0.07375448,0.21531738,0.08188300,0.19482867,1.62015692,0.61459581,0.37120314
-4.61330665,4.07469108,0.07759618,0.21642620,0.08939054,0.19686795,1.67162971,0.63761200,0.37515726
-4.60730365,4.18325387,0.08190517,0.21794307,0.09752961,0.19910205,1.72842625,0.66404794,0.38021546
-4.60130065,4.30325622,0.08667310,0.21987014,0.10629417,0.20153580,1.79042877,0.69401733,0.38638336
-4.59529765,4.43415560,0.09187845,0.22219888,0.11568400,0.20416062,1.85739066,0.72758459,0.39363836
-4.58929465,4.57511166,0.09748653,0.22491052,0.12570401,0.20695450,1.92893816,0.76476297,0.40192858
-4.58329165,4.72500239,0.10345013,0.22797691,0.13636337,0.20988265,2.00457713,0.80551380,0.41117324
-4.57728864,4.88245091,0.10971042,0.23136180,0.14767413,0.21289858,2.08370418,0.84974652,0.42126413
-4.57128564,5.04586094,0.11619840,0.23502224,0.15964937,0.21594574,2.16562123,0.89731912,0.43206825
-4.56528264,5.21345799,0.12283655,0.23891004,0.17230101,0.21895940,2.24955230,0.94803871,0.44343122
-4.55927964,5.38333374,0.12954089,0.24297318,0.18563701,0.22186886,2.33466157,1.00166188,0.45518125
-4.55327664,5.55349090,0.13622315,0.24715707,0.19965822,0.22459974,2.42007150,1.05789465,0.46713352
-4.54727364,5.72188622,0.14279311,0.25140552,0.21435493,0.22707640,2.50488009,1.11639209,0.47909463
-4.54127064,5.88646999,0.14916091,0.25566146,0.22970318,0.22922419,2.58817658,1.17675752,0.49086705
-4.53526763,6.04522045,0.15523933,0.25986748,0.24566116,0.23097169,2.66905499,1.23854161,0.50225324
-4.52926463,6.19617291,0.16094590,0.26396609,0.26216572,0.23225274,2.74662535,1.30124173,0.51305957
-4.52326163,6.33744328,0.16620488,0.26789998,0.27912946,0.23300828,2.82002269,1.36430204,0.52309975
-4.51725863,6.46724690,0.17094885,0.27161219,0.29643842,0.23318792,2.88841401,1.42711480,0.53219789
-4.51125563,6.58391370,0.17512016,0.27504654,0.31395078,0.23275133,2.95100397,1.48902360,0.54019115
-4.50525263,6.68590139,0.17867197,0.27814815,0.33149666,0.23166939,3.00703983,1.54932894,0.54693211
-4.49924962,6.77180812,0.18156903,0.28086449,0.34887921,0.22992514,3.05581655,1.60729687,0.55229083
-4.49324662,6.84038663,0.18378821,0.28314678,0.36587724,0.22751451,3.09668283,1.66217075,0.55615678
