energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.22561281,4.03057519,1.36878824,2.96394082,0.00062330,0.05481637,0.15956017,0.59505922,0.01128002,0.27522076
-5.21960980,4.20942404,1.41780453,3.10956740,0.00065758,0.05515830,0.16582428,0.62272302,0.01173398,0.28181997
-5.21360680,4.38440161,1.46322426,3.25306912,0.00069170,0.05527769,0.17215659,0.65008393,0.01214306,0.28893780
-5.20760380,4.55462683,1.50495532,3.39357987,0.00072578,0.05517231,0.17850628,0.67709894,0.01250330,0.29656292
-5.20160080,4.71931581,1.54300294,3.53028098,0.00075995,0.05484467,0.18482623,0.70373245,0.01281175,0.30468388
-5.19559780,4.87778160,1.57746640,3.66240916,0.00079445,0.05430180,0.19107316,0.72995136,0.01306657,0.31328691
-5.18959480,5.02942977,1.60853190,3.78926268,0.00082951,0.05355488,0.19720765,0.75571950,0.01326703,0.32235350
-5.18359180,5.17375055,1.63646214,3.91020563,0.00086544,0.05261870,0.20319376,0.78099187,0.01341357,0.33185792
-5.17758879,5.31030831,1.66158291,4.02467043,0.00090254,0.05151113,0.20899865,0.80570889,0.01350774,0.34176482
-5.17158579,5.43872924,1.68426736,4.13215884,0.00094112,0.05025242,0.21459204,0.82979126,0.01355217,0.35202705
-5.16558279,5.55868819,1.70491858,4.23224145,0.00098148,0.04886455,0.21994557,0.85313567,0.01355041,0.36258385
-5.15957979,5.66989571,1.72395127,4.32455611,0.00102388,0.04737050,0.22503225,0.87561175,0.01350688,0.37335954
-5.15357679,5.77208618,1.74177330,4.40880552,0.00106853,0.04579362,0.22982595,0.89706075,0.01342664,0.38426284
-5.14757379,5.86500795,1.75876798,4.48475418,0.00111554,0.04415700,0.23430106,0.91729590,0.01331530,0.39518679
-5.14157079,5.94841622,1.77527773,4.55222501,0.00116496,0.04248296,0.23843235,0.93610489,0.01317879,0.40600949
-5.13556778,6.02206912,1.79158983,4.61109607,0.00121673,0.04079256,0.24219495,0.95325424,0.01302320,0.41659553
-5.12956478,6.08572756,1.80792484,4.66129744,0.00127065,0.03910534,0.24556471,0.96849574,0.01285459,0.42679823
-5.12356178,6.13915881,1.82442812,4.70280860,0.00132643,0.03743900,0.24851872,0.98157448,0.01267887,0.43646257
-5.11755878,6.18214383,1.84116471,4.73565658,0.00138367,0.03580934,0.25103604,0.99223842,0.01250161,0.44542874
-5.11155578,6.21448807,1.85811767,4.75991490,0.00144184,0.03423019,0.25309867,1.00024892,0.01232791,0.45353627
-5.10555278,6.23603524,1.87518993,4.77570351,0.00150034,0.03271354,0.25469263,1.00539177,0.01216236,0.46062861
-5.09954977,6.24668334,1.89220942,4.78318977,0.00155848,0.03126960,0.25580910,1.00748823,0.01200887,0.46655792
-5.09354677,6.24640226,1.90893715,4.78259034,0.00161554,0.02990709,0.25644558,1.00640556,0.01187070,0.47118997
-5.08754377,6.23525180,1.92507785,4.77417394,0.00167078,0.02863344,0.25660699,1.00206630,0.01175042,0.47440903
-5.08154077,6.21339942,1.94029270,4.75826483,0.00172347,0.02745506,0.25630659,0.99445609,0.01164986,0.47612237
-5.07553777,6.18113641,1.95421346,4.73524660,0.00177292,0.02637767,0.25556668,0.98362931,0.01157021,0.47626435
-5.06953477,6.13889171,1.96645747,4.70556601,0.00181856,0.02540651,0.25441908,0.96971246,0.01151201,0.47479984
-5.06353177,6.08724235,1.97664294,4.66973648,0.00185989,0.02454663,0.25290519,0.95290483,0.01147522,0.47172680
-5.05752876,6.02691979,1.98440379,4.62834073,0.00189660,0.02380307,0.25107577,0.93347660,0.01145931,0.46707783
-5.05152576,5.95881134,1.98940366,4.58203208,0.00192849,0.02318099,0.24899032,0.91176423,0.01146331,0.46092080
-5.04552276,5.88395650,1.99134852,4.53153406,0.00195560,0.02268581,0.24671606,0.88816341,0.01148589,0.45335809
-5.03951976,5.80353753,1.98999738,4.47763773,0.00197810,0.02232319,0.24432664,0.86311981,0.01152545,0.44452490
-5.03351676,5.71886462,1.98517099,4.42119646,0.00199637,0.02209899,0.24190052,0.83711800,0.01158020,0.43458625
-5.02751376,5.63135556,1.97675808,4.36311795,0.00201096,0.02201917,0.23951902,0.81066902,0.01164822,0.42373298
-5.02151076,5.54251034,1.96471920,4.30435317,0.00202254,0.02208959,0.23726434,0.78429705,0.01172751,0.41217683
-5.01550775,5.45388149,1.94908802,4.24588245,0.00203193,0.02231576,0.23521735,0.75852570,0.01181603,0.40014474
-5.00950475,5.36704078,1.92997014,4.18869876,0.00204000,0.02270254,0.23345542,0.73386441,0.01191176,0.38787257
-5.00350175,5.28354332,1.90753965,4.13378859,0.00204766,0.02325383,0.23205021,0.71079540,0.01201273,0.37559851
-4.99749875,5.20489029,1.88203363,4.08211099,0.00205579,0.02397215,0.23106571,0.68976166,0.01211697,0.36355639
-4.99149575,5.13249151,1.85374479,4.03457541,0.00206522,0.02485830,0.23055638,0.67115623,0.01222258,0.35196922
-4.98549275,5.06762909,1.82301267,3.99201916,0.00207665,0.02591093,0.23056555,0.65531302,0.01232768,0.34104304
-4.97948974,5.01142361,1.79021380,3.95518550,0.00209064,0.02712626,0.23112420,0.64249953,0.01243039,0.33096147
-4.97348674,4.96480401,1.75575114,3.92470315,0.00210754,0.02849770,0.23225003,0.63291140,0.01252883,0.32188112
-4.96748374,4.92848248,1.72004313,3.90106839,0.00212747,0.03001564,0.23394696,0.62666897,0.01262106,0.31392796
-4.96148074,4.90293522,1.68351301,3.88463040,0.00215031,0.03166728,0.23620500,0.62381578,0.01270510,0.30719477
-4.95547774,4.88839009,1.64657840,3.87558079,0.00217571,0.03343656,0.23900061,0.62431900,0.01277889,0.30173987
-4.94947474,4.88482152,1.60964180,3.87394781,0.00220305,0.03530422,0.24229737,0.62807169,0.01284027,0.29758696
-4.94347174,4.89195300,1.57308210,3.87959552,0.00223150,0.03724798,0.24604713,0.63489670,0.01288700,0.29472619
-4.93746873,4.90926711,1.53724730,3.89222819,0.00226003,0.03924281,0.25019141,0.64455219,0.01291678,0.29311628
-4.93146573,4.93602262,1.50244874,3.91139957,0.00228746,0.04126139,0.25466318,0.65673847,0.01292726,0.29268761
-4.92546273,4.97127792,1.46895676,3.93652658,0.00231248,0.04327463,0.25938884,0.67110600,0.01291608,0.29334613
-4.91945973,5.01391973,1.43699784,3.96690688,0.00233376,0.04525232,0.26429032,0.68726435,0.01288095,0.29497783
-4.91345673,5.06269581,1.40675315,4.00173924,0.00234995,0.04716382,0.26928732,0.70479198,0.01281972,0.29745364
-4.90745373,5.11625021,1.37835839,4.04014563,0.00235978,0.04897890,0.27429946,0.72324633,0.01273042,0.30063446
-4.90145073,5.17315945,1.35190475,4.08119414,0.00236209,0.05066844,0.27924837,0.74217430,0.01261138,0.30437612
-4.89544772,5.23196803,1.32744065,4.12392131,0.00235588,0.05220528,0.28405956,0.76112254,0.01246128,0.30853411
-4.88944472,5.29122196,1.30497430,4.16735310,0.00234037,0.05356494,0.28866404,0.77964748,0.01227926,0.31296780
-4.88344172,5.34949879,1.28447652,4.21052350,0.00231502,0.05472623,0.29299954,0.79732472,0.01206496,0.31754400
-4.87743872,5.40543342,1.26588391,4.25249017,0.00227954,0.05567184,0.29701143,0.81375759,0.01181857,0.32213987
-4.87143572,5.45773874,1.24910201,4.29234688,0.00223392,0.05638872,0.30065321,0.82858451,0.01154087,0.32664494
-4.86543272,5.50522109,1.23400848,4.32923248,0.00217844,0.05686835,0.30388652,0.84148522,0.01123326,0.33096227
-4.85942971,5.54679043,1.22045607,4.36233686,0.00211360,0.05710682,0.30668093,0.85218541,0.01089770,0.33500883
-4.85342671,5.58146582,1.20827555,4.39090420,0.00204015,0.05710477,0.30901325,0.86045996,0.01053672,0.33871514
-4.84742371,5.60837697,1.19727855,4.41423439,0.00195906,0.05686717,0.31086669,0.86613460,0.01015336,0.34202423
-4.84142071,5.62676280,1.18726041,4.43168324,0.00187142,0.05640295,0.31222979,0.86908608,0.00975105,0.34489013
-4.83541771,5.63596838,1.17800319,4.44266265,0.00177847,0.05572453,0.31309538,0.86924106,0.00933359,0.34727608
-4.82941471,5.63544114,1.16927893,4.44664126,0.00168152,0.05484729,0.31345944,0.86657368,0.00890496,0.34915254
-4.82341171,5.62472780,1.16085332,4.44314663,0.00158190,0.05378890,0.31332021,0.86110235,0.00846929,0.35049533
-4.81740870,5.60347271,1.15248981,4.43176922,0.00148095,0.05256873,0.31267741,0.85288566,0.00803072,0.35128385
-4.81140570,5.57141844,1.14395430,4.41216861,0.00137995,0.05120719,0.31153180,0.84201796,0.00759329,0.35149984
-4.80540270,5.52840885,1.13502030,4.38408187,0.00128009,0.04972517,0.30988504,0.82862469,0.00716084,0.35112642
-4.79939970,5.47439475,1.12547449,4.34733374,0.00118247,0.04814352,0.30773982,0.81285784,0.00673696,0.35014782
-4.79339670,5.40944171,1.11512268,4.30184819,0.00108808,0.04648260,0.30510031,0.79489156,0.00632492,0.34854959
-4.78739370,5.33373934,1.10379570,4.24766032,0.00099777,0.04476195,0.30197295,0.77491831,0.00592760,0.34631935
-4.78139070,5.24761113,1.09135525,4.18492781,0.00091226,0.04300006,0.29836726,0.75314540,0.00554751,0.34344804
-4.77538769,5.15152366,1.07769923,4.11394081,0.00083213,0.04121420,0.29429692,0.72979213,0.00518675,0.33993154
-4.76938469,5.04609404,1.06276635,4.03512916,0.00075786,0.03942045,0.28978078,0.70508752,0.00484707,0.33577253
-4.76338169,4.93209438,1.04653968,3.94906606,0.00068981,0.03763365,0.28484377,0.67926834,0.00452983,0.33098240
-4.75737869,4.81045218,1.02904894,3.85646743,0.00062826,0.03586758,0.27951763,0.65257769,0.00423612,0.32558315
-4.75137569,4.68224589,1.01037129,3.75818628,0.00057341,0.03413504,0.27384147,0.62526368,0.00396676,0.31960898
-4.74537269,4.54869515,0.99063052,3.65520213,0.00052541,0.03244806,0.26786184,0.59757824,0.00372237,0.31310758
-4.73936968,4.41114528,0.96999451,3.54860520,0.00048436,0.03081806,0.26163259,0.56977588,0.00350342,0.30614087
-4.73336668,4.27104652,0.94867115,3.43957606,0.00045036,0.02925601,0.25521424,0.54211230,0.00331030,0.29878515
-4.72736368,4.12992819,0.92690265,3.32936117,0.00042346,0.02777253,0.24867306,0.51484276,0.00314333,0.29113060
-4.72136068,3.98936881,0.90495854,3.21924530,0.00040375,0.02637801,0.24207978,0.48822008,0.00300282,0.28328014
-4.71535768,3.85096315,0.88312765,3.11052192,0.00039129,0.02508261,0.23550804,0.46249239,0.00288908,0.27534758
-4.70935468,3.71628732,0.86170924,3.00446255,0.00038615,0.02389624,0.22903262,0.43790058,0.00280243,0.26745525
-4.70335168,3.58686349,0.84100371,2.90228649,0.00038838,0.02282850,0.22272763,0.41467542,0.00274320,0.25973107
-4.69734867,3.46412520,0.82130323,2.80513177,0.00039804,0.02188847,0.21666460,0.39303469,0.00271171,0.25230524
-4.69134567,3.34938488,0.80288258,2.71402861,0.00041514,0.02108458,0.21091065,0.37318016,0.00270824,0.24530668
-4.68534267,3.24380433,0.78599055,2.62987602,0.00043968,0.02042435,0.20552689,0.35529469,0.00273297,0.23885937
-4.67933967,3.14836930,0.77084211,2.55342227,0.00047157,0.01991411,0.20056691,0.33953960,0.00278596,0.23307864
-4.67333667,3.06386886,0.75761163,2.48524976,0.00051067,0.01955874,0.19607566,0.32605226,0.00286708,0.22806775
-4.66733367,2.99087990,0.74642737,2.42576438,0.00055675,0.01936135,0.19208858,0.31494420,0.00297594,0.22391470
-4.66133067,2.92975711,0.73736723,2.37518956,0.00060946,0.01932302,0.18863108,0.30629969,0.00311183,0.22068947
-4.65532766,2.88062850,0.73045596,2.33356478,0.00066835,0.01944255,0.18571833,0.30017483,0.00327369,0.21844178
-4.64932466,2.84339627,0.72566383,2.30074845,0.00073282,0.01971622,0.18335543,0.29659727,0.00346003,0.21719948
-4.64332166,2.81774284,0.72290677,2.27642475,0.00080216,0.02013767,0.18153777,0.29556638,0.00366890,0.21696759
