energy_ev,total_up,Ag_p_up,Ag_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.74787394,4.22030539,1.19164894,2.26667248,1.13001391,0.41421906,0.00447399,0.36152281,0.01070881,1.01943341
-5.74187094,4.16347978,1.15233548,2.26000832,1.10653639,0.40028373,0.00428352,0.36186332,0.01003739,0.98969896
-5.73586793,4.12522970,1.11801809,2.26379010,1.08656169,0.38793718,0.00409219,0.36398494,0.00937901,0.96390900
-5.72986493,4.10538007,1.08890174,2.27782438,1.07004082,0.37716332,0.00390220,0.36791174,0.00874110,0.94200757
-5.72386193,4.10322286,1.06503609,2.30161816,1.05682295,0.36789984,0.00371544,0.37361053,0.00812985,0.92383251
-5.71785893,4.11753393,1.04631594,2.33438729,1.04666151,0.36004215,0.00353343,0.38098920,0.00755013,0.90912285
-5.71185593,4.14660686,1.03248661,2.37507462,1.03922332,0.35344841,0.00335733,0.38989721,0.00700547,0.89752921
-5.70585293,4.18830260,1.02315417,2.42237749,1.03410070,0.34794580,0.00318794,0.40012806,0.00649816,0.88862673
-5.69984992,4.24011329,1.01779996,2.47478364,1.03082583,0.34333742,0.00302574,0.41142395,0.00602927,0.88193018
-5.69384692,4.29923798,1.01579896,2.53061418,1.02888697,0.33940991,0.00287093,0.42348227,0.00559885,0.87691042
-5.68784392,4.36266754,1.01644137,2.58807226,1.02774567,0.33594113,0.00272345,0.43596387,0.00520605,0.87301192
-5.68184092,4.42727588,1.01895650,2.64529582,1.02685453,0.33270790,0.00258306,0.44850282,0.00484931,0.86967055
-5.67583792,4.48991423,1.02253827,2.70041230,1.02567474,0.32949335,0.00244938,0.46071723,0.00452656,0.86633096
-5.66983492,4.54750527,1.02637129,2.75159382,1.02369281,0.32609374,0.00232193,0.47222088,0.00423538,0.86246322
-5.66383192,4.59713388,1.02965672,2.79711046,1.02043601,0.32232446,0.00220020,0.48263516,0.00397321,0.85757797
-5.65782891,4.63613149,1.03163706,2.83538025,1.01548600,0.31802505,0.00208369,0.49160094,0.00373748,0.85123976
-5.65182591,4.66215133,1.03161892,2.86501379,1.00849022,0.31306316,0.00197193,0.49878977,0.00352577,0.84307827
-5.64582291,4.67323200,1.02899321,2.88485231,0.99917096,0.30733739,0.00186451,0.50391425,0.00333592,0.83279697
-5.63981991,4.66784758,1.02325197,2.89399774,0.98733172,0.30077884,0.00176109,0.50673695,0.00316611,0.82017926
-5.63381691,4.64494287,1.01400146,2.89183395,0.97286092,0.29335163,0.00166145,0.50707759,0.00301496,0.80509191
-5.62781391,4.60395268,1.00097109,2.87803854,0.95573288,0.28505220,0.00156543,0.50481832,0.00288149,0.78748581
-5.62181091,4.54480516,0.98401804,2.85258509,0.93600630,0.27590766,0.00147297,0.49990677,0.00276521,0.76739414
-5.61580790,4.46790936,0.96312748,2.81573579,0.91382015,0.26597330,0.00138408,0.49235686,0.00266604,0.74492826
-5.60980490,4.37412793,0.93840861,2.76802515,0.88938753,0.25532928,0.00129882,0.48224730,0.00258429,0.72027129
-5.60380190,4.26473633,0.91008666,2.71023560,0.86298744,0.24407684,0.00121729,0.46971800,0.00252061,0.69366996
-5.59779890,4.14137055,0.87849146,2.64336602,0.83495504,0.23233401,0.00113962,0.45496443,0.00247588,0.66542490
-5.59179590,4.00596542,0.84404294,2.56859464,0.80567054,0.22023120,0.00106594,0.43823025,0.00245117,0.63587978
-5.58579290,3.86068612,0.80723427,2.48723778,0.77554719,0.20790660,0.00099637,0.41979862,0.00244759,0.60540962
-5.57978989,3.70785550,0.76861345,2.40070612,0.74501877,0.19550176,0.00093100,0.39998248,0.00246622,0.57440882
-5.57378689,3.54987993,0.72876380,2.31046005,0.71452679,0.18315727,0.00086987,0.37911421,0.00250799,0.54327905
-5.56778389,3.38917621,0.68828446,2.21796577,0.68450792,0.17100888,0.00081300,0.35753518,0.00257358,0.51241764
-5.56178089,3.22810214,0.64777123,2.12465357,0.65538193,0.15918397,0.00076034,0.33558554,0.00266332,0.48220650
-5.55577789,3.06889268,0.60779873,2.03187956,0.62754038,0.14779852,0.00071182,0.31359456,0.00277711,0.45300215
-5.54977489,2.91360375,0.56890421,1.94089203,0.60133651,0.13695464,0.00066729,0.29187199,0.00291434,0.42512694
-5.54377189,2.76406489,0.53157356,1.85280315,0.57707640,0.12673874,0.00062657,0.27070062,0.00307381,0.39886167
-5.53776888,2.62184191,0.49622989,1.76856669,0.55501164,0.11722013,0.00058946,0.25033020,0.00325376,0.37443990
-5.53176588,2.48820999,0.46322486,1.68896202,0.53533379,0.10845039,0.00055572,0.23097290,0.00345176,0.35204382
-5.52576288,2.36413739,0.43283286,1.61458441,0.51817052,0.10046316,0.00052508,0.21280041,0.00366481,0.33180189
-5.51975988,2.25027961,0.40524808,1.54584162,0.50358364,0.09327449,0.00049726,0.19594246,0.00388930,0.31378816
-5.51375688,2.14698322,0.38058425,1.48295619,0.49156895,0.08688366,0.00047199,0.18048693,0.00412113,0.29802314
-5.50775388,2.05429873,0.35887692,1.42597315,0.48205790,0.08127438,0.00044899,0.16648119,0.00435574,0.28447622
-5.50175088,1.97200122,0.34008800,1.37477232,0.47492091,0.07641632,0.00042799,0.15393466,0.00458826,0.27306934
-5.49574787,1.89961759,0.32411212,1.32908461,0.46997226,0.07226694,0.00040873,0.14282225,0.00481361,0.26368179
-5.48974487,1.83645907,0.31078459,1.28851141,0.46697641,0.06877344,0.00039096,0.13308854,0.00502665,0.25615595
-5.48374187,1.78165754,0.29989042,1.25254644,0.46565546,0.06587491,0.00037445,0.12465252,0.00522231,0.25030364
-5.47773887,1.73420446,0.29117417,1.22059907,0.46569755,0.06350444,0.00035899,0.11741254,0.00539579,0.24591297
-5.47173587,1.69299091,0.28435006,1.19201848,0.46676605,0.06159131,0.00034440,0.11125137,0.00554263,0.24275532
-5.46573287,1.65684758,0.27911226,1.16611797,0.46850911,0.06006302,0.00033051,0.10604119,0.00565896,0.24059240
-5.45972986,1.62458360,0.27514480,1.14219850,0.47056939,0.05884726,0.00031715,0.10164836,0.00574150,0.23918299
-5.45372686,1.59502325,0.27213100,1.11957121,0.47259373,0.05787372,0.00030421,0.09793775,0.00578778,0.23828940
-5.44772386,1.56703954,0.26976213,1.09757811,0.47424240,0.05707566,0.00029156,0.09477670,0.00579615,0.23768332
-5.44172086,1.53958419,0.26774513,1.07561061,0.47519776,0.05639136,0.00027912,0.09203841,0.00576583,0.23715107
-5.43571786,1.51171330,0.26580932,1.05312554,0.47517210,0.05576527,0.00026681,0.08960483,0.00569697,0.23649808
-5.42971486,1.48260842,0.26371188,1.02965833,0.47391436,0.05514895,0.00025458,0.08736885,0.00559059,0.23555260
-5.42371186,1.45159280,0.26124223,1.00483327,0.47121575,0.05450183,0.00024238,0.08523609,0.00544857,0.23416859
-5.41770885,1.41814274,0.25822509,0.97837071,0.46691395,0.05379171,0.00023018,0.08312599,0.00527356,0.23222777
-5.41170585,1.38189413,0.25452249,0.95009122,0.46089598,0.05299509,0.00021800,0.08097249,0.00506887,0.22964093
-5.40570285,1.34264449,0.25003451,0.91991689,0.45309957,0.05209731,0.00020583,0.07872416,0.00483837,0.22634846
-5.39969985,1.30035074,0.24469900,0.88786992,0.44351317,0.05109254,0.00019370,0.07634394,0.00458638,0.22232019
-5.39369685,1.25512323,0.23849042,0.85406880,0.43217450,0.04998368,0.00018166,0.07380855,0.00431745,0.21755461
-5.38769385,1.20721649,0.23141762,0.81872237,0.41916797,0.04878202,0.00016975,0.07110755,0.00403632,0.21207757
-5.38169085,1.15701732,0.22352110,0.78212221,0.40462082,0.04750698,0.00015805,0.06824215,0.00374771,0.20594049
-5.37568784,1.10503077,0.21486952,0.74463363,0.38869842,0.04618565,0.00014662,0.06522385,0.00345621,0.19921818
-5.36968484,1.05186463,0.20555578,0.70668581,0.37159873,0.04485229,0.00013554,0.06207301,0.00316618,0.19200637
-5.36368184,0.99821294,0.19569285,0.66876131,0.35354620,0.04354781,0.00012491,0.05881723,0.00288166,0.18441896
-5.35767884,0.94483899,0.18540930,0.63138531,0.33478528,0.04231912,0.00011481,0.05548979,0.00260625,0.17658509
-5.35167584,0.89255829,0.17484483,0.59511496,0.31557384,0.04121853,0.00010532,0.05212810,0.00234311,0.16864612
-5.34567284,0.84222173,0.16414593,0.56052891,0.29617656,0.04030293,0.00009654,0.04877219,0.00209491,0.16075243
-5.33966983,0.79469932,0.15346158,0.52821713,0.27685851,0.03963302,0.00008856,0.04546330,0.00186380,0.15306026
-5.33366683,0.75086439,0.14293938,0.49877131,0.25787923,0.03927236,0.00008144,0.04224258,0.00165143,0.14572846
-5.32766383,0.71157850,0.13272188,0.47277547,0.23948710,0.03928635,0.00007527,0.03914995,0.00145898,0.13891530
-5.32166083,0.67767694,0.12294343,0.45079705,0.22191450,0.03974102,0.00007012,0.03622308,0.00128716,0.13277524
-5.31565783,0.64995467,0.11372746,0.43337814,0.20537352,0.04070177,0.00006603,0.03349650,0.00113633,0.12745583
-5.30965483,0.62915269,0.10518417,0.42102682,0.19005237,0.04223188,0.00006306,0.03100096,0.00100643,0.12309465
-5.30365183,0.61594462,0.09740877,0.41420843,0.17611259,0.04439094,0.00006124,0.02876282,0.00089716,0.11981632
-5.29764882,0.61092350,0.09048017,0.41333669,0.16368693,0.04723312,0.00006059,0.02680367,0.00080792,0.11772975
-5.29164582,0.61458864,0.08446011,0.41876467,0.15287790,0.05080539,0.00006114,0.02514002,0.00073793,0.11692546
-5.28564282,0.62733267,0.07939276,0.43077539,0.14375705,0.05514560,0.00006287,0.02378317,0.00068623,0.11747325
-5.27963982,0.64942897,0.07530463,0.44957246,0.13636481,0.06028066,0.00006578,0.02273916,0.00065174,0.11942008
-5.27363682,0.68101962,0.07220497,0.47527066,0.13071091,0.06622470,0.00006982,0.02200879,0.00063328,0.12278839
-5.26763382,0.72210430,0.07008634,0.50788690,0.12677542,0.07297744,0.00007495,0.02158777,0.00062958,0.12757475
-5.26163082,0.77253067,0.06892557,0.54733180,0.12451014,0.08052274,0.00008111,0.02146698,0.00063932,0.13374915
-5.25562781,0.83198673,0.06868497,0.59340249,0.12384053,0.08882750,0.00008822,0.02163268,0.00066112,0.14125472
-5.24962481,0.89999566,0.06931368,0.64577687,0.12466805,0.09784094,0.00009617,0.02206699,0.00069356,0.15000824
-5.24362181,0.97591400,0.07074930,0.70401011,0.12687283,0.10749439,0.00010485,0.02274821,0.00073517,0.15990119
-5.23761881,1.05893352,0.07291965,0.76753368,0.13031673,0.11770163,0.00011413,0.02365139,0.00078446,0.17080163
-5.23161581,1.14808732,0.07574465,0.83565745,0.13484668,0.12835985,0.00012386,0.02474888,0.00083988,0.18255672
-5.22561281,1.24226068,0.07913834,0.90757522,0.14029825,0.13935118,0.00013388,0.02601093,0.00089988,0.19499594
-5.21960980,1.34020656,0.08301094,0.98237397,0.14649946,0.15054496,0.00014403,0.02740632,0.00096288,0.20793500
-5.21360680,1.44056604,0.08727095,1.05904678,0.15327469,0.16180045,0.00015413,0.02890313,0.00102728,0.22118018
-5.20760380,1.54189314,0.09182722,1.13650948,0.16044860,0.17297020,0.00016401,0.03046940,0.00109152,0.23453319
-5.20160080,1.64268375,0.09659098,1.21362080,0.16785006,0.18390376,0.00017351,0.03207384,0.00115406,0.24779619
-5.19559780,1.74140772,0.10147772,1.28920538,0.17531584,0.19445164,0.00018246,0.03368659,0.00121340,0.26077688
-5.18959480,1.83654331,0.10640887,1.36207917,0.18269409,0.20446950,0.00019073,0.03527984,0.00126815,0.27329351
-5.18359180,1.92661272,0.11131326,1.43107647,0.18984732,0.21382217,0.00019819,0.03682840,0.00131701,0.28517951
-5.17758879,2.01021748,0.11612829,1.49507751,0.19665501,0.22238751,0.00020476,0.03831026,0.00135884,0.29628751
-5.17158579,2.08607235,0.12080068,1.55303578,0.20301547,0.23005982,0.00021036,0.03970693,0.00139265,0.30649271
-5.16558279,2.15303640,0.12528688,1.60400406,0.20884710,0.23675272,0.00021499,0.04100370,0.00141764,0.31569530
-5.15957979,2.21014004,0.12955309,1.64715800,0.21408885,0.24240122,0.00021864,0.04218972,0.00143324,0.32382185
-5.15357679,2.25660690,0.13357479,1.68181661,0.21869999,0.24696304,0.00022138,0.04325799,0.00143910,0.33082566
-5.14757379,2.29186965,0.13733592,1.70745859,0.22265899,0.25041903,0.00022331,0.04420509,0.00143510,0.33668594
-5.14157079,2.31557926,0.14082771,1.72373403,0.22596186,0.25277259,0.00022457,0.04503082,0.00142136,0.34140601
-5.13556778,2.32760731,0.14404717,1.73047104,0.22861977,0.25404835,0.00022533,0.04573775,0.00139822,0.34501047
-5.12956478,2.32804141,0.14699538,1.72767703,0.23065623,0.25428993,0.00022580,0.04633056,0.00136626,0.34754164
-5.12356178,2.31717412,0.14967571,1.71553470,0.23210393,0.25355706,0.00022623,0.04681540,0.00132622,0.34905538
-5.11755878,2.29548599,0.15209193,1.69439299,0.23300144,0.25192225,0.00022688,0.04719919,0.00127905,0.34961659
-5.11155578,2.26362355,0.15424651,1.66475340,0.23338995,0.24946703,0.00022803,0.04748890,0.00122582,0.34929458
-5.10555278,2.22237355,0.15613908,1.62725243,0.23331020,0.24627815,0.00022995,0.04769091,0.00116770,0.34815873
-5.09954977,2.17263452,0.15776527,1.58264069,0.23279986,0.24244389,0.00023292,0.04781049,0.00110593,0.34627447
-5.09354677,2.11538701,0.15911584,1.53175990,0.23189146,0.23805060,0.00023719,0.04785132,0.00104178,0.34370002
-5.08754377,2.05166388,0.16017642,1.47551830,0.23061097,0.23317977,0.00024301,0.04781527,0.00097655,0.34048396
-5.08154077,1.98252180,0.16092764,1.41486590,0.22897718,0.22790569,0.00025056,0.04770225,0.00091145,0.33666384
-5.07553777,1.90901509,0.16134585,1.35077003,0.22700191,0.22229389,0.00026000,0.04751034,0.00084768,0.33226576
-5.06953477,1.83217277,0.16140429,1.28419238,0.22469096,0.21640025,0.00027144,0.04723604,0.00078632,0.32730513
-5.06353177,1.75297952,0.16107470,1.21606803,0.22204588,0.21027102,0.00028492,0.04687469,0.00072837,0.32178839
-5.05752876,1.67236096,0.16032930,1.14728724,0.21906636,0.20394347,0.00030043,0.04642106,0.00067472,0.31571561
-5.05152576,1.59117346,0.15914304,1.07868031,0.21575311,0.19744730,0.00031788,0.04587003,0.00062615,0.30908381
-5.04552276,1.51019836,0.15749593,1.01100589,0.21211117,0.19080651,0.00033714,0.04521735,0.00058331,0.30189081
-5.03951976,1.43014042,0.15537538,0.94494280,0.20815329,0.18404167,0.00035800,0.04446042,0.00054677,0.29413925
-5.03351676,1.35162993,0.15277845,0.88108538,0.20390338,0.17717247,0.00038021,0.04359905,0.00051701,0.28584068
-5.02751376,1.27522800,0.14971380,0.81994217,0.19939966,0.17022021,0.00040346,0.04263618,0.00049446,0.27701938
-5.02151076,1.20143424,0.14620323,0.76193771,0.19469743,0.16321030,0.00042742,0.04157845,0.00047947,0.26771563
-5.01550775,1.13069622,0.14228285,0.70741696,0.18987134,0.15617441,0.00045170,0.04043666,0.00047240,0.25798843
-5.00950475,1.06341985,0.13800366,0.65665201,0.18501685,0.14915223,0.00047594,0.03922612,0.00047361,0.24791723
-5.00350175,0.99998002,0.13343150,0.60985052,0.18025097,0.14219285,0.00049975,0.03796666,0.00048346,0.23760284
-4.99749875,0.94073092,0.12864651,0.56716545,0.17571213,0.13535545,0.00052276,0.03668264,0.00050240,0.22716732
-4.99149575,0.88601538,0.12374198,0.52870544,0.17155904,0.12870954,0.00054463,0.03540261,0.00053090,0.21675285
-4.98549275,0.83617289,0.11882262,0.49454545,0.16796874,0.12233453,0.00056507,0.03415888,0.00056953,0.20651970
-4.97948974,0.79154574,0.11400246,0.46473713,0.16513373,0.11631886,0.00058385,0.03298685,0.00061895,0.19664336
-4.97348674,0.75248329,0.10940221,0.43931858,0.16325821,0.11075855,0.00060080,0.03192426,0.00067987,0.18731088
-4.96748374,0.71934400,0.10514645,0.41832299,0.16255361,0.10575539,0.00061581,0.03101028,0.00075310,0.17871671
-4.96148074,0.69249519,0.10136054,0.40178595,0.16323341,0.10141482,0.00062889,0.03028449,0.00083947,0.17105805
-4.95547774,0.67231058,0.09816740,0.38975112,0.16550746,0.09784348,0.00064010,0.02978582,0.00093987,0.16452997
-4.94947474,0.65916561,0.09568432,0.38227411,0.16957580,0.09514670,0.00064960,0.02955149,0.00105515,0.15932043
-4.94347174,0.65343069,0.09401976,0.37942442,0.17562227,0.09342586,0.00065765,0.02961587,0.00118614,0.15560530
-4.93746873,0.65546257,0.09327037,0.38128532,0.18380794,0.09277579,0.00066455,0.03000948,0.00133357,0.15354360
-4.93146573,0.66559394,0.09351813,0.38795179,0.19426467,0.09328218,0.00067069,0.03075793,0.00149800,0.15327296
-4.92546273,0.68412177,0.09482791,0.39952649,0.20708887,0.09501916,0.00067650,0.03188108,0.00167983,0.15490559
-4.91945973,0.71129447,0.09724521,0.41611396,0.22233575,0.09804706,0.00068245,0.03339218,0.00187917,0.15852460
-4.91345673,0.74729837,0.10079444,0.43781326,0.24001422,0.10241036,0.00068902,0.03529726,0.00209586,0.16418098
-4.90745373,0.79224406,0.10547750,0.46470923,0.26008272,0.10813593,0.00069671,0.03759465,0.00232938,0.17189116
-4.90145073,0.84615287,0.11127299,0.49686292,0.28244614,0.11523149,0.00070598,0.04027462,0.00257885,0.18163528
-4.89544772,0.90894419,0.11813580,0.53430127,0.30695413,0.12368448,0.00071724,0.04331931,0.00284296,0.19335618
-4.88944472,0.98042418,0.12599733,0.57700683,0.33340083,0.13346124,0.00073086,0.04670283,0.00312001,0.20695925
-4.88344172,1.06027637,0.13476632,0.62490768,0.36152636,0.14450657,0.00074711,0.05039156,0.00340789,0.22231303
-4.87743872,1.14805478,0.14433015,0.67786827,0.39102003,0.15674369,0.00076620,0.05434469,0.00370412,0.23925074
-4.87143572,1.24318011,0.15455691,0.73568144,0.42152537,0.17007474,0.00078819,0.05851503,0.00400585,0.25757271
-4.86543272,1.34493933,0.16529784,0.79806232,0.45264696,0.18438158,0.00081306,0.06284988,0.00430998,0.27704960
-4.85942971,1.45248922,0.17639055,0.86464426,0.48395892,0.19952720,0.00084066,0.06729229,0.00461317,0.29742657
-4.85342671,1.56486384,0.18766256,0.93497729,0.51501488,0.21535753,0.00087072,0.07178227,0.00491198,0.31842820
-4.84742371,1.68098620,0.19893534,1.00852930,0.54535920,0.23170373,0.00090286,0.07625831,0.00520292,0.33976413
-4.84142071,1.79968387,0.21002873,1.08469003,0.57453900,0.24838493,0.00093661,0.08065882,0.00548259,0.36113529
-4.83541771,1.91970835,0.22076542,1.16277792,0.60211674,0.26521132,0.00097138,0.08492370,0.00574776,0.38224056
-4.82941471,2.03975766,0.23097572,1.24204973,0.62768270,0.28198763,0.00100653,0.08899589,0.00599549,0.40278372
-4.82341171,2.15850155,0.24050204,1.32171260,0.65086711,0.29851683,0.00104138,0.09282279,0.00622321,0.42248045
-4.81740870,2.27460857,0.24920334,1.40093832,0.67135125,0.31460402,0.00107519,0.09635763,0.00642881,0.44106512
-4.81140570,2.38677416,0.25695906,1.47887925,0.68887715,0.33006036,0.00110725,0.09956060,0.00661073,0.45829730
-4.80540270,2.49374869,0.26367258,1.55468551,0.70325556,0.34470705,0.00113686,0.10239984,0.00676797,0.47396752
-4.79939970,2.59436473,0.26927397,1.62752263,0.71437164,0.35837907,0.00116333,0.10485212,0.00690018,0.48790234
-4.79339670,2.68756237,0.27372198,1.69658941,0.72218837,0.37092874,0.00118610,0.10690332,0.00700760,0.49996833
-4.78739370,2.77241187,0.27700511,1.76113498,0.72674725,0.38222893,0.00120463,0.10854856,0.00709112,0.51007487
-4.78139070,2.84813291,0.27914169,1.82047487,0.72816655,0.39217576,0.00121852,0.10979206,0.00715223,0.51817576
-4.77538769,2.91410959,0.28017909,1.87400533,0.72663687,0.40069080,0.00122748,0.11064680,0.00719294,0.52426935
-4.76938469,2.96990108,0.28019185,1.92121561,0.72241441,0.40772266,0.00123131,0.11113377,0.00721575,0.52839737
-4.76338169,3.01524722,0.27927888,1.96169770,0.71581212,0.41324792,0.00122996,0.11128114,0.00722358,0.53064243
-4.75737869,3.05006933,0.27755991,1.99515347,0.70718899,0.41727129,0.00122349,0.11112309,0.00721965,0.53112415
-4.75137569,3.07446597,0.27517114,2.02139890,0.69693813,0.41982512,0.00121207,0.11069859,0.00720742,0.52999431
-4.74537269,3.08870417,0.27226030,2.04036533,0.68547384,0.42096811,0.00119598,0.11004995,0.00719047,0.52743085
-4.73936968,3.09320617,0.26898139,2.05209792,0.67321827,0.42078337,0.00117558,0.10922144,0.00717242,0.52363126
-4.73336668,3.08853256,0.26548909,2.05675125,0.66058816,0.41937579,0.00115133,0.10825768,0.00715682,0.51880534
-4.72736368,3.07536198,0.26193325,2.05458241,0.64798206,0.41686877,0.00112376,0.10720223,0.00714706,0.51316772
-4.72136068,3.05446851,0.25845353,2.04594173,0.63576853,0.41340054,0.00109342,0.10609617,0.00714629,0.50693037
-4.71535768,3.02669713,0.25517440,2.03126148,0.62427567,0.40911992,0.00106093,0.10497672,0.00715732,0.50029533
-4.70935468,2.99293825,0.25220082,2.01104299,0.61378222,0.40418197,0.00102692,0.10387612,0.00718257,0.49344798
-4.70335168,2.95410206,0.24961456,1.98584243,0.60451073,0.39874329,0.00099205,0.10282059,0.00722400,0.48655105
-4.69734867,2.91109350,0.24747148,1.95625594,0.59662271,0.39295751,0.00095696,0.10182961,0.00728302,0.47973958
-4.69134567,2.86478869,0.24579977,1.92290422,0.59021607,0.38697078,0.00092232,0.10091529,0.00736050,0.47311704
-4.68534267,2.81601347,0.24459938,1.88641737,0.58532481,0.38091768,0.00088876,0.10008216,0.00745668,0.46675279
-4.67933967,2.76552485,0.24384241,1.84742026,0.58192101,0.37491752,0.00085691,0.09932713,0.00757121,0.46068087
-4.67333667,2.71399593,0.24347472,1.80651892,0.57991888,0.36907131,0.00082739,0.09863976,0.00770308,0.45490023
-4.66733367,2.66200467,0.24341858,1.76428841,0.57918086,0.36345942,0.00080078,0.09800286,0.00785067,0.44937648
-4.66133067,2.61002712,0.24357622,1.72126251,0.57952539,0.35814005,0.00077765,0.09739327,0.00801179,0.44404492
-4.65532766,2.55843498,0.24383427,1.67792555,0.58073622,0.35314863,0.00075855,0.09678296,0.00818367,0.43881485
-4.64932466,2.50749779,0.24406875,1.63470663,0.58257271,0.34849817,0.00074396,0.09614027,0.00836307,0.43357496
-4.64332166,2.45738940,0.24415061,1.59197634,0.58478096,0.34418041,0.00073436,0.09543141,0.00854638,0.42819956
