energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.51375688,5.65478309,0.00728344,0.72738781,1.90785718,3.42441108,0.04872226,1.22979511
-5.50775388,5.66713388,0.00743827,0.72522691,1.86890584,3.44343953,0.04883315,1.23412306
-5.50175088,5.65768626,0.00755310,0.72034236,1.82376056,3.44892121,0.04880989,1.23370954
-5.49574787,5.62626514,0.00762680,0.71274512,1.77288813,3.44066385,0.04864377,1.22849199
-5.48974487,5.57315422,0.00765925,0.70250468,1.71690111,3.41875576,0.04833010,1.21850625
-5.48374187,5.49910063,0.00765138,0.68974923,1.65654638,3.38357097,0.04786836,1.20388788
-5.47773887,5.40530478,0.00760512,0.67466390,1.59268872,3.33576536,0.04726232,1.18487030
-5.47173587,5.29339535,0.00752338,0.65748716,1.52629028,3.27626387,0.04651996,1.16177974
-5.46573287,5.16539007,0.00740995,0.63850534,1.45838628,3.20623865,0.04565319,1.13502703
-5.45972986,5.02364333,0.00726937,0.61804556,1.39005821,3.12707906,0.04467749,1.10509665
-5.45372686,4.87078244,0.00710677,0.59646715,1.32240533,3.04035421,0.04361145,1.07253321
-5.44772386,4.70963460,0.00692771,0.57415207,1.25651560,2.94776935,0.04247608,1.03792597
-5.44172086,4.54314728,0.00673797,0.55149448,1.19343714,2.85111770,0.04129418,1.00189191
-5.43571786,4.37430491,0.00654336,0.52888991,1.13415131,2.75222922,0.04008956,0.96505806
-5.42971486,4.20604480,0.00634950,0.50672438,1.07954824,2.65291846,0.03888629,0.92804361
-5.42371186,4.04117544,0.00616165,0.48536398,1.03040583,2.55493312,0.03770787,0.89144263
-5.41770885,3.88230021,0.00598452,0.46514509,0.98737280,2.45990540,0.03657657,0.85580791
-5.41170585,3.73174915,0.00582212,0.44636567,0.95095631,2.36930788,0.03551265,0.82163666
-5.40570285,3.59152127,0.00567767,0.42927798,0.92151446,2.28441548,0.03453380,0.78935847
-5.39969985,3.46323927,0.00555349,0.41408282,0.89925381,2.20627488,0.03365464,0.75932596
-5.39369685,3.34811834,0.00545095,0.40092557,0.88423171,2.13568254,0.03288627,0.73180849
-5.38769385,3.24694961,0.00537049,0.38989405,0.87636338,2.07317189,0.03223605,0.70698899
-5.38169085,3.16009882,0.00531161,0.38101835,0.87543300,2.01901016,0.03170744,0.68496403
-5.37568784,3.08751979,0.00527298,0.37427245,0.88110844,1.97320461,0.03130002,0.66574697
-5.36968484,3.02878168,0.00525250,0.36957766,0.89295888,1.93551807,0.03100959,0.64927400
-5.36368184,2.98310892,0.00524745,0.36680757,0.91047440,1.90549258,0.03082848,0.63541259
-5.35767884,2.94943162,0.00525459,0.36579453,0.93308689,1.88248042,0.03074584,0.62397218
-5.35167584,2.92644453,0.00527036,0.36633708,0.96019129,1.86568098,0.03074818,0.61471627
-5.34567284,2.91267176,0.00529100,0.36820838,0.99116638,1.85418192,0.03081986,0.60737558
-5.33966983,2.90653481,0.00531273,0.37116506,1.02539442,1.84700295,0.03094373,0.60166159
-5.33366683,2.90642115,0.00533190,0.37495632,1.06227880,1.84314052,0.03110171,0.59727991
-5.32766383,2.91075058,0.00534510,0.37933295,1.10125926,1.84161151,0.03127544,0.59394295
-5.32166083,2.91803701,0.00534931,0.38405588,1.14182426,1.84149437,0.03144694,0.59138130
-5.31565783,2.92694339,0.00534198,0.38890405,1.18352006,1.84196613,0.03159911,0.58935359
-5.30965483,2.93632781,0.00532110,0.39368135,1.22595652,1.84233386,0.03171634,0.58765428
-5.30365183,2.94527938,0.00528525,0.39822233,1.26880960,1.84205953,0.03178490,0.58611934
-5.29764882,2.95314277,0.00523361,0.40239662,1.31182069,1.84077742,0.03179333,0.58462957
-5.29164582,2.95953074,0.00516595,0.40611185,1.35479315,1.83830351,0.03173267,0.58311166
-5.28564282,2.96432464,0.00508261,0.40931507,1.39758630,1.83463670,0.03159667,0.58153696
-5.27963982,2.96766322,0.00498442,0.41199255,1.44010764,1.82995186,0.03138180,0.57991818
-5.27363682,2.96992037,0.00487267,0.41416813,1.48230347,1.82458521,0.03108722,0.57830437
-5.26763382,2.97167317,0.00474900,0.41590012,1.52414887,1.81901265,0.03071465,0.57677431
-5.26163082,2.97366151,0.00461532,0.41727688,1.56563724,1.81382203,0.03026818,0.57542884
-5.25562781,2.97674137,0.00447369,0.41841134,1.60677013,1.80968053,0.02975394,0.57438245
-5.24962481,2.98183344,0.00432626,0.41943455,1.64754780,1.80729845,0.02917981,0.57375456
-5.24362181,2.98986944,0.00417518,0.42048871,1.68796081,1.80739108,0.02855503,0.57366080
-5.23761881,3.00173828,0.00402248,0.42171964,1.72798291,1.81063988,0.02788987,0.57420483
-5.23161581,3.01823421,0.00387003,0.42326936,1.76756563,1.81765496,0.02719521,0.57547094
-5.22561281,3.04000904,0.00371949,0.42526871,1.80663441,1.82894009,0.02648219,0.57751765
-5.21960980,3.06753045,0.00357223,0.42783056,1.84508649,1.84486183,0.02576193,0.58037280
-5.21360680,3.10104793,0.00342934,0.43104367,1.88279047,1.86562402,0.02504515,0.58403002
-5.20760380,3.14056787,0.00329161,0.43496761,1.91958745,1.89124884,0.02434202,0.58844689
-5.20160080,3.18583870,0.00315949,0.43962885,1.95529365,1.92156503,0.02366191,0.59354487
-5.19559780,3.23634684,0.00303318,0.44501820,1.98970437,1.95620412,0.02301324,0.59921076
-5.18959480,3.29132356,0.00291259,0.45108969,2.02259907,1.99460455,0.02240343,0.60529986
-5.18359180,3.34976260,0.00279743,0.45776102,2.05374763,2.03602388,0.02183880,0.61164057
-5.17758879,3.41044784,0.00268720,0.46491549,2.08291734,2.07955846,0.02132458,0.61804017
-5.17158579,3.47198998,0.00258131,0.47240538,2.10988076,2.12416978,0.02086491,0.62429177
-5.16558279,3.53287083,0.00247905,0.48005667,2.13442412,2.16871660,0.02046291,0.63018179
-5.15957979,3.59149341,0.00237970,0.48767487,2.15635618,2.21199150,0.02012069,0.63549808
-5.15357679,3.64623592,0.00228259,0.49505180,2.17551735,2.25276029,0.01983948,0.64003799
-5.14757379,3.69550750,0.00218706,0.50197300,2.19178886,2.28980291,0.01961968,0.64361636
-5.14157079,3.73780354,0.00209262,0.50822551,2.20510166,2.32195403,0.01946094,0.64607293
-5.13556778,3.77175846,0.00199888,0.51360560,2.21544491,2.34814186,0.01936227,0.64727898
-5.12956478,3.79619386,0.00190562,0.51792634,2.22287355,2.36742364,0.01932212,0.64714300
-5.12356178,3.81016038,0.00181281,0.52102450,2.22751459,2.37901658,0.01933849,0.64561505
-5.11755878,3.81297153,0.00172061,0.52276656,2.22957188,2.38232304,0.01940902,0.64268978
-5.11155578,3.80422854,0.00162937,0.52305367,2.22932862,2.37694926,0.01953110,0.63840797
-5.10555278,3.78383525,0.00153961,0.52182519,2.22714749,2.36271703,0.01970201,0.63285654
-5.09954977,3.75200258,0.00145205,0.51906083,2.22346783,2.33966799,0.01991901,0.62616704
-5.09354677,3.70924280,0.00136754,0.51478120,2.21879959,2.30806082,0.02017946,0.61851264
-5.08754377,3.65635358,0.00128708,0.50904678,2.21371387,2.26836140,0.02048097,0.61010384
-5.08154077,3.59439284,0.00121177,0.50195531,2.20882988,2.22122665,0.02082148,0.60118287
-5.07553777,3.52464527,0.00114281,0.49363789,2.20479845,2.16748281,0.02119937,0.59201710
-5.06953477,3.44858169,0.00108142,0.48425363,2.20228233,2.10809905,0.02161354,0.58289154
-5.06353177,3.36781292,0.00102889,0.47398345,2.20193368,2.04415739,0.02206346,0.57410072
-5.05752876,3.28403965,0.00098646,0.46302298,2.20436940,1.97682021,0.02254917,0.56594013
-5.05152576,3.19899999,0.00095536,0.45157510,2.21014516,1.90729631,0.02307121,0.55869750
-5.04552276,3.11441660,0.00093675,0.43984222,2.21972919,1.83680668,0.02363061,0.55264406
-5.03951976,3.03194498,0.00093169,0.42801882,2.23347679,1.76655117,0.02422866,0.54802618
-5.03351676,2.95312468,0.00094110,0.41628445,2.25160703,1.69767683,0.02486681,0.54505750
-5.02751376,2.87933504,0.00096576,0.40479753,2.27418269,1.63124903,0.02554639,0.54391176
-5.02151076,2.81175676,0.00100623,0.39369016,2.30109479,1.56822609,0.02626836,0.54471677
-5.01550775,2.75134073,0.00106287,0.38306423,2.33205276,1.50943803,0.02703304,0.54754942
-5.00950475,2.69878501,0.00113580,0.37298896,2.36658120,1.45557004,0.02783982,0.55243228
-5.00350175,2.65452073,0.00122483,0.36349983,2.40402384,1.40715112,0.02868688,0.55933163
-4.99749875,2.61870760,0.00132951,0.35459921,2.44355517,1.36454799,0.02957097,0.56815731
-4.99149575,2.59123891,0.00144906,0.34625830,2.48419964,1.32796461,0.03048719,0.57876443
-4.98549275,2.57175625,0.00158240,0.33842053,2.52485814,1.29744700,0.03142888,0.59095687
-4.97948974,2.55967322,0.00172813,0.33100609,2.56434105,1.27289344,0.03238759,0.60449283
-4.97348674,2.55420763,0.00188455,0.32391738,2.60140672,1.25406945,0.03335312,0.61909205
-4.96748374,2.55442089,0.00204967,0.31704519,2.63480409,1.24062727,0.03431365,0.63444492
-4.96148074,2.55926345,0.00222130,0.31027517,2.66331771,1.23212898,0.03525605,0.65022290
-4.95547774,2.56762461,0.00239701,0.30349438,2.68581355,1.22807266,0.03616616,0.66609039
-4.94947474,2.57838499,0.00257428,0.29659757,2.70128353,1.22792060,0.03702925,0.68171732
-4.94347174,2.59046968,0.00275055,0.28949290,2.70888717,1.23112861,0.03783052,0.69679234
-4.93746873,2.60290013,0.00292327,0.28210691,2.70798837,1.23717531,0.03855561,0.71103606
-4.93146573,2.61484284,0.00309004,0.27438837,2.69818603,1.24559031,0.03919123,0.72421377
-4.92546273,2.62565282,0.00324867,0.26631114,2.67933708,1.25598030,0.03972567,0.73614734
-4.91945973,2.63491014,0.00339729,0.25787563,2.65157097,1.26805175,0.04014936,0.74672553
-4.91345673,2.64244790,0.00353444,0.24910910,2.61529504,1.28162944,0.04045535,0.75591244
-4.90745373,2.64837040,0.00365918,0.24006475,2.57119061,1.29666978,0.04063968,0.76375350
-4.90145073,2.65306048,0.00377108,0.23081955,2.52019967,1.31326833,0.04070171,0.77037871
-4.89544772,2.65717536,0.00387036,0.22147127,2.46350283,1.33166091,0.04064424,0.77600269
-4.88944472,2.66163089,0.00395785,0.21213457,2.40248923,1.35221802,0.04047360,0.78092151
-4.88344172,2.66757434,0.00403503,0.20293652,2.33871936,1.37543249,0.04019951,0.78550608
-4.87743872,2.67634630,0.00410397,0.19401176,2.27388203,1.40190067,0.03983485,0.79019211
-4.87143572,2.68943298,0.00416735,0.18549748,2.20974688,1.43229748,0.03939528,0.79546700
-4.86543272,2.70841015,0.00422827,0.17752838,2.14811393,1.46734627,0.03889879,0.80185378
-4.85942971,2.73488065,0.00429026,0.17023200,2.09076163,1.50778436,0.03836510,0.80989269
-4.85342671,2.77040766,0.00435708,0.16372426,2.03939496,1.55432548,0.03781501,0.82012088
-4.84742371,2.81644609,0.00443260,0.15810571,1.99559519,1.60762068,0.03726975,0.83305106
-4.84142071,2.87427456,0.00452065,0.15345826,1.96077266,1.66821917,0.03675025,0.84914971
-4.83541771,2.94493090,0.00462486,0.14984275,1.93612400,1.73653066,0.03627648,0.86881591
-4.82941471,3.02915342,0.00474850,0.14729713,1.92259516,1.81279106,0.03586684,0.89236143
-4.82341171,3.12733084,0.00489432,0.14583555,1.92085120,1.89703298,0.03553761,0.91999318
-4.81740870,3.23946292,0.00506445,0.14544808,1.93125404,1.98906257,0.03530248,0.95179862
-4.81140570,3.36513385,0.00526025,0.14610118,1.95384880,2.08844401,0.03517227,0.98773511
-4.80540270,3.50350000,0.00548224,0.14773886,1.98835951,2.19449258,0.03515470,1.02762358
-4.79939970,3.65329299,0.00573006,0.15028445,2.03419426,2.30627716,0.03525435,1.07114720
-4.79339670,3.81283847,0.00600246,0.15364286,2.09046018,2.42263236,0.03547275,1.11785509
-4.78739370,3.98009069,0.00629731,0.15770330,2.15598776,2.54218017,0.03580853,1.16717134
-4.78139070,4.15268172,0.00661168,0.16234243,2.22936406,2.66336088,0.03625782,1.21840912
-4.77538769,4.32798415,0.00694192,0.16742767,2.30897402,2.78447201,0.03681460,1.27078935
-4.76938469,4.50318489,0.00728384,0.17282078,2.39304846,2.90371426,0.03747123,1.32346352
-4.76338169,4.67536774,0.00763282,0.17838146,2.47971751,3.01924266,0.03821894,1.37553971
-4.75737869,4.84160145,0.00798403,0.18397096,2.56706746,3.12922103,0.03904843,1.42611088
-4.75137569,4.99902992,0.00833263,0.18945555,2.65319921,3.23187765,0.03995036,1.47428422
-4.74537269,5.14496103,0.00867396,0.19470977,2.73628618,3.32555985,0.04091588,1.51921050
-4.73936968,5.27695033,0.00900375,0.19961936,2.81462939,3.40878529,0.04193702,1.56011205
-4.73336668,5.39287640,0.00931829,0.20408384,2.88670763,3.48028788,0.04300708,1.59630824
-4.72736368,5.49100448,0.00961463,0.20801855,2.95122080,3.53905622,0.04412081,1.62723733
-4.72136068,5.57003587,0.00989066,0.21135624,3.00712453,3.58436313,0.04527456,1.65247368
-4.71535768,5.62914108,0.01014525,0.21404804,3.05365470,3.61578492,0.04646625,1.67173974
-4.70935468,5.66797522,0.01037823,0.21606385,3.09034095,3.63320967,0.04769524,1.68491203
-4.70335168,5.68667535,0.01059046,0.21739210,3.11700848,3.63683420,0.04896206,1.69202105
-4.69734867,5.68583982,0.01078372,0.21803901,3.13376831,3.62714996,0.05026802,1.69324518
-4.69134567,5.66649087,0.01096061,0.21802723,3.14099635,3.60491861,0.05161482,1.68889873
-4.68534267,5.63002218,0.01112444,0.21739401,3.13930247,3.57113836,0.05300397,1.67941485
-4.67933967,5.57813399,0.01127901,0.21618897,3.12949094,3.52700276,0.05443623,1.66532415
-4.67333667,5.51275868,0.01142838,0.21447162,3.11251410,3.47385366,0.05591108,1.64722989
-4.66733367,5.43598030,0.01157667,0.21230848,3.08942167,3.41313062,0.05742614,1.62578116
-4.66133067,5.34995157,0.01172778,0.20977033,3.06130776,3.34631877,0.05897666,1.60164506
-4.65532766,5.25681195,0.01188516,0.20692924,3.02925827,3.27489752,0.06055515,1.57547928
-4.64932466,5.15861026,0.01205159,0.20385587,2.99430109,3.20029191,0.06215105,1.54790632
-4.64332166,5.05723504,0.01222897,0.20061689,2.95736108,3.12382882,0.06375053,1.51949030
-4.63731866,4.95435512,0.01241814,0.19727272,2.91922222,3.04669929,0.06533648,1.49071764
-4.63131566,4.85137281,0.01261883,0.19387563,2.88049806,2.96992842,0.06688865,1.46198196
-4.62531266,4.74939081,0.01282953,0.19046833,2.84161195,2.89435358,0.06838387,1.43357406
-4.61930965,4.64919394,0.01304756,0.18708292,2.80278755,2.82061129,0.06979657,1.40567716
-4.61330665,4.55124549,0.01326907,0.18374044,2.76404976,2.74913303,0.07109927,1.37836725
-4.60730365,4.45569767,0.01348919,0.18045082,2.72523571,2.68014924,0.07226334,1.35161853
-4.60130065,4.36241495,0.01370221,0.17721336,2.68601487,2.61370122,0.07325977,1.32531338
-4.59529765,4.27100854,0.01390177,0.17401760,2.64591709,2.54965949,0.07406005,1.29925617
-4.58929465,4.18087976,0.01408111,0.17084457,2.60436678,2.48774775,0.07463708,1.27319005
-4.58329165,4.09127000,0.01423333,0.16766833,2.56072150,2.42757087,0.07496605,1.24681593
-4.57728864,4.00131453,0.01435170,0.16445781,2.51431266,2.36864541,0.07502533,1.21981247
-4.57128564,3.91009763,0.01442988,0.16117868,2.46448647,2.31043144,0.07479727,1.19185623
-4.56528264,3.81670644,0.01446220,0.15779536,2.41064296,2.25236402,0.07426886,1.16264084
-4.55927964,3.72028134,0.01444388,0.15427299,2.35227126,2.19388321,0.07343227,1.13189460
-4.55327664,3.62006080,0.01437117,0.15057923,2.28897959,2.13446147,0.07228530,1.09939541
-4.54727364,3.51541910,0.01424157,0.14668598,2.22051865,2.07362760,0.07083150,1.06498282
-4.54127064,3.40589588,0.01405382,0.14257077,2.14679763,2.01098649,0.06908030,1.02856657
-4.53526763,3.29121675,0.01380798,0.13821787,2.06789231,1.94623434,0.06704676,0.99013144
-4.52926463,3.17130475,0.01350541,0.13361914,1.98404534,1.87916904,0.06475128,0.94973860
-4.52326163,3.04628291,0.01314869,0.12877444,1.89565907,1.80969594,0.06221912,0.90752335
-4.51725863,2.91646860,0.01274152,0.12369178,1.80328164,1.73782901,0.05947968,0.86368985
-4.51125563,2.78236044,0.01228857,0.11838713,1.70758738,1.66368797,0.05656586,0.81850312
-4.50525263,2.64461916,0.01179533,0.11288387,1.60935284,1.58749180,0.05351311,0.77227900
-4.49924962,2.50404366,0.01126791,0.10721206,1.50942982,1.50954936,0.05035866,0.72537260
-4.49324662,2.36154379,0.01071286,0.10140747,1.40871686,1.43024760,0.04714055,0.67816600
-4.48724362,2.21811124,0.01013700,0.09551044,1.30813055,1.35003836,0.04389682,0.63105565
-4.48124062,2.07479007,0.00954723,0.08956465,1.20857811,1.26942406,0.04066469,0.58444032
-4.47523762,1.93264793,0.00895040,0.08361590,1.11093218,1.18894325,0.03747984,0.53870978
-4.46923462,1.79274933,0.00835314,0.07771081,1.01600889,1.10915633,0.03437580,0.49423496
-4.46323162,1.65613147,0.00776176,0.07189570,0.92454982,1.03063209,0.03138343,0.45135960
-4.45722861,1.52378365,0.00718219,0.06621546,0.83720818,0.95393534,0.02853061,0.41039377
-4.45122561,1.39663031,0.00661991,0.06071269,0.75453949,0.87961601,0.02584197,0.37160928
-4.44522261,1.27551807,0.00607989,0.05542687,0.67699655,0.80819979,0.02333877,0.33523685
-4.43921961,1.16120658,0.00556660,0.05039383,0.60492840,0.74018052,0.02103896,0.30146511
-4.43321661,1.05436307,0.00508402,0.04564530,0.53858288,0.67601421,0.01895723,0.27044107
-4.42721361,0.95556008,0.00463563,0.04120871,0.47811213,0.61611469,0.01710524,0.24227184
-4.42121061,0.86527585,0.00422449,0.03710713,0.42358038,0.56085068,0.01549185,0.21702736
-4.41520760,0.78389698,0.00385319,0.03335932,0.37497335,0.51054411,0.01412339,0.19474381
-4.40920460,0.71172245,0.00352397,0.02997994,0.33220859,0.46546942,0.01300394,0.17542739
-4.40320160,0.64896857,0.00323871,0.02697983,0.29514614,0.42585352,0.01213567,0.15905818
-4.39719860,0.59577424,0.00299896,0.02436634,0.26359890,0.39187631,0.01151901,0.14559389
-4.39119560,0.55220589,0.00280595,0.02214370,0.23734241,0.36367121,0.01115294,0.13497324
-4.38519260,0.51826182,0.00266066,0.02031337,0.21612351,0.34132572,0.01103510,0.12711890
-4.37918959,0.49387543,0.00256373,0.01887438,0.19966788,0.32488168,0.01116192,0.12193980
-4.37318659,0.47891735,0.00251553,0.01782360,0.18768614,0.31433508,0.01152867,0.11933289
-4.36718359,0.47319614,0.00251610,0.01715594,0.17987866,0.30963537,0.01212943,0.11918424
-4.36118059,0.47645794,0.00256513,0.01686451,0.17593913,0.31068431,0.01295706,0.12136970
-4.35517759,0.48838491,0.00266191,0.01694068,0.17555695,0.31733425,0.01400315,0.12575509
-4.34917459,0.50859314,0.00280534,0.01737401,0.17841883,0.32938626,0.01525787,0.13219612
-4.34317159,0.53663013,0.00299381,0.01815218,0.18420965,0.34658806,0.01670991,0.14053823
-4.33716858,0.57197259,0.00322525,0.01926087,0.19261301,0.36863219,0.01834642,0.15061637
-4.33116558,0.61402488,0.00349705,0.02068353,0.20331159,0.39515464,0.02015291,0.16225511
-4.32516258,0.66211890,0.00380604,0.02240122,0.21598764,0.42573444,0.02211335,0.17526906
-4.31915958,0.71551565,0.00414852,0.02439245,0.23032376,0.45989432,0.02421018,0.18946369
-4.31315658,0.77340925,0.00452030,0.02663300,0.24600411,0.49710300,0.02642449,0.20463688
-4.30715358,0.83493356,0.00491668,0.02909594,0.26271620,0.53677923,0.02873623,0.22058097
