energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.85592796,1.84677100,0.00177603,0.02177024,0.04592575,0.76888993,1.49954606,0.41818565,0.00000000
-5.84992496,1.91905647,0.00203057,0.02396187,0.05088939,0.80074009,1.54135151,0.44857932,0.00000000
-5.84392196,1.98798920,0.00230673,0.02638907,0.05625569,0.83098946,1.57814576,0.48002612,0.00000000
-5.83791896,2.05373268,0.00260369,0.02907834,0.06203211,0.85960538,1.61008369,0.51252896,0.00000000
-5.83191596,2.11660413,0.00292026,0.03205862,0.06822608,0.88661619,1.63747933,0.54609497,0.00000000
-5.82591296,2.17706261,0.00325488,0.03536084,0.07484545,0.91210614,1.66079730,0.58073189,0.00000000
-5.81990995,2.23569123,0.00360561,0.03901723,0.08189905,0.93620774,1.68063825,0.61644415,0.00000000
-5.81390695,2.29317378,0.00397025,0.04306073,0.08939748,0.95909237,1.69771870,0.65322847,0.00000000
-5.80790395,2.35026688,0.00434642,0.04752415,0.09735413,0.98095907,1.71284592,0.69106937,0.00000000
-5.80190095,2.40776847,0.00473162,0.05243933,0.10578627,1.00202247,1.72688889,0.72993472,0.00000000
-5.79589795,2.46648408,0.00512342,0.05783633,0.11471624,1.02250011,1.74074643,0.76977154,0.00000000
-5.78989495,2.52719218,0.00551958,0.06374246,0.12417259,1.04260000,1.75531368,0.81050228,0.00000000
-5.78389195,2.59060996,0.00591821,0.07018144,0.13419111,1.06250889,1.77144842,0.85202159,0.00000000
-5.77788894,2.65736099,0.00631794,0.07717254,0.14481559,1.08238176,1.78993855,0.89419406,0.00000000
-5.77188594,2.72794598,0.00671807,0.08472977,0.15609824,1.10233318,1.81147196,0.93685264,0.00000000
-5.76588294,2.80271785,0.00711875,0.09286117,0.16809961,1.12243077,1.83661011,0.97979815,0.00000000
-5.75987994,2.88186199,0.00752108,0.10156818,0.18088800,1.14269107,1.86576625,1.02279972,0.00000000
-5.75387694,2.96538236,0.00792722,0.11084511,0.19453812,1.16307798,1.89918914,1.06559634,0.00000000
-5.74787394,3.05309401,0.00834045,0.12067871,0.20912912,1.18350372,1.93695282,1.10789939,0.00000000
-5.74187094,3.14462209,0.00876521,0.13104787,0.22474188,1.20383226,1.97895264,1.14939607,0.00000000
-5.73586793,3.23940725,0.00920703,0.14192342,0.24145567,1.22388495,2.02490774,1.18975393,0.00000000
-5.72986493,3.33671718,0.00967244,0.15326796,0.25934408,1.24344793,2.07436953,1.22862605,0.00000000
-5.72386193,3.43566369,0.01016884,0.16503588,0.27847058,1.26228109,2.12673579,1.26565704,0.00000000
-5.71785893,3.53522446,0.01070424,0.17717331,0.29888373,1.28012784,2.18126974,1.30048968,0.00000000
-5.71185593,3.63426882,0.01128704,0.18961822,0.32061217,1.29672549,2.23712302,1.33277192,0.00000000
-5.70585293,3.73158634,0.01192561,0.20230051,0.34365985,1.31181544,2.29336183,1.36216422,0.00000000
-5.69984992,3.82591724,0.01262801,0.21514219,0.36800150,1.32515291,2.34899501,1.38834699,0.00000000
-5.69384692,3.91598365,0.01340149,0.22805755,0.39357875,1.33651560,2.40300302,1.41102790,0.00000000
-5.68784392,4.00052053,0.01425210,0.24095346,0.42029702,1.34571107,2.45436679,1.42994886,0.00000000
-5.68184092,4.07830546,0.01518427,0.25372969,0.44802354,1.35258239,2.50209549,1.44489243,0.00000000
-5.67583792,4.14818642,0.01620033,0.26627949,0.47658656,1.35701206,2.54525232,1.45568744,0.00000000
-5.66983492,4.20910671,0.01730016,0.27849017,0.50577595,1.35892392,2.58297760,1.46221361,0.00000000
-5.66383192,4.26012672,0.01848086,0.29024405,0.53534520,1.35828322,2.61450857,1.46440496,0.00000000
-5.65782891,4.30044195,0.01973647,0.30141955,0.56501500,1.35509495,2.63919557,1.46225190,0.00000000
-5.65182591,4.32939706,0.02105783,0.31189267,0.59447808,1.34940066,2.65651425,1.45580183,0.00000000
-5.64582291,4.34649601,0.02243252,0.32153871,0.62340549,1.34127399,2.66607384,1.44515825,0.00000000
-5.63981991,4.35140814,0.02384494,0.33023432,0.65145394,1.33081544,2.66762136,1.43047836,0.00000000
-5.63381691,4.34397046,0.02527651,0.33785988,0.67827397,1.31814653,2.66104214,1.41196930,0.00000000
-5.62781391,4.32418636,0.02670602,0.34430211,0.70351878,1.30340396,2.64635680,1.38988298,0.00000000
-5.62181091,4.29222094,0.02811006,0.34945689,0.72685328,1.28673394,2.62371502,1.36450993,0.00000000
-5.61580790,4.24839351,0.02946367,0.35323218,0.74796308,1.26828711,2.59338653,1.33617221,0.00000000
-5.60980490,4.19316731,0.03074098,0.35555088,0.76656304,1.24821425,2.55574984,1.30521573,0.00000000
-5.60380190,4.12713708,0.03191596,0.35635367,0.78240505,1.22666296,2.51127899,1.27200227,0.00000000
-5.59779890,4.05101466,0.03296330,0.35560141,0.79528472,1.20377531,2.46052887,1.23690145,0.00000000
-5.59179590,3.96561309,0.03385919,0.35327732,0.80504677,1.17968657,2.40411965,1.20028295,0.00000000
-5.58579290,3.87182948,0.03458215,0.34938844,0.81158874,1.15452482,2.34272060,1.16250924,0.00000000
-5.57978989,3.77062705,0.03511379,0.34396657,0.81486317,1.12841138,2.27703394,1.12392907,0.00000000
-5.57378689,3.66301680,0.03543947,0.33706846,0.81487783,1.10146180,2.20777890,1.08487184,0.00000000
-5.56778389,3.55003909,0.03554888,0.32877518,0.81169438,1.07378722,2.13567676,1.04564308,0.00000000
-5.56178089,3.43274565,0.03543642,0.31919076,0.80542519,1.04549590,2.06143683,1.00652106,0.00000000
-5.55577789,3.31218245,0.03510149,0.30844007,0.79622882,1.01669481,1.98574415,0.96775460,0.00000000
-5.54977489,3.18937388,0.03454850,0.29666604,0.78430419,0.98749093,1.90924883,0.92956219,0.00000000
-5.54377189,3.06530876,0.03378682,0.28402626,0.76988377,0.95799242,1.83255766,0.89213221,0.00000000
-5.53776888,2.94092843,0.03283047,0.27068927,0.75322624,0.92830942,1.75622785,0.85562428,0.00000000
-5.53176588,2.81711750,0.03169768,0.25683053,0.73460879,0.89855464,1.68076324,0.82017172,0.00000000
-5.52576288,2.69469745,0.03041037,0.24262826,0.71431949,0.86884366,1.60661293,0.78588474,0.00000000
-5.51975988,2.57442310,0.02899339,0.22825955,0.69265012,0.83929517,1.53417213,0.75285451,0.00000000
-5.51375688,2.45698226,0.02747382,0.21389656,0.66988965,0.81003118,1.46378527,0.72115767,0.00000000
-5.50775388,2.34299819,0.02588016,0.19970329,0.64631858,0.78117730,1.39575091,0.69086122,0.00000000
-5.50175088,2.23303470,0.02424147,0.18583281,0.62220440,0.75286317,1.33032810,0.66202759,0.00000000
-5.49574787,2.12760336,0.02258665,0.17242517,0.59779814,0.72522324,1.26774384,0.63471951,0.00000000
-5.48974487,2.02717239,0.02094364,0.15960601,0.57333210,0.69839760,1.20820097,0.60900471,0.00000000
-5.48374187,1.93217631,0.01933875,0.14748584,0.54901865,0.67253314,1.15188611,0.58496000,0.00000000
-5.47773887,1.84302587,0.01779613,0.13615997,0.52504992,0.64778471,1.09897704,0.56267459,0.00000000
-5.47173587,1.76011716,0.01633729,0.12570912,0.50159830,0.62431631,1.04964897,0.54225261,0.00000000
-5.46573287,1.68383939,0.01498070,0.11620049,0.47881741,0.60230194,1.00407940,0.52381440,0.00000000
-5.45972986,1.61458054,0.01374161,0.10768920,0.45684343,0.58192610,0.96245108,0.50749672,0.00000000
-5.45372686,1.55273031,0.01263188,0.10022007,0.43579644,0.56338371,0.92495284,0.49345162,0.00000000
-5.44772386,1.49867997,0.01165994,0.09382942,0.41578164,0.54687911,0.89177830,0.48184405,0.00000000
-5.44172086,1.45281895,0.01083089,0.08854698,0.39689029,0.53262425,0.86312235,0.47284826,0.00000000
-5.43571786,1.41552811,0.01014659,0.08439754,0.37920023,0.52083583,0.83917557,0.46664296,0.00000000
-5.42971486,1.38716989,0.00960588,0.08140241,0.36277586,0.51173134,0.82011696,0.46340560,0.00000000
-5.42371186,1.36807589,0.00920480,0.07958052,0.34766778,0.50552418,0.80610528,0.46330578,0.00000000
-5.41770885,1.35853224,0.00893689,0.07894910,0.33391192,0.50241778,0.79726954,0.46649818,0.00000000
-5.41170585,1.35876376,0.00879350,0.07952392,0.32152844,0.50259915,0.79369916,0.47311516,0.00000000
-5.40570285,1.36891747,0.00876407,0.08131900,0.31052047,0.50623178,0.79543433,0.48325951,0.00000000
-5.39969985,1.38904660,0.00883653,0.08434594,0.30087289,0.51344841,0.80245720,0.49699742,0.00000000
-5.39369685,1.41909571,0.00899754,0.08861271,0.29255137,0.52434387,0.81468440,0.51435218,0.00000000
-5.38769385,1.45888794,0.00923293,0.09412222,0.28550174,0.53896826,0.83196121,0.53529868,0.00000000
-5.38169085,1.50811493,0.00952792,0.10087043,0.27964990,0.55732087,0.85405794,0.55975909,0.00000000
-5.37568784,1.56633004,0.00986753,0.10884435,0.27490246,0.57934494,0.88066855,0.58759978,0.00000000
-5.36968484,1.63294527,0.01023685,0.11801995,0.27114801,0.60492372,0.91141179,0.61862964,0.00000000
-5.36368184,1.70723204,0.01062133,0.12836000,0.26825912,0.63387778,0.94583466,0.65259986,0.00000000
-5.35767884,1.78832588,0.01100710,0.13981211,0.26609508,0.66596388,0.98341819,0.68920518,0.00000000
-5.35167584,1.87523485,0.01138118,0.15230690,0.26450519,0.70087538,1.02358530,0.72808649,0.00000000
-5.34567284,1.96685148,0.01173177,0.16575666,0.26333255,0.73824419,1.06571025,0.76883482,0.00000000
-5.33966983,2.06196769,0.01204839,0.18005429,0.26241814,0.77764436,1.10912950,0.81099640,0.00000000
-5.33366683,2.15929235,0.01232209,0.19507282,0.26160502,0.81859702,1.15315340,0.85407887,0.00000000
-5.32766383,2.25747080,0.01254557,0.21066561,0.26074248,0.86057686,1.19707839,0.89755824,0.00000000
-5.32166083,2.35510592,0.01271323,0.22666703,0.25968996,0.90301964,1.24019923,0.94088665,0.00000000
-5.31565783,2.45078022,0.01282120,0.24289396,0.25832055,0.94533099,1.28182104,0.98350066,0.00000000
-5.30965483,2.54307844,0.01286737,0.25914788,0.25652390,0.98689596,1.32127072,1.02482993,0.00000000
-5.30365183,2.63061028,0.01285127,0.27521769,0.25420853,1.02708942,1.35790761,1.06430635,0.00000000
-5.29764882,2.71203306,0.01277400,0.29088314,0.25130342,1.06528703,1.39113333,1.10137317,0.00000000
-5.29164582,2.78607383,0.01263807,0.30591876,0.24775884,1.10087657,1.42040058,1.13549449,0.00000000
-5.28564282,2.85155093,0.01244726,0.32009835,0.24354650,1.13326949,1.44522105,1.16616464,0.00000000
-5.27963982,2.90739463,0.01220638,0.33319970,0.23865898,1.16191251,1.46517238,1.19291757,0.00000000
-5.27363682,2.95266679,0.01192109,0.34500964,0.23310858,1.18629895,1.47990426,1.21533605,0.00000000
-5.26763382,2.98657921,0.01159770,0.35532908,0.22692578,1.20597972,1.48914376,1.23306066,0.00000000
-5.26163082,3.00851047,0.01124295,0.36397794,0.22015719,1.22057356,1.49269986,1.24579826,0.00000000
-5.25562781,3.01802092,0.01086383,0.37079986,0.21286335,1.22977642,1.49046725,1.25332983,0.00000000
-5.24962481,3.01486535,0.01046741,0.37566642,0.20511637,1.23336960,1.48242930,1.25551744,0.00000000
-5.24362181,2.99900306,0.01006068,0.37848084,0.19699756,1.23122641,1.46866016,1.25231008,0.00000000
-5.23761881,2.97060464,0.00965042,0.37918089,0.18859511,1.22331713,1.44932579,1.24374808,0.00000000
-5.23161581,2.93005506,0.00924313,0.37774096,0.18000194,1.20971195,1.42468377,1.22996585,0.00000000
-5.22561281,2.87795265,0.00884496,0.37417323,0.17131371,1.19058173,1.39508167,1.21119261,0.00000000
-5.21960980,2.81510337,0.00846162,0.36852777,0.16262709,1.16619639,1.36095382,1.18775104,0.00000000
-5.21360680,2.74251032,0.00809840,0.36089167,0.15403827,1.13692086,1.32281620,1.16005351,0.00000000
-5.20760380,2.66135811,0.00776012,0.35138720,0.14564168,1.10320860,1.28125945,1.12859594,0.00000000
-5.20160080,2.57299229,0.00745116,0.34016891,0.13752892,1.06559271,1.23693980,1.09394918,0.00000000
-5.19559780,2.47889400,0.00717542,0.32741997,0.12978792,1.02467483,1.19056806,1.05674816,0.00000000
-5.18959480,2.38065039,0.00693637,0.31334782,0.12250224,0.98111213,1.14289671,1.01767884,0.00000000
-5.18359180,2.27992144,0.00673702,0.29817910,0.11575039,0.93560275,1.09470540,0.97746343,0.00000000
-5.17758879,2.17840408,0.00657993,0.28215440,0.10960542,0.88886998,1.04678514,0.93684421,0.00000000
-5.17158579,2.07779474,0.00646723,0.26552261,0.10413438,0.84164592,0.99992157,0.89656652,0.00000000
-5.16558279,1.97975147,0.00640060,0.24853544,0.09939792,0.79465492,0.95487801,0.85736136,0.00000000
-5.15957979,1.88585686,0.00638125,0.23144203,0.09544989,0.74859746,0.91237853,0.81992826,0.00000000
-5.15357679,1.79758309,0.00640997,0.21448395,0.09233689,0.70413502,0.87309198,0.78491908,0.00000000
-5.14757379,1.71626033,0.00648711,0.19789072,0.09009794,0.66187636,0.83761730,0.75292310,0.00000000
-5.14157079,1.64304948,0.00661258,0.18187601,0.08876410,0.62236566,0.80647072,0.72445419,0.00000000
-5.13556778,1.57892033,0.00678590,0.16663452,0.08835815,0.58607301,0.78007550,0.69994022,0.00000000
-5.12956478,1.52463577,0.00700624,0.15233970,0.08889437,0.55338731,0.75875427,0.67971535,0.00000000
-5.12356178,1.48074252,0.00727244,0.13914219,0.09037837,0.52461190,0.74272467,0.66401522,0.00000000
-5.11755878,1.44756862,0.00758312,0.12716918,0.09280705,0.49996290,0.73209804,0.65297521,0.00000000
-5.11155578,1.42522755,0.00793671,0.11652431,0.09616875,0.47957024,0.72688152,0.64663185,0.00000000
-5.10555278,1.41362877,0.00833156,0.10728838,0.10044344,0.46348117,0.72698326,0.64492714,0.00000000
-5.09954977,1.41249383,0.00876600,0.09952044,0.10560323,0.45166601,0.73222050,0.64771558,0.00000000
-5.09354677,1.42137750,0.00923844,0.09325940,0.11161289,0.44402581,0.74233031,0.65477356,0.00000000
-5.08754377,1.43969272,0.00974742,0.08852580,0.11843072,0.44040153,0.75698226,0.66581064,0.00000000
-5.08154077,1.46673831,0.01029167,0.08532378,0.12600940,0.44058422,0.77579274,0.68048225,0.00000000
-5.07553777,1.50172815,0.01087013,0.08364299,0.13429705,0.44432585,0.79834001,0.69840320,0.00000000
-5.06953477,1.54382062,0.01148197,0.08346049,0.14323842,0.45135014,0.82417960,0.71916147,0.00000000
-5.06353177,1.59214699,0.01212651,0.08474227,0.15277599,0.46136310,0.85285916,0.74233168,0.00000000
-5.05752876,1.64583759,0.01280320,0.08744466,0.16285120,0.47406275,0.88393226,0.76748769,0.00000000
-5.05152576,1.70404479,0.01351148,0.09151530,0.17340551,0.48914770,0.91697047,0.79421386,0.00000000
-5.04552276,1.76596178,0.01425065,0.09689376,0.18438138,0.50632420,0.95157331,0.82211448,0.00000000
-5.03951976,1.83083668,0.01501968,0.10351192,0.19572303,0.52531161,0.98737551,0.85082121,0.00000000
-5.03351676,1.89798141,0.01581705,0.11129386,0.20737699,0.54584595,1.02405154,0.87999807,0.00000000
-5.02751376,1.96677532,0.01664052,0.12015568,0.21929232,0.56768172,1.06131710,0.90934412,0.00000000
-5.02151076,2.03666363,0.01748695,0.13000505,0.23142058,0.59059182,1.09892770,0.93859375,0.00000000
-5.01550775,2.10715112,0.01835207,0.14074067,0.24371540,0.61436590,1.13667455,0.96751470,0.00000000
-5.00950475,2.17779179,0.01923041,0.15225177,0.25613182,0.63880741,1.17437797,0.99590421,0.00000000
-5.00350175,2.24817522,0.02011508,0.16441775,0.26862525,0.66372940,1.21187897,1.02358357,0.00000000
-4.99749875,2.31791091,0.02099782,0.17710798,0.28115025,0.68894978,1.24902946,1.05039156,0.00000000
-4.99149575,2.38661150,0.02186892,0.19018196,0.29365913,0.71428621,1.28568168,1.07617728,0.00000000
-4.98549275,2.45387626,0.02271741,0.20348981,0.30610046,0.73955109,1.32167778,1.10079295,0.00000000
-4.97948974,2.51927603,0.02353115,0.21687323,0.31841760,0.76454713,1.35683997,1.12408719,0.00000000
-4.97348674,2.58234067,0.02429714,0.23016692,0.33054735,0.78906375,1.39096210,1.14589926,0.00000000
-4.96748374,2.64254996,0.02500180,0.24320043,0.34241887,0.81287475,1.42380317,1.16605471,0.00000000
-4.96148074,2.69932895,0.02563141,0.25580051,0.35395295,0.83573743,1.45508327,1.18436282,0.00000000
-4.95547774,2.75204795,0.02617254,0.26779381,0.36506167,0.85739337,1.48448234,1.20061604,0.00000000
-4.94947474,2.80002774,0.02661252,0.27900990,0.37564872,0.87757092,1.51164192,1.21459155,0.00000000
-4.94347174,2.84254984,0.02693993,0.28928461,0.38561025,0.89598938,1.53616991,1.22605493,0.00000000
-4.93746873,2.87887157,0.02714506,0.29846335,0.39483636,0.91236481,1.55764834,1.23476584,0.00000000
-4.93146573,2.90824535,0.02722041,0.30640457,0.40321333,0.92641724,1.57564373,1.24048545,0.00000000
-4.92546273,2.92994148,0.02716102,0.31298300,0.41062637,0.93787893,1.58971974,1.24298521,0.00000000
-4.91945973,2.94327337,0.02696480,0.31809274,0.41696303,0.94650348,1.59945153,1.24205669,0.00000000
-4.91345673,2.94762421,0.02663274,0.32164991,0.42211705,0.95207526,1.60444122,1.23752183,0.00000000
-4.90745373,2.94247369,0.02616904,0.32359490,0.42599253,0.95441889,1.60433372,1.22924318,0.00000000
-4.90145073,2.92742373,0.02558110,0.32389404,0.42850833,0.95340813,1.59883233,1.21713367,0.00000000
-4.89544772,2.90222188,0.02487941,0.32254068,0.42960246,0.94897394,1.58771327,1.20116525,0.00000000
-4.88944472,2.86678129,0.02407732,0.31955560,0.42923624,0.94111126,1.57083848,1.18137608,0.00000000
-4.88344172,2.82119625,0.02319074,0.31498672,0.42739809,0.92988406,1.54816614,1.15787589,0.00000000
-4.87743872,2.76575242,0.02223772,0.30890817,0.42410666,0.91542849,1.51975839,1.13084899,0.00000000
-4.87143572,2.70093114,0.02123797,0.30141864,0.41941318,0.89795373,1.48578569,1.10055501,0.00000000
-4.86543272,2.62740739,0.02021234,0.29263915,0.41340278,0.87774055,1.44652774,1.06732694,0.00000000
-4.85942971,2.54604122,0.01918223,0.28271026,0.40619466,0.85513734,1.40237065,1.03156662,0.00000000
-4.85342671,2.45786270,0.01816906,0.27178880,0.39794101,0.83055371,1.35380055,0.99373769,0.00000000
-4.84742371,2.36405078,0.01719364,0.26004420,0.38882461,0.80445175,1.30139354,0.95435608,0.00000000
-4.84142071,2.26590655,0.01627569,0.24765456,0.37905507,0.77733509,1.24580260,0.91397850,0.00000000
-4.83541771,2.16482174,0.01543327,0.23480255,0.36886388,0.74973609,1.18774160,0.87318895,0.00000000
-4.82941471,2.06224346,0.01468236,0.22167124,0.35849818,0.72220151,1.12796720,0.83258398,0.00000000
-4.82341171,1.95963629,0.01403646,0.20844001,0.34821369,0.69527704,1.06725906,0.79275693,0.00000000
-4.81740870,1.85844297,0.01350623,0.19528066,0.33826675,0.66949133,1.00639933,0.75428180,0.00000000
-4.81140570,1.76004519,0.01309931,0.18235373,0.32890600,0.64533983,0.94615188,0.71769717,0.00000000
-4.80540270,1.66572570,0.01282007,0.16980531,0.32036382,0.62326926,0.88724224,0.68349085,0.00000000
-4.79939970,1.57663311,0.01266958,0.15776426,0.31284797,0.60366308,0.83033895,0.65208572,0.00000000
-4.79339670,1.49375083,0.01264557,0.14634001,0.30653379,0.58682869,0.77603683,0.62382727,0.00000000
-4.78739370,1.41787105,0.01274249,0.13562091,0.30155722,0.57298677,0.72484300,0.59897339,0.00000000
-4.78139070,1.34957496,0.01295172,0.12567331,0.29800905,0.56226323,0.67716597,0.57768673,0.00000000
-4.77538769,1.28921982,0.01326172,0.11654119,0.29593059,0.55468424,0.63330812,0.56003005,0.00000000
-4.76938469,1.23693340,0.01365839,0.10824653,0.29531112,0.55017456,0.59346205,0.54596467,0.00000000
-4.76338169,1.19261612,0.01412541,0.10079021,0.29608710,0.54855930,0.55771050,0.53535225,0.00000000
-4.75737869,1.15595074,0.01464472,0.09415355,0.29814344,0.54956918,0.52603006,0.52795987,0.00000000
-4.75137569,1.12641922,0.01519692,0.08830030,0.30131665,0.55284917,0.49829836,0.52346821,0.00000000
-4.74537269,1.10332628,0.01576185,0.08317906,0.30539988,0.55797023,0.47430429,0.52148272,0.00000000
-4.73936968,1.08582863,0.01631915,0.07872606,0.31014963,0.56444381,0.45376107,0.52154730,0.00000000
-4.73336668,1.07296890,0.01684876,0.07486806,0.31529400,0.57173857,0.43632129,0.52316006,0.00000000
-4.72736368,1.06371287,0.01733154,0.07152549,0.32054200,0.57929862,0.42159368,0.52579067,0.00000000
-4.72136068,1.05698878,0.01774974,0.06861547,0.32559365,0.58656279,0.40916062,0.52889853,0.00000000
-4.71535768,1.05172716,0.01808753,0.06605481,0.33015046,0.59298405,0.39859612,0.53195127,0.00000000
-4.70935468,1.04689978,0.01833142,0.06376276,0.33392583,0.59804827,0.38948329,0.53444276,0.00000000
-4.70335168,1.04155635,0.01847058,0.06166349,0.33665496,0.60129182,0.38143104,0.53591005,0.00000000
-4.69734867,1.03485763,0.01849714,0.05968824,0.33810383,0.60231713,0.37408917,0.53594861,0.00000000
-4.69134567,1.02610397,0.01840634,0.05777707,0.33807698,0.60080573,0.36716175,0.53422536,0.00000000
-4.68534267,1.01475831,0.01819658,0.05588013,0.33642368,0.59652825,0.36041807,0.53048894,0.00000000
-4.67933967,1.00046301,0.01786937,0.05395856,0.33304235,0.58935122,0.35370126,0.52457705,0.00000000
-4.67333667,0.98305022,0.01742920,0.05198490,0.32788302,0.57924019,0.34693409,0.51642059,0.00000000
-4.66733367,0.96254547,0.01688327,0.04994311,0.32094787,0.56625955,0.34012212,0.50604450,0.00000000
-4.66133067,0.93916490,0.01624118,0.04782823,0.31228979,0.55056882,0.33335410,0.49356548,0.00000000
-4.65532766,0.91330622,0.01551451,0.04564566,0.30200920,0.53241595,0.32679973,0.47918667,0.00000000
-4.64932466,0.88553418,0.01471639,0.04341027,0.29024925,0.51212793,0.32070494,0.46318973,0.00000000
-4.64332166,0.85656116,0.01386106,0.04114520,0.27718974,0.49009916,0.31538493,0.44592458,0.00000000
-4.63731866,0.82722381,0.01296332,0.03888062,0.26304003,0.46677827,0.31121510,0.42779742,0.00000000
-4.63131566,0.79845646,0.01203813,0.03665234,0.24803130,0.44265379,0.30862023,0.40925731,0.00000000
-4.62531266,0.77126251,0.01110016,0.03450041,0.23240860,0.41823947,0.30806218,0.39078210,0.00000000
-4.61930965,0.74668441,0.01016337,0.03246782,0.21642282,0.39405954,0.31002629,0.37286396,0.00000000
-4.61330665,0.72577324,0.00924075,0.03059911,0.20032320,0.37063470,0.31500683,0.35599508,0.00000000
-4.60730365,0.70955860,0.00834403,0.02893923,0.18435032,0.34846897,0.32349178,0.34065402,0.00000000
-4.60130065,0.69901954,0.00748349,0.02753236,0.16873010,0.32803789,0.33594712,0.32729291,0.00000000
-4.59529765,0.69505693,0.00666791,0.02642092,0.15366868,0.30977827,0.35280112,0.31632592,0.00000000
-4.58929465,0.69846809,0.00590451,0.02564465,0.13934854,0.29407960,0.37442867,0.30811912,0.00000000
-4.58329165,0.70992380,0.00519904,0.02523980,0.12592563,0.28127719,0.40113625,0.30298199,0.00000000
-4.57728864,0.72994821,0.00455584,0.02523835,0.11352767,0.27164703,0.43314771,0.30116059,0.00000000
-4.57128564,0.75890204,0.00397807,0.02566734,0.10225354,0.26540231,0.47059137,0.30283251,0.00000000
-4.56528264,0.79696929,0.00346790,0.02654828,0.09217345,0.26269148,0.51348882,0.30810358,0.00000000
-4.55927964,0.84414783,0.00302674,0.02789654,0.08332999,0.26359778,0.56174587,0.31700640,0.00000000
-4.55327664,0.90024425,0.00265554,0.02972090,0.07573982,0.26814012,0.61514615,0.32950064,0.00000000
-4.54727364,0.96487317,0.00235505,0.03202303,0.06939575,0.27627518,0.67334773,0.34547511,0.00000000
-4.54127064,1.03746131,0.00212605,0.03479724,0.06426922,0.28790064,0.73588324,0.36475151,0.00000000
-4.53526763,1.11725665,0.00196969,0.03803017,0.06031295,0.30285963,0.80216375,0.38708992,0.00000000
-4.52926463,1.20334264,0.00188764,0.04170071,0.05746366,0.32094608,0.87148673,0.41219587,0.00000000
-4.52326163,1.29465761,0.00188233,0.04578010,0.05564482,0.34191125,0.94304809,0.43972885,0.00000000
-4.51725863,1.39001914,0.00195707,0.05023224,0.05476928,0.36547109,1.01595831,0.46931232,0.00000000
-4.51125563,1.48815301,0.00211618,0.05501415,0.05474187,0.39131464,1.08926242,0.50054476,0.00000000
-4.50525263,1.58772631,0.00236502,0.06007680,0.05546180,0.41911312,1.16196333,0.53301170,0.00000000
-4.49924962,1.68738367,0.00270997,0.06536614,0.05682495,0.44852974,1.23304799,0.56629838,0.00000000
-4.49324662,1.78578568,0.00315831,0.07082429,0.05872605,0.47922989,1.30151547,0.60000260,0.00000000
