energy_ev,total_up,Hg_p_up,Hg_d_up,P_s_up,P_p_up,Te_p_up,Te_d_up
-5.80790395,1.26921774,0.81392037,0.23799591,0.03384660,0.28858161,0.24599675,0.00000000
-5.80190095,1.25577043,0.78582106,0.23899801,0.03285478,0.27651850,0.24190660,0.00000000
-5.79589795,1.24678353,0.76204428,0.24085730,0.03221709,0.26553156,0.23921610,0.00000000
-5.78989495,1.24318618,0.74355970,0.24371656,0.03200684,0.25593850,0.23814997,0.00000000
-5.78389195,1.24585198,0.73124633,0.24771321,0.03229719,0.24803563,0.23889931,0.00000000
-5.77788894,1.25558113,0.72587625,0.25297619,0.03315996,0.24209229,0.24161781,0.00000000
-5.77188594,1.27308417,0.72810090,0.25962306,0.03466438,0.23834600,0.24641914,0.00000000
-5.76588294,1.29896682,0.73843991,0.26775693,0.03687570,0.23699809,0.25337533,0.00000000
-5.75987994,1.33371577,0.75727211,0.27746359,0.03985363,0.23820993,0.26251627,0.00000000
-5.75387694,1.37768509,0.78482830,0.28880830,0.04365069,0.24209947,0.27382991,0.00000000
-5.74787394,1.43108320,0.82118586,0.30183276,0.04831038,0.24873831,0.28726334,0.00000000
-5.74187094,1.49396040,0.86626468,0.31655183,0.05386526,0.25814898,0.30272437,0.00000000
-5.73586793,1.56619714,0.91982462,0.33295042,0.06033493,0.27030276,0.32008365,0.00000000
-5.72986493,1.64749366,0.98146460,0.35098043,0.06772410,0.28511793,0.33917722,0.00000000
-5.72386193,1.73736141,1.05062335,0.37055810,0.07602069,0.30245869,0.35980938,0.00000000
-5.71785893,1.83511724,1.12658243,0.39156172,0.08519419,0.32213486,0.38175592,0.00000000
-5.71185593,1.93988119,1.20847183,0.41383019,0.09519432,0.34390262,0.40476769,0.00000000
-5.70585293,2.05057877,1.29527860,0.43716241,0.10595017,0.36746636,0.42857448,0.00000000
-5.69984992,2.16594877,1.38585910,0.46131787,0.11736994,0.39248198,0.45288936,0.00000000
-5.69384692,2.28455713,1.47895507,0.48601855,0.12934126,0.41856167,0.47741341,0.00000000
-5.68784392,2.40481754,1.57321391,0.51095221,0.14173240,0.44528024,0.50184085,0.00000000
-5.68184092,2.52501882,1.66721303,0.53577733,0.15439417,0.47218303,0.52586467,0.00000000
-5.67583792,2.64335895,1.75948813,0.56012943,0.16716271,0.49879537,0.54918256,0.00000000
-5.66983492,2.75798502,1.84856481,0.58362887,0.17986301,0.52463325,0.57150313,0.00000000
-5.66383192,2.86703810,1.93299279,0.60588986,0.19231311,0.54921499,0.59255224,0.00000000
-5.65782891,2.96870154,2.01138155,0.62653035,0.20432887,0.57207358,0.61207922,0.00000000
-5.65182591,3.06125073,2.08243618,0.64518258,0.21572911,0.59276910,0.62986275,0.00000000
-5.64582291,3.14310246,2.14499200,0.66150371,0.22634086,0.61090089,0.64571618,0.00000000
-5.63981991,3.21286137,2.19804626,0.67518609,0.23600458,0.62611876,0.65949183,0.00000000
-5.63381691,3.26936142,2.24078565,0.68596689,0.24457902,0.63813289,0.67108426,0.00000000
-5.62781391,3.31170019,2.27260794,0.69363625,0.25194552,0.64672186,0.68043206,0.00000000
-5.62181091,3.33926423,2.29313693,0.69804396,0.25801150,0.65173842,0.68751803,0.00000000
-5.61580790,3.35174391,2.30222946,0.69910394,0.26271300,0.65311276,0.69236771,0.00000000
-5.60980490,3.34913718,2.29997440,0.69679659,0.26601607,0.65085307,0.69504623,0.00000000
-5.60380190,3.33174159,2.28668323,0.69116867,0.26791700,0.64504335,0.69565347,0.00000000
-5.59779890,3.30013523,2.26287285,0.68233075,0.26844130,0.63583864,0.69431788,0.00000000
-5.59179590,3.25514745,2.22924128,0.67045250,0.26764160,0.62345784,0.69118912,0.00000000
-5.58579290,3.19782084,2.18663755,0.65575586,0.26559449,0.60817449,0.68643000,0.00000000
-5.57978989,3.12936669,2.13602729,0.63850652,0.26239646,0.59030612,0.68020809,0.00000000
-5.57378689,3.05111609,2.07845568,0.61900427,0.25815938,0.57020239,0.67268745,0.00000000
-5.56778389,2.96446943,2.01500969,0.59757250,0.25300542,0.54823296,0.66402106,0.00000000
-5.56178089,2.87084668,1.94678135,0.57454751,0.24706207,0.52477536,0.65434429,0.00000000
-5.55577789,2.77164112,1.87483387,0.55026811,0.24045720,0.50020355,0.64376977,0.00000000
-5.54977489,2.66817843,1.80017193,0.52506594,0.23331459,0.47487755,0.63238411,0.00000000
-5.54377189,2.56168310,1.72371754,0.49925691,0.22575017,0.44913463,0.62024641,0.00000000
-5.53776888,2.45325312,1.64629191,0.47313411,0.21786893,0.42328225,0.60738878,0.00000000
-5.53176588,2.34384378,1.56860416,0.44696240,0.20976283,0.39759288,0.59381884,0.00000000
-5.52576288,2.23426045,1.49124640,0.42097472,0.20150959,0.37230087,0.57952371,0.00000000
-5.51975988,2.12516001,1.41469518,0.39537013,0.19317248,0.34760117,0.56447559,0.00000000
-5.51375688,2.01705972,1.33931824,0.37031356,0.18480087,0.32364984,0.54863822,0.00000000
-5.50775388,1.91035235,1.26538581,0.34593696,0.17643157,0.30056606,0.53197388,0.00000000
-5.50175088,1.80532581,1.19308519,0.32234164,0.16809069,0.27843526,0.51445051,0.00000000
-5.49574787,1.70218549,1.12253730,0.29960161,0.15979593,0.25731326,0.49604837,0.00000000
-5.48974487,1.60107768,1.05381407,0.27776738,0.15155903,0.23723088,0.47676598,0.00000000
-5.48374187,1.50211221,0.98695547,0.25687022,0.14338822,0.21819875,0.45662475,0.00000000
-5.47773887,1.40538313,0.92198512,0.23692626,0.13529050,0.20021215,0.43567230,0.00000000
-5.47173587,1.31098611,0.85892379,0.21794052,0.12727369,0.18325547,0.41398406,0.00000000
-5.46573287,1.21903195,0.79780021,0.19991047,0.11934796,0.16730625,0.39166332,0.00000000
-5.45972986,1.12965580,0.73865884,0.18282901,0.11152698,0.15233864,0.36883963,0.00000000
-5.45372686,1.04302199,0.68156473,0.16668690,0.10382853,0.13832616,0.34566577,0.00000000
-5.44772386,0.95932494,0.62660550,0.15147456,0.09627463,0.12524393,0.32231354,0.00000000
-5.44172086,0.87878651,0.57389093,0.13718328,0.08889126,0.11307018,0.29896868,0.00000000
-5.43571786,0.80165091,0.52355058,0.12380591,0.08170768,0.10178740,0.27582523,0.00000000
-5.42971486,0.72817769,0.47573021,0.11133713,0.07475547,0.09138299,0.25307972,0.00000000
-5.42371186,0.65863402,0.43058741,0.09977352,0.06806749,0.08184971,0.23092553,0.00000000
-5.41770885,0.59328705,0.38828726,0.08911331,0.06167663,0.07318598,0.20954773,0.00000000
-5.41170585,0.53239719,0.34899841,0.07935623,0.05561470,0.06539608,0.18911863,0.00000000
-5.40570285,0.47621285,0.31289013,0.07050333,0.04991137,0.05849053,0.16979436,0.00000000
-5.39969985,0.42496720,0.28013055,0.06255690,0.04459327,0.05248646,0.15171243,0.00000000
-5.39369685,0.37887710,0.25088631,0.05552059,0.03968340,0.04740819,0.13499042,0.00000000
-5.38769385,0.33814422,0.22532362,0.04939973,0.03520063,0.04328799,0.11972585,0.00000000
-5.38169085,0.30295814,0.20361049,0.04420175,0.03115958,0.04016684,0.10599693,0.00000000
-5.37568784,0.27350107,0.18592004,0.03993681,0.02757062,0.03809534,0.09386429,0.00000000
-5.36968484,0.24995350,0.17243431,0.03661842,0.02444017,0.03713446,0.08337327,0.00000000
-5.36368184,0.23250038,0.16334818,0.03426405,0.02177098,0.03735615,0.07455670,0.00000000
-5.35767884,0.22133678,0.15887286,0.03289572,0.01956271,0.03884366,0.06743791,0.00000000
-5.35167584,0.21667246,0.15923828,0.03254022,0.01781237,0.04169130,0.06203361,0.00000000
-5.34567284,0.21873461,0.16469404,0.03322917,0.01651481,0.04600370,0.05835658,0.00000000
-5.33966983,0.22776793,0.17550811,0.03499855,0.01566318,0.05189424,0.05641778,0.00000000
-5.33366683,0.24403169,0.19196307,0.03788786,0.01524923,0.05948273,0.05622788,0.00000000
-5.32766383,0.26779323,0.21434950,0.04193868,0.01526349,0.06889206,0.05779796,0.00000000
-5.32166083,0.29931770,0.24295633,0.04719270,0.01569529,0.08024400,0.06113928,0.00000000
-5.31565783,0.33885415,0.27805808,0.05368923,0.01653260,0.09365404,0.06626218,0.00000000
-5.30965483,0.38661806,0.31989937,0.06146215,0.01776181,0.10922532,0.07317411,0.00000000
-5.30365183,0.44277096,0.36867682,0.07053652,0.01936729,0.12704195,0.08187678,0.00000000
-5.29764882,0.50739776,0.42451918,0.08092479,0.02133086,0.14716176,0.09236272,0.00000000
-5.29164582,0.58048284,0.48746634,0.09262296,0.02363131,0.16960884,0.10461133,0.00000000
-5.28564282,0.66188609,0.55744823,0.10560672,0.02624384,0.19436617,0.11858468,0.00000000
-5.27963982,0.75132021,0.63426479,0.11982785,0.02913958,0.22136880,0.13422339,0.00000000
-5.27363682,0.84833079,0.71756814,0.13521109,0.03228525,0.25049777,0.15144276,0.00000000
-5.26763382,0.95228054,0.80684823,0.15165174,0.03564296,0.28157550,0.17012958,0.00000000
-5.26163082,1.06233923,0.90142334,0.16901413,0.03917023,0.31436278,0.19013991,0.00000000
-5.25562781,1.17748046,1.00043626,0.18713123,0.04282030,0.34855785,0.21129790,0.00000000
-5.24962481,1.29648647,1.10285737,0.20580554,0.04654264,0.38379784,0.23339615,0.00000000
-5.24362181,1.41796155,1.20749513,0.22481133,0.05028376,0.41966287,0.25619763,0.00000000
-5.23761881,1.54035443,1.31301425,0.24389826,0.05398832,0.45568268,0.27943913,0.00000000
-5.23161581,1.66198941,1.41796163,0.26279648,0.05760041,0.49134601,0.30283648,0.00000000
-5.22561281,1.78110570,1.52079941,0.28122285,0.06106505,0.52611232,0.32609123,0.00000000
-5.21960980,1.89590358,1.61994433,0.29888838,0.06432982,0.55942567,0.34889865,0.00000000
-5.21360680,2.00459599,1.71381193,0.31550637,0.06734651,0.59073025,0.37095673,0.00000000
-5.20760380,2.10546316,1.80086394,0.33080110,0.07007273,0.61948689,0.39197583,0.00000000
-5.20160080,2.19690825,1.87965680,0.34451663,0.07247345,0.64518996,0.41168847,0.00000000
-5.19559780,2.27751106,1.94888917,0.35642526,0.07452225,0.66738388,0.42985871,0.00000000
-5.18959480,2.34607740,2.00744604,0.36633536,0.07620237,0.68567845,0.44629076,0.00000000
-5.18359180,2.40168146,2.05443735,0.37409806,0.07750730,0.69976224,0.46083616,0.00000000
-5.17758879,2.44369887,2.08922898,0.37961251,0.07844103,0.70941346,0.47339911,0.00000000
-5.17158579,2.47182870,2.11146449,0.38282940,0.07901786,0.71450759,0.48393969,0.00000000
-5.16558279,2.48610285,2.12107640,0.38375252,0.07926172,0.71502153,0.49247451,0.00000000
-5.15957979,2.48688234,2.11828613,0.38243836,0.07920510,0.71103391,0.49907490,0.00000000
-5.15357679,2.47484029,2.10359270,0.37899354,0.07888757,0.70272152,0.50386240,0.00000000
-5.14757379,2.45093245,2.07775047,0.37357041,0.07835397,0.69035213,0.50700197,0.00000000
-5.14157079,2.41635655,2.04173708,0.36636087,0.07765239,0.67427395,0.50869303,0.00000000
-5.13556778,2.37250255,1.99671316,0.35758878,0.07683199,0.65490222,0.50915890,0.00000000
-5.12956478,2.32089619,1.94397587,0.34750128,0.07594083,0.63270375,0.50863515,0.00000000
-5.12356178,2.26313871,1.88490849,0.33635959,0.07502368,0.60817999,0.50735749,0.00000000
-5.11755878,2.20084574,1.82092873,0.32442949,0.07412019,0.58184961,0.50554991,0.00000000
-5.11155578,2.13558830,1.75343818,0.31197221,0.07326317,0.55423122,0.50341360,0.00000000
-5.10555278,2.06883882,1.68377531,0.29923591,0.07247743,0.52582727,0.50111744,0.00000000
-5.09954977,2.00192449,1.61317419,0.28644828,0.07177890,0.49710956,0.49879051,0.00000000
-5.09354677,1.93599009,1.54273063,0.27381049,0.07117434,0.46850712,0.49651691,0.00000000
-5.08754377,1.87197150,1.47337697,0.26149275,0.07066152,0.44039675,0.49433342,0.00000000
-5.08154077,1.81058082,1.40586636,0.24963144,0.07022984,0.41309662,0.49222981,0.00000000
-5.07553777,1.75230300,1.34076656,0.23832815,0.06986142,0.38686285,0.49015199,0.00000000
-5.06953477,1.69740356,1.27846296,0.22765013,0.06953256,0.36188906,0.48800755,0.00000000
-5.06353177,1.64594614,1.21917001,0.21763243,0.06921553,0.33830869,0.48567355,0.00000000
-5.05752876,1.59781833,1.16294967,0.20828116,0.06888043,0.31619961,0.48300579,0.00000000
-5.05152576,1.55276371,1.10973541,0.19957777,0.06849727,0.29559067,0.47984929,0.00000000
-5.04552276,1.51041803,1.05935996,0.19148403,0.06803791,0.27646956,0.47604909,0.00000000
-5.03951976,1.47034711,1.01158485,0.18394730,0.06747793,0.25879151,0.47146088,0.00000000
-5.03351676,1.43208431,0.96613014,0.17690590,0.06679821,0.24248822,0.46596078,0.00000000
-5.02751376,1.39516557,0.92270239,0.17029415,0.06598622,0.22747648,0.45945380,0.00000000
-5.02151076,1.35916025,0.88101975,0.16404701,0.06503688,0.21366618,0.45188044,0.00000000
-5.01550775,1.32369645,0.84083267,0.15810394,0.06395307,0.20096716,0.44322114,0.00000000
-5.00950475,1.28847983,0.80193978,0.15241196,0.06274556,0.18929475,0.43349845,0.00000000
-5.00350175,1.25330549,0.76419822,0.14692779,0.06143260,0.17857386,0.42277676,0.00000000
-4.99749875,1.21806291,0.72752859,0.14161912,0.06003909,0.16874146,0.41115980,0.00000000
-4.99149575,1.18273414,0.69191459,0.13646487,0.05859531,0.15974757,0.39878594,0.00000000
-4.98549275,1.14738620,0.65739796,0.13145473,0.05713544,0.15155495,0.38582187,0.00000000
-4.97948974,1.11215838,0.62406954,0.12658803,0.05569578,0.14413749,0.37245484,0.00000000
-4.97348674,1.07724586,0.59205734,0.12187196,0.05431297,0.13747775,0.35888400,0.00000000
-4.96748374,1.04288079,0.56151257,0.11731952,0.05302208,0.13156385,0.34531137,0.00000000
-4.96148074,1.00931228,0.53259490,0.11294721,0.05185480,0.12638597,0.33193289,0.00000000
-4.95547774,0.97678638,0.50545770,0.10877271,0.05083784,0.12193281,0.31893001,0.00000000
-4.94947474,0.94552747,0.48023437,0.10481260,0.04999151,0.11818824,0.30646219,0.00000000
-4.94347174,0.91572188,0.45702644,0.10108040,0.04932868,0.11512837,0.29466076,0.00000000
-4.93746873,0.88750457,0.43589408,0.09758488,0.04885401,0.11271929,0.28362429,0.00000000
-4.93146573,0.86094960,0.41684949,0.09432885,0.04856363,0.11091553,0.27341563,0.00000000
-4.92546273,0.83606444,0.39985327,0.09130833,0.04844524,0.10965931,0.26406079,0.00000000
-4.91945973,0.81278855,0.38481397,0.08851230,0.04847852,0.10888082,0.25554952,0.00000000
-4.91345673,0.79099580,0.37159051,0.08592282,0.04863601,0.10849912,0.24783758,0.00000000
-4.90745373,0.77050070,0.35999733,0.08351565,0.04888418,0.10842399,0.24085035,0.00000000
-4.90145073,0.75106764,0.34981178,0.08126123,0.04918490,0.10855837,0.23448781,0.00000000
-4.89544772,0.73242279,0.34078320,0.07912591,0.04949700,0.10880124,0.22863030,0.00000000
-4.88944472,0.71426770,0.33264322,0.07707353,0.04977796,0.10905094,0.22314492,0.00000000
-4.88344172,0.69629407,0.32511667,0.07506694,0.04998569,0.10920860,0.21789228,0.00000000
-4.87743872,0.67819860,0.31793242,0.07306974,0.05008018,0.10918155,0.21273301,0.00000000
-4.87143572,0.65969745,0.31083376,0.07104784,0.05002510,0.10888654,0.20753413,0.00000000
-4.86543272,0.64053947,0.30358772,0.06897100,0.04978914,0.10825259,0.20217460,0.00000000
-4.85942971,0.62051752,0.29599308,0.06681403,0.04934719,0.10722343,0.19655016,0.00000000
-4.85342671,0.59947768,0.28788658,0.06455790,0.04868114,0.10575923,0.19057707,0.00000000
-4.84742371,0.57732570,0.27914730,0.06219045,0.04778047,0.10383785,0.18419474,0.00000000
-4.84142071,0.55403070,0.26969913,0.05970684,0.04664241,0.10145524,0.17736722,0.00000000
-4.83541771,0.52962613,0.25951121,0.05710964,0.04527184,0.09862532,0.17008349,0.00000000
-4.82941471,0.50420786,0.24859667,0.05440870,0.04368094,0.09537915,0.16235670,0.00000000
-4.82341171,0.47792997,0.23700966,0.05162069,0.04188848,0.09176351,0.15422235,0.00000000
-4.81740870,0.45099838,0.22484114,0.04876842,0.03991897,0.08783913,0.14573577,0.00000000
-4.81140570,0.42366279,0.21221352,0.04588001,0.03780164,0.08367842,0.13696885,0.00000000
-4.80540270,0.39620756,0.19927480,0.04298789,0.03556928,0.07936304,0.12800644,0.00000000
-4.79939970,0.36894187,0.18619213,0.04012778,0.03325709,0.07498137,0.11894246,0.00000000
-4.79339670,0.34218984,0.17314554,0.03733763,0.03090148,0.07062591,0.10987598,0.00000000
-4.78739370,0.31628093,0.16032186,0.03465659,0.02853899,0.06639086,0.10090749,0.00000000
-4.78139070,0.29154117,0.14790915,0.03212409,0.02620529,0.06236987,0.09213549,0.00000000
-4.77538769,0.26828540,0.13609181,0.02977901,0.02393432,0.05865405,0.08365347,0.00000000
-4.76938469,0.24681088,0.12504660,0.02765900,0.02175756,0.05533031,0.07554745,0.00000000
-4.76338169,0.22739232,0.11493942,0.02579993,0.01970355,0.05248006,0.06789409,0.00000000
-4.75737869,0.21027834,0.10592305,0.02423546,0.01779750,0.05017827,0.06075941,0.00000000
-4.75137569,0.19568931,0.09813562,0.02299683,0.01606111,0.04849278,0.05419803,0.00000000
-4.74537269,0.18381641,0.09169981,0.02211258,0.01451251,0.04748396,0.04825295,0.00000000
-4.73936968,0.17482168,0.08672257,0.02160855,0.01316631,0.04720459,0.04295581,0.00000000
-4.73336668,0.16883868,0.08329518,0.02150775,0.01203378,0.04769991,0.03832748,0.00000000
-4.72736368,0.16597366,0.08149349,0.02183028,0.01112304,0.04900769,0.03437886,0.00000000
-4.72136068,0.16630667,0.08137818,0.02259331,0.01043930,0.05115840,0.03111191,0.00000000
-4.71535768,0.16989257,0.08299478,0.02381079,0.00998509,0.05417530,0.02852071,0.00000000
-4.70935468,0.17676149,0.08637347,0.02549329,0.00976045,0.05807438,0.02659247,0.00000000
-4.70335168,0.18691863,0.09152844,0.02764755,0.00976313,0.06286418,0.02530853,0.00000000
-4.69734867,0.20034332,0.09845686,0.03027605,0.00998865,0.06854535,0.02464506,0.00000000
-4.69134567,0.21698717,0.10713739,0.03337636,0.01043038,0.07511007,0.02457379,0.00000000
-4.68534267,0.23677145,0.11752842,0.03694051,0.01107949,0.08254120,0.02506236,0.00000000
-4.67933967,0.25958386,0.12956596,0.04095421,0.01192493,0.09081129,0.02607466,0.00000000
-4.67333667,0.28527479,0.14316161,0.04539610,0.01295331,0.09988145,0.02757087,0.00000000
-4.66733367,0.31365344,0.15820052,0.05023709,0.01414884,0.10970017,0.02950754,0.00000000
-4.66133067,0.34448413,0.17453980,0.05543968,0.01549322,0.12020215,0.03183751,0.00000000
-4.65532766,0.37748323,0.19200742,0.06095756,0.01696560,0.13130737,0.03450990,0.00000000
-4.64932466,0.41231702,0.21040203,0.06673536,0.01854264,0.14292030,0.03747015,0.00000000
-4.64332166,0.44860097,0.22949364,0.07270873,0.02019855,0.15492956,0.04066014,0.00000000
-4.63731866,0.48590070,0.24902559,0.07880468,0.02190539,0.16720804,0.04401858,0.00000000
-4.63131566,0.52373509,0.26871777,0.08494239,0.02363333,0.17961367,0.04748151,0.00000000
-4.62531266,0.56158152,0.28827108,0.09103428,0.02535113,0.19199076,0.05098312,0.00000000
-4.61930965,0.59888350,0.30737330,0.09698757,0.02702668,0.20417210,0.05445675,0.00000000
-4.61330665,0.63506065,0.32570609,0.10270612,0.02862767,0.21598182,0.05783615,0.00000000
-4.60730365,0.66952070,0.34295297,0.10809261,0.03012232,0.22723889,0.06105693,0.00000000
-4.60130065,0.70167347,0.35880811,0.11305099,0.03148018,0.23776131,0.06405821,0.00000000
-4.59529765,0.73094611,0.37298553,0.11748902,0.03267291,0.24737074,0.06678427,0.00000000
-4.58929465,0.75679926,0.38522828,0.12132094,0.03367516,0.25589753,0.06918634,0.00000000
-4.58329165,0.77874337,0.39531744,0.12447006,0.03446521,0.26318597,0.07122429,0.00000000
-4.57728864,0.79635452,0.40308027,0.12687116,0.03502571,0.26909937,0.07286812,0.00000000
-4.57128564,0.80928895,0.40839728,0.12847268,0.03534417,0.27352499,0.07409938,0.00000000
-4.56528264,0.81729578,0.41120783,0.12923845,0.03541339,0.27637842,0.07491216,0.00000000
-4.55927964,0.82022703,0.41151402,0.12914898,0.03523164,0.27760721,0.07531381,0.00000000
-4.55327664,0.81804467,0.40938251,0.12820227,0.03480273,0.27719361,0.07532526,0.00000000
-4.54727364,0.81082404,0.40494431,0.12641395,0.03413583,0.27515623,0.07498085,0.00000000
-4.54127064,0.79875368,0.39839244,0.12381690,0.03324521,0.27155053,0.07432776,0.00000000
-4.53526763,0.78213127,0.38997745,0.12046032,0.03214971,0.26646803,0.07342497,0.00000000
-4.52926463,0.76135602,0.38000109,0.11640816,0.03087214,0.26003432,0.07234176,0.00000000
-4.52326163,0.73691764,0.36880829,0.11173726,0.02943859,0.25240591,0.07115587,0.00000000
-4.51725863,0.70938249,0.35677778,0.10653497,0.02787761,0.24376596,0.06995128,0.00000000
-4.51125563,0.67937743,0.34431171,0.10089667,0.02621945,0.23431927,0.06881577,0.00000000
-4.50525263,0.64757219,0.33182478,0.09492301,0.02449521,0.22428649,0.06783816,0.00000000
-4.49924962,0.61466083,0.31973315,0.08871725,0.02273610,0.21389799,0.06710562,0.00000000
-4.49324662,0.58134334,0.30844371,0.08238265,0.02097280,0.20338758,0.06670081,0.00000000
-4.48724362,0.54830790,0.29834397,0.07602011,0.01923486,0.19298634,0.06669916,0.00000000
-4.48124062,0.51621466,0.28979311,0.06972604,0.01755027,0.18291681,0.06716632,0.00000000
-4.47523762,0.48568155,0.28311435,0.06359068,0.01594517,0.17338779,0.06815583,0.00000000
-4.46923462,0.45727265,0.27858896,0.05769676,0.01444369,0.16458993,0.06970716,0.00000000
-4.46323162,0.43148946,0.27645207,0.05211868,0.01306791,0.15669223,0.07184413,0.00000000
-4.45722861,0.40876516,0.27689044,0.04692199,0.01183797,0.14983963,0.07457385,0.00000000
-4.45122561,0.38946193,0.28004197,0.04216340,0.01077230,0.14415158,0.07788615,0.00000000
-4.44522261,0.37387116,0.28599723,0.03789104,0.00988784,0.13972172,0.08175353,0.00000000
-4.43921961,0.36221630,0.29480246,0.03414504,0.00920045,0.13661854,0.08613181,0.00000000
-4.43321661,0.35465779,0.30646404,0.03095832,0.00872514,0.13488685,0.09096119,0.00000000
-4.42721361,0.35129970,0.32095409,0.02835744,0.00847647,0.13455000,0.09616797,0.00000000
-4.42121061,0.35219734,0.33821660,0.02636354,0.00846877,0.13561262,0.10166672,0.00000000
-4.41520760,0.35736535,0.35817399,0.02499319,0.00871628,0.13806356,0.10736284,0.00000000
-4.40920460,0.36678539,0.38073335,0.02425907,0.00923325,0.14187894,0.11315547,0.00000000
-4.40320160,0.38041310,0.40579212,0.02417049,0.01003379,0.14702509,0.11894065,0.00000000
-4.39719860,0.39818354,0.43324254,0.02473367,0.01113164,0.15346102,0.12461451,0.00000000
-4.39119560,0.42001473,0.46297479,0.02595165,0.01253975,0.16114032,0.13007643,0.00000000
-4.38519260,0.44580904,0.49487820,0.02782404,0.01426972,0.17001247,0.13523207,0.00000000
-4.37918959,0.47545213,0.52884054,0.03034635,0.01633105,0.18002323,0.13999601,0.00000000
-4.37318659,0.50880956,0.56474523,0.03350915,0.01873031,0.19111421,0.14429401,0.00000000
-4.36718359,0.54572118,0.60246660,0.03729707,0.02147023,0.20322169,0.14806479,0.00000000
-4.36118059,0.58599371,0.64186330,0.04168760,0.02454866,0.21627465,0.15126111,0.00000000
-4.35517759,0.62939201,0.68277050,0.04664987,0.02795768,0.23019224,0.15385033,0.00000000
-4.34917459,0.67562980,0.72499117,0.05214360,0.03168262,0.24488093,0.15581427,0.00000000
-4.34317159,0.72436056,0.76828721,0.05811806,0.03570134,0.26023152,0.15714850,0.00000000
-4.33716858,0.77516952,0.81237120,0.06451139,0.03998360,0.27611633,0.15786107,0.00000000
-4.33116558,0.82756760,0.85689952,0.07125034,0.04449077,0.29238688,0.15797085,0.00000000
-4.32516258,0.88098813,0.90146758,0.07825030,0.04917573,0.30887233,0.15750548,0.00000000
-4.31915958,0.93478721,0.94560795,0.08541598,0.05398324,0.32537898,0.15649923,0.00000000
-4.31315658,0.98824797,0.98879185,0.09264257,0.05885062,0.34169096,0.15499072,0.00000000
-4.30715358,1.04058946,1.03043457,0.09981750,0.06370875,0.35757238,0.15302080,0.00000000
