energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.38769385,2.85854826,1.52078320,0.26453024,0.00357300,0.32460561,0.08061228,1.50410710,0.75698820,0.55731137
-5.38169085,2.92050923,1.48495822,0.26568962,0.00357132,0.32750278,0.08329635,1.53130653,0.76414982,0.58304197
-5.37568784,2.99511376,1.45389396,0.26942551,0.00359721,0.33239329,0.08608021,1.56490567,0.77565057,0.61180448
-5.36968484,3.08068366,1.42715779,0.27549047,0.00364760,0.33909661,0.08891915,1.60403943,0.79099266,0.64329786
-5.36368184,3.17544890,1.40431493,0.28360827,0.00371923,0.34740419,0.09177077,1.64781387,0.80964684,0.67718146
-5.35767884,3.27756386,1.38492872,0.29347711,0.00380876,0.35708328,0.09459511,1.69531372,0.83106039,0.71307754
-5.35167584,3.38512436,1.36855909,0.30477322,0.00391283,0.36788083,0.09735480,1.74561004,0.85466490,0.75057438
-5.34567284,3.49618673,1.35476039,0.31715522,0.00402822,0.37952776,0.10001529,1.79776890,0.87988397,0.78923029
-5.33966983,3.60878986,1.34307931,0.33026911,0.00415192,0.39174334,0.10254512,1.85086131,0.90614099,0.82857873
-5.33366683,3.72098091,1.33305410,0.34375402,0.00428120,0.40423999,0.10491627,1.90397515,0.93286710,0.86813460
-5.32766383,3.83084504,1.32421546,0.35724868,0.00441372,0.41672823,0.10710459,1.95622896,0.95950958,0.90740205
-5.32166083,3.93653921,1.31608983,0.37039840,0.00454762,0.42892212,0.10909032,2.00678776,0.98554064,0.94588359
-5.31565783,4.03632920,1.30820517,0.38286253,0.00468153,0.44054481,0.11085858,2.05488032,1.01046656,0.98309062
-5.30965483,4.12862894,1.30009913,0.39432208,0.00481466,0.45133436,0.11239986,2.09981737,1.03383708,1.01855495
-5.30365183,4.21204042,1.29132930,0.40448716,0.00494684,0.46104955,0.11371049,2.14100987,1.05525485,1.05184120
-5.29764882,4.28539216,1.28148492,0.41310408,0.00507850,0.46947555,0.11479287,2.17798606,1.07438441,1.08255935
-5.29164582,4.34777407,1.27019923,0.41996163,0.00521065,0.47642920,0.11565561,2.21040630,1.09096036,1.11037710
-5.28564282,4.39856616,1.25716157,0.42489621,0.00534489,0.48176373,0.11631340,2.23807431,1.10479430,1.13503116
-5.27963982,4.43745896,1.24212838,0.42779571,0.00548330,0.48537250,0.11678656,2.26094368,1.11577975,1.15633704
-5.27363682,4.46446364,1.22493204,0.42860167,0.00562835,0.48719178,0.11710033,2.27911882,1.12389495,1.17419646
-5.26763382,4.47991019,1.20548708,0.42730971,0.00578282,0.48720206,0.11728390,2.29284941,1.12920283,1.18860205
-5.26163082,4.48443307,1.18379285,0.42396815,0.00594962,0.48542804,0.11736902,2.30251838,1.13184807,1.19963869
-5.25562781,4.47894395,1.15993272,0.41867482,0.00613165,0.48193703,0.11738851,2.30862327,1.13205109,1.20748140
-5.24962481,4.46459262,1.13406939,0.41157225,0.00633162,0.47683581,0.11737454,2.31175182,1.13009917,1.21238973
-5.24362181,4.44271741,1.10643683,0.40284133,0.00655187,0.47026611,0.11735675,2.31255266,1.12633489,1.21469870
-5.23761881,4.41478772,1.07732918,0.39269403,0.00679423,0.46239889,0.11736052,2.31170269,1.12114262,1.21480694
-5.23161581,4.38234169,1.04708729,0.38136513,0.00705978,0.45342752,0.11740519,2.30987296,1.11493354,1.21316243
-5.22561281,4.34692252,1.01608381,0.36910386,0.00734880,0.44356054,0.11750263,2.30769506,1.10813031,1.21024680
-5.21960980,4.31001719,0.98470776,0.35616540,0.00766059,0.43301400,0.11765606,2.30573007,1.10115219,1.20655910
-5.21360680,4.27300144,0.95334943,0.34280301,0.00799343,0.42200406,0.11785929,2.30444234,1.09440158,1.20259985
-5.20760380,4.23709441,0.92238666,0.32926089,0.00834454,0.41074013,0.11809643,2.30417967,1.08825309,1.19885661
-5.20160080,4.20332574,0.89217315,0.31576828,0.00871012,0.39941898,0.11834215,2.30516171,1.08304575,1.19579166
-5.19559780,4.17251744,0.86302938,0.30253482,0.00908539,0.38822003,0.11856245,2.30747723,1.07907913,1.19383260
-5.18959480,4.14528146,0.83523666,0.28974752,0.00946479,0.37730216,0.11871589,2.31109107,1.07661369,1.19336630
-5.18359180,4.12203312,0.80903416,0.27756913,0.00984208,0.36680210,0.11875535,2.31586027,1.07587551,1.19473646
-5.17758879,4.10301943,0.78461918,0.26613809,0.01021063,0.35683448,0.11863012,2.32155880,1.07706509,1.19824457
-5.17158579,4.08836003,0.76214999,0.25556976,0.01056365,0.34749340,0.11828826,2.32790935,1.08036976,1.20415396
-5.16558279,4.07809787,0.74175093,0.24595874,0.01089448,0.33885536,0.11767910,2.33462019,1.08597887,1.21269625
-5.15957979,4.07225579,0.72351903,0.23738208,0.01119690,0.33098335,0.11675580,2.34142483,1.09410058,1.22407948
-5.15357679,4.07089478,0.70753149,0.22990300,0.01146541,0.32393155,0.11547772,2.34812188,1.10497910,1.23849666
-5.14757379,4.07416948,0.69385315,0.22357491,0.01169552,0.31775054,0.11381259,2.35461225,1.11891082,1.25613404
-5.14157079,4.08237658,0.68254334,0.21844530,0.01188400,0.31249233,0.11173828,2.36093119,1.13625811,1.27717763
-5.13556778,4.09599226,0.67366148,0.21455929,0.01202904,0.30821495,0.10924418,2.36727279,1.15745914,1.30181754
-5.12956478,4.11569531,0.66727076,0.21196271,0.01213046,0.30498622,0.10633194,2.37400492,1.18303276,1.33024894
-5.12356178,4.14237373,0.66343986,0.21070432,0.01218974,0.30288629,0.10301582,2.38167321,1.21357724,1.36266955
-5.11755878,4.17711343,0.66224230,0.21083724,0.01221002,0.30200882,0.09932237,2.39099334,1.24976230,1.39927325
-5.11155578,4.22116888,0.66375361,0.21241936,0.01219606,0.30246055,0.09528959,2.40283156,1.29231408,1.44024007
-5.10555278,4.27591684,0.66804637,0.21551295,0.01215411,0.30435929,0.09096570,2.41817389,1.34199305,1.48572306
-5.09954977,4.34279508,0.67518374,0.22018318,0.01209164,0.30783029,0.08640740,2.43808565,1.39956543,1.53583281
-5.09354677,4.42322931,0.68521154,0.22649605,0.01201715,0.31300121,0.08167797,2.46366273,1.46576900,1.59062049
-5.08754377,4.51855208,0.69814981,0.23451541,0.01193980,0.31999597,0.07684507,2.49597745,1.54127450,1.65006090
-5.08154077,4.62991792,0.71398415,0.24429955,0.01186910,0.32892758,0.07197850,2.53602136,1.62664431,1.71403644
-5.07553777,4.75821952,0.73265755,0.25589732,0.01181450,0.33989068,0.06714803,2.58464817,1.72229029,1.78232354
-5.06953477,4.90400936,0.75406316,0.26934403,0.01178506,0.35295387,0.06242130,2.64251956,1.82843280,1.85458247
-5.06353177,5.06743137,0.77803851,0.28465719,0.01178907,0.36815244,0.05786195,2.71005699,1.94506305,1.93035172
-5.05752876,5.24816645,0.80436149,0.30183234,0.01183372,0.38548196,0.05352804,2.78740188,2.07191105,2.00904745
-5.05152576,5.44539504,0.83274844,0.32083905,0.01192483,0.40489296,0.04947079,2.87438646,2.20842102,2.08996860
-5.04552276,5.65777921,0.86285442,0.34161730,0.01206657,0.42628724,0.04573365,2.97051702,2.35373627,2.17230760
-5.03951976,5.88346569,0.89427574,0.36407424,0.01226137,0.44951596,0.04235173,3.07497066,2.50669491,2.25516652
-5.03351676,6.12011035,0.92655478,0.38808169,0.01250976,0.47437982,0.03935159,3.18660604,2.66583751,2.33757806
-5.02751376,6.36492356,0.95918684,0.41347432,0.01281036,0.50063128,0.03675129,3.30398796,2.82942731,2.41853048
-5.02151076,6.61473489,0.99162889,0.44004869,0.01315996,0.52797904,0.03456074,3.42542503,2.99548296,2.49699541
-5.01550775,6.86607487,1.02330994,0.46756337,0.01355361,0.55609447,0.03278227,3.54901888,3.16182326,2.57195738
-5.00950475,7.11527062,1.05364281,0.49574016,0.01398482,0.58461985,0.03141128,3.67272317,3.32612264,2.64244361
-5.00350175,7.35855142,1.08203673,0.52426650,0.01444579,0.61317819,0.03043711,3.79440973,3.48597561,2.70755279
-4.99749875,7.59216022,1.10791066,0.55279919,0.01492772,0.64138408,0.02984382,3.91193926,3.63896788,2.76648158
-4.99149575,7.81246628,1.13070685,0.58096944,0.01542111,0.66885528,0.02961112,4.02323336,3.78275130,2.81854763
-4.98549275,8.01607450,1.14990416,0.60838916,0.01591606,0.69522430,0.02971510,4.12634495,3.91511953,2.86320813
-4.97948974,8.19992677,1.16503093,0.63465854,0.01640265,0.72014970,0.03012898,4.21952388,4.03408110,2.90007321
-4.97348674,8.36139123,1.17567688,0.65937466,0.01687122,0.74332640,0.03082375,4.30127483,4.13792639,2.92891354
-4.96748374,8.49833560,1.18150374,0.68214095,0.01731265,0.76449448,0.03176869,4.37040492,4.22528553,2.94966197
-4.96148074,8.60918157,1.18225428,0.70257737,0.01771862,0.78344625,0.03293180,4.42605888,4.29517407,2.96240912
-4.95547774,8.69293809,1.17775934,0.72033080,0.01808178,0.80003092,0.03428007,4.46774029,4.34702421,2.96739331
-4.94947474,8.74921215,1.16794272,0.73508544,0.01839594,0.81415701,0.03577977,4.49531776,4.38069978,2.96498518
-4.94347174,8.77819681,1.15282373,0.74657276,0.01865608,0.82579198,0.03739663,4.50901612,4.39649403,2.95566777
-4.93746873,8.78063745,1.13251708,0.75458066,0.01885844,0.83495960,0.03909591,4.50939292,4.39511009,2.94001305
-4.93146573,8.75777785,1.10723039,0.75896140,0.01900046,0.84173469,0.04084262,4.49730162,4.37762506,2.91865565
-4.92546273,8.71128909,1.07725910,0.75963805,0.01908069,0.84623609,0.04260161,4.47384340,4.34543912,2.89226533
-4.91945973,8.64318482,1.04297906,0.75660906,0.01909874,0.84861778,0.04433779,4.44030997,4.30021242,2.86151894
-4.91345673,8.55572726,1.00483701,0.74995083,0.01905507,0.84905903,0.04601638,4.39812049,4.24379261,2.82707344
-4.90745373,8.45132860,0.96333931,0.73981808,0.01895093,0.84775393,0.04760323,4.34875565,4.17813684,2.78954085
-4.90145073,8.33245268,0.91903917,0.72644190,0.01878811,0.84490105,0.04906523,4.29369235,4.10523200,2.74946643
-4.89544772,8.20152172,0.87252313,0.71012569,0.01856890,0.84069360,0.05037080,4.23434223,4.02701717,2.70731073
-4.88944472,8.06083250,0.82439687,0.69123888,0.01829592,0.83531092,0.05149043,4.17199690,3.94531212,2.66343655
-4.88344172,7.91248576,0.77527123,0.67020881,0.01797201,0.82891146,0.05239728,4.10778251,3.86175526,2.61810110
-4.87743872,7.75833159,0.72574864,0.64751083,0.01760021,0.82162778,0.05306779,4.04262566,3.77775376,2.57145372
-4.87143572,7.59993288,0.67641051,0.62365715,0.01718371,0.81356370,0.05348231,3.97723174,3.69444805,2.52353919
-4.86543272,7.43854755,0.62780595,0.59918451,0.01672582,0.80479374,0.05362565,3.91207641,3.61269176,2.47430624
-4.85942971,7.27512915,0.58044212,0.57464123,0.01623003,0.79536465,0.05348756,3.84740989,3.53304754,2.42362096
-4.85342671,7.11034459,0.53477640,0.55057386,0.01570001,0.78529896,0.05306317,3.78327310,3.45579811,2.37128413
-4.84742371,6.94460654,0.49121049,0.52751387,0.01513966,0.77460018,0.05235315,3.71952414,3.38097118,2.31705165
-4.84142071,6.77811739,0.45008661,0.50596458,0.01455318,0.76325917,0.05136390,3.65587291,3.30837593,2.26065700
-4.83541771,6.61092125,0.41168560,0.48638877,0.01394508,0.75126120,0.05010738,3.59192134,3.23764857,2.20183441
-4.82941471,6.44295991,0.37622692,0.46919718,0.01332019,0.73859331,0.04860089,3.52720679,3.16830372,2.14034173
-4.82341171,6.27412900,0.34387038,0.45473817,0.01268369,0.72525125,0.04686659,3.46124563,3.09978824,2.07598171
-4.81740870,6.10433060,0.31471946,0.44328880,0.01204104,0.71124564,0.04493093,3.39357472,3.03153451,2.00862070
-4.81140570,5.93351909,0.28882586,0.43504756,0.01139795,0.69660686,0.04282387,3.32378833,2.96300970,1.93820386
-4.80540270,5.76173794,0.26619535,0.43012896,0.01076026,0.68138841,0.04057803,3.25156894,2.89375875,1.86476623
-4.79939970,5.58914547,0.24679440,0.42856015,0.01013385,0.66566844,0.03822774,3.17671042,2.82343854,1.78843919
-4.79339670,5.41602903,0.23055768,0.43027975,0.00952447,0.64954935,0.03580807,3.09913302,2.75184195,1.70945221
-4.78739370,5.24280755,0.21739616,0.43513908,0.00893764,0.63315554,0.03335383,3.01889005,2.67891087,1.62812980
-4.78139070,5.07002329,0.20720556,0.44290576,0.00837844,0.61662940,0.03089869,2.93616652,2.60473806,1.54488417
-4.77538769,4.89832452,0.19987525,0.45326985,0.00785137,0.60012574,0.02847426,2.85127079,2.52955833,1.46020403
-4.76938469,4.72844120,0.19529721,0.46585243,0.00736025,0.58380511,0.02610939,2.76462046,2.45373028,1.37464019
-4.76338169,4.56115613,0.19337510,0.48021655,0.00690803,0.56782635,0.02382954,2.67672390,2.37771024,1.28878894
-4.75737869,4.39727421,0.19403321,0.49588030,0.00649675,0.55233886,0.02165635,2.58815929,2.30202046,1.20327399
-4.75137569,4.23759246,0.19722499,0.51233174,0.00612746,0.53747500,0.01960731,2.49955264,2.22721382,1.11872791
-4.74537269,4.08287299,0.20294115,0.52904530,0.00580018,0.52334320,0.01769564,2.41155637,2.15383759,1.03577409
-4.73936968,3.93382094,0.21121677,0.54549910,0.00551395,0.51002209,0.01593033,2.32482983,2.08239842,0.95500979
-4.73336668,3.79106874,0.22213735,0.56119275,0.00526683,0.49755613,0.01431629,2.24002262,2.01333091,0.87699128
-4.72736368,3.65516738,0.23584327,0.57566476,0.00505603,0.48595290,0.01285465,2.15776155,1.94697147,0.80222134
-4.72136068,3.52658490,0.25253232,0.58850916,0.00487801,0.47518232,0.01154314,2.07864117,1.88353898,0.73113971
-4.71535768,3.40571147,0.27245989,0.59939051,0.00472861,0.46517784,0.01037660,2.00321820,1.82312326,0.66411658
-4.70935468,3.29287012,0.29593653,0.60805662,0.00460325,0.45583963,0.00934744,1.93200893,1.76568167,0.60144914
-4.70335168,3.18833145,0.32332239,0.61434856,0.00449706,0.44703937,0.00844624,1.86548934,1.71104392,0.54336119
-4.69734867,3.09233061,0.35501847,0.61820729,0.00440507,0.43862680,0.00766227,1.80409663,1.65892444,0.49000542
-4.69134567,3.00508442,0.39145440,0.61967675,0.00432243,0.43043724,0.00698404,1.74823146,1.60894128,0.44146796
-4.68534267,2.92680678,0.43307286,0.61890305,0.00424449,0.42229998,0.00639977,1.69825969,1.56064031,0.39777481
-4.67933967,2.85772031,0.48031078,0.61612980,0.00416704,0.41404704,0.00589784,1.65451290,1.51352285,0.35889954
-4.67333667,2.79806293,0.53357772,0.61168972,0.00408636,0.40552160,0.00546715,1.61728679,1.46707527,0.32477172
-4.66733367,2.74808805,0.59323194,0.60599273,0.00399934,0.39658607,0.00509743,1.58683704,1.42079843,0.29528553
-4.66133067,2.70805790,0.65955500,0.59951109,0.00390360,0.38712893,0.00477949,1.56337250,1.37423553,0.27030805
-4.65532766,2.67822988,0.73272587,0.59276207,0.00379745,0.37707033,0.00450533,1.54704572,1.32699654,0.24968667
-4.64932466,2.65883642,0.81279553,0.58628885,0.00367995,0.36636601,0.00426825,1.53794128,1.27877822,0.23325546
-4.64332166,2.65005954,0.89966340,0.58064034,0.00355090,0.35500943,0.00406290,1.53606260,1.22937848,0.22083998
