energy_ev,total_up,Ag_p_up,Ag_d_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.50775388,2.34509086,0.69162612,1.54912068,0.16252461,0.00336092,0.15372147,0.01107111,0.41522827
-5.50175088,2.35297578,0.68516460,1.56068781,0.16285363,0.00354640,0.15101450,0.01087717,0.41852600
-5.49574787,2.37901573,0.68257683,1.58508833,0.16437714,0.00376673,0.14922977,0.01075990,0.42506273
-5.48974487,2.42338020,0.68381020,1.62247723,0.16707515,0.00402230,0.14837670,0.01072379,0.43483508
-5.48374187,2.48584399,0.68873374,1.67272859,0.17090339,0.00431263,0.14844271,0.01077197,0.44777150
-5.47773887,2.56577089,0.69713580,1.73542432,0.17579314,0.00463630,0.14939273,0.01090603,0.46372878
-5.47173587,2.66210880,0.70872432,1.80985067,0.18165184,0.00499094,0.15116927,0.01112581,0.48249073
-5.46573287,2.77339733,0.72312985,1.89500343,0.18836445,0.00537321,0.15369324,0.01142933,0.50376928
-5.45972986,2.89778875,0.73991168,1.98960203,0.19579561,0.00577888,0.15686535,0.01181270,0.52720824
-5.45372686,3.03308249,0.75856706,2.09211291,0.20379260,0.00620284,0.16056831,0.01227019,0.55238982
-5.44772386,3.17677287,0.77854343,2.20078191,0.21218905,0.00663927,0.16466960,0.01279428,0.57884383
-5.44172086,3.32610918,0.79925328,2.31367499,0.22080920,0.00708176,0.16902491,0.01337582,0.60605936
-5.43571786,3.47816662,0.82009133,2.42872640,0.22947281,0.00752347,0.17348202,0.01400428,0.63349874
-5.42971486,3.62992590,0.84045320,2.54379297,0.23800031,0.00795735,0.17788513,0.01466798,0.66061323
-5.42371186,3.77835925,0.85975504,2.65671286,0.24621817,0.00837639,0.18207932,0.01535448,0.68686002
-5.41770885,3.92051967,0.87745320,2.76536681,0.25396423,0.00877383,0.18591521,0.01605089,0.71171982
-5.41170585,4.05363037,0.89306317,2.86773999,0.26109282,0.00914344,0.18925333,0.01674431,0.73471444
-5.40570285,4.17517112,0.90617691,2.96198205,0.26747939,0.00947978,0.19196837,0.01742223,0.75542361
-5.39969985,4.28295831,0.91647784,3.04646335,0.27302449,0.00977840,0.19395288,0.01807295,0.77350034
-5.39369685,4.37521550,0.92375281,3.11982531,0.27765704,0.01003613,0.19512036,0.01868599,0.78868423
-5.38769385,4.45063192,0.92790044,3.18102288,0.28133656,0.01025123,0.19540769,0.01925244,0.80081208
-5.38169085,4.50840644,0.92893552,3.22935770,0.28405439,0.01042353,0.19477664,0.01976534,0.80982536
-5.37568784,4.54827551,0.92698920,3.26450056,0.28583379,0.01055459,0.19321461,0.02021992,0.81577418
-5.36968484,4.57052366,0.92230489,3.28650242,0.28672894,0.01064772,0.19073435,0.02061385,0.81881753
-5.36368184,4.57597642,0.91523010,3.29579352,0.28682284,0.01070799,0.18737296,0.02094737,0.81921982
-5.35767884,4.56597566,0.90620442,3.29317058,0.28622417,0.01074213,0.18318990,0.02122336,0.81734369
-5.35167584,4.54233830,0.89574420,3.27977260,0.28506326,0.01075847,0.17826447,0.02144735,0.81363943
-5.34567284,4.50729989,0.88442439,3.25704610,0.28348737,0.01076668,0.17269254,0.02162736,0.80863125
-5.33966983,4.46344490,0.87285834,3.22670087,0.28165522,0.01077757,0.16658288,0.02177377,0.80290111
-5.33366683,4.41362621,0.86167621,3.19065793,0.27973137,0.01080281,0.16005327,0.02189901,0.79707031
-5.32766383,4.36087635,0.85150281,3.15099113,0.27788019,0.01085453,0.15322637,0.02201722,0.79177984
-5.32166083,4.30831352,0.84293569,3.10986443,0.27626005,0.01094506,0.14622568,0.02214384,0.78766986
-5.31565783,4.25904515,0.83652413,3.06946676,0.27501764,0.01108643,0.13917168,0.02229514,0.78535908
-5.30965483,4.21607209,0.83274980,3.03194631,0.27428281,0.01129006,0.13217829,0.02248764,0.78542471
-5.30365183,4.18219622,0.83200975,2.99934623,0.27416394,0.01156634,0.12534977,0.02273764,0.78838353
-5.29764882,4.15993418,0.83460217,2.97354361,0.27474415,0.01192425,0.11877812,0.02306058,0.79467468
-5.29164582,4.15143960,0.84071543,2.95619331,0.27607837,0.01237103,0.11254109,0.02347049,0.80464466
-5.28564282,4.15843607,0.85042064,2.94867833,0.27819139,0.01291187,0.10670082,0.02397943,0.81853499
-5.27963982,4.18216275,0.86366809,2.95206788,0.28107697,0.01354969,0.10130305,0.02459699,0.83647282
-5.27363682,4.22333393,0.88028738,2.96708460,0.28469796,0.01428491,0.09637702,0.02532984,0.85846488
-5.26763382,4.28211389,0.89999149,2.99408149,0.28898749,0.01511535,0.09193586,0.02618133,0.88439482
-5.26163082,4.35810770,0.92238442,3.03302953,0.29385112,0.01603624,0.08797751,0.02715123,0.91402413
-5.25562781,4.45036827,0.94697225,3.08351622,0.29916988,0.01704017,0.08448613,0.02823553,0.94699664
-5.24962481,4.55741953,0.97317724,3.14475525,0.30480412,0.01811727,0.08143375,0.02942642,0.98284638
-5.24362181,4.67729519,1.00035439,3.21560707,0.31059791,0.01925537,0.07878226,0.03071234,1.02100883
-5.23761881,4.80759201,1.02781017,3.29460992,0.31638401,0.02044029,0.07648557,0.03207816,1.06083502
-5.23161581,4.94553612,1.05482248,3.38002044,0.32198904,0.02165612,0.07449178,0.03350556,1.10160824
-5.22561281,5.08806039,1.08066154,3.46986278,0.32723880,0.02288562,0.07274543,0.03497340,1.14256285
-5.21960980,5.23189051,1.10461074,3.56198473,0.33196349,0.02411063,0.07118964,0.03645831,1.18290454
-5.21360680,5.37363712,1.12598691,3.65411916,0.33600269,0.02531249,0.06976807,0.03793533,1.22183155
-5.20760380,5.50989097,1.14415937,3.74394887,0.33920989,0.02647250,0.06842676,0.03937853,1.25855595
-5.20160080,5.63731807,1.15856704,3.82917261,0.34145646,0.02757236,0.06711567,0.04076181,1.29232451
-5.19559780,5.75275148,1.16873313,3.90757022,0.34263493,0.02859459,0.06578996,0.04205955,1.32243828
-5.18959480,5.85327682,1.17427693,3.97706457,0.34266145,0.02952290,0.06441101,0.04324740,1.34827032
-5.18359180,5.93630858,1.17492239,4.03577822,0.34147749,0.03034257,0.06294712,0.04430282,1.36928091
-5.17758879,5.99965466,1.17050327,4.08208287,0.33905062,0.03104071,0.06137395,0.04520579,1.38502988
-5.17158579,6.04156716,1.16096473,4.11464001,0.33537445,0.03160651,0.05967464,0.04593918,1.39518552
-5.16558279,6.06077808,1.14636156,4.13243134,0.33046783,0.03203139,0.05783971,0.04648919,1.39953005
-5.15957979,6.05651901,1.12685314,4.13477839,0.32437334,0.03230913,0.05586675,0.04684562,1.39796145
-5.15357679,6.02852477,1.10269552,4.12135062,0.31715511,0.03243589,0.05375989,0.04700197,1.39049182
-5.14757379,5.97702170,1.07423117,4.09216248,0.30889629,0.03241020,0.05152915,0.04695552,1.37724255
-5.14157079,5.90270180,1.04187675,4.04755980,0.29969609,0.03223290,0.04918962,0.04670721,1.35843666
-5.13556778,5.80668456,1.00610963,3.98819669,0.28966675,0.03190702,0.04676068,0.04626153,1.33438875
-5.12956478,5.69046884,0.96745379,3.91500431,0.27893039,0.03143762,0.04426509,0.04562625,1.30549335
-5.12356178,5.55587736,0.92646562,3.82915339,0.26761604,0.03083165,0.04172811,0.04481215,1.27221202
-5.11755878,5.40499666,0.88372025,3.73201228,0.25585680,0.03009770,0.03917673,0.04383270,1.23506001
-5.11155578,5.24011526,0.83979890,3.62510269,0.24378741,0.02924582,0.03663887,0.04270374,1.19459304
-5.10555278,5.06366271,0.79527764,3.51005506,0.23154211,0.02828732,0.03414271,0.04144314,1.15139461
-5.09954977,4.87815191,0.75071789,3.38856541,0.21925300,0.02723448,0.03171614,0.04007048,1.10606439
-5.09354677,4.68612646,0.70665870,3.26235533,0.20704872,0.02610042,0.02938631,0.03860677,1.05920793
-5.08754377,4.49011476,0.66361106,3.13313643,0.19505355,0.02489881,0.02717926,0.03707418,1.01142785
-5.08154077,4.29259146,0.62205395,3.00258007,0.18338693,0.02364369,0.02511967,0.03549579,0.96331661
-5.07553777,4.09594672,0.58243208,2.87229308,0.17216311,0.02234926,0.02323075,0.03389539,0.91545077
-5.06953477,3.90246298,0.54515499,2.74379933,0.16149111,0.02102970,0.02153409,0.03229721,0.86838653
-5.06353177,3.71429861,0.51059712,2.61852702,0.15147464,0.01969895,0.02004969,0.03072578,0.82265639
-5.05752876,3.53347705,0.47909860,2.49780103,0.14221214,0.01837055,0.01879593,0.02920566,0.77876649
-5.05152576,3.36188036,0.45096618,2.38283922,0.13379660,0.01705747,0.01778955,0.02776123,0.73719438
-5.04552276,3.20124517,0.42647403,2.27475178,0.12631526,0.01577192,0.01704567,0.02641638,0.69838690
-5.03951976,3.05315976,0.40586407,2.17454217,0.11984907,0.01452527,0.01657770,0.02519425,0.66275775
-5.03351676,2.91906040,0.38934545,2.08310853,0.11447176,0.01332784,0.01639722,0.02411682,0.63068465
-5.02751376,2.80022583,0.37709318,2.00124424,0.11024876,0.01218885,0.01651380,0.02320459,0.60250578
-5.02151076,2.69776872,0.36924556,1.92963692,0.10723569,0.01111629,0.01693476,0.02247608,0.57851550
-5.01550775,2.61262362,0.36590068,1.86886479,0.10547669,0.01011688,0.01766478,0.02194743,0.55895943
-5.00950475,2.54553129,0.36711200,1.81939035,0.10500251,0.00919600,0.01870558,0.02163189,0.54402878
-5.00350175,2.49701968,0.37288318,1.78155110,0.10582854,0.00835770,0.02005542,0.02153937,0.53385452
-4.99749875,2.46738258,0.38316273,1.75554786,0.10795290,0.00760470,0.02170868,0.02167598,0.52850134
-4.99149575,2.45665726,0.39783866,1.74143124,0.11135460,0.00693841,0.02365540,0.02204362,0.52796208
-4.98549275,2.46460271,0.41673371,1.73908742,0.11599215,0.00635903,0.02588091,0.02263968,0.53215289
-4.97948974,2.49068069,0.43960172,1.74822446,0.12180246,0.00586564,0.02836552,0.02345674,0.54090972
-4.97348674,2.53404149,0.46612551,1.76836069,0.12870044,0.00545628,0.03108431,0.02448250,0.55398649
-4.96748374,2.59351669,0.49591684,1.79881662,0.13657920,0.00512813,0.03400711,0.02569973,0.57105546
-4.96148074,2.66762077,0.52851875,1.83871190,0.14531114,0.00487763,0.03709869,0.02708647,0.59171004
-4.95547774,2.75456323,0.56341068,1.88696854,0.15474981,0.00470066,0.04031907,0.02861631,0.61547041
-4.94947474,2.85227229,0.60001632,1.94232149,0.16473265,0.00459274,0.04362414,0.03025893,0.64179199
-4.94347174,2.95843069,0.63771441,2.00333717,0.17508457,0.00454915,0.04696644,0.03198064,0.67007669
-4.93746873,3.07052340,0.67585203,2.06844000,0.18562230,0.00456516,0.05029618,0.03374526,0.69968684
-4.93146573,3.18589625,0.71376032,2.13594672,0.19615930,0.00463613,0.05356237,0.03551499,0.72996133
-4.92546273,3.30182384,0.75077182,2.20410754,0.20651117,0.00475775,0.05671418,0.03725143,0.76023350
-4.91945973,3.41558415,0.78623898,2.27115265,0.21650128,0.00492607,0.05970232,0.03891663,0.78985006
-4.91345673,3.52453708,0.81955288,2.33534249,0.22596639,0.00513767,0.06248046,0.04047421,0.81819027
-4.90745373,3.62620330,0.85016140,2.39501932,0.23476196,0.00538969,0.06500663,0.04189044,0.84468454
-4.90145073,3.71833972,0.87758598,2.44865790,0.24276697,0.00567988,0.06724446,0.04313520,0.86883159
-4.89544772,3.79900802,0.90143601,2.49491274,0.24988793,0.00600658,0.06916437,0.04418292,0.89021322
-4.88944472,3.86663255,0.92142015,2.53265955,0.25606183,0.00636869,0.07074437,0.04501327,0.90850613
-4.88344172,3.92004465,0.93735394,2.56102860,0.26125799,0.00676556,0.07197074,0.04561176,0.92348988
-4.87743872,3.95851098,0.94916325,2.57942849,0.26547850,0.00719685,0.07283826,0.04597002,0.93505076
-4.87143572,3.98174419,0.95688327,2.58755875,0.26875729,0.00766241,0.07335024,0.04608595,0.94318127
-4.86543272,3.98989540,0.96065308,2.58541082,0.27115793,0.00816205,0.07351812,0.04596359,0.94797509
-4.85942971,3.98352873,0.96070607,2.57325725,0.27277000,0.00869535,0.07336076,0.04561276,0.94961798
-4.85342671,3.96357929,0.95735654,2.55162984,0.27370445,0.00926145,0.07290354,0.04504848,0.94837478
-4.84742371,3.93129693,0.95098327,2.52128780,0.27408805,0.00985883,0.07217707,0.04429028,0.94457357
-4.84142071,3.88817877,0.94201092,2.48317795,0.27405711,0.01048511,0.07121588,0.04336133,0.93858744
-4.83541771,3.83589407,0.93089005,2.43838883,0.27375098,0.01113693,0.07005687,0.04228743,0.93081508
-4.82941471,3.77620570,0.91807694,2.38810155,0.27330547,0.01180981,0.06873784,0.04109604,0.92166117
-4.82341171,3.71089200,0.90401420,2.33353966,0.27284659,0.01249806,0.06729598,0.03981526,0.91151750
-4.81740870,3.64167323,0.88911305,2.27592077,0.27248492,0.01319486,0.06576650,0.03847291,0.90074583
-4.81140570,3.57014614,0.87373816,2.21641220,0.27231081,0.01389225,0.06418149,0.03709560,0.88966341
-4.80540270,3.49772954,0.85819570,2.15609265,0.27239070,0.01458134,0.06256888,0.03570809,0.87853162
-4.79939970,3.42562311,0.84272515,2.09592142,0.27276461,0.01525245,0.06095183,0.03433264,0.86754835
-4.79339670,3.35478083,0.82749499,2.03671624,0.27344504,0.01589543,0.05934825,0.03298861,0.85684428
-4.78739370,3.28589931,0.81260234,1.97914003,0.27441705,0.01649996,0.05777072,0.03169227,0.84648308
-4.78139070,3.21942050,0.79807637,1.92369661,0.27563972,0.01705586,0.05622663,0.03045668,0.83646514
-4.77538769,3.15554762,0.78388503,1.87073456,0.27704870,0.01755350,0.05471859,0.02929180,0.82673467
-4.76938469,3.09427193,0.76994457,1.82045819,0.27855972,0.01798412,0.05324504,0.02820467,0.81718928
-4.76338169,3.03540811,0.75613107,1.77294432,0.28007288,0.01834017,0.05180103,0.02719978,0.80769145
-4.75737869,2.97863518,0.74229326,1.72816286,0.28147739,0.01861564,0.05037915,0.02627937,0.79808106
-4.75137569,2.92353996,0.72826586,1.68599986,0.28265669,0.01880620,0.04897039,0.02544392,0.78818827
-4.74537269,2.86966030,0.71388257,1.64628103,0.28349349,0.01890947,0.04756516,0.02469250,0.77784574
-4.73936968,2.81652533,0.69898813,1.60879422,0.28387464,0.01892501,0.04615409,0.02402319,0.76689980
-4.73336668,2.76369059,0.68344874,1.57330974,0.28369560,0.01885436,0.04472885,0.02343340,0.75521980
-4.72736368,2.71076655,0.66716045,1.53959718,0.28286433,0.01870092,0.04328279,0.02292014,0.74270535
-4.72136068,2.65743920,0.65005529,1.50743848,0.28130448,0.01846977,0.04181138,0.02248021,0.72929112
-4.71535768,2.60348272,0.63210487,1.47663675,0.27895782,0.01816747,0.04031255,0.02211028,0.71494923
-4.70935468,2.54876413,0.61332153,1.44702098,0.27578581,0.01780168,0.03878677,0.02180694,0.69968925
-4.70335168,2.49324091,0.59375734,1.41844713,0.27177041,0.01738091,0.03723707,0.02156665,0.68355609
-4.69734867,2.43695263,0.57350098,1.39079623,0.26691409,0.01691410,0.03566881,0.02138564,0.66662612
-4.69134567,2.38000823,0.55267315,1.36397025,0.26123917,0.01641029,0.03408938,0.02125978,0.64900189
-4.68534267,2.32257044,0.53142074,1.33788680,0.25478647,0.01587829,0.03250785,0.02118448,0.63080612
-4.67933967,2.26483917,0.50991035,1.31247343,0.24761358,0.01532636,0.03093444,0.02115454,0.61217519
-4.67333667,2.20703537,0.48832156,1.28766248,0.23979262,0.01476201,0.02938012,0.02116405,0.59325284
-4.66733367,2.14938664,0.46684037,1.26338709,0.23140784,0.01419175,0.02785611,0.02120637,0.57418425
-4.66133067,2.09211574,0.44565315,1.23957892,0.22255294,0.01362107,0.02637345,0.02127415,0.55511109
-4.65532766,2.03543250,0.42494134,1.21616779,0.21332848,0.01305428,0.02494264,0.02135937,0.53616749
-4.64932466,1.97952961,0.40487721,1.19308339,0.20383920,0.01249463,0.02357334,0.02145354,0.51747728
-4.64332166,1.92458188,0.38562054,1.17025865,0.19419152,0.01194433,0.02227413,0.02154789,0.49915240
-4.63731866,1.87074885,0.36731641,1.14763463,0.18449118,0.01140469,0.02105242,0.02163361,0.48129239
-4.63131566,1.81817968,0.35009390,1.12516621,0.17484111,0.01087628,0.01991431,0.02170220,0.46398489
-4.62531266,1.76701964,0.33406558,1.10282808,0.16533954,0.01035911,0.01886466,0.02174572,0.44730683
-4.61930965,1.71741711,0.31932761,1.08062026,0.15607832,0.00985282,0.01790713,0.02175714,0.43132605
-4.61330665,1.66952996,0.30596018,1.05857262,0.14714154,0.00935688,0.01704426,0.02173064,0.41610314
-4.60730365,1.62353054,0.29402816,1.03674785,0.13860439,0.00887072,0.01627758,0.02166181,0.40169313
-4.60130065,1.57960846,0.28358163,1.01524242,0.13053223,0.00839391,0.01560773,0.02154786,0.38814683
-4.59529765,1.53797058,0.27465627,0.99418543,0.12297989,0.00792624,0.01503458,0.02138772,0.37551171
-4.58929465,1.49883815,0.26727340,0.97373520,0.11599117,0.00746780,0.01455725,0.02118206,0.36383196
-4.58329165,1.46244099,0.26143970,0.95407387,0.10959856,0.00701900,0.01417423,0.02093324,0.35314800
-4.57728864,1.42900926,0.25714646,0.93540025,0.10382307,0.00658058,0.01388333,0.02064514,0.34349516
-4.57128564,1.39876323,0.25436873,0.91792156,0.09867431,0.00615358,0.01368174,0.02032295,0.33490189
-4.56528264,1.37190206,0.25306417,0.90184456,0.09415068,0.00573924,0.01356590,0.01997288,0.32738742
-4.55927964,1.34859239,0.25317198,0.88736668,0.09023978,0.00533897,0.01353153,0.01960188,0.32095938
-4.55327664,1.32895785,0.25461210,0.87466802,0.08691896,0.00495422,0.01357351,0.01921720,0.31561131
-4.54727364,1.31307030,0.25728471,0.86390456,0.08415609,0.00458643,0.01368587,0.01882614,0.31132055
-4.54127064,1.30094379,0.26107048,0.85520323,0.08191050,0.00423688,0.01386175,0.01843565,0.30804671
-4.53526763,1.29253168,0.26583145,0.84865911,0.08013411,0.00390669,0.01409340,0.01805206,0.30573087
-4.52926463,1.28772750,0.27141295,0.84433493,0.07877272,0.00359668,0.01437227,0.01768088,0.30429572
-4.52326163,1.28636942,0.27764630,0.84226278,0.07776753,0.00330738,0.01468905,0.01732659,0.30364679
-4.51725863,1.28824829,0.28435253,0.84244781,0.07705669,0.00303899,0.01503390,0.01699259,0.30367467
-4.51125563,1.29311859,0.29134687,0.84487354,0.07657708,0.00279138,0.01539661,0.01668119,0.30425832
-4.50525263,1.30071173,0.29844397,0.84950818,0.07626603,0.00256408,0.01576687,0.01639368,0.30526922
-4.49924962,1.31075046,0.30546343,0.85631126,0.07606312,0.00235636,0.01613457,0.01613049,0.30657614
-4.49324662,1.32296366,0.31223560,0.86524007,0.07591185,0.00216722,0.01649011,0.01589136,0.30805042
