energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,In_p_up,In_p_down,In_d_up,In_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.87393697,1.39734886,-1.39734899,0.89612434,-0.89612440,0.29807944,-0.29807951,0.13518071,-0.13518072,0.00330240,-0.00330240,0.00364489,-0.00364489,0.69241720,-0.69241728
-5.86793397,1.41597329,-1.41597344,0.90003483,-0.90003489,0.31228620,-0.31228627,0.13472958,-0.13472958,0.00326203,-0.00326203,0.00367289,-0.00367289,0.69885790,-0.69885798
-5.86193097,1.44031732,-1.44031747,0.90681425,-0.90681432,0.32926613,-0.32926621,0.13391695,-0.13391695,0.00323056,-0.00323056,0.00370791,-0.00370791,0.70998880,-0.70998888
-5.85592796,1.47017122,-1.47017139,0.91627621,-0.91627627,0.34900123,-0.34900131,0.13272123,-0.13272123,0.00320804,-0.00320804,0.00374607,-0.00374607,0.72580648,-0.72580657
-5.84992496,1.50535636,-1.50535653,0.92827570,-0.92827577,0.37145058,-0.37145067,0.13113404,-0.13113404,0.00319483,-0.00319483,0.00378424,-0.00378424,0.74630342,-0.74630352
-5.84392196,1.54572099,-1.54572118,0.94271115,-0.94271122,0.39654605,-0.39654614,0.12916021,-0.12916022,0.00319154,-0.00319154,0.00381999,-0.00381999,0.77146236,-0.77146247
-5.83791896,1.59113177,-1.59113197,0.95952248,-0.95952256,0.42418795,-0.42418805,0.12681737,-0.12681737,0.00319905,-0.00319905,0.00385161,-0.00385161,0.80124879,-0.80124891
-5.83191596,1.64146162,-1.64146182,0.97868570,-0.97868578,0.45424108,-0.45424118,0.12413490,-0.12413490,0.00321847,-0.00321847,0.00387800,-0.00387800,0.83560229,-0.83560242
-5.82591296,1.69657522,-1.69657543,1.00020449,-1.00020457,0.48653154,-0.48653165,0.12115258,-0.12115259,0.00325107,-0.00325107,0.00389865,-0.00389865,0.87442735,-0.87442748
-5.81990995,1.75631314,-1.75631336,1.02409947,-1.02409955,0.52084470,-0.52084481,0.11791881,-0.11791881,0.00329824,-0.00329824,0.00391350,-0.00391350,0.91758438,-0.91758451
-5.81390695,1.82047590,-1.82047612,1.05039593,-1.05039602,0.55692445,-0.55692457,0.11448852,-0.11448853,0.00336141,-0.00336141,0.00392290,-0.00392290,0.96488171,-0.96488184
-5.80790395,1.88880912,-1.88880934,1.07911085,-1.07911093,0.59447430,-0.59447442,0.11092103,-0.11092103,0.00344196,-0.00344196,0.00392744,-0.00392744,1.01606909,-1.01606923
-5.80190095,1.96099087,-1.96099110,1.11023997,-1.11024006,0.63316011,-0.63316022,0.10727771,-0.10727771,0.00354112,-0.00354112,0.00392790,-0.00392790,1.07083331,-1.07083345
-5.79589795,2.03662210,-2.03662232,1.14374582,-1.14374590,0.67261475,-0.67261487,0.10361979,-0.10361980,0.00365991,-0.00365991,0.00392513,-0.00392513,1.12879622,-1.12879635
-5.78989495,2.11522087,-2.11522109,1.17954726,-1.17954734,0.71244459,-0.71244470,0.10000622,-0.10000622,0.00379902,-0.00379902,0.00391991,-0.00391991,1.18951555,-1.18951568
-5.78389195,2.19622098,-2.19622118,1.21751131,-1.21751139,0.75223753,-0.75223764,0.09649172,-0.09649172,0.00395878,-0.00395878,0.00391293,-0.00391293,1.25248851,-1.25248864
-5.77788894,2.27897504,-2.27897524,1.25744762,-1.25744769,0.79157249,-0.79157260,0.09312519,-0.09312519,0.00413902,-0.00413902,0.00390468,-0.00390468,1.31715820,-1.31715832
-5.77188594,2.36276220,-2.36276238,1.29910590,-1.29910597,0.83002985,-0.83002995,0.08994836,-0.08994836,0.00433907,-0.00433907,0.00389539,-0.00389539,1.38292255,-1.38292266
-5.76588294,2.44680004,-2.44680021,1.34217662,-1.34217668,0.86720253,-0.86720262,0.08699485,-0.08699485,0.00455770,-0.00455770,0.00388502,-0.00388502,1.44914556,-1.44914566
-5.75987994,2.53026037,-2.53026052,1.38629473,-1.38629479,0.90270717,-0.90270726,0.08428956,-0.08428957,0.00479308,-0.00479308,0.00387324,-0.00387324,1.51517036,-1.51517045
-5.75387694,2.61228807,-2.61228820,1.43104650,-1.43104654,0.93619502,-0.93619510,0.08184851,-0.08184851,0.00504283,-0.00504283,0.00385940,-0.00385940,1.58033363,-1.58033370
-5.74787394,2.69202230,-2.69202241,1.47597890,-1.47597894,0.96736184,-0.96736191,0.07967894,-0.07967894,0.00530396,-0.00530396,0.00384264,-0.00384264,1.64398074,-1.64398081
-5.74187094,2.76861908,-2.76861917,1.52061135,-1.52061138,0.99595671,-0.99595677,0.07777985,-0.07777985,0.00557302,-0.00557302,0.00382185,-0.00382185,1.70548117,-1.70548122
-5.73586793,2.84127424,-2.84127432,1.56444907,-1.56444908,1.02178898,-1.02178904,0.07614276,-0.07614276,0.00584606,-0.00584606,0.00379578,-0.00379578,1.76424344,-1.76424347
-5.72986493,2.90924593,-2.90924599,1.60699750,-1.60699751,1.04473335,-1.04473339,0.07475269,-0.07475269,0.00611880,-0.00611880,0.00376310,-0.00376310,1.81972923,-1.81972925
-5.72386193,2.97187548,-2.97187551,1.64777720,-1.64777720,1.06473267,-1.06473271,0.07358935,-0.07358935,0.00638669,-0.00638669,0.00372247,-0.00372247,1.87146599,-1.87146600
-5.71785893,3.02860599,-3.02860601,1.68633843,-1.68633842,1.08179854,-1.08179857,0.07262843,-0.07262843,0.00664504,-0.00664504,0.00367262,-0.00367262,1.91905769,-1.91905769
-5.71185593,3.07899786,-3.07899786,1.72227478,-1.72227477,1.09600945,-1.09600947,0.07184292,-0.07184292,0.00688917,-0.00688917,0.00361244,-0.00361244,1.96219336,-1.96219335
-5.70585293,3.12274056,-3.12274055,1.75523541,-1.75523539,1.10750695,-1.10750697,0.07120439,-0.07120438,0.00711453,-0.00711453,0.00354101,-0.00354101,2.00065317,-2.00065315
-5.69984992,3.15966034,-3.15966032,1.78493513,-1.78493510,1.11648970,-1.11648972,0.07068423,-0.07068423,0.00731684,-0.00731684,0.00345771,-0.00345771,2.03431182,-2.03431179
-5.69384692,3.18972367,-3.18972364,1.81116216,-1.81116213,1.12320597,-1.12320598,0.07025474,-0.07025474,0.00749223,-0.00749223,0.00336221,-0.00336221,2.06313928,-2.06313924
-5.68784392,3.21303618,-3.21303614,1.83378314,-1.83378310,1.12794485,-1.12794485,0.06989002,-0.06989002,0.00763735,-0.00763735,0.00325455,-0.00325455,2.08719878,-2.08719874
-5.68184092,3.22983741,-3.22983736,1.85274521,-1.85274517,1.13102658,-1.13102658,0.06956671,-0.06956671,0.00774948,-0.00774948,0.00313509,-0.00313509,2.10664235,-2.10664232
-5.67583792,3.24049154,-3.24049150,1.86807534,-1.86807530,1.13279250,-1.13279250,0.06926445,-0.06926445,0.00782662,-0.00782662,0.00300457,-0.00300457,2.12170396,-2.12170392
-5.66983492,3.24547457,-3.24547452,1.87987673,-1.87987670,1.13359493,-1.13359494,0.06896617,-0.06896617,0.00786752,-0.00786752,0.00286403,-0.00286403,2.13269053,-2.13269050
-5.66383192,3.24535834,-3.24535830,1.88832278,-1.88832275,1.13378746,-1.13378747,0.06865811,-0.06865811,0.00787172,-0.00787172,0.00271480,-0.00271480,2.13997137,-2.13997134
-5.65782891,3.24079227,-3.24079224,1.89364876,-1.89364872,1.13371579,-1.13371581,0.06832969,-0.06832969,0.00783957,-0.00783957,0.00255846,-0.00255846,2.14396603,-2.14396600
-5.65182591,3.23248315,-3.23248313,1.89614169,-1.89614166,1.13370966,-1.13370968,0.06797315,-0.06797315,0.00777216,-0.00777216,0.00239677,-0.00239677,2.14513127,-2.14513124
-5.64582291,3.22117390,-3.22117388,1.89612889,-1.89612887,1.13407560,-1.13407563,0.06758316,-0.06758316,0.00767128,-0.00767128,0.00223160,-0.00223160,2.14394739,-2.14394737
-5.63981991,3.20762178,-3.20762177,1.89396567,-1.89396565,1.13509099,-1.13509102,0.06715623,-0.06715623,0.00753936,-0.00753936,0.00206489,-0.00206489,2.14090427,-2.14090426
-5.63381691,3.19257687,-3.19257688,1.89002257,-1.89002256,1.13699903,-1.13699907,0.06669017,-0.06669016,0.00737934,-0.00737934,0.00189856,-0.00189856,2.13648754,-2.13648753
-5.62781391,3.17676118,-3.17676119,1.88467282,-1.88467281,1.14000486,-1.14000490,0.06618353,-0.06618352,0.00719455,-0.00719455,0.00173448,-0.00173448,2.13116518,-2.13116518
-5.62181091,3.16084901,-3.16084905,1.87828026,-1.87828026,1.14427237,-1.14427243,0.06563512,-0.06563512,0.00698862,-0.00698862,0.00157438,-0.00157438,2.12537484,-2.12537485
-5.61580790,3.14544915,-3.14544919,1.87118826,-1.87118826,1.14992187,-1.14992193,0.06504362,-0.06504362,0.00676533,-0.00676533,0.00141986,-0.00141986,2.11951216,-2.11951218
-5.60980490,3.13108895,-3.13108901,1.86370981,-1.86370982,1.15702812,-1.15702818,0.06440731,-0.06440731,0.00652849,-0.00652849,0.00127230,-0.00127230,2.11392029,-2.11392032
-5.60380190,3.11820104,-3.11820112,1.85611927,-1.85611928,1.16561891,-1.16561898,0.06372400,-0.06372399,0.00628187,-0.00628187,0.00113289,-0.00113289,2.10888091,-2.10888094
-5.59779890,3.10711267,-3.10711275,1.84864571,-1.84864574,1.17567389,-1.17567397,0.06299105,-0.06299105,0.00602903,-0.00602903,0.00100257,-0.00100257,2.10460682,-2.10460687
-5.59179590,3.09803803,-3.09803814,1.84146827,-1.84146830,1.18712369,-1.18712378,0.06220567,-0.06220567,0.00577332,-0.00577332,0.00088206,-0.00088206,2.10123647,-2.10123653
-5.58579290,3.09107392,-3.09107403,1.83471335,-1.83471339,1.19984950,-1.19984959,0.06136523,-0.06136522,0.00551778,-0.00551778,0.00077188,-0.00077188,2.09883044,-2.09883050
-5.57978989,3.08619866,-3.08619878,1.82845395,-1.82845400,1.21368313,-1.21368322,0.06046779,-0.06046779,0.00526513,-0.00526513,0.00067230,-0.00067230,2.09737013,-2.09737020
-5.57378689,3.08327478,-3.08327491,1.82271090,-1.82271095,1.22840779,-1.22840789,0.05951268,-0.05951268,0.00501771,-0.00501771,0.00058346,-0.00058346,2.09675883,-2.09675890
-5.56778389,3.08205524,-3.08205538,1.81745606,-1.81745611,1.24375995,-1.24376005,0.05850110,-0.05850110,0.00477755,-0.00477755,0.00050530,-0.00050530,2.09682521,-2.09682528
-5.56178089,3.08219344,-3.08219358,1.81261738,-1.81261743,1.25943241,-1.25943251,0.05743676,-0.05743676,0.00454635,-0.00454635,0.00043766,-0.00043766,2.09732938,-2.09732945
-5.55577789,3.08325685,-3.08325700,1.80808554,-1.80808560,1.27507893,-1.27507903,0.05632638,-0.05632638,0.00432552,-0.00432552,0.00038026,-0.00038026,2.09797148,-2.09797156
-5.54977489,3.08474402,-3.08474417,1.80372214,-1.80372220,1.29032064,-1.29032074,0.05518015,-0.05518015,0.00411624,-0.00411624,0.00033275,-0.00033275,2.09840273,-2.09840280
-5.54377189,3.08610470,-3.08610485,1.79936888,-1.79936894,1.30475428,-1.30475438,0.05401203,-0.05401203,0.00391948,-0.00391948,0.00029475,-0.00029475,2.09823869,-2.09823876
-5.53776888,3.08676238,-3.08676252,1.79485763,-1.79485768,1.31796236,-1.31796246,0.05283983,-0.05283983,0.00373606,-0.00373606,0.00026585,-0.00026585,2.09707451,-2.09707458
-5.53176588,3.08613871,-3.08613884,1.79002079,-1.79002084,1.32952504,-1.32952513,0.05168507,-0.05168507,0.00356671,-0.00356671,0.00024564,-0.00024564,2.09450162,-2.09450168
-5.52576288,3.08367872,-3.08367885,1.78470157,-1.78470161,1.33903344,-1.33903353,0.05057267,-0.05057267,0.00341208,-0.00341208,0.00023371,-0.00023371,2.09012533,-2.09012538
-5.51975988,3.07887599,-3.07887611,1.77876360,-1.77876364,1.34610403,-1.34610411,0.04953032,-0.04953032,0.00327278,-0.00327278,0.00022968,-0.00022968,2.08358261,-2.08358265
-5.51375688,3.07129645,-3.07129656,1.77209941,-1.77209944,1.35039344,-1.35039351,0.04858773,-0.04858773,0.00314939,-0.00314939,0.00023319,-0.00023319,2.07455939,-2.07455943
-5.50775388,3.06059984,-3.06059993,1.76463720,-1.76463722,1.35161307,-1.35161312,0.04777561,-0.04777561,0.00304247,-0.00304247,0.00024389,-0.00024389,2.06280644,-2.06280646
-5.50175088,3.04655747,-3.04655754,1.75634555,-1.75634557,1.34954271,-1.34954276,0.04712452,-0.04712452,0.00295251,-0.00295251,0.00026146,-0.00026146,2.04815305,-2.04815306
-5.49574787,3.02906552,-3.02906558,1.74723560,-1.74723561,1.34404265,-1.34404269,0.04666362,-0.04666362,0.00287998,-0.00287998,0.00028558,-0.00028558,2.03051789,-2.03051789
-5.48974487,3.00815283,-3.00815287,1.73736055,-1.73736056,1.33506320,-1.33506322,0.04641933,-0.04641933,0.00282522,-0.00282522,0.00031593,-0.00031593,2.00991625,-2.00991623
-5.48374187,2.98398271,-2.98398273,1.72681232,-1.72681232,1.32265142,-1.32265143,0.04641404,-0.04641404,0.00278843,-0.00278844,0.00035215,-0.00035215,1.98646327,-1.98646325
-5.47773887,2.95684856,-2.95684857,1.71571559,-1.71571558,1.30695434,-1.30695434,0.04666483,-0.04666484,0.00276967,-0.00276967,0.00039387,-0.00039387,1.96037298,-1.96037294
-5.47173587,2.92716339,-2.92716339,1.70421937,-1.70421935,1.28821843,-1.28821842,0.04718239,-0.04718240,0.00276875,-0.00276875,0.00044064,-0.00044064,1.93195293,-1.93195288
-5.46573287,2.89544374,-2.89544372,1.69248668,-1.69248666,1.26678535,-1.26678534,0.04797005,-0.04797005,0.00278520,-0.00278520,0.00049196,-0.00049196,1.90159483,-1.90159477
-5.45972986,2.86228872,-2.86228870,1.68068293,-1.68068290,1.24308389,-1.24308387,0.04902308,-0.04902309,0.00281827,-0.00281827,0.00054726,-0.00054726,1.86976152,-1.86976145
-5.45372686,2.82835557,-2.82835554,1.66896369,-1.66896366,1.21761858,-1.21761855,0.05032831,-0.05032832,0.00286690,-0.00286690,0.00060587,-0.00060587,1.83697095,-1.83697087
-5.44772386,2.79433270,-2.79433266,1.65746279,-1.65746276,1.19095543,-1.19095539,0.05186402,-0.05186403,0.00292966,-0.00292966,0.00066705,-0.00066705,1.80377807,-1.80377799
-5.44172086,2.76091204,-2.76091201,1.64628145,-1.64628142,1.16370530,-1.16370526,0.05360017,-0.05360017,0.00300481,-0.00300481,0.00072995,-0.00072995,1.77075544,-1.77075536
-5.43571786,2.72876196,-2.72876193,1.63547931,-1.63547927,1.13650584,-1.13650580,0.05549895,-0.05549896,0.00309026,-0.00309026,0.00079365,-0.00079365,1.73847361,-1.73847354
-5.42971486,2.69850221,-2.69850218,1.62506797,-1.62506794,1.11000255,-1.11000252,0.05751574,-0.05751575,0.00318366,-0.00318366,0.00085717,-0.00085717,1.70748223,-1.70748216
-5.42371186,2.67068213,-2.67068211,1.61500761,-1.61500757,1.08482988,-1.08482986,0.05960027,-0.05960028,0.00328241,-0.00328241,0.00091945,-0.00091945,1.67829259,-1.67829253
-5.41770885,2.64576303,-2.64576302,1.60520678,-1.60520675,1.06159297,-1.06159296,0.06169808,-0.06169808,0.00338370,-0.00338370,0.00097943,-0.00097943,1.65136255,-1.65136249
-5.41170585,2.62410532,-2.62410533,1.59552569,-1.59552567,1.04085073,-1.04085072,0.06375216,-0.06375217,0.00348464,-0.00348464,0.00103602,-0.00103602,1.62708404,-1.62708399
-5.40570285,2.60596062,-2.60596065,1.58578251,-1.58578249,1.02310068,-1.02310069,0.06570480,-0.06570481,0.00358231,-0.00358231,0.00108814,-0.00108814,1.60577376,-1.60577373
-5.39969985,2.59146880,-2.59146885,1.57576238,-1.57576236,1.00876606,-1.00876609,0.06749938,-0.06749939,0.00367384,-0.00367384,0.00113480,-0.00113480,1.58766690,-1.58766689
-5.39369685,2.58065937,-2.58065943,1.56522851,-1.56522850,0.99818524,-0.99818528,0.06908226,-0.06908226,0.00375649,-0.00375649,0.00117504,-0.00117504,1.57291387,-1.57291387
-5.38769385,2.57345663,-2.57345671,1.55393453,-1.55393452,0.99160372,-0.99160378,0.07040446,-0.07040447,0.00382776,-0.00382776,0.00120805,-0.00120805,1.56157974,-1.56157975
-5.38169085,2.56968768,-2.56968778,1.54163717,-1.54163717,0.98916866,-0.98916873,0.07142332,-0.07142332,0.00388545,-0.00388545,0.00123313,-0.00123313,1.55364600,-1.55364603
-5.37568784,2.56909224,-2.56909236,1.52810858,-1.52810857,0.99092585,-0.99092595,0.07210374,-0.07210375,0.00392774,-0.00392774,0.00124975,-0.00124975,1.54901412,-1.54901417
-5.36968484,2.57133348,-2.57133362,1.51314719,-1.51314719,0.99681909,-0.99681919,0.07241931,-0.07241932,0.00395322,-0.00395322,0.00125755,-0.00125755,1.54751044,-1.54751051
-5.36368184,2.57600892,-2.57600908,1.49658670,-1.49658670,1.00669161,-1.00669174,0.07235295,-0.07235295,0.00396093,-0.00396093,0.00125635,-0.00125635,1.54889196,-1.54889204
-5.35767884,2.58266080,-2.58266097,1.47830244,-1.47830244,1.02028977,-1.02028991,0.07189731,-0.07189731,0.00395040,-0.00395040,0.00124618,-0.00124618,1.55285263,-1.55285272
-5.35167584,2.59078552,-2.59078569,1.45821494,-1.45821494,1.03726845,-1.03726860,0.07105471,-0.07105471,0.00392163,-0.00392163,0.00122726,-0.00122726,1.55902998,-1.55903008
-5.34567284,2.59984197,-2.59984216,1.43629059,-1.43629059,1.05719841,-1.05719857,0.06983683,-0.06983682,0.00387508,-0.00387508,0.00119998,-0.00119998,1.56701184,-1.56701194
-5.33966983,2.60925890,-2.60925909,1.41253951,-1.41253951,1.07957526,-1.07957543,0.06826395,-0.06826395,0.00381161,-0.00381161,0.00116492,-0.00116492,1.57634325,-1.57634337
-5.33366683,2.61844149,-2.61844168,1.38701106,-1.38701106,1.10383007,-1.10383025,0.06636404,-0.06636404,0.00373248,-0.00373248,0.00112280,-0.00112280,1.58653366,-1.58653378
-5.32766383,2.62677777,-2.62677796,1.35978747,-1.35978746,1.12934157,-1.12934175,0.06417149,-0.06417149,0.00363923,-0.00363923,0.00107446,-0.00107446,1.59706443,-1.59706455
-5.32166083,2.63364521,-2.63364539,1.33097624,-1.33097623,1.15544963,-1.15544981,0.06172576,-0.06172575,0.00353368,-0.00353368,0.00102085,-0.00102085,1.60739710,-1.60739722
-5.31565783,2.63841820,-2.63841838,1.30070203,-1.30070202,1.18147000,-1.18147018,0.05906991,-0.05906991,0.00341777,-0.00341777,0.00096299,-0.00096299,1.61698231,-1.61698242
-5.30965483,2.64047666,-2.64047682,1.26909870,-1.26909868,1.20671008,-1.20671026,0.05624912,-0.05624911,0.00329355,-0.00329355,0.00090191,-0.00090191,1.62526970,-1.62526981
-5.30365183,2.63921620,-2.63921635,1.23630214,-1.23630212,1.23048525,-1.23048541,0.05330916,-0.05330915,0.00316311,-0.00316311,0.00083868,-0.00083868,1.63171865,-1.63171875
-5.29764882,2.63405982,-2.63405995,1.20244442,-1.20244439,1.25213544,-1.25213559,0.05029509,-0.05029508,0.00302845,-0.00302845,0.00077431,-0.00077431,1.63580986,-1.63580995
-5.29164582,2.62447102,-2.62447112,1.16764956,-1.16764952,1.27104154,-1.27104168,0.04725001,-0.04725000,0.00289151,-0.00289151,0.00070980,-0.00070980,1.63705742,-1.63705749
-5.28564282,2.60996792,-2.60996800,1.13203119,-1.13203114,1.28664096,-1.28664108,0.04421399,-0.04421398,0.00275404,-0.00275404,0.00064604,-0.00064604,1.63502107,-1.63502112
-5.27963982,2.59013781,-2.59013786,1.09569208,-1.09569202,1.29844189,-1.29844199,0.04122331,-0.04122330,0.00261762,-0.00261762,0.00058386,-0.00058386,1.62931816,-1.62931819
-5.27363682,2.56465131,-2.56465132,1.05872528,-1.05872521,1.30603562,-1.30603571,0.03830980,-0.03830979,0.00248364,-0.00248364,0.00052396,-0.00052396,1.61963472,-1.61963473
-5.26763382,2.53327538,-2.53327536,1.02121687,-1.02121679,1.30910657,-1.30910663,0.03550048,-0.03550048,0.00235324,-0.00235324,0.00046696,-0.00046696,1.60573512,-1.60573510
-5.26163082,2.49588431,-2.49588426,0.98324959,-0.98324950,1.30743927,-1.30743931,0.03281746,-0.03281746,0.00222735,-0.00222735,0.00041333,-0.00041333,1.58746965,-1.58746961
-5.25562781,2.45246784,-2.45246775,0.94490715,-0.94490706,1.30092237,-1.30092238,0.03027793,-0.03027792,0.00210670,-0.00210670,0.00036346,-0.00036346,1.56477976,-1.56477970
-5.24962481,2.40313587,-2.40313575,0.90627872,-0.90627862,1.28954917,-1.28954916,0.02789443,-0.02789442,0.00199181,-0.00199181,0.00031762,-0.00031762,1.53770031,-1.53770022
-5.24362181,2.34811934,-2.34811919,0.86746305,-0.86746294,1.27341482,-1.27341479,0.02567523,-0.02567522,0.00188304,-0.00188304,0.00027600,-0.00027600,1.50635886,-1.50635875
-5.23761881,2.28776702,-2.28776684,0.82857206,-0.82857195,1.25271033,-1.25271028,0.02362486,-0.02362486,0.00178062,-0.00178062,0.00023869,-0.00023869,1.47097185,-1.47097172
-5.23161581,2.22253841,-2.22253821,0.78973345,-0.78973333,1.22771364,-1.22771357,0.02174471,-0.02174471,0.00168464,-0.00168464,0.00020572,-0.00020572,1.43183783,-1.43183769
-5.22561281,2.15299317,-2.15299294,0.75109232,-0.75109219,1.19877831,-1.19877822,0.02003368,-0.02003368,0.00159513,-0.00159513,0.00017709,-0.00017709,1.38932817,-1.38932801
-5.21960980,2.07977753,-2.07977728,0.71281165,-0.71281152,1.16632037,-1.16632026,0.01848891,-0.01848890,0.00151206,-0.00151206,0.00015276,-0.00015276,1.34387554,-1.34387536
-5.21360680,2.00360870,-2.00360843,0.67507178,-0.67507165,1.13080400,-1.13080388,0.01710646,-0.01710646,0.00143538,-0.00143538,0.00013267,-0.00013267,1.29596101,-1.29596082
-5.20760380,1.92525814,-1.92525785,0.63806906,-0.63806892,1.09272677,-1.09272664,0.01588209,-0.01588208,0.00136505,-0.00136505,0.00011677,-0.00011677,1.24610035,-1.24610015
-5.20160080,1.84553460,-1.84553430,0.60201375,-0.60201362,1.05260516,-1.05260502,0.01481182,-0.01481182,0.00130104,-0.00130104,0.00010506,-0.00010506,1.19483013,-1.19482993
-5.19559780,1.76526805,-1.76526775,0.56712770,-0.56712757,1.01096092,-1.01096078,0.01389270,-0.01389270,0.00124338,-0.00124338,0.00009757,-0.00009757,1.14269459,-1.14269437
-5.18959480,1.68529526,-1.68529496,0.53364183,-0.53364170,0.96830903,-0.96830887,0.01312329,-0.01312329,0.00119216,-0.00119216,0.00009438,-0.00009438,1.09023354,-1.09023332
-5.18359180,1.60644767,-1.60644737,0.50179374,-0.50179362,0.92514743,-0.92514728,0.01250423,-0.01250423,0.00114757,-0.00114757,0.00009565,-0.00009565,1.03797215,-1.03797193
-5.17758879,1.52954211,-1.52954181,0.47182577,-0.47182565,0.88194910,-0.88194894,0.01203868,-0.01203868,0.00110987,-0.00110987,0.00010163,-0.00010163,0.98641268,-0.98641247
-5.17158579,1.45537445,-1.45537415,0.44398341,-0.44398330,0.83915633,-0.83915617,0.01173268,-0.01173268,0.00107947,-0.00107947,0.00011265,-0.00011265,0.93602849,-0.93602828
-5.16558279,1.38471618,-1.38471589,0.41851431,-0.41851421,0.79717739,-0.79717723,0.01159540,-0.01159540,0.00105686,-0.00105686,0.00012914,-0.00012914,0.88726028,-0.88726007
