energy_ev,total_up,Au_p_up,Au_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.60380190,5.59290780,0.31593024,5.33072161,0.00979780,0.16154372,0.06189692,0.09790291
-5.59779890,5.67467245,0.33044332,5.39744593,0.01054334,0.16811928,0.06476526,0.10397158
-5.59179590,5.74247849,0.34506911,5.45025241,0.01135501,0.17418157,0.06747553,0.11024397
-5.58579290,5.79698025,0.35978892,5.48982383,0.01223803,0.17970392,0.07001810,0.11672112
-5.57978989,5.83929914,0.37459736,5.51729456,0.01319747,0.18467503,0.07238907,0.12340639
-5.57378689,5.87100290,0.38950211,5.53423025,0.01423802,0.18909909,0.07459031,0.13030502
-5.56778389,5.89406363,0.40452263,5.54258737,0.01536369,0.19299525,0.07662917,0.13742327
-5.56178089,5.91079554,0.41968784,5.54465345,0.01657758,0.19639637,0.07851799,0.14476732
-5.55577789,5.92377419,0.43503280,5.54296973,0.01788152,0.19934718,0.08027341,0.15234181
-5.54977489,5.93574028,0.45059458,5.54023917,0.01927585,0.20190190,0.08191535,0.16014816
-5.54377189,5.94949165,0.46640733,5.53922335,0.02075902,0.20412137,0.08346593,0.16818280
-5.53776888,5.96776835,0.48249707,5.54263267,0.02232742,0.20606991,0.08494825,0.17643524
-5.53176588,5.99313566,0.49887621,5.55301464,0.02397510,0.20781207,0.08638512,0.18488623
-5.52576288,6.02787058,0.51553829,5.57264536,0.02569359,0.20940929,0.08779778,0.19350616
-5.51975988,6.07385704,0.53245321,5.60342918,0.02747182,0.21091687,0.08920474,0.20225360
-5.51375688,6.13249498,0.54956337,5.64681129,0.02929604,0.21238119,0.09062078,0.21107447
-5.50775388,6.20462779,0.56678080,5.70370758,0.03114994,0.21383753,0.09205605,0.21990151
-5.50175088,6.29049173,0.58398579,5.77445515,0.03301479,0.21530838,0.09351552,0.22865455
-5.49574787,6.38969011,0.60102702,5.85878606,0.03486969,0.21680252,0.09499863,0.23724127
-5.48974487,6.50119370,0.61772332,5.95582580,0.03669191,0.21831485,0.09649924,0.24555873
-5.48374187,6.62336772,0.63386712,6.06411684,0.03845739,0.21982690,0.09800589,0.25349550
-5.47773887,6.75402432,0.64922946,6.18166625,0.04014125,0.22130808,0.09950222,0.26093444
-5.47173587,6.89049839,0.66356632,6.30601551,0.04171836,0.22271759,0.10096779,0.26775583
-5.46573287,7.02974336,0.67662614,6.43432941,0.04316398,0.22400676,0.10237893,0.27384105
-5.45972986,7.16844260,0.68815801,6.56349993,0.04445445,0.22512183,0.10370978,0.27907628
-5.45372686,7.30313147,0.69792038,6.69026064,0.04556782,0.22600691,0.10493348,0.28335636
-5.44772386,7.43032446,0.70568954,6.81130636,0.04648446,0.22660700,0.10602323,0.28658845
-5.44172086,7.54664173,0.71126787,6.92341277,0.04718762,0.22687087,0.10695346,0.28869533
-5.43571786,7.64892953,0.71449101,7.02355077,0.04766394,0.22675366,0.10770074,0.28961830
-5.42971486,7.73436928,0.71523406,7.10899070,0.04790381,0.22621907,0.10824470,0.28931941
-5.42371186,7.80057074,0.71341609,7.17739210,0.04790167,0.22524103,0.10856864,0.28778293
-5.41770885,7.84564573,0.70900317,7.22687546,0.04765612,0.22380478,0.10866002,0.28501616
-5.41170585,7.86825976,0.70200946,7.25607355,0.04716997,0.22190730,0.10851067,0.28104930
-5.40570285,7.86766017,0.69249665,7.26416068,0.04645015,0.21955716,0.10811684,0.27593462
-5.39969985,7.84368042,0.68057163,7.25085965,0.04550743,0.21677373,0.10747900,0.26974488
-5.39369685,7.79672165,0.66638266,7.21642712,0.04435615,0.21358595,0.10660152,0.26257111
-5.38769385,7.72771336,0.65011427,7.16161909,0.04301376,0.21003067,0.10549220,0.25451992
-5.38169085,7.63805624,0.63198122,7.08763920,0.04150035,0.20615068,0.10416167,0.24571038
-5.37568784,7.52955076,0.61222178,6.99607329,0.03983808,0.20199266,0.10262283,0.23627073
-5.36968484,7.40431576,0.59109076,6.88881395,0.03805060,0.19760505,0.10089017,0.22633500
-5.36368184,7.26470141,0.56885252,6.76797935,0.03616251,0.19303611,0.09897922,0.21603972
-5.35767884,7.11320109,0.54577444,6.63583060,0.03419872,0.18833209,0.09690607,0.20552075
-5.35167584,6.95236633,0.52212088,6.49469150,0.03218398,0.18353588,0.09468691,0.19491049
-5.34567284,6.78472858,0.49814805,6.34687452,0.03014231,0.17868588,0.09233778,0.18433542
-5.33966983,6.61273102,0.47409977,6.19461591,0.02809662,0.17381545,0.08987441,0.17391404
-5.33366683,6.43867264,0.45020429,6.04002242,0.02606832,0.16895261,0.08731221,0.16375526
-5.32766383,6.26466633,0.42667210,5.88503103,0.02407701,0.16412029,0.08466629,0.15395722
-5.32166083,6.09261134,0.40369476,5.73138255,0.02214025,0.15933685,0.08195172,0.14460656
-5.31565783,5.92418000,0.38144447,5.58060883,0.02027345,0.15461692,0.07918369,0.13577796
-5.30965483,5.76081770,0.36007446,5.43403265,0.01848975,0.14997236,0.07637789,0.12753409
-5.30365183,5.60375423,0.33971982,5.29277873,0.01680001,0.14541340,0.07355068,0.11992576
-5.29764882,5.45402421,0.32049866,5.15779366,0.01521289,0.14094970,0.07071942,0.11299228
-5.29164582,5.31249396,0.30251344,5.02987210,0.01373487,0.13659138,0.06790258,0.10676198
-5.28564282,5.17989193,0.28585220,4.90968658,0.01237047,0.13234980,0.06511988,0.10125275
-5.27963982,5.05683958,0.27058958,4.79781784,0.01112232,0.12823811,0.06239220,0.09647268
-5.27363682,4.94388014,0.25678763,4.69478320,0.00999140,0.12427155,0.05974143,0.09242071
-5.26763382,4.84150274,0.24449605,4.60106039,0.00897720,0.12046736,0.05719016,0.08908728
-5.26163082,4.75015977,0.23375216,4.51710475,0.00807791,0.11684441,0.05476122,0.08645487
-5.25562781,4.67027629,0.22458033,4.44335857,0.00729060,0.11342254,0.05247717,0.08449868
-5.24962481,4.60225040,0.21699113,4.38025141,0.00661142,0.11022162,0.05035962,0.08318714
-5.24362181,4.54644473,0.21098018,4.32819140,0.00603570,0.10726044,0.04842849,0.08248255
-5.23761881,4.50316921,0.20652681,4.28754788,0.00555817,0.10455550,0.04670132,0.08234162
-5.23161581,4.47265675,0.20359285,4.25862650,0.00517301,0.10211976,0.04519250,0.08271610
-5.22561281,4.45503302,0.20212143,4.24163834,0.00487399,0.09996143,0.04391261,0.08355346
-5.21960980,4.45028296,0.20203621,4.23666534,0.00465456,0.09808299,0.04286781,0.08479760
-5.21360680,4.45821616,0.20324109,4.24362428,0.00450793,0.09648030,0.04205943,0.08638964
-5.20760380,4.47843400,0.20562050,4.26223208,0.00442710,0.09514211,0.04148363,0.08826874
-5.20160080,4.51030114,0.20904040,4.29197516,0.00440502,0.09404985,0.04113132,0.09037311
-5.19559780,4.55292395,0.21335013,4.33208542,0.00443457,0.09317777,0.04098822,0.09264091
-5.18959480,4.60513822,0.21838504,4.38152512,0.00450867,0.09249348,0.04103518,0.09501141
-5.18359180,4.66550793,0.22396994,4.43898273,0.00462041,0.09195882,0.04124867,0.09742604
-5.17758879,4.73233649,0.22992323,4.50288104,0.00476307,0.09153100,0.04160143,0.09982954
-5.17158579,4.80369099,0.23606174,4.57139840,0.00493031,0.09116410,0.04206331,0.10217111
-5.16558279,4.87743960,0.24220594,4.64250302,0.00511624,0.09081068,0.04260224,0.10440555
-5.15957979,4.95130129,0.24818553,4.71399991,0.00531561,0.09042350,0.04318523,0.10649432
-5.15357679,5.02290627,0.25384502,4.78358883,0.00552392,0.08995737,0.04377948,0.10840656
-5.14757379,5.08986533,0.25904917,4.84893138,0.00573758,0.08937087,0.04435341,0.11011996
-5.14157079,5.14984499,0.26368808,4.90772463,0.00595407,0.08862793,0.04487769,0.11162152
-5.13556778,5.20064568,0.26768160,4.95777802,0.00617203,0.08769929,0.04532616,0.11290807
-5.12956478,5.24027930,0.27098297,4.99709044,0.00639145,0.08656361,0.04567658,0.11398668
-5.12356178,5.26704266,0.27358138,5.02392372,0.00661368,0.08520834,0.04591130,0.11487472
-5.11755878,5.27958349,0.27550349,5.03686928,0.00684151,0.08363020,0.04601762,0.11559972
-5.11155578,5.27695565,0.27681358,5.03490465,0.00707920,0.08183535,0.04598805,0.11619893
-5.10555278,5.25866094,0.27761249,5.01743717,0.00733239,0.07983917,0.04582034,0.11671856
-5.09954977,5.22467530,0.27803525,4.98433262,0.00760803,0.07766574,0.04551731,0.11721279
-5.09354677,5.17545793,0.27824742,4.93592722,0.00791423,0.07534702,0.04508647,0.11774240
-5.08754377,5.11194274,0.27844030,4.87302250,0.00826004,0.07292175,0.04453951,0.11837319
-5.08154077,5.03551225,0.27882520,4.79686285,0.00865518,0.07043418,0.04389169,0.11917411
-5.07553777,4.94795498,0.27962677,4.70909683,0.00910976,0.06793261,0.04316106,0.12021520
-5.06953477,4.85140793,0.28107576,4.61172383,0.00963394,0.06546790,0.04236766,0.12156532
-5.06353177,4.74828668,0.28340147,4.50702832,0.01023749,0.06309192,0.04153270,0.12328987
-5.05752876,4.64120596,0.28682393,4.39750453,0.01092951,0.06085599,0.04067773,0.12544835
-5.05152576,4.53289391,0.29154624,4.28577479,0.01171796,0.05880947,0.03982382,0.12809200
-5.04552276,4.42610353,0.29774733,4.17450469,0.01260931,0.05699841,0.03899086,0.13126158
-5.03951976,4.32352481,0.30557519,4.06631863,0.01360821,0.05546430,0.03819692,0.13498529
-5.03351676,4.22770074,0.31514094,3.96371882,0.01471719,0.05424314,0.03745769,0.13927696
-5.02751376,4.14095027,0.32651394,3.86901070,0.01593638,0.05336446,0.03678603,0.14413464
-5.02151076,4.06530072,0.33971796,3.78423712,0.01726339,0.05285078,0.03619173,0.14953954
-5.01550775,4.00243165,0.35472860,3.71112334,0.01869316,0.05271704,0.03568124,0.15545551
-5.00950475,3.95363147,0.37147214,3.65103404,0.02021795,0.05297031,0.03525767,0.16182898
-5.00350175,3.91976773,0.38982561,3.60494320,0.02182743,0.05360968,0.03492076,0.16858951
-4.99749875,3.90127113,0.40961837,3.57341680,0.02350876,0.05462629,0.03466709,0.17565086
-4.99149575,3.89813285,0.43063488,3.55660819,0.02524687,0.05600344,0.03449025,0.18291266
-4.98549275,3.90991437,0.45261874,3.55426511,0.02702470,0.05771692,0.03438122,0.19026253
-4.97948974,3.93576855,0.47527788,3.56574716,0.02882357,0.05973545,0.03432867,0.19757868
-4.97348674,3.97447033,0.49829059,3.59005246,0.03062354,0.06202114,0.03431941,0.20473293
-4.96748374,4.02445563,0.52131245,3.62585175,0.03240383,0.06453016,0.03433887,0.21159394
-4.96148074,4.08386643,0.54398373,3.67152845,0.03414327,0.06721347,0.03437152,0.21803064
-4.95547774,4.15060069,0.56593724,3.72522321,0.03582071,0.07001759,0.03440141,0.22391575
-4.94947474,4.22236538,0.58680635,3.78488142,0.03741549,0.07288554,0.03441256,0.22912912
-4.94347174,4.29673137,0.60623298,3.84830274,0.03890782,0.07575785,0.03438950,0.23356104
-4.93746873,4.37118905,0.62387533,3.91319137,0.04027918,0.07857358,0.03431759,0.23711505
-4.93146573,4.44320364,0.63941534,3.97720654,0.04151264,0.08127148,0.03418345,0.23971054
-4.92546273,4.51026955,0.65256545,4.03801227,0.04259324,0.08379123,0.03397529,0.24128471
-4.91945973,4.56996301,0.66307479,4.09332617,0.04350820,0.08607459,0.03368314,0.24179411
-4.91345673,4.61999244,0.67073452,4.14096655,0.04424717,0.08806676,0.03329907,0.24121552
-4.90745373,4.65824606,0.67538218,4.17889745,0.04480243,0.08971752,0.03281734,0.23954629
-4.90145073,4.68283601,0.67690517,4.20527107,0.04516897,0.09098250,0.03223448,0.23680412
-4.89544772,4.69213847,0.67524299,4.21846685,0.04534464,0.09182425,0.03154933,0.23302627
-4.88944472,4.68482893,0.67038853,4.21712671,0.04533016,0.09221326,0.03076298,0.22826833
-4.88344172,4.65991193,0.66238805,4.20018527,0.04512907,0.09212877,0.02987870,0.22260249
-4.87743872,4.61674424,0.65134007,4.16689457,0.04474772,0.09155941,0.02890178,0.21611559
-4.87143572,4.55505081,0.63739306,4.11684207,0.04419507,0.09050365,0.02783941,0.20890681
-4.86543272,4.47493266,0.62074207,4.04996133,0.04348257,0.08896990,0.02670042,0.20108522
-4.85942971,4.37686605,0.60162420,3.96653449,0.04262385,0.08697644,0.02549505,0.19276724
-4.85342671,4.26169258,0.58031320,3.86718625,0.04163443,0.08455104,0.02423473,0.18407411
-4.84742371,4.13060015,0.55711318,3.75286902,0.04053137,0.08173031,0.02293177,0.17512934
-4.84142071,3.98509493,0.53235169,3.62483940,0.03933282,0.07855881,0.02159912,0.16605633
-4.83541771,3.82696505,0.50637224,3.48462658,0.03805763,0.07508794,0.02025008,0.15697619
-4.82941471,3.65823692,0.47952666,3.33399339,0.03672481,0.07137466,0.01889805,0.14800568
-4.82341171,3.48112556,0.45216731,3.17489129,0.03535308,0.06748010,0.01755624,0.13925546
-4.81740870,3.29798060,0.42463961,3.00941090,0.03396039,0.06346798,0.01623751,0.13082862
-4.81140570,3.11122961,0.39727487,2.83972957,0.03256349,0.05940319,0.01495409,0.12281940
-4.80540270,2.92332095,0.37038395,2.66805811,0.03117747,0.05535019,0.01371743,0.11531233
-4.79939970,2.73666793,0.34425165,2.49658834,0.02981553,0.05137167,0.01253804,0.10838151
-4.79339670,2.55359621,0.31913224,2.32744348,0.02848862,0.04752719,0.01142538,0.10209027
-4.78739370,2.37629605,0.29524604,2.16263275,0.02720536,0.04387209,0.01038775,0.09649103
-4.78139070,2.20678091,0.27277735,2.00401184,0.02597192,0.04045648,0.00943226,0.09162534
-4.77538769,2.04685335,0.25187348,1.85325010,0.02479209,0.03732454,0.00856480,0.08752425
-4.76938469,1.89807897,0.23264510,1.71180520,0.02366740,0.03451398,0.00779005,0.08420868
-4.76338169,1.76176866,0.21516763,1.58090566,0.02259735,0.03205572,0.00711155,0.08169005
-4.75737869,1.63896907,0.19948368,1.46154116,0.02157971,0.02997378,0.00653172,0.07997099
-4.75137569,1.53046107,0.18560622,1.35446021,0.02061084,0.02828538,0.00605202,0.07904604
-4.74537269,1.43676522,0.17352249,1.26017475,0.01968613,0.02700121,0.00567301,0.07890251
-4.73936968,1.35815369,0.16319828,1.17897062,0.01880037,0.02612587,0.00539454,0.07952130
-4.73336668,1.29466738,0.15458237,1.11092305,0.01794817,0.02565841,0.00521582,0.08087777
-4.72736368,1.24613728,0.14761113,1.05591600,0.01712430,0.02559299,0.00513566,0.08294257
-4.72136068,1.21220889,0.14221286,1.01366442,0.01632408,0.02591963,0.00515255,0.08568251
-4.71535768,1.19236851,0.13831181,0.98373813,0.01554357,0.02662500,0.00526485,0.08906145
-4.70935468,1.18597066,0.13583179,0.96558653,0.01477984,0.02769324,0.00547089,0.09304107
-4.70335168,1.19226527,0.13469920,0.95856317,0.01403110,0.02910677,0.00576916,0.09758176
-4.69734867,1.21042422,0.13484539,0.96194935,0.01329668,0.03084708,0.00615833,0.10264338
-4.69134567,1.23956609,0.13620836,0.97497612,0.01257712,0.03289544,0.00663736,0.10818610
-4.68534267,1.27877875,0.13873375,0.99684415,0.01187402,0.03523355,0.00720557,0.11417099
-4.67933967,1.32713902,0.14237510,1.02674096,0.01118992,0.03784405,0.00786258,0.12056077
-4.67333667,1.38372904,0.14709336,1.06385526,0.01052815,0.04071087,0.00860831,0.12732015
-4.66733367,1.44764892,0.15285588,1.10738804,0.00989263,0.04381945,0.00944285,0.13441626
-4.66133067,1.51802537,0.15963459,1.15656042,0.00928764,0.04715673,0.01036637,0.14181867
-4.65532766,1.59401623,0.16740378,1.21061815,0.00871759,0.05071095,0.01137887,0.14949924
-4.64932466,1.67481079,0.17613743,1.26883286,0.00818685,0.05447122,0.01248002,0.15743171
-4.64332166,1.75962624,0.18580604,1.33050029,0.00769957,0.05842693,0.01366879,0.16559092
-4.63731866,1.84770033,0.19637343,1.39493587,0.00725945,0.06256690,0.01494324,0.17395180
-4.63131566,1.93828119,0.20779331,1.46146807,0.00686968,0.06687847,0.01630014,0.18248804
-4.62531266,2.03061468,0.22000598,1.52943012,0.00653278,0.07134640,0.01773466,0.19117057
-4.61930965,2.12393059,0.23293529,1.59815098,0.00625058,0.07595181,0.01924009,0.19996588
-4.61330665,2.21742851,0.24648598,1.66694614,0.00602413,0.08067108,0.02080753,0.20883433
-4.60730365,2.31026491,0.26054169,1.73510936,0.00585370,0.08547488,0.02242572,0.21772846
-4.60130065,2.40154248,0.27496366,1.80190604,0.00573878,0.09032744,0.02408086,0.22659158
-4.59529765,2.49030308,0.28959051,1.86656930,0.00567810,0.09518599,0.02575663,0.23535668
-4.58929465,2.57552544,0.30423893,1.92829928,0.00566965,0.10000061,0.02743422,0.24394578
-4.58329165,2.65612855,0.31870563,1.98626646,0.00571075,0.10471447,0.02909258,0.25226988
-4.57728864,2.73098126,0.33277038,2.03961922,0.00579807,0.10926444,0.03070866,0.26022961
-4.57128564,2.79891842,0.34620033,2.08749593,0.00592770,0.11358223,0.03225795,0.26771658
-4.56528264,2.85876344,0.35875521,2.12904123,0.00609522,0.11759586,0.03371500,0.27461545
-4.55927964,2.90935658,0.37019359,2.16342619,0.00629575,0.12123157,0.03505406,0.28080672
-4.55327664,2.94958806,0.38027976,2.18987150,0.00652404,0.12441605,0.03624986,0.28617014
-4.54727364,2.97843448,0.38879102,2.20767272,0.00677455,0.12707889,0.03727837,0.29058866
-4.54127064,2.99499699,0.39552511,2.21622644,0.00704156,0.12915510,0.03811758,0.29395260
-4.53526763,2.99853909,0.40030738,2.21505586,0.00731926,0.13058768,0.03874827,0.29616410
-4.52926463,2.98852227,0.40299745,2.20383455,0.00760188,0.13133001,0.03915472,0.29714139
-4.52326163,2.96463730,0.40349495,2.18240693,0.00788382,0.13134799,0.03932529,0.29682279
-4.51725863,2.92682945,0.40174407,2.15080429,0.00815982,0.13062180,0.03925291,0.29517029
-4.51125563,2.87531604,0.39773676,2.10925518,0.00842507,0.12914717,0.03893542,0.29217231
-4.50525263,2.81059517,0.39151432,2.05818963,0.00867537,0.12693613,0.03837565,0.28784571
-4.49924962,2.73344488,0.38316733,1.99823655,0.00890732,0.12401710,0.03758148,0.28223681
-4.49324662,2.64491250,0.37283389,1.93021428,0.00911841,0.12043450,0.03656555,0.27542131
-4.48724362,2.54629452,0.36069634,1.85511462,0.00930717,0.11624766,0.03534491,0.26750330
-4.48124062,2.43910774,0.34697650,1.77408078,0.00947325,0.11152929,0.03394050,0.25861307
-4.47523762,2.32505278,0.33192966,1.68838034,0.00961752,0.10636344,0.03237649,0.24890418
-4.46923462,2.20597173,0.31583780,1.59937404,0.00974205,0.10084323,0.03067951,0.23854959
-4.46323162,2.08380148,0.29900205,1.50848209,0.00985013,0.09506819,0.02887787,0.22773717
-4.45722861,1.96052487,0.28173501,1.41714889,0.00994620,0.08914169,0.02700072,0.21666482
-4.45122561,1.83812147,0.26435306,1.32680799,0.01003575,0.08316824,0.02507725,0.20553527
-4.44522261,1.71852003,0.24716921,1.23884823,0.01012514,0.07725106,0.02313592,0.19455081
-4.43921961,1.60355420,0.23048643,1.15458251,0.01022147,0.07148976,0.02120381,0.18390825
-4.43321661,1.49492301,0.21459214,1.07521996,0.01033232,0.06597852,0.01930604,0.17379408
-4.42721361,1.39415731,0.19975358,1.00184255,0.01046549,0.06080450,0.01746530,0.16438021
-4.42121061,1.30259306,0.18621457,0.93538641,0.01062882,0.05604682,0.01570158,0.15582029
-4.41520760,1.22135184,0.17419339,0.87662840,0.01082989,0.05177588,0.01403199,0.14824672
-4.40920460,1.15132881,0.16388198,0.82617796,0.01107579,0.04805315,0.01247071,0.14176848
-4.40320160,1.09318815,0.15544627,0.78447408,0.01137296,0.04493141,0.01102906,0.13646975
-4.39719860,1.04736529,0.14902749,0.75178711,0.01172701,0.04245530,0.00971576,0.13240937
-4.39119560,1.01407555,0.14474437,0.72822508,0.01214261,0.04066208,0.00853716,0.12962106
-4.38519260,0.99332837,0.14269592,0.71374389,0.01262347,0.03958274,0.00749761,0.12811446
-4.37918959,0.98494610,0.14296456,0.70816075,0.01317233,0.03924315,0.00659993,0.12787671
-4.37318659,0.98858644,0.14561941,0.71117023,0.01379108,0.03966518,0.00584574,0.12887477
-4.36718359,1.00376744,0.15071930,0.72236224,0.01448086,0.04086789,0.00523597,0.13105800
-4.36118059,1.02989398,0.15831551,0.74124109,0.01524225,0.04286848,0.00477126,0.13436125
-4.35517759,1.06628458,0.16845367,0.76724512,0.01607552,0.04568307,0.00445230,0.13870801
-4.34917459,1.11219763,0.18117493,0.79976596,0.01698082,0.04932715,0.00428019,0.14401366
-4.34317159,1.16685591,0.19651591,0.83816696,0.01795842,0.05381574,0.00425662,0.15018865
-4.33716858,1.22946858,0.21450760,0.88180014,0.01900894,0.05916313,0.00438413,0.15714137
-4.33116558,1.29924982,0.23517294,0.93002097,0.02013348,0.06538226,0.00466609,0.16478079
-4.32516258,1.37543357,0.25852315,0.98220074,0.02133371,0.07248365,0.00510675,0.17301855
-4.31915958,1.45728380,0.28455297,1.03773606,0.02261192,0.08047407,0.00571110,0.18177052
-4.31315658,1.54410016,0.31323488,1.09605525,0.02397090,0.08935474,0.00648472,0.19095786
-4.30715358,1.63521905,0.34451258,1.15662163,0.02541378,0.09911940,0.00743347,0.20050738
