energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-5.79589795,0.93352812,0.00005594,0.09891667,0.16457634,0.40111816,0.14049022,0.16533670,0.00723202,0.28616788
-5.78989495,0.93543400,0.00005803,0.10412693,0.16358432,0.39813370,0.14462369,0.16958498,0.00773271,0.27342520
-5.78389195,0.93793194,0.00006028,0.10939734,0.16304597,0.39521467,0.14888909,0.17399976,0.00821547,0.26106694
-5.77788894,0.94079300,0.00006255,0.11462720,0.16298124,0.39232966,0.15321382,0.17846802,0.00867293,0.24918949
-5.77188594,0.94380653,0.00006473,0.11971885,0.16341138,0.38945354,0.15751944,0.18288438,0.00909820,0.23789371
-5.76588294,0.94678892,0.00006674,0.12458069,0.16435930,0.38656969,0.16172418,0.18715452,0.00948512,0.22728257
-5.75987994,0.94959271,0.00006848,0.12913013,0.16585001,0.38367252,0.16574581,0.19119844,0.00982855,0.21745905
-5.75387694,0.95211539,0.00006989,0.13329644,0.16791128,0.38076983,0.16950492,0.19495343,0.01012451,0.20852409
-5.74787394,0.95430748,0.00007093,0.13702326,0.17057427,0.37788511,0.17292845,0.19837653,0.01037042,0.20057474
-5.74187094,0.95617896,0.00007157,0.14027078,0.17387418,0.37505932,0.17595330,0.20144637,0.01056518,0.19370236
-5.73586793,0.95780370,0.00007179,0.14301736,0.17785054,0.37235195,0.17852983,0.20416430,0.01070926,0.18799093
-5.72986493,0.95932120,0.00007158,0.14526051,0.18254722,0.36984133,0.18062517,0.20655458,0.01080472,0.18351520
-5.72386193,0.96093518,0.00007097,0.14701729,0.18801193,0.36762375,0.18222611,0.20866363,0.01085513,0.18033894
-5.71785893,0.96290883,0.00006999,0.14832387,0.19429512,0.36581160,0.18334142,0.21055832,0.01086548,0.17851291
-5.71185593,0.96555667,0.00006867,0.14923452,0.20144827,0.36453030,0.18400359,0.21232327,0.01084196,0.17807278
-5.70585293,0.96923314,0.00006707,0.14981977,0.20952152,0.36391415,0.18426974,0.21405730,0.01079173,0.17903694
-5.69984992,0.97431845,0.00006526,0.15016409,0.21856072,0.36410133,0.18422183,0.21586915,0.01072265,0.18140417
-5.69384692,0.98120216,0.00006332,0.15036297,0.22860404,0.36522823,0.18396605,0.21787259,0.01064294,0.18515149
-5.68784392,0.99026556,0.00006134,0.15051975,0.23967822,0.36742335,0.18363151,0.22018127,0.01056085,0.19023213
-5.68184092,1.00186351,0.00005942,0.15074210,0.25179479,0.37080126,0.18336820,0.22290349,0.01048433,0.19657379
-5.67583792,1.01630716,0.00005766,0.15113860,0.26494644,0.37545694,0.18334444,0.22613712,0.01042068,0.20407751
-5.66983492,1.03384820,0.00005618,0.15181534,0.27910378,0.38146080,0.18374382,0.22996506,0.01037628,0.21261720
-5.66383192,1.05466594,0.00005511,0.15287284,0.29421284,0.38885481,0.18476185,0.23445141,0.01035633,0.22204000
-5.65782891,1.07885795,0.00005458,0.15440341,0.31019350,0.39765008,0.18660231,0.23963857,0.01036467,0.23216769
-5.65182591,1.10643481,0.00005475,0.15648898,0.32693898,0.40782592,0.18947351,0.24554546,0.01040361,0.24279906
-5.64582291,1.13731951,0.00005576,0.15919955,0.34431669,0.41933064,0.19358454,0.25216691,0.01047393,0.25371350
-5.63981991,1.17135143,0.00005778,0.16259226,0.36217030,0.43208406,0.19914140,0.25947436,0.01057489,0.26467560
-5.63381691,1.20829479,0.00006101,0.16671108,0.38032320,0.44598153,0.20634330,0.26741770,0.01070430,0.27544067
-5.62781391,1.24785095,0.00006565,0.17158698,0.39858308,0.46089935,0.21537882,0.27592818,0.01085871,0.28576112
-5.62181091,1.28967389,0.00007191,0.17723867,0.41674748,0.47670118,0.22642223,0.28492227,0.01103365,0.29539338
-5.61580790,1.33338768,0.00008002,0.18367358,0.43461012,0.49324506,0.23962963,0.29430610,0.01122385,0.30410505
-5.60980490,1.37860500,0.00009024,0.19088915,0.45196751,0.51039059,0.25513519,0.30398037,0.01142360,0.31168208
-5.60380190,1.42494524,0.00010284,0.19887413,0.46862566,0.52800582,0.27304715,0.31384528,0.01162703,0.31793554
-5.59779890,1.47205130,0.00011809,0.20760982,0.48440641,0.54597335,0.29344394,0.32380522,0.01182846,0.32270771
-5.59179590,1.51960366,0.00013629,0.21707121,0.49915300,0.56419529,0.31637016,0.33377306,0.01202270,0.32587718
-5.58579290,1.56733111,0.00015772,0.22722776,0.51273470,0.58259672,0.34183277,0.34367363,0.01220528,0.32736266
-5.57978989,1.61501740,0.00018268,0.23804396,0.52505007,0.60112741,0.36979748,0.35344626,0.01237275,0.32712541
-5.57378689,1.66250351,0.00021145,0.24947947,0.53602886,0.61976178,0.40018561,0.36304636,0.01252280,0.32517001
-5.56778389,1.70968556,0.00024428,0.26148913,0.54563235,0.63849705,0.43287161,0.37244585,0.01265436,0.32154360
-5.56178089,1.75650879,0.00028140,0.27402255,0.55385232,0.65734980,0.46768158,0.38163261,0.01276769,0.31633344
-5.55577789,1.80295823,0.00032299,0.28702379,0.56070856,0.67635126,0.50439297,0.39060895,0.01286432,0.30966318
-5.54977489,1.84904701,0.00036919,0.30043091,0.56624543,0.69554163,0.54273581,0.39938934,0.01294700,0.30168767
-5.54377189,1.89480344,0.00042005,0.31417579,0.57052747,0.71496400,0.58239556,0.40799762,0.01301952,0.29258700
-5.53776888,1.94025806,0.00047555,0.32818416,0.57363470,0.73465836,0.62301790,0.41646395,0.01308657,0.28255968
-5.53176588,1.98543192,0.00053559,0.34237611,0.57565770,0.75465616,0.66421537,0.42482169,0.01315355,0.27181556
-5.52576288,2.03032713,0.00059998,0.35666709,0.57669293,0.77497599,0.70557591,0.43310458,0.01322629,0.26056871
-5.51975988,2.07492062,0.00066840,0.37096946,0.57683870,0.79562062,0.74667312,0.44134436,0.01331086,0.24903058
-5.51375688,2.11916175,0.00074045,0.38519464,0.57619189,0.81657596,0.78707790,0.44956901,0.01341337,0.23740375
-5.50775388,2.16297409,0.00081564,0.39925567,0.57484559,0.83781184,0.82637116,0.45780173,0.01353972,0.22587655
-5.50175088,2.20626128,0.00089335,0.41307024,0.57288790,0.85928469,0.86415695,0.46606071,0.01369546,0.21461862
-5.49574787,2.24891657,0.00097291,0.42656389,0.57040168,0.88094218,0.90007552,0.47435958,0.01388564,0.20377768
-5.48974487,2.29083525,0.00105356,0.43967322,0.56746529,0.90272922,0.93381559,0.48270853,0.01411470,0.19347735
-5.48374187,2.33192894,0.00113449,0.45234889,0.56415404,0.92459514,0.96512519,0.49111581,0.01438642,0.18381627
-5.47773887,2.37214047,0.00121486,0.46455813,0.56054217,0.94650144,0.99382032,0.49958945,0.01470381,0.17486815
-5.47173587,2.41145803,0.00129379,0.47628657,0.55670495,0.96842956,1.01979103,0.50813902,0.01506915,0.16668282
-5.46573287,2.44992718,0.00137044,0.48753910,0.55272083,0.99038807,1.04300429,0.51677697,0.01548396,0.15928808
-5.45972986,2.48765946,0.00144400,0.49833968,0.54867307,1.01241865,1.06350345,0.52551960,0.01594898,0.15269205
-5.45372686,2.52483660,0.00151370,0.50872995,0.54465087,1.03460041,1.08140407,0.53438716,0.01646418,0.14688593
-5.44772386,2.56170958,0.00157885,0.51876664,0.54074964,1.05705213,1.09688623,0.54340328,0.01702877,0.14184696
-5.44172086,2.59859219,0.00163886,0.52851777,0.53707032,1.07993213,1.11018365,0.55259329,0.01764116,0.13754129
-5.43571786,2.63584914,0.00169325,0.53805786,0.53371787,1.10343564,1.12156999,0.56198182,0.01829891,0.13392674
-5.42971486,2.67387915,0.00174162,0.54746237,0.53079879,1.12778982,1.13134308,0.57158952,0.01899872,0.13095530
-5.42371186,2.71309407,0.00178374,0.55680151,0.52841795,1.15324658,1.13980779,0.58142919,0.01973639,0.12857516
-5.41770885,2.75389508,0.00181948,0.56613400,0.52667493,1.18007365,1.14725861,0.59150158,0.02050673,0.12673239
-5.41170585,2.79664758,0.00184880,0.57550093,0.52566007,1.20854443,1.15396270,0.60179115,0.02130353,0.12537224
-5.40570285,2.84165655,0.00187181,0.58492028,0.52545067,1.23892725,1.16014457,0.61226213,0.02211958,0.12443994
-5.39969985,2.88914382,0.00188869,0.59438236,0.52610739,1.27147463,1.16597311,0.62285517,0.02294664,0.12388127
-5.39369685,2.93922927,0.00189970,0.60384654,0.52767146,1.30641341,1.17155182,0.63348502,0.02377553,0.12364286
-5.38769385,2.99191714,0.00190518,0.61323959,0.53016266,1.34393615,1.17691295,0.64403943,0.02459621,0.12367228
-5.38169085,3.04708864,0.00190551,0.62245572,0.53357841,1.38419444,1.18201568,0.65437950,0.02539796,0.12391814
-5.37568784,3.10450173,0.00190110,0.63135852,0.53789399,1.42729458,1.18674871,0.66434160,0.02616957,0.12433014
-5.36968484,3.16379816,0.00189239,0.63978466,0.54306401,1.47329560,1.19093716,0.67374091,0.02689968,0.12485928
-5.36368184,3.22451767,0.00187981,0.64754938,0.54902489,1.52220990,1.19435320,0.68237652,0.02757703,0.12545819
-5.35767884,3.28611857,0.00186382,0.65445338,0.55569845,1.57400620,1.19673016,0.69003784,0.02819089,0.12608158
-5.35167584,3.34800357,0.00184484,0.66029095,0.56299610,1.62861439,1.19777906,0.69651210,0.02873137,0.12668705
-5.34567284,3.40954926,0.00182329,0.66485876,0.57082362,1.68593193,1.19720684,0.70159260,0.02918986,0.12723583
-5.33966983,3.47013753,0.00179957,0.66796507,0.57908606,1.74583100,1.19473513,0.70508727,0.02955940,0.12769389
-5.33366683,3.52918686,0.00177406,0.66943880,0.58769252,1.80816586,1.19011862,0.70682712,0.02983496,0.12803290
-5.32766383,3.58618159,0.00174712,0.66913785,0.59656047,1.87277959,1.18316193,0.70667408,0.03001375,0.12823138
-5.32166083,3.64069723,0.00171912,0.66695659,0.60561934,1.93950958,1.17373412,0.70452798,0.03009540,0.12827560
-5.31565783,3.69242034,0.00169039,0.66283175,0.61481320,2.00819141,1.16177998,0.70033202,0.03008203,0.12816043
-5.30965483,3.74116157,0.00166126,0.65674669,0.62410235,2.07866040,1.14732765,0.69407675,0.02997827,0.12788989
-5.30365183,3.78686130,0.00163205,0.64873372,0.63346373,2.15075099,1.13049204,0.68580207,0.02979115,0.12747739
-5.29764882,3.82958735,0.00160304,0.63887440,0.64289026,2.22429368,1.11147400,0.67559737,0.02952985,0.12694567
-5.29164582,3.86952526,0.00157454,0.62729786,0.65238898,2.29911005,1.09055545,0.66359965,0.02920538,0.12632632
-5.28564282,3.90696169,0.00154679,0.61417715,0.66197851,2.37500603,1.06809061,0.64998986,0.02883021,0.12565890
-5.27963982,3.94226227,0.00152004,0.59972403,0.67168567,2.45176434,1.04449409,0.63498752,0.02841775,0.12498975
-5.27363682,3.97584541,0.00149448,0.58418226,0.68154178,2.52913670,1.02022642,0.61884408,0.02798187,0.12437046
-5.26763382,4.00815392,0.00147029,0.56781988,0.69157895,2.60683668,0.99577793,0.60183517,0.02753638,0.12385604
-5.26163082,4.03962640,0.00144757,0.55092092,0.70182647,2.68453409,0.97165181,0.58425233,0.02709447,0.12350301
-5.25562781,4.07067028,0.00142640,0.53377681,0.71230782,2.76185177,0.94834740,0.56639444,0.02666826,0.12336730
-5.24962481,4.10163844,0.00140680,0.51667795,0.72303843,2.83836530,0.92634437,0.54855940,0.02626837,0.12350224
-5.24362181,4.13281082,0.00138874,0.49990584,0.73402445,2.91360626,0.90608877,0.53103627,0.02590361,0.12395664
-5.23761881,4.16438229,0.00137215,0.48372613,0.74526267,2.98706921,0.88798144,0.51409834,0.02558072,0.12477304
-5.23161581,4.19645739,0.00135690,0.46838261,0.75674170,3.05822251,0.87236934,0.49799728,0.02530428,0.12598633
-5.22561281,4.22905241,0.00134284,0.45409272,0.76844432,3.12652242,0.85954001,0.48295854,0.02507669,0.12762267
-5.21960980,4.26210421,0.00132981,0.44104423,0.78035106,3.19143029,0.84971933,0.46917820,0.02489828,0.12969884
-5.21360680,4.29548543,0.00131763,0.42939351,0.79244462,3.25243170,0.84307227,0.45682115,0.02476756,0.13222203
-5.20760380,4.32902463,0.00130612,0.41926505,0.80471509,3.30905676,0.83970662,0.44602061,0.02468151,0.13519007
-5.20160080,4.36253000,0.00129514,0.41075225,0.81716555,3.36090037,0.83967890,0.43687891,0.02463597,0.13859208
-5.19559780,4.39581501,0.00128458,0.40391923,0.82981767,3.40764131,0.84300214,0.42946918,0.02462607,0.14240951
-5.18959480,4.42872397,0.00127439,0.39880350,0.84271700,3.44905891,0.84965467,0.42383795,0.02464672,0.14661742
-5.18359180,4.46115580,0.00126458,0.39541918,0.85593743,3.48504637,0.85958931,0.42000823,0.02469299,0.15118611
-5.17758879,4.49308430,0.00125524,0.39376053,0.86958455,3.51561977,0.87274219,0.41798290,0.02476059,0.15608271
-5.17158579,4.52457348,0.00124654,0.39380558,0.88379742,3.54092211,0.88904062,0.41774808,0.02484618,0.16127297
-5.16558279,4.55578674,0.00123872,0.39551953,0.89874855,3.56122212,0.90840938,0.41927645,0.02494770,0.16672280
-5.15957979,4.58698922,0.00123212,0.39885783,0.91464183,3.57690769,0.93077501,0.42253001,0.02506450,0.17239974
-5.15357679,4.61854306,0.00122714,0.40376866,0.93170823,3.58847412,0.95606787,0.42746242,0.02519743,0.17827405
-5.14757379,4.65089559,0.00122421,0.41019489,0.95019934,3.59650783,0.98422184,0.43402061,0.02534883,0.18431956
-5.14157079,4.68456106,0.00122384,0.41807514,0.97037879,3.60166624,1.01517172,0.44214576,0.02552233,0.19051402
-5.13556778,4.72009690,0.00122650,0.42734436,0.99251177,3.60465471,1.04884859,0.45177355,0.02572264,0.19683900
-5.12956478,4.75807565,0.00123269,0.43793352,1.01685305,3.60620175,1.08517347,0.46283370,0.02595519,0.20327947
-5.12356178,4.79905407,0.00124287,0.44976886,1.04363388,3.60703354,1.12404990,0.47524901,0.02622574,0.20982285
-5.11755878,4.84354104,0.00125740,0.46277066,1.07304834,3.60784889,1.16535597,0.48893396,0.02653992,0.21645775
-5.11155578,4.89196589,0.00127658,0.47685160,1.10523973,3.60929577,1.20893646,0.50379302,0.02690274,0.22317251
-5.10555278,4.94464876,0.00130059,0.49191512,1.14028774,3.61195015,1.25459578,0.51971890,0.02731815,0.22995343
-5.09954977,5.00177445,0.00132946,0.50785377,1.17819692,3.61629810,1.30209234,0.53659085,0.02778864,0.23678312
-5.09354677,5.06337106,0.00136310,0.52454771,1.21888716,3.62272140,1.35113488,0.55427338,0.02831481,0.24363879
-5.08754377,5.12929442,0.00140124,0.54186376,1.26218679,3.63148731,1.40138121,0.57261531,0.02889513,0.25049083
-5.08154077,5.19921908,0.00144345,0.55965485,1.30782870,3.64274228,1.45243962,0.59144966,0.02952578,0.25730172
-5.07553777,5.27263631,0.00148916,0.57776023,1.35544994,3.65650980,1.50387323,0.61059415,0.03020051,0.26402530
-5.06953477,5.34885919,0.00153766,0.59600642,1.40459492,3.67269203,1.55520700,0.62985274,0.03091077,0.27060664
-5.06353177,5.42703481,0.00158810,0.61420894,1.45472239,3.69107497,1.60593753,0.64901812,0.03164584,0.27698245
-5.05752876,5.50616306,0.00163956,0.63217498,1.50521594,3.71133673,1.65554507,0.66787508,0.03239311,0.28308207
-5.05152576,5.58512135,0.00169104,0.64970673,1.55539802,3.73305838,1.70350735,0.68620499,0.03313848,0.28882906
-5.04552276,5.66269467,0.00174152,0.66660563,1.60454665,3.75573719,1.74931481,0.70379100,0.03386678,0.29414335
-5.03951976,5.73760974,0.00178999,0.68267710,1.65191471,3.77880156,1.79248633,0.72042408,0.03456237,0.29894379
-5.03351676,5.80857239,0.00183549,0.69773587,1.69675069,3.80162737,1.83258511,0.73590961,0.03520960,0.30315117
-5.02751376,5.87430691,0.00187715,0.71161160,1.73832054,3.82355544,1.86923390,0.75007420,0.03579347,0.30669132
-5.02151076,5.93359612,0.00191422,0.72415468,1.77592942,3.84390972,1.90212893,0.76277275,0.03630009,0.30949836
-5.01550775,5.98532104,0.00194611,0.73524183,1.80894280,3.86201585,1.93105220,0.77389516,0.03671725,0.31151792
-5.00950475,6.02849884,0.00197242,0.74478156,1.83680600,3.87721988,1.95588141,0.78337261,0.03703481,0.31271000
-5.00350175,6.06231783,0.00199295,0.75271891,1.85906136,3.88890679,1.97659747,0.79118301,0.03724511,0.31305155
-4.99749875,6.08616847,0.00200772,0.75903953,1.87536250,3.89651839,1.99328905,0.79735533,0.03734315,0.31253848
-4.99149575,6.09966917,0.00201697,0.76377276,1.88548504,3.89957033,2.00615425,0.80197258,0.03732680,0.31118705
-4.98549275,6.10268597,0.00202116,0.76699350,1.88933346,3.89766763,2.01549917,0.80517318,0.03719684,0.30903454
-4.97948974,6.09534532,0.00202097,0.76882284,1.88694380,3.89051836,2.02173354,0.80715050,0.03695684,0.30613920
-4.97348674,6.07803914,0.00201726,0.76942709,1.87848214,3.87794488,2.02536343,0.80815060,0.03661306,0.30257933
-4.96748374,6.05142182,0.00201107,0.76901551,1.86423894,3.85989217,2.02698130,0.80846785,0.03617415,0.29845172
-4.96148074,6.01639892,0.00200355,0.76783633,1.84461954,3.83643287,2.02725358,0.80843876,0.03565087,0.29386929
-4.95547774,5.97410745,0.00199596,0.76617141,1.82013111,3.80776841,2.02690599,0.80843391,0.03505567,0.28895810
-4.94947474,5.92588834,0.00198963,0.76432942,1.79136665,3.77422628,2.02670715,0.80884825,0.03440228,0.28385393
-4.94347174,5.87325148,0.00198589,0.76263790,1.75898660,3.73625302,2.02745049,0.81009005,0.03370531,0.27869837
-4.93746873,5.81783454,0.00198604,0.76143420,1.72369881,3.69440322,2.02993522,0.81256880,0.03297979,0.27363473
-4.93146573,5.76135661,0.00199130,0.76105581,1.68623763,3.64932477,2.03494643,0.81668242,0.03224073,0.26880382
-4.92546273,5.70556840,0.00200277,0.76183013,1.64734284,3.60174069,2.04323504,0.82280434,0.03150278,0.26433987
-4.91945973,5.65220075,0.00202143,0.76406427,1.60773925,3.55242856,2.05549788,0.83127076,0.03077982,0.26036661
-4.91345673,5.60291320,0.00204802,0.76803508,1.56811765,3.50219799,2.07235853,0.84236868,0.03008472,0.25699378
-4.90745373,5.55924480,0.00208309,0.77397981,1.52911781,3.45186754,2.09434929,0.85632508,0.02942904,0.25431409
-4.90145073,5.52256905,0.00212695,0.78208782,1.49131407,3.40224179,2.12189486,0.87329770,0.02882282,0.25240087
-4.89544772,5.49405475,0.00217964,0.79249359,1.45520398,3.35408985,2.15529822,0.89336789,0.02827448,0.25130637
-4.88944472,5.47463429,0.00224096,0.80527136,1.42120019,3.30812609,2.19472908,0.91653560,0.02779069,0.25106080
-4.88344172,5.46498074,0.00231042,0.82043160,1.38962594,3.26499408,2.24021535,0.94271700,0.02737633,0.25167219
-4.87743872,5.46549438,0.00238731,0.83791950,1.36071390,3.22525420,2.29163805,0.97174469,0.02703447,0.25312697
-4.87143572,5.47629916,0.00247067,0.85761551,1.33460836,3.18937540,2.34872966,1.00337051,0.02676640,0.25539129
-4.86543272,5.49724880,0.00255934,0.87933801,1.31137034,3.15773114,2.41107629,1.03727095,0.02657168,0.25841297
-4.85942971,5.52794194,0.00265199,0.90284788,1.29098531,3.13059921,2.47812363,1.07305495,0.02644825,0.26212397
-4.85342671,5.56774533,0.00274718,0.92785496,1.27337275,3.10816520,2.54918658,1.11027374,0.02639250,0.26644325
-4.84742371,5.61582341,0.00284335,0.95402598,1.25839723,3.09052869,2.62346232,1.14843244,0.02639939,0.27127997
-4.84142071,5.67117276,0.00293895,0.98099389,1.24588007,3.07771143,2.70004670,1.18700297,0.02646262,0.27653674
-4.83541771,5.73265940,0.00303241,1.00836795,1.23561113,3.06966664,2.77795339,1.22543774,0.02657474,0.28211284
-4.82941471,5.79905710,0.00312224,1.03574441,1.22736011,3.06628839,2.85613538,1.26318379,0.02672733,0.28790728
-4.82341171,5.86908494,0.00320708,1.06271737,1.22088672,3.06742035,2.93350837,1.29969670,0.02691116,0.29382158
-4.81740870,5.94144248,0.00328572,1.08888929,1.21594951,3.07286319,3.00897535,1.33445396,0.02711637,0.29976209
-4.81140570,6.01484130,0.00335714,1.11388097,1.21231286,3.08238021,3.08145179,1.36696726,0.02733266,0.30564192
-4.80540270,6.08803211,0.00342057,1.13734058,1.20975222,3.09570103,3.14989093,1.39679344,0.02754947,0.31138226
-4.79939970,6.15982687,0.00347549,1.15895153,1.20805740,3.11252334,3.21330836,1.42354372,0.02775620,0.31691324
-4.79339670,6.22911591,0.00352167,1.17843894,1.20703419,3.13251321,3.27080539,1.44689111,0.02794240,0.32217428
-4.78739370,6.29488032,0.00355912,1.19557459,1.20650447,3.15530428,3.32159070,1.46657569,0.02809799,0.32711396
-4.78139070,6.35620019,0.00358817,1.21018035,1.20630518,3.18049673,3.36499945,1.48240790,0.02821346,0.33168954
-4.77538769,6.41225953,0.00360939,1.22212997,1.20628656,3.20765657,3.40050966,1.49426979,0.02828007,0.33586621
-4.76938469,6.46234871,0.00362357,1.23134942,1.20630996,3.23631622,3.42775518,1.50211425,0.02829006,0.33961613
-4.76338169,6.50586528,0.00363173,1.23781575,1.20624574,3.26597672,3.44653498,1.50596257,0.02823681,0.34291745
-4.75737869,6.54231394,0.00363504,1.24155480,1.20597149,3.29611235,3.45681829,1.50590026,0.02811503,0.34575328
-4.75137569,6.57130629,0.00363480,1.24263770,1.20537093,3.32617758,3.45874561,1.50207166,0.02792084,0.34811083
-4.74537269,6.59256052,0.00363235,1.24117652,1.20433354,3.35561655,3.45262515,1.49467331,0.02765193,0.34998070
-4.73936968,6.60590139,0.00362906,1.23731921,1.20275514,3.38387471,3.43892490,1.48394655,0.02730759,0.35135638
-4.73336668,6.61126004,0.00362625,1.23124399,1.20053925,3.41041199,3.41826034,1.47016947,0.02688874,0.35223401
-4.72736368,6.60867346,0.00362515,1.22315336,1.19759928,3.43471696,3.39137799,1.45364851,0.02639790,0.35261233
-4.72136068,6.59828300,0.00362683,1.21326792,1.19386117,3.45632093,3.35913520,1.43470997,0.02583913,0.35249287
-4.71535768,6.58033140,0.00363216,1.20182014,1.18926639,3.47481118,3.32247669,1.41369154,0.02521790,0.35188027
-4.70935468,6.55515772,0.00364180,1.18904818,1.18377496,3.48984242,3.28240845,1.39093417,0.02454095,0.35078271
-4.70335168,6.52318977,0.00365614,1.17518991,1.17736822,3.50114569,3.23996968,1.36677437,0.02381607,0.34921241
-4.69734867,6.48493381,0.00367528,1.16047721,1.17005105,3.50853416,3.19620376,1.34153710,0.02305186,0.34718604
-4.69134567,6.44096149,0.00369905,1.14513066,1.16185339,3.51190546,3.15212901,1.31552941,0.02225750,0.34472512
-4.68534267,6.39189425,0.00372699,1.12935476,1.15283089,3.51124037,3.10871032,1.28903502,0.02144248,0.34185619
-4.67933967,6.33838576,0.00375838,1.11333365,1.14306446,3.50659832,3.06683240,1.26230968,0.02061626,0.33861091
-4.67333667,6.28110306,0.00379227,1.09722766,1.13265890,3.49810973,3.02727589,1.23557782,0.01978810,0.33502589
-4.66733367,6.22070746,0.00382752,1.08117045,1.12174036,3.48596618,2.99069671,1.20903006,0.01896674,0.33114231
-4.66133067,6.15783607,0.00386282,1.06526715,1.11045303,3.47040900,2.95760978,1.18282201,0.01816019,0.32700534
-4.65532766,6.09308502,0.00389681,1.04959336,1.09895489,3.45171705,2.92837736,1.15707417,0.01737557,0.32266346
-4.64932466,6.02699537,0.00392806,1.03419509,1.08741292,3.43019470,2.90320243,1.13187287,0.01661893,0.31816744
-4.64332166,5.96004240,0.00395519,1.01908974,1.07599780,3.40616057,2.88212746,1.10727237,0.01589518,0.31356942
