energy_ev,total_up,total_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.74787394,1.53227692,-1.52970763,0.30242965,-0.30187952,0.00000000,-0.00000000,0.00442019,-0.00442259,0.09269284,-0.09247329,0.48721761,-0.48636484,0.59162663,-0.59066544,0.79448343,-0.79334621,0.00000000,-0.00000000
-5.74187094,1.62076850,-1.61821814,0.32239773,-0.32184256,0.00000000,-0.00000000,0.00423175,-0.00423254,0.09974726,-0.09951950,0.51793362,-0.51708273,0.62459847,-0.62365314,0.83616379,-0.83505682,0.00000000,-0.00000000
-5.73586793,1.70784950,-1.70534074,0.34244133,-0.34188528,0.00000000,-0.00000000,0.00411405,-0.00411324,0.10694383,-0.10671056,0.54833608,-0.54749557,0.65665472,-0.65573394,0.87665610,-0.87558853,0.00000000,-0.00000000
-5.72986493,1.79273268,-1.79028856,0.36239672,-0.36184423,0.00000000,-0.00000000,0.00406664,-0.00406422,0.11420001,-0.11396411,0.57812666,-0.57730526,0.68750087,-0.68661319,0.91561795,-0.91459866,0.00000000,-0.00000000
-5.72386193,1.87462550,-1.87226926,0.38209164,-0.38154735,0.00000000,-0.00000000,0.00408822,-0.00408422,0.12142806,-0.12119258,0.60699984,-0.60620641,0.71685005,-0.71600382,0.95271672,-0.95175422,0.00000000,-0.00000000
-5.71785893,1.95273665,-1.95049154,0.40134758,-0.40081629,0.00000000,-0.00000000,0.00417675,-0.00417121,0.12853559,-0.12830371,0.63464577,-0.63388927,0.74442476,-0.74362809,0.98763231,-0.98673470,0.00000000,-0.00000000
-5.71185593,2.02628359,-2.02417267,0.41998272,-0.41946929,0.00000000,-0.00000000,0.00432954,-0.00432252,0.13542652,-0.13520156,0.66075398,-0.66004330,0.76995872,-0.76921941,1.02005968,-1.01923459,0.00000000,-0.00000000
-5.70585293,2.09450125,-2.09254711,0.43781530,-0.43732457,0.00000000,-0.00000000,0.00454333,-0.00453490,0.14200244,-0.14178777,0.68501767,-0.68436157,0.79319893,-0.79252444,1.04971135,-1.04896589,0.00000000,-0.00000000
-5.69984992,2.15665220,-2.15487661,0.45466755,-0.45420424,0.00000000,-0.00000000,0.00481439,-0.00480463,0.14816430,-0.14796329,0.70713889,-0.70654581,0.81390821,-0.81330555,1.07631995,-1.07566064,0.00000000,-0.00000000
-5.69384692,2.21203833,-2.21046187,0.47037011,-0.46993866,0.00000000,-0.00000000,0.00513855,-0.00512757,0.15381454,-0.15363049,0.72683427,-0.72631216,0.83186801,-0.83134366,1.09964107,-1.09907377,0.00000000,-0.00000000
-5.68784392,2.26001409,-2.25865573,0.48476667,-0.48437115,0.00000000,-0.00000000,0.00551134,-0.00549924,0.15885941,-0.15869548,0.74384139,-0.74339755,0.84688193,-0.84644171,1.11945644,-1.11898629,0.00000000,-0.00000000
-5.68184092,2.30000098,-2.29887762,0.49771893,-0.49736289,0.00000000,-0.00000000,0.00592799,-0.00591488,0.16321155,-0.16307065,0.75792547,-0.75756631,0.85877960,-0.85842853,1.13557767,-1.13520898,0.00000000,-0.00000000
-5.67583792,2.33150303,-2.33062897,0.50911147,-0.50879780,0.00000000,-0.00000000,0.00638351,-0.00636953,0.16679262,-0.16667733,0.76888614,-0.76861705,0.86742099,-0.86716317,1.14785022,-1.14758636,0.00000000,-0.00000000
-5.66983492,2.35412251,-2.35350899,0.51885641,-0.51858722,0.00000000,-0.00000000,0.00687281,-0.00685807,0.16953594,-0.16944842,0.77656407,-0.77638919,0.87270105,-0.87253951,1.15615784,-1.15600112,0.00000000,-0.00000000
-5.66383192,2.36757531,-2.36723003,0.52689757,-0.52667406,0.00000000,-0.00000000,0.00739067,-0.00737532,0.17138895,-0.17133087,0.78084698,-0.78076905,0.87455436,-0.87449088,1.16042692,-1.16037851,0.00000000,-0.00000000
-5.65782891,2.37170502,-2.37163172,0.53321387,-0.53303628,0.00000000,-0.00000000,0.00793187,-0.00791604,0.17231539,-0.17228786,0.78167479,-0.78169501,0.87295952,-0.87299453,1.16063082,-1.16069060,0.00000000,-0.00000000
-5.65182591,2.36649481,-2.36669292,0.53782170,-0.53768924,0.00000000,-0.00000000,0.00849121,-0.00847502,0.17229716,-0.17230066,0.77904350,-0.77916144,0.86794315,-0.86807559,1.15679353,-1.15696002,0.00000000,-0.00000000
-5.64582291,2.35207627,-2.35254071,0.54077618,-0.54068699,0.00000000,-0.00000000,0.00906355,-0.00904715,0.17133557,-0.17136992,0.77300747,-0.77322104,0.85958291,-0.85981016,1.14899254,-1.14926281,0.00000000,-0.00000000
-5.63981991,2.32873429,-2.32945532,0.54217083,-0.54212203,0.00000000,-0.00000000,0.00964386,-0.00962738,0.16945207,-0.16951642,0.76367996,-0.76398539,0.84800951,-0.84832734,1.13736042,-1.13773010,0.00000000,-0.00000000
-5.63381691,2.29690736,-2.29787067,0.54213598,-0.54212369,0.00000000,-0.00000000,0.01022723,-0.01021081,0.16668836,-0.16678121,0.75123158,-0.75162351,0.83340725,-0.83380980,1.12208496,-1.12254820,0.00000000,-0.00000000
-5.62781391,2.25718282,-2.25836969,0.54083540,-0.54085489,0.00000000,-0.00000000,0.01080891,-0.01079266,0.16310579,-0.16322499,0.73588681,-0.73635839,0.81601292,-0.81649277,1.10340738,-1.10395698,0.00000000,-0.00000000
-5.62181091,2.21028676,-2.21167445,0.53846170,-0.53850749,0.00000000,-0.00000000,0.01138426,-0.01136832,0.15878406,-0.15892688,0.71791841,-0.71846151,0.79611304,-0.79666130,1.08161881,-1.08224626,0.00000000,-0.00000000
-5.61580790,2.15706886,-2.15863109,0.53523022,-0.53529628,0.00000000,-0.00000000,0.01194876,-0.01193324,0.15381940,-0.15398257,0.69764009,-0.69824550,0.77403920,-0.77464566,1.05705466,-1.05775035,0.00000000,-0.00000000
-5.60980490,2.09848229,-2.10018994,0.53137192,-0.53145187,0.00000000,-0.00000000,0.01249798,-0.01248301,0.14832202,-0.14850188,0.67539754,-0.67605528,0.75016173,-0.75081510,1.03008725,-1.03084069,0.00000000,-0.00000000
-5.60380190,2.03555956,-2.03738139,0.52712541,-0.52721274,0.00000000,-0.00000000,0.01302753,-0.01301323,0.14241324,-0.14260579,0.65155839,-0.65225795,0.72488184,-0.72556998,1.00111683,-1.00191691,0.00000000,-0.00000000
-5.59779890,1.96938510,-1.97128862,0.52272853,-0.52281682,0.00000000,-0.00000000,0.01353304,-0.01351953,0.13622213,-0.13642315,0.62650126,-0.62723198,0.69862233,-0.69933254,0.97056135,-0.97139658,0.00000000,-0.00000000
-5.59179590,1.90106577,-1.90301813,0.51840983,-0.51849301,0.00000000,-0.00000000,0.01401011,-0.01399752,0.12988198,-0.13008715,0.60060472,-0.60135605,0.67181740,-0.67253673,0.93884534,-0.93970420,0.00000000,-0.00000000
-5.58579290,1.83170044,-1.83366932,0.51438035,-0.51445291,0.00000000,-0.00000000,0.01445427,-0.01444272,0.12352660,-0.12373165,0.57423644,-0.57499824,0.64490180,-0.64561739,0.90638856,-0.90725979,0.00000000,-0.00000000
-5.57978989,1.76235005,-1.76430458,0.51082611,-0.51088328,0.00000000,-0.00000000,0.01486101,-0.01485063,0.11728671,-0.11748748,0.54774303,-0.54850589,0.61829978,-0.61899922,0.87359485,-0.87446775,0.00000000,-0.00000000
-5.57378689,1.69400931,-1.69592085,0.50790152,-0.50793946,0.00000000,-0.00000000,0.01522571,-0.01521662,0.11128639,-0.11147899,0.52144122,-0.52219664,0.59241433,-0.59308591,0.84084166,-0.84170638,0.00000000,-0.00000000
-5.56778389,1.62758125,-1.62942413,0.50572421,-0.50574013,0.00000000,-0.00000000,0.01554374,-0.01553608,0.10563987,-0.10582076,0.49561046,-0.49635105,0.56761698,-0.56825007,0.80847092,-0.80931865,0.00000000,-0.00000000
-5.56178089,1.56385559,-1.56560770,0.50437124,-0.50436347,0.00000000,-0.00000000,0.01581048,-0.01580438,0.10044866,-0.10061473,0.47048747,-0.47120710,0.54423869,-0.54482394,0.77678143,-0.77760465,0.00000000,-0.00000000
-5.55577789,1.50349170,-1.50513496,0.50387699,-0.50384506,0.00000000,-0.00000000,0.01602142,-0.01601699,0.09579909,-0.09594774,0.44626277,-0.44695661,0.52256204,-0.52309165,0.74602331,-0.74681586,0.00000000,-0.00000000
-5.54977489,1.44700671,-1.44852734,0.50423279,-0.50417741,0.00000000,-0.00000000,0.01617226,-0.01616962,0.09176037,-0.09188957,0.42307930,-0.42374383,0.50281504,-0.50328290,0.71639446,-0.71715167,0.00000000,-0.00000000
-5.54377189,1.39476891,-1.39615764,0.50538810,-0.50531110,0.00000000,-0.00000000,0.01625905,-0.01625831,0.08838325,-0.08849155,0.40103303,-0.40166603,0.48516669,-0.48556852,0.68803937,-0.68875802,0.00000000,-0.00000000
-5.53776888,1.34699666,-1.34824862,0.50725328,-0.50715754,0.00000000,-0.00000000,0.01627836,-0.01627960,0.08569916,-0.08578573,0.38017550,-0.38077592,0.46972445,-0.47005787,0.66104992,-0.66172825,0.00000000,-0.00000000
-5.53176588,1.30376225,-1.30487692,0.50970374,-0.50959305,0.00000000,-0.00000000,0.01622741,-0.01623069,0.08371995,-0.08378458,0.36051790,-0.36108573,0.45653360,-0.45679812,0.63546825,-0.63610585,0.00000000,-0.00000000
-5.52576288,1.26500063,-1.26598148,0.51258520,-0.51246412,0.00000000,-0.00000000,0.01610424,-0.01610961,0.08243825,-0.08248134,0.34203648,-0.34257261,0.44557848,-0.44577547,0.61129136,-0.61188901,0.00000000,-0.00000000
-5.51975988,1.23052212,-1.23137621,0.51571989,-0.51559358,0.00000000,-0.00000000,0.01590788,-0.01591535,0.08182830,-0.08185077,0.32467890,-0.32518491,0.43678552,-0.43691809,0.58847700,-0.58903651,0.00000000,-0.00000000
-5.51375688,1.20002852,-1.20076601,0.51891341,-0.51878743,0.00000000,-0.00000000,0.01563846,-0.01564800,0.08184726,-0.08185058,0.30837117,-0.30884912,0.43002786,-0.43010072,0.56695060,-0.56747465,0.00000000,-0.00000000
-5.50775388,1.17313190,-1.17376547,0.52196200,-0.52184209,0.00000000,-0.00000000,0.01529731,-0.01530886,0.08243707,-0.08242315,0.29302472,-0.29347697,0.42513149,-0.42515076,0.54661289,-0.54710477,0.00000000,-0.00000000
-5.50175088,1.14937514,-1.14991937,0.52465991,-0.52455182,0.00000000,-0.00000000,0.01488702,-0.01490048,0.08352663,-0.08349775,0.27854341,-0.27897242,0.42188260,-0.42185555,0.52734766,-0.52781108,0.00000000,-0.00000000
-5.49574787,1.12825364,-1.12872434,0.52680682,-0.52671607,0.00000000,-0.00000000,0.01441144,-0.01442669,0.08503436,-0.08499308,0.26483000,-0.26523816,0.42003596,-0.41997076,0.50902953,-0.50946838,0.00000000,-0.00000000
-5.48974487,1.10923741,-1.10965096,0.52821496,-0.52814665,0.00000000,-0.00000000,0.01387568,-0.01389254,0.08687101,-0.08682011,0.25179207,-0.25218154,0.41932413,-0.41922956,0.49153124,-0.49194941,0.00000000,-0.00000000
-5.48374187,1.09179283,-1.09216551,0.52871587,-0.52867449,0.00000000,-0.00000000,0.01328601,-0.01330429,0.08894273,-0.08888507,0.23934695,-0.23971954,0.41946719,-0.41935230,0.47473043,-0.47513161,0.00000000,-0.00000000
-5.47773887,1.07540377,-1.07575111,0.52816665,-0.52815588,0.00000000,-0.00000000,0.01264974,-0.01266921,0.09115418,-0.09109263,0.22742578,-0.22778284,0.42018276,-0.42005658,0.45851566,-0.45890317,0.00000000,-0.00000000
-5.47173587,1.05959135,-1.05992755,0.52645561,-0.52647815,0.00000000,-0.00000000,0.01197504,-0.01199546,0.09341176,-0.09334910,0.21597654,-0.21631890,0.42119619,-0.42106735,0.44279154,-0.44316819,0.00000000,-0.00000000
-5.46573287,1.04393211,-1.04426943,0.52350718,-0.52356465,0.00000000,-0.00000000,0.01127076,-0.01129185,0.09562673,-0.09556554,0.20496610,-0.20529403,0.42225040,-0.42212687,0.42748307,-0.42785099,0.00000000,-0.00000000
-5.45972986,1.02807419,-1.02842248,0.51928612,-0.51937887,0.00000000,-0.00000000,0.01054620,-0.01056769,0.09771824,-0.09766081,0.19438134,-0.19469451,0.42311542,-0.42300416,0.41253905,-0.41289961,0.00000000,-0.00000000
-5.45372686,1.01175128,-1.01211754,0.51380080,-0.51392784,0.00000000,-0.00000000,0.00981087,-0.00983248,0.09961606,-0.09956430,0.18422945,-0.18452694,0.42359717,-0.42350385,0.39793473,-0.39828844,0.00000000,-0.00000000
-5.44772386,0.99479412,-0.99518211,0.50710560,-0.50726450,0.00000000,-0.00000000,0.00907425,-0.00909572,0.10126302,-0.10121842,0.17453749,-0.17481783,0.42354531,-0.42347405,0.38367372,-0.38402015,0.00000000,-0.00000000
-5.44172086,0.97713921,-0.97754921,0.49930233,-0.49948919,0.00000000,-0.00000000,0.00834559,-0.00836664,0.10261702,-0.10258056,0.16535141,-0.16561259,0.42285994,-0.42281310,0.36978915,-0.37012691,0.00000000,-0.00000000
-5.43571786,0.95883480,-0.95926340,0.49054048,-0.49074991,0.00000000,-0.00000000,0.00763365,-0.00765403,0.10365253,-0.10362467,0.15673452,-0.15697405,0.42149686,-0.42147489,0.35634431,-0.35667097,0.00000000,-0.00000000
-5.42971486,0.94004372,-0.94048373,0.48101639,-0.48124154,0.00000000,-0.00000000,0.00694654,-0.00696603,0.10436156,-0.10434220,0.14876566,-0.14898063,0.41947133,-0.41947263,0.34343261,-0.34374471,0.00000000,-0.00000000
-5.42371186,0.92104310,-0.92148364,0.47097115,-0.47120377,0.00000000,-0.00000000,0.00629157,-0.00630997,0.10475400,-0.10474246,0.14153707,-0.14172420,0.41685994,-0.41688085,0.33117702,-0.33147009,0.00000000,-0.00000000
-5.41770885,0.90222090,-0.90264746,0.46068718,-0.46091775,0.00000000,-0.00000000,0.00567513,-0.00569227,0.10485725,-0.10485235,0.13515199,-0.13530772,0.41380077,-0.41383554,0.31972892,-0.31999750,0.00000000,-0.00000000
-5.41170585,0.88406911,-0.88446385,0.45048353,-0.45070141,0.00000000,-0.00000000,0.00510259,-0.00511831,0.10471534,-0.10471538,0.12972219,-0.12984274,0.41049147,-0.41053239,0.30926633,-0.30950403,0.00000000,-0.00000000
-5.40570285,0.86717371,-0.86751582,0.44070987,-0.44090350,0.00000000,-0.00000000,0.00457825,-0.00459245,0.10438732,-0.10439018,0.12536522,-0.12544669,0.40718547,-0.40722302,0.29999156,-0.30019112,0.00000000,-0.00000000
-5.39969985,0.85220151,-0.85246768,0.43173912,-0.43189629,0.00000000,-0.00000000,0.00410538,-0.00411797,0.10394508,-0.10394827,0.12220163,-0.12224008,0.40418631,-0.40420935,0.29212803,-0.29228148,0.00000000,-0.00000000
-5.39369685,0.83988410,-0.84004909,0.42395900,-0.42406714,0.00000000,-0.00000000,0.00368616,-0.00369710,0.10347070,-0.10347148,0.12035193,-0.12034349,0.40184011,-0.40183620,0.28591652,-0.28601529,0.00000000,-0.00000000
-5.38769385,0.83099900,-0.83103635,0.41776254,-0.41780904,0.00000000,-0.00000000,0.00332180,-0.00333105,0.10305335,-0.10304881,0.11993344,-0.11987440,0.40052650,-0.40048222,0.28161051,-0.28164560,0.00000000,-0.00000000
-5.38169085,0.82634875,-0.82623147,0.41353773,-0.41351030,0.00000000,-0.00000000,0.00301254,-0.00302011,0.10278586,-0.10277308,0.12105699,-0.12094392,0.40064821,-0.40054955,0.27947079,-0.27943302,0.00000000,-0.00000000
-5.37568784,0.82673799,-0.82643942,0.41165669,-0.41154374,0.00000000,-0.00000000,0.00275777,-0.00276370,0.10276120,-0.10273731,0.12382339,-0.12365326,0.40261954,-0.40245228,0.27975933,-0.27963951,0.00000000,-0.00000000
-5.36968484,0.83294949,-0.83244410,0.41246453,-0.41225552,0.00000000,-0.00000000,0.00255611,-0.00256044,0.10306876,-0.10303112,0.12831986,-0.12809017,0.40685408,-0.40660427,0.28273237,-0.28252161,0.00000000,-0.00000000
-5.36368184,0.84571941,-0.84498369,0.41626829,-0.41595416,0.00000000,-0.00000000,0.00240547,-0.00240827,0.10379094,-0.10373719,0.13461632,-0.13432521,0.41375211,-0.41340648,0.28863302,-0.28832298,0.00000000,-0.00000000
-5.35767884,0.86571274,-0.86472603,0.42332646,-0.42289994,0.00000000,-0.00000000,0.00230317,-0.00230453,0.10499973,-0.10492797,0.14276173,-0.14240812,0.42368787,-0.42323431,0.29768323,-0.29726642,0.00000000,-0.00000000
-5.35167584,0.89349942,-0.89224470,0.43383915,-0.43329508,0.00000000,-0.00000000,0.00224599,-0.00224602,0.10675390,-0.10666270,0.15278047,-0.15236417,0.43699729,-0.43642522,0.31007558,-0.30954566,0.00000000,-0.00000000
-5.34567284,0.92953195,-0.92799659,0.44793959,-0.44727524,0.00000000,-0.00000000,0.00223030,-0.00222912,0.10909646,-0.10898498,0.16466899,-0.16419083,0.45396629,-0.45326706,0.32596500,-0.32531704,0.00000000,-0.00000000
