energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Pb_p_up,Pb_p_down,Pb_d_up,Pb_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.78389195,1.83851464,-1.15017277,1.40934508,-0.67099129,0.61205081,-0.31603873,0.05746972,-0.07500883,0.00093095,-0.00060497,0.02751943,-0.02386592,1.15343798,-0.68986728
-5.77788894,1.78139114,-1.16275489,1.36461361,-0.69132477,0.59705410,-0.32136357,0.05563536,-0.07485728,0.00089330,-0.00060036,0.02669141,-0.02429770,1.11791557,-0.70071258
-5.77188594,1.72215610,-1.18214118,1.31703820,-0.71843124,0.58157484,-0.32849996,0.05399335,-0.07471472,0.00085387,-0.00059993,0.02586986,-0.02477995,1.08080860,-0.71624460
-5.76588294,1.66209363,-1.20841771,1.26781987,-0.75222814,0.56594342,-0.33744816,0.05258544,-0.07460236,0.00081345,-0.00060387,0.02506646,-0.02531158,1.04293925,-0.73648589
-5.75987994,1.60245741,-1.24149423,1.21816678,-0.79250116,0.55046479,-0.34815545,0.05145121,-0.07453783,0.00077287,-0.00061224,0.02429086,-0.02588891,1.00511291,-0.76134333
-5.75387694,1.54443712,-1.28109212,1.16925984,-0.83889456,0.53541070,-0.36051403,0.05062716,-0.07453420,0.00073291,-0.00062502,0.02355046,-0.02650546,0.96809657,-0.79060064
-5.74787394,1.48912902,-1.32673850,1.12222056,-0.89090613,0.52101398,-0.37436070,0.05014591,-0.07459935,0.00069432,-0.00064204,0.02285033,-0.02715202,0.93259994,-0.82391502
-5.74187094,1.43751174,-1.37776757,1.07808218,-0.94788730,0.50746527,-0.38947855,0.05003540,-0.07473571,0.00065780,-0.00066304,0.02219317,-0.02781674,0.89925979,-0.86081817
-5.73586793,1.39042776,-1.43332937,1.03776484,-1.00904898,0.49491182,-0.40560069,0.05031817,-0.07494029,0.00062398,-0.00068760,0.02157946,-0.02848538,0.86862803,-0.90072218
-5.72986493,1.34857060,-1.49240644,1.00205527,-1.07347335,0.48345851,-0.42241618,0.05101076,-0.07520515,0.00059339,-0.00071525,0.02100767,-0.02914175,0.84116334,-0.94293040
-5.72386193,1.31247772,-1.55383804,0.97159134,-1.14013157,0.47317058,-0.43957782,0.05212316,-0.07551824,0.00056648,-0.00074537,0.02047457,-0.02976820,0.81722658,-0.98665315
-5.71785893,1.28252862,-1.61635154,0.94685161,-1.20790717,0.46407790,-0.45671198,0.05365835,-0.07586446,0.00054360,-0.00077730,0.01997559,-0.03034626,0.79707945,-1.03102805
-5.71185593,1.25894737,-1.67859990,0.92814958,-1.27562449,0.45618008,-0.47342973,0.05561188,-0.07622707,0.00052497,-0.00081030,0.01950525,-0.03085733,0.78088600,-1.07514432
-5.70585293,1.24180896,-1.73920410,0.91563255,-1.34208123,0.44945219,-0.48933937,0.05797165,-0.07658918,0.00051074,-0.00084360,0.01905753,-0.03128343,0.76871662,-1.11807032
-5.69984992,1.23104832,-1.79679872,0.90928467,-1.40608408,0.44385045,-0.50405947,0.06071766,-0.07693543,0.00050091,-0.00087639,0.01862633,-0.03160794,0.76055373,-1.15888325
-5.69384692,1.22647141,-1.85007900,0.90893367,-1.46648571,0.43931753,-0.51723220,0.06382195,-0.07725351,0.00049542,-0.00090790,0.01820576,-0.03181633,0.75629871,-1.19669983
-5.68784392,1.22776731,-1.89784706,0.91426089,-1.52222183,0.43578708,-0.52853620,0.06724867,-0.07753560,0.00049411,-0.00093737,0.01779055,-0.03189681,0.75577959,-1.23070658
-5.68184092,1.23452088,-1.93905530,0.92481409,-1.57234634,0.43318718,-0.53769844,0.07095424,-0.07777964,0.00049671,-0.00096410,0.01737619,-0.03184091,0.75875887,-1.26018851
-5.67583792,1.24622537,-1.97284489,0.94002256,-1.61606296,0.43144272,-0.54450465,0.07488770,-0.07799018,0.00050290,-0.00098749,0.01695918,-0.03164389,0.76494139,-1.28455457
-5.66983492,1.26229463,-1.99857735,0.95921421,-1.65275172,0.43047641,-0.54880762,0.07899127,-0.07817892,0.00051229,-0.00100701,0.01653706,-0.03130505,0.77398185,-1.30335885
-5.66383192,1.28207498,-2.01585758,0.98163415,-1.68198887,0.43020880,-0.55053303,0.08320109,-0.07836473,0.00052444,-0.00102226,0.01610843,-0.03082782,0.78549194,-1.31631634
-5.65782891,1.30485653,-2.02454721,1.00646445,-1.70355899,0.43055728,-0.54968256,0.08744816,-0.07857331,0.00053884,-0.00103297,0.01567289,-0.03021975,0.79904720,-1.32331239
-5.65182591,1.32988443,-2.02476733,1.03284485,-1.71745871,0.43143437,-0.54633397,0.09165948,-0.07883628,0.00055499,-0.00103900,0.01523091,-0.02949229,0.81419358,-1.32440539
-5.64582291,1.35636999,-2.01689046,1.05989387,-1.72389147,0.43274579,-0.54063820,0.09575945,-0.07918989,0.00057234,-0.00104034,0.01478366,-0.02866036,0.83045396,-1.31982234
-5.63981991,1.38350228,-2.00152196,1.08673023,-1.72325371,0.43438843,-0.53281350,0.09967137,-0.07967333,0.00059035,-0.00103712,0.01433280,-0.02774190,0.84733490,-1.30994764
-5.63381691,1.41046028,-1.97947181,1.11249410,-1.71611287,0.43624875,-0.52313689,0.10331918,-0.08032675,0.00060847,-0.00102956,0.01388029,-0.02675717,0.86433372,-1.29530543
-5.62781391,1.43642597,-1.95171806,1.13636774,-1.70317849,0.43820185,-0.51193330,0.10662918,-0.08118901,0.00062617,-0.00101802,0.01342819,-0.02572807,0.88094612,-1.27653641
-5.62181091,1.46059829,-1.91936370,1.15759532,-1.68526761,0.44011160,-0.49956288,0.10953193,-0.08229544,0.00064295,-0.00100293,0.01297844,-0.02467731,0.89667456,-1.25437021
-5.61580790,1.48220823,-1.88358914,1.17550118,-1.66326646,0.44183177,-0.48640699,0.11196402,-0.08367547,0.00065835,-0.00098479,0.01253274,-0.02362763,0.91103726,-1.22959474
-5.60980490,1.50053460,-1.84560252,1.18950637,-1.63809025,0.44320859,-0.47285361,0.11386984,-0.08535058,0.00067193,-0.00096412,0.01209243,-0.02260101,0.92357789,-1.20302385
-5.60380190,1.51492042,-1.80659030,1.19914275,-1.61064325,0.44408439,-0.45928272,0.11520308,-0.08733236,0.00068333,-0.00094151,0.01165842,-0.02161788,0.93387575,-1.17546504
-5.59779890,1.52478928,-1.76767054,1.20406439,-1.58178099,0.44430244,-0.44605231,0.11592814,-0.08962101,0.00069223,-0.00091750,0.01123116,-0.02069646,0.94155616,-1.14768860
-5.59179590,1.52966125,-1.72985094,1.20405576,-1.55227676,0.44371270,-0.43348577,0.11602110,-0.09220430,0.00069840,-0.00089263,0.01081070,-0.01985223,0.94630071,-1.12039964
-5.58579290,1.52916755,-1.69399350,1.19903637,-1.52279368,0.44217816,-0.42186089,0.11547053,-0.09505705,0.00070165,-0.00086741,0.01039672,-0.01909738,0.94785700,-1.09421431
-5.57978989,1.52306343,-1.66078747,1.18906178,-1.49386386,0.43958139,-0.41140132,0.11427772,-0.09814113,0.00070189,-0.00084225,0.00998862,-0.01844058,0.94604737,-1.06964104
-5.57378689,1.51123846,-1.63073123,1.17432065,-1.46587531,0.43583111,-0.40227045,0.11245671,-0.10140618,0.00069910,-0.00081755,0.00958569,-0.01788674,0.94077624,-1.04706765
-5.56778389,1.49372364,-1.60412407,1.15512793,-1.43906715,0.43086805,-0.39456813,0.11003381,-0.10479073,0.00069335,-0.00079360,0.00918719,-0.01743702,0.93203549,-1.02675453
-5.56178089,1.47069473,-1.58106733,1.13191441,-1.41353281,0.42467004,-0.38833028,0.10704674,-0.10822396,0.00068477,-0.00077063,0.00879248,-0.01708892,0.91990767,-1.00883404
-5.55577789,1.44247156,-1.56147488,1.10521270,-1.38923084,0.41725580,-0.38353118,0.10354353,-0.11162787,0.00067358,-0.00074880,0.00840121,-0.01683654,0.90456656,-0.99331577
-5.54977489,1.40951282,-1.54509160,1.07564034,-1.36600239,0.40868716,-0.38008848,0.09958100,-0.11491984,0.00066007,-0.00072818,0.00801331,-0.01667094,0.88627498,-0.98009704
-5.54377189,1.37240651,-1.53151872,1.04388024,-1.34359391,0.39906971,-0.37787039,0.09522309,-0.11801536,0.00064460,-0.00070880,0.00762919,-0.01658060,0.86537975,-0.96897790
-5.53776888,1.33185604,-1.52024438,1.01065942,-1.32168383,0.38855145,-0.37670478,0.09053895,-0.12083097,0.00062756,-0.00069064,0.00724969,-0.01655198,0.84230371,-0.95967965
-5.53176588,1.28866235,-1.51067751,0.97672649,-1.29991135,0.37731971,-0.37638968,0.08560107,-0.12328713,0.00060944,-0.00067363,0.00687615,-0.01657013,0.81753518,-0.95186554
-5.52576288,1.24370256,-1.50218327,0.94282881,-1.27790574,0.36559638,-0.37670463,0.08048322,-0.12531095,0.00059072,-0.00065767,0.00651038,-0.01661928,0.79161489,-0.94516272
-5.51975988,1.19790585,-1.49411817,0.90969003,-1.25531455,0.35363148,-0.37742226,0.07525859,-0.12683865,0.00057193,-0.00064265,0.00615461,-0.01668351,0.76512099,-0.93918419
-5.51375688,1.15222724,-1.48586313,0.87798881,-1.23182927,0.34169550,-0.37831970,0.06999802,-0.12781772,0.00055362,-0.00062846,0.00581139,-0.01674737,0.73865251,-0.93354958
-5.50775388,1.10762039,-1.47685296,0.84833946,-1.20720711,0.33007079,-0.37918911,0.06476834,-0.12820849,0.00053630,-0.00061496,0.00548353,-0.01679641,0.71281182,-0.92790397
-5.50175088,1.06501009,-1.46660119,0.82127514,-1.18128808,0.31904226,-0.37984694,0.05963103,-0.12798528,0.00052051,-0.00060206,0.00517392,-0.01681771,0.68818685,-0.92193380
-5.49574787,1.02526567,-1.45471909,0.79723420,-1.15400662,0.30888800,-0.38014153,0.05464110,-0.12713697,0.00050672,-0.00058966,0.00488546,-0.01680027,0.66533354,-0.91537951
-5.48974487,0.98917608,-1.44092863,0.77655013,-1.12539753,0.29986998,-0.37995865,0.04984625,-0.12566701,0.00049538,-0.00057768,0.00462090,-0.01673537,0.64475928,-0.90804429
-5.48374187,0.95742763,-1.42506899,0.75944535,-1.09559622,0.29222536,-0.37922492,0.04528634,-0.12359287,0.00048687,-0.00056607,0.00438267,-0.01661671,0.62690785,-0.89979902
-5.47773887,0.93058518,-1.40709680,0.74602903,-1.06483350,0.28615881,-0.37790884,0.04099311,-0.12094501,0.00048148,-0.00055478,0.00417285,-0.01644055,0.61214651,-0.89058343
-5.47173587,0.90907740,-1.38708065,0.73629905,-1.03342562,0.28183599,-0.37601959,0.03699020,-0.11776547,0.00047945,-0.00054379,0.00399295,-0.01620571,0.60075569,-0.88040357
-5.46573287,0.89318664,-1.36519049,0.73014767,-1.00176021,0.27937854,-0.37360373,0.03329339,-0.11410606,0.00048089,-0.00053310,0.00384392,-0.01591340,0.59292160,-0.86932627
-5.45972986,0.88304380,-1.34168285,0.72737094,-0.97027905,0.27886089,-0.37073993,0.02991111,-0.11002633,0.00048584,-0.00052271,0.00372606,-0.01556700,0.58873215,-0.85747092
-5.45372686,0.87862833,-1.31688295,0.72768107,-0.93945867,0.28030867,-0.36753221,0.02684502,-0.10559142,0.00049422,-0.00051263,0.00363895,-0.01517182,0.58817618,-0.84499927
-5.44772386,0.87977341,-1.29116478,0.73072145,-0.90978983,0.28369920,-0.36410199,0.02409084,-0.10086987,0.00050586,-0.00050286,0.00358149,-0.01473466,0.59114625,-0.83210395
-5.44172086,0.88617612,-1.26493036,0.73608350,-0.88175676,0.28896361,-0.36057951,0.02163926,-0.09593146,0.00052048,-0.00049344,0.00355193,-0.01426347,0.59744470,-0.81899639
-5.43571786,0.89741209,-1.23858911,0.74332470,-0.85581726,0.29599078,-0.35709497,0.01947683,-0.09084521,0.00053772,-0.00048437,0.00354790,-0.01376686,0.60679280,-0.80589464
-5.42971486,0.91295442,-1.21253844,0.75198697,-0.83238426,0.30463281,-0.35377004,0.01758700,-0.08567761,0.00055712,-0.00047567,0.00356650,-0.01325371,0.61884274,-0.79301196
-5.42371186,0.93219578,-1.18714642,0.76161473,-0.81180968,0.31471170,-0.35071003,0.01595105,-0.08049106,0.00057818,-0.00046734,0.00360439,-0.01273274,0.63319198,-0.78054642
-5.41770885,0.95447328,-1.16273712,0.77177181,-0.79437104,0.32602720,-0.34799726,0.01454910,-0.07534266,0.00060032,-0.00045939,0.00365796,-0.01221215,0.64939932,-0.76867216
-5.41170585,0.97909491,-1.13957912,0.78205666,-0.78026127,0.33836522,-0.34568596,0.01336093,-0.07028329,0.00062296,-0.00045182,0.00372342,-0.01169929,0.66700224,-0.75753238
-5.40570285,1.00536675,-1.11787758,0.79211516,-0.76958188,0.35150667,-0.34379887,0.01236688,-0.06535698,0.00064549,-0.00044463,0.00379697,-0.01120041,0.68553484,-0.74723450
-5.39969985,1.03261987,-1.09776999,0.80165077,-0.76233963,0.36523625,-0.34232579,0.01154851,-0.06060060,0.00066731,-0.00043782,0.00387496,-0.01072049,0.70454551,-0.73784741
-5.39369685,1.06023594,-1.07932531,0.81043159,-0.75844668,0.37935090,-0.34122405,0.01088930,-0.05604387,0.00068787,-0.00043140,0.00395404,-0.01026315,0.72361400,-0.72940077
-5.38769385,1.08767063,-1.06254666,0.81829429,-0.75772405,0.39366755,-0.34042098,0.01037513,-0.05170946,0.00070666,-0.00042535,0.00403128,-0.00983060,0.74236691,-0.72188640
-5.38169085,1.11447389,-1.04737678,0.82514483,-0.75990812,0.40802981,-0.33981802,0.00999473,-0.04761348,0.00072327,-0.00041970,0.00410433,-0.00942374,0.76049123,-0.71526134
-5.37568784,1.14030631,-1.03370609,0.83095625,-0.76465991,0.42231344,-0.33929640,0.00973998,-0.04376593,0.00073737,-0.00041445,0.00417150,-0.00904222,0.77774535,-0.70945245
-5.36968484,1.16495113,-1.02138265,0.83576385,-0.77157668,0.43643034,-0.33872401,0.00960609,-0.04017142,0.00074874,-0.00040963,0.00423188,-0.00868469,0.79396711,-0.70436218
-5.36368184,1.18832120,-1.01022346,0.83965807,-0.78020544,0.45033088,-0.33796302,0.00959169,-0.03682982,0.00075728,-0.00040526,0.00428534,-0.00834893,0.80907870,-0.69987518
-5.35767884,1.21046089,-1.00002643,0.84277578,-0.79005785,0.46400456,-0.33687792,0.00969879,-0.03373705,0.00076302,-0.00040138,0.00433263,-0.00803218,0.82308815,-0.69586525
-5.35167584,1.23154276,-0.99058248,0.84529038,-0.80062603,0.47747898,-0.33534348,0.00993267,-0.03088579,0.00076612,-0.00039804,0.00437528,-0.00773132,0.83608745,-0.69220250
-5.34567284,1.25185920,-0.98168718,0.84740152,-0.81139877,0.49081715,-0.33325230,0.01030159,-0.02826621,0.00076688,-0.00039527,0.00441563,-0.00744317,0.84824741,-0.68876018
-5.33966983,1.27180942,-0.97315140,0.84932478,-0.82187755,0.50411336,-0.33052151,0.01081644,-0.02586665,0.00076568,-0.00039315,0.00445670,-0.00716470,0.85980954,-0.68542099
-5.33366683,1.29188225,-0.96481058,0.85128212,-0.83159185,0.51748770,-0.32709823,0.01149033,-0.02367421,0.00076303,-0.00039171,0.00450211,-0.00689324,0.87107523,-0.68208253
-5.32766383,1.31263549,-0.95653228,0.85349338,-0.84011341,0.53107955,-0.32296368,0.01233804,-0.02167528,0.00075954,-0.00039102,0.00455589,-0.00662666,0.88239279,-0.67866181
-5.32166083,1.33467266,-0.94822182,0.85616923,-0.84706880,0.54504028,-0.31813565,0.01337539,-0.01985605,0.00075587,-0.00039113,0.00462238,-0.00636351,0.89414286,-0.67509861
-5.31565783,1.35861795,-0.93982585,0.85950579,-0.85214997,0.55952554,-0.31266926,0.01461858,-0.01820288,0.00075271,-0.00039211,0.00470600,-0.00610305,0.90672272,-0.67135760
-5.30965483,1.38509043,-0.93133390,0.86368116,-0.85512257,0.57468733,-0.30665596,0.01608342,-0.01670262,0.00075080,-0.00039398,0.00481105,-0.00584533,0.92053026,-0.66742932
-5.30365183,1.41467845,-0.92277791,0.86885358,-0.85583157,0.59066631,-0.30022094,0.01778462,-0.01534287,0.00075086,-0.00039679,0.00494154,-0.00559116,0.93594811,-0.66332995
-5.29764882,1.44791524,-0.91423001,0.87516130,-0.85420430,0.60758460,-0.29351902,0.01973491,-0.01411222,0.00075358,-0.00040057,0.00510099,-0.00534204,0.95332858,-0.65910007
-5.29164582,1.48525655,-0.90579876,0.88272382,-0.85025051,0.62553936,-0.28672929,0.02194435,-0.01300033,0.00075959,-0.00040533,0.00529222,-0.00510007,0.97297996,-0.65480255
-5.28564282,1.52706122,-0.89762411,0.89164417,-0.84405987,0.64459742,-0.28004871,0.02441953,-0.01199807,0.00076945,-0.00041108,0.00551722,-0.00486785,0.99515477,-0.65051961
-5.27963982,1.57357541,-0.88987148,0.90201179,-0.83579673,0.66479122,-0.27368502,0.02716289,-0.01109762,0.00078363,-0.00041781,0.00577699,-0.00464830,1.02004014,-0.64634949
-5.27363682,1.62492088,-0.88272526,0.91390577,-0.82569255,0.68611613,-0.26784936,0.03017214,-0.01029244,0.00080248,-0.00042550,0.00607147,-0.00444451,1.04775087,-0.64240269
-5.26763382,1.68108805,-0.87638217,0.92739786,-0.81403634,0.70852942,-0.26274879,0.03343974,-0.00957734,0.00082622,-0.00043411,0.00639943,-0.00425962,1.07832526,-0.63879821
-5.26163082,1.74193368,-0.87104478,0.94255492,-0.80116343,0.73195076,-0.25857918,0.03695258,-0.00894851,0.00085496,-0.00044360,0.00675850,-0.00409660,1.11172382,-0.63565979
-5.25562781,1.80718349,-0.86691555,0.95944068,-0.78744311,0.75626436,-0.25551869,0.04069176,-0.00840348,0.00088866,-0.00045393,0.00714519,-0.00395817,1.14783074,-0.63311254
-5.24962481,1.87643942,-0.86419172,0.97811622,-0.77326566,0.78132270,-0.25372220,0.04463261,-0.00794120,0.00092717,-0.00046502,0.00755493,-0.00384664,1.18645817,-0.63127996
-5.24362181,1.94919111,-0.86306128,0.99863932,-0.75902930,0.80695150,-0.25331683,0.04874483,-0.00756203,0.00097019,-0.00047682,0.00798221,-0.00376384,1.22735288,-0.63028165
-5.23761881,2.02483115,-0.86370028,1.02106251,-0.74512764,0.83295593,-0.25439883,0.05299284,-0.00726780,0.00101734,-0.00048926,0.00842075,-0.00371102,1.27020488,-0.63023175
-5.23161581,2.10267333,-0.86627155,1.04542974,-0.73193809,0.85912760,-0.25703186,0.05733634,-0.00706190,0.00106810,-0.00050229,0.00886367,-0.00368887,1.31465776,-0.63123812
-5.22561281,2.18197290,-0.87092506,1.07177200,-0.71981177,0.88525213,-0.26124682,0.06173100,-0.00694934,0.00112189,-0.00051584,0.00930369,-0.00369745,1.36032001,-0.63340257
-5.21960980,2.26194803,-0.87779969,1.10010181,-0.70906538,0.91111672,-0.26704308,0.06612930,-0.00693687,0.00117806,-0.00052987,0.00973343,-0.00373627,1.40677675,-0.63682177
-5.21360680,2.34180136,-0.88702658,1.13040716,-0.69997511,0.93651749,-0.27439120,0.07048153,-0.00703311,0.00123589,-0.00054436,0.01014560,-0.00380434,1.45360144,-0.64158919
-5.20760380,2.42074054,-0.89873363,1.16264486,-0.69277317,0.96126604,-0.28323687,0.07473683,-0.00724865,0.00129464,-0.00055930,0.01053329,-0.00390024,1.50036676,-0.64779758
-5.20160080,2.49799699,-0.91305099,1.19673395,-0.68764659,0.98519490,-0.29350579,0.07884436,-0.00759613,0.00135354,-0.00057472,0.01089015,-0.00402223,1.54665423,-0.65554215
-5.19559780,2.57284173,-0.93011715,1.23254940,-0.68473864,1.00816153,-0.30510948,0.08275435,-0.00809040,0.00141185,-0.00059065,0.01121068,-0.00416837,1.59206219,-0.66492401
-5.18959480,2.64459793,-0.95008506,1.26991648,-0.68415231,1.03005052,-0.31795141,0.08641934,-0.00874846,0.00146881,-0.00060719,0.01149036,-0.00433668,1.63621159,-0.67605367
-5.18359180,2.71264954,-0.97312774,1.30860626,-0.68595580,1.05077391,-0.33193324,0.08979514,-0.00958950,0.00152370,-0.00062447,0.01172584,-0.00452521,1.67874966,-0.68905427
-5.17758879,2.77644588,-0.99944280,1.34833258,-0.69018939,1.07026960,-0.34696080,0.09284191,-0.01063474,0.00157583,-0.00064264,0.01191502,-0.00473224,1.71935121,-0.70406412
-5.17158579,2.83550230,-1.02925519,1.38875081,-0.69687326,1.08849787,-0.36294941,0.09552497,-0.01190726,0.00162458,-0.00066192,0.01205712,-0.00495634,1.75771784,-0.72123819
-5.16558279,2.88939737,-1.06281750,1.42945871,-0.70601547,1.10543632,-0.37982816,0.09781558,-0.01343157,0.00166935,-0.00068254,0.01215273,-0.00519650,1.79357533,-0.74074818
