energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.78989495,5.44828093,0.14715729,0.06063638,0.48124635,0.22537097,0.05442669,1.51257772,0.54188803,2.17495703
-5.78389195,5.50699344,0.14595042,0.06240210,0.48888178,0.23544626,0.05769381,1.55451902,0.53910282,2.15581820
-5.77788894,5.58729984,0.14486167,0.06456112,0.49776581,0.24751309,0.06143800,1.60084285,0.53765172,2.14736957
-5.77188594,5.68724202,0.14391791,0.06708553,0.50778086,0.26146670,0.06561769,1.65093473,0.53754785,2.14887241
-5.76588294,5.80443434,0.14313687,0.06993818,0.51880247,0.27717291,0.07018009,1.70411207,0.53877030,2.15935976
-5.75987994,5.93613192,0.14252667,0.07307357,0.53070631,0.29447152,0.07506211,1.75964271,0.54126589,2.17766637
-5.75387694,6.07930780,0.14208594,0.07643910,0.54337478,0.31318016,0.08019153,1.81676418,0.54495211,2.20246375
-5.74787394,6.23073698,0.14180416,0.07997653,0.55670309,0.33309857,0.08548867,1.87470334,0.54972088,2.23229941
-5.74187094,6.38708538,0.14166265,0.08362359,0.57060455,0.35401307,0.09086821,1.93269586,0.55544327,2.26563924
-5.73586793,6.54500127,0.14163584,0.08731573,0.58501467,0.37570131,0.09624138,1.99000511,0.56197484,2.30091193
-5.72986493,6.70120667,0.14169288,0.09098803,0.59989398,0.39793690,0.10151826,2.04594001,0.56916153,2.33655402
-5.72386193,6.85258568,0.14179957,0.09457698,0.61522939,0.42049404,0.10661033,2.09987121,0.57684573,2.37105438
-5.71785893,6.99626701,0.14192039,0.09802236,0.63103394,0.44315178,0.11143289,2.15124516,0.58487228,2.40299660
-5.71185593,7.12969742,0.14202053,0.10126883,0.64734488,0.46569791,0.11590753,2.19959544,0.59309413,2.43109784
-5.70585293,7.25070331,0.14206788,0.10426744,0.66422017,0.48793223,0.11996435,2.24455091,0.60137723,2.45424272
-5.69984992,7.35753764,0.14203474,0.10697684,0.68173346,0.50966917,0.12354402,2.28584034,0.60960445,2.47151102
-5.69384692,7.44891030,0.14189926,0.10936410,0.69996784,0.53073961,0.12659932,2.32329304,0.61767830,2.48219802
-5.68784392,7.52400013,0.14164641,0.11140528,0.71900841,0.55099180,0.12909639,2.35683553,0.62552216,2.48582658
-5.68184092,7.58244813,0.14126847,0.11308552,0.73893436,0.57029153,0.13101540,2.38648428,0.63308005,2.48215064
-5.67583792,7.62433203,0.14076504,0.11439885,0.75981060,0.58852142,0.13235078,2.41233464,0.64031487,2.47114987
-5.66983492,7.65012350,0.14014249,0.11534751,0.78167963,0.60557951,0.13311086,2.43454669,0.64720527,2.45301584
-5.66383192,7.66063022,0.13941298,0.11594108,0.80455400,0.62137735,0.13331702,2.45332854,0.65374133,2.42813046
-5.65782891,7.65692602,0.13859307,0.11619523,0.82840982,0.63583757,0.13300248,2.46891803,0.65991936,2.39703774
-5.65182591,7.64027292,0.13770201,0.11613034,0.85318178,0.64889148,0.13221056,2.48156392,0.66573624,2.36041047
-5.64582291,7.61203950,0.13675989,0.11576999,0.87876006,0.66047660,0.13099286,2.49150767,0.67118370,2.31901345
-5.63981991,7.57362039,0.13578570,0.11513944,0.90498933,0.67053464,0.12940708,2.49896696,0.67624299,2.27366518
-5.63381691,7.52636148,0.13479556,0.11426413,0.93167020,0.67900995,0.12751491,2.50412206,0.68088042,2.22519999
-5.62781391,7.47149524,0.13380111,0.11316842,0.95856308,0.68584882,0.12537988,2.50710610,0.68504418,2.17443253
-5.62181091,7.41008981,0.13280831,0.11187444,0.98539458,0.69099962,0.12306548,2.50799985,0.68866270,2.12212622
-5.61580790,7.34301485,0.13181661,0.11040133,1.01186604,0.69441398,0.12063336,2.50683166,0.69164491,2.06896715
-5.60980490,7.27092571,0.13081870,0.10876474,1.03766426,0.69604892,0.11814202,2.50358263,0.69388235,2.01554455
-5.60380190,7.19426664,0.12980074,0.10697663,1.06247370,0.69586995,0.11564573,2.49819682,0.69525327,1.96233831
-5.59779890,7.11329230,0.12874314,0.10504549,1.08598988,0.69385490,0.11319387,2.49059613,0.69562842,1.90971396
-5.59179590,7.02810551,0.12762178,0.10297679,1.10793330,0.68999834,0.11083066,2.48069871,0.69487834,1.85792466
-5.58579290,6.93870849,0.12640967,0.10077370,1.12806324,0.68431619,0.10859522,2.46844002,0.69288169,1.80711972
-5.57978989,6.84506343,0.12507889,0.09843799,1.14619083,0.67685028,0.10652186,2.45379498,0.68953415,1.75735854
-5.57378689,6.74715800,0.12360273,0.09597113,1.16219063,0.66767252,0.10464068,2.43679979,0.68475728,1.70862875
-5.56778389,6.64507091,0.12195774,0.09337530,1.17601015,0.65688815,0.10297824,2.41757175,0.67850691,1.66086699
-5.56178089,6.53903260,0.12012591,0.09065448,1.18767676,0.64463801,0.10155826,2.39632566,0.67078032,1.61398104
-5.55577789,6.42947652,0.11809634,0.08781534,1.19730143,0.63109925,0.10040231,2.37338540,0.66162174,1.56787139
-5.54977489,6.31707709,0.11586679,0.08486807,1.20507906,0.61648455,0.09953037,2.34918945,0.65112585,1.52245133
-5.54377189,6.20277113,0.11344466,0.08182686,1.21128514,0.60103946,0.09896117,2.32428982,0.63943884,1.47766390
-5.53776888,6.08776084,0.11084747,0.07871018,1.21626874,0.58503810,0.09871231,2.29934361,0.62675684,1.43349506
-5.53176588,5.97349738,0.10810282,0.07554080,1.22044196,0.56877709,0.09880010,2.27509755,0.61332179,1.38998238
-5.52576288,5.86164544,0.10524777,0.07234550,1.22426610,0.55256795,0.09923910,2.25236563,0.59941477,1.34721880
-5.51975988,5.75403042,0.10232773,0.06915448,1.22823508,0.53672838,0.10004143,2.23200091,0.58534702,1.30535168
-5.51375688,5.65257076,0.09939479,0.06600064,1.23285675,0.52157259,0.10121584,2.21486256,0.57144916,1.26457724
-5.50775388,5.55919905,0.09650579,0.06291859,1.23863271,0.50740123,0.10276666,2.20177978,0.55805895,1.22513117
-5.50175088,5.47577627,0.09372001,0.05994351,1.24603761,0.49449135,0.10469256,2.19351416,0.54550827,1.18727608
-5.49574787,5.40400368,0.09109675,0.05711001,1.25549867,0.48308684,0.10698545,2.19072264,0.53410993,1.15128674
-5.48974487,5.34533747,0.08869280,0.05445093,1.26737650,0.47338984,0.10962943,2.19392278,0.52414487,1.11743421
-5.48374187,5.30091077,0.08656014,0.05199617,1.28194786,0.46555354,0.11259984,2.20346223,0.51585044,1.08596987
-5.47773887,5.27146745,0.08474367,0.04977164,1.29939144,0.45967666,0.11586277,2.21949418,0.50941039,1.05711038
-5.47173587,5.25731142,0.08327938,0.04779834,1.31977705,0.45579992,0.11937476,2.24196002,0.50494682,1.03102444
-5.46573287,5.25827437,0.08219290,0.04609167,1.34305898,0.45390476,0.12308298,2.27058042,0.50251477,1.00782215
-5.45972986,5.27370388,0.08149847,0.04466090,1.36907384,0.45391416,0.12692586,2.30485542,0.50209952,0.98754756
-5.45372686,5.30247269,0.08119850,0.04350890,1.39754300,0.45569573,0.13083415,2.34407369,0.50361675,0.97017464
-5.44772386,5.34300889,0.08128362,0.04263213,1.42807960,0.45906685,0.13473246,2.38733083,0.50691565,0.95560701
-5.44172086,5.39334581,0.08173324,0.04202081,1.46019993,0.46380159,0.13854107,2.43355594,0.51178468,0.94368115
-5.43571786,5.45118905,0.08251661,0.04165942,1.49333865,0.46963913,0.14217829,2.48154539,0.51795989,0.93417298
-5.42971486,5.51399782,0.08359432,0.04152731,1.52686724,0.47629335,0.14556280,2.53000234,0.52513523,0.92680721
-5.42371186,5.57907638,0.08492007,0.04159954,1.56011488,0.48346310,0.14861636,2.57758035,0.53297457,0.92126896
-5.41770885,5.64367168,0.08644275,0.04184791,1.59239079,0.49084281,0.15126641,2.62292910,0.54112468,0.91721688
-5.41170585,5.70507235,0.08810857,0.04224203,1.62300711,0.49813289,0.15344863,2.66474024,0.54922881,0.91429708
-5.40570285,5.76070484,0.08986328,0.04275052,1.65130133,0.50504974,0.15510928,2.70179148,0.55694011,0.91215699
-5.39969985,5.80822236,0.09165420,0.04334226,1.67665715,0.51133471,0.15620725,2.73298695,0.56393440,0.91045856
-5.39369685,5.84558284,0.09343208,0.04398765,1.69852308,0.51676198,0.15671566,2.75739226,0.56992175,0.90889002
-5.38769385,5.87111297,0.09515267,0.04465981,1.71642784,0.52114502,0.15662309,2.77426283,0.57465641,0.90717573
-5.38169085,5.88355582,0.09677791,0.04533572,1.72999212,0.52434139,0.15593416,2.78306458,0.57794477,0.90508363
-5.37568784,5.88210080,0.09827665,0.04599735,1.73893614,0.52625596,0.15466965,2.78348621,0.57965097,0.90243018
-5.36968484,5.86639535,0.09962499,0.04663253,1.74308303,0.52684233,0.15286607,2.77544306,0.57970019,0.89908257
-5.36368184,5.83653891,0.10080617,0.04723577,1.74235794,0.52610277,0.15057466,2.75907254,0.57807949,0.89495832
-5.35767884,5.79306026,0.10181001,0.04780890,1.73678326,0.52408646,0.14785999,2.73472199,0.57483629,0.89002259
-5.35167584,5.73688051,0.10263205,0.04836147,1.72647034,0.52088648,0.14479812,2.70292958,0.57007476,0.88428336
-5.34567284,5.66926406,0.10327249,0.04891095,1.71160850,0.51663562,0.14147446,2.66439978,0.56395036,0.87778518
-5.33966983,5.59176071,0.10373480,0.04948276,1.69245196,0.51150116,0.13798140,2.61997454,0.55666288,0.87060178
-5.33366683,5.50614206,0.10402446,0.05010997,1.66930564,0.50567902,0.13441581,2.57060183,0.54844839,0.86282828
-5.32766383,5.41433548,0.10414761,0.05083281,1.64251070,0.49938732,0.13087648,2.51730299,0.53957056,0.85457339
-5.32166083,5.31835856,0.10410994,0.05169791,1.61243060,0.49285970,0.12746165,2.46114045,0.53031163,0.84595213
-5.31565783,5.22025689,0.10391576,0.05275726,1.57943855,0.48633855,0.12426659,2.40318694,0.52096357,0.83707955
-5.30965483,5.12204733,0.10356740,0.05406693,1.54390689,0.48006835,0.12138146,2.34449750,0.51181962,0.82806564
-5.30365183,5.02566833,0.10306496,0.05568554,1.50619881,0.47428918,0.11888929,2.28608505,0.50316655,0.81901167
-5.29764882,4.93293861,0.10240643,0.05767252,1.46666284,0.46923068,0.11686428,2.22890005,0.49527775,0.81000801
-5.29164582,4.84552432,0.10158816,0.06008610,1.42562998,0.46510646,0.11537040,2.17381463,0.48840731,0.80113337
-5.28564282,4.76491481,0.10060563,0.06298119,1.38341342,0.46210907,0.11446021,2.12161115,0.48278512,0.79245532
-5.27963982,4.69240628,0.09945451,0.06640717,1.34031051,0.46040556,0.11417407,2.07297497,0.47861295,0.78403168
-5.27363682,4.62909242,0.09813185,0.07040552,1.29660644,0.46013385,0.11453950,2.02849098,0.47606136,0.77591268
-5.26763382,4.57586073,0.09663740,0.07500753,1.25257910,0.46139970,0.11557093,1.98864340,0.47526747,0.76814334
-5.26163082,4.53339334,0.09497479,0.08023216,1.20850441,0.46427455,0.11726967,1.95381804,0.47633333,0.76076583
-5.25562781,4.50217088,0.09315271,0.08608393,1.16466141,0.46879413,0.11962409,1.92430646,0.47932484,0.75382140
-5.24962481,4.48247845,0.09118573,0.09255128,1.12133650,0.47495797,0.12261008,1.90031132,0.48427112,0.74735169
-5.24362181,4.47441247,0.08909494,0.09960517,1.07882630,0.48272963,0.12619179,1.88195224,0.49116419,0.74139918
-5.23761881,4.47788803,0.08690807,0.10719821,1.03743855,0.49203798,0.13032247,1.86927171,0.49995901,0.73600669
-5.23161581,4.49264610,0.08465936,0.11526436,0.99749092,0.50277911,0.13494566,1.86224074,0.51057380,0.73121597
-5.22561281,4.51826069,0.08238885,0.12371926,0.95930745,0.51481914,0.13999650,1.86076376,0.52289081,0.72706537
-5.21960980,4.55414599,0.08014143,0.13246115,0.92321276,0.52799772,0.14540327,1.86468293,0.53675737,0.72358697
-5.21360680,4.59956384,0.07796540,0.14137265,0.88952431,0.54213208,0.15108903,1.87378151,0.55198769,0.72080309
-5.20760380,4.65363199,0.07591084,0.15032304,0.85854288,0.55702165,0.15697346,1.88778669,0.56836504,0.71872287
-5.20160080,4.71533358,0.07402773,0.15917134,0.83054206,0.57245289,0.16297472,1.90637175,0.58564483,0.71733883
-5.19559780,4.78352841,0.07236394,0.16776986,0.80575706,0.58820432,0.16901132,1.92915792,0.60355835,0.71662399
-5.18959480,4.85696610,0.07096331,0.17596825,0.78437376,0.60405154,0.17500394,1.95571612,0.62181734,0.71652974
-5.18359180,4.93430173,0.06986379,0.18361790,0.76651847,0.61977197,0.18087722,1.98556882,0.64011937,0.71698461
-5.17758879,5.01411372,0.06909579,0.19057640,0.75224920,0.63514925,0.18656121,2.01819230,0.65815396,0.71789415
-5.17158579,5.09492411,0.06868089,0.19671213,0.74154891,0.64997707,0.19199270,2.05301949,0.67560927,0.71914215
-5.16558279,5.17522088,0.06863092,0.20190854,0.73432136,0.66406249,0.19711621,2.08944373,0.69217940,0.72059291
-5.15957979,5.25348216,0.06894750,0.20606813,0.73038977,0.67722842,0.20188460,2.12682349,0.70757185,0.72209478
-5.15357679,5.32820168,0.06962206,0.20911582,0.72949865,0.68931550,0.20625937,2.16448830,0.72151514,0.72348472
-5.14757379,5.39791527,0.07063636,0.21100169,0.73131883,0.70018334,0.21021056,2.20174607,0.73376630,0.72459365
-5.14157079,5.46122763,0.07196349,0.21170288,0.73545556,0.70971108,0.21371634,2.23789167,0.74411791,0.72525249
-5.13556778,5.51683909,0.07356931,0.21122459,0.74145947,0.71779757,0.21676222,2.27221703,0.75240446,0.72529845
-5.12956478,5.56357151,0.07541421,0.20960018,0.74883994,0.72436115,0.21934016,2.30402250,0.75850792,0.72458145
-5.12356178,5.60039305,0.07745521,0.20689031,0.75708044,0.72933926,0.22144737,2.33262944,0.76236210,0.72297029
-5.11755878,5.62644095,0.07964814,0.20318120,0.76565511,0.73268801,0.22308512,2.35739368,0.76395574,0.72035828
-5.11155578,5.64104182,0.08194993,0.19858201,0.77404590,0.73438173,0.22425754,2.37771960,0.76333410,0.71666811
-5.10555278,5.64372866,0.08432076,0.19322159,0.78175958,0.73441270,0.22497047,2.39307440,0.76059895,0.71185572
-5.09954977,5.63425390,0.08672604,0.18724456,0.78834376,0.73279104,0.22523057,2.40300187,0.75590681,0.70591292
-5.09354677,5.61259784,0.08913803,0.18080701,0.79340127,0.72954472,0.22504453,2.40713525,0.74946550,0.69886864
-5.08754377,5.57897148,0.09153705,0.17407185,0.79660224,0.72471974,0.22441863,2.40520846,0.74152889,0.69078876
-5.08154077,5.53381346,0.09391219,0.16720414,0.79769332,0.71838028,0.22335857,2.39706501,0.73238991,0.68177426
-5.07553777,5.47778026,0.09626139,0.16036630,0.79650366,0.71060877,0.22186954,2.38266414,0.72237212,0.67195799
-5.06953477,5.41172966,0.09859100,0.15371366,0.79294730,0.70150580,0.21995652,2.36208357,0.71181974,0.66149988
-5.06353177,5.33669719,0.10091477,0.14739021,0.78702210,0.69118968,0.21762484,2.33551859,0.70108668,0.65058084
-5.05752876,5.25386609,0.10325223,0.14152481,0.77880505,0.67979557,0.21488083,2.30327729,0.69052466,0.63939557
-5.05152576,5.16453140,0.10562671,0.13622790,0.76844453,0.66747423,0.21173251,2.26577193,0.68047092,0.62814442
-5.04552276,5.07005936,0.10806296,0.13158880,0.75614966,0.65439017,0.20819033,2.22350681,0.67123601,0.61702480
-5.03951976,4.97184358,0.11058459,0.12767374,0.74217763,0.64071947,0.20426784,2.17706301,0.66309196,0.60622238
-5.03351676,4.87125987,0.11321146,0.12452442,0.72681947,0.62664721,0.19998215,2.12708069,0.65626150,0.59590246
-5.02751376,4.76962185,0.11595718,0.12215747,0.71038510,0.61236468,0.19535436,2.07423993,0.65090877,0.58620207
-5.02151076,4.66813946,0.11882684,0.12056447,0.69318851,0.59806650,0.19040966,2.01924086,0.64713196,0.57722302
-5.01550775,4.56788279,0.12181523,0.11971280,0.67553369,0.58394792,0.18517733,1.96278425,0.64495837,0.56902646
-5.00950475,4.46975312,0.12490554,0.11954707,0.65770210,0.57020230,0.17969044,1.90555349,0.64434221,0.56162914
-5.00350175,4.37446288,0.12806876,0.11999134,0.63994229,0.55701911,0.17398552,1.84819882,0.64516529,0.55500170
-4.99749875,4.28252597,0.13126377,0.12095175,0.62246203,0.54458238,0.16810195,1.79132462,0.64724089,0.54906911
-4.99149575,4.19425890,0.13443817,0.12231981,0.60542328,0.53306969,0.16208138,1.73548016,0.65032056,0.54371339
-4.98549275,4.10979287,0.13752985,0.12397607,0.58894017,0.52265179,0.15596700,1.68115427,0.65410375,0.53877840
-4.97948974,4.02909604,0.14046917,0.12579405,0.57307984,0.51349251,0.14980295,1.62877368,0.65824998,0.53407675
-4.97348674,3.95200470,0.14318175,0.12764446,0.55786602,0.50574907,0.14363361,1.57870500,0.66239290,0.52939823
-4.96748374,3.87826124,0.14559160,0.12939946,0.54328479,0.49957237,0.13750311,1.53125963,0.66615586,0.52451971
-4.96148074,3.80755654,0.14762457,0.13093680,0.52929234,0.49510707,0.13145483,1.48670101,0.66916804,0.51921575
-4.95547774,3.73957411,0.14921181,0.13214383,0.51582378,0.49249133,0.12553105,1.44525325,0.67108062,0.51326963
-4.94947474,3.67403288,0.15029315,0.13292114,0.50280274,0.49185570,0.11977267,1.40711031,0.67158213,0.50648402
-4.94347174,3.61072607,0.15082015,0.13318574,0.49015098,0.49332122,0.11421904,1.37244463,0.67041232,0.49869102
-4.93746873,3.54955355,0.15075870,0.13287366,0.47779735,0.49699651,0.10890775,1.34141465,0.66737387,0.48976084
-4.93146573,3.49054564,0.15009104,0.13194196,0.46568589,0.50297373,0.10387456,1.31417024,0.66234149,0.47960891
-4.92546273,3.43387699,0.14881708,0.13036994,0.45378240,0.51132364,0.09915324,1.29085568,0.65526806,0.46820089
-4.91945973,3.37986988,0.14695493,0.12815974,0.44207937,0.52208987,0.09477538,1.27161011,0.64618746,0.45555552
-4.91345673,3.32898693,0.14454075,0.12533611,0.43059905,0.53528267,0.09077018,1.25656514,0.63521433,0.44174518
-4.90745373,3.28181413,0.14162775,0.12194557,0.41939471,0.55087258,0.08716409,1.24584028,0.62254069,0.42689415
-4.90145073,3.23903562,0.13828466,0.11805487,0.40855017,0.56878456,0.08398045,1.23953635,0.60842976,0.41117477
-4.89544772,3.20140221,0.13459344,0.11374903,0.39817773,0.58889287,0.08123896,1.23772785,0.59320755,0.39480172
-4.88944472,3.16969613,0.13064675,0.10912882,0.38841496,0.61101746,0.07895518,1.24045487,0.57725253,0.37802476
-4.88344172,3.14469434,0.12654497,0.10430801,0.37942041,0.63492219,0.07713988,1.24771549,0.56098415,0.36112037
-4.87743872,3.12713318,0.12239315,0.09941038,0.37136882,0.66031533,0.07579847,1.25945938,0.54485064,0.34438263
-4.87143572,3.11767627,0.11829788,0.09456664,0.36444597,0.68685253,0.07493037,1.27558339,0.52931669,0.32811384
-4.86543272,3.11688786,0.11436434,0.08991136,0.35884356,0.71414258,0.07452851,1.29592948,0.51485159,0.31261520
-4.85942971,3.12521257,0.11069354,0.08557998,0.35475419,0.74175563,0.07457887,1.32028544,0.50191796,0.29817804
-4.85342671,3.14296245,0.10737990,0.08170594,0.35236673,0.76923396,0.07506016,1.34838829,0.49096166,0.28507570
-4.84742371,3.17031109,0.10450920,0.07841804,0.35186204,0.79610465,0.07594369,1.37993023,0.48240271,0.27355650
-4.84142071,3.20729431,0.10215688,0.07583789,0.35340901,0.82189378,0.07719337,1.41456665,0.47662744,0.26383775
-4.83541771,3.25381617,0.10038680,0.07407769,0.35716093,0.84614139,0.07876600,1.45192552,0.47398175,0.25610102
-4.82941471,3.30965869,0.09925031,0.07323805,0.36325199,0.86841652,0.08061167,1.49161751,0.47476525,0.25048853
-4.82341171,3.37449342,0.09878568,0.07340602,0.37179372,0.88833151,0.08267443,1.53324580,0.47922608,0.24710076
-4.81740870,3.44789311,0.09901779,0.07465323,0.38287144,0.90555476,0.08489323,1.57641488,0.48755636,0.24599502
-4.81140570,3.52934154,0.09995805,0.07703414,0.39654039,0.91982134,0.08720290,1.62073765,0.49988777,0.24718502
-4.80540270,3.61824037,0.10160443,0.08058435,0.41282160,0.93094082,0.08953547,1.66584001,0.51628743,0.25064115
-4.79939970,3.71391182,0.10394169,0.08531910,0.43169757,0.93880190,0.09182153,1.71136289,0.53675383,0.25629148
-4.79339670,3.81559712,0.10694161,0.09123182,0.45310782,0.94337365,0.09399176,1.75696140,0.56121295,0.26402335
-4.78739370,3.92245072,0.11056331,0.09829296,0.47694449,0.94470329,0.09597845,1.80230141,0.58951477,0.27368536
-4.78139070,4.03353142,0.11475370,0.10644903,0.50304836,0.94291077,0.09771714,1.84705384,0.62143031,0.28508988
-4.77538769,4.14779167,0.11944793,0.11562212,0.53120557,0.93818041,0.09914817,1.89088759,0.65664979,0.29801601
-4.76938469,4.26406702,0.12457005,0.12570979,0.56114545,0.93075024,0.10021818,1.93346171,0.69478204,0.31221295
-4.76338169,4.38106786,0.13003377,0.13658561,0.59253990,0.92089967,0.10088145,1.97441793,0.73535589,0.32740383
-4.75737869,4.49737548,0.13574349,0.14810037,0.62500457,0.90893613,0.10110110,2.01337442,0.77782381,0.34329016
-4.75137569,4.61144473,0.14159558,0.16008406,0.65810235,0.89518165,0.10085004,2.04992191,0.82156809,0.35955674
-4.74537269,4.72161478,0.14747992,0.17234866,0.69134917,0.87995987,0.10011166,2.08362265,0.86591002,0.37587721
-4.73936968,4.82612925,0.15328180,0.18469173,0.72422236,0.86358434,0.09888026,2.11401304,0.91012196,0.39192012
-4.73336668,4.92316622,0.15888410,0.19690085,0.75617144,0.84634849,0.09716108,2.14061015,0.95344231,0.40735556
-4.72736368,5.01087786,0.16416981,0.20875870,0.78663115,0.82851785,0.09497009,2.16292198,0.99509308,0.42186215
-4.72136068,5.08743862,0.16902468,0.22004876,0.81503629,0.81032456,0.09233343,2.18046140,1.03429963,0.43513436
-4.71535768,5.15110039,0.17334016,0.23056144,0.84083800,0.79196437,0.08928653,2.19276290,1.07031180,0.44688984
-4.70935468,5.20025194,0.17701635,0.24010033,0.86352062,0.77359602,0.08587296,2.19940138,1.10242585,0.45687674
-4.70335168,5.23348014,0.17996485,0.24848846,0.88261861,0.75534269,0.08214311,2.20001199,1.13000605,0.46488047
-4.69734867,5.24962933,0.18211161,0.25557425,0.89773261,0.73729530,0.07815258,2.19430959,1.15250514,0.47072995
-4.69134567,5.24785600,0.18339929,0.26123681,0.90854396,0.71951709,0.07396057,2.18210687,1.16948264,0.47430287
-4.68534267,5.22767524,0.18378938,0.26539056,0.91482689,0.70204913,0.06962816,2.16332980,1.18062012,0.47552975
-4.67933967,5.18899658,0.18326370,0.26798866,0.91645779,0.68491627,0.06521662,2.13802947,1.18573263,0.47439674
-4.67333667,5.13214667,0.18182537,0.26902536,0.91342107,0.66813304,0.06078582,2.10638940,1.18477577,0.47094674
-4.66733367,5.05787750,0.17949908,0.26853691,0.90581124,0.65170918,0.05639277,2.06872799,1.17784793,0.46527900
-4.66133067,4.96735925,0.17633071,0.26660114,0.89383110,0.63565446,0.05209035,2.02549564,1.16518768,0.45754696
-4.65532766,4.86215798,0.17238623,0.26333553,0.87778613,0.61998265,0.04792630,1.97726681,1.14716626,0.44795450
-4.64932466,4.74419892,0.16774998,0.25889402,0.85807525,0.60471446,0.04394251,1.92472719,1.12427557,0.43675065
-4.64332166,4.61571696,0.16252235,0.25346253,0.83517838,0.58987939,0.04017448,1.86865686,1.09711230,0.42422288
