energy_ev,total_up,Ge_p_up,Ge_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.79589795,1.98936675,0.62329213,0.00000000,0.64027885,1.09415711,0.03753884,0.59114021
-5.78989495,2.03721761,0.64199307,0.00000000,0.63176800,1.13071713,0.03819924,0.60182013
-5.78389195,2.09192246,0.66330853,0.00000000,0.62797138,1.17066150,0.03893598,0.61397516
-5.77788894,2.15352938,0.68728023,0.00000000,0.62880595,1.21401292,0.03974938,0.62768099
-5.77188594,2.22200841,0.71393252,0.00000000,0.63413536,1.26077353,0.04063699,0.64297932
-5.76588294,2.29723230,0.74326351,0.00000000,0.64376785,1.31091182,0.04159344,0.65987255
-5.75987994,2.37896071,0.77523720,0.00000000,0.65745664,1.36435083,0.04261050,0.67831970
-5.75387694,2.46682915,0.80977713,0.00000000,0.67490267,1.42095817,0.04367718,0.69823399
-5.74787394,2.56034330,0.84676183,0.00000000,0.69575971,1.48053877,0.04477990,0.71948217
-5.74187094,2.65887944,0.88602240,0.00000000,0.71964160,1.54283064,0.04590290,0.74188581
-5.73586793,2.76169099,0.92734225,0.00000000,0.74613108,1.60750392,0.04702860,0.76522465
-5.72986493,2.86792081,0.97045895,0.00000000,0.77478989,1.67416325,0.04813821,0.78924181
-5.72386193,2.97661865,1.01506791,0.00000000,0.80516947,1.74235310,0.04921227,0.81365084
-5.71785893,3.08676260,1.06082761,0.00000000,0.83682161,1.81156576,0.05023139,0.83814405
-5.71185593,3.19728309,1.10736598,0.00000000,0.86930851,1.88125112,0.05117685,0.86240194
-5.70585293,3.30708816,1.15428725,0.00000000,0.90221166,1.95082771,0.05203132,0.88610302
-5.69984992,3.41508808,1.20117913,0.00000000,0.93513899,2.01969408,0.05277945,0.90893371
-5.69384692,3.52021808,1.24761942,0.00000000,0.96773000,2.08723982,0.05340843,0.93059750
-5.68784392,3.62145771,1.29318213,0.00000000,0.99965859,2.15285547,0.05390838,0.95082310
-5.68184092,3.71784592,1.33744243,0.00000000,1.03063351,2.21594089,0.05427266,0.96937107
-5.67583792,3.80849119,1.37998064,0.00000000,1.06039669,2.27591171,0.05449798,0.98603847
-5.66983492,3.89257651,1.42038498,0.00000000,1.08871948,2.33220377,0.05458436,1.00066154
-5.66383192,3.96935963,1.45825343,0.00000000,1.11539752,2.38427570,0.05453498,1.01311622
-5.65782891,4.03816911,1.49319488,0.00000000,1.14024455,2.43160998,0.05435576,1.02331663
-5.65182591,4.09839745,1.52482989,0.00000000,1.16308591,2.47371299,0.05405500,1.03121187
-5.64582291,4.14949245,1.55279160,0.00000000,1.18375239,2.51011465,0.05364271,1.03678130
-5.63981991,4.19094850,1.57672697,0.00000000,1.20207498,2.54036844,0.05313010,1.04002904
-5.63381691,4.22229919,1.59629903,0.00000000,1.21788124,2.56405232,0.05252889,1.04097797
-5.62781391,4.24311264,1.61119016,0.00000000,1.23099355,2.58077129,0.05185070,1.03966402
-5.62181091,4.25299067,1.62110673,0.00000000,1.24122974,2.59016187,0.05110654,1.03613107
-5.61580790,4.25157264,1.62578509,0.00000000,1.24840600,2.59189880,0.05030636,1.03042695
-5.60980490,4.23854412,1.62499876,0.00000000,1.25234223,2.58570394,0.04945869,1.02260103
-5.60380190,4.21365034,1.61856658,0.00000000,1.25286930,2.57135702,0.04857051,1.01270338
-5.59779890,4.17671379,1.60636145,0.00000000,1.24983800,2.54870791,0.04764719,1.00078569
-5.59179590,4.12765466,1.58831898,0.00000000,1.24312891,2.51768944,0.04669258,0.98690379
-5.58579290,4.06651292,1.56444571,0.00000000,1.23266262,2.47833023,0.04570932,0.97112152
-5.57978989,3.99347016,1.53482608,0.00000000,1.21840948,2.43076632,0.04469912,0.95351551
-5.57378689,3.90886936,1.49962762,0.00000000,1.20039809,2.37525072,0.04366324,0.93418049
-5.56778389,3.81323084,1.45910399,0.00000000,1.17872195,2.31216012,0.04260294,0.91323440
-5.56178089,3.70726267,1.41359525,0.00000000,1.15354361,2.24199766,0.04151994,0.89082292
-5.55577789,3.59186414,1.36352526,0.00000000,1.12509577,2.16539158,0.04041692,0.86712278
-5.54977489,3.46812137,1.30939605,0.00000000,1.09367932,2.08308901,0.03929782,0.84234337
-5.54377189,3.33729451,1.25177927,0.00000000,1.05965801,1.99594511,0.03816816,0.81672644
-5.53776888,3.20079650,1.19130493,0.00000000,1.02345002,1.90490754,0.03703518,0.79054341
-5.53176588,3.06016398,1.12864787,0.00000000,0.98551669,1.81099689,0.03590783,0.76409063
-5.52576288,2.91702133,1.06451242,0.00000000,0.94634907,1.71528356,0.03479666,0.73768226
-5.51975988,2.77303921,0.99961590,0.00000000,0.90645267,1.61886217,0.03371354,0.71164145
-5.51375688,2.62988956,0.93467163,0.00000000,0.86633151,1.52282440,0.03267129,0.68628997
-5.50775388,2.48919885,0.87037212,0.00000000,0.82647193,1.42823138,0.03168311,0.66193687
-5.50175088,2.35250190,0.80737302,0.00000000,0.78732718,1.33608689,0.03076212,0.63886694
-5.49574787,2.22119823,0.74627860,0.00000000,0.74930353,1.24731227,0.02992062,0.61732936
-5.48974487,2.09651309,0.68762906,0.00000000,0.71274845,1.16272417,0.02916958,0.59752745
-5.48374187,1.97946466,0.63189024,0.00000000,0.67794153,1.08301595,0.02851798,0.57960991
-5.47773887,1.87083907,0.57944593,0.00000000,0.64508843,1.00874340,0.02797232,0.56366422
-5.47173587,1.77117414,0.53059292,0.00000000,0.61431817,0.94031521,0.02753617,0.54971251
-5.46573287,1.68075243,0.48553899,0.00000000,0.58568373,0.87798855,0.02720984,0.53771027
-5.45972986,1.59960375,0.44440344,0.00000000,0.55916578,0.82186965,0.02699026,0.52754790
-5.45372686,1.52751679,0.40722038,0.00000000,0.53467936,0.77191926,0.02687089,0.51905511
-5.44772386,1.46405927,0.37394414,0.00000000,0.51208303,0.72796272,0.02684187,0.51200807
-5.44172086,1.40860540,0.34445676,0.00000000,0.49118986,0.68970388,0.02689030,0.50613881
-5.43571786,1.36036943,0.31857701,0.00000000,0.47177983,0.65674247,0.02700063,0.50114656
-5.42971486,1.31844368,0.29607061,0.00000000,0.45361282,0.62859404,0.02715519,0.49671041
-5.42371186,1.28183941,0.27666125,0.00000000,0.43644171,0.60471157,0.02733479,0.49250278
-5.41770885,1.24952879,0.26004191,0.00000000,0.42002489,0.58450813,0.02751942,0.48820306
-5.41170585,1.22048631,0.24588633,0.00000000,0.40413772,0.56737956,0.02768898,0.48351069
-5.40570285,1.19372815,0.23386001,0.00000000,0.38858246,0.55272652,0.02782395,0.47815739
-5.39969985,1.16834797,0.22363063,0.00000000,0.37319639,0.53997507,0.02790617,0.47191779
-5.39369685,1.14354807,0.21487758,0.00000000,0.35785793,0.52859534,0.02791946,0.46461818
-5.38769385,1.11866506,0.20730039,0.00000000,0.34249059,0.51811748,0.02785016,0.45614302
-5.38169085,1.09318926,0.20062587,0.00000000,0.32706490,0.50814479,0.02768767,0.44643918
-5.37568784,1.06677765,0.19461399,0.00000000,0.31159836,0.49836353,0.02742479,0.43551757
-5.36968484,1.03926010,0.18906229,0.00000000,0.29615369,0.48854931,0.02705800,0.42345252
-5.36368184,1.01063928,0.18380884,0.00000000,0.28083554,0.47857012,0.02658752,0.41037873
-5.35767884,0.98108449,0.17873396,0.00000000,0.26578618,0.46838593,0.02601736,0.39648632
-5.35167584,0.95092004,0.17376048,0.00000000,0.25118022,0.45804516,0.02535519,0.38201408
-5.34567284,0.92060891,0.16885283,0.00000000,0.23721893,0.44767823,0.02461207,0.36724129
-5.33966983,0.89073256,0.16401511,0.00000000,0.22412422,0.43748858,0.02380216,0.35247862
-5.33366683,0.86196769,0.15928808,0.00000000,0.21213276,0.42774159,0.02294228,0.33805830
-5.32766383,0.83506094,0.15474540,0.00000000,0.20149012,0.41875178,0.02205141,0.32432401
-5.32166083,0.81080242,0.15048921,0.00000000,0.19244542,0.41086888,0.02115022,0.31162094
-5.31565783,0.78999878,0.14664517,0.00000000,0.18524620,0.40446311,0.02026048,0.30028609
-5.30965483,0.77344687,0.14335717,0.00000000,0.18013376,0.39991029,0.01940453,0.29063932
-5.30365183,0.76190829,0.14078173,0.00000000,0.17733887,0.39757719,0.01860470,0.28297514
-5.29764882,0.75608576,0.13908240,0.00000000,0.17707767,0.39780743,0.01788281,0.27755553
-5.29164582,0.75660166,0.13842408,0.00000000,0.17954782,0.40090857,0.01725965,0.27460387
-5.28564282,0.76397906,0.13896745,0.00000000,0.18492469,0.40714042,0.01675456,0.27429997
-5.27963982,0.77862568,0.14086362,0.00000000,0.19335755,0.41670508,0.01638499,0.27677629
-5.27363682,0.80082093,0.14424901,0.00000000,0.20496569,0.42973886,0.01616614,0.28211533
-5.26763382,0.83070618,0.14924061,0.00000000,0.21983438,0.44630627,0.01611067,0.29034808
-5.26163082,0.86827837,0.15593158,0.00000000,0.23801079,0.46639607,0.01622844,0.30145359
-5.25562781,0.91338703,0.16438737,0.00000000,0.25949989,0.48991971,0.01652629,0.31535956
-5.24962481,0.96573469,0.17464241,0.00000000,0.28426046,0.51671192,0.01700791,0.33194376
-5.24362181,1.02488064,0.18669733,0.00000000,0.31220142,0.54653348,0.01767369,0.35103652
-5.23761881,1.09024799,0.20051704,0.00000000,0.34317863,0.57907616,0.01852068,0.37242389
-5.23161581,1.16113403,0.21602944,0.00000000,0.37699260,0.61396960,0.01954262,0.39585169
-5.22561281,1.23672350,0.23312516,0.00000000,0.41338715,0.65078997,0.02072991,0.42103024
-5.21960980,1.31610488,0.25165813,0.00000000,0.45204950,0.68907018,0.02206977,0.44763987
-5.21360680,1.39828923,0.27144730,0.00000000,0.49261192,0.72831143,0.02354639,0.47533691
-5.20760380,1.48223133,0.29227935,0.00000000,0.53465521,0.76799567,0.02514114,0.50376044
-5.20160080,1.56685273,0.31391251,0.00000000,0.57771410,0.80759877,0.02683289,0.53253942
-5.19559780,1.65106616,0.33608149,0.00000000,0.62128463,0.84660397,0.02859835,0.56130015
-5.18959480,1.73380074,0.35850332,0.00000000,0.66483348,0.88451513,0.03041255,0.58967415
-5.18359180,1.81402738,0.38088414,0.00000000,0.70780910,0.92086955,0.03224931,0.61730590
-5.17758879,1.89078346,0.40292666,0.00000000,0.74965423,0.95524981,0.03408177,0.64386064
-5.17158579,1.96319616,0.42433809,0.00000000,0.78981965,0.98729424,0.03588309,0.66903166
-5.16558279,2.03050346,0.44483826,0.00000000,0.82777845,1.01670564,0.03762697,0.69254716
-5.15957979,2.09207207,0.46416762,0.00000000,0.86304041,1.04325801,0.03928836,0.71417609
-5.15357679,2.14741146,0.48209479,0.00000000,0.89516578,1.06680074,0.04084408,0.73373295
-5.14757379,2.19618332,0.49842326,0.00000000,0.92377793,1.08726032,0.04227336,0.75108130
-5.14157079,2.23820581,0.51299707,0.00000000,0.94857419,1.10463923,0.04355841,0.76613557
-5.13556778,2.27345245,0.52570486,0.00000000,0.96933435,1.11901206,0.04468477,0.77886131
-5.12956478,2.30204517,0.53648245,0.00000000,0.98592642,1.13051894,0.04564169,0.78927352
-5.12356178,2.32424199,0.54531338,0.00000000,0.99830928,1.13935648,0.04642226,0.79743326
-5.11755878,2.34041943,0.55222766,0.00000000,1.00653195,1.14576650,0.04702342,0.80344253
-5.11155578,2.35105049,0.55729847,0.00000000,1.01072967,1.15002307,0.04744589,0.80743758
-5.10555278,2.35667897,0.56063719,0.00000000,1.01111676,1.15241828,0.04769382,0.80958101
-5.09954977,2.35789142,0.56238674,0.00000000,1.00797663,1.15324753,0.04777449,0.81005293
-5.09354677,2.35528786,0.56271371,0.00000000,1.00164947,1.15279485,0.04769771,0.80904157
-5.08754377,2.34945275,0.56179964,0.00000000,0.99251802,1.15131900,0.04747526,0.80673394
-5.08154077,2.34092771,0.55983180,0.00000000,0.98099232,1.14904109,0.04712024,0.80330689
-5.07553777,2.33018716,0.55699409,0.00000000,0.96749400,1.14613421,0.04664637,0.79891902
-5.06953477,2.31761838,0.55345842,0.00000000,0.95244083,1.14271575,0.04606740,0.79370404
-5.06353177,2.30350671,0.54937708,0.00000000,0.93623227,1.13884261,0.04539646,0.78776571
-5.05752876,2.28802690,0.54487647,0.00000000,0.91923667,1.13450983,0.04464560,0.78117480
-5.05152576,2.27124081,0.54005246,0.00000000,0.90178046,1.12965240,0.04382539,0.77396818
-5.04552276,2.25310165,0.53496770,0.00000000,0.88413992,1.12415044,0.04294464,0.76615001
-5.03951976,2.23346439,0.52965084,0.00000000,0.86653560,1.11783730,0.04201034,0.75769512
-5.03351676,2.21210178,0.52409774,0.00000000,0.84912959,1.11051028,0.04102767,0.74855416
-5.02751376,2.18872498,0.51827457,0.00000000,0.83202557,1.10194331,0.04000014,0.73866039
-5.02151076,2.16300777,0.51212249,0.00000000,0.81527134,1.09190107,0.03892994,0.72793771
-5.01550775,2.13461292,0.50556359,0.00000000,0.79886382,1.08015373,0.03781826,0.71630937
-5.00950475,2.10321945,0.49850791,0.00000000,0.78275583,1.06649166,0.03666577,0.70370704
-5.00350175,2.06854939,0.49086089,0.00000000,0.76686448,1.05073941,0.03547310,0.69007966
-4.99749875,2.03039264,0.48253096,0.00000000,0.75108054,1.03276823,0.03424131,0.67540168
-4.99149575,1.98862903,0.47343694,0.00000000,0.73527843,1.01250677,0.03297235,0.65968030
-4.98549275,1.94324642,0.46351469,0.00000000,0.71932636,0.98994933,0.03166944,0.64296128
-4.97948974,1.89435424,0.45272292,0.00000000,0.70309612,0.96516153,0.03033741,0.62533327
-4.97348674,1.84219203,0.44104772,0.00000000,0.68647226,0.93828311,0.02898288,0.60693017
-4.96748374,1.78713268,0.42850581,0.00000000,0.66936028,0.90952802,0.02761438,0.58793185
-4.96148074,1.72968053,0.41514635,0.00000000,0.65169358,0.87918165,0.02624233,0.56856281
-4.95547774,1.67046440,0.40105120,0.00000000,0.63343897,0.84759562,0.02487898,0.54908917
-4.94947474,1.61022602,0.38633397,0.00000000,0.61460056,0.81518028,0.02353810,0.52981393
-4.94347174,1.54980440,0.37113756,0.00000000,0.59522211,0.78239532,0.02223476,0.51107072
-4.93746873,1.49011659,0.35563077,0.00000000,0.57538755,0.74973880,0.02098492,0.49321631
-4.93146573,1.43213572,0.34000387,0.00000000,0.55521992,0.71773500,0.01980503,0.47662200
-4.92546273,1.37686676,0.32446343,0.00000000,0.53487876,0.68692155,0.01871151,0.46166426
-4.91945973,1.32532084,0.30922670,0.00000000,0.51455594,0.65783598,0.01772035,0.44871481
-4.91345673,1.27848878,0.29451557,0.00000000,0.49447033,0.63100233,0.01684660,0.43813038
-4.90745373,1.23731449,0.28055058,0.00000000,0.47486129,0.60691781,0.01610392,0.43024254
-4.90145073,1.20266897,0.26754483,0.00000000,0.45598137,0.58604011,0.01550418,0.42534778
-4.89544772,1.17532550,0.25569828,0.00000000,0.43808844,0.56877538,0.01505705,0.42369816
-4.88944472,1.15593674,0.24519232,0.00000000,0.42143754,0.55546733,0.01476974,0.42549286
-4.88344172,1.14501440,0.23618495,0.00000000,0.40627283,0.54638754,0.01464667,0.43087082
-4.87743872,1.14291210,0.22880655,0.00000000,0.39281978,0.54172741,0.01468937,0.43990492
-4.87143572,1.14981201,0.22315631,0.00000000,0.38127812,0.54159183,0.01489629,0.45259776
-4.86543272,1.16571586,0.21929958,0.00000000,0.37181559,0.54599482,0.01526284,0.46887941
-4.85942971,1.19044074,0.21726592,0.00000000,0.36456287,0.55485743,0.01578139,0.48860726
-4.85342671,1.22362009,0.21704811,0.00000000,0.35960988,0.56800796,0.01644145,0.51156806
-4.84742371,1.26470992,0.21860213,0.00000000,0.35700335,0.58518460,0.01722987,0.53748228
-4.84142071,1.31300051,0.22184789,0.00000000,0.35674602,0.60604061,0.01813114,0.56601054
-4.83541771,1.36763313,0.22667104,0.00000000,0.35879718,0.63015190,0.01912778,0.59676214
-4.82941471,1.42762149,0.23292547,0.00000000,0.36307460,0.65702694,0.02020080,0.62930532
-4.82341171,1.49187721,0.24043673,0.00000000,0.36945766,0.68611875,0.02133019,0.66317892
-4.81740870,1.55923856,0.24900603,0.00000000,0.37779146,0.71683856,0.02249548,0.69790495
-4.81140570,1.62850123,0.25841492,0.00000000,0.38789164,0.74857091,0.02367632,0.73300159
-4.80540270,1.69845015,0.26843036,0.00000000,0.39954974,0.78068945,0.02485309,0.76799608
-4.79939970,1.76789112,0.27881013,0.00000000,0.41253868,0.81257307,0.02600745,0.80243687
-4.79339670,1.83568082,0.28930831,0.00000000,0.42661825,0.84362175,0.02712287,0.83590459
-4.78739370,1.90075428,0.29968087,0.00000000,0.44154026,0.87327151,0.02818516,0.86802131
-4.78139070,1.96214867,0.30969091,0.00000000,0.45705326,0.90100790,0.02918281,0.89845776
-4.77538769,2.01902253,0.31911368,0.00000000,0.47290663,0.92637769,0.03010731,0.92693821
-4.76938469,2.07066992,0.32774110,0.00000000,0.48885403,0.94899822,0.03095334,0.95324288
-4.76338169,2.11652919,0.33538564,0.00000000,0.50465619,0.96856422,0.03171881,0.97720810
-4.75737869,2.15618637,0.34188358,0.00000000,0.52008309,0.98485191,0.03240478,0.99872401
-4.75137569,2.18937330,0.34709752,0.00000000,0.53491558,0.99772038,0.03301524,1.01773054
-4.74537269,2.21596125,0.35091807,0.00000000,0.54894672,1.00711038,0.03355677,1.03421168
-4.73936968,2.23595058,0.35326487,0.00000000,0.56198281,1.01304064,0.03403807,1.04818875
-4.73336668,2.24945729,0.35408681,0.00000000,0.57384438,1.01560218,0.03446947,1.05971308
-4.72736368,2.25669759,0.35336157,0.00000000,0.58436725,1.01495076,0.03486224,1.06885857
-4.72136068,2.25797119,0.35109456,0.00000000,0.59340373,1.01129820,0.03522797,1.07571465
-4.71535768,2.25364440,0.34731735,0.00000000,0.60082411,1.00490268,0.03557792,1.08037990
-4.70935468,2.24413368,0.34208558,0.00000000,0.60651825,0.99605874,0.03592231,1.08295682
-4.70335168,2.22989040,0.33547660,0.00000000,0.61039756,0.98508710,0.03626980,1.08354768
-4.69734867,2.21138714,0.32758677,0.00000000,0.61239685,0.97232485,0.03662692,1.08225169
-4.69134567,2.18910581,0.31852865,0.00000000,0.61247636,0.95811620,0.03699766,1.07916337
-4.68534267,2.16352779,0.30842800,0.00000000,0.61062346,0.94280393,0.03738318,1.07437198
-4.67933967,2.13512586,0.29742082,0.00000000,0.60685399,0.92672186,0.03778169,1.06796185
-4.67333667,2.10435790,0.28565034,0.00000000,0.60121314,0.91018823,0.03818839,1.06001329
-4.66733367,2.07166195,0.27326408,0.00000000,0.59377553,0.89350017,0.03859565,1.05060390
-4.66133067,2.03745252,0.26041111,0.00000000,0.58464454,0.87692916,0.03899322,1.03980995
-4.65532766,2.00211772,0.24723935,0.00000000,0.57395076,0.86071749,0.03936874,1.02770763
-4.64932466,1.96601702,0.23389315,0.00000000,0.56184944,0.84507572,0.03970812,1.01437410
-4.64332166,1.92947946,0.22051102,0.00000000,0.54851718,0.83018096,0.03999624,0.99988810
-4.63731866,1.89280223,0.20722372,0.00000000,0.53414780,0.81617602,0.04021753,0.98433014
-4.63131566,1.85624940,0.19415253,0.00000000,0.51894752,0.80316935,0.04035667,0.96778233
-4.62531266,1.82005113,0.18140789,0.00000000,0.50312978,0.79123566,0.04039923,0.95032784
-4.61930965,1.78440303,0.16908836,0.00000000,0.48690976,0.78041725,0.04033233,0.93205020
-4.61330665,1.74946605,0.15727988,0.00000000,0.47049886,0.77072589,0.04014519,0.91303240
-4.60730365,1.71536690,0.14605538,0.00000000,0.45409947,0.76214524,0.03982959,0.89335613
-4.60130065,1.68219895,0.13547472,0.00000000,0.43790006,0.75463373,0.03938026,0.87310100
-4.59529765,1.65002382,0.12558491,0.00000000,0.42207101,0.74812769,0.03879511,0.85234416
-4.58929465,1.61887356,0.11642060,0.00000000,0.40676104,0.74254486,0.03807536,0.83116001
-4.58329165,1.58875336,0.10800477,0.00000000,0.39209467,0.73778787,0.03722552,0.80962032
-4.57728864,1.55964482,0.10034965,0.00000000,0.37817058,0.73374786,0.03625327,0.78779460
-4.57128564,1.53150957,0.09345771,0.00000000,0.36506090,0.73030788,0.03516920,0.76575072
-4.56528264,1.50429313,0.08732277,0.00000000,0.35281158,0.72734620,0.03398654,0.74355574
-4.55927964,1.47792901,0.08193117,0.00000000,0.34144355,0.72473929,0.03272073,0.72127690
-4.55327664,1.45234284,0.07726284,0.00000000,0.33095483,0.72236456,0.03138902,0.69898261
-4.54727364,1.42745646,0.07329245,0.00000000,0.32132329,0.72010269,0.03001003,0.67674366
-4.54127064,1.40319204,0.06999046,0.00000000,0.31251005,0.71783975,0.02860331,0.65463420
-4.53526763,1.37947615,0.06732411,0.00000000,0.30446335,0.71546900,0.02718901,0.63273295
-4.52926463,1.35624382,0.06525834,0.00000000,0.29712269,0.71289256,0.02578747,0.61112419
-4.52326163,1.33344270,0.06375673,0.00000000,0.29042324,0.71002295,0.02441906,0.58989892
-4.51725863,1.31103725,0.06278235,0.00000000,0.28430012,0.70678466,0.02310394,0.56915589
-4.51125563,1.28901321,0.06229857,0.00000000,0.27869279,0.70311579,0.02186196,0.54900276
-4.50525263,1.26738216,0.06226996,0.00000000,0.27354901,0.69896980,0.02071271,0.52955729
-4.49924962,1.24618627,0.06266311,0.00000000,0.26882856,0.69431757,0.01967551,0.51094848
-4.49324662,1.22550311,0.06344752,0.00000000,0.26450645,0.68914950,0.01876952,0.49331774
-4.48724362,1.20545035,0.06459643,0.00000000,0.26057561,0.68347780,0.01801390,0.47682004
-4.48124062,1.18619007,0.06608766,0.00000000,0.25704890,0.67733885,0.01742794,0.46162477
-4.47523762,1.16793252,0.06790435,0.00000000,0.25396040,0.67079536,0.01703117,0.44791636
-4.46923462,1.15093882,0.07003561,0.00000000,0.25136599,0.66393825,0.01684343,0.43589450
-4.46323162,1.13552221,0.07247701,0.00000000,0.24934296,0.65688803,0.01688492,0.42577363
-4.45722861,1.12204760,0.07523074,0.00000000,0.24798898,0.64979536,0.01717605,0.41778181
-4.45122561,1.11092885,0.07830560,0.00000000,0.24742000,0.64284062,0.01773733,0.41215854
-4.44522261,1.10262360,0.08171656,0.00000000,0.24776746,0.63623234,0.01858898,0.40915161
-4.43921961,1.09762530,0.08548395,0.00000000,0.24917466,0.63020412,0.01975054,0.40901281
-4.43321661,1.09645248,0.08963227,0.00000000,0.25179238,0.62501025,0.02124030,0.41199243
-4.42721361,1.09963517,0.09418859,0.00000000,0.25577390,0.62091967,0.02307462,0.41833267
-4.42121061,1.10769878,0.09918055,0.00000000,0.26126953,0.61820861,0.02526720,0.42825995
-4.41520760,1.12114577,0.10463406,0.00000000,0.26842075,0.61715194,0.02782820,0.44197646
-4.40920460,1.14043575,0.11057083,0.00000000,0.27735431,0.61801351,0.03076346,0.45965102
-4.40320160,1.16596472,0.11700571,0.00000000,0.28817628,0.62103591,0.03407357,0.48140974
-4.39719860,1.19804429,0.12394409,0.00000000,0.30096642,0.62642999,0.03775316,0.50732666
-4.39119560,1.23688186,0.13137946,0.00000000,0.31577308,0.63436469,0.04179016,0.53741512
-4.38519260,1.28256278,0.13929124,0.00000000,0.33260875,0.64495768,0.04616528,0.57161986
-4.37918959,1.33503538,0.14764314,0.00000000,0.35144663,0.65826738,0.05085164,0.60981072
-4.37318659,1.39409993,0.15638201,0.00000000,0.37221819,0.67428679,0.05581465,0.65177799
-4.36718359,1.45940211,0.16543743,0.00000000,0.39481206,0.69293950,0.06101212,0.69723006
-4.36118059,1.53043171,0.17472203,0.00000000,0.41907418,0.71407840,0.06639464,0.74579333
-4.35517759,1.60652683,0.18413258,0.00000000,0.44480931,0.73748703,0.07190627,0.79701490
-4.34917459,1.68688367,0.19355192,0.00000000,0.47178384,0.76288389,0.07748542,0.85036774
-4.34317159,1.77057172,0.20285152,0.00000000,0.49972986,0.78992937,0.08306601,0.90525861
-4.33716858,1.85655386,0.21189474,0.00000000,0.52835026,0.81823529,0.08857888,0.96103826
-4.33116558,1.94371066,0.22054053,0.00000000,0.55732479,0.84737648,0.09395325,1.01701383
-4.32516258,2.03086787,0.22864751,0.00000000,0.58631673,0.87690402,0.09911840,1.07246295
-4.31915958,2.11682605,0.23607816,0.00000000,0.61497991,0.90635950,0.10400529,1.12664909
-4.31315658,2.20039112,0.24270301,0.00000000,0.64296603,0.93528959,0.10854821,1.17883766
-4.30715358,2.28040453,0.24840457,0.00000000,0.66993166,0.96326030,0.11268635,1.22831218
