energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Na_s_up,Na_s_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93996998,0.36213879,-0.61024805,0.00122450,-0.00192982,0.01169273,-0.03613060,0.10524534,-0.17897396,0.05461845,-0.10629873,0.15367556,-0.24928229,0.00255285,-0.00740401,0.17566097,-0.27965461
-5.93396698,0.34349120,-0.57745377,0.00132197,-0.00165270,0.01035581,-0.03179473,0.09616807,-0.17416027,0.05079399,-0.09978112,0.14648122,-0.23689607,0.00232237,-0.00654965,0.16759764,-0.26660345
-5.92796398,0.32773745,-0.54500459,0.00143875,-0.00142246,0.00924259,-0.02792664,0.08736856,-0.16842036,0.04742821,-0.09350723,0.14042473,-0.22447180,0.00216096,-0.00577733,0.16086354,-0.25335382
-5.92196098,0.31512707,-0.51292638,0.00157416,-0.00123316,0.00834396,-0.02449078,0.07895857,-0.16183145,0.04456476,-0.08744580,0.13562125,-0.21203556,0.00206860,-0.00508472,0.15559214,-0.23994700
-5.91595798,0.30587644,-0.48130908,0.00172737,-0.00107966,0.00765328,-0.02145202,0.07103597,-0.15449254,0.04224608,-0.08158147,0.13216959,-0.19963939,0.00204608,-0.00446900,0.15189769,-0.22645762
-5.90995498,0.30016493,-0.45030072,0.00189731,-0.00095758,0.00716637,-0.01877650,0.06368391,-0.14652021,0.04051287,-0.07591315,0.13015043,-0.18735907,0.00209504,-0.00392706,0.14987323,-0.21298955
-5.90395198,0.29813240,-0.42009994,0.00208264,-0.00086329,0.00688140,-0.01643239,0.05697061,-0.13804412,0.03940368,-0.07045230,0.12962513,-0.17529105,0.00221792,-0.00345575,0.14958937,-0.19967133
-5.89794897,0.29987802,-0.39094745,0.00228168,-0.00079388,0.00679874,-0.01439048,0.05094965,-0.12920241,0.03895464,-0.06522107,0.13063530,-0.16354897,0.00241791,-0.00305209,0.15109374,-0.18665118
-5.89194597,0.30546027,-0.36311697,0.00249240,-0.00074708,0.00692073,-0.01262460,0.04566076,-0.12013711,0.03919928,-0.06025042,0.13320297,-0.15225967,0.00269885,-0.00271344,0.15441122,-0.17409193
-5.88594297,0.31489789,-0.33690596,0.00271242,-0.00072122,0.00725139,-0.01111188,0.04113087,-0.11098989,0.04016837,-0.05557824,0.13733125,-0.14155923,0.00306507,-0.00243771,0.15954459,-0.16216598
-5.87993997,0.32817149,-0.31262666,0.00293901,-0.00071511,0.00779607,-0.00983298,0.03737536,-0.10189810,0.04188975,-0.05124769,0.14300543,-0.13158901,0.00352116,-0.00222344,0.16647561,-0.15105058
-5.87393697,0.34522562,-0.29059764,0.00316913,-0.00072801,0.00856103,-0.00877209,0.03439948,-0.09299151,0.04438800,-0.04730566,0.15019440,-0.12249193,0.00407178,-0.00206996,0.17516649,-0.14092342
-5.86793397,0.36597111,-0.27113622,0.00339946,-0.00075953,0.00955295,-0.00791694,0.03219964,-0.08438952,0.04768414,-0.04380141,0.15885220,-0.11440909,0.00472134,-0.00197742,0.18556141,-0.13195875
-5.86193097,0.39028723,-0.25455174,0.00362649,-0.00080953,0.01077843,-0.00725869,0.03076471,-0.07619915,0.05179504,-0.04078543,0.16891966,-0.10747684,0.00547372,-0.00194687,0.19758813,-0.12432403
-5.85592796,0.41802386,-0.24113986,0.00384657,-0.00087805,0.01224336,-0.00679174,0.03007705,-0.06851364,0.05673274,-0.03830861,0.18032604,-0.10182425,0.00633191,-0.00198023,0.21115959,-0.11817713
-5.84992496,0.44900310,-0.23117775,0.00405602,-0.00096524,0.01395240,-0.00651353,0.03011347,-0.06141175,0.06250361,-0.03642141,0.19299052,-0.09757110,0.00729772,-0.00208030,0.22617523,-0.11366402
-5.84392196,0.48302067,-0.22492014,0.00425120,-0.00107123,0.01590833,-0.00642424,0.03084578,-0.05495763,0.06910736,-0.03517332,0.20682354,-0.09482617,0.00837138,-0.00225063,0.24252227,-0.11091685
-5.83791896,0.51984676,-0.22259591,0.00442862,-0.00119613,0.01811151,-0.00652649,0.03224129,-0.04920122,0.07653599,-0.03461235,0.22172793,-0.09368594,0.00955131,-0.00249550,0.26007667,-0.11005250
-5.83191596,0.55922659,-0.22440513,0.00458505,-0.00133989,0.02055932,-0.00682494,0.03426295,-0.04417899,0.08477263,-0.03478458,0.23759989,-0.09423346,0.01083377,-0.00281968,0.27870384,-0.11117124
-5.82591296,0.60088068,-0.23051636,0.00471757,-0.00150224,0.02324576,-0.00732585,0.03686945,-0.03991510,0.09379051,-0.03573364,0.25432968,-0.09653741,0.01221267,-0.00322834,0.29825922,-0.11435557
-5.81990995,0.64450518,-0.24106380,0.00482372,-0.00168267,0.02616110,-0.00803664,0.04001513,-0.03642258,0.10355196,-0.03750021,0.27180229,-0.10065118,0.01367940,-0.00372673,0.31858871,-0.11966910
-5.81390695,0.68977216,-0.25614439,0.00490151,-0.00188033,0.02929167,-0.00896534,0.04364984,-0.03370471,0.11400763,-0.04012129,0.28989796,-0.10661199,0.01522277,-0.00432000,0.33952899,-0.12715534
-5.80790395,0.73633044,-0.27581455,0.00494952,-0.00209405,0.03261987,-0.01012002,0.04771885,-0.03175628,0.12509599,-0.04362940,0.30849267,-0.11443982,0.01682905,-0.00501286,0.36090792,-0.13683643
-5.80190095,0.78380694,-0.30008666,0.00496691,-0.00232221,0.03612427,-0.01150815,0.05216282,-0.03056479,0.13674315,-0.04805161,0.32745882,-0.12413636,0.01848202,-0.00580929,0.38254508,-0.14871172
-5.79589795,0.83180888,-0.32892517,0.00495347,-0.00256285,0.03978003,-0.01313600,0.05691793,-0.03011146,0.14886312,-0.05340835,0.34666596,-0.13568383,0.02016330,-0.00671222,0.40425258,-0.16275620
-5.78989495,0.87992700,-0.36224263,0.00490958,-0.00281355,0.04355940,-0.01500793,0.06191612,-0.03037203,0.16135850,-0.05971214,0.36598181,-0.14904364,0.02185262,-0.00772315,0.42583613,-0.17891898
-5.78389195,0.92773983,-0.39989576,0.00483623,-0.00307154,0.04743245,-0.01712575,0.06708564,-0.03131731,0.17412164,-0.06696624,0.38527357,-0.16415525,0.02352828,-0.00884190,0.44709658,-0.19712171
-5.77788894,0.97481918,-0.44168180,0.00473498,-0.00333366,0.05136798,-0.01948809,0.07235178,-0.03291355,0.18703628,-0.07516319,0.40440948,-0.18093496,0.02516769,-0.01006623,0.46783194,-0.21725723
-5.77188594,1.02073663,-0.48733551,0.00460785,-0.00359644,0.05533452,-0.02208988,0.07763782,-0.03512262,0.19997961,-0.08428347,0.42326077,-0.19927503,0.02674791,-0.01139165,0.48783979,-0.23918847
-5.76588294,1.06507108,-0.53652718,0.00445733,-0.00385617,0.05930146,-0.02492179,0.08286625,-0.03790199,0.21282473,-0.09429429,0.44170376,-0.21904311,0.02824631,-0.01281121,0.50692022,-0.26274783
-5.75987994,1.10741696,-0.58886201,0.00428624,-0.00410895,0.06324013,-0.02796996,0.08796009,-0.04120469,0.22544342,-0.10514858,0.45962224,-0.24008219,0.02964123,-0.01431536,0.52487912,-0.28773718
-5.75387694,1.14739281,-0.64388106,0.00409766,-0.00435079,0.06712497,-0.03121578,0.09284440,-0.04497916,0.23770907,-0.11678430,0.47690989,-0.26221113,0.03091256,-0.01589191,0.54153173,-0.31392863
-5.74787394,1.18465004,-0.70106426,0.00389487,-0.00457771,0.07093446,-0.03463585,0.09744782,-0.04916922,0.24949983,-0.12912420,0.49347260,-0.28522597,0.03204240,-0.01752614,0.55670648,-0.34106611
-5.74187094,1.21888123,-0.75983561,0.00368121,-0.00478583,0.07465203,-0.03820221,0.10170414,-0.05371407,0.26070161,-0.14207599,0.50923067,-0.30890200,0.03301550,-0.01920090,0.57024866,-0.36886798
-5.73586793,1.24982772,-0.81957052,0.00346001,-0.00497149,0.07826668,-0.04188272,0.10555373,-0.05854848,0.27121112,-0.15553313,0.52412057,-0.33299675,0.03381977,-0.02089696,0.58202421,-0.39703063
-5.72986493,1.27728610,-0.87960558,0.00323454,-0.00513134,0.08177340,-0.04564170,0.10894495,-0.06360313,0.28093859,-0.16937609,0.53809624,-0.35725378,0.03444654,-0.02259334,0.59192299,-0.42523306
-5.72386193,1.30111327,-0.93925039,0.00300792,-0.00526245,0.08517327,-0.04944076,0.11183526,-0.06880526,0.28981036,-0.18347422,0.55112982,-0.38140738,0.03489075,-0.02426780,0.59986179,-0.45314235
-5.71785893,1.32122980,-0.99780127,0.00278306,-0.00536237,0.08847328,-0.05323985,0.11419213,-0.07407943,0.29777102,-0.19768811,0.56321155,-0.40518794,0.03515105,-0.02589740,0.60578677,-0.48042005
-5.71185593,1.33762158,-1.05455653,0.00256261,-0.00542923,0.09168590,-0.05699844,0.11599366,-0.07934862,0.30478528,-0.21187246,0.57434913,-0.42832793,0.03522965,-0.02745911,0.60967524,-0.50672906
-5.70585293,1.35033962,-1.10883272,0.00234898,-0.00546179,0.09482837,-0.06067688,0.11722894,-0.08453545,0.31083947,-0.22587927,0.58456625,-0.45056834,0.03513220,-0.02893046,0.61153684,-0.53174101
-5.69984992,1.35949827,-1.15998131,0.00214428,-0.00545948,0.09792176,-0.06423773,0.11789804,-0.08956360,0.31594276,-0.23956134,0.59390057,-0.47166523,0.03486746,-0.03029016,0.61141398,-0.55514382
-5.69384692,1.36527197,-1.20740521,0.00195033,-0.00542241,0.10098992,-0.06764727,0.11801176,-0.09435935,0.32012803,-0.25277593,0.60240123,-0.49139631,0.03444687,-0.03151876,0.60938177,-0.57664902
-5.68784392,1.36789102,-1.25057445,0.00176869,-0.00535136,0.10405838,-0.07087677,0.11759114,-0.09885309,0.32345261,-0.26538842,0.61012612,-0.50956711,0.03388419,-0.03259924,0.60554723,-0.59599883
-5.68184092,1.36763653,-1.28904040,0.00160066,-0.00524779,0.10715325,-0.07390383,0.11666665,-0.10298093,0.32599872,-0.27727585,0.61713911,-0.52601666,0.03319493,-0.03351745,0.60004819,-0.61297246
-5.67583792,1.36483528,-1.32244788,0.00144736,-0.00511377,0.11030025,-0.07671342,0.11527733,-0.10668609,0.32787386,-0.28833028,0.62350751,-0.54062224,0.03239591,-0.03426255,0.59305170,-0.62739153
-5.66983492,1.35985469,-1.35054483,0.00130973,-0.00495192,0.11352396,-0.07929882,0.11346966,-0.10992022,0.32921105,-0.29846183,0.62930004,-0.55330318,0.03150479,-0.03482726,0.58475221,-0.63912441
-5.66383192,1.35309838,-1.37318898,0.00118857,-0.00476535,0.11684733,-0.08166213,0.11129648,-0.11264448,0.33016894,-0.30760127,0.63458550,-0.56402333,0.03053963,-0.03520799,0.57536963,-0.64808927
-5.65782891,1.34500251,-1.39035144,0.00108464,-0.00455756,0.12029157,-0.08381469,0.10881572,-0.11483036,0.33093176,-0.31570223,0.63943242,-0.57279220,0.02951856,-0.03540489,0.56514721,-0.65425579
-5.65182591,1.33603323,-1.40211707,0.00099869,-0.00433236,0.12387637,-0.08577699,0.10608925,-0.11646020,0.33170902,-0.32274290,0.64390968,-0.57966470,0.02845944,-0.03542169,0.55434939,-0.65764556
-5.64582291,1.32668507,-1.40868167,0.00093150,-0.00409376,0.12762060,-0.08757837,0.10318165,-0.11752742,0.33273490,-0.32872735,0.64808833,-0.58473945,0.02737968,-0.03526545,0.54325953,-0.65833115
-5.63981991,1.31748022,-1.41034637,0.00088395,-0.00384590,0.13154325,-0.08925641,0.10015911,-0.11803648,0.33426710,-0.33368632,0.65204436,-0.58815562,0.02629606,-0.03494626,0.53217755,-0.65643399
-5.63381691,1.30896851,-1.40750933,0.00085708,-0.00359293,0.13566477,-0.09085595,0.09708824,-0.11800248,0.33658509,-0.33767778,0.65586246,-0.59008867,0.02522474,-0.03447679,0.52141739,-0.65212123
-5.62781391,1.30172743,-1.40065550,0.00085215,-0.00333894,0.14000864,-0.09242793,0.09403506,-0.11745055,0.33998756,-0.34078701,0.65964035,-0.59074494,0.02418116,-0.03387179,0.51130408,-0.64560179
-5.62181091,1.29636196,-1.39034469,0.00087063,-0.00308787,0.14460296,-0.09402804,0.09106397,-0.11641506,0.34478886,-0.34312652,0.66349352,-0.59035540,0.02318016,-0.03314765,0.50217051,-0.63712177
-5.61580790,1.29350334,-1.37719864,0.00091432,-0.00284350,0.14948206,-0.09571521,0.08823670,-0.11493853,0.35131436,-0.34483576,0.66755983,-0.58916888,0.02223598,-0.03232185,0.49435357,-0.62695946
-5.60980490,1.29380638,-1.36188768,0.00098536,-0.00260931,0.15468795,-0.09755002,0.08561136,-0.11307056,0.35989464,-0.34608046,0.67200360,-0.58744495,0.02136241,-0.03141253,0.48818969,-0.61542023
-5.60380190,1.29794467,-1.34511723,0.00108624,-0.00238856,0.16027135,-0.09959308,0.08324149,-0.11086655,0.37085840,-0.34705193,0.67701870,-0.58544682,0.02057278,-0.03043802,0.48400969,-0.60283127
-5.59779890,1.30660314,-1.32761488,0.00121987,-0.00218417,0.16629227,-0.10190355,0.08117505,-0.10838648,0.38452420,-0.34796599,0.68283016,-0.58343451,0.01988011,-0.02941651,0.48213289,-0.58953656
-5.59179590,1.32046771,-1.31011809,0.00138958,-0.00199879,0.17281994,-0.10453773,0.07945357,-0.10569360,0.40119105,-0.34906152,0.68969386,-0.58165855,0.01929704,-0.02836578,0.48286054,-0.57589192
-5.58579290,1.34021182,-1.29336289,0.00159912,-0.00183474,0.17993193,-0.10754775,0.07811123,-0.10285317,0.42112816,-0.35059864,0.69789412,-0.58035442,0.01883590,-0.02730293,0.48646867,-0.56226033
-5.57978989,1.36647987,-1.27807355,0.00185270,-0.00169411,0.18771251,-0.11098066,0.07717403,-0.09993125,0.44456398,-0.35285626,0.70773867,-0.57973796,0.01850858,-0.02624429,0.49320051,-0.54900741
-5.57378689,1.39986782,-1.26495339,0.00215494,-0.00157873,0.19625011,-0.11487757,0.07665915,-0.09699351,0.47167505,-0.35612893,0.71955121,-0.58000176,0.01832645,-0.02520533,0.50325872,-0.53649699
-5.56778389,1.44090139,-1.25467647,0.00251084,-0.00149023,0.20563388,-0.11927322,0.07657432,-0.09410407,0.50257492,-0.36072285,0.73366136,-0.58131288,0.01830019,-0.02420063,0.51679768,-0.52508677
-5.56178089,1.49001271,-1.24788007,0.00292577,-0.00143009,0.21594954,-0.12419574,0.07691745,-0.09132441,0.53730369,-0.36695094,0.75039240,-0.58381158,0.01843960,-0.02324393,0.53391618,-0.51512386
-5.55577789,1.54751609,-1.24515789,0.00340534,-0.00139969,0.22727452,-0.12966671,0.07767652,-0.08871233,0.57581876,-0.37512686,0.77004701,-0.58761130,0.01875337,-0.02234815,0.55465085,-0.50694018
-5.54977489,1.61358416,-1.24705361,0.00395535,-0.00140035,0.23967271,-0.13570146,0.07882957,-0.08632089,0.61798707,-0.38555804,0.79289163,-0.59279976,0.01924881,-0.02152547,0.57897061,-0.50084763
-5.54377189,1.68822529,-1.25405474,0.00458160,-0.00143343,0.25318881,-0.14230965,0.08034519,-0.08419748,0.66357955,-0.39853771,0.81914006,-0.59944100,0.01993159,-0.02078735,0.60677254,-0.49713297
-5.53776888,1.77126377,-1.26658673,0.00528982,-0.00150033,0.26784290,-0.14949585,0.08218309,-0.08238286,0.71226808,-0.41433601,0.84893702,-0.60757819,0.02080544,-0.02014460,0.63787932,-0.49605255
-5.53176588,1.86232370,-1.28500711,0.00608537,-0.00160260,0.28362518,-0.15726048,0.08429512,-0.08091033,0.76362538,-0.43319053,0.88234261,-0.61723719,0.02187189,-0.01960735,0.67203866,-0.49782679
-5.52576288,1.96081772,-1.30959981,0.00697310,-0.00174199,0.30049139,-0.16560053,0.08662645,-0.07980497,0.81712801,-0.45529637,0.91931835,-0.62843036,0.02313000,-0.01918507,0.70892464,-0.50263472
-5.51975988,2.06594174,-1.34056980,0.00795708,-0.00192047,0.31835917,-0.17451050,0.08911712,-0.07908301,0.87216280,-0.48079626,0.95971587,-0.64116064,0.02457612,-0.01888650,0.74814116,-0.51060866
-5.51375688,2.17667619,-1.37803802,0.00904028,-0.00214032,0.33710563,-0.18398307,0.09170366,-0.07875138,0.92803654,-0.50977097,1.00326892,-0.65542547,0.02620367,-0.01871959,0.78922757,-0.52182938
-5.50775388,2.29179457,-1.42203704,0.01022434,-0.00240417,0.35656638,-0.19400971,0.09432095,-0.07880743,0.98398889,-0.54223061,1.04958938,-0.67122043,0.02800295,-0.01869139,0.83166617,-0.53632184
-5.50175088,2.40987943,-1.47250753,0.01150926,-0.00271503,0.37653622,-0.20458104,0.09690409,-0.07923895,1.03920828,-0.57810713,1.09816789,-0.68854217,0.02996108,-0.01880796,0.87489160,-0.55405207
-5.49574787,2.52934586,-1.52929582,0.01289309,-0.00307632,0.39677162,-0.21568691,0.09939037,-0.08002439,1.09285032,-0.61724865,1.14837954,-0.70739062,0.03206186,-0.01907423,0.91830178,-0.57492511
-5.48974487,2.64847212,-1.59215284,0.01437168,-0.00349187,0.41699502,-0.22731618,0.10172104,-0.08113344,1.14405822,-0.65941586,1.19949450,-0.72777011,0.03428579,-0.01949393,0.96127021,-0.59878452
-5.48374187,2.76543676,-1.66073451,0.01593846,-0.00396593,0.43690094,-0.23945614,0.10384309,-0.08252787,1.19198466,-0.70428099,1.25069389,-0.74968934,0.03661017,-0.02006946,1.00315908,-0.62541348
-5.47773887,2.87836135,-1.73460380,0.01758425,-0.00450312,0.45616372,-0.25209159,0.10571078,-0.08416266,1.23581426,-0.75142947,1.30109023,-0.77316006,0.03900921,-0.02080180,1.04333314,-0.65453760
-5.47173587,2.98535760,-1.81323441,0.01929716,-0.00510840,0.47444674,-0.26520363,0.10728692,-0.08598749,1.27478606,-0.80036461,1.34975214,-0.79819431,0.04145428,-0.02169048,1.08117366,-0.68582951
-5.46573287,3.08457738,-1.89601614,0.02106257,-0.00578693,0.49141265,-0.27876813,0.10854390,-0.08794831,1.30821505,-0.85051516,1.39573232,-0.82480050,0.04391426,-0.02273349,1.11609227,-0.71891511
-5.45972986,3.17426411,-1.98226173,0.02286322,-0.00654397,0.50673450,-0.29275392,0.10946448,-0.08998928,1.33551210,-0.90124576,1.43809796,-0.85297816,0.04635594,-0.02392726,1.14754428,-0.75338123
-5.45372686,3.25280372,-2.07121503,0.02467939,-0.00738470,0.52010701,-0.30712094,0.11004223,-0.09205462,1.35620159,-0.95186998,1.47596226,-0.88271168,0.04874457,-0.02526666,1.17504115,-0.78878466
-5.44772386,3.31877341,-2.16206035,0.02648918,-0.00831405,0.53125776,-0.32181826,0.11028167,-0.09409072,1.36993593,-1.00166569,1.50851587,-0.91396326,0.05104447,-0.02674498,1.19816174,-0.82466197
-5.44172086,3.37098627,-2.25393259,0.02826899,-0.00933640,0.53995768,-0.33678220,0.11019826,-0.09604799,1.37650660,-1.04989213,1.53505695,-0.94666545,0.05321970,-0.02835390,1.21656216,-0.86053991
-5.43571786,3.40853033,-2.34592804,0.02999397,-0.01045536,0.54603036,-0.35193465,0.10981796,-0.09788272,1.37585124,-1.09580824,1.55501840,-0.98071360,0.05523490,-0.03008354,1.22998392,-0.89594593
-5.42971486,3.43080012,-2.43711549,0.03163868,-0.01167343,0.54935980,-0.36718170,0.10917676,-0.09955870,1.36805643,-1.13869153,1.56799105,-1.01595880,0.05705602,-0.03192236,1.23826013,-0.93041847
-5.42371186,3.43751966,-2.52654760,0.03317777,-0.01299172,0.54989610,-0.38241281,0.10831989,-0.10104856,1.35335619,-1.17785692,1.57374179,-1.05220168,0.05865126,-0.03385726,1.24131974,-0.96351650
-5.41770885,3.42875565,-2.61327235,0.03458672,-0.01440962,0.54765890,-0.39750047,0.10730095,-0.10233475,1.33212606,-1.21267477,1.57222551,-1.08918762,0.05999183,-0.03587345,1.23918945,-0.99482815
-5.41170585,3.40492016,-2.69634443,0.03584261,-0.01592453,0.54273833,-0.41230071,0.10618083,-0.10341026,1.30487315,-1.24258747,1.56359037,-1.12660392,0.06105284,-0.03795452,1.23199343,-1.02397810
-5.40570285,3.36676245,-2.77483677,0.03692489,-0.01753153,0.53529320,-0.42665423,0.10502652,-0.10427883,1.27222228,-1.26712412,1.54817585,-1.16407927,0.06181399,-0.04008238,1.21995072,-1.05063343
-5.39969985,3.31534992,-2.84785214,0.03781603,-0.01922322,0.52554679,-0.44038859,0.10390983,-0.10495488,1.23489886,-1.28591259,1.52650359,-1.20118599,0.06226026,-0.04223729,1.20337020,-1.07450813
-5.39369685,3.25203865,-2.91453500,0.03850222,-0.02098954,0.51377995,-0.45332112,0.10290591,-0.10546302,1.19370890,-1.29868884,1.49926127,-1.23744518,0.06238240,-0.04439793,1.18264339,-1.09536588
-5.38769385,3.17843426,-2.97408369,0.03897385,-0.02281770,0.50032217,-0.46526278,0.10209169,-0.10583727,1.14951699,-1.30530294,1.46727993,-1.27233503,0.06217730,-0.04654147,1.15823503,-1.11302163
-5.38169085,3.09634448,-3.02576310,0.03922585,-0.02469221,0.48554058,-0.47602279,0.10154415,-0.10611993,1.10322282,-1.30572193,1.43150578,-1.30530221,0.06164817,-0.04864377,1.13067165,-1.12734168
-5.37568784,3.00772472,-3.06891783,0.03925798,-0.02659502,0.46982768,-0.48541395,0.10133847,-0.10636027,1.05573703,-1.30002936,1.39296747,-1.33577613,0.06080453,-0.05067954,1.10052837,-1.13824287
-5.36968484,2.91461878,-3.10298576,0.03907478,-0.02850575,0.45358793,-0.49325851,0.10154603,-0.10661300,1.00795719,-1.28842162,1.35274015,-1.36318569,0.05966196,-0.05262274,1.06841432,-1.14569085
-5.36368184,2.81909652,-3.12751193,0.03868548,-0.03040204,0.43722408,-0.49939437,0.10223230,-0.10693666,0.96074454,-1.27120141,1.31190779,-1.38697805,0.05824172,-0.05444689,1.03495682,-1.14969781
-5.35767884,2.72319079,-3.14216230,0.03810365,-0.03226004,0.42112350,-0.50368133,0.10345463,-0.10739182,0.91490233,-1.24876865,1.27152525,-1.40663862,0.05657012,-0.05612561,1.00078506,-1.15031981
-5.35167584,2.62883593,-3.14673708,0.03734671,-0.03405492,0.40564533,-0.50600726,0.10526002,-0.10803938,0.87115625,-1.22160909,1.23258179,-1.42171152,0.05467773,-0.05763315,0.96651347,-1.14765398
-5.34567284,2.53781005,-3.14118289,0.03643529,-0.03576154,0.39110871,-0.50629375,0.10768291,-0.10893874,0.83013762,-1.19028130,1.19596726,-1.43181955,0.05259851,-0.05894498,0.93272547,-1.14183565
-5.33966983,2.45168321,-3.12560309,0.03539247,-0.03735509,0.37778273,-0.50450113,0.11074308,-0.11014611,0.79236972,-1.15540228,1.16244258,-1.43668273,0.05036875,-0.06003846,0.89995817,-1.13303553
-5.33366683,2.37177346,-3.10026561,0.03424296,-0.03881180,0.36587844,-0.50063242,0.11444377,-0.11171271,0.75825764,-1.11763238,1.13261559,-1.43613437,0.04802606,-0.06089349,0.86868833,-1.12145689
-5.32766383,2.29911236,-3.06560721,0.03301220,-0.04010963,0.35554320,-0.49473609,0.11877012,-0.11368321,0.72808199,-1.07765969,1.10692318,-1.43013393,0.04560821,-0.06149314,0.83932043,-1.10733277
-5.32166083,2.23442125,-3.02223376,0.03172550,-0.04122891,0.34685761,-0.48690741,0.12368801,-0.11609410,0.70199646,-1.03618468,1.08562044,-1.41877561,0.04315215,-0.06182430,0.81217698,-1.09092298
-5.31565783,2.17809920,-2.97091552,0.03040718,-0.04215293,0.33983506,-0.47728819,0.12914346,-0.11897221,0.68002932,-0.99390503,1.06877723,-1.40229234,0.04069296,-0.06187809,0.78749170,-1.07251085
-5.30965483,2.13022304,-2.91257717,0.02907984,-0.04286840,0.33442396,-0.46606486,0.13506266,-0.12233333,0.66208877,-0.95150137,1.05628215,-1.38105444,0.03826302,-0.06165035,0.76540574,-1.05239960
-5.30365183,2.09055929,-2.84828223,0.02776364,-0.04336581,0.33051250,-0.45346487,0.14135269,-0.12618098,0.64797186,-0.90962386,1.04785374,-1.35556296,0.03589126,-0.06114189,0.74596712,-1.03090806
-5.29764882,2.05858766,-2.77921181,0.02647588,-0.04363970,0.32793569,-0.43975144,0.14790299,-0.13050539,0.63737676,-0.86887998,1.04305835,-1.32643762,0.03360259,-0.06035853,0.72913350,-1.00836581
-5.29164582,2.03353497,-2.70663806,0.02523053,-0.04368868,0.32648444,-0.42521685,0.15458765,-0.13528257,0.62991774,-0.82982368,1.04133383,-1.29439974,0.03141753,-0.05931113,0.71477812,-0.98510750
-5.28564282,2.01441802,-2.63189286,0.02403810,-0.04351540,0.32591624,-0.41017438,0.16126833,-0.14047386,0.62514259,-0.79294594,1.04201802,-1.26025064,0.02935195,-0.05801531,0.70269863,-0.96146659
-5.27963982,2.00009383,-2.55633271,0.02290556,-0.04312637,0.32596699,-0.39494926,0.16779796,-0.14602563,0.62255169,-0.75866694,1.04438087,-1.22484633,0.02741711,-0.05649102,0.69262865,-0.93776840
-5.27363682,1.98931493,-2.48130088,0.02183651,-0.04253157,0.32636358,-0.37986887,0.17402499,-0.15186949,0.62161812,-0.72732979,1.04765865,-1.18906943,0.02561980,-0.05476206,0.68425133,-0.91432280
-5.26763382,1.98078756,-2.40808836,0.02083135,-0.04174408,0.32683659,-0.36525259,0.17979800,-0.15792290,0.62180821,-0.69919604,1.05108911,-1.15379951,0.02396261,-0.05285534,0.67721455,-0.89141671
-5.26163082,1.97323044,-2.33789502,0.01988777,-0.04077954,0.32713270,-0.35140173,0.18497066,-0.16409026,0.62260163,-0.67444289,1.05394584,-1.11988287,0.02244438,-0.05080012,0.67114694,-0.86930676
