energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-5.43571786,0.66354307,0.19445453,0.14890732,0.02272927,0.01407953,0.05439358,0.00356594,0.42488296
-5.42971486,0.73177407,0.23284580,0.18014825,0.02208845,0.01642882,0.05602929,0.00400371,0.46444442
-5.42371186,0.81172406,0.27717069,0.21676211,0.02140256,0.01912784,0.05794676,0.00451192,0.51080100
-5.41770885,0.90493337,0.32798396,0.25936850,0.02069442,0.02220844,0.06020181,0.00509880,0.56486896
-5.41170585,1.01292708,0.38582192,0.30859250,0.01998721,0.02570086,0.06284557,0.00577246,0.62755284
-5.40570285,1.13717324,0.45118675,0.36504920,0.01930381,0.02963282,0.06592236,0.00654072,0.69972029
-5.39969985,1.27903717,0.52452955,0.42932568,0.01866625,0.03402848,0.06946772,0.00741082,0.78217491
-5.39369685,1.43973269,0.60623199,0.50196033,0.01809514,0.03890750,0.07350672,0.00838924,0.87562748
-5.38769385,1.62027135,0.69658745,0.58342016,0.01760923,0.04428404,0.07805250,0.00948145,0.98066638
-5.38169085,1.82141091,0.79578175,0.67407633,0.01722499,0.05016582,0.08310542,0.01069162,1.09772785
-5.37568784,2.04360467,0.90387429,0.77417863,0.01695635,0.05655328,0.08865250,0.01202241,1.22706699
-5.36968484,2.28695305,1.02078014,0.88382982,0.01681449,0.06343892,0.09466753,0.01347473,1.36873043
-5.36368184,2.55115944,1.14625376,1.00296067,0.01680774,0.07080668,0.10111170,0.01504755,1.52253154
-5.35767884,2.83549191,1.27987504,1.13130677,0.01694160,0.07863165,0.10793477,0.01673765,1.68802938
-5.35167584,3.13875298,1.42103846,1.26838846,0.01721879,0.08687989,0.11507682,0.01853952,1.86451219
-5.34567284,3.45925895,1.56894585,1.41349480,0.01763945,0.09550855,0.12247045,0.02044522,2.05098655
-5.33966983,3.79483079,1.72260360,1.56567312,0.01820137,0.10446617,0.13004337,0.02244430,2.24617313
-5.33366683,4.14279804,1.88082484,1.72372498,0.01890021,0.11369332,0.13772126,0.02452381,2.44850971
-5.32766383,4.50001693,2.04223690,1.88620967,0.01972989,0.12312341,0.14543086,0.02666832,2.65616231
-5.32166083,4.86290364,2.20529463,2.05145602,0.02068287,0.13268374,0.15310298,0.02886004,2.86704474
-5.31565783,5.22748308,2.36829958,2.21758289,0.02175050,0.14229679,0.16067540,0.03107902,3.07884680
-5.30965483,5.58945307,2.52942514,2.38252865,0.02292331,0.15188168,0.16809549,0.03330336,3.28907116
-5.30365183,5.94426317,2.68674741,2.54408926,0.02419137,0.16135568,0.17532233,0.03550956,3.49507834
-5.29764882,6.28720666,2.83828132,2.69996436,0.02554445,0.17063598,0.18232827,0.03767294,3.69413922
-5.29164582,6.61352393,2.98202146,2.84781032,0.02697232,0.17964134,0.18909983,0.03976804,3.88349386
-5.28564282,6.91851424,3.11598660,2.98529878,0.02846483,0.18829383,0.19563772,0.04176918,4.06041527
-5.27963982,7.19765298,3.23826687,3.11017876,0.03001205,0.19652052,0.20195613,0.04365102,4.22227637
-5.27363682,7.44671060,3.34707232,3.22034035,0.03160427,0.20425500,0.20808117,0.04538912,4.36661811
-5.26763382,7.66186924,3.44078126,3.31387756,0.03323198,0.21143884,0.21404853,0.04696062,4.49121659
-5.26163082,7.83983301,3.51798703,3.38914794,0.03488577,0.21802280,0.21990045,0.04834476,4.59414686
-5.25562781,7.97792779,3.57754131,3.44482656,0.03655624,0.22396791,0.22568215,0.04952356,4.67384111
-5.24962481,8.07418672,3.61859269,3.47995218,0.03823378,0.22924624,0.23143786,0.05048230,4.72913900
-5.24362181,8.12741802,3.64061873,3.49396349,0.03990842,0.23384151,0.23720668,0.05121004,4.75932826
-5.23761881,8.13725236,3.64345047,3.48672399,0.04156964,0.23774950,0.24301851,0.05170003,4.76417376
-5.23161581,8.10416780,3.62728810,3.45853434,0.04320618,0.24097816,0.24889021,0.05195002,4.74393396
-5.22561281,8.02949134,3.59270721,3.41013155,0.04480590,0.24354766,0.25482231,0.05196246,4.69936387
-5.21960980,7.91537680,3.54065525,3.34267512,0.04635572,0.24549026,0.26079641,0.05174461,4.63170440
-5.21360680,7.76476013,3.47243798,3.25772062,0.04784159,0.24685007,0.26677350,0.05130850,4.54265834
-5.20760380,7.58129380,3.38969662,3.15718190,0.04924856,0.24768283,0.27269337,0.05067083,4.43435397
-5.20160080,7.36926296,3.29437614,3.04328340,0.05056098,0.24805557,0.27847513,0.04985266,4.30929749
-5.19559780,7.13348658,3.18868586,2.91850465,0.05176270,0.24804639,0.28401886,0.04887909,4.17031617
-5.18959480,6.87920731,3.07505373,2.78551906,0.05283753,0.24774420,0.28920852,0.04777881,4.02049407
-5.18359180,6.61197403,2.95607564,2.64712937,0.05376961,0.24724851,0.29391580,0.04658357,3.86310274
-5.17758879,6.33752093,2.83446140,2.50620212,0.05454398,0.24666922,0.29800493,0.04532757,3.70152899
-5.17158579,6.06164685,2.71297893,2.36560325,0.05514716,0.24612635,0.30133812,0.04404688,3.53920204
-5.16558279,5.79009828,2.59439826,2.22813688,0.05556773,0.24574974,0.30378142,0.04277871,3.37952190
-5.15957979,5.52845873,2.48143645,2.09648887,0.05579692,0.24567852,0.30521074,0.04156075,3.22579092
-5.15357679,5.28204646,2.37670486,1.97317639,0.05582916,0.24606036,0.30551763,0.04043048,3.08114968
-5.14757379,5.05582239,2.28265956,1.86050434,0.05566255,0.24705040,0.30461464,0.03942444,2.94851856
-5.14157079,4.85430865,2.20155557,1.76052917,0.05529916,0.24880975,0.30243994,0.03857754,2.83054545
-5.13556778,4.68151831,2.13540556,1.67503000,0.05474529,0.25150358,0.29896084,0.03792241,2.72956018
-5.12956478,4.54089613,2.08594322,1.60548700,0.05401147,0.25529862,0.29417628,0.03748867,2.64753583
-5.12356178,4.43526979,2.05459157,1.55306648,0.05311234,0.26036021,0.28811791,0.03730232,2.58605684
-5.11755878,4.36681129,2.04243643,1.51861211,0.05206633,0.26684884,0.28084987,0.03738510,2.54629386
-5.11155578,4.33700778,2.05020503,1.50264164,0.05089515,0.27491628,0.27246726,0.03775393,2.52898531
-5.10555278,4.34664180,2.07825012,1.50534848,0.04962318,0.28470127,0.26309332,0.03842032,2.53442549
-5.09954977,4.39578055,2.12653973,1.52660772,0.04827668,0.29632520,0.25287559,0.03938991,2.56245930
-5.09354677,4.48377476,2.19465296,1.56598596,0.04688296,0.30988755,0.24198118,0.04066210,2.61248380
-5.08754377,4.60926740,2.28178226,1.62275507,0.04546940,0.32546165,0.23059141,0.04222971,2.68345693
-5.08154077,4.77021330,2.38674271,1.69590950,0.04406262,0.34309065,0.21889612,0.04407878,2.77391355
-5.07553777,4.96391039,2.50798872,1.78418744,0.04268753,0.36278411,0.20708790,0.04618858,2.88198946
-5.06953477,5.18704363,2.64363873,1.88609590,0.04136662,0.38451525,0.19535653,0.04853168,3.00545360
-5.06353177,5.43574228,2.79150812,1.99993990,0.04011919,0.40821912,0.18388377,0.05107425,3.14174860
-5.05752876,5.70565107,2.94915057,2.12385596,0.03896094,0.43379175,0.17283886,0.05377655,3.28803983
-5.05152576,5.99201506,3.11390751,2.25584986,0.03790352,0.46109031,0.16237475,0.05659359,3.44127244
-5.04552276,6.28977758,3.28296535,2.39383852,0.03695446,0.48993449,0.15262519,0.05947601,3.59823581
-5.03951976,6.59368985,3.45341940,2.53569552,0.03611716,0.52010886,0.14370271,0.06237109,3.75563429
-5.03351676,6.89842997,3.62234327,2.67929956,0.03539111,0.55136632,0.13569755,0.06522397,3.91016270
-5.02751376,7.19872850,3.78686191,2.82258479,0.03477225,0.58343239,0.12867739,0.06797894,4.05858473
-5.02151076,7.48949687,3.94422626,2.96359155,0.03425349,0.61601035,0.12268778,0.07058087,4.19781191
-5.01550775,7.76595463,4.09188711,3.10051603,0.03382532,0.64878686,0.11775327,0.07297663,4.32498080
-5.00950475,8.02375089,4.22756557,3.23175679,0.03347645,0.68143803,0.11387896,0.07511651,4.43752569
-5.00350175,8.25907544,4.34931745,3.35595636,0.03319457,0.71363567,0.11105236,0.07695563,4.53324425
-4.99749875,8.46875500,4.45558900,3.47203567,0.03296702,0.74505347,0.10924552,0.07845512,4.61035366
-4.99149575,8.65033056,4.54526164,3.57921977,0.03278146,0.77537303,0.10841714,0.07958323,4.66753505
-4.98549275,8.80211227,4.61768349,3.67705285,0.03262646,0.80428948,0.10851467,0.08031618,4.70396451
-4.97948974,8.92320937,4.67268623,3.76540160,0.03249200,0.83151667,0.10947628,0.08063878,4.71932941
-4.97348674,9.01353361,4.71058620,3.84444590,0.03236990,0.85679162,0.11123265,0.08054477,4.71382934
-4.96748374,9.07377571,4.73216938,3.91465680,0.03225411,0.87987842,0.11370855,0.08003684,4.68816184
-4.96148074,9.10535578,4.73866055,3.97676218,0.03214090,0.90057137,0.11682422,0.07912646,4.64349336
-4.95547774,9.11034985,4.73167762,4.03170113,0.03202894,0.91869731,0.12049650,0.07783333,4.58141692
-4.94947474,9.09139544,4.71317287,4.08056890,0.03191929,0.93411739,0.12463987,0.07618463,4.50389813
-4.94347174,9.05158064,4.68536322,4.12455461,0.03181537,0.94672804,0.12916734,0.07421408,4.41321193
-4.93746873,8.99432133,4.65065232,4.16487475,0.03172275,0.95646136,0.13399124,0.07196080,4.31187259
-4.93146573,8.92323210,4.61154762,4.20270537,0.03164906,0.96328495,0.13902403,0.06946805,4.20255974
-4.92546273,8.84199625,4.57057552,4.23911648,0.03160368,0.96720123,0.14417903,0.06678193,4.08804310
-4.91945973,8.75424054,4.53019797,4.27501197,0.03159763,0.96824623,0.14937129,0.06395007,3.97110876
-4.91345673,8.66341944,4.49273374,4.31107809,0.03164325,0.96648812,0.15451844,0.06102028,3.85448914
-4.90745373,8.57271345,4.46028706,4.34774329,0.03175403,0.96202525,0.15954155,0.05803945,3.74079894
-4.90145073,8.48494480,4.43468621,4.38515160,0.03194434,0.95498389,0.16436610,0.05505238,3.63247834
-4.89544772,8.40251292,4.41743379,4.42315094,0.03222918,0.94551575,0.16892293,0.05210090,3.53174486
-4.88944472,8.32735095,4.40967020,4.46129703,0.03262395,0.93379509,0.17314911,0.04922308,3.44055427
-4.88344172,8.26090333,4.41215061,4.49887274,0.03314411,0.92001568,0.17698884,0.04645270,3.36057072
-4.87743872,8.20412346,4.42523578,4.53492177,0.03380487,0.90438751,0.18039417,0.04381877,3.29314581
-4.87143572,8.15748945,4.44889583,4.56829473,0.03462078,0.88713323,0.18332561,0.04134539,3.23930603
-4.86543272,8.12103533,4.48272606,4.59770532,0.03560535,0.86848453,0.18575257,0.03905162,3.19974764
-4.85942971,8.09439437,4.52597308,4.62179327,0.03677050,0.84867839,0.18765366,0.03695154,3.17483801
-4.85342671,8.07685109,4.57756963,4.63919090,0.03812608,0.82795328,0.18901665,0.03505450,3.16462259
-4.84742371,8.06739860,4.63617590,4.64858966,0.03967932,0.80654543,0.18983841,0.03336531,3.16883647
-4.84142071,8.06479785,4.70022548,4.64880337,0.04143427,0.78468534,0.19012453,0.03188467,3.18691980
-4.83541771,8.06763626,4.76797401,4.63882500,0.04339127,0.76259446,0.18988886,0.03060950,3.21803673
-4.82941471,8.07438349,4.83754879,4.61787440,0.04554651,0.74048241,0.18915286,0.02953343,3.26109737
-4.82341171,8.08344299,4.90699791,4.58543511,0.04789168,0.71854460,0.18794489,0.02864720,3.31478278
-4.81740870,8.09319858,4.97433791,4.54127884,0.05041368,0.69696054,0.18629945,0.02793915,3.37757323
-4.81140570,8.10205593,5.03759906,4.48547730,0.05309462,0.67589289,0.18425637,0.02739567,3.44777966
-4.80540270,8.10847959,5.09486789,4.41840148,0.05591189,0.65548718,0.18185999,0.02700168,3.52357881
-4.79939970,8.11102625,5.14432677,4.34070937,0.05883854,0.63587244,0.17915848,0.02674105,3.60305200
-4.79339670,8.10837518,5.18429046,4.25332359,0.06184377,0.61716247,0.17620304,0.02659704,3.68422751
-4.78739370,8.09935700,5.21323972,4.15740065,0.06489371,0.59945786,0.17304728,0.02655275,3.76512635
-4.78139070,8.08298138,5.22985213,4.05429425,0.06795231,0.58284850,0.16974658,0.02659152,3.84381056
-4.77538769,8.05846388,5.23303005,3.94551443,0.07098240,0.56741658,0.16635747,0.02669731,3.91843312
-4.76938469,8.02525207,5.22192557,3.83268492,0.07394688,0.55323958,0.16293703,0.02685505,3.98728811
-4.76338169,7.98304984,5.19596215,3.71750054,0.07680986,0.54039336,0.15954223,0.02705100,4.04885925
-4.75737869,7.93183898,5.15485245,3.60168601,0.07953785,0.52895486,0.15622926,0.02727296,4.10186501
-4.75137569,7.87189610,5.09861145,3.48695756,0.08210083,0.51900416,0.15305274,0.02751053,4.14529813
-4.74537269,7.80380319,5.02756429,3.37498789,0.08447319,0.51062585,0.15006485,0.02775523,4.17845743
-4.73936968,7.72844960,4.94234764,3.26737499,0.08663443,0.50390933,0.14731437,0.02800060,4.20097016
-4.73336668,7.64702374,4.84390388,3.16561471,0.08856968,0.49894801,0.14484560,0.02824216,4.21280310
-4.72736368,7.56099289,4.73346731,3.07107696,0.09026989,0.49583728,0.14269728,0.02847740,4.21426141
-4.72136068,7.47207033,4.61254189,2.98498509,0.09173182,0.49467131,0.14090138,0.02870554,4.20597473
-4.71535768,7.38216967,4.48287040,2.90839800,0.09295768,0.49553881,0.13948203,0.02892738,4.18887042
-4.70935468,7.29334697,4.34639526,2.84219468,0.09395463,0.49851782,0.13845438,0.02914499,4.16413498
-4.70335168,7.20773249,4.20521184,2.78706075,0.09473401,0.50366988,0.13782376,0.02936142,4.13316499
-4.69734867,7.12745449,4.06151532,2.74347711,0.09531047,0.51103391,0.13758494,0.02958035,4.09750970
-4.69134567,7.05455832,3.91754296,2.71171062,0.09570100,0.52062015,0.13772168,0.02980580,4.05880786
-4.68534267,6.99092474,3.77551374,2.69180723,0.09592397,0.53240454,0.13820665,0.03004175,4.01872178
-4.67933967,6.93819150,3.63756770,2.68358807,0.09599824,0.54632405,0.13900169,0.03029196,3.97887174
-4.67333667,6.89768252,3.50570753,2.68664902,0.09594226,0.56227318,0.14005849,0.03055966,3.94077392
-4.66733367,6.87034869,3.38174504,2.70036446,0.09577350,0.58010215,0.14131962,0.03084752,3.90578474
-4.66133067,6.85672361,3.26725472,2.72389587,0.09550788,0.59961693,0.14272000,0.03115748,3.87505437
-4.65532766,6.85689729,3.16353677,2.75620559,0.09515947,0.62058130,0.14418870,0.03149084,3.84949118
-4.64932466,6.87050941,3.07159121,2.79607630,0.09474041,0.64272103,0.14565103,0.03184836,3.82973892
-4.64332166,6.89676302,2.99210430,2.84213602,0.09426092,0.66573015,0.14703081,0.03223039,3.81616707
-4.63731866,6.93445828,2.92544805,2.89288854,0.09372947,0.68927909,0.14825284,0.03263715,3.80887452
-4.63131566,6.98204477,2.87169258,2.94674863,0.09315305,0.71302448,0.14924528,0.03306896,3.80770587
-4.62531266,7.03768992,2.83063092,3.00208117,0.09253749,0.73662020,0.14994208,0.03352660,3.81227896
-4.61930965,7.09936017,2.80181470,3.05724311,0.09188771,0.75972920,0.15028513,0.03401157,3.82202174
-4.61330665,7.16491083,2.78459903,3.11062682,0.09120803,0.78203566,0.15022616,0.03452640,3.83621629
-4.60730365,7.23218035,2.77819421,3.16070334,0.09050229,0.80325682,0.14972838,0.03507489,3.85404730
-4.60130065,7.29908412,2.78172141,3.20606400,0.08977395,0.82315398,0.14876754,0.03566225,3.87465234
-4.59529765,7.36370353,2.79426951,3.24545865,0.08902595,0.84154217,0.14733273,0.03629529,3.89717143
-4.58929465,7.42436583,2.81495014,3.27782925,0.08826063,0.85829787,0.14542655,0.03698234,3.92079314
-4.58329165,7.47971116,2.84294774,3.30233729,0.08747938,0.87336448,0.14306488,0.03773323,3.94479532
-4.57728864,7.52874373,2.87756221,3.31838410,0.08668236,0.88675511,0.14027626,0.03855904,3.96857840
-4.57128564,7.57086486,2.91824166,3.32562320,0.08586813,0.89855259,0.13710070,0.03947184,3.99169008
-4.56528264,7.60588665,2.96460353,3.32396430,0.08503329,0.90890638,0.13358831,0.04048423,4.01384040
-4.55927964,7.63402582,3.01644266,3.31356872,0.08417227,0.91802675,0.12979758,0.04160890,4.03490691
-4.55327664,7.65587846,3.07372615,3.29483669,0.08327713,0.92617603,0.12579342,0.04285796,4.05493006
-4.54727364,7.67237688,3.13657470,3.26838692,0.08233758,0.93365750,0.12164518,0.04424235,4.07409940
-4.54127064,7.68473121,3.20523188,3.23502953,0.08134113,0.94080222,0.11742451,0.04577113,4.09273172
-4.53526763,7.69435844,3.28002247,3.19573335,0.08027343,0.94795428,0.11320340,0.04745074,4.11124245
-4.52926463,7.70280256,3.36130250,3.15158920,0.07911881,0.95545519,0.10905221,0.04928433,4.13011208
-4.52326163,7.71164986,3.44940364,3.10377041,0.07786090,0.96362798,0.10503793,0.05127104,4.14984964
-4.51725863,7.72244345,3.54457509,3.05349260,0.07648343,0.97276176,0.10122264,0.05340548,4.17095509
-4.51125563,7.73660126,3.64692658,3.00197393,0.07497112,0.98309741,0.09766227,0.05567718,4.19388291
-4.50525263,7.75534167,3.75637585,2.95039787,0.07331051,0.99481511,0.09440558,0.05807029,4.21900883
-4.49924962,7.77962050,3.87260390,2.89987949,0.07149086,1.00802431,0.09149348,0.06056336,4.24660159
-4.49324662,7.81008245,3.99502119,2.85143692,0.06950485,1.02275670,0.08895858,0.06312941,4.27680134
