energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.78389195,0.67563694,-0.67563099,0.47234418,-0.47234643,0.16988281,-0.16987935,0.30296972,-0.30296672,0.00000000,-0.00000000,0.00409064,-0.00409066,0.16143984,-0.16143998,0.16455693,-0.16455263,0.00000000,-0.00000000
-5.77788894,0.67618727,-0.67618126,0.45823027,-0.45823278,0.17398063,-0.17397709,0.30400098,-0.30399789,0.00000000,-0.00000000,0.00396444,-0.00396446,0.15863626,-0.15863640,0.17101404,-0.17100968,0.00000000,-0.00000000
-5.77188594,0.67516905,-0.67516303,0.44194049,-0.44194321,0.17788952,-0.17788594,0.30446990,-0.30446676,0.00000000,-0.00000000,0.00381479,-0.00381481,0.15532948,-0.15532964,0.17738108,-0.17737670,0.00000000,-0.00000000
-5.76588294,0.67273582,-0.67272981,0.42382618,-0.42382905,0.18159277,-0.18158917,0.30439848,-0.30439533,0.00000000,-0.00000000,0.00364475,-0.00364478,0.15159222,-0.15159239,0.18360972,-0.18360537,0.00000000,-0.00000000
-5.75987994,0.66908755,-0.66908160,0.40428449,-0.40428743,0.18508275,-0.18507916,0.30382470,-0.30382156,0.00000000,-0.00000000,0.00345772,-0.00345774,0.14750934,-0.14750950,0.18966233,-0.18965805,0.00000000,-0.00000000
-5.75387694,0.66446918,-0.66446328,0.38374859,-0.38375153,0.18836242,-0.18835887,0.30280275,-0.30279966,0.00000000,-0.00000000,0.00325727,-0.00325730,0.14317574,-0.14317588,0.19551570,-0.19551153,0.00000000,-0.00000000
-5.74787394,0.65916853,-0.65916269,0.36267771,-0.36268055,0.19144671,-0.19144320,0.30140302,-0.30139999,0.00000000,-0.00000000,0.00304713,-0.00304716,0.13869416,-0.13869426,0.20116486,-0.20116083,0.00000000,-0.00000000
-5.74187094,0.65351400,-0.65350819,0.34154717,-0.34154983,0.19436369,-0.19436024,0.29971190,-0.29970894,0.00000000,-0.00000000,0.00283099,-0.00283103,0.13417288,-0.13417293,0.20662668,-0.20662281,0.00000000,-0.00000000
-5.73586793,0.64787176,-0.64786593,0.32083911,-0.32084149,0.19715553,-0.19715212,0.29783136,-0.29782847,0.00000000,-0.00000000,0.00261248,-0.00261251,0.12972350,-0.12972347,0.21194308,-0.21193937,0.00000000,-0.00000000
-5.72986493,0.64264250,-0.64263659,0.30103388,-0.30103589,0.19987900,-0.19987564,0.29587825,-0.29587543,0.00000000,-0.00000000,0.00239502,-0.00239505,0.12545869,-0.12545857,0.21718369,-0.21718013,0.00000000,-0.00000000
-5.72386193,0.63825758,-0.63825149,0.28260252,-0.28260406,0.20260561,-0.20260228,0.29398339,-0.29398062,0.00000000,-0.00000000,0.00218178,-0.00218181,0.12149016,-0.12148991,0.22244768,-0.22244425,0.00000000,-0.00000000
-5.71785893,0.63517441,-0.63516805,0.26600036,-0.26600134,0.20542098,-0.20541765,0.29229016,-0.29228741,0.00000000,-0.00000000,0.00197562,-0.00197565,0.11792667,-0.11792627,0.22786456,-0.22786122,0.00000000,-0.00000000
-5.71185593,0.63387088,-0.63386410,0.25166173,-0.25166204,0.20842371,-0.20842034,0.29095279,-0.29095001,0.00000000,-0.00000000,0.00177905,-0.00177908,0.11487226,-0.11487168,0.23359380,-0.23359051,0.00000000,-0.00000000
-5.70585293,0.63483858,-0.63483124,0.23999569,-0.23999525,0.21172337,-0.21171994,0.29013409,-0.29013125,0.00000000,-0.00000000,0.00159418,-0.00159420,0.11242457,-0.11242379,0.23982310,-0.23981978,0.00000000,-0.00000000
-5.69984992,0.63857479,-0.63856675,0.23138280,-0.23138150,0.21543788,-0.21543432,0.29000276,-0.28999981,0.00000000,-0.00000000,0.00142272,-0.00142275,0.11067331,-0.11067230,0.24676516,-0.24676172,0.00000000,-0.00000000
-5.69384692,0.64557310,-0.64556419,0.22617247,-0.22617023,0.21969001,-0.21968628,0.29073009,-0.29072696,0.00000000,-0.00000000,0.00126602,-0.00126605,0.10969878,-0.10969752,0.25465304,-0.25464941,0.00000000,-0.00000000
-5.68784392,0.65631262,-0.65630267,0.22468089,-0.22467763,0.22460328,-0.22459933,0.29248626,-0.29248290,0.00000000,-0.00000000,0.00112504,-0.00112506,0.10957055,-0.10956902,0.26373406,-0.26373015,0.00000000,-0.00000000
-5.68184092,0.67124594,-0.67123480,0.22718928,-0.22718491,0.23029734,-0.23029312,0.29543619,-0.29543254,0.00000000,-0.00000000,0.00100039,-0.00100041,0.11034616,-0.11034434,0.27426241,-0.27425811,0.00000000,-0.00000000
-5.67583792,0.69078620,-0.69077373,0.23394210,-0.23393656,0.23688285,-0.23687833,0.29973516,-0.29973116,0.00000000,-0.00000000,0.00089239,-0.00089240,0.11206992,-0.11206779,0.28649057,-0.28648578,0.00000000,-0.00000000
-5.66983492,0.71529339,-0.71527948,0.24514536,-0.24513858,0.24445626,-0.24445140,0.30552425,-0.30551987,0.00000000,-0.00000000,0.00080106,-0.00080107,0.11477181,-0.11476937,0.30066005,-0.30065469,0.00000000,-0.00000000
-5.66383192,0.74506064,-0.74504520,0.26096464,-0.26095658,0.25309459,-0.25308937,0.31292591,-0.31292110,0.00000000,-0.00000000,0.00072624,-0.00072625,0.11846656,-0.11846381,0.31699155,-0.31698554,0.00000000,-0.00000000
-5.65782891,0.78030089,-0.78028386,0.28152308,-0.28151370,0.26285049,-0.26284489,0.32203974,-0.32203447,0.00000000,-0.00000000,0.00066756,-0.00066757,0.12315284,-0.12314977,0.33567508,-0.33566836,0.00000000,-0.00000000
-5.65182591,0.82113471,-0.82111609,0.30689908,-0.30688836,0.27374792,-0.27374194,0.33293886,-0.33293313,0.00000000,-0.00000000,0.00062453,-0.00062453,0.12881269,-0.12880934,0.35686049,-0.35685300,0.00000000,-0.00000000
-5.64582291,0.86757988,-0.86755971,0.33712416,-0.33711210,0.28577857,-0.28577225,0.34566697,-0.34566078,0.00000000,-0.00000000,0.00059655,-0.00059655,0.13541134,-0.13540772,0.38064877,-0.38064050,0.00000000,-0.00000000
-5.63981991,0.91954352,-0.91952188,0.37218092,-0.37216753,0.29889947,-0.29889283,0.36023630,-0.36022967,0.00000000,-0.00000000,0.00058300,-0.00058300,0.14289732,-0.14289346,0.40708470,-0.40707565,0.00000000,-0.00000000
-5.63381691,0.97681721,-0.97679424,0.41200133,-0.41198665,0.31303168,-0.31302479,0.37662667,-0.37661964,0.00000000,-0.00000000,0.00058320,-0.00058320,0.15120294,-0.15119889,0.43615110,-0.43614130,0.00000000,-0.00000000
-5.62781391,1.03907575,-1.03905163,0.45646565,-0.45644973,0.32806054,-0.32805346,0.39478570,-0.39477833,0.00000000,-0.00000000,0.00059652,-0.00059651,0.16024537,-0.16024117,0.46776522,-0.46775471,0.00000000,-0.00000000
-5.62181091,1.10587983,-1.10585480,0.50540211,-0.50538502,0.34383723,-0.34383005,0.41463023,-0.41462259,0.00000000,-0.00000000,0.00062233,-0.00062232,0.16992806,-0.16992376,0.50177730,-0.50176617,0.00000000,-0.00000000
-5.61580790,1.17668283,-1.17665716,0.55858751,-0.55856934,0.36018194,-0.36017476,0.43604885,-0.43604102,0.00000000,-0.00000000,0.00066008,-0.00066007,0.18014271,-0.18013837,0.53797172,-0.53796007,0.00000000,-0.00000000
-5.60980490,1.25084161,-1.25081562,0.61574880,-0.61572967,0.37688834,-0.37688127,0.45890551,-0.45889759,0.00000000,-0.00000000,0.00070929,-0.00070928,0.19077166,-0.19076734,0.57607049,-0.57605845,0.00000000,-0.00000000
-5.60380190,1.32763109,-1.32760510,0.67656577,-0.67654581,0.39372931,-0.39372247,0.48304395,-0.48303602,0.00000000,-0.00000000,0.00076956,-0.00076954,0.20169063,-0.20168641,0.61573930,-0.61572703,0.00000000,-0.00000000
-5.59779890,1.40626203,-1.40623640,0.74067459,-0.74065393,0.41046372,-0.41045722,0.50829265,-0.50828484,0.00000000,-0.00000000,0.00084057,-0.00084055,0.21277179,-0.21276772,0.65659563,-0.65658328,0.00000000,-0.00000000
-5.59179590,1.48590143,-1.48587651,0.80767219,-0.80765101,0.42684388,-0.42683784,0.53447019,-0.53446259,0.00000000,-0.00000000,0.00092212,-0.00092209,0.22388694,-0.22388309,0.69821875,-0.69820649,0.00000000,-0.00000000
-5.58579290,1.56569450,-1.56567064,0.87712125,-0.87709969,0.44262346,-0.44261799,0.56139044,-0.56138315,0.00000000,-0.00000000,0.00101408,-0.00101406,0.23491073,-0.23490715,0.74016114,-0.74014914,0.00000000,-0.00000000
-5.57978989,1.64478739,-1.64476492,0.94855531,-0.94853356,0.45756542,-0.45756062,0.58886742,-0.58886054,0.00000000,-0.00000000,0.00111645,-0.00111643,0.24572376,-0.24572051,0.78196079,-0.78194924,0.00000000,-0.00000000
-5.57378689,1.72234947,-1.72232871,1.02148401,-1.02146225,0.47144963,-0.47144558,0.61671950,-0.61671311,0.00000000,-0.00000000,0.00122930,-0.00122927,0.25621540,-0.25621253,0.82315387,-0.82314293,0.00000000,-0.00000000
-5.56778389,1.79759429,-1.79757549,1.09539783,-1.09537624,0.48407984,-0.48407662,0.64477258,-0.64476674,0.00000000,-0.00000000,0.00135276,-0.00135273,0.26628620,-0.26628375,0.86328706,-0.86327689,0.00000000,-0.00000000
-5.56178089,1.86979804,-1.86978143,1.16977232,-1.16975107,0.49528967,-0.49528732,0.67286220,-0.67285697,0.00000000,-0.00000000,0.00148706,-0.00148703,0.27584975,-0.27584774,0.90192923,-0.90191997,0.00000000,-0.00000000
-5.55577789,1.93831500,-1.93830075,1.24407144,-1.24405071,0.50494734,-0.50494589,0.70083437,-0.70082979,0.00000000,-0.00000000,0.00163249,-0.00163245,0.28483389,-0.28483235,0.93868168,-0.93867346,0.00000000,-0.00000000
-5.54977489,2.00258909,-2.00257731,1.31775002,-1.31772998,0.51295901,-0.51295847,0.72854519,-0.72854129,0.00000000,-0.00000000,0.00178934,-0.00178931,0.29318136,-0.29318028,0.97318684,-0.97317975,0.00000000,-0.00000000
-5.54377189,2.06216134,-2.06215210,1.39025548,-1.39023629,0.51927057,-0.51927092,0.75585935,-0.75585613,0.00000000,-0.00000000,0.00195797,-0.00195794,0.30084957,-0.30084896,1.00513483,-1.00512894,0.00000000,-0.00000000
-5.53776888,2.11667317,-2.11666646,1.46102869,-1.46101051,0.52386789,-0.52386909,0.78264765,-0.78264510,0.00000000,-0.00000000,0.00213872,-0.00213868,0.30780995,-0.30780979,1.03426801,-1.03426338,0.00000000,-0.00000000
-5.53176588,2.16586554,-2.16586133,1.52950465,-1.52948762,0.52677553,-0.52677753,0.80878400,-0.80878210,0.00000000,-0.00000000,0.00233190,-0.00233186,0.31404654,-0.31404681,1.06038331,-1.06037997,0.00000000,-0.00000000
-5.52576288,2.20957462,-2.20957280,1.59511307,-1.59509734,0.52805413,-0.52805686,0.83414207,-0.83414079,0.00000000,-0.00000000,0.00253781,-0.00253777,0.31955424,-0.31955491,1.08333252,-1.08333046,0.00000000,-0.00000000
-5.51975988,2.24772440,-2.24772483,1.65727958,-1.65726527,0.52779667,-0.52780003,0.85859222,-0.85859151,0.00000000,-0.00000000,0.00275669,-0.00275664,0.32433676,-0.32433778,1.10302075,-1.10301996,0.00000000,-0.00000000
-5.51375688,2.28031722,-2.28031972,1.71542790,-1.71541514,0.52612375,-0.52612764,0.88199886,-0.88199867,0.00000000,-0.00000000,0.00298869,-0.00298865,0.32840437,-0.32840570,1.11940344,-1.11940388,0.00000000,-0.00000000
-5.50775388,2.30742299,-2.30742735,1.76898359,-1.76897247,0.52317836,-0.52318267,0.90421885,-0.90421914,0.00000000,-0.00000000,0.00323391,-0.00323386,0.33177174,-0.33177334,1.13248221,-1.13248382,0.00000000,-0.00000000
-5.50175088,2.32916811,-2.32917409,1.81737966,-1.81737031,0.51912028,-0.51912489,0.92510121,-0.92510191,0.00000000,-0.00000000,0.00349232,-0.00349226,0.33445602,-0.33445783,1.14230008,-1.14230279,0.00000000,-0.00000000
-5.49574787,2.34572483,-2.34573218,1.86006450,-1.86005698,0.51412046,-0.51412526,0.94448819,-0.94448924,0.00000000,-0.00000000,0.00376379,-0.00376374,0.33647517,-0.33647713,1.14893641,-1.14894014,0.00000000,-0.00000000
-5.48974487,2.35730179,-2.35731026,1.89651194,-1.89650634,0.50835571,-0.50836057,0.96221808,-0.96221943,0.00000000,-0.00000000,0.00404810,-0.00404804,0.33784682,-0.33784890,1.15250193,-1.15250660,0.00000000,-0.00000000
-5.48374187,2.36413631,-2.36414563,1.92623369,-1.92623006,0.50200372,-0.50200854,0.97812954,-0.97813113,0.00000000,-0.00000000,0.00434488,-0.00434482,0.33858769,-0.33858982,1.15313422,-1.15313973,0.00000000,-0.00000000
-5.47773887,2.36648859,-2.36649851,1.94879350,-1.94879189,0.49523882,-0.49524348,0.99206731,-0.99206909,0.00000000,-0.00000000,0.00465368,-0.00465362,0.33871345,-0.33871559,1.15099374,-1.15099999,0.00000000,-0.00000000
-5.47173587,2.36463809,-2.36464837,1.96382273,-1.96382317,0.48822833,-0.48823274,1.00388912,-1.00389104,0.00000000,-0.00000000,0.00497391,-0.00497385,0.33823923,-0.33824134,1.14626071,-1.14626760,0.00000000,-0.00000000
-5.46573287,2.35888167,-2.35889207,1.97103647,-1.97103895,0.48112981,-0.48113387,1.01347322,-1.01347523,0.00000000,-0.00000000,0.00530488,-0.00530482,0.33718052,-0.33718256,1.13913263,-1.13914006,0.00000000,-0.00000000
-5.45972986,2.34953332,-2.34954363,1.97024936,-1.97025386,0.47408889,-0.47409254,1.02072620,-1.02072825,0.00000000,-0.00000000,0.00564580,-0.00564573,0.33555444,-0.33555638,1.12982257,-1.12983044,0.00000000,-0.00000000
-5.45372686,2.33692486,-2.33693488,1.96139022,-1.96139668,0.46723790,-0.46724107,1.02559048,-1.02559253,0.00000000,-0.00000000,0.00599577,-0.00599570,0.33338122,-0.33338303,1.11855783,-1.11856605,0.00000000,-0.00000000
-5.44772386,2.32140704,-2.32141660,1.94451432,-1.94452267,0.46069502,-0.46069765,1.02805102,-1.02805302,0.00000000,-0.00000000,0.00635379,-0.00635372,0.33068576,-0.33068741,1.10557902,-1.10558748,0.00000000,-0.00000000
-5.44172086,2.30335040,-2.30335934,1.91981264,-1.91982276,0.45456385,-0.45456592,1.02814053,-1.02814244,0.00000000,-0.00000000,0.00671879,-0.00671871,0.32749906,-0.32750052,1.09113906,-1.09114768,0.00000000,-0.00000000
-5.43571786,2.28314526,-2.28315344,1.88761699,-1.88762873,0.44893344,-0.44893492,1.02594313,-1.02594491,0.00000000,-0.00000000,0.00708957,-0.00708949,0.32385944,-0.32386071,1.07550205,-1.07551073,0.00000000,-0.00000000
-5.42971486,2.26120041,-2.26120772,1.84840064,-1.84841382,0.44387840,-0.44387928,1.02159572,-1.02159733,0.00000000,-0.00000000,0.00746488,-0.00746480,0.31981337,-0.31981443,1.05894162,-1.05895026,0.00000000,-0.00000000
-5.42371186,2.23794017,-2.23794652,1.80277396,-1.80278838,0.43945923,-0.43945950,1.01528721,-1.01528861,0.00000000,-0.00000000,0.00784335,-0.00784327,0.31541588,-0.31541673,1.04173873,-1.04174725,0.00000000,-0.00000000
-5.41770885,2.21379955,-2.21380488,1.75147494,-1.75149037,0.43572261,-0.43572229,1.00725532,-1.00725646,0.00000000,-0.00000000,0.00822354,-0.00822345,0.31073038,-0.31073101,1.02417874,-1.02418704,0.00000000,-0.00000000
-5.41170585,2.18921769,-2.18922195,1.69535483,-1.69537103,0.43270181,-0.43270092,0.99778117,-0.99778202,0.00000000,-0.00000000,0.00860390,-0.00860381,0.30582803,-0.30582846,1.00654766,-1.00655566,0.00000000,-0.00000000
-5.40570285,2.16462964,-2.16463281,1.63535929,-1.63537599,0.43041693,-0.43041550,0.98718184,-0.98718236,0.00000000,-0.00000000,0.00898280,-0.00898272,0.30078658,-0.30078680,0.98912775,-0.98913537,0.00000000,-0.00000000
-5.39969985,2.14045691,-2.14045900,1.57250576,-1.57252267,0.42887522,-0.42887330,0.97580128,-0.97580144,0.00000000,-0.00000000,0.00935855,-0.00935846,0.29568867,-0.29568869,0.97219246,-0.97219961,0.00000000,-0.00000000
-5.39369685,2.11709733,-2.11709836,1.50785785,-1.50787470,0.42807140,-0.42806904,0.96399985,-0.96399963,0.00000000,-0.00000000,0.00972934,-0.00972925,0.29061995,-0.29061979,0.95600088,-0.95600750,0.00000000,-0.00000000
-5.38769385,2.09491457,-2.09491458,1.44249789,-1.44251440,0.42798795,-0.42798520,0.95214318,-0.95214256,0.00000000,-0.00000000,0.01009332,-0.01009324,0.28566677,-0.28566644,0.94079204,-0.94079806,0.00000000,-0.00000000
-5.38169085,2.07422808,-2.07422715,1.37749867,-1.37751457,0.42859554,-0.42859246,0.94059064,-0.94058960,0.00000000,-0.00000000,0.01044860,-0.01044852,0.28091385,-0.28091337,0.92677905,-0.92678442,0.00000000,-0.00000000
-5.37568784,2.05530387,-2.05530208,1.31389538,-1.31391041,0.42985350,-0.42985015,0.92968399,-0.92968254,0.00000000,-0.00000000,0.01079324,-0.01079316,0.27644186,-0.27644124,0.91414364,-0.91414830,0.00000000,-0.00000000
-5.36968484,2.03834658,-2.03834402,1.25265901,-1.25267295,0.43171044,-0.43170689,0.91973669,-0.91973483,0.00000000,-0.00000000,0.01112534,-0.01112526,0.27232511,-0.27232438,0.90303102,-0.90303495,0.00000000,-0.00000000
-5.36368184,2.02349328,-2.02349008,1.19467199,-1.19468463,0.43410499,-0.43410131,0.91102413,-0.91102188,0.00000000,-0.00000000,0.01144302,-0.01144294,0.26862942,-0.26862860,0.89354556,-0.89354872,0.00000000,-0.00000000
-5.35767884,2.01080921,-2.01080550,1.14070697,-1.14071814,0.43696664,-0.43696289,0.90377522,-0.90377259,0.00000000,-0.00000000,0.01174451,-0.01174444,0.26541025,-0.26540936,0.88574728,-0.88574968,0.00000000,-0.00000000
-5.35167584,2.00028559,-2.00028150,1.09140935,-1.09141892,0.44021668,-0.44021292,0.89816547,-0.89816250,0.00000000,-0.00000000,0.01202823,-0.01202816,0.26271111,-0.26271016,0.87964953,-0.87965116,0.00000000,-0.00000000
-5.34567284,1.99183955,-1.99183522,1.04728408,-1.04729197,0.44376923,-0.44376552,0.89431176,-0.89430849,0.00000000,-0.00000000,0.01229279,-0.01229272,0.26056230,-0.26056132,0.87521775,-0.87521864,0.00000000,-0.00000000
