energy_ev,total_up,Hf_p_up,Hf_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.59779890,4.06994058,3.35298036,0.76882326,0.71204525,0.49235239,0.00162613,1.50929507,0.02560868,1.07726044
-5.59179590,4.05431941,3.35641978,0.76239693,0.71452714,0.48658206,0.00158280,1.50618787,0.02520848,1.07321233
-5.58579290,4.03788899,3.35586863,0.75592602,0.71699958,0.48135218,0.00153786,1.50193831,0.02485056,1.06966616
-5.57978989,4.02118023,3.35123484,0.74950534,0.71966398,0.47686541,0.00149230,1.49659484,0.02453819,1.06695205
-5.57378689,4.00475800,3.34248118,0.74322884,0.72274014,0.47332121,0.00144710,1.49021722,0.02427417,1.06541760
-5.56778389,3.98922321,3.32963150,0.73719028,0.72646340,0.47091436,0.00140319,1.48287941,0.02406095,1.06542514
-5.56178089,3.97521309,3.31277473,0.73148375,0.73108091,0.46983363,0.00136145,1.47467173,0.02390080,1.06734822
-5.55577789,3.96339917,3.29206648,0.72620397,0.73684716,0.47026051,0.00132273,1.46570234,0.02379593,1.07156722
-5.54977489,3.95448246,3.26772816,0.72144627,0.74401862,0.47236790,0.00128776,1.45609768,0.02374857,1.07846417
-5.54377189,3.94918548,3.24004366,0.71730617,0.75284770,0.47631880,0.00125721,1.44600187,0.02376107,1.08841668
-5.53776888,3.94824094,3.20935356,0.71387838,0.76357598,0.48226471,0.00123166,1.43557478,0.02383590,1.10179086
-5.53176588,3.95237678,3.17604706,0.71125531,0.77642687,0.49034384,0.00121160,1.42498887,0.02397565,1.11893334
-5.52576288,3.96229775,3.14055173,0.70952491,0.79159776,0.50067899,0.00119743,1.41442466,0.02418294,1.14016240
-5.51975988,3.97866358,3.10332127,0.70876798,0.80925187,0.51337512,0.00118948,1.40406498,0.02446029,1.16575827
-5.51375688,4.00206431,3.06482170,0.70905488,0.82950993,0.52851654,0.00118796,1.39408817,0.02480992,1.19595265
-5.50775388,4.03299325,3.02551615,0.71044174,0.85244199,0.54616386,0.00119304,1.38466029,0.02523356,1.23091785
-5.50175088,4.07181855,2.98584884,0.71296640,0.87805960,0.56635059,0.00120479,1.37592680,0.02573213,1.27075562
-5.49574787,4.11875447,2.94622874,0.71664410,0.90630863,0.58907978,0.00122320,1.36800404,0.02630550,1.31548615
-5.48974487,4.17383351,2.90701352,0.72146329,0.93706316,0.61432048,0.00124816,1.36097084,0.02695217,1.36503758
-5.48374187,4.23688089,2.86849453,0.72738172,0.97012075,0.64200447,0.00127948,1.35486087,0.02766899,1.41923658
-5.47773887,4.30749296,2.83088333,0.73432302,1.00519939,0.67202328,0.00131687,1.34965609,0.02845093,1.47780037
-5.47173587,4.38502083,2.79430089,0.74217421,1.04193659,0.70422568,0.00135991,1.34528189,0.02929082,1.54033089
-5.46573287,4.46856094,2.75876972,0.75078427,1.07989087,0.73841594,0.00140810,1.34160426,0.03017924,1.60631156
-5.45972986,4.55695360,2.72420993,0.75996401,1.11854579,0.77435283,0.00146076,1.33842949,0.03110448,1.67510707
-5.45372686,4.64879060,2.69043953,0.76948753,1.15731684,0.81174975,0.00151714,1.33550657,0.03205253,1.74596674
-5.44772386,4.74243259,2.65717941,0.77909528,1.19556110,0.85027588,0.00157631,1.33253248,0.03300721,1.81803161
-5.44172086,4.83603641,2.62406310,0.78849879,1.23258965,0.88955856,0.00163725,1.32916045,0.03395048,1.89034555
-5.43571786,4.92759223,2.59065128,0.79738715,1.26768252,0.92918700,0.00169880,1.32501097,0.03486268,1.96187030
-5.42971486,5.01496966,2.55645071,0.80543494,1.30010581,0.96871709,0.00175972,1.31968529,0.03572305,2.03150432
-5.42371186,5.09597183,2.52093689,0.81231147,1.32913047,1.00767761,0.00181868,1.31278094,0.03651023,2.09810510
-5.41770885,5.16839554,2.48357987,0.81769102,1.35405223,1.04557734,0.00187432,1.30390864,0.03720286,2.16051427
-5.41170585,5.23009569,2.44387187,0.82126374,1.37421192,1.08191338,0.00192524,1.29271004,0.03778020,2.21758501
-5.40570285,5.27905141,2.40135586,0.82274663,1.38901538,1.11618008,0.00197009,1.27887533,0.03822282,2.26821068
-5.39969985,5.31343145,2.35565357,0.82189431,1.39795225,1.14787873,0.00200757,1.26215998,0.03851322,2.31135383
-5.39369685,5.33165616,2.30649173,0.81850896,1.40061292,1.17652757,0.00203648,1.24239985,0.03863647,2.34607457
-5.38769385,5.33245356,2.25372520,0.81244905,1.39670266,1.20167195,0.00205579,1.21952382,0.03858074,2.37155716
-5.38169085,5.31490701,2.19735591,0.80363637,1.38605266,1.22289431,0.00206463,1.19356336,0.03833776,2.38713393
-5.37568784,5.27849250,2.13754641,0.79206109,1.36862714,1.23982391,0.00206234,1.16465841,0.03790318,2.39230546
-5.36968484,5.22310392,2.07462740,0.77778452,1.34452647,1.25214568,0.00204852,1.13305931,0.03727677,2.38675643
-5.36368184,5.14906513,2.00909869,0.76093939,1.31398588,1.25960838,0.00202301,1.09912445,0.03646250,2.37036629
-5.35767884,5.05712832,1.94162325,0.74172769,1.27737000,1.26203147,0.00198591,1.06331377,0.03546844,2.34321451
-5.35167584,4.94845856,1.87301455,0.72041597,1.23516336,1.25931060,0.00193761,1.02617823,0.03430659,2.30558008
-5.34567284,4.82460521,1.80421747,0.69732847,1.18795711,1.25142164,0.00187871,0.98834556,0.03299248,2.25793548
-5.33966983,4.68746128,1.73628358,0.67283807,1.13643280,1.23842294,0.00181008,0.95050294,0.03154472,2.20093512
-5.33366683,4.53921224,1.67034146,0.64735575,1.08134362,1.22045574,0.00173276,0.91337713,0.02998445,2.13539896
-5.32766383,4.38227633,1.60756338,0.62131861,1.02349397,1.19774277,0.00164798,0.87771290,0.02833466,2.06229184
-5.32166083,4.21923856,1.54912947,0.59517718,0.96371817,1.17058492,0.00155710,0.84425049,0.02661951,1.98269931
-5.31565783,4.05278087,1.49619081,0.56938243,0.90285915,1.13935607,0.00146155,0.81370297,0.02486366,1.89780084
-5.30965483,3.88561085,1.44983266,0.54437287,0.84174779,1.10449610,0.00136283,0.78673438,0.02309153,1.80884152
-5.30365183,3.72039156,1.41103937,0.52056229,0.78118374,1.06650244,0.00126244,0.76393924,0.02132669,1.71710293
-5.29764882,3.55967468,1.38066207,0.49832857,0.72191830,1.02592004,0.00116182,0.74582433,0.01959124,1.62387446
-5.29164582,3.40583908,1.35939038,0.47800388,0.66463969,0.98333031,0.00106238,0.73279329,0.01790535,1.53042560
-5.28564282,3.26103666,1.34772908,0.45986656,0.60996130,0.93933914,0.00096541,0.72513437,0.01628678,1.43798032
-5.27963982,3.12714676,1.34598049,0.44413494,0.55841293,0.89456444,0.00087208,0.72301193,0.01475066,1.34769387
-5.27363682,3.00574039,1.35423315,0.43096326,0.51043508,0.84962340,0.00078345,0.72646175,0.01330926,1.26063275
-5.26763382,2.89805478,1.37235707,0.42043970,0.46637625,0.80512003,0.00070040,0.73539020,0.01197190,1.17775811
-5.26163082,2.80497861,1.40000568,0.41258649,0.42649313,0.76163310,0.00062372,0.74957738,0.01074500,1.09991272
-5.25562781,2.72704783,1.43662426,0.40736207,0.39095313,0.71970510,0.00055402,0.76868387,0.00963217,1.02781177
-5.24962481,2.66445151,1.48146445,0.40466510,0.35983920,0.67983217,0.00049181,0.79226085,0.00863442,0.96203726
-5.24362181,2.61704697,1.53360420,0.40434009,0.33315626,0.64245562,0.00043748,0.81976320,0.00775040,0.90303585
-5.23761881,2.58438312,1.59197248,0.40618435,0.31083894,0.60795495,0.00039132,0.85056502,0.00697672,0.85111993
-5.23161581,2.56573071,1.65537754,0.40995604,0.29276021,0.57664274,0.00035356,0.88397698,0.00630826,0.80647153
-5.22561281,2.56011793,1.72253790,0.41538286,0.27874037,0.54876127,0.00032437,0.91926493,0.00573855,0.76914865
-5.21960980,2.56636987,1.79211471,0.42217113,0.26855618,0.52448108,0.00030387,0.95566902,0.00526008,0.73909348
-5.21360680,2.58315014,1.86274440,0.43001489,0.26194964,0.50390121,0.00029217,0.99242273,0.00486464,0.71614224
-5.20760380,2.60900307,1.93307049,0.43860460,0.25863634,0.48705116,0.00028934,1.02877115,0.00454364,0.70003593
-5.20160080,2.64239491,2.00177334,0.44763530,0.25831298,0.47389422,0.00029548,1.06398789,0.00428836,0.69043181
-5.19559780,2.68175280,2.06759714,0.45681384,0.26066407,0.46433209,0.00031064,1.09739016,0.00409020,0.68691491
-5.18959480,2.72550017,2.12937312,0.46586500,0.26536769,0.45821042,0.00033491,1.12835163,0.00394087,0.68900952
-5.18359180,2.77208781,2.18603861,0.47453643,0.27210023,0.45532515,0.00036830,1.15631261,0.00383253,0.69619012
-5.17758879,2.82002000,2.23665154,0.48260216,0.28054029,0.45542916,0.00041084,1.18078766,0.00375790,0.70789172
-5.17158579,2.86787525,2.28040035,0.48986488,0.29037157,0.45823924,0.00046249,1.20137034,0.00371033,0.72351933
-5.16558279,2.91432188,2.31660933,0.49615691,0.30128517,0.46344300,0.00052312,1.21773534,0.00368384,0.74245655
-5.15957979,2.95812860,2.34473993,0.50133991,0.31298114,0.47070562,0.00059254,1.22963816,0.00367312,0.76407334
-5.15357679,2.99817062,2.36438852,0.50530376,0.32516966,0.47967625,0.00067041,1.23691267,0.00367351,0.78773295
-5.14757379,3.03343223,2.37528117,0.50796451,0.33757186,0.48999412,0.00075628,1.23946698,0.00368097,0.81279819
-5.14157079,3.06300664,2.37726637,0.50926182,0.34992053,0.50129414,0.00084951,1.23727796,0.00369203,0.83863724
-5.13556778,3.08609400,2.37030636,0.50915615,0.36196079,0.51321217,0.00094931,1.23038498,0.00370376,0.86462915
-5.12956478,3.10199877,2.35446785,0.50762582,0.37345091,0.52538995,0.00105469,1.21888323,0.00371365,0.89016927
-5.12356178,3.11012712,2.32991277,0.50466422,0.38416338,0.53747962,0.00116447,1.20291708,0.00371967,0.91467480
-5.11755878,3.10998530,2.29688957,0.50027749,0.39388627,0.54914817,0.00127730,1.18267376,0.00372011,0.93759057
-5.11155578,3.10117928,2.25572540,0.49448248,0.40242488,0.56008159,0.00139163,1.15837762,0.00371363,0.95839527
-5.10555278,3.08341621,2.20681936,0.48730549,0.40960384,0.56998899,0.00150579,1.13028504,0.00369922,0.97660800
-5.09954977,3.05650748,2.15063690,0.47878145,0.41526940,0.57860647,0.00161797,1.09868025,0.00367615,0.99179522
-5.09354677,3.02037335,2.08770502,0.46895378,0.41929198,0.58570096,0.00172630,1.06387166,0.00364401,1.00357795
-5.08754377,2.97504860,2.01860825,0.45787469,0.42156892,0.59107379,0.00182887,1.02618897,0.00360272,1.01163903
-5.08154077,2.92068852,1.94398473,0.44560588,0.42202709,0.59456393,0.00192378,0.98598056,0.00355252,1.01573012
-5.07553777,2.85757452,1.86452227,0.43221944,0.42062541,0.59605084,0.00200921,0.94361112,0.00349403,1.01567822
-5.06953477,2.78611859,1.78095379,0.41779888,0.41735706,0.59545664,0.00208347,0.89945926,0.00342823,1.01139122
-5.06353177,2.70686562,1.69405184,0.40244000,0.41225113,0.59274766,0.00214505,0.85391491,0.00335656,1.00286229
-5.05752876,2.62049296,1.60462191,0.38625148,0.40537376,0.58793500,0.00219267,0.80737630,0.00328089,0.99017262
-5.05152576,2.52780667,1.51349442,0.36935511,0.39682835,0.58107417,0.00222533,0.76024645,0.00320358,0.97349230
-5.04552276,2.42973384,1.42151529,0.35188552,0.38675505,0.57226360,0.00224233,0.71292919,0.00312750,0.95307902
-5.03951976,2.32731114,1.32953530,0.33398925,0.37532921,0.56164211,0.00224332,0.66582456,0.00305602,0.92927454
-5.03351676,2.22166928,1.23839833,0.31582333,0.36275890,0.54938518,0.00222828,0.61932386,0.00299306,0.90249880
-5.02751376,2.11401398,1.14892895,0.29755321,0.34928142,0.53570037,0.00219754,0.57380441,0.00294303,0.87324169
-5.02151076,2.00560379,1.06191969,0.27935015,0.33515891,0.52082168,0.00215179,0.52962416,0.00291087,0.84205275
-5.01550775,1.89772544,0.97811840,0.26138822,0.32067313,0.50500334,0.00209200,0.48711648,0.00290194,0.80952887
-5.00950475,1.79166754,0.89821624,0.24384093,0.30611945,0.48851303,0.00201943,0.44658516,0.00292204,0.77630047
-5.00350175,1.68869356,0.82283663,0.22687770,0.29180037,0.47162488,0.00193559,0.40830002,0.00297725,0.74301649
-4.99749875,1.59001476,0.75252560,0.21066021,0.27801849,0.45461240,0.00184214,0.37249313,0.00307392,0.71032856
-4.99149575,1.49676415,0.68774368,0.19533890,0.26506933,0.43774163,0.00174091,0.33935589,0.00321845,0.67887493
-4.98549275,1.40997214,0.62885975,0.18104961,0.25323413,0.42126473,0.00163378,0.30903689,0.00341725,0.64926457
-4.97948974,1.33054451,0.57614667,0.16791059,0.24277271,0.40541416,0.00152266,0.28164086,0.00367647,0.62206190
-4.97348674,1.25924333,0.52977897,0.15601987,0.23391676,0.39039755,0.00140940,0.25722838,0.00400188,0.59777253
-4.96748374,1.19667116,0.48983239,0.14545319,0.22686356,0.37639352,0.00129579,0.23581651,0.00439860,0.57683052
-4.96148074,1.14325900,0.45628515,0.13626238,0.22177052,0.36354829,0.00118348,0.21738021,0.00487093,0.55958736
-4.95547774,1.09925787,0.42902091,0.12847440,0.21875048,0.35197335,0.00107395,0.20185442,0.00542207,0.54630302
-4.94947474,1.06473450,0.40783318,0.12209094,0.21786805,0.34174398,0.00096849,0.18913662,0.00605387,0.53713941
-4.94347174,1.03957081,0.39243096,0.11708859,0.21913710,0.33289874,0.00086820,0.17908997,0.00676665,0.53215619
-4.93746873,1.02346738,0.38244563,0.11341961,0.22251949,0.32543975,0.00077393,0.17154669,0.00755895,0.53130927
-4.93146573,1.01595074,0.37743876,0.11101321,0.22792508,0.31933388,0.00068633,0.16631172,0.00842732,0.53445205
-4.92546273,1.01638437,0.37691092,0.10977744,0.23521322,0.31451463,0.00060583,0.16316662,0.00936623,0.54133919
-4.91945973,1.02398335,0.38031127,0.10960142,0.24419549,0.31088471,0.00053266,0.16187358,0.01036797,0.55163327
-4.91345673,1.03783224,0.38704790,0.11035809,0.25463998,0.30831936,0.00046687,0.16217957,0.01142257,0.56491370
-4.90745373,1.05690623,0.39649886,0.11190726,0.26627676,0.30667008,0.00040834,0.16382061,0.01251793,0.58068825
-4.90145073,1.08009498,0.40802375,0.11409899,0.27880460,0.30576904,0.00035681,0.16652613,0.01363991,0.59840639
-4.89544772,1.10622871,0.42097572,0.11677719,0.29189873,0.30543379,0.00031191,0.17002340,0.01477254,0.61747458
-4.88944472,1.13410617,0.43471383,0.11978328,0.30521944,0.30547246,0.00027320,0.17404206,0.01589835,0.63727270
-4.88344172,1.16252365,0.44861538,0.12295997,0.31842124,0.30568901,0.00024014,0.17831868,0.01699875,0.65717139
-4.87743872,1.19030427,0.46208806,0.12615493,0.33116232,0.30588876,0.00021219,0.18260118,0.01805446,0.67654962
-4.87143572,1.21632679,0.47458159,0.12922430,0.34311394,0.30588377,0.00018876,0.18665326,0.01904603,0.69481188
-4.86543272,1.23955291,0.48559852,0.13203591,0.35396950,0.30549802,0.00016927,0.19025851,0.01995443,0.71140454
-4.85942971,1.25905220,0.49470379,0.13447213,0.36345284,0.30457226,0.00015316,0.19322427,0.02076154,0.72583051
-4.85342671,1.27402365,0.50153273,0.13643224,0.37132551,0.30296824,0.00013989,0.19538489,0.02145078,0.73766196
-4.84742371,1.28381319,0.50579729,0.13783425,0.37739276,0.30057225,0.00012896,0.19660458,0.02200760,0.74655029
-4.84142071,1.28792625,0.50729000,0.13861609,0.38150792,0.29729784,0.00011993,0.19677937,0.02241999,0.75223327
-4.83541771,1.28603510,0.50588572,0.13873616,0.38357507,0.29308747,0.00011237,0.19583841,0.02267885,0.75453886
-4.82941471,1.27798054,0.50154094,0.13817322,0.38354995,0.28791318,0.00010594,0.19374427,0.02277832,0.75338573
-4.82341171,1.26376797,0.49429070,0.13692560,0.38143893,0.28177621,0.00010034,0.19049245,0.02271599,0.74878053
-4.81740870,1.24355807,0.48424320,0.13500982,0.37729640,0.27470552,0.00009532,0.18610983,0.02249294,0.74081203
-4.81140570,1.21765267,0.47157239,0.13245875,0.37122042,0.26675541,0.00009067,0.18065242,0.02211370,0.72964264
-4.80540270,1.18647636,0.45650881,0.12931921,0.36334722,0.25800226,0.00008623,0.17420216,0.02158611,0.71549766
-4.79939970,1.15055498,0.43932905,0.12564935,0.35384447,0.24854069,0.00008190,0.16686317,0.02092102,0.69865298
-4.79339670,1.11049186,0.42034445,0.12151584,0.34290404,0.23847917,0.00007759,0.15875742,0.02013191,0.67942172
-4.78739370,1.06694307,0.39988922,0.11699091,0.33073425,0.22793550,0.00007325,0.15002013,0.01923442,0.65814068
-4.78139070,1.02059274,0.37830880,0.11214959,0.31755230,0.21703215,0.00006886,0.14079491,0.01824585,0.63515709
-4.77538769,0.97212957,0.35594871,0.10706700,0.30357693,0.20589193,0.00006442,0.13122908,0.01718458,0.61081642
-4.76938469,0.92222539,0.33314435,0.10181603,0.28902185,0.19463396,0.00005995,0.12146901,0.01606951,0.58545161
-4.76338169,0.87151673,0.31021211,0.09646530,0.27408996,0.18337024,0.00005546,0.11165605,0.01491950,0.55937415
-4.75737869,0.82058973,0.28744203,0.09107763,0.25896874,0.17220284,0.00005100,0.10192278,0.01375288,0.53286742
-4.75137569,0.76996892,0.26509222,0.08570884,0.24382678,0.16122189,0.00004660,0.09239000,0.01258692,0.50618212
-4.74537269,0.72010990,0.24338496,0.08040712,0.22881151,0.15050423,0.00004231,0.08316432,0.01143751,0.47953399
-4.73936968,0.67139576,0.22250466,0.07521271,0.21404815,0.14011290,0.00003815,0.07433652,0.01031881,0.45310362
-4.73336668,0.62413701,0.20259737,0.07015804,0.19963965,0.13009723,0.00003417,0.06598058,0.00924299,0.42703792
-4.72736368,0.57857453,0.18377181,0.06526815,0.18566761,0.12049355,0.00003040,0.05815340,0.00822017,0.40145315
-4.72136068,0.53488493,0.16610156,0.06056138,0.17219395,0.11132633,0.00002685,0.05089514,0.00725827,0.37643894
-4.71535768,0.49318764,0.14962829,0.05605021,0.15926311,0.10260967,0.00002355,0.04423005,0.00636311,0.35206290
-4.70935468,0.45355323,0.13436559,0.05174223,0.14690453,0.09434900,0.00002052,0.03816782,0.00553847,0.32837556
-4.70335168,0.41601213,0.12030324,0.04764109,0.13513534,0.08654283,0.00001774,0.03270512,0.00478623,0.30541506
-4.69734867,0.38056332,0.10741170,0.04374750,0.12396301,0.07918449,0.00001524,0.02782750,0.00410657,0.28321150
-4.69134567,0.34718255,0.09564640,0.04006005,0.11338778,0.07226369,0.00001299,0.02351129,0.00349823,0.26179056
-4.68534267,0.31582952,0.08495189,0.03657597,0.10340484,0.06576798,0.00001100,0.01972563,0.00295869,0.24117636
-4.67933967,0.28645412,0.07526559,0.03329177,0.09400617,0.05968383,0.00000924,0.01643434,0.00248447,0.22139343
-4.67333667,0.25900133,0.06652097,0.03020367,0.08518197,0.05399759,0.00000771,0.01359774,0.00207132,0.20246785
-4.66733367,0.23341492,0.05865036,0.02730792,0.07692173,0.04869609,0.00000639,0.01117429,0.00171453,0.18442761
-4.66133067,0.20964000,0.05158707,0.02460104,0.06921495,0.04376705,0.00000526,0.00912198,0.00140904,0.16730236
-4.65532766,0.18762458,0.04526709,0.02207985,0.06205153,0.03919931,0.00000429,0.00739957,0.00114969,0.15112262
-4.64932466,0.16732032,0.03963031,0.01974152,0.05542199,0.03498284,0.00000348,0.00596752,0.00093136,0.13591887
-4.64332166,0.14868278,0.03462130,0.01758351,0.04931750,0.03110869,0.00000280,0.00478879,0.00074910,0.12172034
