energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.00950475,1.49573210,0.00413995,0.13794803,0.14665272,0.49751489,0.69975257,0.74320720,0.00000000
-5.00350175,1.45705095,0.00379196,0.13123727,0.14182715,0.50120561,0.67970653,0.73166285,0.00000000
-4.99749875,1.42628374,0.00346008,0.12517402,0.13713284,0.50759946,0.66442385,0.72336898,0.00000000
-4.99149575,1.40386779,0.00314822,0.11984772,0.13269170,0.51689615,0.65390131,0.71862824,0.00000000
-4.98549275,1.39012682,0.00285985,0.11533426,0.12862387,0.52925419,0.64808338,0.71768023,0.00000000
-4.97948974,1.38526413,0.00259805,0.11169519,0.12504473,0.54478658,0.64686162,0.72069711,0.00000000
-4.97348674,1.38935838,0.00236544,0.10897722,0.12206210,0.56355753,0.65007516,0.72778087,0.00000000
-4.96748374,1.40236188,0.00216421,0.10721193,0.11977340,0.58557991,0.65751263,0.73896207,0.00000000
-4.96148074,1.42410133,0.00199614,0.10641562,0.11826325,0.61081370,0.66891507,0.75420004,0.00000000
-4.95547774,1.45428079,0.00186263,0.10658943,0.11760120,0.63916532,0.68398010,0.77338442,0.00000000
-4.94947474,1.49248672,0.00176472,0.10771958,0.11783989,0.67048790,0.70236687,0.79633794,0.00000000
-4.94347174,1.53819489,0.00170314,0.10977779,0.11901364,0.70458248,0.72370176,0.82282026,0.00000000
-4.93746873,1.59077888,0.00167837,0.11272182,0.12113737,0.74120005,0.74758459,0.85253273,0.00000000
-4.93146573,1.64951986,0.00169067,0.11649625,0.12420618,0.78004447,0.77359509,0.88512397,0.00000000
-4.92546273,1.71361760,0.00174011,0.12103326,0.12819523,0.82077614,0.80129953,0.92019611,0.00000000
-4.91945973,1.78220238,0.00182667,0.12625371,0.13306035,0.86301649,0.83025713,0.95731156,0.00000000
-4.91345673,1.85434771,0.00195025,0.13206825,0.13873897,0.90635308,0.86002633,0.99600029,0.00000000
-4.90745373,1.92908371,0.00211075,0.13837868,0.14515172,0.95034545,0.89017064,1.03576746,0.00000000
-4.90145073,2.00541118,0.00230813,0.14507939,0.15220445,0.99453151,0.92026406,1.07610144,0.00000000
-4.89544772,2.08231614,0.00254247,0.15205895,0.15979076,1.03843454,0.94989606,1.11648205,0.00000000
-4.88944472,2.15878496,0.00281408,0.15920189,0.16779487,1.08157070,0.97867609,1.15638914,0.00000000
-4.88344172,2.23381993,0.00312355,0.16639058,0.17609495,1.12345693,1.00623771,1.19531137,0.00000000
-4.87743872,2.30645521,0.00347186,0.17350718,0.18456665,1.16361936,1.03224227,1.23275512,0.00000000
-4.87143572,2.37577310,0.00386051,0.18043571,0.19308680,1.20160183,1.05638241,1.26825350,0.00000000
-4.86543272,2.44092020,0.00429157,0.18706416,0.20153722,1.23697474,1.07838517,1.30137531,0.00000000
-4.85942971,2.50112351,0.00476784,0.19328656,0.20980840,1.26934378,1.09801493,1.33173381,0.00000000
-4.85342671,2.55570571,0.00529294,0.19900508,0.21780299,1.29835848,1.11507611,1.35899502,0.00000000
-4.84742371,2.60409944,0.00587137,0.20413194,0.22543893,1.32372038,1.12941548,1.38288537,0.00000000
-4.84142071,2.64585983,0.00650857,0.20859119,0.23265210,1.34519045,1.14092420,1.40319842,0.00000000
-4.83541771,2.68067480,0.00721099,0.21232033,0.23939823,1.36259557,1.14953917,1.41980020,0.00000000
-4.82941471,2.70837243,0.00798604,0.21527157,0.24565419,1.37583363,1.15524387,1.43263302,0.00000000
-4.82341171,2.72892478,0.00884202,0.21741279,0.25141830,1.38487710,1.15806818,1.44171727,0.00000000
-4.81740870,2.74244770,0.00978802,0.21872813,0.25670975,1.38977469,1.15808729,1.44715103,0.00000000
-4.81140570,2.74919617,0.01083370,0.21921814,0.26156710,1.39065083,1.15541938,1.44910727,0.00000000
-4.80540270,2.74955490,0.01198902,0.21889948,0.26604580,1.38770287,1.15022203,1.44782843,0.00000000
-4.79939970,2.74402418,0.01326395,0.21780417,0.27021489,1.38119580,1.14268731,1.44361846,0.00000000
-4.79339670,2.73320122,0.01466798,0.21597838,0.27415291,1.37145461,1.13303559,1.43683234,0.00000000
-4.78739370,2.71775735,0.01620970,0.21348075,0.27794326,1.35885427,1.12150822,1.42786338,0.00000000
-4.78139070,2.69841189,0.01789629,0.21038043,0.28166912,1.34380772,1.10835919,1.41712864,0.00000000
-4.77538769,2.67590362,0.01973289,0.20675463,0.28540833,1.32675209,1.09384619,1.40505304,0.00000000
-4.76938469,2.65096099,0.02172210,0.20268607,0.28922824,1.30813377,1.07822141,1.39205265,0.00000000
-4.76338169,2.62427244,0.02386339,0.19826019,0.29318105,1.28839276,1.06172242,1.37851804,0.00000000
-4.75737869,2.59645818,0.02615255,0.19356237,0.29729975,1.26794712,1.04456372,1.36479833,0.00000000
-4.75137569,2.56804489,0.02858127,0.18867515,0.30159491,1.24717806,1.02692932,1.35118670,0.00000000
-4.74537269,2.53944462,0.03113672,0.18367569,0.30605265,1.22641650,1.00896690,1.33790816,0.00000000
-4.73936968,2.51093913,0.03380138,0.17863347,0.31063374,1.20593164,0.99078370,1.32511027,0.00000000
-4.73336668,2.48267051,0.03655288,0.17360835,0.31527419,1.18592226,0.97244476,1.31285716,0.00000000
-4.72736368,2.45463880,0.03936408,0.16864917,0.31988711,1.16651109,0.95397337,1.30112750,0.00000000
-4.72136068,2.42670690,0.04220339,0.16379279,0.32436602,1.14774274,0.93535402,1.28981642,0.00000000
-4.71535768,2.39861259,0.04503514,0.15906364,0.32858929,1.12958520,0.91653760,1.27874149,0.00000000
-4.70935468,2.36998735,0.04782027,0.15447397,0.33242576,1.11193499,0.89744884,1.26765253,0.00000000
-4.70335168,2.34038104,0.05051712,0.15002449,0.33574111,1.09462578,0.87799544,1.25624485,0.00000000
-4.69734867,2.30929136,0.05308245,0.14570556,0.33840477,1.07743992,0.85807868,1.24417541,0.00000000
-4.69134567,2.27619672,0.05547249,0.14149881,0.34029700,1.06012263,0.83760479,1.23108101,0.00000000
-4.68534267,2.24059089,0.05764420,0.13737905,0.34131590,1.04239786,0.81649675,1.21659792,0.00000000
-4.67933967,2.20201778,0.05955645,0.13331647,0.34138382,1.02398529,0.79470571,1.20038176,0.00000000
-4.67333667,2.16010469,0.06117136,0.12927884,0.34045302,1.00461745,0.77222169,1.18212697,0.00000000
-4.66733367,2.11459241,0.06245543,0.12523385,0.33851007,0.98405631,0.74908279,1.16158468,0.00000000
-4.66133067,2.06536071,0.06338065,0.12115120,0.33557899,0.96210834,0.72538270,1.13857847,0.00000000
-4.65532766,2.01244800,0.06392548,0.11700460,0.33172271,0.93863751,0.70127596,1.11301699,0.00000000
-4.64932466,1.95606429,0.06407558,0.11277332,0.32704282,0.91357542,0.67698072,1.08490309,0.00000000
-4.64332166,1.89659677,0.06382432,0.10844356,0.32167764,0.88692825,0.65277891,1.05433898,0.00000000
-4.63731866,1.83460772,0.06317309,0.10400922,0.31579851,0.85878023,0.62901369,1.02152717,0.00000000
-4.63131566,1.77082490,0.06213126,0.09947232,0.30960452,0.82929338,0.60608420,0.98676733,0.00000000
-4.62531266,1.70612478,0.06071597,0.09484305,0.30331589,0.79870371,0.58443784,0.95044900,0.00000000
-4.61930965,1.64150922,0.05895156,0.09013927,0.29716610,0.76731407,0.56456012,0.91304076,0.00000000
-4.61330665,1.57807658,0.05686883,0.08538575,0.29139340,0.73548400,0.54696259,0.87507611,0.00000000
-4.60730365,1.51698847,0.05450408,0.08061306,0.28623168,0.70361723,0.53216896,0.83713683,0.00000000
-4.60130065,1.45943322,0.05189802,0.07585627,0.28190137,0.67214718,0.52069997,0.79983451,0.00000000
-4.59529765,1.40658757,0.04909451,0.07115342,0.27860066,0.64152142,0.51305724,0.76379081,0.00000000
-4.58929465,1.35957786,0.04613928,0.06654401,0.27649738,0.61218563,0.50970669,0.72961755,0.00000000
-4.58329165,1.31944220,0.04307866,0.06206741,0.27572196,0.58456777,0.51106195,0.69789699,0.00000000
-4.57728864,1.28709472,0.03995832,0.05776146,0.27636177,0.55906313,0.51746808,0.66916333,0.00000000
-4.57128564,1.26329327,0.03682212,0.05366106,0.27845702,0.53602088,0.52918625,0.64388586,0.00000000
-4.56528264,1.24861148,0.03371110,0.04979714,0.28199855,0.51573253,0.54637982,0.62245438,0.00000000
-4.55927964,1.24341616,0.03066262,0.04619571,0.28692744,0.49842276,0.56910214,0.60516729,0.00000000
-4.55327664,1.24785065,0.02770966,0.04287724,0.29313665,0.48424287,0.59728677,0.59222271,0.00000000
-4.54727364,1.26182475,0.02488041,0.03985631,0.30047442,0.47326690,0.63074041,0.58371279,0.00000000
-4.54127064,1.28501144,0.02219793,0.03714146,0.30874946,0.46549060,0.66913895,0.57962133,0.00000000
-4.53526763,1.31685059,0.01968009,0.03473536,0.31773762,0.46083300,0.71202708,0.57982467,0.00000000
-4.52926463,1.35655953,0.01733969,0.03263507,0.32718971,0.45914045,0.75882166,0.58409571,0.00000000
-4.52326163,1.40315017,0.01518466,0.03083259,0.33684019,0.46019285,0.80881907,0.59211089,0.00000000
-4.51725863,1.45545226,0.01321846,0.02931545,0.34641629,0.46371173,0.86120656,0.60345980,0.00000000
-4.51125563,1.51214209,0.01144060,0.02806746,0.35564717,0.46936970,0.91507752,0.61765706,0.00000000
-4.50525263,1.57177575,0.00984712,0.02706941,0.36427272,0.47680100,0.96945047,0.63415602,0.00000000
-4.49924962,1.63282604,0.00843121,0.02629990,0.37205168,0.48561258,1.02329130,0.65236396,0.00000000
-4.49324662,1.69372196,0.00718384,0.02573602,0.37876852,0.49539544,1.07553821,0.67165812,0.00000000
