energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.89794897,2.28808994,-0.31100490,0.46361775,-0.07970492,0.78565908,-0.03975075,0.00070437,-0.00101529,0.64768664,-0.04184593,0.05585860,-0.00417675,0.36346221,-0.09055644,0.11428475,-0.02403522,0.12638173,-0.04645139
-5.89194597,2.33574270,-0.29976136,0.48213581,-0.07958667,0.80180476,-0.03759855,0.00070229,-0.00090487,0.66268782,-0.04049502,0.05648579,-0.00384093,0.36789095,-0.08699939,0.11803957,-0.02288172,0.12823441,-0.04537618
-5.88594297,2.37644597,-0.29018514,0.49993951,-0.07967335,0.81515430,-0.03573425,0.00070492,-0.00080793,0.67527001,-0.03936788,0.05685442,-0.00358286,0.37142536,-0.08406969,0.12217529,-0.02210140,0.12977839,-0.04430867
-5.87993997,2.41014690,-0.28251876,0.51700853,-0.08004179,0.82554595,-0.03418652,0.00071315,-0.00072480,0.68534748,-0.03850445,0.05697981,-0.00340980,0.37414609,-0.08184100,0.12675872,-0.02172363,0.13103842,-0.04327246
-5.87393697,2.43701181,-0.27701605,0.53336342,-0.08077829,0.83289621,-0.03298374,0.00072780,-0.00065558,0.69290537,-0.03794826,0.05688322,-0.00332912,0.37616568,-0.08038772,0.13185498,-0.02177559,0.13205188,-0.04229479
-5.86793397,2.45743121,-0.27394332,0.54906787,-0.08197755,0.83720630,-0.03215453,0.00074963,-0.00060017,0.69800277,-0.03774669,0.05659108,-0.00334847,0.37762784,-0.07978519,0.13752619,-0.02228223,0.13286796,-0.04140649
-5.86193097,2.47201696,-0.27357878,0.56422975,-0.08374107,0.83856548,-0.03172798,0.00077929,-0.00055831,0.70077321,-0.03795095,0.05613407,-0.00347588,0.37870575,-0.08010952,0.14383025,-0.02326622,0.13354655,-0.04064164
-5.85592796,2.48159118,-0.27621016,0.57900059,-0.08617488,0.83715104,-0.03173384,0.00081735,-0.00052960,0.70142237,-0.03861581,0.05554603,-0.00371985,0.37959926,-0.08143682,0.15081972,-0.02474762,0.13415659,-0.04003704
-5.84992496,2.48716725,-0.28213027,0.59357367,-0.08938675,0.83322501,-0.03220232,0.00086428,-0.00051350,0.70022317,-0.03979896,0.05486288,-0.00408939,0.38053116,-0.08384190,0.15854066,-0.02674343,0.13477420,-0.03963139
-5.84392196,2.48992343,-0.29163078,0.60818030,-0.09348281,0.82712748,-0.03316373,0.00092046,-0.00050938,0.69750846,-0.04156005,0.05412139,-0.00459391,0.38174241,-0.08739638,0.16703153,-0.02926701,0.13548035,-0.03946438
-5.83791896,2.49116982,-0.30499406,0.62308469,-0.09856379,0.81926706,-0.03464790,0.00098620,-0.00051649,0.69366139,-0.04395941,0.05335813,-0.00524317,0.38348644,-0.09216632,0.17632219,-0.03232729,0.13635842,-0.03957551
-5.83191596,2.49230987,-0.32248358,0.63857702,-0.10472099,0.81010868,-0.03668328,0.00106171,-0.00053403,0.68910404,-0.04705640,0.05260839,-0.00604697,0.38602274,-0.09820949,0.18643280,-0.03592799,0.13749145,-0.04000282
-5.82591296,2.49479759,-0.34433310,0.65496512,-0.11203200,0.80015935,-0.03929594,0.00114716,-0.00056111,0.68428464,-0.05090755,0.05190527,-0.00701496,0.38960968,-0.10557225,0.19737283,-0.04006672,0.13895940,-0.04078157
-5.81990995,2.50009208,-0.37073512,0.67256486,-0.12055657,0.78995242,-0.04250842,0.00124267,-0.00059678,0.67966381,-0.05556440,0.05127889,-0.00815617,0.39449696,-0.11428635,0.20914012,-0.04473412,0.14083632,-0.04194286
-5.81390695,2.50961087,-0.40182911,0.69168934,-0.13033257,0.78003094,-0.04633842,0.00134832,-0.00064001,0.67570047,-0.06107132,0.05075581,-0.00947863,0.40091780,-0.12436578,0.22171991,-0.04991321,0.14318760,-0.04351227
-5.80790395,2.52468367,-0.43769016,0.71263732,-0.14137249,0.77093086,-0.05079758,0.00146418,-0.00068974,0.67283771,-0.06746308,0.05035856,-0.01098881,0.40908104,-0.13580370,0.23508405,-0.05557872,0.14606740,-0.04550868
-5.80190095,2.54650817,-0.47831851,0.73568127,-0.15366045,0.76316458,-0.05589024,0.00159031,-0.00074483,0.67148931,-0.07476263,0.05010541,-0.01269112,0.41916356,-0.14856994,0.24919027,-0.06169691,0.14951631,-0.04794310
-5.79589795,2.57610948,-0.52363084,0.76105534,-0.16715009,0.75720552,-0.06161236,0.00172678,-0.00080412,0.67202727,-0.08297894,0.05001026,-0.01458727,0.43130323,-0.16260895,0.26398163,-0.06822556,0.15355935,-0.05081784
-5.78989495,2.61430444,-0.57345369,0.78894377,-0.18176344,0.75347423,-0.06795064,0.00187368,-0.00086642,0.67477068,-0.09210509,0.05008268,-0.01667579,0.44559261,-0.17783854,0.27938624,-0.07511440,0.15820436,-0.05412586
-5.78389195,2.66167235,-0.62751972,0.81947030,-0.19739088,0.75232647,-0.07488197,0.00203112,-0.00093050,0.67997646,-0.10211682,0.05032811,-0.01895145,0.46207372,-0.19414959,0.29531722,-0.08230597,0.16344093,-0.05785039
-5.77788894,2.71853291,-0.68546721,0.85268890,-0.21389240,0.75404358,-0.08237314,0.00219921,-0.00099517,0.68783204,-0.11297151,0.05074810,-0.02140481,0.48073414,-0.21140667,0.31167299,-0.08973697,0.16923981,-0.06196498
-5.77188594,2.78493224,-0.74684320,0.88857645,-0.23110019,0.75882547,-0.09038110,0.00237809,-0.00105926,0.69845037,-0.12460782,0.05134071,-0.02402187,0.50150460,-0.22944989,0.32833802,-0.09733998,0.17555296,-0.06643379
-5.76588294,2.86063755,-0.81111051,0.92702769,-0.24882242,0.76678633,-0.09885355,0.00256790,-0.00112164,0.71186725,-0.13694596,0.05210086,-0.02678386,0.52425815,-0.24809777,0.34518387,-0.10504566,0.18231420,-0.07121227
-5.75987994,2.94514068,-0.87765866,0.96785284,-0.26684850,0.77795311,-0.10773001,0.00276874,-0.00118128,0.72804107,-0.14988882,0.05302076,-0.02966717,0.54881119,-0.26715129,0.36207080,-0.11278527,0.18944050,-0.07624822
-5.75387694,3.03767028,-0.94581857,1.01077801,-0.28495527,0.79226676,-0.11694348,0.00298069,-0.00123726,0.74685496,-0.16332378,0.05409041,-0.03264345,0.57492617,-0.28639891,0.37884970,-0.12049345,0.19683383,-0.08148312
-5.74787394,3.13721248,-1.01488066,1.05544879,-0.30291432,0.80958600,-0.12642233,0.00320374,-0.00128880,0.76812124,-0.17712541,0.05529796,-0.03567997,0.60231610,-0.30562242,0.39536445,-0.12811120,0.20438361,-0.08685379
-5.74187094,3.24253903,-1.08411596,1.10143668,-0.32049999,0.82969359,-0.13609279,0.00343777,-0.00133531,0.79158787,-0.19115885,0.05663017,-0.03874013,0.63065059,-0.32460359,0.41145464,-0.13558879,0.21196960,-0.09229428
-5.73586793,3.35224216,-1.15279933,1.14824847,-0.33749782,0.85230455,-0.14588154,0.00368253,-0.00137637,0.81694684,-0.20528393,0.05807287,-0.04178421,0.65956336,-0.34313106,0.42695853,-0.14288860,0.21946524,-0.09773787
-5.72986493,3.46477481,-1.22023398,1.19533819,-0.35371311,0.87707623,-0.15571865,0.00393758,-0.00141179,0.84384402,-0.21935971,0.05961126,-0.04477028,0.68866090,-0.36100748,0.44171622,-0.14998762,0.22674122,-0.10311924
-5.72386193,3.57849471,-1.28577630,1.24212113,-0.36897934,0.90361967,-0.16554047,0.00420226,-0.00144160,0.87189014,-0.23324956,0.06123039,-0.04765532,0.71753205,-0.37805643,0.45557280,-0.15687957,0.23366921,-0.10837660
-5.71785893,3.69171079,-1.34885987,1.28798956,-0.38316584,0.93151187,-0.17529248,0.00447568,-0.00146605,0.90067261,-0.24682628,0.06291547,-0.05039644,0.74575800,-0.39412876,0.46838158,-0.16357631,0.24012561,-0.11345373
-5.71185593,3.80273021,-1.40901738,1.33232935,-0.39618468,0.96030859,-0.18493197,0.00475664,-0.00148564,0.92976750,-0.25997721,0.06465221,-0.05295221,0.77292264,-0.40910823,0.48000705,-0.17010866,0.24599515,-0.11830180
-5.70585293,3.90990417,-1.46589963,1.37453697,-0.40799622,0.98955701,-0.19443022,0.00504368,-0.00150107,0.95875151,-0.27260908,0.06642720,-0.05528400,0.79862260,-0.42291588,0.49032762,-0.17652630,0.25117422,-0.12288100
-5.69984992,4.01167101,-1.51929033,1.41403599,-0.41861309,1.01880807,-0.20377426,0.00533502,-0.00151322,0.98721325,-0.28465236,0.06822816,-0.05735737,0.82247686,-0.43551311,0.49923803,-0.18289684,0.25557380,-0.12716176
-5.69384692,4.10659499,-1.56911594,1.45029259,-0.42810247,1.04762790,-0.21296794,0.00562858,-0.00152317,1.01476357,-0.29606477,0.07004423,-0.05914328,0.84413551,-0.44690321,0.50665133,-0.18930404,0.25912189,-0.13112551
-5.68784392,4.19339941,-1.61544998,1.48282929,-0.43658641,1.07560793,-0.22203230,0.00592199,-0.00153209,1.04104448,-0.30683395,0.07186619,-0.06061925,0.86328751,-0.45713119,0.51250035,-0.19584508,0.26176528,-0.13476510
-5.68184092,4.27099306,-1.65851131,1.51123651,-0.44424020,1.10237349,-0.23100514,0.00621263,-0.00154128,1.06573640,-0.31697891,0.07368665,-0.06177030,0.87966705,-0.46628189,0.51673876,-0.20262715,0.26347069,-0.13808458
-5.67583792,4.33848931,-1.69865643,1.53518131,-0.45128878,1.12759055,-0.23993977,0.00649768,-0.00155208,1.08856345,-0.32655042,0.07550011,-0.06258962,0.89305866,-0.47447654,0.51934161,-0.20976333,0.26422529,-0.14109864
-5.66983492,4.39521721,-1.73636587,1.55441336,-0.45800126,1.15097046,-0.24890304,0.00677414,-0.00156583,1.10929674,-0.33562992,0.07730301,-0.06307905,0.90330066,-0.48186768,0.52030547,-0.21736800,0.26403633,-0.14383146
-5.66383192,4.44072492,-1.77222536,1.56876772,-0.46468375,1.17227259,-0.25797262,0.00703894,-0.00158385,1.12775547,-0.34432733,0.07909363,-0.06324915,0.91028728,-0.48863297,0.51964812,-0.22555192,0.26293032,-0.14631527
-5.65782891,4.47477534,-1.80690253,1.57816457,-0.47167078,1.19130499,-0.26723377,0.00728900,-0.00160742,1.14380605,-0.35277755,0.08087188,-0.06311903,0.91396916,-0.49496791,0.51740795,-0.23441728,0.26095149,-0.14858848
-5.65182591,4.49733489,-1.84112007,1.58260613,-0.47931549,1.20792299,-0.27677563,0.00752129,-0.00163770,1.15735928,-0.36113598,0.08263904,-0.06271587,0.91435257,-0.50107796,0.51364304,-0.24405286,0.25815974,-0.15069363
-5.64582291,4.50855622,-1.87562684,1.58217089,-0.48797902,1.22202619,-0.28668740,0.00773296,-0.00167575,1.16836591,-0.36957308,0.08439730,-0.06207412,0.91149741,-0.50717042,0.50843007,-0.25452961,0.25462818,-0.15267521
-5.63981991,4.50875593,-1.91116799,1.57700584,-0.49801935,1.23355397,-0.29705434,0.00792137,-0.00172249,1.17681088,-0.37826830,0.08614926,-0.06123443,0.90551399,-0.51344646,0.50186298,-0.26589673,0.25044040,-0.15457739
-5.63381691,4.49838874,-1.94845562,1.56731688,-0.50977997,1.24247991,-0.30795410,0.00808420,-0.00177875,1.18270673,-0.38740358,0.08789735,-0.06024242,0.89655905,-0.52009352,0.49405162,-0.27817861,0.24568753,-0.15644192
-5.62781391,4.47801940,-1.98814116,1.55335824,-0.52357881,1.24880562,-0.31945339,0.00821953,-0.00184523,1.18608640,-0.39715681,0.08964314,-0.05914721,0.88483097,-0.52727872,0.48512014,-0.29137260,0.24046526,-0.15830621
-5.62181091,4.44829387,-2.03079078,1.53542130,-0.53969747,1.25255423,-0.33160518,0.00832585,-0.00192250,1.18699616,-0.40769523,0.09138666,-0.05799991,0.87056434,-0.53514319,0.47520543,-0.30544779,0.23487088,-0.16020162
-5.61580790,4.40991114,-2.07686463,1.51382348,-0.55837132,1.25376419,-0.34444668,0.00840213,-0.00201110,1.18548887,-0.41916946,0.09312575,-0.05685197,0.85402428,-0.54379782,0.46445532,-0.32034490,0.22900059,-0.16215226
-5.60980490,4.36359691,-2.12670079,1.48889763,-0.57978055,1.25248368,-0.35799802,0.00844788,-0.00211149,1.18161821,-0.43170791,0.09485537,-0.05575366,0.83550039,-0.55332031,0.45302673,-0.33597708,0.22294693,-0.16417404
-5.60380190,4.31008040,-2.18050427,1.46098241,-0.60404240,1.24876589,-0.37226183,0.00846310,-0.00222415,1.17543398,-0.44541219,0.09656712,-0.05475252,0.81530066,-0.56375370,0.44108364,-0.35223180,0.21679668,-0.16627424
-5.59779890,4.25007503,-2.23834120,1.43041403,-0.63120477,1.24266575,-0.38722368,0.00844829,-0.00234954,1.16697907,-0.46035331,0.09824885,-0.05389202,0.79374536,-0.57510634,0.42879484,-0.36897352,0.21062909,-0.16845153
-5.59179590,4.18426375,-2.30013826,1.39751961,-0.66124128,1.23423794,-0.40285312,0.00840448,-0.00248820,1.15628796,-0.47656898,0.09988442,-0.05321034,0.77116108,-0.58735295,0.41633160,-0.38604713,0.20451450,-0.17069632
-5.58579290,4.11328929,-2.36568664,1.36261227,-0.69404809,1.22353663,-0.41910551,0.00833314,-0.00264071,1.14338711,-0.49406201,0.10145372,-0.05273935,0.74787499,-0.60043695,0.40386499,-0.40328188,0.19851346,-0.17299152
-5.57978989,4.03774952,-2.43465034,1.32598803,-0.72944233,1.21061668,-0.43592419,0.00823615,-0.00280775,1.12829705,-0.51279970,0.10293292,-0.05250392,0.72420933,-0.61427338,0.39156309,-0.42049575,0.19267623,-0.17531357
-5.57378689,3.95819750,-2.50657778,1.28792449,-0.76716248,1.19553635,-0.45324298,0.00811578,-0.00299005,1.11103609,-0.53271425,0.10429494,-0.05252143,0.70047640,-0.62875266,0.37958808,-0.43749994,0.18704273,-0.17763368
-5.56778389,3.87514610,-2.58091601,1.24868099,-0.80687055,1.17836116,-0.47098866,0.00797460,-0.00318843,1.09162537,-0.55370416,0.10551020,-0.05280147,0.67697379,-0.64374448,0.36809311,-0.45410338,0.18164282,-0.17991921
-5.56178089,3.78907608,-2.65702678,1.20850021,-0.84815636,1.15916870,-0.48908337,0.00781547,-0.00340372,1.07009494,-0.57563636,0.10654758,-0.05334601,0.65398030,-0.65910188,0.35721928,-0.47011710,0.17649687,-0.18213510
-5.55577789,3.70044704,-2.73420351,1.16761074,-0.89054370,1.13805401,-0.50744664,0.00764144,-0.00363673,1.04649054,-0.59834909,0.10737559,-0.05414959,0.63175222,-0.67466530,0.34709256,-0.48535832,0.17161667,-0.18424528
-5.54977489,3.60971008,-2.81168872,1.12623034,-0.93349860,1.11513492,-0.52599687,0.00745571,-0.00388818,1.02088040,-0.62165527,0.10796366,-0.05519990,0.61052024,-0.69026630,0.33782100,-0.49965416,0.16700643,-0.18621397
-5.54377189,3.51732109,-2.88869106,1.08456956,-0.97643951,1.09055723,-0.54465230,0.00726164,-0.00415867,0.99336190,-0.64534639,0.10828351,-0.05647849,0.59048694,-0.70573104,0.32949220,-0.51284494,0.16266395,-0.18800687
-5.53776888,3.42375349,-2.96440183,1.04283523,-1.01874932,1.06449889,-0.56333125,0.00706264,-0.00444854,0.96406728,-0.66919663,0.10831064,-0.05796171,0.57182492,-0.72088347,0.32217116,-0.52478703,0.15858181,-0.18959222
-5.53176588,3.32950945,-3.03801057,1.00123362,-1.05978906,1.03717320,-0.58195175,0.00686218,-0.00475783,0.93316822,-0.69296724,0.10802560,-0.05962169,0.55467548,-0.73554806,0.31589880,-0.53535529,0.15474862,-0.19094157
-5.52576288,3.23512853,-3.10871968,0.95997292,-1.09891302,1.00883024,-0.60043064,0.00666375,-0.00508617,0.90087876,-0.71641106,0.10741525,-0.06142753,0.53914795,-0.74955246,0.31069098,-0.54444499,0.15115009,-0.19203048
-5.51975988,3.14119309,-3.17575807,0.91926471,-1.13548488,0.97975674,-0.61868220,0.00647083,-0.00543272,0.86745632,-0.73927710,0.10647381,-0.06334645,0.52531969,-0.76272983,0.30653836,-0.55197347,0.14777013,-0.19283898
-5.51375688,3.04832963,-3.23839397,0.87932441,-1.16889447,0.95027377,-0.63661661,0.00628689,-0.00579613,0.83320059,-0.76131513,0.10520353,-0.06534499,0.51323654,-0.77492125,0.30340700,-0.55788138,0.14459165,-0.19335191
-5.50775388,2.95720596,-3.29594706,0.84037048,-1.19857473,0.92073258,-0.65413836,0.00611533,-0.00617444,0.79845013,-0.78228034,0.10361518,-0.06739019,0.50291394,-0.78597804,0.30123977,-0.56213362,0.14159738,-0.19355906
-5.50175088,2.86852397,-3.34780003,0.80262242,-1.22401808,0.89150841,-0.67114501,0.00595950,-0.00656513,0.76357693,-0.80193790,0.10172806,-0.06945071,0.49433842,-0.79576423,0.29995851,-0.56472004,0.13877030,-0.19345527
-5.49574787,2.78300816,-3.39340979,0.76629761,-1.24479189,0.86299249,-0.68752634,0.00582264,-0.00696507,0.72897872,-0.82006751,0.09956970,-0.07149776,0.48746965,-0.80415915,0.29946698,-0.56565577,0.13609412,-0.19304043
-5.48974487,2.70139030,-3.43231820,0.73160714,-1.26055225,0.83558255,-0.70316432,0.00570785,-0.00737056,0.69506962,-0.83646794,0.09717519,-0.07350601,0.48224272,-0.81106017,0.29965435,-0.56498133,0.13355341,-0.19231932
-5.48374187,2.62439093,-3.46416250,0.69875088,-1.27105551,0.80967218,-0.71793405,0.00561807,-0.00777746,0.66226926,-0.85096145,0.09458604,-0.07545428,0.47857080,-0.81638543,0.30039919,-0.56276236,0.13113369,-0.19130151
-5.47773887,2.55269832,-3.48868516,0.66791196,-1.27616714,0.78563934,-0.73170566,0.00555603,-0.00818118,0.63099092,-0.86339804,0.09184891,-0.07732604,0.47634790,-0.82007666,0.30157381,-0.55908905,0.12882135,-0.19000111
-5.47173587,2.48694601,-3.50574286,0.63925096,-1.27586742,0.76383462,-0.74434745,0.00552420,-0.00857690,0.60162903,-0.87365966,0.08901389,-0.07910971,0.47545177,-0.82210172,0.30304868,-0.55407505,0.12660355,-0.18843649
-5.46573287,2.42768976,-3.51531441,0.61290023,-1.27025368,0.74456964,-0.75573009,0.00552474,-0.00895961,0.57454676,-0.88166399,0.08613280,-0.08079880,0.47574680,-0.82245689,0.30469679,-0.54785594,0.12446798,-0.18662986
-5.45972986,2.37538503,-3.51750695,0.58895849,-1.25953890,0.72810606,-0.76573173,0.00555946,-0.00932438,0.55006401,-0.88736793,0.08325719,-0.08239178,0.47708683,-0.82116862,0.30639771,-0.54058724,0.12240266,-0.18460691
-5.45372686,2.33036610,-3.51256016,0.56748613,-1.24404674,0.71464570,-0.77424403,0.00562977,-0.00966641,0.52844642,-0.89077060,0.08043653,-0.08389178,0.47931777,-0.81829463,0.30804114,-0.53244175,0.12039570,-0.18239620
-5.44772386,2.29282769,-3.50084787,0.54850139,-1.22420302,0.70432212,-0.78117852,0.00573660,-0.00998129,0.50989589,-0.89191563,0.07771633,-0.08530612,0.48228005,-0.81392415,0.30952994,-0.52360644,0.11843512,-0.18002856
-5.44172086,2.26280999,-3.48287652,0.53197775,-1.20052404,0.69719408,-0.78647315,0.00588040,-0.01026511,0.49454295,-0.89089270,0.07513656,-0.08664564,0.48581079,-0.80817720,0.31078217,-0.51427870,0.11650868,-0.17753635
-5.43571786,2.24018792,-3.45928027,0.51784256,-1.17360211,0.69324101,-0.79009849,0.00606108,-0.01051462,0.48244130,-0.88783798,0.07273024,-0.08792394,0.48974562,-0.80120286,0.31173246,-0.50466224,0.11460386,-0.17495266
-5.42971486,2.22466514,-3.43081216,0.50597721,-1.14408884,0.69236097,-0.79206324,0.00627797,-0.01072738,0.47356483,-0.88293351,0.07052238,-0.08915645,0.49392025,-0.79317641,0.31233232,-0.49496248,0.11270778,-0.17231046
-5.42371186,2.21577329,-3.39833130,0.49621869,-1.11267679,0.69437090,-0.79241847,0.00652983,-0.01090183,0.46780725,-0.87640523,0.06852927,-0.09035950,0.49817180,-0.78429544,0.31254964,-0.48538167,0.11080729,-0.16964163
-5.41770885,2.21287660,-3.36278597,0.48836270,-1.08008016,0.69900947,-0.79126037,0.00681480,-0.01103739,0.46498428,-0.86851955,0.06675817,-0.09154928,0.50233986,-0.77477506,0.31236725,-0.47611398,0.10888908,-0.16697611
-5.41170585,2.21518208,-3.32519278,0.48216819,-1.04701516,0.70594233,-0.78873104,0.00713044,-0.01113448,0.46483845,-0.85957846,0.06520740,-0.09274090,0.50626739,-0.76484215,0.31178089,-0.46734046,0.10693988,-0.16434096
-5.40570285,2.22175490,-3.28661217,0.47736309,-1.01418071,0.71476970,-0.78501706,0.00747368,-0.01119455,0.46704623,-0.84991300,0.06386680,-0.09394741,0.50980151,-0.75472911,0.31079650,-0.45922429,0.10494668,-0.16175957
-5.39969985,2.23153887,-3.24812082,0.47365126,-0.98224013,0.72503609,-0.78034587,0.00784091,-0.01122002,0.47122742,-0.83987538,0.06271852,-0.09517896,0.51279439,-0.74466708,0.30942722,-0.45190630,0.10289699,-0.15925094
-5.39369685,2.24338126,-3.21078159,0.47072020,-0.95180424,0.73624187,-0.77497970,0.00822798,-0.01121425,0.47695623,-0.82982962,0.06173818,-0.09644200,0.51510408,-0.73487903,0.30769022,-0.44550110,0.10077918,-0.15682915
-5.38769385,2.25606156,-3.17561193,0.46824948,-0.92341650,0.74785636,-0.76920741,0.00863021,-0.01118140,0.48377390,-0.82014104,0.06089623,-0.09773878,0.51659561,-0.72557299,0.30560358,-0.44009378,0.09858269,-0.15450299
-5.38169085,2.26832299,-3.14355176,0.46591936,-0.89754039,0.75933207,-0.76333441,0.00904249,-0.01112636,0.49120217,-0.81116496,0.06015944,-0.09906684,0.51714226,-0.71693551,0.30318350,-0.43573741,0.09629844,-0.15227573
-5.37568784,2.27890619,-3.11543198,0.46341959,-0.87454934,0.77011966,-0.75767102,0.00945931,-0.01105458,0.49875746,-0.80323479,0.05949261,-0.10041880,0.51662707,-0.70912586,0.30044190,-0.43245148,0.09391903,-0.15014527
-5.36968484,2.28658378,-3.09194481,0.46045775,-0.85471950,0.77968312,-0.75251989,0.00987482,-0.01097190,0.50596483,-0.79665013,0.05886015,-0.10178235,0.51494469,-0.70227094,0.29738480,-0.43022118,0.09143905,-0.14810429
-5.36368184,2.29019485,-3.07361726,0.45676723,-0.83822521,0.78751477,-0.74816292,0.01028293,-0.01088440,0.51237173,-0.79166524,0.05822772,-0.10314043,0.51200340,-0.69646137,0.29401125,-0.42899772,0.08885530,-0.14614081
-5.35767884,2.28867819,-3.06078894,0.45211420,-0.82513749,0.79314950,-0.74484849,0.01067738,-0.01079822,0.51756070,-0.78847848,0.05756371,-0.10447164,0.50772742,-0.69174862,0.29031326,-0.42869965,0.08616698,-0.14423880
-5.35167584,2.28110326,-3.05359535,0.44630359,-0.81542519,0.79617792,-0.74277962,0.01105185,-0.01071938,0.52116076,-0.78722320,0.05684054,-0.10575079,0.50205929,-0.68814355,0.28627636,-0.42921505,0.08337588,-0.14237902
-5.34567284,2.26669775,-3.05195768,0.43918389,-0.80895895,0.79625786,-0.74210357,0.01140003,-0.01065359,0.52285722,-0.78796055,0.05603577,-0.10694978,0.49496233,-0.68561636,0.28188108,-0.43040469,0.08048647,-0.14053993
