energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.33966983,3.02686742,0.01857628,0.34924276,0.20056337,1.21352893,0.76077547,0.02396478,1.86167088
-5.33366683,3.02303094,0.01880740,0.35313433,0.20419279,1.22052905,0.75279890,0.02418324,1.85890330
-5.32766383,3.01290658,0.01897933,0.35575383,0.20719468,1.22284781,0.74558567,0.02433497,1.85090167
-5.32166083,2.99593556,0.01907873,0.35697847,0.20946347,1.22023570,0.73911757,0.02440828,1.83734477
-5.31565783,2.97183004,0.01909548,0.35672073,0.21091062,1.21255986,0.73342924,0.02439379,1.81808359
-5.30965483,2.94057898,0.01902288,0.35493098,0.21146684,1.19981012,0.72860543,0.02428460,1.79314426
-5.30365183,2.90244376,0.01885774,0.35159899,0.21108360,1.18210099,0.72477542,0.02407643,1.76272498
-5.29764882,2.85794359,0.01860039,0.34675421,0.20973406,1.15966980,0.72210463,0.02376768,1.72718702
-5.29164582,2.80783132,0.01825453,0.34046481,0.20741339,1.13287080,0.72078376,0.02335942,1.68704029
-5.28564282,2.75306060,0.01782699,0.33283549,0.20413841,1.10216546,0.72101590,0.02285528,1.64292391
-5.27963982,2.69474567,0.01732743,0.32400419,0.19994664,1.06810930,0.72300225,0.02226127,1.59558259
-5.27363682,2.63411540,0.01676787,0.31413771,0.19489482,1.03133576,0.72692708,0.02158560,1.54583982
-5.26763382,2.57246357,0.01616223,0.30342643,0.18905683,0.99253758,0.73294262,0.02083833,1.49456886
-5.26163082,2.51109731,0.01552580,0.29207841,0.18252127,0.95244642,0.74115460,0.02003109,1.44266264
-5.25562781,2.45128578,0.01487466,0.28031291,0.17538868,0.91181140,0.75160936,0.01917668,1.39100377
-5.24962481,2.39421136,0.01422511,0.26835374,0.16776846,0.87137737,0.76428299,0.01828869,1.34043585
-5.24362181,2.34092506,0.01359316,0.25642252,0.15977569,0.83186354,0.77907328,0.01738107,1.29173694
-5.23761881,2.29230814,0.01299395,0.24473220,0.15152793,0.79394337,0.79579497,0.01646778,1.24559638
-5.23161581,2.24904134,0.01244136,0.23348102,0.14314205,0.75822623,0.81417864,0.01556234,1.20259559
-5.22561281,2.21158283,0.01194754,0.22284709,0.13473120,0.72524153,0.83387341,0.01467751,1.16319352
-5.21960980,2.18015575,0.01152265,0.21298383,0.12640210,0.69542580,0.85445363,0.01382495,1.12771712
-5.21360680,2.15474557,0.01117459,0.20401635,0.11825259,0.66911306,0.87542915,0.01301496,1.09635714
-5.20760380,2.13510718,0.01090889,0.19603886,0.11036961,0.64652880,0.89625906,0.01225622,1.06916900
-5.20160080,2.12078132,0.01072861,0.18911325,0.10282763,0.62778764,0.91636820,0.01155567,1.04607871
-5.19559780,2.11111910,0.01063436,0.18326879,0.09568750,0.61289462,0.93516588,0.01091840,1.02689324
-5.18959480,2.10531370,0.01062447,0.17850287,0.08899586,0.60175007,0.95206589,0.01034759,1.01131473
-5.18359180,2.10243738,0.01069509,0.17478285,0.08278497,0.59415765,0.96650706,0.00984458,0.99895784
-5.17758879,2.10148212,0.01084044,0.17204875,0.07707307,0.58983522,0.97797332,0.00940892,0.98936928
-5.17158579,2.10140203,0.01105310,0.17021672,0.07186509,0.58842796,0.98601246,0.00903854,0.98204865
-5.16558279,2.10115555,0.01132430,0.16918312,0.06715375,0.58952335,0.99025270,0.00872989,0.97646951
-5.15957979,2.09974553,0.01164425,0.16882900,0.06292102,0.59266706,0.99041625,0.00847819,0.97210000
-5.15357679,2.09625556,0.01200247,0.16902478,0.05913977,0.59737943,0.98632947,0.00827767,0.96842191
-5.14757379,2.08988110,0.01238811,0.16963496,0.05577553,0.60317162,0.97792889,0.00812180,0.96494759
-5.14157079,2.07995411,0.01279021,0.17052267,0.05278843,0.60956102,0.96526314,0.00800356,0.96123409
-5.13556778,2.06596054,0.01319807,0.17155386,0.05013506,0.61608521,0.94849050,0.00791568,0.95689418
-5.12956478,2.04755015,0.01360136,0.17260107,0.04777028,0.62231413,0.92787244,0.00785091,0.95160381
-5.12356178,2.02453861,0.01399043,0.17354659,0.04564893,0.62785999,0.90376331,0.00780219,0.94510618
-5.11755878,1.99690234,0.01435638,0.17428498,0.04372724,0.63238483,0.87659678,0.00776283,0.93721242
-5.11155578,1.96476660,0.01469122,0.17472489,0.04196421,0.63560546,0.84686968,0.00772669,0.92779920
-5.10555278,1.92838800,0.01498791,0.17479024,0.04032250,0.63729597,0.81512389,0.00768829,0.91680375
-5.09954977,1.88813261,0.01524039,0.17442067,0.03876927,0.63728781,0.78192719,0.00764285,0.90421671
-5.09354677,1.84445090,0.01544361,0.17357154,0.03727661,0.63546781,0.74785385,0.00758638,0.89007359
-5.08754377,1.79785123,0.01559347,0.17221324,0.03582182,0.63177445,0.71346565,0.00751569,0.87444538
-5.08154077,1.74887320,0.01568680,0.17033033,0.03438737,0.62619273,0.67929431,0.00742834,0.85742900
-5.07553777,1.69806223,0.01572130,0.16792019,0.03296077,0.61874817,0.64582576,0.00732266,0.83913813
-5.06953477,1.64594668,0.01569550,0.16499169,0.03153422,0.60950033,0.61348694,0.00719766,0.81969511
-5.06353177,1.59301850,0.01560867,0.16156365,0.03010418,0.59853627,0.58263547,0.00705300,0.79922404
-5.05752876,1.53971815,0.01546084,0.15766339,0.02867080,0.58596435,0.55355254,0.00688890,0.77784578
-5.05152576,1.48642432,0.01525269,0.15332544,0.02723743,0.57190871,0.52643908,0.00670610,0.75567454
-5.04552276,1.43344862,0.01498558,0.14859033,0.02581003,0.55650449,0.50141522,0.00650576,0.73281658
-5.03951976,1.38103509,0.01466149,0.14350357,0.02439662,0.53989419,0.47852300,0.00628945,0.70937047
-5.03351676,1.32936428,0.01428303,0.13811490,0.02300684,0.52222500,0.45773178,0.00605904,0.68542909
-5.02751376,1.27856118,0.01385339,0.13247762,0.02165149,0.50364711,0.43894635,0.00581669,0.66108274
-5.02151076,1.22870638,0.01337638,0.12664819,0.02034221,0.48431296,0.42201697,0.00556479,0.63642325
-5.01550775,1.17984944,0.01285633,0.12068579,0.01909117,0.46437722,0.40675096,0.00530594,0.61154855
-5.00950475,1.13202357,0.01229813,0.11465215,0.01791088,0.44399728,0.39292528,0.00504289,0.58656734
-5.00350175,1.08526070,0.01170711,0.10861116,0.01681402,0.42333404,0.38029953,0.00477854,0.56160342
-4.99749875,1.03960592,0.01108900,0.10262866,0.01581333,0.40255284,0.36862879,0.00451590,0.53679951
-4.99149575,0.99513066,0.01044989,0.09677203,0.01492157,0.38182426,0.35767585,0.00425805,0.51231999
-4.98549275,0.95194370,0.00979603,0.09110975,0.01415140,0.36132468,0.34722228,0.00400813,0.48835273
-4.97948974,0.91019969,0.00913382,0.08571082,0.01351543,0.34123642,0.33707807,0.00376930,0.46510956
-4.97348674,0.87010481,0.00846962,0.08064407,0.01302608,0.32174748,0.32708952,0.00354468,0.44282555
-4.96748374,0.83191929,0.00780965,0.07597736,0.01269564,0.30305078,0.31714508,0.00333736,0.42175710
-4.96148074,0.79595700,0.00715986,0.07177674,0.01253612,0.28534292,0.30717924,0.00315031,0.40217896
-4.95547774,0.76258217,0.00652581,0.06810548,0.01255925,0.26882259,0.29717425,0.00298640,0.38438029
-4.94947474,0.73220360,0.00591257,0.06502308,0.01277642,0.25368856,0.28715997,0.00284830,0.36866008
-4.94347174,0.70526676,0.00532461,0.06258436,0.01319858,0.24013750,0.27721186,0.00273849,0.35532204
-4.93746873,0.68224426,0.00476574,0.06083849,0.01383625,0.22836166,0.26744739,0.00265918,0.34466926
-4.93146573,0.66362518,0.00423906,0.05982813,0.01469951,0.21854647,0.25802121,0.00261234,0.33699879
-4.92546273,0.64990378,0.00374695,0.05958869,0.01579800,0.21086813,0.24911926,0.00259961,0.33259637
-4.91945973,0.64156798,0.00329103,0.06014763,0.01714098,0.20549132,0.24095228,0.00262234,0.33173143
-4.91345673,0.63908809,0.00287224,0.06152395,0.01873755,0.20256698,0.23374882,0.00268152,0.33465232
-4.90745373,0.64290593,0.00249081,0.06372777,0.02059674,0.20223011,0.22774825,0.00277783,0.34158208
-4.90145073,0.65342471,0.00214640,0.06676004,0.02272779,0.20459768,0.22319377,0.00291158,0.35271440
-4.89544772,0.67099961,0.00183812,0.07061236,0.02514045,0.20976652,0.22032579,0.00308276,0.36820998
-4.88944472,0.69592916,0.00156464,0.07526687,0.02784520,0.21781113,0.21937562,0.00329100,0.38819304
-4.88344172,0.72844727,0.00132425,0.08069631,0.03085365,0.22878139,0.22055973,0.00353563,0.41274793
-4.87743872,0.76871584,0.00111499,0.08686403,0.03417866,0.24270003,0.22407444,0.00381565,0.44191571
-4.87143572,0.81681774,0.00093472,0.09372418,0.03783458,0.25956002,0.23009107,0.00412976,0.47569062
-4.86543272,0.87275008,0.00078120,0.10122179,0.04183723,0.27932168,0.23875162,0.00447635,0.51401634
-4.85942971,0.93641759,0.00065217,0.10929304,0.04620379,0.30190963,0.25016476,0.00485354,0.55678213
-4.85342671,1.00762616,0.00054542,0.11786549,0.05095235,0.32720982,0.26440216,0.00525915,0.60381872
-4.84742371,1.08607657,0.00045885,0.12685831,0.05610136,0.35506650,0.28149525,0.00569074,0.65489430
-4.84142071,1.17135864,0.00039048,0.13618274,0.06166869,0.38527965,0.30143216,0.00614558,0.70971067
-4.83541771,1.26294612,0.00033854,0.14574242,0.06767042,0.41760283,0.32415521,0.00662066,0.76789994
-4.82941471,1.36019275,0.00030144,0.15543406,0.07411939,0.45174197,0.34955869,0.00711271,0.82902205
-4.82341171,1.46233007,0.00027781,0.16514812,0.08102352,0.48735513,0.37748739,0.00761818,0.89256364
-4.81740870,1.56846762,0.00026647,0.17476977,0.08838385,0.52405379,0.40773577,0.00813322,0.95793860
-4.81140570,1.67759612,0.00026645,0.18418003,0.09619261,0.56140572,0.44004820,0.00865377,1.02449083
-4.80540270,1.78859428,0.00027695,0.19325723,0.10443119,0.59893969,0.47412017,0.00917546,1.09149946
-4.79939970,1.90023986,0.00029735,0.20187869,0.11306829,0.63615227,0.50960098,0.00969374,1.15818710
-4.79339670,2.01122517,0.00032712,0.20992272,0.12205829,0.67251658,0.54609769,0.01020386,1.22373094
-4.78739370,2.12017741,0.00036587,0.21727085,0.13134002,0.70749305,0.58318077,0.01070091,1.28727716
-4.78139070,2.22568355,0.00041323,0.22381031,0.14083606,0.74054199,0.62039118,0.01117988,1.34795810
-4.77538769,2.32631963,0.00046887,0.22943669,0.15045262,0.77113760,0.65724899,0.01163574,1.40491226
-4.76938469,2.42068360,0.00053247,0.23405663,0.16008018,0.79878303,0.69326331,0.01206350,1.45730625
-4.76338169,2.50743093,0.00060362,0.23759057,0.16959494,0.82302591,0.72794334,0.01245830,1.50435826
-4.75737869,2.58531160,0.00068189,0.23997535,0.17886098,0.84347377,0.76081017,0.01281548,1.54536205
-4.75137569,2.65320729,0.00076669,0.24116656,0.18773325,0.85980868,0.79140893,0.01313067,1.57971043
-4.74537269,2.71016695,0.00085733,0.24114054,0.19606125,0.87180028,0.81932096,0.01339991,1.60691731
-4.73936968,2.75543929,0.00095298,0.23989593,0.20369323,0.87931667,0.84417534,0.01361970,1.62663711
-4.73336668,2.78850062,0.00105265,0.23745459,0.21048092,0.88233247,0.86565948,0.01378709,1.63868059
-4.72736368,2.80907643,0.00115519,0.23386188,0.21628433,0.88093351,0.88352821,0.01389973,1.64302611
-4.72136068,2.81715564,0.00125931,0.22918627,0.22097670,0.87531770,0.89761104,0.01395598,1.63982562
-4.71535768,2.81299651,0.00136360,0.22351810,0.22444910,0.86579199,0.90781715,0.01395488,1.62940477
-4.70935468,2.79712358,0.00146651,0.21696768,0.22661470,0.85276516,0.91413809,0.01389624,1.61225696
-4.70335168,2.77031556,0.00156643,0.20966273,0.22741229,0.83673673,0.91664780,0.01378060,1.58903124
-4.69734867,2.73358437,0.00166170,0.20174509,0.22680903,0.81828219,0.91550010,0.01360927,1.56051440
-4.69134567,2.68814590,0.00175068,0.19336705,0.22480221,0.79803512,0.91092369,0.01338430,1.52760777
-4.68534267,2.63538369,0.00183176,0.18468724,0.22141992,0.77666674,0.90321484,0.01310844,1.49129962
-4.67933967,2.57680680,0.00190341,0.17586630,0.21672070,0.75486373,0.89272807,0.01278510,1.45263408
-4.67333667,2.51400349,0.00196427,0.16706255,0.21079202,0.73330526,0.87986517,0.01241832,1.41267800
-4.66733367,2.44859255,0.00201314,0.15842771,0.20374785,0.71263992,0.86506303,0.01201271,1.37248679
-4.66133067,2.38217426,0.00204906,0.15010290,0.19572531,0.69346370,0.84878059,0.01157333,1.33307079
-4.65532766,2.31628272,0.00207133,0.14221512,0.18688058,0.67629978,0.83148561,0.01110572,1.29536351
-4.64932466,2.25234151,0.00207952,0.13487417,0.17738432,0.66158099,0.81364150,0.01061574,1.26019288
-4.64332166,2.19162429,0.00207352,0.12817029,0.16741674,0.64963565,0.79569483,0.01010953,1.22825669
-4.63731866,2.13522171,0.00205350,0.12217250,0.15716260,0.64067735,0.77806376,0.00959344,1.20010324
-4.63131566,2.08401565,0.00201997,0.11692766,0.14680619,0.63479901,0.76112791,0.00907391,1.17611765
-4.62531266,2.03866181,0.00197369,0.11246033,0.13652670,0.63197156,0.74521978,0.00855745,1.15651459
-4.61930965,1.99958064,0.00191570,0.10877332,0.12649390,0.63204718,0.73061808,0.00805049,1.14133731
-4.61330665,1.96695703,0.00184729,0.10584895,0.11686443,0.63476686,0.71754294,0.00755934,1.13046303
-4.60730365,1.94074803,0.00176989,0.10365089,0.10777862,0.63977211,0.70615324,0.00709007,1.12361421
-4.60130065,1.92069820,0.00168513,0.10212648,0.09935810,0.64662011,0.69654578,0.00664845,1.12037515
-4.59529765,1.90636139,0.00159469,0.10120944,0.09170395,0.65480175,0.68875647,0.00623983,1.12021302
-4.58929465,1.89712785,0.00150032,0.10082281,0.08489559,0.66376170,0.68276310,0.00586907,1.12250229
-4.58329165,1.89225518,0.00140375,0.10088204,0.07899029,0.67291969,0.67848960,0.00554046,1.12655153
-4.57728864,1.89090166,0.00130667,0.10129803,0.07402314,0.68169214,0.67581160,0.00525760,1.13163121
-4.57128564,1.89216043,0.00121065,0.10198009,0.07000765,0.68951310,0.67456274,0.00502335,1.13700152
-4.56528264,1.89509302,0.00111716,0.10283862,0.06693665,0.69585384,0.67454169,0.00483976,1.14193877
-4.55927964,1.89876087,0.00102747,0.10378753,0.06478356,0.70024020,0.67551941,0.00470796,1.14575968
-4.55327664,1.90225383,0.00094268,0.10474621,0.06350400,0.70226709,0.67724642,0.00462820,1.14784231
-4.54727364,1.90471455,0.00086368,0.10564121,0.06303750,0.70160973,0.67945985,0.00459970,1.14764320
-4.54127064,1.90535825,0.00079114,0.10640734,0.06330952,0.69803116,0.68189004,0.00462072,1.14471022
-4.53526763,1.90348756,0.00072551,0.10698844,0.06423354,0.69138609,0.68426659,0.00468852,1.13869070
-4.52926463,1.89850236,0.00066704,0.10733772,0.06571324,0.68162092,0.68632372,0.00479942,1.12933520
-4.52326163,1.88990494,0.00061578,0.10741773,0.06764481,0.66877034,0.68780495,0.00494878,1.11649689
-4.51725863,1.87730091,0.00057158,0.10720009,0.06991933,0.65295082,0.68846709,0.00513117,1.10012704
-4.51125563,1.86039661,0.00053414,0.10666490,0.07242517,0.63435144,0.68808371,0.00534038,1.08026734
-4.50525263,1.83899374,0.00050303,0.10580006,0.07505039,0.61322277,0.68644798,0.00556961,1.05703965
-4.49924962,1.81298221,0.00047767,0.10460046,0.07768518,0.58986430,0.68337520,0.00581156,1.03063397
-4.49324662,1.78233187,0.00045743,0.10306717,0.08022417,0.56461127,0.67870494,0.00605866,1.00129557
