energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.93996998,0.43091382,-2.13581882,0.26936988,-0.67362103,0.10607300,-0.68833464,0.00289735,-0.00225242,0.01461631,-0.25100353,0.27067966,-1.15277435,0.00000000,-0.00000000,0.16476174,-0.57308670,0.03682510,-0.11081459
-5.93396698,0.40597829,-2.10016909,0.25315159,-0.65108134,0.09933390,-0.68264778,0.00308933,-0.00197807,0.01523849,-0.23896622,0.25334033,-1.14128530,0.00000000,-0.00000000,0.15434706,-0.56847454,0.03434240,-0.10953054
-5.92796398,0.38371563,-2.06683020,0.23892913,-0.62918993,0.09297320,-0.67757991,0.00330704,-0.00174874,0.01614952,-0.22781171,0.23755326,-1.13042895,0.00000000,-0.00000000,0.14468042,-0.56422681,0.03208039,-0.10847086
-5.92196098,0.36435102,-2.03576195,0.22685977,-0.60801007,0.08706991,-0.67310591,0.00354955,-0.00156249,0.01735373,-0.21756077,0.22345859,-1.12015476,0.00000000,-0.00000000,0.13586197,-0.56035464,0.03005517,-0.10762670
-5.91595798,0.34804867,-2.00679646,0.21705428,-0.58759320,0.08169166,-0.66914229,0.00381523,-0.00141749,0.01885138,-0.20820687,0.21115926,-1.11036127,0.00000000,-0.00000000,0.12797115,-0.55683979,0.02827722,-0.10698373
-5.90995498,0.33490591,-1.97965166,0.20957461,-0.56798085,0.07689245,-0.66555271,0.00410177,-0.00131209,0.02063805,-0.19971831,0.20071799,-1.10090222,0.00000000,-0.00000000,0.12106447,-0.55363577,0.02675121,-0.10652276
-5.90395198,0.32494933,-1.95394971,0.20443261,-0.54920673,0.07271104,-0.66215613,0.00440608,-0.00124489,0.02270413,-0.19204105,0.19215557,-1.09159513,0.00000000,-0.00000000,0.11517407,-0.55067046,0.02547596,-0.10622038
-5.89794897,0.31813328,-1.92923977,0.20158982,-0.53129883,0.06916996,-0.65873689,0.00472431,-0.00121475,0.02503432,-0.18510217,0.18545049,-1.08223183,0.00000000,-0.00000000,0.11030713,-0.54785040,0.02444461,-0.10604994
-5.89194597,0.31434044,-1.90502380,0.20095834,-0.51428170,0.06627511,-0.65505643,0.00505192,-0.00122076,0.02760736,-0.17881379,0.18053985,-1.07259060,0.00000000,-0.00000000,0.10644610,-0.54506621,0.02364495,-0.10598254
-5.88594297,0.31338456,-1.88078447,0.20240265,-0.49817869,0.06401592,-0.65086590,0.00538369,-0.00126226,0.03039576,-0.17307741,0.17732145,-1.06244911,0.00000000,-0.00000000,0.10354962,-0.54219915,0.02305994,-0.10598820
-5.87993997,0.31501511,-1.85601354,0.20574260,-0.48301416,0.06236603,-0.64591904,0.00571387,-0.00133873,0.03336587,-0.16778836,0.17565702,-1.05159761,0.00000000,-0.00000000,0.10155418,-0.53912823,0.02266830,-0.10603708
-5.87393697,0.31892382,-1.83023923,0.21075736,-0.46881560,0.06128450,-0.63998481,0.00603631,-0.00144979,0.03647802,-0.16284039,0.17537629,-1.03985156,0.00000000,-0.00000000,0.10037644,-0.53573760,0.02244522,-0.10610060
-5.86793397,0.32475275,-1.80305137,0.21719033,-0.45561539,0.06071731,-0.63285885,0.00634461,-0.00159506,0.03968698,-0.15813008,0.17628203,-1.02706287,0.00000000,-0.00000000,0.09991596,-0.53192356,0.02236320,-0.10615252
-5.86193097,0.33210391,-1.77412274,0.22475508,-0.44345221,0.06059935,-0.62437351,0.00663231,-0.00177409,0.04294260,-0.15356090,0.17815573,-1.01312925,0.00000000,-0.00000000,0.10005852,-0.52760102,0.02239289,-0.10616988
-5.85592796,0.34054996,-1.74322568,0.23314204,-0.43237185,0.06085659,-0.61440576,0.00689311,-0.00198626,0.04619068,-0.14904688,0.18076375,-0.99800090,0.00000000,-0.00000000,0.10067962,-0.52270874,0.02250395,-0.10613369
-5.84992496,0.34964582,-1.71024299,0.24202601,-0.42242726,0.06140847,-0.60288270,0.00712103,-0.00223066,0.04937413,-0.14451564,0.18386391,-0.98168437,0.00000000,-0.00000000,0.10164832,-0.51721313,0.02266597,-0.10602931
-5.84392196,0.35894082,-1.67517269,0.25107419,-0.41367791,0.06217048,-0.58978452,0.00731065,-0.00250601,0.05243428,-0.13991072,0.18721221,-0.96424304,0.00000000,-0.00000000,0.10283112,-0.51111041,0.02284931,-0.10584668
-5.83791896,0.36799106,-1.63812645,0.25995458,-0.40618816,0.06305669,-0.57514470,0.00745728,-0.00281055,0.05531232,-0.13519310,0.19056952,-0.94579446,0.00000000,-0.00000000,0.10409585,-0.50442687,0.02302590,-0.10558012
-5.83191596,0.37637161,-1.59932185,0.26834456,-0.40002482,0.06398237,-0.55904772,0.00755713,-0.00314197,0.05795094,-0.13034187,0.19370806,-0.92650458,0.00000000,-0.00000000,0.10531542,-0.49721733,0.02317001,-0.10522790
-5.82591296,0.38368818,-1.55906914,0.27593930,-0.39525390,0.06486645,-0.54162433,0.00760743,-0.00349731,0.06029596,-0.12535413,0.19641753,-0.90657914,0.00000000,-0.00000000,0.10637139,-0.48956179,0.02325891,-0.10479160
-5.81990995,0.38958780,-1.51775319,0.28245984,-0.39193656,0.06563382,-0.52304488,0.00760657,-0.00387297,0.06229791,-0.12024404,0.19851062,-0.88625289,0.00000000,-0.00000000,0.10715706,-0.48156060,0.02327338,-0.10427520
-5.81390695,0.39376836,-1.47581198,0.28766039,-0.39012458,0.06621739,-0.50351101,0.00755411,-0.00426469,0.06391364,-0.11504112,0.19982775,-0.86577716,0.00000000,-0.00000000,0.10758034,-0.47332836,0.02319821,-0.10368410
-5.80790395,0.39598652,-1.43371260,0.29133477,-0.38985546,0.06655991,-0.48324633,0.00745086,-0.00466751,0.06510764,-0.10978798,0.20024105,-0.84540657,0.00000000,-0.00000000,0.10756586,-0.46498696,0.02302248,-0.10302403
-5.80190095,0.39606379,-1.39192652,0.29332161,-0.39114737,0.06661539,-0.46248655,0.00729879,-0.00507589,0.06585321,-0.10453753,0.19965723,-0.82538563,0.00000000,-0.00000000,0.10705677,-0.45665827,0.02273977,-0.10230002
-5.79589795,0.39389068,-1.35090521,0.29350819,-0.39399438,0.06635021,-0.44146963,0.00710106,-0.00548374,0.06613336,-0.09934984,0.19801949,-0.80593590,0.00000000,-0.00000000,0.10601574,-0.44845679,0.02234819,-0.10151546
-5.78989495,0.38942871,-1.31105751,0.29183267,-0.39836202,0.06574378,-0.42042648,0.00686182,-0.00588457,0.06594135,-0.09428877,0.19530836,-0.78724468,0.00000000,-0.00000000,0.10442545,-0.44048281,0.02185039,-0.10067130
-5.78389195,0.38271037,-1.27273009,0.28828476,-0.40418363,0.06478889,-0.39957255,0.00658619,-0.00627161,0.06528088,-0.08941867,0.19154142,-0.76945547,0.00000000,-0.00000000,0.10228849,-0.43281646,0.02125337,-0.09976550
-5.77788894,0.37383705,-1.23619161,0.28290477,-0.41135768,0.06349160,-0.37910085,0.00628004,-0.00663796,0.06416599,-0.08480110,0.18677212,-0.75266100,0.00000000,-0.00000000,0.09962662,-0.42551291,0.02056822,-0.09879272
-5.77188594,0.36297506,-1.20162153,0.27578097,-0.41974620,0.06187081,-0.35917649,0.00594982,-0.00697681,0.06262051,-0.08049185,0.18108766,-0.73689897,0.00000000,-0.00000000,0.09647968,-0.41859909,0.01980985,-0.09774428
-5.76588294,0.35035022,-1.16910390,0.26704571,-0.42917458,0.05995754,-0.33993297,0.00560248,-0.00728160,0.06067727,-0.07653833,0.17460608,-0.72215069,0.00000000,-0.00000000,0.09290387,-0.41207203,0.01899658,-0.09660847
-5.75987994,0.33624093,-1.13862615,0.25687010,-0.43943280,0.05779390,-0.32147032,0.00524518,-0.00754626,0.05837696,-0.07297746,0.16747283,-0.70834269,0.00000000,-0.00000000,0.08896993,-0.40589880,0.01814974,-0.09537103
-5.75387694,0.32097046,-1.11008281,0.24545788,-0.45027811,0.05543190,-0.30385493,0.00488524,-0.00776536,0.05576683,-0.06983410,0.15985689,-0.69535095,0.00000000,-0.00000000,0.08476088,-0.40001822,0.01729326,-0.09401590
-5.74787394,0.30489861,-1.08328362,0.23303847,-0.46143915,0.05293209,-0.28712096,0.00452993,-0.00793430,0.05289915,-0.06712005,0.15194659,-0.68300758,0.00000000,-0.00000000,0.08036982,-0.39434393,0.01645324,-0.09252614
-5.74187094,0.28841312,-1.05796549,0.21985975,-0.47262136,0.05036217,-0.27127314,0.00418637,-0.00804948,0.04982967,-0.06483371,0.14394543,-0.67110954,0.00000000,-0.00000000,0.07589755,-0.38876882,0.01565754,-0.09088496
-5.73586793,0.27192122,-1.03380746,0.20618065,-0.48351364,0.04779555,-0.25629067,0.00386145,-0.00810839,0.04661599,-0.06296027,0.13606800,-0.65942867,0.00000000,-0.00000000,0.07145037,-0.38317051,0.01493544,-0.08907681
-5.72986493,0.25584167,-1.01044776,0.19226401,-0.49379592,0.04530997,-0.24213184,0.00356176,-0.00810973,0.04331603,-0.06147248,0.12853603,-0.64772276,0.00000000,-0.00000000,0.06713796,-0.37741738,0.01431723,-0.08708838
-5.72386193,0.24059739,-0.98750196,0.17836998,-0.50314744,0.04298620,-0.22873920,0.00329351,-0.00805344,0.03998660,-0.06033198,0.12157484,-0.63574684,0.00000000,-0.00000000,0.06307151,-0.37137511,0.01383392,-0.08490962
-5.71785893,0.22660892,-0.96458135,0.16475001,-0.51125548,0.04090689,-0.21604472,0.00306257,-0.00794070,0.03668215,-0.05949093,0.11541012,-0.62326425,0.00000000,-0.00000000,0.05936203,-0.36491306,0.01351696,-0.08253447
-5.71185593,0.21428891,-0.94131071,0.15164179,-0.51782408,0.03915552,-0.20397498,0.00287447,-0.00777389,0.03345374,-0.05889410,0.11026511,-0.61005699,0.00000000,-0.00000000,0.05611896,-0.35791047,0.01339789,-0.07996155
-5.70585293,0.20403738,-0.91734451,0.13926511,-0.52258269,0.03781545,-0.19245579,0.00273438,-0.00755652,0.03034828,-0.05848105,0.10635817,-0.59593482,0.00000000,-0.00000000,0.05344905,-0.35026197,0.01350811,-0.07719454
-5.69984992,0.19623799,-0.89238111,0.12781879,-0.52529406,0.03696919,-0.18141632,0.00264722,-0.00729308,0.02740799,-0.05818856,0.10390063,-0.58074291,0.00000000,-0.00000000,0.05145536,-0.34188228,0.01387855,-0.07424229
-5.69384692,0.19125492,-0.86617429,0.11747853,-0.52576147,0.03669770,-0.17079246,0.00261763,-0.00698892,0.02467016,-0.05795302,0.10309492,-0.56436762,0.00000000,-0.00000000,0.05023660,-0.33270983,0.01453931,-0.07111884
-5.68784392,0.18943044,-0.83854194,0.10839581,-0.52383460,0.03707971,-0.16052935,0.00265010,-0.00665006,0.02216711,-0.05771269,0.10413277,-0.54674042,0.00000000,-0.00000000,0.04988640,-0.32270938,0.01551932,-0.06784305
-5.68184092,0.19108277,-0.80937164,0.10069750,-0.51941425,0.03819117,-0.15058310,0.00274894,-0.00628301,0.01992646,-0.05740991,0.10719353,-0.52783986,0.00000000,-0.00000000,0.05049277,-0.31187325,0.01684585,-0.06443812
-5.67583792,0.19650406,-0.77862317,0.09448623,-0.51245531,0.04010459,-0.14092163,0.00291836,-0.00589457,0.01797147,-0.05699292,0.11244239,-0.50769155,0.00000000,-0.00000000,0.05213752,-0.30022158,0.01854399,-0.06093100
-5.66983492,0.20595847,-0.74632812,0.08984133,-0.50296817,0.04288838,-0.13152477,0.00316245,-0.00549163,0.01632161,-0.05641745,0.12002841,-0.48636649,0.00000000,-0.00000000,0.05489556,-0.28780131,0.02063614,-0.05735154
-5.66383192,0.21967989,-0.71258678,0.08682009,-0.49101839,0.04660607,-0.12238377,0.00348521,-0.00508098,0.01499320,-0.05564793,0.13008237,-0.46397781,0.00000000,-0.00000000,0.05883417,-0.27468429,0.02314126,-0.05373174
-5.65782891,0.23786944,-0.67756279,0.08545924,-0.47672464,0.05131545,-0.11350017,0.00389049,-0.00466921,0.01400008,-0.05465825,0.14271445,-0.44067616,0.00000000,-0.00000000,0.06401200,-0.26096451,0.02607429,-0.05010485
-5.65182591,0.26069257,-0.64147584,0.08577659,-0.46025505,0.05706759,-0.10488438,0.00438197,-0.00426247,0.01335427,-0.05343221,0.15801159,-0.41664423,0.00000000,-0.00000000,0.07047802,-0.24675461,0.02944535,-0.04650455
-5.64582291,0.28827575,-0.60459302,0.08777258,-0.44182211,0.06390577,-0.09655390,0.00496305,-0.00386646,0.01306666,-0.05196343,0.17603476,-0.39209050,0.00000000,-0.00000000,0.07827026,-0.23218208,0.03325911,-0.04296419
-5.63981991,0.32070297,-0.56721921,0.09143176,-0.42167634,0.07186436,-0.08853150,0.00563677,-0.00348628,0.01314753,-0.05025507,0.19681613,-0.36724266,0.00000000,-0.00000000,0.08741437,-0.21738502,0.03751406,-0.03951613
-5.63381691,0.35801198,-0.52968703,0.09672408,-0.40009899,0.08096766,-0.08084336,0.00640565,-0.00312642,0.01360699,-0.04831902,0.22035632,-0.34234096,0.00000000,-0.00000000,0.09792226,-0.20250799,0.04220198,-0.03619116
-5.62781391,0.40019065,-0.49234684,0.10360599,-0.37739406,0.09122877,-0.07351731,0.00727161,-0.00279075,0.01445531,-0.04617497,0.24662188,-0.31763180,0.00000000,-0.00000000,0.10979055,-0.18769785,0.04730744,-0.03301813
-5.62181091,0.44717359,-0.45555709,0.11202143,-0.35387995,0.10264858,-0.06658128,0.00823570,-0.00248253,0.01570303,-0.04384918,0.27554314,-0.29336176,0.00000000,-0.00000000,0.12299926,-0.17309996,0.05280754,-0.03002362
-5.61580790,0.49883936,-0.41967550,0.12190260,-0.32988115,0.11521493,-0.06006195,0.00929801,-0.00220447,0.01736100,-0.04137309,0.30701269,-0.26977220,0.00000000,-0.00000000,0.13751059,-0.15885474,0.05867181,-0.02723186
-5.60980490,0.55500839,-0.38505120,0.13317072,-0.30572018,0.12890202,-0.05398371,0.01045744,-0.00195876,0.01944016,-0.03878194,0.34088458,-0.24709476,0.00000000,-0.00000000,0.15326804,-0.14509470,0.06486230,-0.02466469
-5.60380190,0.61544209,-0.35201813,0.14573668,-0.28171005,0.14367014,-0.04836794,0.01171153,-0.00174722,0.02195128,-0.03611326,0.37697441,-0.22554760,0.00000000,-0.00000000,0.17019585,-0.13194210,0.07133404,-0.02234165
-5.59779890,0.67984315,-0.32088979,0.15950183,-0.25814762,0.15946571,-0.04323250,0.01305625,-0.00157134,0.02490449,-0.03340553,0.41506050,-0.20533262,0.00000000,-0.00000000,0.18819899,-0.11950716,0.07803560,-0.02028020
-5.59179590,0.74785730,-0.29195525,0.17435884,-0.23530789,0.17622182,-0.03859154,0.01448587,-0.00143241,0.02830873,-0.03069688,0.45488613,-0.18663351,0.00000000,-0.00000000,0.20716359,-0.10788687,0.08491005,-0.01849592
-5.58579290,0.81907663,-0.26547664,0.19019274,-0.21343951,0.19385910,-0.03445558,0.01599278,-0.00133162,0.03217115,-0.02802399,0.49616290,-0.16961463,0.00000000,-0.00000000,0.22695800,-0.09716435,0.09189604,-0.01700284
-5.57978989,0.89304440,-0.24168767,0.20688220,-0.19276139,0.21228705,-0.03083166,0.01756741,-0.00127019,0.03649638,-0.02542117,0.53857521,-0.15442061,0.00000000,-0.00000000,0.24743445,-0.08740879,0.09892913,-0.01581365
-5.57378689,0.96926140,-0.22079332,0.22430104,-0.17346065,0.23140570,-0.02772378,0.01919813,-0.00124940,0.04128587,-0.02291965,0.58178572,-0.14117653,0.00000000,-0.00000000,0.26843123,-0.07867574,0.10594329,-0.01493999
-5.56778389,1.04719364,-0.20297035,0.24232002,-0.15569165,0.25110760,-0.02513328,0.02087127,-0.00127072,0.04653719,-0.02054713,0.62544165,-0.12998857,0.00000000,-0.00000000,0.28977542,-0.07100781,0.11287244,-0.01439257
-5.56178089,1.12628111,-0.18836838,0.26080882,-0.13957616,0.27127999,-0.02305937,0.02257111,-0.00133587,0.05224338,-0.01832755,0.66918177,-0.12094486,0.00000000,-0.00000000,0.31128611,-0.06443564,0.11965209,-0.01418133
-5.55577789,1.20594745,-0.17711138,0.27963823,-0.12520442,0.29180712,-0.02149961,0.02428004,-0.00144682,0.05839240,-0.01628103,0.71264374,-0.11411652,0.00000000,-0.00000000,0.33277789,-0.05897901,0.12622086,-0.01431540
-5.54977489,1.28561004,-0.16929929,0.29868248,-0.11263702,0.31257253,-0.02045033,0.02597870,-0.00160586,0.06496661,-0.01442410,0.75547169,-0.10955869,0.00000000,-0.00000000,0.35406453,-0.05464802,0.13252201,-0.01480300
-5.54377189,1.36469025,-0.16500961,0.31782154,-0.10190731,0.33346118,-0.01990702,0.02764626,-0.00181560,0.07194241,-0.01276996,0.79732353,-0.10731133,0.00000000,-0.00000000,0.37496285,-0.05144424,0.13850465,-0.01565120
-5.53776888,1.44262338,-0.16429871,0.33694337,-0.09302425,0.35436132,-0.01986456,0.02926072,-0.00207889,0.07929001,-0.01132903,0.83787790,-0.10739989,0.00000000,-0.00000000,0.39529631,-0.04936189,0.14412489,-0.01686560
-5.53176588,1.51886797,-0.16720278,0.35594597,-0.08597541,0.37516599,-0.02031743,0.03079937,-0.00239888,0.08697326,-0.01010940,0.87684038,-0.10983553,0.00000000,-0.00000000,0.41489848,-0.04838870,0.14934658,-0.01844989
-5.52576288,1.59291403,-0.17373835,0.37473912,-0.08073011,0.39577404,-0.02125969,0.03223919,-0.00277888,0.09494973,-0.00911749,0.91394871,-0.11461519,0.00000000,-0.00000000,0.43361606,-0.04850675,0.15414182,-0.02040531
-5.51975988,1.66428996,-0.18390231,0.39324565,-0.07724236,0.41609060,-0.02268496,0.03355744,-0.00322231,0.10317082,-0.00835863,0.94897685,-0.12172118,0.00000000,-0.00000000,0.45131142,-0.04969303,0.15849113,-0.02273013
-5.51375688,1.73256785,-0.19767146,0.41140220,-0.07545361,0.43602702,-0.02458625,0.03473218,-0.00373263,0.11158205,-0.00783761,0.98173768,-0.13112062,0.00000000,-0.00000000,0.46786447,-0.05191981,0.16238330,-0.02541905
-5.50775388,1.79736705,-0.21500171,0.42915934,-0.07529519,0.45550022,-0.02695572,0.03574290,-0.00431318,0.12012347,-0.00755918,1.01208424,-0.14276463,0.00000000,-0.00000000,0.48317389,-0.05515487,0.16581495,-0.02846265
-5.50175088,1.85835584,-0.23582697,0.44648099,-0.07669043,0.47443156,-0.02978439,0.03657109,-0.00496715,0.12873021,-0.00752844,1.03990950,-0.15658753,0.00000000,-0.00000000,0.49715767,-0.05936152,0.16878979,-0.03184688
-5.49574787,1.91525132,-0.26005785,0.46334314,-0.07955636,0.49274532,-0.03306182,0.03720082,-0.00569734,0.13733312,-0.00775107,1.06514473,-0.17250597,0.00000000,-0.00000000,0.50975294,-0.06449848,0.17131770,-0.03555270
-5.48974487,1.96781764,-0.28758047,0.47973192,-0.08380502,0.51036689,-0.03677579,0.03761929,-0.00650615,0.14585952,-0.00823351,1.08775648,-0.19041829,0.00000000,-0.00000000,0.52091521,-0.07051979,0.17341359,-0.03955579
-5.48374187,2.01586269,-0.31825527,0.49564100,-0.08934447,0.52722088,-0.04091196,0.03781728,-0.00739533,0.15423408,-0.00898282,1.10774245,-0.21020421,0.00000000,-0.00000000,0.53061705,-0.07737455,0.17509622,-0.04382652
-5.47773887,2.05923376,-0.35191616,0.51106852,-0.09607947,0.54322927,-0.04545363,0.03778952,-0.00836591,0.16237981,-0.01000656,1.12512650,-0.23172479,0.00000000,-0.00000000,0.53884641,-0.08500679,0.17638698,-0.04833004
-5.47173587,2.09781245,-0.38837008,0.52601373,-0.10391189,0.55830986,-0.05038152,0.03753498,-0.00941804,0.17021914,-0.01131233,1.13995299,-0.25482295,0.00000000,-0.00000000,0.54560467,-0.09335530,0.17730864,-0.05302659
-5.46573287,2.13150932,-0.42739698,0.54047343,-0.11274094,0.57237520,-0.05567358,0.03705704,-0.01055084,0.17767515,-0.01290731,1.15228097,-0.27932444,0.00000000,-0.00000000,0.55090466,-0.10235362,0.17788434,-0.05787211
-5.45972986,2.16025891,-0.46875030,0.55443862,-0.12246330,0.58533209,-0.06130494,0.03636344,-0.01176226,0.18467286,-0.01479759,1.16217839,-0.30503934,0.00000000,-0.00000000,0.55476874,-0.11193008,0.17813660,-0.06281892
-5.45372686,2.18401538,-0.51215805,0.56789147,-0.13297315,0.59708197,-0.06724789,0.03546626,-0.01304895,0.19114067,-0.01698738,1.16971689,-0.33176401,0.00000000,-0.00000000,0.55722720,-0.12200806,0.17808669,-0.06781670
-5.44772386,2.20274961,-0.55732433,0.58080297,-0.14416220,0.60752213,-0.07347195,0.03438159,-0.01440617,0.19701185,-0.01947825,1.17496742,-0.35928353,0.00000000,-0.00000000,0.55831699,-0.13250625,0.17775419,-0.07281353
-5.44172086,2.21644786,-0.60393141,0.59313146,-0.15591975,0.61654783,-0.07994401,0.03312923,-0.01582763,0.20222618,-0.02226829,1.17799702,-0.38737442,0.00000000,-0.00000000,0.55808110,-0.14333920,0.17715682,-0.07775710
-5.43571786,2.22511247,-0.65164223,0.60482233,-0.16813293,0.62405543,-0.08662856,0.03173217,-0.01730542,0.20673158,-0.02535126,1.17886700,-0.41580767,0.00000000,-0.00000000,0.55656844,-0.15441790,0.17631064,-0.08259594
-5.42971486,2.22876477,-0.70010332,0.61580890,-0.18068695,0.62994632,-0.09348797,0.03021607,-0.01882998,0.21048576,-0.02871593,1.17763285,-0.44435187,0.00000000,-0.00000000,0.55383436,-0.16565052,0.17523042,-0.08728065
-5.42371186,2.22745012,-0.74894814,0.62601473,-0.19346568,0.63413152,-0.10048289,0.02860860,-0.02039002,0.21345782,-0.03234550,1.17434569,-0.47277640,0.00000000,-0.00000000,0.54994180,-0.17694335,0.17393043,-0.09176512
-5.41770885,2.22124502,-0.79780082,0.63535729,-0.20635233,0.63653688,-0.10757269,0.02693880,-0.02197256,0.21562985,-0.03621718,1.16905544,-0.50085466,0.00000000,-0.00000000,0.54496293,-0.18820175,0.17242525,-0.09600756
-5.41170585,2.21026585,-0.84628030,0.64375283,-0.21923049,0.63710845,-0.11471605,0.02523636,-0.02356295,0.21699817,-0.04030209,1.16181550,-0.52836714,0.00000000,-0.00000000,0.53898115,-0.19933131,0.17073091,-0.09997147
-5.40570285,2.19467875,-0.89400500,0.65112229,-0.23198538,0.63581782,-0.12187159,0.02353102,-0.02514503,0.21757455,-0.04456539,1.15268854,-0.55510440,0.00000000,-0.00000000,0.53209327,-0.21023913,0.16886603,-0.10362642
-5.39969985,2.17470985,-0.94059800,0.65739807,-0.24450549,0.63266706,-0.12899873,0.02185184,-0.02670123,0.21738691,-0.04896673,1.14175316,-0.58087005,0.00000000,-0.00000000,0.52441166,-0.22083522,0.16685292,-0.10694858
-5.39369685,2.15065503,-0.98569286,0.66253092,-0.25668440,0.62769303,-0.13605858,0.02022670,-0.02821286,0.21647969,-0.05346106,1.12911086,-0.60548347,0.00000000,-0.00000000,0.51606613,-0.23103408,0.16471872,-0.10992111
-5.38769385,2.12288832,-1.02894011,0.66649694,-0.26842305,0.62097055,-0.14301504,0.01868170,-0.02966034,0.21491381,-0.05799975,1.11489269,-0.62878269,0.00000000,-0.00000000,0.50720525,-0.24075636,0.16249621,-0.11253431
-5.38169085,2.09186787,-1.07001445,0.66930373,-0.27963217,0.61261431,-0.14983601,0.01724079,-0.03102362,0.21276592,-0.06253197,1.09926514,-0.65062713,0.00000000,-0.00000000,0.49799689,-0.24993072,0.16022446,-0.11478560
-5.37568784,2.05813864,-1.10862261,0.67099562,-0.29023494,0.60277925,-0.15649472,0.01592533,-0.03228255,0.21012726,-0.06700643,1.08243450,-0.67090050,0.00000000,-0.00000000,0.48862771,-0.25849580,0.15794907,-0.11667937
-5.36968484,2.02233098,-1.14451180,0.67165704,-0.30016980,0.59165909,-0.16297115,0.01475384,-0.03341735,0.20710174,-0.07137326,1.06464927,-0.68951364,0.00000000,-0.00000000,0.47930155,-0.26640219,0.15572202,-0.11822669
-5.36368184,1.98515442,-1.17747841,0.67141403,-0.30939324,0.57948319,-0.16925347,0.01374178,-0.03440915,0.20380357,-0.07558601,1.04620006,-0.70640753,0.00000000,-0.00000000,0.47023643,-0.27361450,0.15360105,-0.11944490
-5.35767884,1.94738633,-1.20737690,0.67043323,-0.31788246,0.56651150,-0.17533947,0.01290140,-0.03524050,0.20035419,-0.07960376,1.02741672,-0.72155607,0.00000000,-0.00000000,0.46166025,-0.28011333,0.15164852,-0.12035721
-5.35167584,1.90985537,-1.23412816,0.66891836,-0.32563769,0.55302784,-0.18123785,0.01224162,-0.03589588,0.19687885,-0.08339308,1.00866250,-0.73496883,0.00000000,-0.00000000,0.45380515,-0.28589706,0.14992986,-0.12099221
-5.34567284,1.87341987,-1.25772706,0.66710411,-0.33268410,0.53933167,-0.18696920,0.01176806,-0.03636227,0.19350265,-0.08692985,0.99032525,-0.74669330,0.00000000,-0.00000000,0.44690070,-0.29098332,0.14851149,-0.12138342
