energy_ev,total_up,Ag_p_up,Ag_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.62781391,2.18793817,1.42705455,0.62904114,0.72250040,0.21588681,0.10235572,0.14158607,0.56896693,0.00000000
-5.62181091,2.12085517,1.36693352,0.61005188,0.68211967,0.20645407,0.10445411,0.13436596,0.55415245,0.00000000
-5.61580790,2.04945484,1.30511813,0.58974177,0.64071281,0.19689010,0.10621608,0.12699774,0.53768016,0.00000000
-5.60980490,1.97454054,1.24234496,0.56841496,0.59876967,0.18727059,0.10756991,0.11956674,0.51972474,0.00000000
-5.60380190,1.89694474,1.17930884,0.54638395,0.55677472,0.17767324,0.10845250,0.11215783,0.50047161,0.00000000
-5.59779890,1.81750409,1.11664918,0.52395900,0.51519256,0.16817514,0.10881134,0.10485273,0.48011332,0.00000000
-5.59179590,1.73703624,1.05493888,0.50143836,0.47445519,0.15885037,0.10860626,0.09772740,0.45884611,0.00000000
-5.58579290,1.65631947,0.99467606,0.47909978,0.43495117,0.14976779,0.10781068,0.09085001,0.43686671,0.00000000
-5.57978989,1.57607574,0.93627888,0.45719348,0.39701730,0.14098925,0.10641241,0.08427922,0.41436951,0.00000000
-5.57378689,1.49695759,0.88008335,0.43593701,0.36093282,0.13256817,0.10441400,0.07806303,0.39154404,0.00000000
-5.56778389,1.41953908,0.82634409,0.41551183,0.32691626,0.12454858,0.10183249,0.07223811,0.36857279,0.00000000
-5.56178089,1.34431072,0.77523762,0.39606188,0.29512482,0.11696463,0.09869872,0.06682967,0.34562935,0.00000000
-5.55577789,1.27167813,0.72686814,0.37769374,0.26565601,0.10984053,0.09505609,0.06185176,0.32287690,0.00000000
-5.54977489,1.20196403,0.68127502,0.36047843,0.23855143,0.10319084,0.09095903,0.05730801,0.30046692,0.00000000
-5.54377189,1.13541293,0.63844183,0.34445441,0.21380210,0.09702119,0.08647100,0.05319270,0.27853821,0.00000000
-5.53776888,1.07219805,0.59830623,0.32963158,0.19135508,0.09132917,0.08166234,0.04949206,0.25721612,0.00000000
-5.53176588,1.01242971,0.56077033,0.31599594,0.17112096,0.08610544,0.07660793,0.04618579,0.23661199,0.00000000
-5.52576288,0.95616457,0.52571095,0.30351452,0.15298172,0.08133500,0.07138483,0.04324862,0.21682287,0.00000000
-5.51975988,0.90341520,0.49298954,0.29214043,0.13679873,0.07699840,0.06606996,0.04065194,0.19793136,0.00000000
-5.51375688,0.85415958,0.46246123,0.28181760,0.12242048,0.07307301,0.06073798,0.03836526,0.18000577,0.00000000
-5.50775388,0.80834987,0.43398291,0.27248518,0.10968977,0.06953417,0.05545933,0.03635769,0.16310044,0.00000000
-5.50175088,0.76592062,0.40741998,0.26408135,0.09845017,0.06635627,0.05029861,0.03459921,0.14725633,0.00000000
-5.49574787,0.72679585,0.38265193,0.25654646,0.08855175,0.06351364,0.04531332,0.03306170,0.13250176,0.00000000
-5.48974487,0.69089530,0.35957643,0.24982556,0.07985578,0.06098134,0.04055288,0.03171992,0.11885353,0.00000000
-5.48374187,0.65813975,0.33811229,0.24387028,0.07223856,0.05873580,0.03605814,0.03055220,0.10631810,0.00000000
-5.47773887,0.62845554,0.31820110,0.23864011,0.06559442,0.05675538,0.03186112,0.02954099,0.09489307,0.00000000
-5.47173587,0.60177852,0.29980807,0.23410329,0.05983781,0.05502079,0.02798516,0.02867332,0.08456881,0.00000000
-5.46573287,0.57805757,0.28292181,0.23023732,0.05490479,0.05351545,0.02444530,0.02794106,0.07533017,0.00000000
-5.45972986,0.55725788,0.26755366,0.22702918,0.05075386,0.05222581,0.02124891,0.02734118,0.06715842,0.00000000
-5.45372686,0.53936404,0.25373645,0.22447551,0.04736632,0.05114167,0.01839652,0.02687582,0.06003305,0.00000000
-5.44772386,0.52438304,0.24152298,0.22258260,0.04474625,0.05025647,0.01588273,0.02655249,0.05393371,0.00000000
-5.44172086,0.51234721,0.23098424,0.22136642,0.04292014,0.04956758,0.01369717,0.02638406,0.04884197,0.00000000
-5.43571786,0.50331683,0.22220759,0.22085255,0.04193632,0.04907656,0.01182550,0.02638884,0.04474295,0.00000000
-5.42971486,0.49738237,0.21529470,0.22107608,0.04186408,0.04878945,0.01025041,0.02659057,0.04162681,0.00000000
-5.42371186,0.49466599,0.21035943,0.22208129,0.04279259,0.04871697,0.00895244,0.02701834,0.03948984,0.00000000
-5.41770885,0.49532198,0.20752544,0.22392113,0.04482953,0.04887460,0.00791082,0.02770645,0.03833530,0.00000000
-5.41170585,0.49953590,0.20692354,0.22665628,0.04809928,0.04928262,0.00710416,0.02869413,0.03817382,0.00000000
-5.40570285,0.50752184,0.20868853,0.23035381,0.05274080,0.04996591,0.00651098,0.03002509,0.03902336,0.00000000
-5.39969985,0.51951780,0.21295560,0.23508517,0.05890476,0.05095354,0.00611021,0.03174687,0.04090863,0.00000000
-5.39369685,0.53577864,0.21985599,0.24092365,0.06675026,0.05227819,0.00588151,0.03390998,0.04386004,0.00000000
-5.38769385,0.55656669,0.22951202,0.24794106,0.07644062,0.05397520,0.00580552,0.03656668,0.04791206,0.00000000
-5.38169085,0.58213996,0.24203133,0.25620384,0.08813848,0.05608144,0.00586408,0.03976961,0.05310107,0.00000000
-5.37568784,0.61273809,0.25750044,0.26576861,0.10200011,0.05863383,0.00604031,0.04357001,0.05946274,0.00000000
-5.36968484,0.64856637,0.27597781,0.27667720,0.11816890,0.06166770,0.00631873,0.04801571,0.06702885,0.00000000
-5.36368184,0.68977849,0.29748641,0.28895153,0.13676821,0.06521488,0.00668535,0.05314893,0.07582387,0.00000000
-5.35767884,0.73645847,0.32200625,0.30258848,0.15789376,0.06930171,0.00712768,0.05900386,0.08586117,0.00000000
-5.35167584,0.78860279,0.34946705,0.31755499,0.18160560,0.07394699,0.00763489,0.06560422,0.09713923,0.00000000
-5.34567284,0.84610348,0.37974160,0.33378377,0.20792032,0.07915996,0.00819785,0.07296073,0.10963776,0.00000000
-5.33966983,0.90873339,0.41264008,0.35116994,0.23680345,0.08493851,0.00880930,0.08106886,0.12331418,0.00000000
-5.33366683,0.97613431,0.44790583,0.36956874,0.26816275,0.09126753,0.00946391,0.08990675,0.13810039,0.00000000
-5.32766383,1.04780924,0.48521300,0.38879479,0.30184269,0.09811776,0.01015852,0.09943361,0.15390031,0.00000000
-5.32166083,1.12311941,0.52416657,0.40862285,0.33762054,0.10544506,0.01089219,0.10958855,0.17058815,0.00000000
-5.31565783,1.20128673,0.56430476,0.42879047,0.37520451,0.11319018,0.01166636,0.12029019,0.18800768,0.00000000
-5.30965483,1.28140226,0.60510442,0.44900233,0.41423428,0.12127924,0.01248492,0.13143691,0.20597271,0.00000000
-5.30365183,1.36244071,0.64598919,0.46893642,0.45428411,0.12962473,0.01335420,0.14290796,0.22426880,0.00000000
-5.29764882,1.44328081,0.68634052,0.48825177,0.49486881,0.13812727,0.01428291,0.15456536,0.24265629,0.00000000
-5.29164582,1.52273127,0.72551138,0.50659765,0.53545244,0.14667781,0.01528197,0.16625669,0.26087460,0.00000000
-5.28564282,1.59956132,0.76284221,0.52362378,0.57545972,0.15516048,0.01636421,0.17781856,0.27864785,0.00000000
-5.27963982,1.67253498,0.79767874,0.53899124,0.61428983,0.16345576,0.01754395,0.18908078,0.29569148,0.00000000
-5.27363682,1.74044753,0.82939095,0.55238366,0.65133211,0.17144401,0.01883648,0.19987099,0.31171981,0.00000000
-5.26763382,1.80216293,0.85739256,0.56351815,0.68598326,0.17900905,0.02025734,0.21001971,0.32645418,0.00000000
-5.26163082,1.85665034,0.88116019,0.57215562,0.71766515,0.18604179,0.02182158,0.21936535,0.33963145,0.00000000
-5.25562781,1.90301834,0.90025142,0.57810986,0.74584272,0.19244354,0.02354287,0.22775929,0.35101235,0.00000000
-5.24962481,1.94054517,0.91432102,0.58125517,0.77004095,0.19812909,0.02543253,0.23507048,0.36038947,0.00000000
-5.24362181,1.96870365,0.92313442,0.58153210,0.78986038,0.20302922,0.02749863,0.24118958,0.36759450,0.00000000
-5.23761881,1.98717964,0.92657814,0.57895100,0.80499025,0.20709257,0.02974498,0.24603230,0.37250427,0.00000000
-5.23161581,1.99588324,0.92466629,0.57359338,0.81521874,0.21028687,0.03217032,0.24954195,0.37504545,0.00000000
-5.22561281,1.99495222,0.91754319,0.56561086,0.82043982,0.21259938,0.03476752,0.25169080,0.37519760,0.00000000
-5.21960980,1.98474755,0.90548160,0.55522187,0.82065641,0.21403664,0.03752305,0.25248062,0.37299443,0.00000000
-5.21360680,1.96584147,0.88887696,0.54270621,0.81597962,0.21462350,0.04041659,0.25194194,0.36852319,0.00000000
-5.20760380,1.93899848,0.86823757,0.52839771,0.80662434,0.21440147,0.04342090,0.25013245,0.36192222,0.00000000
-5.20160080,1.90515046,0.84417118,0.51267532,0.79290112,0.21342664,0.04650207,0.24713441,0.35337682,0.00000000
-5.19559780,1.86536693,0.81736860,0.49595290,0.77520510,0.21176714,0.04961994,0.24305133,0.34311349,0.00000000
-5.18959480,1.82082173,0.78858477,0.47866822,0.75400225,0.20950041,0.05272888,0.23800410,0.33139293,0.00000000
-5.18359180,1.77275773,0.75861813,0.46127136,0.72981375,0.20671027,0.05577893,0.23212664,0.31850199,0.00000000
-5.17758879,1.72245067,0.72828887,0.44421313,0.70319916,0.20348413,0.05871705,0.22556149,0.30474500,0.00000000
-5.17158579,1.67117365,0.69841682,0.42793355,0.67473916,0.19991026,0.06148870,0.21845528,0.29043477,0.00000000
-5.16558279,1.62016329,0.66979973,0.41285092,0.64501841,0.19607532,0.06403950,0.21095449,0.27588356,0.00000000
-5.15957979,1.57058845,0.64319235,0.39935160,0.61460944,0.19206225,0.06631704,0.20320155,0.26139446,0.00000000
-5.15357679,1.52352232,0.61928699,0.38778070,0.58405785,0.18794846,0.06827262,0.19533133,0.24725334,0.00000000
-5.14757379,1.47991838,0.59869598,0.37843386,0.55386944,0.18380442,0.06986293,0.18746826,0.23372171,0.00000000
-5.14157079,1.44059034,0.58193635,0.37155019,0.52449942,0.17969257,0.07105160,0.17972401,0.22103059,0.00000000
-5.13556778,1.40619642,0.56941696,0.36730644,0.49634407,0.17566659,0.07181049,0.17219576,0.20937559,0.00000000
-5.12956478,1.37722776,0.56142850,0.36581252,0.46973475,0.17177093,0.07212066,0.16496511,0.19891322,0.00000000
-5.12356178,1.35400094,0.55813620,0.36710834,0.44493428,0.16804058,0.07197307,0.15809745,0.18975855,0.00000000
-5.11755878,1.33665450,0.55957573,0.37116211,0.42213557,0.16450102,0.07136884,0.15164191,0.18198405,0.00000000
-5.11155578,1.32514925,0.56565196,0.37787008,0.40146230,0.16116836,0.07031913,0.14563169,0.17561974,0.00000000
-5.10555278,1.31927232,0.57614104,0.38705783,0.38297141,0.15804948,0.06884470,0.14008470,0.17065449,0.00000000
-5.09954977,1.31864485,0.59069553,0.39848320,0.36665713,0.15514246,0.06697504,0.13500459,0.16703825,0.00000000
-5.09354677,1.32273328,0.60885263,0.41184082,0.35245637,0.15243692,0.06474728,0.13038195,0.16468542,0.00000000
-5.08754377,1.33086420,0.63004548,0.42676844,0.34025513,0.14991465,0.06220479,0.12619572,0.16347888,0.00000000
-5.08154077,1.34224269,0.65361741,0.44285479,0.32989575,0.14755027,0.05939568,0.12241474,0.16327475,0.00000000
-5.07553777,1.35597407,0.67883880,0.45964924,0.32118478,0.14531209,0.05637111,0.11899952,0.16390776,0.00000000
-5.06953477,1.37108881,0.70492632,0.47667281,0.31390132,0.14316322,0.05318371,0.11590398,0.16519701,0.00000000
-5.06353177,1.38657019,0.73106421,0.49343057,0.30780555,0.14106276,0.04988590,0.11307745,0.16695196,0.00000000
-5.05752876,1.40138436,0.75642685,0.50942499,0.30264741,0.13896734,0.04652849,0.11046660,0.16897865,0.00000000
-5.05152576,1.41451193,0.78020220,0.52416992,0.29817523,0.13683276,0.04315933,0.10801756,0.17108578,0.00000000
-5.04552276,1.42498029,0.80161534,0.53720483,0.29414406,0.13461581,0.03982226,0.10567796,0.17309075,0.00000000
-5.03951976,1.43189572,0.81995123,0.54810868,0.29032368,0.13227627,0.03655628,0.10339904,0.17482522,0.00000000
-5.03351676,1.43447413,0.83457601,0.55651304,0.28650596,0.12977886,0.03339498,0.10113765,0.17614029,0.00000000
-5.02751376,1.43206921,0.84495599,0.56211384,0.28251163,0.12709522,0.03036622,0.09885821,0.17691102,0.00000000
-5.02151076,1.42419697,0.85067357,0.56468131,0.27819598,0.12420578,0.02749212,0.09653438,0.17704013,0.00000000
-5.01550775,1.41055554,0.85143945,0.56406766,0.27345361,0.12110132,0.02478912,0.09415069,0.17646090,0.00000000
-5.00950475,1.39103933,0.84710069,0.56021211,0.26822197,0.11778437,0.02226841,0.09170369,0.17513902,0.00000000
-5.00350175,1.36574682,0.83764411,0.55314306,0.26248356,0.11427013,0.01993638,0.08920288,0.17307352,0.00000000
-4.99749875,1.33498161,0.82319510,0.54297732,0.25626677,0.11058696,0.01779520,0.08667126,0.17029653,0.00000000
-4.99149575,1.29924654,0.80401173,0.52991626,0.24964529,0.10677645,0.01584347,0.08414536,0.16687205,0.00000000
-4.98549275,1.25923098,0.78047452,0.51423926,0.24273612,0.10289289,0.01407690,0.08167493,0.16289377,0.00000000
-4.97948974,1.21579183,0.75307227,0.49629452,0.23569615,0.09900229,0.01248898,0.07932215,0.15848187,0.00000000
-4.97348674,1.16992881,0.72238465,0.47648772,0.22871754,0.09518095,0.01107158,0.07716036,0.15377911,0.00000000
-4.96748374,1.12275505,0.68906223,0.45526903,0.22202194,0.09151347,0.00981550,0.07527244,0.14894619,0.00000000
-4.96148074,1.07546397,0.65380484,0.43311891,0.21585361,0.08809054,0.00871098,0.07374871,0.14415656,0.00000000
-4.95547774,1.02929380,0.61733914,0.41053331,0.21047194,0.08500626,0.00774805,0.07268461,0.13959096,0.00000000
-4.94947474,0.98549073,0.58039628,0.38800884,0.20614318,0.08235539,0.00691688,0.07217793,0.13543167,0.00000000
-4.94347174,0.94527220,0.54369042,0.36602846,0.20313196,0.08023036,0.00620794,0.07232600,0.13185679,0.00000000
-4.93746873,0.90979125,0.50789898,0.34504807,0.20169254,0.07871831,0.00561218,0.07322256,0.12903464,0.00000000
-4.93146573,0.88010312,0.47364510,0.32548457,0.20206026,0.07789816,0.00512108,0.07495466,0.12711844,0.00000000
-4.92546273,0.85713501,0.44148285,0.30770558,0.20444322,0.07783781,0.00472664,0.07759953,0.12624140,0.00000000
-4.91945973,0.84165973,0.41188555,0.29202109,0.20901453,0.07859164,0.00442138,0.08122151,0.12651240,0.00000000
-4.91345673,0.83427394,0.38523732,0.27867725,0.21590534,0.08019825,0.00419825,0.08586924,0.12801231,0.00000000
-4.90745373,0.83538137,0.36182787,0.26785230,0.22519883,0.08267861,0.00405054,0.09157304,0.13079099,0.00000000
-4.90145073,0.84518142,0.34185053,0.25965459,0.23692531,0.08603470,0.00397179,0.09834271,0.13486524,0.00000000
-4.89544772,0.86366330,0.32540322,0.25412267,0.25105877,0.09024854,0.00395573,0.10616582,0.14021754,0.00000000
-4.88944472,0.89060579,0.31249214,0.25122732,0.26751489,0.09528193,0.00399617,0.11500647,0.14679573,0.00000000
-4.88344172,0.92558250,0.30303773,0.25087520,0.28615069,0.10107659,0.00408695,0.12480480,0.15451369,0.00000000
-4.87743872,0.96797267,0.29688261,0.25291409,0.30676598,0.10755506,0.00422194,0.13547713,0.16325298,0.00000000
-4.87143572,1.01697697,0.29380102,0.25713937,0.32910663,0.11462204,0.00439500,0.14691688,0.17286535,0.00000000
-4.86543272,1.07163808,0.29350944,0.26330149,0.35286959,0.12216644,0.00460002,0.15899627,0.18317624,0.00000000
-4.85942971,1.13086555,0.29567779,0.27111425,0.37770978,0.13006391,0.00483100,0.17156884,0.19398907,0.00000000
-4.85342671,1.19346420,0.29994115,0.28026358,0.40324847,0.13817979,0.00508209,0.18447264,0.20509027,0.00000000
-4.84742371,1.25816539,0.30591133,0.29041655,0.42908322,0.14637261,0.00534770,0.19753415,0.21625488,0.00000000
-4.84142071,1.32366029,0.31318823,0.30123049,0.45479885,0.15449775,0.00562263,0.21057273,0.22725268,0.00000000
-4.83541771,1.38863412,0.32137059,0.31236180,0.47997926,0.16241134,0.00590218,0.22340551,0.23785443,0.00000000
-4.82941471,1.45180039,0.33006590,0.32347446,0.50421955,0.16997415,0.00618228,0.23585253,0.24783830,0.00000000
-4.82341171,1.51193401,0.33889936,0.33424776,0.52713814,0.17705551,0.00645960,0.24774185,0.25699605,0.00000000
-4.81740870,1.56790219,0.34752166,0.34438340,0.54838828,0.18353677,0.00673161,0.25891465,0.26513882,0.00000000
-4.81140570,1.61869208,0.35561546,0.35361146,0.56766844,0.18931460,0.00699673,0.26922975,0.27210234,0.00000000
-4.80540270,1.66343422,0.36290054,0.36169544,0.58473134,0.19430356,0.00725427,0.27856772,0.27775131,0.00000000
-4.79939970,1.70142104,0.36913761,0.36843600,0.59939092,0.19843819,0.00750452,0.28683413,0.28198281,0.00000000
-4.79339670,1.73211966,0.37413063,0.37367361,0.61152714,0.20167432,0.00774864,0.29396184,0.28472860,0.00000000
-4.78739370,1.75517886,0.37772793,0.37728986,0.62108831,0.20398961,0.00798858,0.29991237,0.28595625,0.00000000
-4.78139070,1.77042985,0.37982197,0.37920769,0.62809079,0.20538329,0.00822697,0.30467602,0.28566902,0.00000000
-4.77538769,1.77788118,0.38034808,0.37939043,0.63261621,0.20587520,0.00846693,0.30827101,0.28390459,0.00000000
-4.76938469,1.77770815,0.37928210,0.37783986,0.63480616,0.20550406,0.00871183,0.31074149,0.28073264,0.00000000
-4.76338169,1.77023732,0.37663731,0.37459349,0.63485486,0.20432513,0.00896512,0.31215466,0.27625147,0.00000000
-4.75737869,1.75592705,0.37246070,0.36972100,0.63299987,0.20240744,0.00922999,0.31259706,0.27058382,0.00000000
-4.75137569,1.73534511,0.36682877,0.36332032,0.62951170,0.19983058,0.00950919,0.31217031,0.26387206,0.00000000
-4.74537269,1.70914435,0.35984316,0.35551328,0.62468244,0.19668135,0.00980472,0.31098647,0.25627305,0.00000000
-4.73936968,1.67803778,0.35162622,0.34644114,0.61881422,0.19305040,0.01011765,0.30916327,0.24795284,0.00000000
-4.73336668,1.64277399,0.34231662,0.33626012,0.61220801,0.18902898,0.01044793,0.30681949,0.23908147,0.00000000
-4.72736368,1.60411405,0.33206528,0.32513714,0.60515317,0.18470591,0.01079423,0.30407067,0.22982808,0.00000000
-4.72136068,1.56281074,0.32103167,0.31324574,0.59791826,0.18016507,0.01115389,0.30102533,0.22035650,0.00000000
-4.71535768,1.51959080,0.30938047,0.30076247,0.59074347,0.17548328,0.01152292,0.29778199,0.21082154,0.00000000
-4.70935468,1.47514070,0.29727881,0.28786367,0.58383489,0.17072880,0.01189603,0.29442690,0.20136594,0.00000000
-4.70335168,1.43009612,0.28489393,0.27472266,0.57736076,0.16596037,0.01226681,0.29103264,0.19211817,0.00000000
-4.69734867,1.38503523,0.27239138,0.26150749,0.57144961,0.16122692,0.01262793,0.28765765,0.18319106,0.00000000
-4.69134567,1.34047537,0.25993358,0.24837904,0.56619033,0.15656771,0.01297137,0.28434650,0.17468113,0.00000000
-4.68534267,1.29687301,0.24767875,0.23548959,0.56163378,0.15201304,0.01328877,0.28113082,0.16666866,0.00000000
-4.67933967,1.25462609,0.23578017,0.22298168,0.55779580,0.14758530,0.01357175,0.27803090,0.15921837,0.00000000
-4.67333667,1.21407840,0.22438550,0.21098727,0.55466117,0.14330027,0.01381231,0.27505749,0.15238050,0.00000000
-4.66733367,1.17552494,0.21363625,0.19962714,0.55218809,0.13916861,0.01400313,0.27221396,0.14619223,0.00000000
-4.66133067,1.13921778,0.20366714,0.18901036,0.55031305,0.13519736,0.01413796,0.26949835,0.14067925,0.00000000
-4.65532766,1.10537170,0.19460540,0.17923394,0.54895542,0.13139138,0.01421189,0.26690526,0.13585741,0.00000000
-4.64932466,1.07416876,0.18656978,0.17038240,0.54802177,0.12775452,0.01422158,0.26442750,0.13173418,0.00000000
-4.64332166,1.04576176,0.17966939,0.16252739,0.54740955,0.12429065,0.01416548,0.26205720,0.12830995,0.00000000
