energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.17158579,8.09591546,0.02682964,0.71407924,0.28349531,1.70189762,3.78904253,0.07713212,2.65782076
-5.16558279,8.01739985,0.02578704,0.71555030,0.27616127,1.73513474,3.74826587,0.07729951,2.62384687
-5.15957979,7.91316818,0.02465953,0.71681637,0.26852527,1.76855577,3.69087420,0.07706208,2.58326552
-5.15357679,7.78724056,0.02346829,0.71829623,0.26078435,1.80283719,3.61841125,0.07643600,2.53766814
-5.14757379,7.64394096,0.02223561,0.72038655,0.25312579,1.83860118,3.53267151,0.07544605,2.48870093
-5.14157079,7.48775503,0.02098438,0.72344465,0.24572202,1.87637835,3.43564578,0.07412469,2.43801173
-5.13556778,7.32318555,0.01973755,0.72777239,0.23872634,1.91657265,3.32946162,0.07251102,2.38719830
-5.12956478,7.15461131,0.01851769,0.73360209,0.23226980,1.95943051,3.21632098,0.07064937,2.33775983
-5.12356178,6.98615486,0.01734652,0.74108498,0.22645907,2.00501578,3.09843751,0.06858797,2.29105370
-5.11755878,6.82156444,0.01624454,0.75028279,0.22137555,2.05319220,2.97797584,0.06637737,2.24825897
-5.11155578,6.66411434,0.01523075,0.76116304,0.21707560,2.10361441,2.85699512,0.06406890,2.21034777
-5.10555278,6.51652736,0.01432236,0.77359817,0.21359174,2.15572844,2.73739888,0.06171322,2.17806551
-5.09954977,6.38092159,0.01353459,0.78736869,0.21093483,2.20878207,2.62089279,0.05935888,2.15192030
-5.09354677,6.25878294,0.01288057,0.80217025,0.20909693,2.26184483,2.50895158,0.05705112,2.13218158
-5.08754377,6.15096322,0.01237125,0.81762444,0.20805468,2.31383708,2.40279602,0.05483080,2.11888743
-5.08154077,6.05770275,0.01201539,0.83329274,0.20777304,2.36356692,2.30338004,0.05273355,2.11186004
-5.07553777,5.97867524,0.01181957,0.84869308,0.20820900,2.40977361,2.21138798,0.05078919,2.11072802
-5.06953477,5.91305173,0.01178827,0.86331836,0.20931525,2.45117519,2.12724127,0.04902139,2.11495432
-5.06353177,5.85957981,0.01192402,0.87665594,0.21104343,2.48651856,2.05111363,0.04744753,2.12386843
-5.05752876,5.81667383,0.01222754,0.88820731,0.21334694,2.51462935,1.98295333,0.04607887,2.13670112
-5.05152576,5.78251159,0.01269790,0.89750713,0.21618304,2.53445954,1.92251119,0.04492079,2.15262038
-5.04552276,5.75513294,0.01333280,0.90414063,0.21951436,2.54513051,1.86937263,0.04397338,2.17076707
-5.03951976,5.73253628,0.01412881,0.90775885,0.22330959,2.54596957,1.82299201,0.04323204,2.19028903
-5.03351676,5.71276891,0.01508160,0.90809094,0.22754355,2.53653848,1.78272797,0.04268822,2.21037244
-5.02751376,5.69400825,0.01618624,0.90495312,0.23219662,2.51665272,1.74787801,0.04233027,2.23026972
-5.02151076,5.67463131,0.01743751,0.89825403,0.23725363,2.48639080,1.71771128,0.04214429,2.24932303
-5.01550775,5.65327054,0.01883012,0.88799642,0.24270239,2.44609346,1.69149851,0.04211497,2.26698308
-5.00950475,5.62885512,0.02035896,0.87427515,0.24853205,2.39635295,1.66853827,0.04222639,2.28282290
-5.00350175,5.60063707,0.02201933,0.85727192,0.25473132,2.33799323,1.64817902,0.04246278,2.29654634
-4.99749875,5.56820251,0.02380704,0.83724694,0.26128680,2.27204210,1.62983676,0.04280912,2.30799143
-4.99149575,5.53146868,0.02571852,0.81452825,0.26818152,2.19969662,1.61300810,0.04325171,2.31712861
-4.98549275,5.49066778,0.02775076,0.78949916,0.27539376,2.12228362,1.59727890,0.04377849,2.32405413
-4.97948974,5.44631920,0.02990121,0.76258449,0.28289626,2.04121680,1.58232869,0.04437930,2.32897887
-4.97348674,5.39919169,0.03216757,0.73423617,0.29065576,1.95795240,1.56793135,0.04504594,2.33221302
-4.96748374,5.35025739,0.03454747,0.70491898,0.29863299,1.87394494,1.55395232,0.04577209,2.33414704
-4.96148074,5.30063981,0.03703800,0.67509680,0.30678295,1.79060479,1.54034311,0.04655308,2.33522964
-4.95547774,5.25155773,0.03963526,0.64521994,0.31505543,1.70925891,1.52713333,0.04738550,2.33594327
-4.94947474,5.20426743,0.04233377,0.61571391,0.32339581,1.63111592,1.51442128,0.04826681,2.33677825
-4.94347174,5.16000533,0.04512588,0.58696991,0.33174594,1.55723657,1.50236318,0.04919472,2.33820627
-4.93746873,5.11993339,0.04800116,0.55933726,0.34004501,1.48851018,1.49116214,0.05016668,2.34065441
-4.93146573,5.08508961,0.05094588,0.53311779,0.34823048,1.42563773,1.48105701,0.05117928,2.34448100
-4.92546273,5.05634571,0.05394254,0.50856223,0.35623894,1.36912164,1.47231201,0.05222772,2.34995426
-4.91945973,5.03437390,0.05696957,0.48586862,0.36400684,1.31926243,1.46520742,0.05330539,2.35723520
-4.91345673,5.01962474,0.06000115,0.46518248,0.37147129,1.27616207,1.46003177,0.05440354,2.36636576
-4.90745373,5.01231714,0.06300732,0.44659865,0.37857066,1.23973360,1.45707599,0.05551114,2.37726305
-4.90145073,5.01244143,0.06595424,0.43016459,0.38524534,1.20971660,1.45662958,0.05661490,2.38972065
-4.89544772,5.01977583,0.06880476,0.41588493,0.39143849,1.18569783,1.45897883,0.05769954,2.40341710
-4.88944472,5.03391572,0.07151919,0.40372696,0.39709685,1.16713620,1.46440719,0.05874817,2.41793177
-4.88344172,5.05431457,0.07405636,0.39362691,0.40217182,1.15339112,1.47319721,0.05974299,2.43276753
-4.87743872,5.08033459,0.07637477,0.38549662,0.40662048,1.14375341,1.48563391,0.06066602,2.44737952
-4.87143572,5.11130452,0.07843400,0.37923046,0.41040692,1.13747730,1.50200877,0.06150009,2.46120862
-4.86543272,5.14658130,0.08019615,0.37471223,0.41350355,1.13381272,1.52262381,0.06222985,2.47371807
-4.85942971,5.18561203,0.08162732,0.37182164,0.41589238,1.13203652,1.54779492,0.06284279,2.48443122
-4.85342671,5.22799232,0.08269904,0.37044035,0.41756633,1.13148143,1.57785366,0.06333027,2.49296834
-4.84742371,5.27351729,0.08338958,0.37045715,0.41853019,1.13156187,1.61314693,0.06368843,2.49908026
-4.84142071,5.32222155,0.08368503,0.37177225,0.41880139,1.13179540,1.65403378,0.06391892,2.50267681
-4.83541771,5.37440515,0.08358017,0.37430038,0.41841026,1.13181918,1.70087900,0.06402948,2.50384808
-4.82941471,5.43064310,0.08307900,0.37797277,0.41739986,1.13140080,1.75404329,0.06403417,2.50287693
-4.82341171,5.49177723,0.08219489,0.38273775,0.41582520,1.13044303,1.81387007,0.06395333,2.50024172
-4.81740870,5.55888970,0.08095047,0.38856013,0.41375194,1.12898246,1.88066929,0.06381331,2.49660867
-4.81140570,5.63325924,0.07937697,0.39541940,0.41125450,1.12718213,1.95469875,0.06364573,2.49281374
-4.80540270,5.71630157,0.07751343,0.40330680,0.40841381,1.12531858,2.03614399,0.06348660,2.48983474
-4.79939970,5.80949709,0.07540541,0.41222147,0.40531457,1.12376403,2.12509759,0.06337506,2.48875476
-4.79339670,5.91430908,0.07310354,0.42216599,0.40204247,1.12296440,2.22153922,0.06335198,2.49071851
-4.78739370,6.03209700,0.07066187,0.43314134,0.39868125,1.12341442,2.32531765,0.06345832,2.49688366
-4.78139070,6.16402896,0.06813607,0.44514188,0.39531001,1.12563081,2.43613595,0.06373354,2.50836939
-4.77538769,6.31099838,0.06558164,0.45815027,0.39200068,1.13012474,2.55354098,0.06421384,2.52620469
-4.76938469,6.47354892,0.06305206,0.47213293,0.38881608,1.13737492,2.67691808,0.06493056,2.55127877
-4.76338169,6.65181172,0.06059720,0.48703599,0.38580843,1.14780222,2.80549177,0.06590868,2.58429590
-4.75737869,6.84545832,0.05826178,0.50278223,0.38301846,1.16174704,2.93833269,0.06716555,2.62573674
-4.75137569,7.05367143,0.05608412,0.51926891,0.38047514,1.17945023,3.07437088,0.06870983,2.67582791
-4.74537269,7.27513533,0.05409514,0.53636680,0.37819600,1.20103810,3.21241532,0.07054076,2.73452096
-4.73936968,7.50804630,0.05231775,0.55392037,0.37618784,1.22651230,3.35117893,0.07264779,2.80148170
-4.73336668,7.75014275,0.05076640,0.57174917,0.37444790,1.25574452,3.48930845,0.07501049,2.87609014
-4.72736368,7.99875383,0.04944712,0.58965036,0.37296513,1.28847626,3.62541814,0.07759885,2.95745099
-4.72136068,8.25086457,0.04835772,0.60740229,0.37172161,1.32432343,3.75812612,0.08037397,3.04441410
-4.71535768,8.50319507,0.04748834,0.62476904,0.37069383,1.36278559,3.88609224,0.08328896,3.13560396
-4.70935468,8.75229071,0.04682224,0.64150574,0.36985373,1.40325920,4.00805622,0.08629020,3.22945715
-4.70335168,8.99462041,0.04633677,0.65736449,0.36916952,1.44505456,4.12287493,0.08931883,3.32426615
-4.69734867,9.22667942,0.04600444,0.67210075,0.36860609,1.48741553,4.22955768,0.09231239,3.41822815
-4.69134567,9.44509359,0.04579425,0.68547994,0.36812507,1.52954151,4.32729861,0.09520659,3.50949697
-4.68534267,9.64672189,0.04567287,0.69728415,0.36768464,1.57061097,4.41550533,0.09793724,3.59623674
-4.67933967,9.82875420,0.04560600,0.70731867,0.36723910,1.60980559,4.49382292,0.10044205,3.67667546
-4.67333667,9.98880172,0.04555960,0.71541828,0.36673832,1.64633453,4.56215284,0.10266255,3.74915713
-4.66733367,10.12497731,0.04550108,0.72145296,0.36612730,1.67945798,4.62066593,0.10454575,3.81219082
-4.66133067,10.23596371,0.04540040,0.72533301,0.36534590,1.70850938,4.66980917,0.10604584,3.86449560
-4.65532766,10.32106728,0.04523100,0.72701328,0.36432886,1.73291571,4.71030556,0.10712552,3.90503997
-4.64932466,10.38025566,0.04497063,0.72649640,0.36300632,1.75221517,4.74314665,0.10775725,3.93307483
-4.64332166,10.41417760,0.04460196,0.72383487,0.36130482,1.76607198,4.76957745,0.10792416,3.94815919
-4.63731866,10.42416382,0.04411302,0.71913179,0.35914886,1.77428765,4.79107321,0.10762069,3.95017772
-4.63131566,10.41220767,0.04349751,0.71254023,0.35646298,1.77680840,4.80930801,0.10685295,3.93934971
-4.62531266,10.38092545,0.04275488,0.70426099,0.35317433,1.77372862,4.82611512,0.10563878,3.91622892
-4.61930965,10.33349602,0.04189022,0.69453890,0.34921552,1.76529001,4.84343936,0.10400741,3.88169424
-4.61330665,10.27358051,0.04091404,0.68365748,0.34452778,1.75187641,4.86328219,0.10199890,3.83693104
-4.60730365,10.20522339,0.03984185,0.67193209,0.33906404,1.73400443,4.88764031,0.09966322,3.78340357
-4.60130065,10.13273696,0.03869359,0.65970172,0.33279189,1.71231001,4.91843943,0.09705907,3.72281877
-4.59529765,10.06057214,0.03749299,0.64731955,0.32569617,1.68753116,4.95746486,0.09425246,3.65708243
-4.58929465,9.99317921,0.03626678,0.63514260,0.31778107,1.66048746,5.00629142,0.09131502,3.58824851
-4.58329165,9.93486284,0.03504385,0.62352069,0.30907145,1.63205668,5.06621510,0.08832217,3.51846308
-4.57728864,9.88963644,0.03385433,0.61278522,0.29961346,1.60314934,5.13818965,0.08535111,3.44990433
-4.57128564,9.86108110,0.03272861,0.60323805,0.28947424,1.57468184,5.22277089,0.08247881,3.38472041
-4.56528264,9.85221473,0.03169647,0.59514107,0.27874073,1.54754902,5.32007193,0.07977990,3.32496694
-4.55927964,9.86537691,0.03078605,0.58870670,0.26751763,1.52259696,5.42973210,0.07732458,3.27254624
-4.55327664,9.90213437,0.03002299,0.58409000,0.25592458,1.50059694,5.55090178,0.07517670,3.22915021
-4.54727364,9.96321183,0.02942959,0.58138258,0.24409263,1.48222130,5.68224522,0.07339190,3.19620885
-4.54127064,10.04845141,0.02902407,0.58060866,0.23216028,1.46802213,5.82196200,0.07201598,3.17484624
-4.53526763,10.15680319,0.02881986,0.58172360,0.22026903,1.45841336,5.96782758,0.07108357,3.16584552
-4.52926463,10.28634792,0.02882516,0.58461500,0.20855894,1.45365697,6.11725190,0.07061703,3.16962425
-4.52326163,10.43435139,0.02904249,0.58910632,0.19716413,1.45385376,6.26735429,0.07062570,3.18622104
-4.51725863,10.59734872,0.02946851,0.59496301,0.18620856,1.45893910,6.41505189,0.07110558,3.21529412
-4.51125563,10.77125533,0.03009397,0.60190096,0.17580222,1.46868376,6.55715812,0.07203928,3.25613186
-4.50525263,10.95150016,0.03090379,0.60959685,0.16603790,1.48269992,6.69048694,0.07339651,3.30767502
-4.49924962,11.13317562,0.03187741,0.61770011,0.15698864,1.50045227,6.81195831,0.07513482,3.36855010
-4.49324662,11.31119821,0.03298926,0.62584596,0.14870598,1.52127387,6.91870012,0.07720083,3.43711236
