energy_ev,total_up,Ir_p_up,Ir_d_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.89194597,2.10958541,0.72498124,0.80622918,0.14721014,0.00762244,0.48246308,0.01816926,0.51675141
-5.88594297,2.06487103,0.72202832,0.78336653,0.15129143,0.00795586,0.46922390,0.01749845,0.51484979
-5.87993997,2.01810929,0.71812200,0.75965967,0.15529657,0.00833109,0.45516230,0.01678802,0.51298696
-5.87393697,1.97034846,0.71339640,0.73561549,0.15920519,0.00874913,0.44056825,0.01605075,0.51125496
-5.86793397,1.92262237,0.70799217,0.71173489,0.16299695,0.00920963,0.42572876,0.01529910,0.50974582
-5.86193097,1.87591875,0.70205085,0.68849857,0.16665118,0.00971065,0.41092053,0.01454488,0.50854593
-5.85592796,1.83115355,0.69571069,0.66635540,0.17014662,0.01024869,0.39640403,0.01379904,0.50773185
-5.84992496,1.78915208,0.68910380,0.64571349,0.17346140,0.01081860,0.38241896,0.01307150,0.50736767
-5.84392196,1.75063682,0.68235483,0.62693401,0.17657308,0.01141369,0.36918112,0.01237104,0.50750401
-5.83791896,1.71622186,0.67558075,0.61032793,0.17945897,0.01202589,0.35688062,0.01170528,0.50817839
-5.83191596,1.68641335,0.66889172,0.59615522,0.18209652,0.01264598,0.34568136,0.01108069,0.50941707
-5.82591296,1.66161512,0.66239275,0.58462629,0.18446394,0.01326388,0.33572151,0.01050262,0.51123794
-5.81990995,1.64213834,0.65618579,0.57590536,0.18654091,0.01386900,0.32711484,0.00997542,0.51365421
-5.81390695,1.62821428,0.65037202,0.57011509,0.18830945,0.01445069,0.31995258,0.00950253,0.51667863
-5.80790395,1.62000865,0.64505407,0.56734224,0.18975481,0.01499861,0.31430574,0.00908662,0.52032796
-5.80190095,1.61763670,0.64033785,0.56764368,0.19086641,0.01550322,0.31022740,0.00872968,0.52462713
-5.79589795,1.62117770,0.63633389,0.57105245,0.19163876,0.01595616,0.30775508,0.00843320,0.52961313
-5.78989495,1.63068800,0.63315790,0.57758337,0.19207233,0.01635069,0.30691283,0.00819822,0.53533804
-5.78389195,1.64621187,0.63093059,0.58723793,0.19217425,0.01668198,0.30771295,0.00802541,0.54187112
-5.77788894,1.66778939,0.62977657,0.60000824,0.19195885,0.01694740,0.31015732,0.00791520,0.54929973
-5.77188594,1.69546117,0.62982241,0.61587967,0.19144796,0.01714666,0.31423821,0.00786773,0.55772902
-5.76588294,1.72926941,0.63119384,0.63483224,0.19067096,0.01728192,0.31993870,0.00788291,0.56728011
-5.75987994,1.76925552,0.63401229,0.65684065,0.18966445,0.01735777,0.32723244,0.00796040,0.57808707
-5.75387694,1.81545416,0.63839067,0.68187289,0.18847169,0.01738102,0.33608314,0.00809958,0.59029237
-5.74787394,1.86788408,0.64442877,0.70988753,0.18714159,0.01736053,0.34644362,0.00829948,0.60404130
-5.74187094,1.92653628,0.65220823,0.74082993,0.18572744,0.01730686,0.35825447,0.00855873,0.61947516
-5.73586793,1.99135967,0.66178740,0.77462733,0.18428532,0.01723182,0.37144259,0.00887549,0.63672374
-5.72986493,2.06224532,0.67319617,0.81118326,0.18287220,0.01714803,0.38591952,0.00924737,0.65589714
-5.72386193,2.13900970,0.68643101,0.85037141,0.18154392,0.01706837,0.40157974,0.00967136,0.67707738
-5.71785893,2.22137792,0.70145048,0.89202934,0.18035301,0.01700547,0.41829907,0.01014376,0.70031018
-5.71185593,2.30896787,0.71817130,0.93595243,0.17934643,0.01697112,0.43593326,0.01066009,0.72559708
-5.70585293,2.40127622,0.73646532,0.98188835,0.17856350,0.01697584,0.45431685,0.01121514,0.75288865
-5.69984992,2.49766727,0.75615752,1.02953266,0.17803387,0.01702838,0.47326258,0.01180285,0.78207887
-5.69384692,2.59736573,0.77702529,1.07852577,0.17777588,0.01713535,0.49256133,0.01241638,0.81300125
-5.68784392,2.69945418,0.79879917,1.12845180,0.17779518,0.01730094,0.51198278,0.01304814,0.84542704
-5.68184092,2.80287624,0.82116527,1.17883971,0.17808393,0.01752674,0.53127692,0.01368984,0.87906575
-5.67583792,2.90644595,0.84376929,1.22916694,0.17862039,0.01781169,0.55017651,0.01433263,0.91356829
-5.66983492,3.00886377,0.86622245,1.27886581,0.17936919,0.01815211,0.56840046,0.01496720,0.94853282
-5.66383192,3.10873948,0.88810914,1.32733279,0.18028215,0.01854188,0.58565823,0.01558397,0.98351328
-5.65782891,3.20462153,0.90899623,1.37394060,0.18129964,0.01897275,0.60165523,0.01617328,1.01803064
-5.65182591,3.29503244,0.92844388,1.41805284,0.18235251,0.01943469,0.61609904,0.01672563,1.05158632
-5.64582291,3.37850920,0.94601750,1.45904089,0.18336450,0.01991636,0.62870632,0.01723193,1.08367773
-5.63981991,3.45364741,0.96130057,1.49630244,0.18425497,0.02040568,0.63921023,0.01768371,1.11381511
-5.63381691,3.51914735,0.97390779,1.52928106,0.18494196,0.02089033,0.64736812,0.01807342,1.14153917
-5.62781391,3.57386029,0.98349806,1.55748580,0.18534530,0.02135838,0.65296905,0.01839465,1.16643878
-5.62181091,3.61683264,0.98978679,1.58051018,0.18538969,0.02179883,0.65584097,0.01864233,1.18816781
-5.61580790,3.64734608,0.99255689,1.59804942,0.18500768,0.02220214,0.65585703,0.01881295,1.20646049
-5.60980490,3.66495131,0.99166793,1.60991510,0.18414227,0.02256069,0.65294089,0.01890469,1.22114428
-5.60380190,3.66949360,0.98706301,1.61604628,0.18274905,0.02286913,0.64707056,0.01891747,1.23214974
-5.59779890,3.66112849,0.97877287,1.61651656,0.18079792,0.02312463,0.63828059,0.01885306,1.23951664
-5.59179590,3.64032645,0.96691700,1.61153625,0.17827402,0.02332703,0.62666245,0.01871494,1.24339595
-5.58579290,3.60786575,0.95170155,1.60144965,0.17517817,0.02347881,0.61236296,0.01850830,1.24404739
-5.57978989,3.56481341,0.93341402,1.58672697,0.17152652,0.02358498,0.59558084,0.01823980,1.24183258
-5.57378689,3.51249476,0.91241498,1.56795143,0.16734964,0.02365276,0.57656138,0.01791740,1.23720376
-5.56778389,3.45245244,0.88912694,1.54580168,0.16269102,0.02369122,0.55558958,0.01755006,1.23068865
-5.56178089,3.38639661,0.86402091,1.52103031,0.15760508,0.02371078,0.53298187,0.01714747,1.22287187
-5.55577789,3.31614832,0.83760125,1.49443932,0.15215484,0.02372263,0.50907685,0.01671966,1.21437373
-5.54977489,3.24357822,0.81038926,1.46685340,0.14640932,0.02373809,0.48422547,0.01627671,1.20582719
-5.54377189,3.17054346,0.78290639,1.43909233,0.14044091,0.02376796,0.45878101,0.01582837,1.19785392
-5.53776888,3.09882520,0.75565764,1.41194344,0.13432273,0.02382190,0.43308929,0.01538376,1.19104063
-5.53176588,3.03006941,0.72911592,1.38613536,0.12812617,0.02390783,0.40747955,0.01495107,1.18591630
-5.52576288,2.96573329,0.70370792,1.36231401,0.12191875,0.02403140,0.38225631,0.01453732,1.18293163
-5.51975988,2.90703953,0.67980205,1.34102182,0.11576230,0.02419561,0.35769259,0.01414812,1.18244123
-5.51375688,2.85493995,0.65769897,1.32268089,0.10971163,0.02440052,0.33402455,0.01378763,1.18468936
-5.50775388,2.81008978,0.63762489,1.30758065,0.10381362,0.02464312,0.31144785,0.01345836,1.18979979
-5.50175088,2.77283341,0.61972783,1.29587037,0.09810678,0.02491737,0.29011568,0.01316129,1.19777010
-5.49574787,2.74320176,0.60407701,1.28755671,0.09262136,0.02521437,0.27013846,0.01289581,1.20847057
-5.48974487,2.72092101,0.59066506,1.28250625,0.08737969,0.02552271,0.25158511,0.01265992,1.22164767
-5.48374187,2.70543206,0.57941305,1.28045276,0.08239700,0.02582894,0.23448563,0.01245033,1.23693211
-5.47773887,2.69591957,0.57017783,1.28100884,0.07768248,0.02611818,0.21883490,0.01226270,1.25385084
-5.47173587,2.69134922,0.56276137,1.28368142,0.07324041,0.02637475,0.20459732,0.01209184,1.27184283
-5.46573287,2.69051161,0.55692172,1.28789047,0.06907150,0.02658294,0.19171210,0.01193200,1.29027781
-5.45972986,2.69207086,0.55238484,1.29299028,0.06517414,0.02672773,0.18009878,0.01177710,1.30847741
-5.45372686,2.69461623,0.54885712,1.29829250,0.06154561,0.02679547,0.16966292,0.01162100,1.32573794
-5.44772386,2.69671462,0.54603774,1.30309017,0.05818310,0.02677460,0.16030154,0.01145775,1.34135396
-5.44172086,2.69696234,0.54363062,1.30668201,0.05508456,0.02665615,0.15190816,0.01128181,1.35464185
-5.43571786,2.69403423,0.54135550,1.30839613,0.05224932,0.02643421,0.14437727,0.01108826,1.36496265
-5.42971486,2.68672864,0.53895754,1.30761249,0.04967839,0.02610618,0.13760811,0.01087295,1.37174328
-5.42371186,2.67400673,0.53621549,1.30378338,0.04737453,0.02567297,0.13150767,0.01063264,1.37449549
-5.41770885,2.65502514,0.53294779,1.29645135,0.04534212,0.02513891,0.12599282,0.01036507,1.37283196
-5.41170585,2.62916090,0.52901682,1.28526395,0.04358670,0.02451160,0.12099169,0.01006904,1.36647886
-5.40570285,2.59602810,0.52433088,1.26998511,0.04211439,0.02380158,0.11644421,0.00974437,1.35528463
-5.39969985,2.55548592,0.51884419,1.25050242,0.04093108,0.02302183,0.11230196,0.00939194,1.33922460
-5.39369685,2.50763807,0.51255485,1.22683063,0.04004166,0.02218725,0.10852736,0.00901354,1.31840139
-5.38769385,2.45282392,0.50550104,1.19911085,0.03944899,0.02131401,0.10509243,0.00861188,1.29304103
-5.38169085,2.39160186,0.49775559,1.16760588,0.03915310,0.02041888,0.10197709,0.00819041,1.26348521
-5.37568784,2.32472590,0.48941942,1.13269175,0.03915026,0.01951853,0.09916725,0.00775324,1.23017971
-5.36968484,2.25311648,0.48061401,1.09484586,0.03943230,0.01862892,0.09665278,0.00730498,1.19365982
-5.36368184,2.17782693,0.47147349,1.05463223,0.03998600,0.01776468,0.09442552,0.00685062,1.15453312
-5.35767884,2.10000695,0.46213660,1.01268445,0.04079274,0.01693862,0.09247739,0.00639540,1.11346050
-5.35167584,2.02086471,0.45273900,0.96968697,0.04182832,0.01616132,0.09079879,0.00594471,1.07113602
-5.34567284,1.94162898,0.44340637,0.92635550,0.04306313,0.01544085,0.08937730,0.00550395,1.02826663
-5.33966983,1.86351291,0.43424847,0.88341714,0.04446245,0.01478264,0.08819682,0.00507847,0.98555223
-5.33366683,1.78768065,0.42535454,0.84159102,0.04598718,0.01418943,0.08723714,0.00467352,0.94366705
-5.32766383,1.71521794,0.41679028,0.80157012,0.04759466,0.01366139,0.08647397,0.00429419,0.90324285
-5.32166083,1.64710762,0.40859635,0.76400463,0.04923983,0.01319635,0.08587944,0.00394539,0.86485442
-5.31565783,1.58421057,0.40078854,0.72948758,0.05087654,0.01279009,0.08542303,0.00363189,0.82900789
-5.30965483,1.52725239,0.39335950,0.69854288,0.05245898,0.01243671,0.08507283,0.00335833,0.79613198
-5.30365183,1.47681581,0.38628183,0.67161599,0.05394318,0.01212914,0.08479711,0.00312923,0.76657227
-5.29764882,1.43333854,0.37951231,0.64906734,0.05528858,0.01185956,0.08456607,0.00294911,0.74058851
-5.29164582,1.39711606,0.37299705,0.63116852,0.05645948,0.01161988,0.08435368,0.00282250,0.71835470
-5.28564282,1.36830859,0.36667704,0.61810087,0.05742640,0.01140222,0.08413943,0.00275396,0.69996170
-5.27963982,1.34695138,0.36049404,0.60995650,0.05816718,0.01119930,0.08391002,0.00274822,0.68542198
-5.27363682,1.33296749,0.35439612,0.60674123,0.05866796,0.01100485,0.08366074,0.00281011,0.67467609
-5.26763382,1.32618199,0.34834292,0.60837925,0.05892370,0.01081383,0.08339651,0.00294458,0.66760040
-5.26163082,1.32633684,0.34231001,0.61471905,0.05893850,0.01062268,0.08313250,0.00315671,0.66401575
-5.25562781,1.33310555,0.33629237,0.62554038,0.05872548,0.01042942,0.08289434,0.00345160,0.66369654
-5.24962481,1.34610709,0.33030687,0.64056173,0.05830635,0.01023369,0.08271778,0.00383425,0.66637988
-5.24362181,1.36491853,0.32439350,0.65944829,0.05771067,0.01003665,0.08264789,0.00430948,0.67177468
-5.23761881,1.38908609,0.31861557,0.68181993,0.05697477,0.00984090,0.08273785,0.00488164,0.67957033
-5.23161581,1.41813458,0.31305893,0.70725920,0.05614044,0.00965020,0.08304731,0.00555450,0.68944477
-5.22561281,1.45157524,0.30783031,0.73531899,0.05525346,0.00946926,0.08364046,0.00633090,0.70107211
-5.21960980,1.48891204,0.30305495,0.76553006,0.05436199,0.00930342,0.08458392,0.00721256,0.71412952
-5.21360680,1.52964704,0.29887391,0.79740815,0.05351500,0.00915831,0.08594452,0.00819975,0.72830352
-5.20760380,1.57328478,0.29544102,0.83046077,0.05276066,0.00903955,0.08778705,0.00929104,0.74329567
-5.20160080,1.61933639,0.29291993,0.86419377,0.05214494,0.00895238,0.09017230,0.01048303,0.75882779
-5.19559780,1.66732362,0.29148130,0.89811759,0.05171036,0.00890143,0.09315512,0.01177018,0.77464655
-5.18959480,1.71678311,0.29130023,0.93175329,0.05149498,0.00889041,0.09678302,0.01314461,0.79052768
-5.18359180,1.76727117,0.29255413,0.96463849,0.05153177,0.00892195,0.10109501,0.01459600,0.80627963
-5.17758879,1.81836906,0.29542093,0.99633311,0.05184815,0.00899743,0.10612091,0.01611164,0.82174668
-5.17158579,1.86968889,0.30007755,1.02642492,0.05246595,0.00911691,0.11188112,0.01767642,0.83681151
-5.16558279,1.92087975,0.30669871,1.05453501,0.05340162,0.00927913,0.11838678,0.01927310,0.85139698
-5.15957979,1.97163405,0.31545558,1.08032288,0.05466672,0.00948152,0.12564023,0.02088250,0.86546709
-5.15357679,2.02169337,0.32651440,1.10349132,0.05626855,0.00972036,0.13363585,0.02248396,0.87902698
-5.14757379,2.07085354,0.34003463,1.12379059,0.05821099,0.00999090,0.14236096,0.02405571,0.89212174
-5.14157079,2.11896824,0.35616650,1.14102218,0.06049538,0.01028757,0.15179687,0.02557546,0.90483392
-5.13556778,2.16595060,0.37504776,1.15504146,0.06312131,0.01060419,0.16191979,0.02702098,0.91727974
-5.12956478,2.21177235,0.39679950,1.16575953,0.06608740,0.01093424,0.17270160,0.02837067,0.92960368
-5.12356178,2.25645995,0.42152094,1.17314367,0.06939188,0.01127109,0.18411033,0.02960424,0.94197175
-5.11755878,2.30008744,0.44928321,1.17721649,0.07303284,0.01160822,0.19611028,0.03070325,0.95456320
-5.11155578,2.34276599,0.48012234,1.17805360,0.07700835,0.01193942,0.20866168,0.03165171,0.96756101
-5.10555278,2.38463014,0.51403146,1.17577968,0.08131613,0.01225901,0.22171995,0.03243649,0.98114137
-5.09954977,2.42582110,0.55095284,1.17056305,0.08595297,0.01256193,0.23523461,0.03304772,0.99546237
-5.09354677,2.46646779,0.59076987,1.16260886,0.09091388,0.01284382,0.24914776,0.03347908,1.01065248
-5.08754377,2.50666639,0.63329972,1.15215090,0.09619093,0.01310112,0.26339242,0.03372786,1.02679910
-5.08154077,2.54645941,0.67828709,1.13944261,0.10177192,0.01333099,0.27789075,0.03379497,1.04393795
-5.07553777,2.58581562,0.72539964,1.12474734,0.10763906,0.01353130,0.29255242,0.03368484,1.06204370
-5.06953477,2.62461203,0.77422568,1.10832847,0.11376750,0.01370057,0.30727321,0.03340510,1.08102247
-5.06353177,2.66261920,0.82427451,1.09043976,0.12012413,0.01383778,0.32193409,0.03296624,1.10070682
-5.05752876,2.69949121,0.87497983,1.07131641,0.12666651,0.01394233,0.33640098,0.03238112,1.12085352
-5.05152576,2.73476128,0.92570658,1.05116729,0.13334221,0.01401384,0.35052527,0.03166448,1.14114466
-5.04552276,2.76784379,0.97576103,1.03016875,0.14008849,0.01405207,0.36414516,0.03083236,1.16119214
-5.03951976,2.79804320,1.02440429,1.00846037,0.14683261,0.01405680,0.37708805,0.02990150,1.18054573
-5.03351676,2.82457004,1.07086880,0.98614278,0.15349252,0.01402770,0.38917379,0.02888884,1.19870447
-5.02751376,2.84656339,1.11437731,0.96327786,0.15997822,0.01396436,0.40021875,0.02781099,1.21513123
-5.02151076,2.86311928,1.15416381,0.93989105,0.16619360,0.01386620,0.41004068,0.02668380,1.22926969
-5.01550775,2.87332386,1.18949544,0.91597590,0.17203874,0.01373253,0.41846402,0.02552195,1.24056338
-5.00950475,2.87628966,1.21969462,0.89150035,0.17741261,0.01356257,0.42532560,0.02433876,1.24847569
-5.00350175,2.87119345,1.24416038,0.86641451,0.18221605,0.01335558,0.43048023,0.02314595,1.25251022
-4.99749875,2.85731357,1.26238786,0.84065939,0.18635483,0.01311090,0.43380616,0.02195360,1.25223031
-4.99149575,2.83406505,1.27398530,0.81417613,0.18974279,0.01282814,0.43520993,0.02077014,1.24727698
-4.98549275,2.80103051,1.27868741,0.78691507,0.19230471,0.01250724,0.43463042,0.01960242,1.23738436
-4.97948974,2.75798529,1.27636474,0.75884433,0.19397899,0.01214862,0.43204197,0.01845588,1.22239188
-4.97348674,2.70491552,1.26702855,0.72995716,0.19471980,0.01175328,0.42745622,0.01733469,1.20225264
-4.96748374,2.64202811,1.25083086,0.70027788,0.19449876,0.01132284,0.42092273,0.01624203,1.17703755
-4.96148074,2.56975230,1.22805986,0.66986599,0.19330594,0.01085964,0.41252829,0.01518026,1.14693512
-4.95547774,2.48873263,1.19913081,0.63881830,0.19115030,0.01036670,0.40239492,0.01415112,1.11224687
-4.94947474,2.39981374,1.16457299,0.60726896,0.18805933,0.00984773,0.39067671,0.01315601,1.07337875
-4.94347174,2.30401800,1.12501324,0.57538759,0.18407820,0.00930705,0.37755565,0.01219604,1.03082885
-4.93746873,2.20251691,1.08115696,0.54337544,0.17926819,0.00874951,0.36323664,0.01127228,0.98517226
-4.93146573,2.09659789,1.03376745,0.51146007,0.17370473,0.00818033,0.34794190,0.01038575,0.93704359
-4.92546273,1.98762796,0.98364433,0.47988876,0.16747497,0.00760504,0.33190512,0.00953753,0.88711813
-4.91945973,1.87701601,0.93160219,0.44892099,0.16067515,0.00702922,0.31536547,0.00872878,0.83609240
-4.91345673,1.76617523,0.87845005,0.41882053,0.15340779,0.00645845,0.29856181,0.00796068,0.78466496
-4.90745373,1.65648724,0.82497251,0.38984731,0.14577886,0.00589808,0.28172729,0.00723443,0.73351820
-4.90145073,1.54926913,0.77191304,0.36224966,0.13789503,0.00535310,0.26508444,0.00655118,0.68330170
-4.89544772,1.44574446,0.71995994,0.33625707,0.12986121,0.00482807,0.24884101,0.00591197,0.63461779
-4.88944472,1.34701899,0.66973516,0.31207380,0.12177822,0.00432694,0.23318648,0.00531762,0.58800952
-4.88344172,1.25406153,0.62178611,0.28987351,0.11374092,0.00385305,0.21828948,0.00476872,0.54395141
-4.87743872,1.16769007,0.57658033,0.26979506,0.10583667,0.00340904,0.20429583,0.00426557,0.50284294
-4.87143572,1.08856320,0.53450302,0.25193955,0.09814417,0.00299684,0.19132752,0.00380808,0.46500475
-4.86543272,1.01717641,0.49585688,0.23636853,0.09073270,0.00261768,0.17948221,0.00339582,0.43067745
-4.85942971,0.95386290,0.46086423,0.22310350,0.08366173,0.00227216,0.16883343,0.00302795,0.40002262
-4.85342671,0.89879832,0.42967074,0.21212648,0.07698086,0.00196023,0.15943123,0.00270328,0.37312592
-4.84742371,0.85200882,0.40235057,0.20338160,0.07073000,0.00168133,0.15130328,0.00242027,0.35000178
-4.84142071,0.81338181,0.37891245,0.19677763,0.06493983,0.00143443,0.14445622,0.00217707,0.33059937
-4.83541771,0.78267880,0.35930631,0.19219125,0.05963245,0.00121811,0.13887728,0.00197155,0.31480954
-4.82941471,0.75954974,0.34343030,0.18947103,0.05482206,0.00103068,0.13453607,0.00180143,0.30247239
-4.82341171,0.74354842,0.33113773,0.18844183,0.05051584,0.00087024,0.13138638,0.00166424,0.29338512
-4.81740870,0.73414837,0.32224396,0.18890969,0.04671474,0.00073477,0.12936816,0.00155746,0.28731006
-4.81140570,0.73075901,0.31653286,0.19066691,0.04341435,0.00062219,0.12840937,0.00147857,0.28398248
-4.80540270,0.73274160,0.31376294,0.19349724,0.04060573,0.00053043,0.12842791,0.00142506,0.28311817
-4.79939970,0.73942483,0.31367295,0.19718120,0.03827606,0.00045745,0.12933349,0.00139454,0.28442062
-4.79339670,0.75011964,0.31598706,0.20150115,0.03640939,0.00040135,0.13102942,0.00138476,0.28758761
-4.78739370,0.76413324,0.32041941,0.20624619,0.03498716,0.00036029,0.13341434,0.00139362,0.29231726
-4.78139070,0.78078210,0.32667826,0.21121681,0.03398870,0.00033260,0.13638396,0.00141926,0.29831344
-4.77538769,0.79940360,0.33446972,0.21622893,0.03339163,0.00031673,0.13983260,0.00146002,0.30529047
-4.76938469,0.81936648,0.34350097,0.22111758,0.03317218,0.00031128,0.14365469,0.00151446,0.31297716
-4.76338169,0.84007974,0.35348323,0.22573992,0.03330545,0.00031496,0.14774623,0.00158141,0.32112015
-4.75737869,0.86100023,0.36413430,0.22997754,0.03376563,0.00032661,0.15200601,0.00165989,0.32948657
-4.75137569,0.88163854,0.37518093,0.23373824,0.03452618,0.00034516,0.15633685,0.00174917,0.33786608
-4.74537269,0.90156362,0.38636099,0.23695693,0.03556003,0.00036965,0.16064667,0.00184872,0.34607231
-4.73936968,0.92040598,0.39742540,0.23959602,0.03683976,0.00039916,0.16484946,0.00195821,0.35394372
-4.73336668,0.93785955,0.40814002,0.24164510,0.03833783,0.00043286,0.16886611,0.00207750,0.36134399
-4.72736368,0.95368257,0.41828745,0.24312003,0.04002691,0.00046997,0.17262520,0.00220661,0.36816205
-4.72136068,0.96769742,0.42766878,0.24406165,0.04188015,0.00050972,0.17606364,0.00234570,0.37431166
-4.71535768,0.97978968,0.43610528,0.24453395,0.04387162,0.00055145,0.17912719,0.00249506,0.37973075
-4.70935468,0.98990655,0.44344009,0.24462205,0.04597679,0.00059449,0.18177093,0.00265513,0.38438056
-4.70335168,0.99805473,0.44953980,0.24442988,0.04817302,0.00063828,0.18395957,0.00282640,0.38824450
-4.69734867,1.00429786,0.45429589,0.24407777,0.05044010,0.00068230,0.18566766,0.00300949,0.39132690
-4.69134567,1.00875349,0.45762610,0.24369991,0.05276082,0.00072611,0.18687968,0.00320505,0.39365158
-4.68534267,1.01158966,0.45947536,0.24344184,0.05512148,0.00076941,0.18758994,0.00341377,0.39526027
-4.67933967,1.01302099,0.45981657,0.24345787,0.05751232,0.00081198,0.18780236,0.00363637,0.39621080
-4.67333667,1.01330421,0.45865075,0.24390854,0.05992792,0.00085375,0.18753000,0.00387351,0.39657520
-4.66733367,1.01273308,0.45600687,0.24495807,0.06236741,0.00089479,0.18679447,0.00412581,0.39643747
-4.66133067,1.01163247,0.45194090,0.24677178,0.06483451,0.00093534,0.18562512,0.00439375,0.39589120
-4.65532766,1.01035182,0.44653441,0.24951343,0.06733741,0.00097578,0.18405798,0.00467766,0.39503697
-4.64932466,1.00925765,0.43989245,0.25334257,0.06988844,0.00101667,0.18213458,0.00497762,0.39397948
-4.64332166,1.00872543,0.43214083,0.25841166,0.07250354,0.00105870,0.17990067,0.00529344,0.39282463
-4.63731866,1.00913072,0.42342289,0.26486322,0.07520154,0.00110271,0.17740472,0.00562457,0.39167645
-4.63131566,1.01083994,0.41389582,0.27282679,0.07800330,0.00114963,0.17469646,0.00597007,0.39063413
-4.62531266,1.01420090,0.40372673,0.28241587,0.08093069,0.00120049,0.17182548,0.00632854,0.38978912
-4.61930965,1.01953346,0.39308845,0.29372485,0.08400558,0.00125633,0.16883982,0.00669809,0.38922251
-4.61330665,1.02712064,0.38215554,0.30682592,0.08724871,0.00131820,0.16578476,0.00707635,0.38900288
-4.60730365,1.03720056,0.37110036,0.32176620,0.09067873,0.00138712,0.16270191,0.00746043,0.38918459
-4.60130065,1.04995956,0.36008956,0.33856505,0.09431124,0.00146396,0.15962846,0.00784695,0.38980675
-4.59529765,1.06552679,0.34928112,0.35721173,0.09815805,0.00154949,0.15659680,0.00823212,0.39089287
-4.58929465,1.08397045,0.33882193,0.37766348,0.10222667,0.00164424,0.15363451,0.00861175,0.39245122
-4.58329165,1.10529602,0.32884606,0.39984416,0.10651993,0.00174854,0.15076461,0.00898139,0.39447592
-4.57728864,1.12944625,0.31947376,0.42364349,0.11103600,0.00186242,0.14800611,0.00933642,0.39694868
-4.57128564,1.15630309,0.31081103,0.44891700,0.11576846,0.00198562,0.14537485,0.00967216,0.39984106
-4.56528264,1.18569131,0.30294977,0.47548676,0.12070674,0.00211758,0.14288445,0.00998404,0.40311708
-4.55927964,1.21738350,0.29596838,0.50314277,0.12583668,0.00225739,0.14054733,0.01026771,0.40673608
-4.55327664,1.25110616,0.28993256,0.53164528,0.13114110,0.00240387,0.13837578,0.01051919,0.41065545
-4.54727364,1.28654654,0.28489631,0.56072767,0.13660058,0.00255553,0.13638282,0.01073500,0.41483326
-4.54127064,1.32335973,0.28090273,0.59010019,0.14219407,0.00271062,0.13458285,0.01091227,0.41923034
-4.53526763,1.36117560,0.27798468,0.61945419,0.14789946,0.00286721,0.13299207,0.01104882,0.42381176
-4.52926463,1.39960539,0.27616501,0.64846695,0.15369399,0.00302318,0.13162846,0.01114324,0.42854763
-4.52326163,1.43824740,0.27545632,0.67680682,0.15955435,0.00317633,0.13051137,0.01119492,0.43341296
-4.51725863,1.47669178,0.27586029,0.70413875,0.16545667,0.00332440,0.12966076,0.01120404,0.43838675
-4.51125563,1.51452427,0.27736642,0.73012988,0.17137613,0.00346520,0.12909600,0.01117155,0.44345026
-4.50525263,1.55132887,0.27995040,0.75445521,0.17728639,0.00359657,0.12883441,0.01109914,0.44858455
-4.49924962,1.58668952,0.28357222,0.77680310,0.18315877,0.00371656,0.12888950,0.01098909,0.45376754
-4.49324662,1.62019120,0.28817410,0.79688058,0.18896134,0.00382336,0.12926921,0.01084421,0.45897078
