energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.89794897,12.83948813,0.02723986,1.61514114,2.91809809,0.65946478,4.31382579,5.84364207,0.09801487,3.65214287
-5.89194597,13.14504854,0.02812965,1.62375811,2.98915715,0.68105086,4.42754881,5.97604579,0.09857341,3.76286608
-5.88594297,13.43169641,0.02898564,1.62925596,3.05192598,0.70120457,4.53836755,6.10106267,0.09912505,3.86757855
-5.87993997,13.69706973,0.02979617,1.63156149,3.10594422,0.71976904,4.64540232,6.21774066,0.09964004,3.96546323
-5.87393697,13.93908409,0.03055006,1.63063990,3.15096537,0.73661031,4.74786813,6.32517766,0.10008877,4.05582935
-5.86793397,14.15594823,0.03123689,1.62649251,3.18695331,0.75161870,4.84508668,6.42252323,0.10044284,4.13811938
-5.86193097,14.34616918,0.03184734,1.61915333,3.21407015,0.76470948,4.93649354,6.50897917,0.10067604,4.21191075
-5.85592796,14.50854846,0.03237345,1.60868508,3.23265603,0.77582291,5.02164059,6.58379974,0.10076511,4.27691263
-5.84992496,14.64217111,0.03280885,1.59517476,3.24320227,0.78492366,5.10019385,6.64629251,0.10069038,4.33295837
-5.84392196,14.74638960,0.03314896,1.57872917,3.24631921,0.79199980,5.17192706,6.69582055,0.10043621,4.37999431
-5.83791896,14.82080454,0.03339108,1.55947074,3.24270061,0.79706144,5.23671158,6.73180650,0.09999119,4.41806592
-5.83191596,14.86524439,0.03353448,1.53753372,3.23308646,0.80013904,5.29450312,6.75373905,0.09934826,4.44730211
-5.82591296,14.87974542,0.03358038,1.51306119,3.21822631,0.80128159,5.34532595,6.76118170,0.09850458,4.46789890
-5.81990995,14.86453346,0.03353184,1.48620267,3.19884462,0.80055470,5.38925548,6.75378366,0.09746129,4.48010305
-5.81390695,14.82000802,0.03339366,1.45711261,3.17561027,0.79803863,5.42639961,6.73129237,0.09622320,4.48419672
-5.80790395,14.74672922,0.03317219,1.42594951,3.14911123,0.79382627,5.45687998,6.69356685,0.09479834,4.48048363
-5.80190095,14.64540747,0.03287505,1.39287575,3.11983571,0.78802117,5.48081353,6.64059103,0.09319752,4.46927730
-5.79589795,14.51689541,0.03251089,1.35805777,3.08816028,0.78073553,5.49829530,6.57248591,0.09143381,4.45089172
-5.78989495,14.36218180,0.03208906,1.32166657,3.05434535,0.77208832,5.50938316,6.48951983,0.08952209,4.42563461
-5.78389195,14.18238639,0.03161936,1.28387833,3.01853779,0.76220325,5.51408506,6.39211567,0.08747853,4.39380326
-5.77788894,13.97875537,0.03111172,1.24487485,2.98078022,0.75120697,5.51234963,6.28085449,0.08532021,4.35568297
-5.77188594,13.75265683,0.03057595,1.20484391,2.94102602,0.73922725,5.50406058,6.15647503,0.08306475,4.31154789
-5.76588294,13.50557571,0.03002150,1.16397914,2.89915919,0.72639125,5.48903535,6.01986885,0.08072994,4.26166404
-5.75987994,13.23910829,0.02945728,1.12247961,2.85501751,0.71282401,5.46702850,5.87207127,0.07833350,4.20629409
-5.75387694,12.95495611,0.02889156,1.08054895,2.80841787,0.69864715,5.43773989,5.71424825,0.07589291,4.14570391
-5.74787394,12.65491943,0.02833186,1.03839409,2.75918211,0.68397784,5.40082763,5.54767993,0.07342518,4.08017009
-5.74187094,12.34089057,0.02778495,0.99622361,2.70716232,0.66892811,5.35592548,5.37374142,0.07094678,4.00998849
-5.73586793,12.01484734,0.02725693,0.95424592,2.65226414,0.65360448,5.30266438,5.19388155,0.06847358,3.93548310
-5.72986493,11.67884665,0.02675326,0.91266719,2.59446699,0.63810813,5.24069698,5.00960068,0.06602073,3.85701499
-5.72386193,11.33501838,0.02627892,0.87168926,2.53384057,0.62253525,5.16972449,4.82242806,0.06360268,3.77499079
-5.71785893,10.98555943,0.02583859,0.83150758,2.47055672,0.60697795,5.08952438,4.63389958,0.06123310,3.68987025
-5.71185593,10.63272748,0.02543676,0.79230930,2.40489640,0.59152531,4.99997779,4.44553664,0.05892487,3.60217248
-5.70585293,10.27883396,0.02507794,0.75427155,2.33725160,0.57626471,4.90109498,4.25882629,0.05669000,3.51248021
-5.69984992,9.92623574,0.02476679,0.71756002,2.26812211,0.56128326,4.79303759,4.07520328,0.05453960,3.42144182
-5.69384692,9.57732448,0.02450827,0.68232784,2.19810752,0.54666915,4.67613631,3.89603393,0.05248379,3.32977062
-5.68784392,9.23451326,0.02430768,0.64871488,2.12789483,0.53251288,4.55090276,3.72260207,0.05053156,3.23824105
-5.68184092,8.90021966,0.02417070,0.61684733,2.05824211,0.51890818,4.41803481,3.55609691,0.04869072,3.14768161
-5.67583792,8.57684497,0.02410340,0.58683777,1.98995916,0.50595255,4.27841465,3.39760288,0.04696775,3.05896448
-5.66983492,8.26674943,0.02411208,0.55878557,1.92388561,0.49374731,4.13309958,3.24809133,0.04536766,2.97299189
-5.66383192,7.97222368,0.02420321,0.53277766,1.86086759,0.48239708,3.98330563,3.10841397,0.04389387,2.89067945
-5.65782891,7.69545701,0.02438313,0.50888970,1.80173362,0.47200879,3.83038467,2.97929819,0.04254815,2.81293704
-5.65182591,7.43850347,0.02465785,0.48718759,1.74727069,0.46269007,3.67579586,2.86134418,0.04133046,2.74064769
-5.64582291,7.20324695,0.02503273,0.46772924,1.69820146,0.45454718,3.52107294,2.75502386,0.04023897,2.67464543
-5.63981991,6.99136690,0.02551214,0.45056664,1.65516313,0.44768265,3.36778853,2.66068185,0.03927001,2.61569284
-5.63381691,6.80430641,0.02609912,0.43574812,1.61868912,0.44219257,3.21751731,2.57853853,0.03841810,2.56445946
-5.62781391,6.64324420,0.02679505,0.42332073,1.58919386,0.43816386,3.07179962,2.50869514,0.03767608,2.52150187
-5.62181091,6.50907244,0.02759932,0.41333260,1.56696151,0.43567156,2.93210707,2.45114114,0.03703524,2.48724670
-5.61580790,6.40238164,0.02850902,0.40583526,1.55213888,0.43477644,2.79981152,2.40576360,0.03648550,2.46197720
-5.60980490,6.32345378,0.02951879,0.40088560,1.54473297,0.43552290,2.67615874,2.37235854,0.03601572,2.44582444
-5.60380190,6.27226444,0.03062059,0.39854750,1.54461310,0.43793747,2.56224748,2.35064390,0.03561394,2.43876341
-5.59779890,6.24849398,0.03180373,0.39889284,1.55151779,0.44202789,2.45901449,2.34027371,0.03526773,2.44061473
-5.59179590,6.25154762,0.03305485,0.40200174,1.56506592,0.44778298,2.36722573,2.34085296,0.03496459,2.45105179
-5.58579290,6.28058323,0.03435811,0.40796184,1.58477203,0.45517310,2.28747340,2.35195247,0.03469226,2.46961324
-5.57978989,6.33454574,0.03569549,0.41686655,1.61006486,0.46415145,2.22017840,2.37312310,0.03443911,2.49572045
-5.57378689,6.41220605,0.03704712,0.42881204,1.64030881,0.47465592,2.16559730,2.40390847,0.03419451,2.52869912
-5.56778389,6.51220246,0.03839184,0.44389297,1.67482696,0.48661147,2.12383292,2.44385552,0.03394909,2.56780407
-5.56178089,6.63308202,0.03970773,0.46219698,1.71292517,0.49993298,2.09484728,2.49252214,0.03369506,2.61224617
-5.55577789,6.77333962,0.04097278,0.48379785,1.75391582,0.51452823,2.07847571,2.54948132,0.03342640,2.66122011
-5.54977489,6.93145223,0.04216557,0.50874773,1.79714041,0.53030090,2.07444123,2.61432151,0.03313904,2.71393149
-5.54377189,7.10590650,0.04326603,0.53706835,1.84198989,0.54715354,2.08236785,2.68664280,0.03283091,2.76962226
-5.53776888,7.29521792,0.04425607,0.56874187,1.88792184,0.56499005,2.10179234,2.76604917,0.03250198,2.82759290
-5.53176588,7.49794072,0.04512025,0.60370149,1.93447372,0.58371779,2.13217362,2.85213705,0.03215423,2.88722054
-5.52576288,7.71266800,0.04584636,0.64182241,1.98127156,0.60324903,2.17289978,2.94448078,0.03179154,2.94797203
-5.51975988,7.93802258,0.04642585,0.68291378,2.02803377,0.62350179,2.22329250,3.04261594,0.03141951,3.00941149
-5.51375688,8.17263970,0.04685414,0.72671189,2.07457004,0.64439993,2.28260934,3.14602156,0.03104527,3.07120202
-5.50775388,8.41514320,0.04713079,0.77287554,2.12077529,0.66587256,2.35004452,3.25410259,0.03067725,3.13310172
-5.50175088,8.66411787,0.04725948,0.82098375,2.16661928,0.68785298,2.42472865,3.36617395,0.03032491,3.19495449
-5.49574787,8.91808039,0.04724787,0.87053651,2.21213256,0.71027699,2.50572867,3.48144765,0.02999848,3.25667618
-5.48974487,9.17545218,0.04710719,0.92095878,2.25738950,0.73308100,2.59204858,3.59902426,0.02970866,3.31823734
-5.48374187,9.43453700,0.04685186,0.97160797,2.30248966,0.75619998,2.68263213,3.71789001,0.02946638,3.37964346
-5.47773887,9.69350614,0.04649880,1.02178491,2.34753846,0.77956539,2.77636804,3.83692025,0.02928252,3.44091432
-5.47173587,9.95039354,0.04606677,1.07074819,2.39262846,0.80310339,2.87209838,3.95489007,0.02916769,3.50206341
-5.46573287,10.20310246,0.04557561,1.11773146,2.43782242,0.82673332,2.96863051,4.07049204,0.02913199,3.56307901
-5.45972986,10.44942460,0.04504550,1.16196317,2.48313898,0.85036673,3.06475251,4.18236086,0.02918482,3.62390790
-5.45372686,10.68707166,0.04449615,1.20268809,2.52854197,0.87390685,3.15925189,4.28910417,0.02933470,3.68444251
-5.44772386,10.91371830,0.04394617,1.23918957,2.57393386,0.89724869,3.25093697,4.38933834,0.02958907,3.74451243
-5.44172086,11.12705475,0.04341238,1.27081186,2.61915368,0.92027961,3.33866016,4.48172774,0.02995420,3.80388036
-5.43571786,11.32484639,0.04290940,1.29698117,2.66397938,0.94288042,3.42134205,4.56502562,0.03043497,3.86224264
-5.42971486,11.50499717,0.04244922,1.31722476,2.70813447,0.96492686,3.49799506,4.63811453,0.03103478,3.91923418
-5.42371186,11.66561324,0.04204100,1.33118693,2.75129826,0.98629129,3.56774562,4.70004447,0.03175540,3.97443718
-5.41770885,11.80506328,0.04169096,1.33864122,2.79311892,1.00684462,3.62985339,4.75006649,0.03259682,4.02739294
-5.41170585,11.92203173,0.04140250,1.33949815,2.83322856,1.02645822,3.68372668,4.78766013,0.03355720,4.07761594
-5.40570285,12.01556211,0.04117628,1.33380811,2.87125902,1.04500581,3.72893307,4.81255326,0.03463269,4.12460919
-5.39969985,12.08508764,0.04101057,1.32175930,2.90685747,1.06236518,3.76520455,4.82473314,0.03581738,4.16787995
-5.39369685,12.13044750,0.04090158,1.30367063,2.93970067,1.07841975,3.79243703,4.82444810,0.03710328,4.20695487
-5.38769385,12.15188783,0.04084387,1.27998016,2.96950699,1.09305997,3.81068401,4.81219986,0.03848026,4.24139381
-5.38169085,12.15004746,0.04083077,1.25122949,2.99604542,1.10618441,3.82014491,4.78872669,0.03993613,4.27080174
-5.37568784,12.12592921,0.04085479,1.21804486,3.01914108,1.11770087,3.82114860,4.75497835,0.04145670,4.29483819
-5.36968484,12.08085849,0.04090805,1.18111593,3.03867694,1.12752719,3.81413305,4.71208394,0.04302598,4.31322409
-5.36368184,12.01643154,0.04098261,1.14117321,3.05459181,1.13559217,3.79962224,4.66131425,0.04462635,4.32574595
-5.35767884,11.93445599,0.04107076,1.09896517,3.06687489,1.14183634,3.77820143,4.60404033,0.04623890,4.33225744
-5.35167584,11.83688711,0.04116520,1.05523593,3.07555739,1.14621278,3.75049224,4.54169006,0.04784372,4.33267872
-5.34567284,11.72576265,0.04125922,1.01070463,3.08070199,1.14868804,3.71712872,4.47570472,0.04942034,4.32699392
-5.33966983,11.60313965,0.04134675,0.96604711,3.08239108,1.14924295,3.67873555,4.40749709,0.05094814,4.31524719
-5.33366683,11.47103594,0.04142236,0.92188061,3.08071463,1.14787355,3.63590948,4.33841300,0.05240683,4.29753793
-5.32766383,11.33137883,0.04148118,0.87875198,3.07575882,1.14459185,3.58920480,4.26969735,0.05377686,4.27401563
-5.32166083,11.18596305,0.04151882,0.83712953,3.06759620,1.13942659,3.53912338,4.20246601,0.05503991,4.24487488
-5.31565783,11.03641920,0.04153125,0.79739867,3.05627841,1.13242375,3.48610959,4.13768417,0.05617927,4.21035094
-5.30965483,10.88419365,0.04151464,0.75986123,3.04183178,1.12364688,3.43055018,4.07615172,0.05718019,4.17071626
-5.30365183,10.73054008,0.04146524,0.72473808,3.02425646,1.11317714,3.37277877,4.01849589,0.05803016,4.12627802
-5.29764882,10.57652229,0.04137927,0.69217469,3.00352915,1.10111305,3.31308449,3.96517083,0.05871915,4.07737707
-5.29164582,10.42302740,0.04125282,0.66224910,2.97960923,1.08756992,3.25172412,3.91646398,0.05923969,4.02438800
-5.28564282,10.27078820,0.04108180,0.63498162,2.95244805,1.07267903,3.18893668,3.87250845,0.05958694,3.96772036
-5.27963982,10.12041278,0.04086195,0.61034567,2.92200078,1.05658650,3.12495951,3.83330056,0.05975860,3.90782076
-5.27363682,9.97241969,0.04058890,0.58827915,2.88823998,1.03945204,3.06004470,3.79872169,0.05975486,3.84517554
-5.26763382,9.82727613,0.04025821,0.56869562,2.85117007,1.02144751,2.99447478,3.76856315,0.05957819,3.78031358
-5.26163082,9.68543721,0.03986554,0.55149482,2.81084172,1.00275544,2.92857655,3.74255296,0.05923315,3.71380878
-5.25562781,9.54738363,0.03940683,0.53657196,2.76736521,0.98356749,2.86273204,3.72038327,0.05872613,3.64628182
-5.24962481,9.41365583,0.03887844,0.52382546,2.72092186,0.96408302,2.79738582,3.70173709,0.05806513,3.57840059
-5.24362181,9.28488233,0.03827742,0.51316281,2.67177263,0.94450765,2.73304799,3.68631320,0.05725956,3.51087893
-5.23761881,9.16180061,0.03760171,0.50450440,2.62026351,0.92505179,2.67029246,3.67384810,0.05631996,3.44447332
-5.23161581,9.04526898,0.03685036,0.49778522,2.56682706,0.90592930,2.60975039,3.66413391,0.05525787,3.37997709
-5.22561281,8.93626840,0.03602374,0.49295453,2.51197992,0.88735592,2.55209885,3.65703154,0.05408569,3.31821215
-5.21960980,8.83589370,0.03512370,0.48997369,2.45631647,0.86954766,2.49804513,3.65247832,0.05281655,3.26001794
-5.21360680,8.74533407,0.03415375,0.48881231,2.40049867,0.85271884,2.44830727,3.65048996,0.05146421,3.20623791
-5.20760380,8.66584327,0.03311914,0.48944311,2.34524267,0.83707981,2.40359171,3.65115655,0.05004306,3.15770362
-5.20160080,8.59870064,0.03202695,0.49183595,2.29130265,0.82283426,2.36456890,3.65463288,0.04856797,3.11521680
-5.19559780,8.54516426,0.03088606,0.49595128,2.23945270,0.81017599,2.33184818,3.66112362,0.04705435,3.07953002
-5.18959480,8.50641828,0.02970713,0.50173370,2.19046738,0.79928520,2.30595290,3.67086400,0.04551797,3.05132632
-5.18359180,8.48351677,0.02850252,0.50910582,2.14510190,0.79032434,2.28729708,3.68409712,0.04397494,3.03119884
-5.17758879,8.47732662,0.02728611,0.51796302,2.10407248,0.78343350,2.27616465,3.70104910,0.04244154,3.01963088
-5.17158579,8.48847231,0.02607311,0.52816940,2.06803782,0.77872563,2.27269227,3.72190341,0.04093406,3.01697746
-5.16558279,8.51728542,0.02487986,0.53955517,2.03758198,0.77628168,2.27685662,3.74677597,0.03946861,3.02344896
-5.15957979,8.56376150,0.02372353,0.55191578,2.01319952,0.77614594,2.28846668,3.77569235,0.03806086,3.03909767
-5.15357679,8.62752681,0.02262185,0.56501281,1.99528284,0.77832188,2.30716149,3.80856868,0.03672577,3.06380799
-5.14757379,8.70781708,0.02159274,0.57857676,1.98411228,0.78276864,2.33241357,3.84519735,0.03547735,3.09729061
-5.14157079,8.80346987,0.02065405,0.59231148,1.97984895,0.78939864,2.36353783,3.88523869,0.03432833,3.13908131
-5.13556778,8.91293152,0.01982317,0.60590031,1.98253020,0.79807648,2.39970579,3.92821936,0.03328993,3.18854449
-5.12956478,9.03427911,0.01911674,0.61901344,1.99206782,0.80861925,2.43996442,3.97353770,0.03237164,3.24488156
-5.12356178,9.16525716,0.01855028,0.63131636,2.00824879,0.82079853,2.48325908,4.02047628,0.03158097,3.30714405
-5.11755878,9.30332787,0.01813790,0.64247888,2.03073829,0.83434415,2.52845958,4.06822111,0.03092337,3.37425121
-5.11155578,9.44573347,0.01789203,0.65218448,2.05908493,0.84894957,2.57438848,4.11588673,0.03040212,3.44501158
-5.10555278,9.58956817,0.01782306,0.66013939,2.09272801,0.86427887,2.61985061,4.16254624,0.03001833,3.51814805
-5.09954977,9.73185716,0.01793920,0.66608121,2.13100654,0.87997517,2.66366275,4.20726457,0.02977099,3.59232553
-5.09354677,9.86963945,0.01824614,0.66978653,2.17316999,0.89567010,2.70468261,4.24913369,0.02965709,3.66618056
-5.08754377,10.00005124,0.01874698,0.67107738,2.21839058,0.91099406,2.74183608,4.28730761,0.02967176,3.73835185
-5.08154077,10.12040652,0.01944197,0.66982616,2.26577702,0.92558685,2.77414199,4.32103573,0.02980850,3.80751094
-5.07553777,10.22827165,0.02032844,0.66595888,2.31438951,0.93910814,2.80073366,4.34969255,0.03005939,3.87239189
-5.06953477,10.32153092,0.02140078,0.65945670,2.36325589,0.95124756,2.82087680,4.37280230,0.03041534,3.93181934
-5.06353177,10.39844060,0.02265031,0.65035565,2.41138873,0.96173374,2.83398321,4.39005723,0.03086637,3.98473387
-5.05752876,10.45766949,0.02406543,0.63874467,2.45780314,0.97034205,2.83962027,4.40132843,0.03140184,4.03021411
-5.05152576,10.49832454,0.02563163,0.62476200,2.50153490,0.97690075,2.83751582,4.40666884,0.03201067,4.06749484
-5.04552276,10.51996082,0.02733172,0.60859030,2.54165866,0.98129519,2.82755888,4.40630811,0.03268157,4.09598071
-5.03951976,10.52257591,0.02914595,0.59045047,2.57730571,0.98347003,2.80979602,4.40063971,0.03340325,4.11525515
-5.03351676,10.50658925,0.03105239,0.57059470,2.60768088,0.98342933,2.78442393,4.39020086,0.03416452,4.12508438
-5.02751376,10.47280779,0.03302719,0.54929887,2.63207809,0.98123455,2.75177843,4.37564641,0.03495449,4.12541643
-5.02151076,10.42237983,0.03504502,0.52685473,2.64989409,0.97700066,2.71232043,4.35771796,0.03576265,4.11637536
-5.01550775,10.35673918,0.03707945,0.50356195,2.66063980,0.97089048,2.66661934,4.33720983,0.03657899,4.09825109
-5.00950475,10.27754234,0.03910347,0.47972051,2.66394914,0.96310757,2.61533440,4.31493340,0.03739404,4.07148510
-5.00350175,10.18660158,0.04108995,0.45562353,2.65958472,0.95388802,2.55919463,4.29168185,0.03819897,4.03665282
-4.99749875,10.08581659,0.04301216,0.43155077,2.64744054,0.94349145,2.49897786,4.26819669,0.03898566,3.99444325
-4.99149575,9.97710777,0.04484425,0.40776291,2.62754130,0.93219166,2.43548942,4.24513780,0.03974668,3.94563671
-4.98549275,9.86235363,0.04656175,0.38449682,2.60003872,0.92026729,2.36954120,4.22305825,0.04047539,3.89108142
-4.97948974,9.74333480,0.04814200,0.36196170,2.56520486,0.90799287,2.30193144,4.20238511,0.04116590,3.83166997
-4.97348674,9.62168658,0.04956456,0.34033631,2.52342288,0.89563056,2.23342591,4.18340681,0.04181315,3.76831630
-4.96748374,9.49886155,0.05081158,0.31976715,2.47517558,0.88342292,2.16474092,4.16626767,0.04241283,3.70193405
-4.96148074,9.37610340,0.05186805,0.30036757,2.42103234,0.87158685,2.09652858,4.15096967,0.04296140,3.63341706
-4.95547774,9.25443227,0.05272207,0.28221785,2.36163485,0.86030902,2.02936475,4.13738103,0.04345602,3.56362231
-4.94947474,9.13464170,0.05336495,0.26536596,2.29768229,0.84974265,1.96373986,4.12525128,0.04389454,3.49335603
-4.94347174,9.01730652,0.05379134,0.24982921,2.22991633,0.84000590,1.90005292,4.11423165,0.04427534,3.42336292
-4.93746873,8.90280045,0.05399921,0.23559637,2.15910650,0.83118158,1.83860876,4.10389986,0.04459736,3.35431868
-4.93146573,8.79132191,0.05398978,0.22263045,2.08603620,0.82331834,1.77961841,4.09378788,0.04485990,3.28682568
-4.92546273,8.68292601,0.05376745,0.21087182,2.01148964,0.81643284,1.72320268,4.08341109,0.04506261,3.22141141
-4.91945973,8.57756045,0.05333956,0.20024173,1.93623987,0.81051301,1.66939848,4.07229753,0.04520536,3.15852941
-4.91345673,8.47510294,0.05271620,0.19064603,1.86103787,0.80552190,1.61816763,4.06001542,0.04528819,3.09856189
-4.90745373,8.37539764,0.05190995,0.18197897,1.78660281,0.80140199,1.56940765,4.04619774,0.04531126,3.04182369
-4.90145073,8.27828842,0.05093551,0.17412717,1.71361322,0.79807964,1.52296406,4.03056244,0.04527479,2.98856671
-4.89544772,8.18364676,0.04980942,0.16697335,1.64269915,0.79546951,1.47864344,4.01292724,0.04517905,2.93898442
-4.88944472,8.09139268,0.04854964,0.16040010,1.57443496,0.79347866,1.43622682,3.99321836,0.04502438,2.89321578
-4.88344172,8.00150765,0.04717517,0.15429320,1.50933287,0.79201013,1.39548268,3.97147261,0.04481120,2.85134832
-4.87743872,7.91403883,0.04570567,0.14854481,1.44783701,0.79096605,1.35617893,3.94783300,0.04454007,2.81342009
-4.87143572,7.82909473,0.04416100,0.14305611,1.39031809,0.79025006,1.31809365,3.92253808,0.04421166,2.77942047
-4.86543272,7.74683316,0.04256086,0.13773958,1.33706871,0.78976912,1.28102384,3.89590577,0.04382688,2.74929008
-4.85942971,7.66744270,0.04092435,0.13252072,1.28829949,0.78943480,1.24479219,3.86831286,0.04338685,2.72291997
-4.85342671,7.59111951,0.03926963,0.12733927,1.24413618,0.78916408,1.20925168,3.84017144,0.04289293,2.70015070
-4.84742371,7.51804190,0.03761353,0.12214985,1.20461799,0.78887990,1.17428789,3.81190384,0.04234672,2.68077180
-4.84142071,7.44834481,0.03597129,0.11692209,1.16969745,0.78851154,1.13981935,3.78391779,0.04175004,2.66452223
-4.83541771,7.38209681,0.03435627,0.11164026,1.13924201,0.78799505,1.10579602,3.75658327,0.04110491,2.65109242
-4.82941471,7.31928185,0.03277977,0.10630240,1.11303756,0.78727378,1.07219631,3.73021279,0.04041343,2.64012831
-4.82341171,7.25978742,0.03125089,0.10091909,1.09079412,0.78629921,1.03902304,3.70504608,0.03967779,2.63123786
-4.81740870,7.20340072,0.02977650,0.09551185,1.07215360,0.78503205,1.00629874,3.68124034,0.03890014,2.62399994
-4.81140570,7.14981319,0.02836121,0.09011137,1.05669965,0.78344359,0.97406074,3.65886645,0.03808254,2.61797563
-4.80540270,7.09863345,0.02700752,0.08475553,1.04396938,0.78151725,0.94235643,3.63791115,0.03722693,2.61272159
-4.79939970,7.04940780,0.02571598,0.07948737,1.03346668,0.77925021,0.91123892,3.61828501,0.03633507,2.60780480
-4.79339670,7.00164660,0.02448537,0.07435311,1.02467661,0.77665484,0.88076358,3.59983507,0.03540856,2.60281791
-4.78739370,6.95485473,0.02331304,0.06940026,1.01708048,0.77375979,0.85098530,3.58236136,0.03444888,2.59739440
-4.78139070,6.90856326,0.02219525,0.06467586,1.01017095,0.77061051,0.82195683,3.56563559,0.03345745,2.59122240
-4.77538769,6.86236017,0.02112748,0.06022505,1.00346661,0.76726897,0.79372791,3.54942055,0.03243575,2.58405620
-4.76938469,6.81591709,0.02010483,0.05608974,0.99652542,0.76381240,0.76634528,3.53348882,0.03138546,2.57572472
-4.76338169,6.76901019,0.01912238,0.05230766,0.98895649,0.76033100,0.73985331,3.51763903,0.03030859,2.56613614
-4.75737869,6.72153314,0.01817557,0.04891172,0.98042980,0.75692450,0.71429505,3.50170883,0.02920770,2.55527821
-4.75137569,6.67350127,0.01726042,0.04592948,0.97068338,0.75369782,0.68971349,3.48558348,0.02808601,2.54321429
-4.74537269,6.62504652,0.01637390,0.04338310,0.95952799,0.75075576,0.66615286,3.46919968,0.02694758,2.53007514
-4.73936968,6.57640363,0.01551401,0.04128929,0.94684895,0.74819723,0.64365976,3.45254473,0.02579745,2.51604708
-4.73336668,6.52788882,0.01468000,0.03965959,0.93260546,0.74610912,0.62228391,3.43565127,0.02464168,2.50135728
-4.72736368,6.47987294,0.01387240,0.03850070,0.91682748,0.74456041,0.60207852,3.41858849,0.02348740,2.48625724
-4.72136068,6.43275120,0.01309297,0.03781497,0.89961045,0.74359674,0.58310019,3.40145087,0.02234280,2.47100561
-4.71535768,6.38691230,0.01234467,0.03760090,0.88110839,0.74323600,0.56540825,3.38434566,0.02121703,2.45585156
-4.70935468,6.34270941,0.01163145,0.03785359,0.86152561,0.74346518,0.54906374,3.36738033,0.02012006,2.44101988
-4.70335168,6.30043532,0.01095811,0.03856530,0.84110769,0.74423878,0.53412787,3.35065137,0.01906246,2.42669877
-4.69734867,6.26030371,0.01033003,0.03972576,0.82013195,0.74547906,0.52066025,3.33423516,0.01805518,2.41303108
-4.69134567,6.22243771,0.00975285,0.04132253,0.79889787,0.74707802,0.50871675,3.31818197,0.01710921,2.40010949
-4.68534267,6.18686630,0.00923225,0.04334113,0.77771778,0.74890115,0.49834729,3.30251311,0.01623529,2.38797563
-4.67933967,6.15352826,0.00877359,0.04576513,0.75690798,0.75079276,0.48959340,3.28722146,0.01544355,2.37662303
-4.67333667,6.12228261,0.00838165,0.04857601,0.73678040,0.75258254,0.48248578,3.27227487,0.01474315,2.36600317
-4.66733367,6.09292405,0.00806034,0.05175297,0.71763498,0.75409287,0.47704183,3.25762180,0.01414196,2.35603392
-4.66133067,6.06520123,0.00781242,0.05527257,0.69975258,0.75514660,0.47326314,3.24319824,0.01364620,2.34660930
-4.65532766,6.03883566,0.00763939,0.05910829,0.68338860,0.75557467,0.47113313,3.22893495,0.01326023,2.33760941
-4.64932466,6.01353895,0.00754121,0.06323007,0.66876705,0.75522304,0.47061471,3.21476397,0.01298622,2.32890962
-4.64332166,5.98902656,0.00751629,0.06760373,0.65607511,0.75395870,0.47164821,3.20062350,0.01282406,2.32038782
