energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-5.20760380,0.66168343,0.00184739,0.02203659,0.36610121,0.10505172,0.07401878,0.11286563,0.00075393,0.49103449
-5.20160080,0.68650331,0.00186718,0.02279702,0.37954421,0.10833422,0.07623666,0.11696938,0.00061622,0.51059018
-5.19559780,0.71402958,0.00192603,0.02346569,0.39468066,0.11228027,0.07933829,0.12109967,0.00050026,0.53219269
-5.18959480,0.74354386,0.00202179,0.02403048,0.41111112,0.11675169,0.08321318,0.12516591,0.00040339,0.55530855
-5.18359180,0.77433123,0.00215196,0.02448168,0.42843223,0.12161176,0.08774404,0.12908341,0.00032312,0.57940293
-5.17758879,0.80568939,0.00231360,0.02481231,0.44624265,0.12672643,0.09280803,0.13277473,0.00025714,0.60394676
-5.17158579,0.83693762,0.00250343,0.02501823,0.46414874,0.13196552,0.09827804,0.13617084,0.00020333,0.62842381
-5.16558279,0.86742556,0.00271776,0.02509829,0.48177019,0.13720395,0.10402412,0.13921210,0.00015980,0.65233773
-5.15957979,0.89654190,0.00295250,0.02505433,0.49874564,0.14232299,0.10991500,0.14184902,0.00012485,0.67521911
-5.15357679,0.92372281,0.00320322,0.02489121,0.51473803,0.14721158,0.11581972,0.14404297,0.00009702,0.69663238
-5.14757379,0.94846027,0.00346514,0.02461668,0.52943999,0.15176764,0.12160955,0.14576662,0.00007504,0.71618274
-5.14157079,0.97031005,0.00373321,0.02424127,0.54257893,0.15589945,0.12715985,0.14700427,0.00005780,0.73352273
-5.13556778,0.98889926,0.00400215,0.02377805,0.55392188,0.15952694,0.13235220,0.14775209,0.00004439,0.74835854
-5.12956478,1.00393316,0.00426659,0.02324246,0.56327987,0.16258297,0.13707643,0.14801808,0.00003404,0.76045568
-5.12356178,1.01520109,0.00452109,0.02265195,0.57051182,0.16501448,0.14123279,0.14782203,0.00002610,0.76964396
-5.11755878,1.02258116,0.00476033,0.02202570,0.57552759,0.16678349,0.14473391,0.14719520,0.00002007,0.77582146
-5.11155578,1.02604342,0.00497919,0.02138427,0.57829022,0.16786786,0.14750670,0.14617984,0.00001551,0.77895725
-5.10555278,1.02565124,0.00517291,0.02074924,0.57881697,0.16826172,0.14949395,0.14482854,0.00001209,0.77909265
-5.09954977,1.02156060,0.00533719,0.02014276,0.57717927,0.16797566,0.15065567,0.14320333,0.00000953,0.77634085
-5.09354677,1.01401705,0.00546832,0.01958721,0.57350116,0.16703645,0.15097004,0.14137455,0.00000763,0.77088472
-5.08754377,1.00335030,0.00556329,0.01910475,0.56795642,0.16548636,0.15043386,0.13941945,0.00000621,0.76297263
-5.08154077,0.98996627,0.00561988,0.01871687,0.56076411,0.16338210,0.14906266,0.13742063,0.00000516,0.75291240
-5.07553777,0.97433676,0.00563671,0.01844399,0.55218281,0.16079327,0.14689017,0.13546408,0.00000437,0.74106327
-5.06953477,0.95698678,0.00561331,0.01830502,0.54250340,0.15780041,0.14396734,0.13363721,0.00000378,0.72782623
-5.06353177,0.93847995,0.00555007,0.01831692,0.53204078,0.15449274,0.14036093,0.13202647,0.00000332,0.71363266
-5.05752876,0.91940234,0.00544830,0.01849431,0.52112466,0.15096555,0.13615156,0.13071507,0.00000296,0.69893195
-5.05152576,0.90034516,0.00531009,0.01884907,0.51008961,0.14731737,0.13143143,0.12978049,0.00000267,0.68417815
-5.04552276,0.88188708,0.00513829,0.01939001,0.49926500,0.14364705,0.12630177,0.12929208,0.00000243,0.66981640
-5.03951976,0.86457662,0.00493640,0.02012256,0.48896491,0.14005080,0.12086998,0.12930876,0.00000222,0.65626943
-5.03351676,0.84891548,0.00470841,0.02104853,0.47947854,0.13661934,0.11524676,0.12987696,0.00000204,0.64392480
-5.02751376,0.83534339,0.00445873,0.02216596,0.47106158,0.13343522,0.10954314,0.13102882,0.00000188,0.63312329
-5.02151076,0.82422510,0.00419198,0.02346903,0.46392873,0.13057051,0.10386771,0.13278087,0.00000173,0.62414906
-5.01550775,0.81584030,0.00391289,0.02494808,0.45824786,0.12808487,0.09832392,0.13513315,0.00000160,0.61722186
-5.00950475,0.81037659,0.00362617,0.02658977,0.45413601,0.12602410,0.09300778,0.13806892,0.00000149,0.61249176
-5.00350175,0.80792616,0.00333633,0.02837730,0.45165734,0.12441926,0.08800581,0.14155494,0.00000139,0.61003661
-4.99749875,0.80848623,0.00304761,0.03029083,0.45082333,0.12328641,0.08339353,0.14554246,0.00000133,0.60986236
-4.99149575,0.81196318,0.00276389,0.03230791,0.45159498,0.12262684,0.07923426,0.14996873,0.00000129,0.61190615
-4.98549275,0.81818040,0.00248858,0.03440412,0.45388709,0.12242802,0.07557849,0.15475920,0.00000129,0.61604227
-4.97948974,0.82688928,0.00222461,0.03655375,0.45757434,0.12266493,0.07246369,0.15983014,0.00000134,0.62209040
-4.97348674,0.83778304,0.00197435,0.03873057,0.46249886,0.12330200,0.06991453,0.16509175,0.00000146,0.62982600
-4.96748374,0.85051259,0.00173967,0.04090867,0.46847902,0.12429525,0.06794351,0.17045154,0.00000167,0.63899222
-4.96148074,0.86470378,0.00152187,0.04306325,0.47531879,0.12559487,0.06655198,0.17581782,0.00000198,0.64931274
-4.95547774,0.87997501,0.00132178,0.04517151,0.48281748,0.12714772,0.06573133,0.18110326,0.00000244,0.66050502
-4.94947474,0.89595462,0.00113975,0.04721339,0.49077912,0.12890006,0.06546445,0.18622819,0.00000307,0.67229312
-4.94347174,0.91229687,0.00097573,0.04917226,0.49902113,0.13079992,0.06572729,0.19112361,0.00000392,0.68441960
-4.93746873,0.92869589,0.00082932,0.05103548,0.50738179,0.13279939,0.06649038,0.19573367,0.00000506,0.69665578
-4.93146573,0.94489682,0.00069982,0.05279481,0.51572616,0.13485647,0.06772033,0.20001753,0.00000656,0.70880992
-4.92546273,0.96070364,0.00058629,0.05444660,0.52395003,0.13693648,0.06938123,0.20395049,0.00000850,0.72073281
-4.91945973,0.97598310,0.00048766,0.05599183,0.53198185,0.13901295,0.07143577,0.20752429,0.00001098,0.73232053
-4.91345673,0.99066475,0.00040271,0.05743588,0.53978242,0.14106792,0.07384618,0.21074657,0.00001413,0.74351419
-4.90745373,1.00473699,0.00033016,0.05878811,0.54734242,0.14309177,0.07657485,0.21363947,0.00001808,0.75429681
-4.90145073,1.01823930,0.00026874,0.06006119,0.55467791,0.14508233,0.07958470,0.21623751,0.00002301,0.76468726
-4.89544772,1.03125120,0.00021718,0.06127035,0.56182402,0.14704371,0.08283926,0.21858472,0.00002909,0.77473192
-4.88944472,1.04387856,0.00017425,0.06243232,0.56882739,0.14898449,0.08630248,0.22073127,0.00003653,0.78449431
-4.88344172,1.05623798,0.00013880,0.06356434,0.57573748,0.15091582,0.08993834,0.22272969,0.00004557,0.79404341
-4.87743872,1.06844024,0.00010977,0.06468296,0.58259766,0.15284912,0.09371036,0.22463094,0.00005645,0.80344139
-4.87143572,1.08057381,0.00008619,0.06580297,0.58943635,0.15479391,0.09758097,0.22648053,0.00006944,0.81273145
-4.86543272,1.09268939,0.00006719,0.06693630,0.59625892,0.15675561,0.10151099,0.22831483,0.00008481,0.82192659
-4.85942971,1.10478657,0.00005200,0.06809115,0.60304084,0.15873362,0.10545910,0.23015795,0.00010287,0.83100000
-4.85342671,1.11680339,0.00003995,0.06927117,0.60972262,0.16071972,0.10938160,0.23201914,0.00012390,0.83987777
-4.84742371,1.12860952,0.00003048,0.07047501,0.61620683,0.16269696,0.11323234,0.23389111,0.00014817,0.84843444
-4.84142071,1.14000377,0.00002308,0.07169608,0.62235757,0.16463902,0.11696306,0.23574918,0.00017597,0.85649181
-4.83541771,1.15071596,0.00001736,0.07292256,0.62800244,0.16651024,0.12052393,0.23755151,0.00020752,0.86382107
-4.82941471,1.16041346,0.00001296,0.07413783,0.63293715,0.16826618,0.12386462,0.23924022,0.00024303,0.87014845
-4.82341171,1.16871194,0.00000960,0.07532105,0.63693232,0.16985479,0.12693560,0.24074355,0.00028264,0.87516408
-4.81740870,1.17519000,0.00000707,0.07644817,0.63974255,0.17121810,0.12968983,0.24197880,0.00032646,0.87853360
-4.81140570,1.17940686,0.00000516,0.07749302,0.64111693,0.17229436,0.13208462,0.24285604,0.00037448,0.87991205
-4.80540270,1.18092228,0.00000375,0.07842869,0.64081074,0.17302048,0.13408374,0.24328230,0.00042667,0.87895932
-4.79939970,1.17931760,0.00000270,0.07922896,0.63859758,0.17333470,0.13565950,0.24316603,0.00048285,0.87535616
-4.79339670,1.17421670,0.00000193,0.07986980,0.63428129,0.17317928,0.13679486,0.24242170,0.00054280,0.86882020
-4.78739370,1.16530601,0.00000137,0.08033080,0.62770705,0.17250314,0.13748524,0.24097412,0.00060617,0.85912075
-4.78139070,1.15235211,0.00000097,0.08059649,0.61877098,0.17126425,0.13774012,0.23876246,0.00067254,0.84609186
-4.77538769,1.13521636,0.00000068,0.08065753,0.60742782,0.16943165,0.13758418,0.23574360,0.00074142,0.82964278
-4.76938469,1.11386551,0.00000047,0.08051159,0.59369614,0.16698714,0.13705791,0.23189476,0.00081222,0.80976528
-4.76338169,1.08837791,0.00000033,0.08016398,0.57766086,0.16392627,0.13621760,0.22721516,0.00088430,0.78653754
-4.75737869,1.05894500,0.00000023,0.07962788,0.55947296,0.16025899,0.13513476,0.22172687,0.00095701,0.76012431
-4.75137569,1.02586803,0.00000016,0.07892435,0.53934639,0.15600954,0.13389479,0.21547453,0.00102966,0.73077354
-4.74537269,0.98955026,0.00000012,0.07808185,0.51755230,0.15121598,0.13259501,0.20852424,0.00110158,0.69880950
-4.73936968,0.95048522,0.00000009,0.07713554,0.49441095,0.14592912,0.13134208,0.20096160,0.00117213,0.66462307
-4.73336668,0.90924152,0.00000008,0.07612621,0.47028173,0.14021111,0.13024888,0.19288897,0.00124074,0.62865952
-4.72736368,0.86644519,0.00000008,0.07509899,0.44555180,0.13413370,0.12943092,0.18442229,0.00130693,0.59140463
-4.72136068,0.82276041,0.00000009,0.07410186,0.42062382,0.12777633,0.12900246,0.17568737,0.00137033,0.55336978
-4.71535768,0.77886959,0.00000011,0.07318404,0.39590352,0.12122407,0.12907243,0.16681614,0.00143071,0.51507680
-4.70935468,0.73545375,0.00000013,0.07239431,0.37178756,0.11456559,0.12974039,0.15794282,0.00148798,0.47704332
-4.70335168,0.69317412,0.00000018,0.07177937,0.34865217,0.10789131,0.13109254,0.14920030,0.00154224,0.43976921
-4.69734867,0.65265563,0.00000023,0.07138231,0.32684323,0.10129159,0.13319820,0.14071688,0.00159375,0.40372465
-4.69134567,0.61447297,0.00000031,0.07124122,0.30666787,0.09485524,0.13610674,0.13261337,0.00164295,0.36934033
-4.68534267,0.57913962,0.00000041,0.07138808,0.28838805,0.08866832,0.13984509,0.12500087,0.00169047,0.33699986
-4.67933967,0.54710012,0.00000053,0.07184796,0.27221623,0.08281318,0.14441622,0.11797909,0.00173711,0.30703467
-4.67333667,0.51872563,0.00000070,0.07263847,0.25831308,0.07736779,0.14979840,0.11163526,0.00178385,0.27972128
-4.66733367,0.49431268,0.00000091,0.07376967,0.24678724,0.07240533,0.15594556,0.10604374,0.00183181,0.25528073
-4.66133067,0.47408488,0.00000119,0.07524437,0.23769693,0.06799400,0.16278868,0.10126609,0.00188228,0.23388000
-4.65532766,0.45819706,0.00000153,0.07705871,0.23105322,0.06419693,0.17023828,0.09735166,0.00193666,0.21563495
-4.64932466,0.44674156,0.00000197,0.07920318,0.22682456,0.06107226,0.17818799,0.09433860,0.00199648,0.20061443
-4.64332166,0.43975589,0.00000252,0.08166392,0.22494234,0.05867314,0.18651900,0.09225507,0.00206336,0.18884511
