energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-5.76588294,4.63907311,0.04433656,0.57370503,2.09336569,0.49916755,1.88047890,1.68723424,2.15596869,0.00000000
-5.75987994,4.55130400,0.04435933,0.56768077,2.04916569,0.48269618,1.85357654,1.66098853,2.10433142,0.00000000
-5.75387694,4.45387747,0.04433234,0.56083561,2.00003283,0.46547856,1.82347434,1.63091760,2.04773095,0.00000000
-5.74787394,4.34896206,0.04426893,0.55341204,1.94675555,0.44778550,1.79112821,1.59782785,1.98722715,0.00000000
-5.74187094,4.23890760,0.04418312,0.54567705,1.89017957,0.42990039,1.75760937,1.56259758,1.92396089,0.00000000
-5.73586793,4.12618356,0.04408921,0.53791657,1.83118029,0.41211182,1.72407583,1.52615730,1.85912228,0.00000000
-5.72986493,4.01331641,0.04400129,0.53042982,1.77063560,0.39470627,1.69174132,1.48946957,1.79391864,0.00000000
-5.72386193,3.90282773,0.04393290,0.52352350,1.70940028,0.37796123,1.66184264,1.45350910,1.72954300,0.00000000
-5.71785893,3.79717506,0.04389659,0.51750604,1.64828281,0.36213885,1.63560640,1.41924338,1.66714431,0.00000000
-5.71185593,3.69869678,0.04390363,0.51268197,1.58802539,0.34748024,1.61421631,1.38761442,1.60780008,0.00000000
-5.70585293,3.60956243,0.04396371,0.50934647,1.52928778,0.33420054,1.59878174,1.35952183,1.55249226,0.00000000
-5.69984992,3.53172941,0.04408472,0.50778012,1.47263524,0.32248484,1.59030860,1.33580744,1.50208681,0.00000000
-5.69384692,3.46690669,0.04427255,0.50824394,1.41853096,0.31248506,1.58967324,1.31724164,1.45731742,0.00000000
-5.68784392,3.41652607,0.04453100,0.51097473,1.36733271,0.30431759,1.59759997,1.30451149,1.41877359,0.00000000
-5.68184092,3.38172101,0.04486171,0.51618065,1.31929374,0.29806192,1.61464282,1.29821055,1.38689318,0.00000000
-5.67583792,3.36331321,0.04526416,0.52403723,1.27456741,0.29376013,1.64117194,1.29883051,1.36195934,0.00000000
-5.66983492,3.36180655,0.04573571,0.53468375,1.23321512,0.29141711,1.67736480,1.30675444,1.34410160,0.00000000
-5.66383192,3.37738824,0.04627170,0.54822001,1.19521695,0.29100172,1.72320265,1.32225178,1.33330101,0.00000000
-5.65782891,3.40993668,0.04686562,0.56470365,1.16048440,0.29244849,1.77847190,1.34547484,1.32939883,0.00000000
-5.65182591,3.45903549,0.04750927,0.58414809,1.12887446,0.29566021,1.84277082,1.37645701,1.33210838,0.00000000
-5.64582291,3.52399333,0.04819301,0.60652107,1.10020444,0.30051094,1.91552089,1.41511249,1.34102963,0.00000000
-5.63981991,3.60386869,0.04890601,0.63174406,1.07426687,0.30684971,1.99598295,1.46123779,1.35566604,0.00000000
-5.63381691,3.69749917,0.04963655,0.65969243,1.05084390,0.31450467,2.08327743,1.51451483,1.37544301,0.00000000
-5.62781391,3.80353440,0.05037232,0.69019664,1.02972063,0.32328754,2.17640826,1.57451594,1.39972746,0.00000000
-5.62181091,3.92047185,0.05110077,0.72304439,1.01069707,0.33299850,2.27428976,1.64071053,1.42784797,0.00000000
-5.61580790,4.04669466,0.05180945,0.75798376,0.99359822,0.34343112,2.37577574,1.71247368,1.45911477,0.00000000
-5.60980490,4.18051057,0.05248629,0.79472736,0.97828213,0.35437740,2.47968993,1.78909641,1.49283918,0.00000000
-5.60380190,4.32019086,0.05312000,0.83295746,0.96464568,0.36563273,2.58485686,1.86979771,1.52835172,0.00000000
-5.59779890,4.46400832,0.05370032,0.87233187,0.95262810,0.37700050,2.69013203,1.95373801,1.56501850,0.00000000
-5.59179590,4.61027318,0.05421828,0.91249054,0.94221213,0.38829649,2.79443048,2.04003392,1.60225529,0.00000000
-5.58579290,4.75736592,0.05466645,0.95306271,0.93342295,0.39935253,2.89675277,2.12777392,1.63953891,0.00000000
-5.57978989,4.90376605,0.05503908,0.99367422,0.92632504,0.41001963,2.99620730,2.21603466,1.67641562,0.00000000
-5.57378689,5.04807607,0.05533224,1.03395500,0.92101713,0.42017029,3.09202842,2.30389734,1.71250623,0.00000000
-5.56778389,5.18903990,0.05554378,1.07354620,0.91762552,0.42969997,3.18358942,2.39046393,1.74750796,0.00000000
-5.56178089,5.32555543,0.05567339,1.11210700,0.91629615,0.43852766,3.27041017,2.47487256,1.78119304,0.00000000
-5.55577789,5.45668106,0.05572241,1.14932066,0.91718567,0.44659561,3.35215920,2.55631178,1.81340426,0.00000000
-5.54977489,5.58163634,0.05569372,1.18489974,0.92045199,0.45386816,3.42865013,2.63403338,1.84404798,0.00000000
-5.54377189,5.69979716,0.05559147,1.21859031,0.92624466,0.46032992,3.49983302,2.70736321,1.87308485,0.00000000
-5.53776888,5.81068617,0.05542081,1.25017501,0.93469543,0.46598324,3.56578101,2.77571001,1.90051906,0.00000000
-5.53176588,5.91395938,0.05518762,1.27947505,0.94590952,0.47084530,3.62667308,2.83857196,1.92638670,0.00000000
-5.52576288,6.00938995,0.05489812,1.30635094,0.95995779,0.47494484,3.68277393,2.89554090,1.95074386,0.00000000
-5.51975988,6.09685045,0.05455864,1.33070223,0.97687021,0.47831890,3.73441208,2.94630427,1.97365531,0.00000000
-5.51375688,6.17629461,0.05417521,1.35246633,0.99663082,0.48100956,3.78195714,2.99064487,1.99518427,0.00000000
-5.50775388,6.24773999,0.05375341,1.37161636,1.01917445,0.48306103,3.82579762,3.02843865,2.01538389,0.00000000
-5.50175088,6.31125224,0.05329807,1.38815853,1.04438521,0.48451710,3.86632012,3.05965071,2.03429085,0.00000000
-5.49574787,6.36693200,0.05281320,1.40212893,1.07209671,0.48541917,3.90389091,3.08432980,2.05192129,0.00000000
-5.48974487,6.41490490,0.05230186,1.41359010,1.10209420,0.48580488,3.93884061,3.10260168,2.06826930,0.00000000
-5.48374187,6.45531490,0.05176618,1.42262745,1.13411813,0.48570738,3.97145237,3.11466156,2.08330778,0.00000000
-5.47773887,6.48832111,0.05120744,1.42934574,1.16786923,0.48515521,4.00195402,3.12076586,2.09699152,0.00000000
-5.47173587,6.51409762,0.05062615,1.43386571,1.20301474,0.48417278,4.03051399,3.12122369,2.10926213,0.00000000
-5.46573287,6.53283605,0.05002232,1.43632088,1.23919548,0.48278133,4.05724094,3.11638813,2.12005438,0.00000000
-5.45972986,6.54474993,0.04939559,1.43685475,1.27603347,0.48100022,4.08218663,3.10664759,2.12930335,0.00000000
-5.45372686,6.55008029,0.04874551,1.43561813,1.31313987,0.47884849,4.10535150,3.09241729,2.13695190,0.00000000
-5.44772386,6.54910150,0.04807180,1.43276691,1.35012295,0.47634646,4.12669229,3.07413116,2.14295781,0.00000000
-5.44172086,6.54212658,0.04737452,1.42846001,1.38659567,0.47351729,4.14613098,3.05223402,2.14730027,0.00000000
-5.43571786,6.52951122,0.04665430,1.42285748,1.42218296,0.47038834,4.16356434,3.02717429,2.14998501,0.00000000
-5.42971486,6.51165592,0.04591248,1.41611886,1.45652825,0.46699224,4.17887345,2.99939717,2.15104803,0.00000000
-5.42371186,6.48900584,0.04515122,1.40840152,1.48929931,0.46336754,4.19193259,2.96933842,2.15055748,0.00000000
-5.41770885,6.46204807,0.04437348,1.39985915,1.52019329,0.45955903,4.20261710,2.93741866,2.14861382,0.00000000
-5.41170585,6.43130644,0.04358306,1.39064023,1.54894081,0.45561750,4.21080993,2.90403836,2.14534814,0.00000000
-5.40570285,6.39733384,0.04278449,1.38088647,1.57530925,0.45159916,4.21640659,2.86957344,2.14091882,0.00000000
-5.39969985,6.36070257,0.04198290,1.37073139,1.59910511,0.44756461,4.21931876,2.83437159,2.13550683,0.00000000
-5.39369685,6.32199309,0.04118390,1.36029880,1.62017556,0.44357752,4.21947637,2.79874930,2.12930987,0.00000000
-5.38769385,6.28178178,0.04039333,1.34970153,1.63840912,0.43970307,4.21682862,2.76298964,2.12253570,0.00000000
-5.38169085,6.24062828,0.03961710,1.33904015,1.65373557,0.43600624,4.21134403,2.72734081,2.11539510,0.00000000
-5.37568784,6.19906311,0.03886105,1.32840204,1.66612504,0.43254999,4.20301002,2.69201550,2.10809466,0.00000000
-5.36968484,6.15757605,0.03813068,1.31786064,1.67558639,0.42939358,4.19183210,2.65719097,2.10082984,0.00000000
-5.36368184,6.11660593,0.03743111,1.30747510,1.68216487,0.42659089,4.17783329,2.62300995,2.09377857,0.00000000
-5.35767884,6.07653229,0.03676693,1.29729030,1.68593916,0.42418903,4.16105366,2.58958222,2.08709555,0.00000000
-5.35167584,6.03766916,0.03614213,1.28733733,1.68701774,0.42222714,4.14155051,2.55698697,2.08090760,0.00000000
-5.34567284,6.00026141,0.03556012,1.27763442,1.68553492,0.42073553,4.11939901,2.52527570,2.07531005,0.00000000
-5.33966983,5.96448374,0.03502375,1.26818837,1.68164638,0.41973511,4.09469361,2.49447581,2.07036444,0.00000000
-5.33366683,5.93044244,0.03453534,1.25899636,1.67552457,0.41923715,4.06754998,2.46459468,2.06609751,0.00000000
-5.32766383,5.89817985,0.03409680,1.25004833,1.66735404,0.41924344,4.03810749,2.43562415,2.06250153,0.00000000
-5.32166083,5.86768149,0.03370975,1.24132950,1.65732694,0.41974669,4.00653200,2.40754544,2.05953601,0.00000000
-5.31565783,5.83888555,0.03337561,1.23282334,1.64563877,0.42073132,3.97301886,2.38033424,2.05713076,0.00000000
-5.30965483,5.81169453,0.03309574,1.22451457,1.63248471,0.42217443,3.93779575,2.35396603,2.05519014,0.00000000
-5.30365183,5.78598852,0.03287154,1.21639221,1.61805653,0.42404712,3.90112524,2.32842124,2.05359851,0.00000000
-5.29764882,5.76163966,0.03270455,1.20845250,1.60254028,0.42631587,3.86330664,2.30369042,2.05222663,0.00000000
-5.29164582,5.73852718,0.03259647,1.20070155,1.58611471,0.42894412,3.82467707,2.27977889,2.05093884,0.00000000
-5.28564282,5.71655230,0.03254925,1.19315752,1.56895058,0.43189392,3.78561129,2.25671090,2.04960070,0.00000000
-5.27963982,5.69565228,0.03256500,1.18585231,1.55121058,0.43512755,3.74652024,2.23453306,2.04808684,0.00000000
-5.27363682,5.67581279,0.03264597,1.17883245,1.53304990,0.43860909,3.70784799,2.21331668,2.04628863,0.00000000
-5.26763382,5.65707785,0.03279447,1.17215925,1.51461717,0.44230587,3.67006703,2.19315902,2.04412126,0.00000000
-5.26163082,5.63955674,0.03301276,1.16590802,1.49605561,0.44618965,3.63367172,2.17418313,2.04152994,0.00000000
-5.25562781,5.62342701,0.03330283,1.16016650,1.47750411,0.45023761,3.59917011,2.15653620,2.03849467,0.00000000
-5.24962481,5.60893339,0.03366632,1.15503229,1.45909802,0.45443297,3.56707397,2.14038636,2.03503341,0.00000000
-5.24362181,5.59638225,0.03410425,1.15060953,1.44096945,0.45876528,3.53788739,2.12591802,2.03120332,0.00000000
-5.23761881,5.58613156,0.03461693,1.14700491,1.42324689,0.46323026,3.51209416,2.11332564,2.02709980,0.00000000
-5.23161581,5.57857667,0.03520371,1.14432307,1.40605418,0.46782936,3.49014431,2.10280634,2.02285344,0.00000000
-5.22561281,5.57413239,0.03586286,1.14266181,1.38950852,0.47256883,3.47244023,2.09455154,2.01862481,0.00000000
-5.21960980,5.57321220,0.03659146,1.14210703,1.37371796,0.47745857,3.45932304,2.08873796,2.01459719,0.00000000
-5.21360680,5.57620548,0.03738527,1.14272802,1.35877824,0.48251063,3.45105956,2.08551847,2.01096788,0.00000000
-5.20760380,5.58345414,0.03823874,1.14457299,1.34476923,0.48773756,3.44783064,2.08501322,2.00793805,0.00000000
-5.20160080,5.59522963,0.03914499,1.14766537,1.33175136,0.49315068,3.44972147,2.08730146,2.00570208,0.00000000
-5.19559780,5.61171190,0.04009587,1.15200091,1.31976223,0.49875831,3.45671420,2.09241470,2.00443664,0.00000000
-5.18959480,5.63297134,0.04108207,1.15754586,1.30881375,0.50456408,3.46868359,2.10033131,2.00429032,0.00000000
-5.18359180,5.65895481,0.04209330,1.16423631,1.29889006,0.51056555,3.48539593,2.11097312,2.00537416,0.00000000
-5.17758879,5.68947672,0.04311846,1.17197874,1.28994657,0.51675289,3.50651136,2.12420411,2.00775390,0.00000000
-5.17158579,5.72421549,0.04414589,1.18065187,1.28191017,0.52310809,3.53158994,2.13983130,2.01144408,0.00000000
-5.16558279,5.76271591,0.04516362,1.19010956,1.27468085,0.52960443,3.56010100,2.15760773,2.01640449,0.00000000
-5.15957979,5.80439707,0.04615967,1.20018490,1.26813465,0.53620630,3.59143592,2.17723746,2.02253919,0.00000000
-5.15357679,5.84856561,0.04712225,1.21069506,1.26212786,0.54286945,3.62492356,2.19838220,2.02969793,0.00000000
-5.14757379,5.89443346,0.04804009,1.22144679,1.25650234,0.54954157,3.65984807,2.22066923,2.03768013,0.00000000
-5.14157079,5.94113922,0.04890261,1.23224236,1.25109172,0.55616308,3.69546825,2.24370016,2.04624105,0.00000000
-5.13556778,5.98777209,0.04970016,1.24288554,1.24572810,0.56266825,3.73103777,2.26706012,2.05509977,0.00000000
-5.12956478,6.03339701,0.05042411,1.25318748,1.24024900,0.56898640,3.76582554,2.29032674,2.06394872,0.00000000
-5.12356178,6.07708011,0.05106701,1.26297217,1.23450416,0.57504324,3.79913537,2.31307881,2.07246412,0.00000000
-5.11755878,6.11791307,0.05162261,1.27208123,1.22836183,0.58076228,3.83032428,2.33490403,2.08031696,0.00000000
-5.11155578,6.15503574,0.05208585,1.28037796,1.22171436,0.58606613,3.85881873,2.35540577,2.08718397,0.00000000
-5.10555278,6.18765607,0.05245285,1.28775036,1.21448270,0.59087796,3.88412846,2.37420864,2.09275812,0.00000000
-5.09954977,6.21506703,0.05272080,1.29411327,1.20661981,0.59512276,3.90585724,2.39096298,2.09675839,0.00000000
-5.09354677,6.23666020,0.05288788,1.29940934,1.19811269,0.59872866,3.92371065,2.40534832,2.09893840,0.00000000
-5.08754377,6.25193608,0.05295312,1.30360918,1.18898324,0.60162823,3.93750066,2.41707596,2.09909374,0.00000000
-5.08154077,6.26051142,0.05291628,1.30671048,1.17928779,0.60375978,3.94714703,2.42589114,2.09706788,0.00000000
-5.07553777,6.26212381,0.05277775,1.30873654,1.16911565,0.60506871,3.95267601,2.43157481,2.09275663,0.00000000
-5.06953477,6.25663423,0.05253846,1.30973408,1.15858666,0.60550895,3.95421644,2.43394559,2.08611122,0.00000000
-5.06353177,6.24402791,0.05219981,1.30977076,1.14784807,0.60504443,3.95199378,2.43286195,2.07714004,0.00000000
-5.05752876,6.22441417,0.05176363,1.30893238,1.13707094,0.60365067,3.94632248,2.42822492,2.06590917,0.00000000
-5.05152576,6.19802546,0.05123222,1.30732009,1.12644617,0.60131641,3.93759713,2.41998133,2.05254188,0.00000000
-5.04552276,6.16521603,0.05060836,1.30504761,1.11618055,0.59804527,3.92628285,2.40812760,2.03721724,0.00000000
-5.03951976,6.12646018,0.04989542,1.30223861,1.10649271,0.59385726,3.91290512,2.39271388,2.02016784,0.00000000
-5.03351676,6.08235000,0.04909743,1.29902436,1.09760925,0.58879033,3.89803939,2.37384833,2.00167683,0.00000000
-5.02751376,6.03359231,0.04821922,1.29554149,1.08976101,0.58290146,3.88230052,2.35170104,1.98207421,0.00000000
-5.02151076,5.98100425,0.04726652,1.29193004,1.08317942,0.57626760,3.86633208,2.32650730,1.96173239,0.00000000
-5.01550775,5.92550700,0.04624605,1.28833151,1.07809301,0.56898602,3.85079547,2.29856970,1.94106096,0.00000000
-5.00950475,5.86811694,0.04516562,1.28488701,1.07472374,0.56117412,3.83635856,2.26825844,1.92050058,0.00000000
-5.00350175,5.80993358,0.04403416,1.28173521,1.07328329,0.55296866,3.82368386,2.23600971,1.90051595,0.00000000
-4.99749875,5.75212384,0.04286168,1.27901013,1.07396907,0.54452421,3.81341583,2.20232151,1.88158763,0.00000000
-4.99149575,5.69590224,0.04165925,1.27683863,1.07695980,0.53601086,3.80616737,2.16774691,1.86420284,0.00000000
-4.98549275,5.64250688,0.04043883,1.27533749,1.08241076,0.52761119,3.80250526,2.13288459,1.84884517,0.00000000
-4.97948974,5.59317140,0.03921311,1.27461011,1.09044859,0.51951656,3.80293480,2.09836676,1.83598317,0.00000000
-4.97348674,5.54909347,0.03799529,1.27474295,1.10116571,0.51192271,3.80788377,2.06484477,1.82605811,0.00000000
-4.96748374,5.51140051,0.03679871,1.27580158,1.11461457,0.50502494,3.81768610,2.03297291,1.81947109,0.00000000
-4.96148074,5.48111379,0.03563663,1.27782674,1.13080186,0.49901283,3.83256584,2.00339078,1.81656985,0.00000000
-4.95547774,5.45911241,0.03452181,1.28083046,1.14968297,0.49406482,3.85262211,1.97670521,1.81763567,0.00000000
-4.94947474,5.44609851,0.03346619,1.28479243,1.17115705,0.49034284,3.87781575,1.95347223,1.82287090,0.00000000
-4.94347174,5.44256551,0.03248055,1.28965701,1.19506299,0.48798711,3.90795861,1.93418004,1.83238771,0.00000000
-4.93746873,5.44877106,0.03157416,1.29533100,1.22117669,0.48711141,3.94270625,1.91923371,1.84619847,0.00000000
-4.93146573,5.46471613,0.03075458,1.30168246,1.24921000,0.48779898,3.98155474,1.90894228,1.86420851,0.00000000
-4.92546273,5.49013168,0.03002737,1.30854074,1.27881159,0.49009921,4.02384245,1.90350883,1.88621166,0.00000000
-4.91945973,5.52447400,0.02939598,1.31569793,1.30957005,0.49402533,4.06875690,1.90302396,1.91188897,0.00000000
-4.91345673,5.56692919,0.02886169,1.32291170,1.34101925,0.49955317,4.11534724,1.90746299,1.94081108,0.00000000
-4.90745373,5.61642719,0.02842356,1.32990958,1.37264617,0.50662106,4.16254206,1.91668681,1.97244421,0.00000000
-4.90145073,5.67166508,0.02807857,1.33639472,1.40390094,0.51513091,4.20917227,1.93044640,2.00615997,0.00000000
-4.89544772,5.73113889,0.02782173,1.34205269,1.43420897,0.52495045,4.25399851,1.94839062,2.04124865,0.00000000
-4.88944472,5.79318290,0.02764629,1.34655945,1.46298479,0.53591657,4.29574206,1.97007693,2.07693581,0.00000000
-4.88344172,5.85601489,0.02754404,1.34958990,1.48964718,0.54783956,4.33311836,1.99498431,2.11240165,0.00000000
-4.87743872,5.91778570,0.02750559,1.35082694,1.51363502,0.56050829,4.36487177,2.02252800,2.14680241,0.00000000
-4.87143572,5.97663104,0.02752070,1.34997053,1.53442330,0.57369596,4.38981040,2.05207516,2.17929323,0.00000000
-4.86543272,6.03072369,0.02757864,1.34674649,1.55153860,0.58716636,4.40683958,2.08296093,2.20905157,0.00000000
-4.85942971,6.07832410,0.02766854,1.34091470,1.56457348,0.60068032,4.41499285,2.11450430,2.23530032,0.00000000
-4.85342671,6.11782758,0.02777967,1.33227647,1.57319914,0.61400225,4.41345929,2.14602316,2.25732984,0.00000000
-4.84742371,6.14780655,0.02790181,1.32068062,1.57717587,0.62690655,4.40160624,2.17684833,2.27451811,0.00000000
-4.84142071,6.16704662,0.02802548,1.30602845,1.57636087,0.63918354,4.37899680,2.20633606,2.28634831,0.00000000
-4.83541771,6.17457547,0.02814214,1.28827705,1.57071313,0.65064503,4.34540166,2.23387908,2.29242321,0.00000000
-4.82941471,6.16968415,0.02824446,1.26744126,1.56029526,0.66112909,4.30080500,2.25891597,2.29247604,0.00000000
-4.82341171,6.15194042,0.02832635,1.24359399,1.54527218,0.67050407,4.24540458,2.28093897,2.28637741,0.00000000
-4.81740870,6.12119434,0.02838313,1.21686519,1.52590685,0.67867177,4.17960637,2.29950049,2.27413826,0.00000000
-4.81140570,6.07757652,0.02841155,1.18743933,1.50255320,0.68556958,4.10401408,2.31421820,2.25590889,0.00000000
-4.80540270,6.02148950,0.02840979,1.15555170,1.47564671,0.69117171,4.01941419,2.32477919,2.23197407,0.00000000
-4.79939970,5.95359305,0.02837747,1.12148353,1.44569293,0.69548932,3.92675731,2.33094312,2.20274465,0.00000000
-4.79339670,5.87478428,0.02831554,1.08555630,1.41325443,0.69856975,3.82713640,2.33254457,2.16874605,0.00000000
-4.78739370,5.78617314,0.02822626,1.04812507,1.37893677,0.70049471,3.72176268,2.32949465,2.13060389,0.00000000
-4.78139070,5.68905435,0.02811306,1.00957133,1.34337378,0.70137759,3.61193981,2.32178178,2.08902758,0.00000000
-4.77538769,5.58487632,0.02798043,0.97029530,1.30721279,0.70135989,3.49903710,2.30947157,2.04479197,0.00000000
-4.76938469,5.47520779,0.02783381,0.93070788,1.27110013,0.70060698,3.38446204,2.29270573,1.99871805,0.00000000
-4.76338169,5.36170279,0.02767941,0.89122249,1.23566720,0.69930311,3.26963290,2.27169967,1.95165280,0.00000000
-4.75737869,5.24606452,0.02752412,0.85224675,1.20151763,0.69764596,3.15595150,2.24673886,1.90444903,0.00000000
-4.75137569,5.13000855,0.02737530,0.81417432,1.16921553,0.69584083,3.04477683,2.21817349,1.85794551,0.00000000
-4.74537269,5.01522617,0.02724064,0.77737693,1.13927512,0.69409461,2.93739961,2.18641163,1.81294790,0.00000000
-4.73936968,4.90334826,0.02712803,0.74219681,1.11215197,0.69260968,2.83501832,2.15191060,1.77021098,0.00000000
-4.73336668,4.79591041,0.02704534,0.70893971,1.08823572,0.69157796,2.73871688,2.11516694,1.73042244,0.00000000
-4.72736368,4.69432014,0.02700031,0.67786857,1.06784462,0.69117532,2.64944471,2.07670486,1.69418873,0.00000000
-4.72136068,4.59982687,0.02700035,0.64919814,1.05122166,0.69155644,2.56799915,2.03706372,1.66202317,0.00000000
-4.71535768,4.51349558,0.02705242,0.62309072,1.03853245,0.69285034,2.49501109,1.99678489,1.63433668,0.00000000
-4.70935468,4.43618489,0.02716285,0.59965304,1.02986477,0.69515676,2.43093407,1.95639840,1.61143120,0.00000000
-4.70335168,4.36853042,0.02733725,0.57893458,1.02522977,0.69854337,2.37603719,1.91641005,1.59349608,0.00000000
-4.69734867,4.31093408,0.02758031,0.56092739,1.02456471,0.70304409,2.33040239,1.87728950,1.58060737,0.00000000
-4.69134567,4.26355967,0.02789576,0.54556740,1.02773717,0.70865837,2.29392618,1.83945976,1.57273002,0.00000000
-4.68534267,4.22633523,0.02828624,0.53273734,1.03455056,0.71535152,2.26632603,1.80328877,1.56972281,0.00000000
-4.67933967,4.19896207,0.02875321,0.52227111,1.04475078,0.72305607,2.24715131,1.76908314,1.57134593,0.00000000
-4.67333667,4.18093016,0.02929690,0.51395967,1.05803384,0.73167402,2.23579871,1.73708461,1.57727074,0.00000000
-4.66733367,4.17153951,0.02991625,0.50755799,1.07405416,0.74107983,2.23153161,1.70746895,1.58709143,0.00000000
-4.66133067,4.16992658,0.03060891,0.50279320,1.09243339,0.75112417,2.23350286,1.68034766,1.60033814,0.00000000
-4.65532766,4.17509474,0.03137119,0.49937331,1.11276936,0.76163802,2.24078036,1.65577182,1.61649111,0.00000000
-4.64932466,4.18594765,0.03219808,0.49699651,1.13464511,0.77243724,2.25237444,1.63373808,1.63499532,0.00000000
-4.64332166,4.20132424,0.03308329,0.49536049,1.15763749,0.78332720,2.26726628,1.61419622,1.65527522,0.00000000
