energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.50775388,6.14021472,0.97502084,0.50586581,0.00336133,2.05620028,0.07798443,1.68846643,2.86122944,1.03945030
-5.50175088,6.18229634,0.99022895,0.50778186,0.00342882,2.07563538,0.07689209,1.69521092,2.86074371,1.06030866
-5.49574787,6.21082519,1.00332304,0.50775415,0.00349240,2.08962348,0.07618401,1.69932324,2.85084412,1.07843370
-5.48974487,6.22639629,1.01430475,0.50583324,0.00355076,2.09839816,0.07587812,1.70096849,2.83227198,1.09380666
-5.48374187,6.22998965,1.02322934,0.50211254,0.00360283,2.10235209,0.07598466,1.70038389,2.80602732,1.10649523
-5.47773887,6.22290597,1.03019666,0.49672479,0.00364775,2.10201094,0.07650608,1.69786519,2.77332771,1.11664389
-5.47173587,6.20668963,1.03534016,0.48983691,0.00368487,2.09800290,0.07743696,1.69374985,2.73555988,1.12446149
-5.46573287,6.18304328,1.03881431,0.48164362,0.00371383,2.09102540,0.07876397,1.68839756,2.69422621,1.13020680
-5.45972986,6.15373843,1.04078127,0.47235999,0.00373447,2.08181092,0.08046599,1.68216932,2.65088884,1.13417284
-5.45372686,6.12052682,1.04139757,0.46221333,0.00374689,2.07109341,0.08251426,1.67540612,2.60711357,1.13667098
-5.44772386,6.08505737,1.04080164,0.45143488,0.00375137,2.05957741,0.08487261,1.66840852,2.56441647,1.13801564
-5.44172086,6.04880300,1.03910283,0.44025155,0.00374843,2.04791100,0.08749794,1.66141824,2.52421525,1.13851041
-5.43571786,6.01300138,1.03637272,0.42887835,0.00373875,2.03666427,0.09034075,1.65460305,2.48778761,1.13843646
-5.42971486,5.97861248,1.03263923,0.41751162,0.00372315,2.02631397,0.09334592,1.64804580,2.45623830,1.13804367
-5.42371186,5.94629527,1.02788387,0.40632360,0.00370258,2.01723519,0.09645367,1.64173839,2.43047605,1.13754510
-5.41770885,5.91640438,1.02204236,0.39545837,0.00367809,2.00970011,0.09960078,1.63558116,2.41120127,1.13711477
-5.41170585,5.88900675,1.01500860,0.38502956,0.00365078,2.00388376,0.10272191,1.62938785,2.39890456,1.13688897
-5.40570285,5.86391687,1.00664171,0.37511965,0.00362181,1.99987604,0.10575125,1.62289597,2.39387584,1.13697067
-5.39969985,5.84074831,0.99677578,0.36578099,0.00359236,1.99769916,0.10862420,1.61578210,2.39622301,1.13743668
-5.39369685,5.81897827,0.98523175,0.35703838,0.00356362,1.99732909,0.11127920,1.60768136,2.40589907,1.13834687
-5.38769385,5.79802093,0.97183067,0.34889299,0.00353676,1.99871970,0.11365965,1.59821012,2.42273548,1.13975476
-5.38169085,5.77730530,0.95640756,0.34132737,0.00351295,2.00182761,0.11571571,1.58699060,2.44648005,1.14171850
-5.37568784,5.75635245,0.93882520,0.33431127,0.00349334,2.00663635,0.11740610,1.57367620,2.47683663,1.14431138
-5.36968484,5.73484759,0.91898682,0.32780781,0.00347905,2.01317789,0.11869966,1.55797627,2.51350435,1.14763094
-5.36368184,5.71270238,0.89684725,0.32177979,0.00347119,2.02155014,0.11957670,1.53967878,2.55621389,1.15180596
-5.35767884,5.69010341,0.87242169,0.31619569,0.00347086,2.03192900,0.12002998,1.51867008,2.60475842,1.15700050
-5.35167584,5.66754399,0.84579185,0.31103499,0.00347912,2.04457398,0.12006538,1.49495033,2.65901723,1.16341449
-5.34567284,5.64583669,0.81710905,0.30629272,0.00349703,2.05982673,0.11970210,1.46864416,2.71897042,1.17128069
-5.33966983,5.62610562,0.78659412,0.30198275,0.00352561,2.07810224,0.11897246,1.44000577,2.78470356,1.18085780
-5.33366683,5.60975850,0.75453434,0.29813987,0.00356585,2.09987296,0.11792121,1.40941832,2.85640160,1.19242003
-5.32766383,5.59843943,0.72127738,0.29482042,0.00361870,2.12564638,0.11660445,1.37738763,2.93433229,1.20624347
-5.32166083,5.59396468,0.68722279,0.29210156,0.00368503,2.15593724,0.11508812,1.34453032,3.01881967,1.22259003
-5.31565783,5.59824453,0.65281132,0.29007912,0.00376562,2.19123567,0.11344612,1.31155712,3.11020910,1.24168970
-5.30965483,5.61319510,0.61851271,0.28886421,0.00386113,2.23197308,0.11175816,1.27925183,3.20882551,1.26372232
-5.30365183,5.64064461,0.58481245,0.28857875,0.00397207,2.27848762,0.11010738,1.24844699,3.31492747,1.28879980
-5.29764882,5.68223881,0.55219809,0.28935008,0.00409877,2.33099124,0.10857785,1.21999706,3.42865970,1.31695006
-5.29164582,5.73935049,0.52114558,0.29130501,0.00424133,2.38954040,0.10725197,1.19475037,3.55000685,1.34810379
-5.28564282,5.81299763,0.49210634,0.29456340,0.00439965,2.45401214,0.10620792,1.17352075,3.67875176,1.38208487
-5.27963982,5.90377452,0.46549519,0.29923185,0.00457332,2.52408737,0.10551727,1.15705992,3.81444075,1.41860554
-5.27363682,6.01179933,0.44167985,0.30539738,0.00476167,2.59924238,0.10524264,1.14603172,3.95635863,1.45726659
-5.26763382,6.13668077,0.42097201,0.31312184,0.00496375,2.67874962,0.10543580,1.14098887,4.10351544,1.49756310
-5.26163082,6.27750577,0.40362034,0.32243683,0.00517829,2.76168803,0.10613589,1.14235334,4.25464632,1.53889554
-5.25562781,6.43284870,0.38980550,0.33333975,0.00540377,2.84696277,0.10736813,1.15040056,4.40822530,1.58058610
-5.24962481,6.60080180,0.37963722,0.34579091,0.00563838,2.93333371,0.10914280,1.16524836,4.56249294,1.62189929
-5.24362181,6.77902543,0.37315340,0.35971184,0.00588007,3.01945151,0.11145475,1.18685064,4.71549709,1.66206628
-5.23761881,6.96481573,0.37032118,0.37498509,0.00612661,3.10389976,0.11428320,1.21499606,4.86514522,1.70031144
-5.23161581,7.15518660,0.37103984,0.39145528,0.00637556,3.18524115,0.11759204,1.24931176,5.00926613,1.73588017
-5.22561281,7.34696221,0.37514535,0.40893152,0.00662439,3.26206573,0.12133050,1.28927185,5.14567844,1.76806623
-5.21960980,7.53687596,0.38241633,0.42719117,0.00687045,3.33303886,0.12543424,1.33421044,5.27226262,1.79623761
-5.21360680,7.72167142,0.39258134,0.44598466,0.00711111,3.39694667,0.12982673,1.38333867,5.38703344,1.81985925
-5.20760380,7.89820125,0.40532693,0.46504133,0.00734368,3.45273709,0.13442108,1.43576527,5.48820946,1.83851178
-5.20160080,8.06351979,0.42030655,0.48407602,0.00756559,3.49955441,0.13912202,1.49051983,5.57427641,1.85190525
-5.19559780,8.21496602,0.43714974,0.50279620,0.00777431,3.53676615,0.14382824,1.54657812,5.64404178,1.85988729
-5.18959480,8.35023386,0.45547148,0.52090938,0.00796747,3.56398111,0.14843486,1.60288858,5.69667808,1.86244529
-5.18359180,8.46742748,0.47488136,0.53813044,0.00814285,3.58105798,0.15283600,1.65839914,5.73175308,1.85970287
-5.17758879,8.56510035,0.49499237,0.55418879,0.00829841,3.58810455,0.15692749,1.71208345,5.74924603,1.85191072
-5.17158579,8.64227713,0.51542893,0.56883493,0.00843233,3.58546781,0.16060946,1.76296583,5.74954910,1.83943265
-5.16558279,8.69845867,0.53583419,0.58184623,0.00854302,3.57371567,0.16378896,1.81014393,5.73345445,1.82272755
-5.15957979,8.73361075,0.55587624,0.59303183,0.00862913,3.55361153,0.16638228,1.85280863,5.70212770,1.80232846
-5.15357679,8.74813806,0.57525312,0.60223630,0.00868956,3.52608294,0.16831718,1.89026053,5.65706890,1.77881970
-5.14757379,8.74284519,0.59369673,0.60934220,0.00872349,3.49218601,0.16953466,1.92192252,5.60006306,1.75281341
-5.14157079,8.71888686,0.61097536,0.61427125,0.00873036,3.45306699,0.16999049,1.94734830,5.53312204,1.72492639
-5.13556778,8.67770986,0.62689512,0.61698434,0.00870989,3.40992277,0.16965620,1.96622661,5.45842015,1.69575856
-5.12956478,8.62098920,0.64130012,0.61748027,0.00866208,3.36396169,0.16851972,1.97838129,5.37822591,1.66587348
-5.12356178,8.55056099,0.65407164,0.61579345,0.00858720,3.31636599,0.16658545,1.98376734,5.29483207,1.63578205
-5.11755878,8.46835445,0.66512634,0.61199065,0.00848580,3.26825700,0.16387386,1.98246341,5.21048639,1.60592936
-5.11155578,8.37632525,0.67441375,0.60616707,0.00835868,3.22066403,0.16042070,1.97466110,5.12732511,1.57668535
-5.10555278,8.27639219,0.68191310,0.59844182,0.00820690,3.17449756,0.15627565,1.96065166,5.04731107,1.54833898
-5.09954977,8.17037890,0.68762967,0.58895318,0.00803175,3.13052723,0.15150070,1.94081083,4.97217801,1.52109589
-5.09354677,8.05996202,0.69159092,0.57785375,0.00783473,3.08936492,0.14616815,1.91558236,4.90338269,1.49507926
-5.08754377,7.94662707,0.69384241,0.56530573,0.00761756,3.05145301,0.14035844,1.88546094,4.84206577,1.47033345
-5.08154077,7.83163288,0.69444372,0.55147655,0.00738211,3.01705780,0.13415781,1.85097522,4.78902258,1.44682985
-5.07553777,7.71598533,0.69346445,0.53653490,0.00713041,2.98626807,0.12765590,1.81267149,4.74468429,1.42447464
-5.06953477,7.60042085,0.69098045,0.52064738,0.00686458,2.95899862,0.12094347,1.77109853,4.70911026,1.40311783
-5.06353177,7.48540000,0.68707032,0.50397573,0.00658685,2.93499849,0.11411018,1.72679412,4.68199155,1.38256320
-5.05752876,7.37111117,0.68181230,0.48667480,0.00629950,2.91386387,0.10724266,1.68027358,4.66266578,1.36257880
-5.05152576,7.25748430,0.67528158,0.46889111,0.00600481,2.89505518,0.10042283,1.63202054,4.65014303,1.34290762
-5.04552276,7.14421428,0.66754812,0.45076205,0.00570507,2.87791810,0.09372661,1.58248015,4.64314227,1.32327828
-5.03951976,7.03079340,0.65867506,0.43241568,0.00540251,2.86170820,0.08722292,1.53205480,4.64013744,1.30341552
-5.03351676,6.91655196,0.64871768,0.41397099,0.00509931,2.84561854,0.08097313,1.48110228,4.63941208,1.28305030
-5.02751376,6.80070602,0.63772307,0.39553855,0.00479752,2.82880965,0.07503094,1.42993640,4.63912081,1.26192946
-5.02151076,6.68241054,0.62573044,0.37722152,0.00449911,2.81044115,0.06944248,1.37882970,4.63735599,1.23982483
-5.01550775,6.56081641,0.61277206,0.35911679,0.00420586,2.78970409,0.06424688,1.32801812,4.63221723,1.21654164
-5.00950475,6.43512920,0.59887488,0.34131638,0.00391942,2.76585285,0.05947702,1.27770739,4.62188144,1.19192607
-5.00350175,6.30466736,0.58406270,0.32390876,0.00364126,2.73823572,0.05516055,1.22808051,4.60467068,1.16587190
-4.99749875,6.16891749,0.56835885,0.30698024,0.00337264,2.70632269,0.05132096,1.17930618,4.57911543,1.13832592
-4.99149575,6.02758433,0.55178920,0.29061627,0.00311467,2.66972959,0.04797879,1.13154754,4.54401043,1.10929208
-4.98549275,5.88063290,0.53438546,0.27490252,0.00286823,2.62823720,0.04515277,1.08497085,4.49846096,1.07883402
-4.97948974,5.72832099,0.51618855,0.25992588,0.00263404,2.58180458,0.04286086,1.03975359,4.44191748,1.04707597
-4.97348674,5.57121988,0.49725176,0.24577515,0.00241261,2.53057584,0.04112112,0.99609150,4.37419711,1.01420182
-4.96748374,5.41022223,0.47764378,0.23254148,0.00220430,2.47487992,0.03995234,0.95420425,4.29549110,0.98045225
-4.96148074,5.24653637,0.45745122,0.22031849,0.00200931,2.41522326,0.03937439,0.91433922,4.20635807,0.94612010
-4.95547774,5.08166684,0.43678051,0.20920211,0.00182768,2.35227568,0.03940816,0.87677325,4.10770338,0.91154382
-4.94947474,4.91738199,0.41575926,0.19929004,0.00165935,2.28684990,0.04007521,0.84181216,4.00074601,0.87709954
-4.94347174,4.75566979,0.39453668,0.19068094,0.00150414,2.21987587,0.04139705,0.80978787,3.88697456,0.84319165
-4.93746873,4.59868390,0.37328344,0.18347328,0.00136179,2.15237097,0.04339396,0.78105338,3.76809491,0.81024265
-4.93146573,4.44868259,0.35219064,0.17776393,0.00123199,2.08540754,0.04608365,0.75597564,3.64597218,0.77868232
-4.92546273,4.30796316,0.33146823,0.17364656,0.00111436,2.02007940,0.04947945,0.73492681,3.52257011,0.74893697
-4.91945973,4.17879521,0.31134281,0.17120993,0.00100852,1.95746885,0.05358847,0.71827418,3.39989069,0.72141901
-4.91345673,4.06335588,0.29205504,0.17053612,0.00091407,1.89861568,0.05840957,0.70636949,3.27991707,0.69651739
-4.90745373,3.96367000,0.27385684,0.17169884,0.00083062,1.84448963,0.06393130,0.69953810,3.16456224,0.67458920
-4.90145073,3.88155795,0.25700841,0.17476195,0.00075779,1.79596731,0.07013002,0.69806879,3.05562539,0.65595283
-4.89544772,3.81859350,0.24177533,0.17977822,0.00069524,1.75381438,0.07696827,0.70220475,2.95475750,0.64088273
-4.88944472,3.77607301,0.22842580,0.18678854,0.00064267,1.71867344,0.08439338,0.71213633,2.86343686,0.62960600
-4.88344172,3.75499711,0.21722806,0.19582156,0.00059982,1.69105763,0.09233674,0.72799617,2.78295439,0.62230066
-4.87743872,3.75606487,0.20844812,0.20689390,0.00056647,1.67134968,0.10071349,0.74985691,2.71440842,0.61909553
-4.87143572,3.77967979,0.20234765,0.22001086,0.00054248,1.65980562,0.10942296,0.77773180,2.65870735,0.62007142
-4.86543272,3.82596642,0.19918208,0.23516764,0.00052772,1.65656252,0.11834978,0.81157809,2.61657884,0.62526334
-4.85942971,3.89479558,0.19919867,0.25235110,0.00052214,1.66164886,0.12736575,0.85130313,2.58858319,0.63466337
-4.85342671,3.98581583,0.20263450,0.27154172,0.00052571,1.67499660,0.13633234,0.89677267,2.57512916,0.64822385
-4.84742371,4.09848856,0.20971421,0.29271587,0.00053846,1.69645364,0.14510395,0.94782086,2.57648980,0.66586041
-4.84142071,4.23212381,0.22064721,0.31584799,0.00056042,1.72579570,0.15353158,1.00426105,2.59281662,0.68745474
-4.83541771,4.38591421,0.23562430,0.34091257,0.00059166,1.76273664,0.16146699,1.06589672,2.62415056,0.71285658
-4.82941471,4.55896447,0.25481355,0.36788578,0.00063225,1.80693650,0.16876708,1.13253150,2.67042861,0.74188506
-4.82341171,4.75031446,0.27835531,0.39674633,0.00068222,1.85800704,0.17529827,1.20397741,2.73148558,0.77432916
-4.81740870,4.95895428,0.30635645,0.42747567,0.00074160,1.91551447,0.18094084,1.28006054,2.80705107,0.80994738
-4.81140570,5.18383051,0.33888370,0.46005714,0.00081037,1.97897969,0.18559275,1.36062336,2.89674205,0.84846685
-4.80540270,5.42384355,0.37595652,0.49447418,0.00088843,2.04787638,0.18917309,1.44552342,3.00005207,0.88958200
-4.79939970,5.67783645,0.41753952,0.53070746,0.00097560,2.12162760,0.19162472,1.53462797,3.11633842,0.93295325
-4.79339670,5.94457661,0.46353485,0.56873122,0.00107159,2.19960165,0.19291607,1.62780483,3.24480873,0.97820585
-4.78739370,6.22273215,0.51377501,0.60850867,0.00117599,2.28110816,0.19304209,1.72490978,3.38450870,1.02492953
-4.78139070,6.51084512,0.56801650,0.64998705,0.00128823,2.36539504,0.19202409,1.82577124,3.53431240,1.07267893
-4.77538769,6.80730448,0.62593485,0.69309239,0.00140763,2.45164727,0.18990879,1.93017315,3.69291674,1.12097539
-4.76938469,7.11032131,0.68712150,0.73772439,0.00153331,2.53898800,0.18676625,2.03783748,3.85884100,1.16931017
-4.76338169,7.41790928,0.75108306,0.78375196,0.00166425,2.62648259,0.18268721,2.14840741,4.03043241,1.21714925
-4.75737869,7.72787275,0.81724342,0.83100954,0.00179928,2.71314569,0.17777963,2.26143287,4.20587797,1.26393971
-4.75137569,8.03780488,0.88494890,0.87929477,0.00193707,2.79795147,0.17216475,2.37635971,4.38322257,1.30911761
-4.74537269,8.34509714,0.95347678,0.92836768,0.00207617,2.87984682,0.16597297,2.49252373,4.56039307,1.35211723
-4.73936968,8.64696148,1.02204720,0.97795172,0.00221505,2.95776704,0.15933947,2.60915054,4.73522744,1.39238127
-4.73336668,8.94046524,1.08983831,1.02773663,0.00235210,3.03065369,0.15240009,2.72536202,4.90550817,1.42937174
-4.72736368,9.22257847,1.15600438,1.07738323,0.00248569,3.09747363,0.14528743,2.84018958,5.06899874,1.46258111
-4.72136068,9.49023227,1.21969626,1.12653005,0.00261420,3.15723887,0.13812733,2.95259402,5.22348200,1.49154334
-4.71535768,9.74038637,1.28008378,1.17480143,0.00273609,3.20902629,0.13103602,3.06149154,5.36679913,1.51584421
-4.70935468,9.97010333,1.33637896,1.22181688,0.00284993,3.25199655,0.12411785,3.16578474,5.49688841,1.53513075
-4.70335168,10.17662643,1.38785940,1.26720120,0.00295443,3.28541167,0.11746365,3.26439735,5.61182237,1.54911925
-4.69734867,10.35745781,1.43389062,1.31059492,0.00304854,3.30865061,0.11114988,3.35631084,5.70984302,1.55760167
-4.69134567,10.51043355,1.47394656,1.35166447,0.00313144,3.32122253,0.10523831,3.44060119,5.78939405,1.56045021
-4.68534267,10.63379218,1.50762710,1.39011155,0.00320258,3.32277742,0.09977633,3.51647377,5.84914989,1.55761990
-4.67933967,10.72623340,1.53467184,1.42568132,0.00326174,3.31311382,0.09479773,3.58329434,5.88804104,1.54914915
-4.67333667,10.78696415,1.55496940,1.45816877,0.00330899,3.29218371,0.09032383,3.64061449,5.90527546,1.53515842
-4.66733367,10.81572977,1.56856164,1.48742315,0.00334473,3.26009439,0.08636485,3.68818995,5.90035588,1.51584695
-4.66133067,10.81282850,1.57564258,1.51335004,0.00336969,3.21710755,0.08292142,3.72599058,5.87309263,1.49148782
-4.65532766,10.77910837,1.57655191,1.53591100,0.00338486,3.16363553,0.07998611,3.75420138,5.82361195,1.46242158
-4.64932466,10.71594619,1.57176330,1.55512091,0.00339149,3.10023497,0.07754487,3.77321431,5.75235941,1.42904849
-4.64332166,10.62520945,1.56186795,1.57104300,0.00339105,3.02759801,0.07557832,3.78361107,5.66009821,1.39181993
