energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-4.99749875,5.80707389,1.05358748,0.80887919,0.00358391,2.23281466,0.03177577,1.55467556,3.90571452,0.94781348
-4.99149575,5.81761262,1.06205289,0.82626011,0.00368585,2.22086458,0.03126687,1.57867451,3.89757190,0.94187178
-4.98549275,5.81008166,1.06694878,0.84134397,0.00377534,2.20172933,0.03065873,1.59787576,3.87761024,0.93290064
-4.97948974,5.78399438,1.06809011,0.85378626,0.00385081,2.17550553,0.02995983,1.61180859,3.84595684,0.92092136
-4.97348674,5.73905034,1.06533407,0.86327371,0.00391075,2.14235547,0.02917919,1.62006050,3.80281165,0.90598705
-4.96748374,5.67515137,1.05858552,0.86953250,0.00395381,2.10250733,0.02832620,1.62228950,3.74844768,0.88818319
-4.96148074,5.59241774,1.04780207,0.87233635,0.00397880,2.05625538,0.02741044,1.61823636,3.68321329,0.86762794
-4.95547774,5.49120295,1.03299873,0.87151405,0.00398480,2.00395987,0.02644165,1.60773620,3.60753587,0.84447221
-4.94947474,5.37210605,1.01425174,0.86695603,0.00397114,1.94604647,0.02542960,1.59072869,3.52192610,0.81889945
-4.94347174,5.23597970,0.99170110,0.85861960,0.00393747,1.88300473,0.02438412,1.56726615,3.42698224,0.79112477
-4.93746873,5.08393308,0.96555178,0.84653248,0.00388378,1.81538548,0.02331508,1.53751903,3.32339356,0.76139353
-4.93146573,4.91732828,0.93607318,0.83079435,0.00381039,1.74379679,0.02223238,1.50177819,3.21194212,0.72997914
-4.92546273,4.73776969,0.90359675,0.81157635,0.00371800,1.66889841,0.02114606,1.46045368,3.09350245,0.69718010
-4.91945973,4.54708591,0.86851175,0.78911830,0.00360766,1.59139461,0.02006624,1.41406978,2.96903845,0.66331620
-4.91345673,4.34730427,0.83125911,0.76372385,0.00348073,1.51202543,0.01900318,1.36325643,2.83959732,0.62872399
-4.90745373,4.14061854,0.79232358,0.73575359,0.00333889,1.43155652,0.01796730,1.30873707,2.70630037,0.59375158
-4.90145073,3.92935047,0.75222438,0.70561648,0.00318407,1.35076778,0.01696912,1.25131342,2.57033089,0.55875291
-4.89544772,3.71590658,0.71150452,0.67375972,0.00301841,1.27044114,0.01601922,1.19184751,2.43291919,0.52408156
-4.88944472,3.50273142,0.67071935,0.64065770,0.00284420,1.19134784,0.01512817,1.13124181,2.29532550,0.49008455
-4.88344172,3.29225900,0.63042449,0.60680018,0.00266382,1.11423566,0.01430641,1.07041789,2.15882119,0.45709601
-4.87743872,3.08686403,0.59116373,0.57268035,0.00247967,1.03981655,0.01356408,1.01029449,2.02466897,0.42543121
-4.87143572,2.88881454,0.55345707,0.53878294,0.00229412,0.96875497,0.01291088,0.95176578,1.89410300,0.39538094
-4.86543272,2.70022759,0.51778952,0.50557297,0.00210946,0.90165758,0.01235584,0.89568030,1.76830945,0.36720662
-4.85942971,2.52302923,0.48460075,0.47348533,0.00192782,0.83906436,0.01190710,0.84282141,1.64840841,0.34113613
-4.85342671,2.35892015,0.45427602,0.44291562,0.00175114,0.78144163,0.01157170,0.79388975,1.53543773,0.31736057
-4.84742371,2.20934765,0.42713850,0.41421223,0.00158113,0.72917710,0.01135534,0.74948807,1.43033929,0.29603199
-4.84142071,2.07548484,0.40344328,0.38767011,0.00141926,0.68257710,0.01126210,0.71010895,1.33394827,0.27726222
-4.83541771,1.95821729,0.38337300,0.36352609,0.00126673,0.64186594,0.01129431,0.67612552,1.24698554,0.26112266
-4.82941471,1.85813723,0.36703528,0.34195595,0.00112443,0.60718754,0.01145230,0.64778542,1.17005335,0.24764514
-4.82341171,1.77554522,0.35446195,0.32307309,0.00099301,0.57860892,0.01173428,0.62520805,1.10363430,0.23682366
-4.81740870,1.71045888,0.34560996,0.30692889,0.00087286,0.55612551,0.01213619,0.60838502,1.04809327,0.22861704
-4.81140570,1.66262799,0.34036401,0.29351455,0.00076409,0.53966801,0.01265173,0.59718382,1.00368209,0.22295216
-4.80540270,1.63155531,0.33854071,0.28276435,0.00066662,0.52911026,0.01327230,0.59135436,0.97054627,0.21972792
-4.79939970,1.61652215,0.33989424,0.27456016,0.00058017,0.52427794,0.01398711,0.59053841,0.94873342,0.21881942
-4.79339670,1.61661757,0.34412325,0.26873704,0.00050429,0.52495749,0.01478333,0.59428140,0.93820245,0.22008251
-4.78739370,1.63077021,0.35087897,0.26508974,0.00043841,0.53090498,0.01564632,0.60204640,0.93883299,0.22335829
-4.78139070,1.65778153,0.35977424,0.26337993,0.00038185,0.54185433,0.01655988,0.61322984,0.95043429,0.22847755
-4.77538769,1.69635922,0.37039330,0.26334390,0.00033387,0.55752457,0.01750665,0.62717855,0.97275284,0.23526481
-4.76938469,1.74514974,0.38230205,0.26470057,0.00029369,0.57762581,0.01846848,0.64320768,1.00547819,0.24354210
-4.76338169,1.80276877,0.39505867,0.26715956,0.00026051,0.60186352,0.01942688,0.66061899,1.04824654,0.25313195
-4.75737869,1.86782872,0.40822410,0.27042911,0.00023354,0.62994099,0.02036346,0.67871888,1.10064167,0.26385991
-4.75137569,1.93896238,0.42137236,0.27422363,0.00021200,0.66155990,0.02126039,0.69683588,1.16219322,0.27555624
-4.74537269,2.01484222,0.43410019,0.27827072,0.00019515,0.69641894,0.02210089,0.71433685,1.23237230,0.28805685
-4.73936968,2.09419473,0.44603593,0.28231736,0.00018232,0.73421074,0.02286959,0.73064151,1.31058485,0.30120354
-4.73336668,2.17580989,0.45684720,0.28613527,0.00017286,0.77461715,0.02355293,0.74523486,1.39616327,0.31484355
-4.72736368,2.25854579,0.46624729,0.28952516,0.00016620,0.81730362,0.02413942,0.75767711,1.48835701,0.32882854
-4.72136068,2.34132875,0.47399995,0.29231985,0.00016181,0.86191275,0.02461993,0.76761086,1.58632305,0.34301308
-4.71535768,2.42314967,0.47992260,0.29438617,0.00015924,0.90805793,0.02498775,0.77476534,1.68911737,0.35725294
-4.70935468,2.50305752,0.48388763,0.29562570,0.00015808,0.95531741,0.02523869,0.77895766,1.79568845,0.37140327
-4.70335168,2.58015079,0.48582214,0.29597428,0.00015797,1.00322957,0.02537098,0.78009122,1.90487383,0.38531688
-4.69734867,2.65356838,0.48570580,0.29540044,0.00015859,1.05128997,0.02538524,0.77815132,2.01540095,0.39884286
-4.69134567,2.72248084,0.48356732,0.29390287,0.00015969,1.09895062,0.02528417,0.77319844,2.12589289,0.41182569
-4.68534267,2.78608315,0.47947949,0.29150708,0.00016104,1.14562197,0.02507237,0.76535950,2.23487977,0.42410506
-4.67933967,2.84359023,0.47355321,0.28826141,0.00016243,1.19067785,0.02475603,0.75481763,2.34081614,0.43551638
-4.67333667,2.89423576,0.46593066,0.28423267,0.00016371,1.23346349,0.02434258,0.74180091,2.44210435,0.44589226
-4.66733367,2.93727499,0.45677813,0.27950152,0.00016472,1.27330648,0.02384035,0.72657075,2.53712352,0.45506471
-4.66133067,2.97199181,0.44627868,0.27415791,0.00016536,1.30953051,0.02325828,0.70941031,2.62426345,0.46286833
-4.65532766,2.99770994,0.43462501,0.26829671,0.00016552,1.34147131,0.02260562,0.69061369,2.70196225,0.46914405
-4.64932466,3.01380781,0.42201293,0.26201369,0.00016514,1.36849429,0.02189160,0.67047601,2.76874652,0.47374352
-4.64332166,3.01973651,0.40863550,0.25540214,0.00016414,1.39001298,0.02112531,0.64928502,2.82327223,0.47653381
