energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.65182591,3.63232985,0.74660481,2.61088666,0.00306478,0.08780262,0.00945725,0.48738652,0.30799396,0.27602336
-5.64582291,3.58857652,0.75202877,2.57236212,0.00330473,0.08856335,0.00958752,0.48086052,0.30631096,0.27525951
-5.63981991,3.54206062,0.75703191,2.53154960,0.00356098,0.08923496,0.00972555,0.47386665,0.30472968,0.27460776
-5.63381691,3.49346290,0.76147255,2.48908473,0.00383272,0.08978775,0.00987076,0.46642975,0.30323110,0.27413092
-5.62781391,3.44340426,0.76520437,2.44554784,0.00411890,0.09019631,0.01002242,0.45858132,0.30179153,0.27388139
-5.62181091,3.39244010,0.76808388,2.40145475,0.00441822,0.09044062,0.01017961,0.45036271,0.30038564,0.27389974
-5.61580790,3.34105931,0.76997859,2.35725142,0.00472927,0.09050696,0.01034130,0.44182830,0.29898940,0.27421383
-5.60980490,3.28968753,0.77077543,2.31331263,0.00505056,0.09038871,0.01050641,0.43304841,0.29758295,0.27483840
-5.60380190,3.23869432,0.77038928,2.26994452,0.00538068,0.09008695,0.01067382,0.42411185,0.29615321,0.27577529
-5.59779890,3.18840375,0.76877103,2.22739061,0.00571836,0.08961078,0.01084247,0.41512791,0.29469614,0.27701411
-5.59179590,3.13910731,0.76591490,2.18584074,0.00606259,0.08897743,0.01101141,0.40622758,0.29321846,0.27853350
-5.58579290,3.09107839,0.76186450,2.14544220,0.00641271,0.08821210,0.01117990,0.39756395,0.29173899,0.28030277
-5.57978989,3.04458699,0.75671737,2.10631218,0.00676846,0.08734747,0.01134746,0.38931165,0.29028929,0.28228391
-5.57378689,2.99991354,0.75062757,2.06855061,0.00713006,0.08642295,0.01151395,0.38166516,0.28891372,0.28443392
-5.56778389,2.95736072,0.74380605,2.03225244,0.00749818,0.08548362,0.01167960,0.37483611,0.28766881,0.28670722
-5.56178089,2.91726205,0.73651869,1.99751840,0.00787396,0.08457893,0.01184505,0.36904937,0.28662205,0.28905812
-5.55577789,2.87998641,0.72908171,1.96446354,0.00825891,0.08376111,0.01201138,0.36453811,0.28584999,0.29144317
-5.54977489,2.84593778,0.72185465,1.93322270,0.00865480,0.08308338,0.01218008,0.36153778,0.28543576,0.29382326
-5.54377189,2.81554970,0.71523094,1.90395259,0.00906357,0.08259807,0.01235300,0.36027925,0.28546607,0.29616539
-5.53776888,2.78927434,0.70962615,1.87683008,0.00948709,0.08235455,0.01253229,0.36098121,0.28602772,0.29844387
-5.53176588,2.76756641,0.70546451,1.85204682,0.00992698,0.08239722,0.01272028,0.36384205,0.28720377,0.30064106
-5.52576288,2.75086244,0.70316389,1.82980025,0.01038441,0.08276353,0.01291938,0.36903149,0.28906951,0.30274738
-5.51975988,2.73955634,0.70311984,1.81028169,0.01085986,0.08348207,0.01313188,0.37668226,0.29168827,0.30476080
-5.51375688,2.73397230,0.70568930,1.79366188,0.01135292,0.08457102,0.01335986,0.38688216,0.29510738,0.30668554
-5.50775388,2.73433667,0.71117456,1.78007522,0.01186207,0.08603678,0.01360495,0.39966677,0.29935427,0.30853034
-5.50175088,2.74075017,0.71980815,1.76960328,0.01238460,0.08787298,0.01386822,0.41501324,0.30443310,0.31030620
-5.49574787,2.75316228,0.73173928,1.76225906,0.01291644,0.09005998,0.01414997,0.43283541,0.31032188,0.31202373
-5.48974487,2.77134936,0.74702248,1.75797269,0.01345218,0.09256480,0.01444968,0.45298065,0.31697040,0.31369042
-5.48374187,2.79489820,0.76560900,1.75657986,0.01398505,0.09534152,0.01476583,0.47522856,0.32429904,0.31530782
-5.47773887,2.82319628,0.78734134,1.75781385,0.01450710,0.09833225,0.01509591,0.49929180,0.33219862,0.31686901
-5.47173587,2.85542978,0.81195144,1.76130171,0.01500929,0.10146853,0.01543636,0.52481925,0.34053134,0.31835636
-5.46573287,2.89059025,0.83906258,1.76656536,0.01548180,0.10467318,0.01578265,0.55140130,0.34913287,0.31973988
-5.45972986,2.92749003,0.86819525,1.77302774,0.01591430,0.10786257,0.01612935,0.57857755,0.35781556,0.32097635
-5.45372686,2.96478642,0.89877671,1.78002395,0.01629630,0.11094916,0.01647027,0.60584642,0.36637268,0.32200908
-5.44772386,3.00101388,0.93015427,1.78681726,0.01661756,0.11384424,0.01679865,0.63267674,0.37458371,0.32276872
-5.44172086,3.03462335,0.96161170,1.79261928,0.01686841,0.11646080,0.01710740,0.65852075,0.38222029,0.32317478
-5.43571786,3.06402706,0.99238832,1.79661357,0.01704023,0.11871633,0.01738931,0.68282815,0.38905280,0.32313809
-5.42971486,3.08764715,1.02170026,1.79798165,0.01712571,0.12053552,0.01763734,0.70506091,0.39485726,0.32256386
-5.42371186,3.10396614,1.04876289,1.79593035,0.01711922,0.12185271,0.01784491,0.72470792,0.39942226,0.32135540
-5.41770885,3.11157686,1.07281386,1.78971914,0.01701704,0.12261396,0.01800612,0.74129939,0.40255569,0.31941815
-5.41170585,3.10922998,1.09313584,1.77868635,0.01681755,0.12277873,0.01811600,0.75442011,0.40409092,0.31666397
-5.40570285,3.09587673,1.10907799,1.76227290,0.01652130,0.12232100,0.01817073,0.76372125,0.40389229,0.31301526
-5.39969985,3.07070521,1.12007556,1.74004270,0.01613106,0.12122994,0.01816778,0.76893019,0.40185952,0.30840886
-5.39369685,3.03316848,1.12566673,1.71169851,0.01565168,0.11950995,0.01810601,0.76985801,0.39793103,0.30279956
-5.38769385,2.98300345,1.12550618,1.67709287,0.01508998,0.11718020,0.01798574,0.76640435,0.39208591,0.29616275
-5.38169085,2.92023966,1.11937475,1.63623344,0.01445452,0.11427363,0.01780867,0.75855952,0.38434459,0.28849644
-5.37568784,2.84519779,1.10718508,1.58928264,0.01375528,0.11083556,0.01757788,0.74640374,0.37476802,0.27982235
-5.36968484,2.75847803,1.08898283,1.53655176,0.01300332,0.10692182,0.01729763,0.73010364,0.36345561,0.27018598
-5.36368184,2.66093916,1.06494366,1.47848980,0.01221046,0.10259673,0.01697323,0.70990611,0.35054199,0.25965586
-5.35767884,2.55366915,1.03536610,1.41566775,0.01138887,0.09793080,0.01661073,0.68612994,0.33619261,0.24832186
-5.35167584,2.43794907,1.00066070,1.34875898,0.01055070,0.09299834,0.01621676,0.65915542,0.32059857,0.23629278
-5.34567284,2.31521170,0.96133588,1.27851678,0.00970777,0.08787512,0.01579819,0.62941251,0.30397086,0.22369327
-5.33966983,2.18699689,0.91798126,1.20575012,0.00887121,0.08263618,0.01536185,0.59736801,0.28653416,0.21066037
-5.33366683,2.05490563,0.87124901,1.13129852,0.00805125,0.07735369,0.01491433,0.56351216,0.26852057,0.19733966
-5.32766383,1.92055451,0.82183412,1.05600734,0.00725695,0.07209523,0.01446166,0.52834531,0.25016351,0.18388149
-5.32166083,1.78553268,0.77045431,0.98070426,0.00649612,0.06692228,0.01400914,0.49236506,0.23169188,0.17043715
-5.31565783,1.65136253,0.71783037,0.90617794,0.00577516,0.06188904,0.01356118,0.45605430,0.21332492,0.15715545
-5.30965483,1.51946561,0.66466757,0.83315953,0.00509907,0.05704172,0.01312119,0.41987054,0.19526761,0.14417963
-5.30365183,1.39113473,0.61163884,0.76230758,0.00447144,0.05241808,0.01269149,0.38423684,0.17770709,0.13164483
-5.29764882,1.26751271,0.55937023,0.69419665,0.00389455,0.04804736,0.01227338,0.34953449,0.16080978,0.11967619
-5.29164582,1.14957829,0.50842889,0.62930982,0.00336942,0.04395049,0.01186710,0.31609765,0.14471960,0.10838754
-5.28564282,1.03813896,0.45931401,0.56803509,0.00289599,0.04014064,0.01147202,0.28420983,0.12955698,0.09788082
-5.27963982,0.93383035,0.41245063,0.51066526,0.00247324,0.03662392,0.01108673,0.25410235,0.11541879,0.08824605
-5.27363682,0.83712165,0.36818648,0.45740128,0.00209936,0.03340026,0.01070926,0.22595447,0.10237902,0.07956188
-5.26763382,0.74832611,0.32679144,0.40835825,0.00177194,0.03046444,0.01033722,0.19989515,0.09049010,0.07189659
-5.26163082,0.66761559,0.28845966,0.36357378,0.00148809,0.02780711,0.00996809,0.17600604,0.07978474,0.06530946
-5.25562781,0.59503819,0.25331373,0.32301795,0.00124463,0.02541588,0.00959934,0.15432563,0.07027820,0.05985229
-5.24962481,0.53053773,0.22141061,0.28660441,0.00103821,0.02327629,0.00922868,0.13485409,0.06197067,0.05557111
-5.24362181,0.47397401,0.19274898,0.25420193,0.00086542,0.02137278,0.00885422,0.11755863,0.05484991,0.05250774
-5.23761881,0.42514291,0.16727736,0.22564592,0.00072291,0.01968943,0.00847461,0.10237906,0.04889371,0.05070122
-5.23161581,0.38379533,0.14490270,0.20074942,0.00060746,0.01821072,0.00808913,0.08923335,0.04407226,0.05018898
-5.22561281,0.34965439,0.12549914,0.17931323,0.00051606,0.01692192,0.00769776,0.07802283,0.04035028,0.05100759
-5.21960980,0.32243018,0.10891631,0.16113484,0.00044590,0.01580958,0.00730122,0.06863709,0.03768882,0.05319311
-5.21360680,0.30183181,0.09498718,0.14601595,0.00039446,0.01486162,0.00690094,0.06095823,0.03604672,0.05678099
-5.20760380,0.28757650,0.08353513,0.13376852,0.00035947,0.01406745,0.00649903,0.05486450,0.03538164,0.06180542
-5.20160080,0.27939581,0.07437995,0.12421927,0.00033893,0.01341789,0.00609818,0.05023322,0.03565081,0.06829833
-5.19559780,0.27703896,0.06734300,0.11721271,0.00033110,0.01290502,0.00570154,0.04694309,0.03681136,0.07628791
-5.18959480,0.28027373,0.06225118,0.11261280,0.00033447,0.01252188,0.00531264,0.04487574,0.03882040,0.08579693
-5.18359180,0.28888518,0.05893992,0.11030333,0.00034773,0.01226224,0.00493526,0.04391678,0.04163483,0.09684074
-5.17758879,0.30267266,0.05725529,0.11018729,0.00036978,0.01212025,0.00457325,0.04395637,0.04521103,0.10942527
-5.17158579,0.32144566,0.05705514,0.11218531,0.00039966,0.01209014,0.00423046,0.04488932,0.04950443,0.12354502
-5.16558279,0.34501883,0.05820965,0.11623349,0.00043656,0.01216590,0.00391060,0.04661501,0.05446908,0.13918128
-5.15957979,0.37320677,0.06060115,0.12228058,0.00047977,0.01234107,0.00361712,0.04903708,0.06005730,0.15630058
-5.15357679,0.40581888,0.06412360,0.13028495,0.00052866,0.01260855,0.00335318,0.05206309,0.06621941,0.17485354
-5.14757379,0.44265466,0.06868160,0.14021123,0.00058270,0.01296048,0.00312153,0.05560421,0.07290367,0.19477418
-5.14157079,0.48349957,0.07418928,0.15202687,0.00064141,0.01338825,0.00292446,0.05957499,0.08005634,0.21597972
-5.13556778,0.52812173,0.08056893,0.16569862,0.00070435,0.01388247,0.00276382,0.06389329,0.08762199,0.23837089
-5.12956478,0.57626933,0.08774959,0.18118906,0.00077116,0.01443318,0.00264096,0.06848036,0.09554394,0.26183272
-5.12356178,0.62766888,0.09566561,0.19845318,0.00084147,0.01502995,0.00255672,0.07326111,0.10376488,0.28623566
-5.11755878,0.68202396,0.10425513,0.21743500,0.00091501,0.01566215,0.00251143,0.07816454,0.11222749,0.31143718
-5.11155578,0.73901451,0.11345864,0.23806432,0.00099149,0.01631919,0.00250496,0.08312425,0.12087520,0.33728337
-5.10555278,0.79829636,0.12321752,0.26025365,0.00107070,0.01699077,0.00253666,0.08807902,0.12965282,0.36361080
-5.09954977,0.85950087,0.13347253,0.28389527,0.00115243,0.01766716,0.00260543,0.09297343,0.13850705,0.39024827
-5.09354677,0.92223460,0.14416244,0.30885859,0.00123651,0.01833940,0.00270967,0.09775836,0.14738688,0.41701842
-5.08754377,0.98607880,0.15522261,0.33498790,0.00132277,0.01899953,0.00284735,0.10239141,0.15624372,0.44373918
-5.08154077,1.05058900,0.16658366,0.36210053,0.00141108,0.01964066,0.00301599,0.10683713,0.16503131,0.47022496
-5.07553777,1.11529460,0.17817029,0.38998567,0.00150125,0.02025708,0.00321267,0.11106708,0.17370536,0.49628762
-5.06953477,1.17969877,0.18990023,0.41840403,0.00159310,0.02084422,0.00343405,0.11505964,0.18222304,0.52173726
-5.06353177,1.24327903,0.20168346,0.44708829,0.00168638,0.02139862,0.00367639,0.11879963,0.19054224,0.54638297
-5.05752876,1.30548876,0.21342174,0.47574479,0.00178081,0.02191779,0.00393562,0.12227776,0.19862077,0.57003359
-5.05152576,1.36576015,0.22500862,0.50405641,0.00187598,0.02240001,0.00420733,0.12548994,0.20641560,0.59249873
-5.04552276,1.42350886,0.23632985,0.53168666,0.00197141,0.02284415,0.00448688,0.12843647,0.21388219,0.61359020
-5.03951976,1.47814094,0.24726444,0.55828531,0.00206652,0.02324945,0.00476945,0.13112133,0.22097403,0.63312392
-5.03351676,1.52906190,0.25768630,0.58349515,0.00216060,0.02361530,0.00505017,0.13355147,0.22764262,0.65092253
-5.02751376,1.57568843,0.26746653,0.60696017,0.00225283,0.02394103,0.00532419,0.13573626,0.23383769,0.66681882
-5.02151076,1.61746232,0.27647639,0.62833455,0.00234229,0.02422581,0.00558683,0.13768723,0.23950811,0.68065974
-5.01550775,1.65386655,0.28459075,0.64729264,0.00242799,0.02446853,0.00583374,0.13941800,0.24460313,0.69231134
-5.00950475,1.68444301,0.29169213,0.66353918,0.00250888,0.02466780,0.00606100,0.14094457,0.24907419,0.70166406
-5.00350175,1.70881107,0.29767507,0.67681966,0.00258390,0.02482198,0.00626531,0.14228586,0.25287718,0.70863849
-4.99749875,1.72668639,0.30245071,0.68693017,0.00265204,0.02492934,0.00644411,0.14346462,0.25597505,0.71319114
-4.99149575,1.73789884,0.30595136,0.69372645,0.00271237,0.02498824,0.00659575,0.14450846,0.25834054,0.71531989
-4.98549275,1.74240867,0.30813489,0.69713156,0.00276412,0.02499739,0.00671960,0.14545114,0.25995912,0.71506892
-4.97948974,1.74031979,0.30898880,0.69714178,0.00280672,0.02495613,0.00681617,0.14633384,0.26083172,0.71253245
-4.97348674,1.73188943,0.30853352,0.69383051,0.00283987,0.02486476,0.00688717,0.14720643,0.26097722,0.70785728
-4.96748374,1.71753322,0.30682509,0.68734971,0.00286361,0.02472483,0.00693562,0.14812859,0.26043440,0.70124359
-4.96148074,1.69782526,0.30395677,0.67792890,0.00287835,0.02453943,0.00696585,0.14917055,0.25926344,0.69294392
-4.95547774,1.67349274,0.30005966,0.66587164,0.00288493,0.02431346,0.00698353,0.15041359,0.25754650,0.68326020
-4.94947474,1.64540511,0.29530217,0.65154949,0.00288459,0.02405375,0.00699561,0.15194990,0.25538763,0.67253872
-4.94347174,1.61455802,0.28988824,0.63539379,0.00287907,0.02376918,0.00701032,0.15388205,0.25291175,0.66116339
-4.93746873,1.58205248,0.28405461,0.61788547,0.00287054,0.02347069,0.00703702,0.15632170,0.25026280,0.64954717
-4.93146573,1.54907004,0.27806679,0.59954335,0.00286158,0.02317116,0.00708616,0.15938789,0.24760110,0.63812235
-4.92546273,1.51684485,0.27221429,0.58091129,0.00285519,0.02288520,0.00716911,0.16320458,0.24509998,0.62732975
-4.91945973,1.48663375,0.26680483,0.56254484,0.00285467,0.02262890,0.00729796,0.16789778,0.24294193,0.61760760
-4.91345673,1.45968537,0.26215801,0.54499769,0.00286360,0.02241939,0.00748542,0.17359217,0.24131413,0.60938027
-4.90745373,1.43720954,0.25859841,0.52880853,0.00288572,0.02227441,0.00774453,0.18040739,0.24040394,0.60304754
-4.90145073,1.42034793,0.25644839,0.51448864,0.00292485,0.02221182,0.00808845,0.18845411,0.24039412,0.59897478
-4.89544772,1.41014690,0.25602071,0.50251064,0.00298476,0.02224903,0.00853021,0.19783000,0.24145816,0.59748430
-4.88944472,1.40753328,0.25761111,0.49329852,0.00306910,0.02240245,0.00908240,0.20861573,0.24375583,0.59884834
-4.88344172,1.41329371,0.26149105,0.48721928,0.00318122,0.02268690,0.00975684,0.22087120,0.24742897,0.60328370
-4.87743872,1.42805781,0.26790066,0.48457615,0.00332412,0.02311514,0.01056426,0.23463209,0.25259772,0.61094821
-4.87143572,1.45228533,0.27704206,0.48560343,0.00350028,0.02369731,0.01151390,0.24990685,0.25935721,0.62193900
-4.86543272,1.48625741,0.28907314,0.49046292,0.00371160,0.02444053,0.01261315,0.26667428,0.26777472,0.63629241
-4.85942971,1.53007154,0.30410191,0.49924175,0.00395930,0.02534854,0.01386714,0.28488181,0.27788737,0.65398546
-4.85342671,1.58364022,0.32218145,0.51195164,0.00424381,0.02642142,0.01527835,0.30444448,0.28970037,0.67493854
-4.84742371,1.64669284,0.34330576,0.52852929,0.00456473,0.02765540,0.01684618,0.32524483,0.30318568,0.69901916
-4.84142071,1.71878060,0.36740638,0.54883789,0.00492080,0.02904279,0.01856668,0.34713356,0.31828135,0.72604640
-4.83541771,1.79928410,0.39435015,0.57266965,0.00530988,0.03057198,0.02043218,0.36993114,0.33489128,0.75579590
-4.82941471,1.88742350,0.42393813,0.59974933,0.00572891,0.03222758,0.02243107,0.39343027,0.35288558,0.78800511
-4.82341171,1.98227105,0.45590584,0.62973867,0.00617400,0.03399066,0.02454772,0.41739919,0.37210150,0.82237872
-4.81740870,2.08276596,0.48992509,0.66224184,0.00664042,0.03583906,0.02676239,0.44158582,0.39234495,0.85859403
-4.81140570,2.18773164,0.52560742,0.69681190,0.00712274,0.03774785,0.02905139,0.46572256,0.41339279,0.89630638
-4.80540270,2.29589528,0.56250923,0.73295840,0.00761489,0.03968981,0.03138733,0.48953181,0.43499568,0.93515453
-4.79939970,2.40590989,0.60013890,0.77015606,0.00811030,0.04163607,0.03373951,0.51273187,0.45688182,0.97476598
-4.79339670,2.51637860,0.63796556,0.80785458,0.00860206,0.04355675,0.03607454,0.53504336,0.47876136,1.01476250
-4.78739370,2.62588133,0.67542978,0.84548957,0.00908304,0.04542166,0.03835702,0.55619568,0.50033164,1.05476568
-4.78139070,2.73300331,0.71195579,0.88249446,0.00954611,0.04720107,0.04055042,0.57593355,0.52128303,1.09440271
-4.77538769,2.83636517,0.74696510,0.91831315,0.00998433,0.04886647,0.04261802,0.59402346,0.54130550,1.13331236
-4.76938469,2.93465389,0.77989117,0.95241317,0.01039108,0.05039130,0.04452398,0.61025961,0.56009561,1.17115108
-4.76338169,3.02665385,0.81019468,0.98429896,0.01076031,0.05175168,0.04623438,0.62446936,0.57736377,1.20759917
-4.75737869,3.11127702,0.83737896,1.01352489,0.01108670,0.05292705,0.04771834,0.63651798,0.59284163,1.24236691
-4.75137569,3.18759114,0.86100503,1.03970746,0.01136580,0.05390080,0.04894901,0.64631238,0.60628926,1.27520030
-4.74537269,3.25484479,0.88070564,1.06253620,0.01159420,0.05466068,0.04990448,0.65380388,0.61750189,1.30588624
-4.73936968,3.31248817,0.89619777,1.08178277,0.01176964,0.05519924,0.05056863,0.65898973,0.62631586,1.33425697
-4.73336668,3.36018857,0.90729310,1.09730791,0.01189109,0.05551401,0.05093166,0.66191343,0.63261368,1.36019318
-4.72736368,3.39783955,0.91390585,1.10906559,0.01195882,0.05560762,0.05099053,0.66266374,0.63632771,1.38362587
-4.72136068,3.42556310,0.91605777,1.11710438,0.01197437,0.05548773,0.05074914,0.66137246,0.63744253,1.40453651
-4.71535768,3.44370455,0.91387979,1.12156566,0.01194058,0.05516681,0.05021821,0.65821094,0.63599562,1.42295538
-4.70935468,3.45281995,0.90761039,1.12267872,0.01186147,0.05466186,0.04941503,0.65338558,0.63207646,1.43895814
-4.70335168,3.45365636,0.89759052,1.12075293,0.01174217,0.05399384,0.04836288,0.64713224,0.62582400,1.45266051
-4.69734867,3.44712559,0.88425529,1.11616714,0.01158876,0.05318718,0.04709035,0.63970998,0.61742247,1.46421136
-4.69134567,3.43427244,0.86812263,1.10935681,0.01140809,0.05226902,0.04563042,0.63139414,0.60709587,1.47378447
-4.68534267,3.41623860,0.84977931,1.10079931,0.01120758,0.05126854,0.04401945,0.62246912,0.59510120,1.48156917
-4.67933967,3.39422376,0.82986483,1.09099803,0.01099499,0.05021611,0.04229610,0.61322097,0.58172081,1.48776058
-4.67333667,3.36944544,0.80905366,1.08046588,0.01077821,0.04914254,0.04050018,0.60393004,0.56725409,1.49254974
-4.66733367,3.34309924,0.78803648,1.06970885,0.01056500,0.04807826,0.03867155,0.59486405,0.55200887,1.49611423
-4.66133067,3.31632102,0.76750101,1.05921024,0.01036271,0.04705260,0.03684907,0.58627150,0.53629288,1.49860982
-4.65532766,3.29015253,0.74811299,1.04941616,0.01017815,0.04609304,0.03506961,0.57837581,0.52040555,1.50016360
-4.64932466,3.26551161,0.73049792,1.04072268,0.01001727,0.04522463,0.03336719,0.57137025,0.50463049,1.50086890
-4.64332166,3.24316807,0.71522409,1.03346511,0.00988506,0.04446944,0.03177228,0.56541376,0.48922882,1.50078240
