energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up,Zr_p_up,Zr_d_up
-5.87993997,1.97718622,0.00817224,0.34582182,1.03177859,0.00000000,0.56873539,0.30878404,0.79455329,0.45167712
-5.87393697,1.91433184,0.00797185,0.34063783,0.99450327,0.00000000,0.54979309,0.29567885,0.75505087,0.44431745
-5.86793397,1.84950116,0.00773667,0.33504248,0.95616712,0.00000000,0.53022665,0.28267770,0.71589839,0.43602378
-5.86193097,1.78258908,0.00747335,0.32884669,0.91689358,0.00000000,0.51008429,0.26982569,0.67716549,0.42666535
-5.85592796,1.71361288,0.00718916,0.32189779,0.87685338,0.00000000,0.48943656,0.25717522,0.63895500,0.41615504
-5.84992496,1.64271070,0.00689178,0.31408258,0.83626053,0.00000000,0.46837513,0.24478538,0.60140016,0.40445058
-5.84392196,1.57013452,0.00658901,0.30532873,0.79536619,0.00000000,0.44701063,0.23272072,0.56465974,0.39155403
-5.83791896,1.49623814,0.00628856,0.29560469,0.75445066,0.00000000,0.42546952,0.22104960,0.52891162,0.37750964
-5.83191596,1.42146119,0.00599779,0.28491809,0.71381399,0.00000000,0.40389040,0.20984193,0.49434505,0.36240029
-5.82591296,1.34630991,0.00572349,0.27331300,0.67376578,0.00000000,0.38241975,0.19916676,0.46115232,0.34634275
-5.81990995,1.27133607,0.00547168,0.26086601,0.63461455,0.00000000,0.36120739,0.18908949,0.42952021,0.32948204
-5.81390695,1.19711479,0.00524744,0.24768154,0.59665732,0.00000000,0.34040195,0.17966922,0.39962163,0.31198510
-5.80790395,1.12422259,0.00505477,0.23388651,0.56016978,0.00000000,0.32014638,0.17095606,0.37160804,0.29403424
-5.80190095,1.05321642,0.00489650,0.21962472,0.52539755,0.00000000,0.30057382,0.16298873,0.34560290,0.27582041
-5.79589795,0.98461464,0.00477425,0.20505101,0.49254876,0.00000000,0.28180400,0.15579259,0.32169642,0.25753674
-5.78989495,0.91888069,0.00468837,0.19032566,0.46178841,0.00000000,0.26394016,0.14937806,0.29994195,0.23937249
-5.78389195,0.85640993,0.00463802,0.17560899,0.43323452,0.00000000,0.24706680,0.14373971,0.28035396,0.22150771
-5.77788894,0.79752015,0.00462122,0.16105657,0.40695625,0.00000000,0.23124820,0.13885592,0.26290786,0.20410857
-5.77188594,0.74244585,0.00463494,0.14681498,0.38297410,0.00000000,0.21652776,0.13468929,0.24754142,0.18732378
-5.76588294,0.69133647,0.00467527,0.13301836,0.36126197,0.00000000,0.20292828,0.13118767,0.23415782,0.17128185
-5.75987994,0.64425837,0.00473754,0.11978579,0.34175103,0.00000000,0.19045299,0.12828585,0.22263015,0.15608949
-5.75387694,0.60120032,0.00481657,0.10721953,0.32433522,0.00000000,0.17908745,0.12590795,0.21280714,0.14183093
-5.74787394,0.56208216,0.00490683,0.09540402,0.30887812,0.00000000,0.16880205,0.12397018,0.20451980,0.12856824
-5.74187094,0.52676597,0.00500266,0.08440581,0.29522079,0.00000000,0.15955515,0.12238413,0.19758883,0.11634245
-5.73586793,0.49506938,0.00509851,0.07427412,0.28319034,0.00000000,0.15129666,0.12106029,0.19183240,0.10517548
-5.72986493,0.46678019,0.00518913,0.06504209,0.27260888,0.00000000,0.14397181,0.11991171,0.18707400,0.09507255
-5.72386193,0.44167166,0.00526980,0.05672856,0.26330236,0.00000000,0.13752511,0.11885769,0.18315017,0.08602514
-5.71785893,0.41951792,0.00533648,0.04934027,0.25510911,0.00000000,0.13190417,0.11782725,0.17991769,0.07801412
-5.71185593,0.40010858,0.00538601,0.04287430,0.24788752,0.00000000,0.12706329,0.11676236,0.17726007,0.07101306
-5.70585293,0.38326215,0.00541622,0.03732071,0.24152279,0.00000000,0.12296657,0.11562066,0.17509306,0.06499143
-5.69984992,0.36883762,0.00542605,0.03266520,0.23593229,0.00000000,0.11959049,0.11437762,0.17336901,0.05991763
-5.69384692,0.35674376,0.00541562,0.02889165,0.23106939,0.00000000,0.11692571,0.11302811,0.17207989,0.05576170
-5.68784392,0.34694576,0.00538623,0.02598451,0.22692567,0.00000000,0.11497812,0.11158712,0.17125890,0.05249761
-5.68184092,0.33946898,0.00534038,0.02393081,0.22353129,0.00000000,0.11376892,0.11008980,0.17098053,0.05010499
-5.67583792,0.33439970,0.00528173,0.02272191,0.22095369,0.00000000,0.11333392,0.10859069,0.17135917,0.04857034
-5.66983492,0.33188279,0.00521500,0.02235468,0.21929451,0.00000000,0.11372180,0.10716216,0.17254607,0.04788761
-5.66383192,0.33211643,0.00514584,0.02283230,0.21868503,0.00000000,0.11499167,0.10589217,0.17472499,0.04805820
-5.65782891,0.33534420,0.00508072,0.02416437,0.21928020,0.00000000,0.11720985,0.10488143,0.17810634,0.04909030
-5.65182591,0.34184461,0.00502675,0.02636663,0.22125163,0.00000000,0.12044608,0.10423994,0.18292025,0.05099775
-5.64582291,0.35191873,0.00499145,0.02946003,0.22477969,0.00000000,0.12476925,0.10408326,0.18940851,0.05379841
-5.63981991,0.36587616,0.00498258,0.03346925,0.23004528,0.00000000,0.13024304,0.10452839,0.19781567,0.05751201
-5.63381691,0.38402014,0.00500788,0.03842079,0.23722137,0.00000000,0.13692139,0.10568962,0.20837967,0.06215784
-5.62781391,0.40663207,0.00507489,0.04434058,0.24646489,0.00000000,0.14484426,0.10767435,0.22132196,0.06775211
-5.62181091,0.43395635,0.00519067,0.05125128,0.25790917,0.00000000,0.15403382,0.11057913,0.23683784,0.07430531
-5.61580790,0.46618592,0.00536163,0.05916926,0.27165732,0.00000000,0.16449116,0.11448603,0.25508683,0.08181954
-5.60980490,0.50344924,0.00559328,0.06810156,0.28777687,0.00000000,0.17619393,0.11945942,0.27618385,0.09028607
-5.60380190,0.54579925,0.00589004,0.07804285,0.30629579,0.00000000,0.18909474,0.12554339,0.30019126,0.09968318
-5.59779890,0.59320479,0.00625511,0.08897252,0.32720019,0.00000000,0.20312072,0.13275984,0.32711212,0.10997441
-5.59179590,0.64554493,0.00669028,0.10085216,0.35043373,0.00000000,0.21817415,0.14110725,0.35688508,0.12110733
-5.58579290,0.70260657,0.00719585,0.11362363,0.37589872,0.00000000,0.23413405,0.15056038,0.38938105,0.13301293
-5.57978989,0.76408548,0.00777056,0.12720763,0.40345895,0.00000000,0.25085895,0.16107072,0.42440197,0.14560568
-5.57378689,0.82959077,0.00841154,0.14150322,0.43294402,0.00000000,0.26819041,0.17256774,0.46168178,0.15878432
-5.56778389,0.89865289,0.00911436,0.15638822,0.46415490,0.00000000,0.28595744,0.18496100,0.50088970,0.17243334
-5.56178089,0.97073465,0.00987306,0.17172051,0.49687058,0.00000000,0.30398131,0.19814286,0.54163585,0.18642515
-5.55577789,1.04524500,0.01068026,0.18734047,0.53085523,0.00000000,0.32208076,0.21199180,0.58347914,0.20062285
-5.54977489,1.12155494,0.01152736,0.20307424,0.56586565,0.00000000,0.34007725,0.22637620,0.62593713,0.21488359
-5.54377189,1.19901484,0.01240467,0.21873802,0.60165850,0.00000000,0.35779993,0.24115832,0.66849774,0.22906218
-5.53776888,1.27697233,0.01330171,0.23414302,0.63799692,0.00000000,0.37509026,0.25619844,0.71063229,0.24301503
-5.53176588,1.35479004,0.01420745,0.24910099,0.67465615,0.00000000,0.39180587,0.27135879,0.75180951,0.25660411
-5.52576288,1.43186203,0.01511061,0.26343014,0.71142781,0.00000000,0.40782356,0.28650723,0.79150996,0.26970072
-5.51975988,1.50762842,0.01599997,0.27696103,0.74812263,0.00000000,0.42304133,0.30152042,0.82924030,0.28218906
-5.51375688,1.58158722,0.01686469,0.28954235,0.78457144,0.00000000,0.43737937,0.31628630,0.86454691,0.29396916
-5.50775388,1.65330294,0.01769464,0.30104615,0.82062438,0.00000000,0.45077991,0.33070582,0.89702825,0.30495933
-5.50175088,1.72241153,0.01848063,0.31137230,0.85614851,0.00000000,0.46320615,0.34469387,0.92634557,0.31509774
-5.49574787,1.78862153,0.01921475,0.32045201,0.89102391,0.00000000,0.47464025,0.35817924,0.95223144,0.32434333
-5.48974487,1.85171151,0.01989051,0.32825017,0.92513869,0.00000000,0.48508067,0.37110385,0.97449594,0.33267580
-5.48374187,1.91152423,0.02050308,0.33476635,0.95838329,0.00000000,0.49453904,0.38342121,0.99303021,0.34009482
-5.47773887,1.96795794,0.02104934,0.34003451,0.99064460,0.00000000,0.50303673,0.39509430,1.00780736,0.34661857
-5.47173587,2.02095583,0.02152795,0.34412139,1.02180043,0.00000000,0.51060151,0.40609308,1.01888081,0.35228167
-5.46573287,2.07049430,0.02193932,0.34712365,1.05171479,0.00000000,0.51726449,0.41639186,1.02638021,0.35713264
-5.45972986,2.11657127,0.02228553,0.34916392,1.08023462,0.00000000,0.52305748,0.42596676,1.03050527,0.36123111
-5.45372686,2.15919536,0.02257014,0.35038603,1.10718823,0.00000000,0.52801105,0.43479351,1.03151786,0.36464497
-5.44772386,2.19837700,0.02279801,0.35094963,1.13238593,0.00000000,0.53215333,0.44284585,1.02973275,0.36744759
-5.44172086,2.23412209,0.02297501,0.35102446,1.15562286,0.00000000,0.53550974,0.45009463,1.02550754,0.36971534
-5.43571786,2.26642892,0.02310770,0.35078457,1.17668413,0.00000000,0.53810336,0.45650791,1.01923214,0.37152546
-5.42971486,2.29528856,0.02320302,0.35040280,1.19535213,0.00000000,0.53995628,0.46205190,1.01131822,0.37295447
-5.42371186,2.32068875,0.02326790,0.35004565,1.21141555,0.00000000,0.54109136,0.46669295,1.00218902,0.37407711
-5.41770885,2.34262100,0.02330895,0.34986881,1.22467990,0.00000000,0.54153460,0.47040030,0.99226984,0.37496579
-5.41170585,2.36109032,0.02333208,0.35001356,1.23497866,0.00000000,0.54131767,0.47314966,0.98197923,0.37569055
-5.40570285,2.37612678,0.02334225,0.35060392,1.24218464,0.00000000,0.54048043,0.47492711,0.97172133,0.37631942
-5.39969985,2.38779794,0.02334320,0.35174479,1.24622066,0.00000000,0.53907337,0.47573333,0.96187906,0.37691905
-5.39369685,2.39622099,0.02333724,0.35352090,1.24706897,0.00000000,0.53715946,0.47558758,0.95280842,0.37755542
-5.38769385,2.40157350,0.02332515,0.35599662,1.24477860,0.00000000,0.53481548,0.47453130,0.94483367,0.37829459
-5.38169085,2.40410171,0.02330615,0.35921637,1.23947028,0.00000000,0.53213261,0.47263096,0.93824335,0.37920316
-5.37568784,2.40412548,0.02327790,0.36320565,1.23133827,0.00000000,0.52921610,0.46997978,0.93328706,0.38034847
-5.36968484,2.40203910,0.02323665,0.36797245,1.22064905,0.00000000,0.52618412,0.46669828,0.93017279,0.38179833
-5.36368184,2.39830762,0.02317741,0.37350896,1.20773656,0.00000000,0.52316566,0.46293337,0.92906486,0.38362030
-5.35767884,2.39345845,0.02309423,0.37979334,1.19299425,0.00000000,0.52029763,0.45885589,0.93008226,0.38588037
-5.35167584,2.38806857,0.02298050,0.38679165,1.17686413,0.00000000,0.51772132,0.45465677,0.93329747,0.38864121
-5.34567284,2.38274766,0.02282931,0.39445965,1.15982333,0.00000000,0.51557819,0.45054176,0.93873584,0.39196002
-5.33966983,2.37811811,0.02263381,0.40274456,1.14236866,0.00000000,0.51400539,0.44672500,0.94637540,0.39588605
-5.33366683,2.37479276,0.02238760,0.41158676,1.12500000,0.00000000,0.51313107,0.44342169,0.95614743,0.40045803
-5.32766383,2.37335165,0.02208509,0.42092133,1.10820313,0.00000000,0.51306976,0.44084023,0.96793768,0.40570160
-5.32166083,2.37431905,0.02172183,0.43067959,1.09243299,0.00000000,0.51391803,0.43917405,0.98158856,0.41162703
-5.31565783,2.37814187,0.02129475,0.44079060,1.07809790,0.00000000,0.51575058,0.43859372,0.99690218,0.41822729
-5.30965483,2.38517087,0.02080241,0.45118267,1.06554571,0.00000000,0.51861703,0.43923958,1.01364453,0.42547676
-5.30365183,2.39564552,0.02024512,0.46178489,1.05505230,0.00000000,0.52253947,0.44121529,1.03155060,0.43333057
-5.29764882,2.40968343,0.01962499,0.47252867,1.04681304,0.00000000,0.52751096,0.44458269,1.05033054,0.44172485
-5.29164582,2.42727481,0.01894588,0.48334939,1.04093748,0.00000000,0.53349498,0.44935807,1.06967671,0.45057765
-5.28564282,2.44828234,0.01821334,0.49418787,1.03744748,0.00000000,0.54042591,0.45551022,1.08927141,0.45979086
-5.27963982,2.47244618,0.01743437,0.50499187,1.03627879,0.00000000,0.54821048,0.46296023,1.10879512,0.46925271
-5.27363682,2.49939403,0.01661721,0.51571735,1.03728591,0.00000000,0.55673017,0.47158313,1.12793484,0.47884104
-5.26763382,2.52865536,0.01577106,0.52632937,1.04024986,0.00000000,0.56584438,0.48121129,1.14639228,0.48842690
-5.26163082,2.55967906,0.01490571,0.53680268,1.04488852,0.00000000,0.57539431,0.49163940,1.16389153,0.49787855
-5.25562781,2.59185355,0.01403125,0.54712169,1.05086893,0.00000000,0.58520729,0.50263085,1.18018581,0.50706542
-5.24962481,2.62452812,0.01315771,0.55727995,1.05782091,0.00000000,0.59510146,0.51392531,1.19506295,0.51586196
-5.24362181,2.65703444,0.01229473,0.56727881,1.06535146,0.00000000,0.60489055,0.52524692,1.20834949,0.52415114
-5.23761881,2.68870723,0.01145133,0.57712560,1.07305917,0.00000000,0.61438857,0.53631314,1.21991294,0.53182738
-5.23161581,2.71890306,0.01063556,0.58683103,1.08054815,0.00000000,0.62341431,0.54684355,1.22966242,0.53879883
-5.22561281,2.74701663,0.00985442,0.59640612,1.08744091,0.00000000,0.63179536,0.55656844,1.23754739,0.54498889
-5.21960980,2.77249399,0.00911363,0.60585876,1.09338976,0.00000000,0.63937177,0.56523678,1.24355487,0.55033693
-5.21360680,2.79484244,0.00841761,0.61519006,1.09808641,0.00000000,0.64599902,0.57262341,1.24770521,0.55479824
-5.20760380,2.81363718,0.00776942,0.62439073,1.10126962,0.00000000,0.65155046,0.57853498,1.25004682,0.55834332
-5.20160080,2.82852487,0.00717079,0.63343784,1.10273077,0.00000000,0.65591922,0.58281473,1.25065034,0.56095656
-5.19559780,2.83922460,0.00662220,0.64229208,1.10231744,0.00000000,0.65901950,0.58534580,1.24960259,0.56263454
-5.18959480,2.84552691,0.00612301,0.65089598,1.09993508,0.00000000,0.66078753,0.58605315,1.24700083,0.56338413
-5.18359180,2.84729141,0.00567156,0.65917304,1.09554705,0.00000000,0.66118202,0.58490402,1.24294781,0.56322051
-5.17758879,2.84444379,0.00526536,0.66702824,1.08917322,0.00000000,0.66018449,0.58190712,1.23754785,0.56216546
-5.17158579,2.83697278,0.00490128,0.67434975,1.08088737,0.00000000,0.65779934,0.57711054,1.23090436,0.56024578
-5.16558279,2.82492752,0.00457569,0.68101203,1.07081376,0.00000000,0.65405371,0.57059866,1.22311886,0.55749232
-5.15957979,2.80841573,0.00428465,0.68688017,1.05912288,0.00000000,0.64899736,0.56248826,1.21429151,0.55393936
-5.15357679,2.78760269,0.00402409,0.69181525,1.04602681,0.00000000,0.64270230,0.55292394,1.20452295,0.54962460
-5.14757379,2.76271091,0.00378995,0.69568054,1.03177393,0.00000000,0.63526233,0.54207311,1.19391724,0.54458945
-5.14157079,2.73402025,0.00357827,0.69834814,1.01664346,0.00000000,0.62679227,0.53012083,1.18258546,0.53887987
-5.13556778,2.70186782,0.00338536,0.69970573,1.00093936,0.00000000,0.61742681,0.51726450,1.17064941,0.53254724
-5.12956478,2.66664718,0.00320784,0.69966290,0.98498388,0.00000000,0.60731896,0.50370871,1.15824493,0.52564937
-5.12356178,2.62880620,0.00304270,0.69815686,0.96911057,0.00000000,0.59663789,0.48966032,1.14552437,0.51825130
-5.11755878,2.58884277,0.00288737,0.69515694,0.95365659,0.00000000,0.58556605,0.47532378,1.13265754,0.51042581
-5.11155578,2.54729808,0.00273970,0.69066767,0.93895461,0.00000000,0.57429569,0.46089695,1.11983103,0.50225343
-5.10555278,2.50474706,0.00259798,0.68473028,0.92532397,0.00000000,0.56302461,0.44656723,1.10724544,0.49382183
-5.09954977,2.46178582,0.00246093,0.67742232,0.91306162,0.00000000,0.55195132,0.43250822,1.09511061,0.48522455
-5.09354677,2.41901651,0.00232765,0.66885556,0.90243278,0.00000000,0.54126978,0.41887683,1.08363894,0.47655905
-5.08754377,2.37702994,0.00219756,0.65917228,0.89366183,0.00000000,0.53116375,0.40581087,1.07303708,0.46792419
-5.08154077,2.33638688,0.00207044,0.64854000,0.88692377,0.00000000,0.52180123,0.39342722,1.06349660,0.45941718
-5.07553777,2.29759899,0.00194626,0.63714521,0.88233671,0.00000000,0.51332918,0.38182045,1.05518412,0.45113029
-5.06953477,2.26111058,0.00182522,0.62518637,0.87995592,0.00000000,0.50586883,0.37106207,1.04823172,0.44314744
-5.06353177,2.22728256,0.00170767,0.61286664,0.87976994,0.00000000,0.49951192,0.36120038,1.04272846,0.43554107
-5.05752876,2.19637971,0.00159403,0.60038682,0.88169917,0.00000000,0.49431819,0.35226087,1.03871355,0.42836938
-5.05152576,2.16856245,0.00148479,0.58793896,0.88559723,0.00000000,0.49031433,0.34424740,1.03617201,0.42167425
-5.04552276,2.14388393,0.00138046,0.57570095,0.89125538,0.00000000,0.48749446,0.33714393,1.03503325,0.41548012
-5.03951976,2.12229304,0.00128153,0.56383254,0.89841000,0.00000000,0.48582233,0.33091690,1.03517289,0.40979383
-5.03351676,2.10364341,0.00118843,0.55247278,0.90675297,0.00000000,0.48523514,0.32551828,1.03641794,0.40460554
-5.02751376,2.08770824,0.00110155,0.54173920,0.91594458,0.00000000,0.48564865,0.32088904,1.03855520,0.39989082
-5.02151076,2.07420014,0.00102122,0.53172849,0.92562846,0.00000000,0.48696363,0.31696310,1.04134239,0.39561364
-5.01550775,2.06279500,0.00094770,0.52251858,0.93544787,0.00000000,0.48907296,0.31367147,1.04452155,0.39173023
-5.00950475,2.05315839,0.00088118,0.51417197,0.94506240,0.00000000,0.49186908,0.31094654,1.04783385,0.38819346
-5.00350175,2.04497281,0.00082180,0.50673970,0.95416432,0.00000000,0.49525138,0.30872626,1.05103482,0.38495757
-4.99749875,2.03796417,0.00076968,0.50026586,0.96249354,0.00000000,0.49913287,0.30695795,1.05390916,0.38198283
-4.99149575,2.03192546,0.00072488,0.49479198,0.96985037,0.00000000,0.50344585,0.30560170,1.05628405,0.37923976
-4.98549275,2.02673632,0.00068752,0.49036096,0.97610526,0.00000000,0.50814599,0.30463304,1.05804005,0.37671283
-4.97948974,2.02237673,0.00065768,0.48702019,0.98120496,0.00000000,0.51321471,0.30404478,1.05911901,0.37440303
-4.97348674,2.01893425,0.00063552,0.48482360,0.98517463,0.00000000,0.51865948,0.30384799,1.05952821,0.37232942
-4.96748374,2.01660384,0.00062125,0.48383229,0.98811581,0.00000000,0.52451216,0.30407193,1.05934061,0.37052935
-4.96148074,2.01568050,0.00061516,0.48411385,0.99020026,0.00000000,0.53082527,0.30476302,1.05869112,0.36905733
-4.95547774,2.01654489,0.00061765,0.48574027,0.99166005,0.00000000,0.53766664,0.30598291,1.05776914,0.36798271
-4.94947474,2.01964303,0.00062921,0.48878456,0.99277449,0.00000000,0.54511255,0.30780572,1.05680781,0.36738613
-4.94347174,2.02546115,0.00065047,0.49331656,0.99385465,0.00000000,0.55323999,0.31031459,1.05607080,0.36735516
-4.93746873,2.03449747,0.00068217,0.49939790,0.99522629,0.00000000,0.56211847,0.31359782,1.05583742,0.36797924
-4.93146573,2.04723251,0.00072517,0.50707684,0.99721235,0.00000000,0.57180195,0.31774467,1.05638710,0.36934433
-4.92546273,2.06409998,0.00078049,0.51638323,1.00011584,0.00000000,0.58232150,0.32284110,1.05798419,0.37152763
-4.91945973,2.08545980,0.00084922,0.52732396,1.00420418,0.00000000,0.59367911,0.32896568,1.06086411,0.37459258
-4.91345673,2.11157503,0.00093258,0.53987940,1.00969583,0.00000000,0.60584321,0.33618574,1.06522175,0.37858461
-4.90745373,2.14259400,0.00103186,0.55400103,1.01674976,0.00000000,0.61874608,0.34455402,1.07120271,0.38352774
-4.90145073,2.17853841,0.00114840,0.56961044,1.02545846,0.00000000,0.63228361,0.35410578,1.07889802,0.38942236
-4.89544772,2.21929817,0.00128357,0.58659991,1.03584455,0.00000000,0.64631716,0.36485657,1.08834245,0.39624413
-4.88944472,2.26463282,0.00143875,0.60483451,1.04786108,0.00000000,0.66067775,0.37680059,1.09951655,0.40394429
-4.88344172,2.31417936,0.00161523,0.62415554,1.06139538,0.00000000,0.67517215,0.38990966,1.11235204,0.41245103
-4.87743872,2.36746565,0.00181423,0.64438523,1.07627606,0.00000000,0.68959073,0.40413268,1.12674022,0.42167201
-4.87143572,2.42392842,0.00203683,0.66533229,1.09228248,0.00000000,0.70371638,0.41939568,1.14254265,0.43149782
-4.86543272,2.48293465,0.00228390,0.68679808,1.10915627,0.00000000,0.71733436,0.43560226,1.15960340,0.44180607
-4.85942971,2.54380489,0.00255610,0.70858291,1.12661401,0.00000000,0.73024216,0.45263438,1.17776197,0.45246592
-4.85342671,2.60583729,0.00285377,0.73049211,1.14436035,0.00000000,0.74225920,0.47035357,1.19686604,0.46334278
-4.84742371,2.66833084,0.00317696,0.75234161,1.16210096,0.00000000,0.75323552,0.48860241,1.21678327,0.47430289
-4.84142071,2.73060694,0.00352534,0.77396262,1.17955461,0.00000000,0.76305931,0.50720638,1.23741125,0.48521761
-4.83541771,2.79202820,0.00389816,0.79520523,1.19646389,0.00000000,0.77166270,0.52597605,1.25868531,0.49596717
-4.82941471,2.85201391,0.00429428,0.81594079,1.21260416,0.00000000,0.77902570,0.54470968,1.28058341,0.50644375
-4.82341171,2.91005185,0.00471213,0.83606294,1.22779053,0.00000000,0.78517796,0.56319626,1.30312819,0.51655387
-4.81740870,2.96570629,0.00514970,0.85548747,1.24188259,0.00000000,0.79019855,0.58121902,1.32638592,0.52621990
-4.81140570,3.01862233,0.00560454,0.87415099,1.25478707,0.00000000,0.79421349,0.59855943,1.35046254,0.53538087
-4.80540270,3.06852694,0.00607381,0.89200870,1.26645843,0.00000000,0.79739151,0.61500163,1.37549720,0.54399255
-4.79939970,3.11522722,0.00655429,0.90903138,1.27689751,0.00000000,0.79993804,0.63033732,1.40165359,0.55202686
-4.79339670,3.15860625,0.00704244,0.92520209,1.28614855,0.00000000,0.80208782,0.64437086,1.42910963,0.55947080
-4.78739370,3.19861728,0.00753440,0.94051259,1.29429477,0.00000000,0.80409644,0.65692456,1.45804624,0.56632498
-4.78139070,3.23527665,0.00802608,0.95495996,1.30145290,0.00000000,0.80623113,0.66784384,1.48863566,0.57260181
-4.77538769,3.26865588,0.00851324,0.96854352,1.30776663,0.00000000,0.80876119,0.67700208,1.52103001,0.57832360
-4.76938469,3.29887323,0.00899149,0.98126226,1.31339962,0.00000000,0.81194832,0.68430488,1.55535062,0.58352047
-4.76338169,3.32608502,0.00945642,0.99311297,1.31852784,0.00000000,0.81603721,0.68969343,1.59167863,0.58822833
-4.75737869,3.35047663,0.00990362,1.00408893,1.32333183,0.00000000,0.82124663,0.69314679,1.63004721,0.59248685
-4.75137569,3.37225329,0.01032879,1.01417937,1.32798869,0.00000000,0.82776126,0.69468288,1.67043562,0.59633744
-4.74537269,3.39163062,0.01072776,1.02336941,1.33266415,0.00000000,0.83572440,0.69435790,1.71276536,0.59982133
-4.73936968,3.40882478,0.01109658,1.03164053,1.33750487,0.00000000,0.84523178,0.69226429,1.75689827,0.60297770
-4.73336668,3.42404214,0.01143159,1.03897128,1.34263098,0.00000000,0.85632652,0.68852704,1.80263665,0.60584180
-4.72736368,3.43746865,0.01172943,1.04533819,1.34812913,0.00000000,0.86899541,0.68329863,1.84972508,0.60844311
-4.72136068,3.44925892,0.01198716,1.05071656,1.35404629,0.00000000,0.88316648,0.67675265,1.89785388,0.61080362
-4.71535768,3.45952526,0.01220226,1.05508119,1.36038437,0.00000000,0.89870810,0.66907643,1.94666366,0.61293606
-4.70935468,3.46832705,0.01237267,1.05840680,1.36709598,0.00000000,0.91542942,0.66046312,1.99575101,0.61484229
-4.70335168,3.47566101,0.01249685,1.06066805,1.37408157,0.00000000,0.93308243,0.65110335,2.04467468,0.61651188
-4.69734867,3.48145281,0.01257381,1.06183943,1.38118815,0.00000000,0.95136548,0.64117728,2.09296230,0.61792089
-4.69134567,3.48555077,0.01260308,1.06189463,1.38820976,0.00000000,0.96992840,0.63084708,2.14011728,0.61903101
-4.68534267,3.48772224,0.01258477,1.06080595,1.39488997,0.00000000,0.98837908,0.62025052,2.18562577,0.61978918
-4.67933967,3.48765323,0.01251956,1.05854347,1.40092634,0.00000000,1.00629158,0.60949587,2.22896364,0.62012769
-4.67333667,3.48495182,0.01240865,1.05507446,1.40597710,0.00000000,1.02321550,0.59865843,2.26960342,0.61996497
-4.66733367,3.47915567,0.01225379,1.05036291,1.40966971,0.00000000,1.03868665,0.58777889,2.30702134,0.61920705
-4.66133067,3.46974367,0.01205722,1.04436956,1.41161136,0.00000000,1.05223865,0.57686351,2.34070435,0.61774973
-4.65532766,3.45615175,0.01182162,1.03705237,1.41140104,0.00000000,1.06341520,0.56588622,2.37015744,0.61548147
-4.64932466,3.43779230,0.01155009,1.02836763,1.40864275,0.00000000,1.07178285,0.55479241,2.39491113,0.61228698
-4.64332166,3.41407680,0.01124607,1.01827166,1.40295957,0.00000000,1.07694361,0.54350422,2.41452931,0.60805133
