energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up
-5.58579290,0.24477607,0.01935259,0.21405206,0.00135100,0.00019616,0.01027817,0.01349604,0.00088661,0.01961576
-5.57978989,0.25734163,0.02079331,0.22287591,0.00140240,0.00024981,0.01092526,0.01531088,0.00086048,0.02261251
-5.57378689,0.27136851,0.02243636,0.23266842,0.00146085,0.00031718,0.01166444,0.01734044,0.00083184,0.02599427
-5.56778389,0.28702187,0.02430286,0.24355627,0.00152701,0.00040125,0.01251242,0.01959651,0.00080165,0.02978248
-5.56178089,0.30445473,0.02641330,0.25565455,0.00160130,0.00050553,0.01348778,0.02208942,0.00077093,0.03399709
-5.55577789,0.32380313,0.02878717,0.26906226,0.00168392,0.00063412,0.01461100,0.02482785,0.00074083,0.03865622
-5.54977489,0.34518226,0.03144276,0.28385861,0.00177479,0.00079173,0.01590460,0.02781864,0.00071255,0.04377596
-5.54377189,0.36868373,0.03439690,0.30010027,0.00187357,0.00098373,0.01739315,0.03106674,0.00068738,0.04937029
-5.53776888,0.39437403,0.03766487,0.31781982,0.00197962,0.00121619,0.01910345,0.03457525,0.00066670,0.05545108
-5.53176588,0.42229429,0.04126030,0.33702525,0.00209205,0.00149584,0.02106455,0.03834547,0.00065195,0.06202814
-5.52576288,0.45246109,0.04519513,0.35770065,0.00220971,0.00183008,0.02330779,0.04237705,0.00064467,0.06910935
-5.51975988,0.48486833,0.04947954,0.37980792,0.00233123,0.00222694,0.02586678,0.04666821,0.00064644,0.07670078
-5.51375688,0.51948982,0.05412189,0.40328923,0.00245507,0.00269497,0.02877723,0.05121592,0.00065894,0.08480674
-5.50775388,0.55628213,0.05912861,0.42807020,0.00257959,0.00324317,0.03207668,0.05601608,0.00068391,0.09342979
-5.50175088,0.59518762,0.06450397,0.45406318,0.00270303,0.00388082,0.03580404,0.06106372,0.00072317,0.10257057
-5.49574787,0.63613697,0.07024975,0.48117068,0.00282366,0.00461726,0.03999892,0.06635303,0.00077857,0.11222740
-5.48974487,0.67905095,0.07636483,0.50928828,0.00293976,0.00546174,0.04470071,0.07187739,0.00085199,0.12239577
-5.48374187,0.72384123,0.08284455,0.53830702,0.00304972,0.00642308,0.04994752,0.07762921,0.00094532,0.13306751
-5.47773887,0.77040975,0.08968001,0.56811480,0.00315206,0.00750943,0.05577471,0.08359972,0.00106043,0.14422977
-5.47173587,0.81864677,0.09685729,0.59859687,0.00324549,0.00872795,0.06221336,0.08977858,0.00119910,0.15586376
-5.46573287,0.86842753,0.10435648,0.62963511,0.00332891,0.01008445,0.06928841,0.09615346,0.00136297,0.16794346
-5.45972986,0.91960773,0.11215087,0.66110634,0.00340147,0.01158314,0.07701680,0.10270952,0.00155351,0.18043414
-5.45372686,0.97201810,0.12020604,0.69287983,0.00346252,0.01322623,0.08540541,0.10942886,0.00177191,0.19329106
-5.44772386,1.02545871,0.12847922,0.72481411,0.00351167,0.01501371,0.09444911,0.11629007,0.00201905,0.20645821
-5.44172086,1.07969337,0.13691877,0.75675367,0.00354871,0.01694310,0.10412896,0.12326781,0.00229537,0.21986752
-5.43571786,1.13444495,0.14546404,0.78852583,0.00357364,0.01900923,0.11441055,0.13033261,0.00260087,0.23343831
-5.42971486,1.18939219,0.15404559,0.81993827,0.00358662,0.02120420,0.12524282,0.13745084,0.00293498,0.24707744
-5.42371186,1.24416865,0.16258583,0.85077771,0.00358794,0.02351730,0.13655729,0.14458503,0.00329654,0.26068006
-5.41770885,1.29836434,0.17100018,0.88081003,0.00357797,0.02593509,0.14826788,0.15169444,0.00368376,0.27413102
-5.41170585,1.35153038,0.17919866,0.90978224,0.00355716,0.02844159,0.16027137,0.15873595,0.00409418,0.28730708
-5.40570285,1.40318685,0.18708801,0.93742635,0.00352598,0.03101849,0.17244859,0.16566536,0.00452467,0.30007980
-5.39969985,1.45283382,0.19457418,0.96346529,0.00348494,0.03364554,0.18466634,0.17243884,0.00497149,0.31231900
-5.39369685,1.49996528,0.20156513,0.98762060,0.00343454,0.03630097,0.19677996,0.17901474,0.00543029,0.32389684
-5.38769385,1.54408534,0.20797392,1.00962176,0.00337526,0.03896192,0.20863667,0.18535545,0.00589623,0.33469211
-5.38169085,1.58472607,0.21372171,1.02921649,0.00330760,0.04160504,0.22007935,0.19142944,0.00636407,0.34459470
-5.37568784,1.62146595,0.21874083,1.04618168,0.00323204,0.04420699,0.23095077,0.19721305,0.00682826,0.35350995
-5.36968484,1.65394795,0.22297748,1.06033411,0.00314912,0.04674499,0.24109811,0.20269232,0.00728314,0.36136264
-5.36368184,1.68189615,0.22639408,1.07154037,0.00305937,0.04919735,0.25037748,0.20786436,0.00772307,0.36810036
-5.35767884,1.70512977,0.22897100,1.07972521,0.00296340,0.05154388,0.25865837,0.21273836,0.00814256,0.37369611
-5.35167584,1.72357377,0.23070764,1.08487783,0.00286191,0.05376632,0.26582770,0.21733617,0.00853649,0.37814987
-5.34567284,1.73726509,0.23162280,1.08705544,0.00275567,0.05584859,0.27179335,0.22169225,0.00890022,0.38148914
-5.33966983,1.74635417,0.23175412,1.08638387,0.00264555,0.05777704,0.27648704,0.22585308,0.00922975,0.38376819
-5.33366683,1.75110130,0.23115685,1.08305498,0.00253255,0.05954045,0.27986628,0.22987593,0.00952180,0.38506625
-5.32766383,1.75186803,0.22990176,1.07732089,0.00241777,0.06113010,0.28191549,0.23382709,0.00977397,0.38548453
-5.32166083,1.74910387,0.22807247,1.06948538,0.00230239,0.06253964,0.28264610,0.23777971,0.00998470,0.38514238
-5.31565783,1.74332900,0.22576220,1.05989265,0.00218769,0.06376488,0.28209573,0.24181107,0.01015338,0.38417262
-5.30965483,1.73511392,0.22307021,1.04891431,0.00207498,0.06480361,0.28032644,0.24599978,0.01028027,0.38271645
-5.30365183,1.72505704,0.22009805,1.03693497,0.00196560,0.06565530,0.27742224,0.25042271,0.01036648,0.38091814
-5.29764882,1.71376164,0.21694585,1.02433763,0.00186089,0.06632085,0.27348592,0.25515213,0.01041388,0.37891977
-5.29164582,1.70181326,0.21370883,1.01148927,0.00176211,0.06680231,0.26863555,0.26025289,0.01042502,0.37685642
-5.28564282,1.68975898,0.21047429,0.99872776,0.00167043,0.06710274,0.26300055,0.26578007,0.01040292,0.37485196
-5.27963982,1.67808957,0.20731909,0.98635067,0.00158692,0.06722598,0.25671790,0.27177708,0.01035104,0.37301579
-5.27363682,1.66722568,0.20430795,0.97460656,0.00151245,0.06717663,0.24992837,0.27827440,0.01027302,0.37144059
-5.26763382,1.65750852,0.20149243,0.96368935,0.00144772,0.06696005,0.24277319,0.28528895,0.01017258,0.37020129
-5.26163082,1.64919574,0.19891085,0.95373589,0.00139321,0.06658240,0.23539112,0.29282424,0.01005341,0.36935522
-5.25562781,1.64246243,0.19658891,0.94482685,0.00134917,0.06605085,0.22791614,0.30087124,0.00991894,0.36894342
-5.24962481,1.63740720,0.19454113,0.93699088,0.00131565,0.06537375,0.22047580,0.30940995,0.00977235,0.36899309
-5.24362181,1.63406275,0.19277293,0.93021162,0.00129246,0.06456088,0.21319013,0.31841154,0.00961641,0.36952078
-5.23761881,1.63241015,0.19128311,0.92443718,0.00127920,0.06362368,0.20617132,0.32784100,0.00945344,0.37053627
-5.23161581,1.63239586,0.19006675,0.91959136,0.00127529,0.06257554,0.19952376,0.33766014,0.00928531,0.37204684
-5.22561281,1.63395040,0.18911808,0.91558604,0.00128000,0.06143192,0.19334466,0.34783064,0.00911341,0.37406136
-5.21960980,1.63700712,0.18843337,0.91233385,0.00129248,0.06021049,0.18772478,0.35831709,0.00893870,0.37659429
-5.21360680,1.64152011,0.18801336,0.90976033,0.00131177,0.05893117,0.18274941,0.36908970,0.00876177,0.37966885
-5.20760380,1.64747974,0.18786531,0.90781495,0.00133690,0.05761600,0.17849921,0.38012652,0.00858287,0.38331931
-5.20160080,1.65492492,0.18800431,0.90648017,0.00136686,0.05628895,0.17505088,0.39141493,0.00840207,0.38759219
-5.19559780,1.66395091,0.18845385,0.90577813,0.00140068,0.05497555,0.17247751,0.40295230,0.00821926,0.39254596
-5.18959480,1.67471236,0.18924545,0.90577438,0.00143743,0.05370246,0.17084845,0.41474567,0.00803434,0.39824939
-5.18359180,1.68742097,0.19041755,0.90657863,0.00147629,0.05249683,0.17022867,0.42681044,0.00784723,0.40477849
-5.17758879,1.70233787,0.19201346,0.90834227,0.00151651,0.05138566,0.17067769,0.43916799,0.00765800,0.41221202
-5.17158579,1.71976111,0.19407860,0.91125299,0.00155746,0.05039505,0.17224789,0.45184245,0.00746694,0.42062588
-5.16558279,1.74000880,0.19665717,0.91552659,0.00159862,0.04954942,0.17498247,0.46485671,0.00727459,0.43008671
-5.15957979,1.76339903,0.19978842,0.92139671,0.00163957,0.04887074,0.17891314,0.47822785,0.00708177,0.44064485
-5.15357679,1.79022768,0.20350270,0.92910290,0.00168000,0.04837780,0.18405754,0.49196240,0.00688965,0.45232731
-5.14757379,1.82074548,0.20781769,0.93887780,0.00171967,0.04808554,0.19041682,0.50605165,0.00669967,0.46513109
-5.14157079,1.85513600,0.21273483,0.95093426,0.00175839,0.04800454,0.19797332,0.52046744,0.00651359,0.47901726
-5.13556778,1.89349576,0.21823643,0.96545299,0.00179603,0.04814058,0.20668873,0.53515865,0.00633339,0.49390644
-5.12956478,1.93581809,0.22428355,0.98257171,0.00183245,0.04849447,0.21650279,0.55004889,0.00616129,0.50967579
-5.12356178,1.98198182,0.23081484,1.00237619,0.00186752,0.04906196,0.22733275,0.56503548,0.00599968,0.52615809
-5.11755878,2.03174561,0.23774652,1.02489386,0.00190108,0.04983392,0.23907373,0.57999006,0.00585102,0.54314298
-5.11155578,2.08474877,0.24497349,1.05009038,0.00193295,0.05079667,0.25159990,0.59476079,0.00571787,0.56038042
-5.10555278,2.14051854,0.25237169,1.07786919,0.00196290,0.05193250,0.26476683,0.60917624,0.00560279,0.57758649
-5.09954977,2.19848368,0.25980154,1.10807430,0.00199067,0.05322036,0.27841455,0.62305084,0.00550832,0.59445122
-5.09354677,2.25799395,0.26711232,1.14049597,0.00201599,0.05463664,0.29237167,0.63619158,0.00543695,0.61064812
-5.08754377,2.31834432,0.27414738,1.17487909,0.00203855,0.05615610,0.30646009,0.64840574,0.00539113,0.62584520
-5.08154077,2.37880294,0.28074991,1.21093372,0.00205812,0.05775276,0.32050035,0.65950921,0.00537324,0.63971674
-5.07553777,2.43864122,0.28676890,1.24834732,0.00207447,0.05940089,0.33431723,0.66933495,0.00538559,0.65195532
-5.06953477,2.49716467,0.29206516,1.28679797,0.00208748,0.06107594,0.34774559,0.67774105,0.00543047,0.66228366
-5.06353177,2.55374274,0.29651699,1.32596798,0.00209715,0.06275535,0.36063595,0.68461809,0.00551017,0.67046539
-5.05752876,2.60783626,0.30002523,1.36555719,0.00210364,0.06441933,0.37285978,0.68989519,0.00562695,0.67631452
-5.05152576,2.65902118,0.30251754,1.40529542,0.00210729,0.06605148,0.38431416,0.69354441,0.00578311,0.67970290
-5.04552276,2.70700720,0.30395161,1.44495338,0.00210864,0.06763926,0.39492564,0.69558339,0.00598101,0.68056543
-5.03951976,2.75165082,0.30431724,1.48435179,0.00210850,0.06917431,0.40465317,0.69607583,0.00622300,0.67890280
-5.03351676,2.79296186,0.30363721,1.52336816,0.00210788,0.07065267,0.41348990,0.69512989,0.00651150,0.67478150
-5.02751376,2.83110358,0.30196689,1.56194102,0.00210807,0.07207476,0.42146384,0.69289461,0.00684888,0.66833137
-5.02151076,2.86638616,0.29939267,1.60007150,0.00211055,0.07344534,0.42863730,0.68955436,0.00723748,0.65974062
-5.01550775,2.89925409,0.29602938,1.63782211,0.00211704,0.07477325,0.43510515,0.68532175,0.00767950,0.64924881
-5.00950475,2.93026800,0.29201671,1.67531282,0.00212940,0.07607116,0.44099187,0.68042935,0.00817689,0.63713797
-5.00350175,2.96008166,0.28751501,1.71271444,0.00214964,0.07735517,0.44644763,0.67512040,0.00873132,0.62372249
-4.99749875,2.98941523,0.28270041,1.75023962,0.00217982,0.07864438,0.45164331,0.66963931,0.00934397,0.60933814
-4.99149575,3.01902556,0.27775980,1.78813164,0.00222200,0.07996043,0.45676480,0.66422199,0.01001545,0.59433077
-4.98549275,3.04967478,0.27288552,1.82665122,0.00227819,0.08132698,0.46200658,0.65908676,0.01074564,0.57904516
-4.97948974,3.08209825,0.26827022,1.86606200,0.00235026,0.08276914,0.46756493,0.65442601,0.01153357,0.56381443
-4.97348674,3.11697280,0.26410180,1.90661481,0.00243984,0.08431293,0.47363074,0.65039901,0.01237728,0.54895051
-4.96748374,3.15488651,0.26055882,1.94853150,0.00254829,0.08598464,0.48038237,0.64712617,0.01327373,0.53473574
-4.96148074,3.19631074,0.25780617,1.99198874,0.00267661,0.08781015,0.48797862,0.64468481,0.01421869,0.52141609
-4.95547774,3.24157566,0.25599129,2.03710252,0.00282537,0.08981425,0.49655204,0.64310676,0.01520668,0.50919600
-4.94947474,3.29084981,0.25524093,2.08391395,0.00299465,0.09201982,0.50620282,0.64237760,0.01623097,0.49823484
-4.94347174,3.34412462,0.25565828,2.13237701,0.00318404,0.09444704,0.51699355,0.64243774,0.01728358,0.48864515
-4.93746873,3.40120454,0.25732082,2.18234900,0.00339253,0.09711255,0.52894483,0.64318505,0.01835535,0.48049252
-4.93146573,3.46170323,0.26027856,2.23358417,0.00361860,0.10002850,0.54203219,0.64447904,0.01943601,0.47379687
-4.92546273,3.52504619,0.26455284,2.28573120,0.00386011,0.10320174,0.55618426,0.64614640,0.02051438,0.46853522
-4.91945973,3.59048004,0.27013572,2.33833485,0.00411442,0.10663297,0.57128240,0.64798761,0.02157850,0.46464550
-4.91345673,3.65708846,0.27698989,2.39084198,0.00437836,0.11031594,0.58716193,0.64978432,0.02261592,0.46203139
-4.90745373,3.72381444,0.28504918,2.44261214,0.00464832,0.11423693,0.60361489,0.65130745,0.02361387,0.46056795
-4.90145073,3.78948844,0.29421971,2.49293249,0.00492031,0.11837427,0.62039437,0.65232545,0.02455961,0.46010774
-4.89544772,3.85286160,0.30438167,2.54103665,0.00519006,0.12269818,0.63722032,0.65261263,0.02544066,0.46048732
-4.88944472,3.91264318,0.31539185,2.58612698,0.00545310,0.12717089,0.65378672,0.65195717,0.02624513,0.46153391
-4.88344172,3.96754078,0.32708676,2.62739940,0.00570488,0.13174711,0.66976989,0.65016854,0.02696200,0.46307199
-4.87743872,4.01630212,0.33928659,2.66406994,0.00594090,0.13637478,0.68483770,0.64708420,0.02758139,0.46492968
-4.87143572,4.05775684,0.35179969,2.69540170,0.00615680,0.14099629,0.69865936,0.64257515,0.02809480,0.46694476
-4.86543272,4.09085653,0.36442767,2.72073134,0.00634850,0.14554993,0.71091546,0.63655034,0.02849535,0.46897010
-4.85942971,4.11471169,0.37697098,2.73949363,0.00651232,0.14997177,0.72130795,0.62895968,0.02877794,0.47087837
-4.85342671,4.12862370,0.38923477,2.75124316,0.00664505,0.15419767,0.72956959,0.61979565,0.02893938,0.47256599
-4.84742371,4.13211088,0.40103478,2.75567208,0.00674407,0.15816561,0.73547258,0.60909339,0.02897854,0.47395606
-4.84142071,4.12492702,0.41220318,2.75262301,0.00680740,0.16181796,0.73883603,0.59692933,0.02889630,0.47500025
-4.83541771,4.10707185,0.42259400,2.74209651,0.00683379,0.16510380,0.73953193,0.58341845,0.02869562,0.47567958
-4.82941471,4.07879270,0.43208784,2.72425265,0.00682270,0.16798108,0.73748937,0.56871026,0.02838143,0.47600411
-4.82341171,4.04057724,0.44059576,2.69940672,0.00677436,0.17041847,0.73269691,0.55298367,0.02796056,0.47601132
-4.81740870,3.99313744,0.44806197,2.66801898,0.00668974,0.17239688,0.72520291,0.53644099,0.02744154,0.47576352
-4.81140570,3.93738544,0.45446514,2.63067913,0.00657049,0.17391040,0.71511377,0.51930123,0.02683443,0.47534406
-4.80540270,3.87440198,0.45981835,2.58808599,0.00641893,0.17496675,0.70259030,0.50179304,0.02615060,0.47485272
-4.79939970,3.80539898,0.46416733,2.54102347,0.00623795,0.17558708,0.68784218,0.48414746,0.02540239,0.47440017
-4.79339670,3.73167744,0.46758730,2.49033365,0.00603091,0.17580504,0.67112083,0.46659076,0.02460289,0.47410194
-4.78739370,3.65458257,0.47017825,2.43688838,0.00580158,0.17566539,0.65271095,0.44933771,0.02376558,0.47407191
-4.78139070,3.57545788,0.47205900,2.38156046,0.00555396,0.17522183,0.63292112,0.43258535,0.02290399,0.47441575
-4.77538769,3.49560013,0.47336028,2.32519578,0.00529226,0.17453448,0.61207379,0.41650764,0.02203139,0.47522443
-4.76938469,3.41621695,0.47421705,2.26858734,0.00502068,0.17366692,0.59049504,0.40125098,0.02116045,0.47656819
-4.76338169,3.33838886,0.47476062,2.21245249,0.00474339,0.17268304,0.56850470,0.38693088,0.02030293,0.47849120
-4.75737869,3.26303719,0.47511080,2.15741404,0.00446438,0.17164381,0.54640701,0.37362979,0.01946941,0.48100718
-4.75137569,3.19089925,0.47536872,2.10398601,0.00418735,0.17060415,0.52448230,0.36139620,0.01866902,0.48409621
-4.74537269,3.12251154,0.47561048,2.05256445,0.00391570,0.16961015,0.50298011,0.35024489,0.01790927,0.48770291
-4.73936968,3.05820180,0.47588227,2.00342363,0.00365242,0.16869667,0.48211374,0.34015853,0.01719587,0.49173619
-4.73336668,2.99808996,0.47619700,1.95671745,0.00340002,0.16788558,0.46205672,0.33109026,0.01653270,0.49607056
-4.72736368,2.94209787,0.47653292,1.91248592,0.00316059,0.16718464,0.44294104,0.32296740,0.01592175,0.50054907
-4.72136068,2.88996735,0.47683411,1.87066620,0.00293571,0.16658717,0.42485731,0.31569595,0.01536318,0.50498780
-4.71535768,2.84128554,0.47701297,1.83110759,0.00272651,0.16607252,0.40785664,0.30916582,0.01485546,0.50918172
-4.70935468,2.79551639,0.47695468,1.79358969,0.00253369,0.16560726,0.39195426,0.30325659,0.01439550,0.51291177
-4.70335168,2.75203685,0.47652315,1.75784276,0.00235752,0.16514712,0.37713432,0.29784341,0.01397893,0.51595279
-4.69734867,2.71017606,0.47556844,1.72356948,0.00219795,0.16463944,0.36335601,0.29280307,0.01360035,0.51808209
-4.69134567,2.66925581,0.47393506,1.69046687,0.00205464,0.16402618,0.35056016,0.28801986,0.01325363,0.51908819
-4.68534267,2.62863038,0.47147075,1.65824772,0.00192701,0.16324713,0.33867639,0.28339091,0.01293224,0.51877937
-4.67933967,2.58772405,0.46803529,1.62666033,0.00181432,0.16224329,0.32763011,0.27883108,0.01262957,0.51699165
-4.67333667,2.54606461,0.46350876,1.59550589,0.00171574,0.16096011,0.31734918,0.27427683,0.01233924,0.51359585
-4.66733367,2.50331143,0.45779892,1.56465279,0.00163038,0.15935058,0.30776987,0.26968934,0.01205541,0.50850336
-4.66133067,2.45927674,0.45084722,1.53404723,0.00155737,0.15737778,0.29884175,0.26505636,0.01177299,0.50167038
-4.65532766,2.41393949,0.44263306,1.50371975,0.00149586,0.15501701,0.29053138,0.26039297,0.01148784,0.49310043
-4.64932466,2.36745093,0.43317627,1.47378750,0.00144512,0.15225716,0.28282466,0.25574117,0.01119694,0.48284497
-4.64332166,2.32013199,0.42253745,1.44445209,0.00140445,0.14910148,0.27572767,0.25116824,0.01089843,0.47100217
