energy_ev,total_up,Cu_p_up,Cu_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.89194597,1.90200362,0.58705292,0.90187307,0.46962587,0.00000000,0.00674040,0.15475633,0.60155332,0.00000000
-5.88594297,2.00621288,0.61681878,0.95639046,0.49395584,0.00000000,0.00639101,0.15930299,0.64395615,0.00000000
-5.87993997,2.10996095,0.64671274,1.01065898,0.51815558,0.00000000,0.00609608,0.16347850,0.68716811,0.00000000
-5.87393697,2.21255660,0.67662006,1.06429287,0.54209753,0.00000000,0.00585920,0.16726840,0.73087118,0.00000000
-5.86793397,2.31326226,0.70640630,1.11688643,0.56564723,0.00000000,0.00568259,0.17066003,0.77471561,0.00000000
-5.86193097,2.41129925,0.73591563,1.16801716,0.58866364,0.00000000,0.00556713,0.17364176,0.81832429,0.00000000
-5.85592796,2.50585504,0.76497008,1.21724967,0.61099990,0.00000000,0.00551246,0.17620245,0.86129797,0.00000000
-5.84992496,2.59609268,0.79336974,1.26414054,0.63250440,0.00000000,0.00551707,0.17833089,0.90322113,0.00000000
-5.84392196,2.68116239,0.82089422,1.30824407,0.65302255,0.00000000,0.00557850,0.18001567,0.94366871,0.00000000
-5.83791896,2.76021536,0.84730528,1.34911899,0.67239887,0.00000000,0.00569338,0.18124509,0.98221329,0.00000000
-5.83191596,2.83241944,0.87235067,1.38633613,0.69047984,0.00000000,0.00585767,0.18200746,1.01843273,0.00000000
-5.82591296,2.89697661,0.89576911,1.41948684,0.70711722,0.00000000,0.00606675,0.18229161,1.05191815,0.00000000
-5.81990995,2.95314166,0.91729636,1.44819205,0.72217186,0.00000000,0.00631559,0.18208764,1.08228200,0.00000000
-5.81390695,3.00024182,0.93667205,1.47211193,0.73551793,0.00000000,0.00659888,0.18138787,1.10916606,0.00000000
-5.80790395,3.03769651,0.95364724,1.49095560,0.74704746,0.00000000,0.00691115,0.18018796,1.13224930,0.00000000
-5.80190095,3.06503683,0.96799228,1.50449086,0.75667498,0.00000000,0.00724685,0.17848809,1.15125521,0.00000000
-5.79589795,3.08192385,0.97950485,1.51255352,0.76434206,0.00000000,0.00760048,0.17629419,1.16595855,0.00000000
-5.78989495,3.08816520,0.98801763,1.51505586,0.77002163,0.00000000,0.00796659,0.17361913,1.17619135,0.00000000
-5.78389195,3.08372919,0.99340559,1.51199408,0.77372187,0.00000000,0.00833990,0.17048373,1.18184779,0.00000000
-5.77788894,3.06875572,0.99559232,1.50345421,0.77548939,0.00000000,0.00871530,0.16691764,1.18288811,0.00000000
-5.77188594,3.04356365,0.99455528,1.48961624,0.77541155,0.00000000,0.00908787,0.16295993,1.17934109,0.00000000
-5.76588294,3.00865396,0.99032965,1.47075621,0.77361784,0.00000000,0.00945287,0.15865932,1.17130526,0.00000000
-5.75987994,2.96470843,0.98301056,1.44724601,0.77028005,0.00000000,0.00980580,0.15407416,1.15894870,0.00000000
-5.75387694,2.91258382,0.97275363,1.41955082,0.76561121,0.00000000,0.01014234,0.14927189,1.14250736,0.00000000
-5.74787394,2.85330124,0.95977361,1.38822402,0.75986331,0.00000000,0.01045839,0.14432823,1.12228198,0.00000000
-5.74187094,2.78803114,0.94434120,1.35389980,0.75332368,0.00000000,0.01075007,0.13932590,1.09863379,0.00000000
-5.73586793,2.71807408,0.92677804,1.31728341,0.74631009,0.00000000,0.01101372,0.13435300,1.07197889,0.00000000
-5.72986493,2.64483767,0.90745000,1.27913938,0.73916476,0.00000000,0.01124595,0.12950108,1.04278163,0.00000000
-5.72386193,2.56981039,0.88675899,1.24027788,0.73224727,0.00000000,0.01144364,0.12486294,1.01154712,0.00000000
-5.71785893,2.49453285,0.86513347,1.20153967,0.72592662,0.00000000,0.01160401,0.12053026,0.97881293,0.00000000
-5.71185593,2.42056723,0.84301808,1.16377994,0.72057264,0.00000000,0.01172467,0.11659105,0.94514041,0.00000000
-5.70585293,2.34946561,0.82086252,1.12785141,0.71654683,0.00000000,0.01180364,0.11312716,0.91110547,0.00000000
-5.69984992,2.28273806,0.79911027,1.09458712,0.71419316,0.00000000,0.01183945,0.11021183,0.87728925,0.00000000
-5.69384692,2.22182120,0.77818739,1.06478337,0.71382875,0.00000000,0.01183115,0.10790739,0.84426871,0.00000000
-5.68784392,2.16804784,0.75849178,1.03918299,0.71573497,0.00000000,0.01177839,0.10626328,0.81260719,0.00000000
-5.68184092,2.12261852,0.74038328,1.01845954,0.72014909,0.00000000,0.01168141,0.10531435,0.78284513,0.00000000
-5.67583792,2.08657546,0.72417493,1.00320249,0.72725676,0.00000000,0.01154109,0.10507960,0.75549094,0.00000000
-5.66983492,2.06077940,0.71012571,0.99390386,0.73718566,0.00000000,0.01135893,0.10556149,0.73101220,0.00000000
-5.66383192,2.04588994,0.69843480,0.99094648,0.75000037,0.00000000,0.01113703,0.10674562,0.70982709,0.00000000
-5.65782891,2.04234964,0.68923787,0.99459407,0.76569886,0.00000000,0.01087804,0.10860109,0.69229629,0.00000000
-5.65182591,2.05037225,0.68260507,1.00498340,0.78421066,0.00000000,0.01058513,0.11108136,0.67871542,0.00000000
-5.64582291,2.06993543,0.67854117,1.02211871,0.80539681,0.00000000,0.01026185,0.11412563,0.66930805,0.00000000
-5.63981991,2.10077810,0.67698748,1.04586851,0.82905171,0.00000000,0.00991211,0.11766075,0.66421957,0.00000000
-5.63381691,2.14240262,0.67782560,1.07596496,0.85490681,0.00000000,0.00954003,0.12160345,0.66351216,0.00000000
-5.62781391,2.19408190,0.68088287,1.11200602,0.88263619,0.00000000,0.00914987,0.12586307,0.66716090,0.00000000
-5.62181091,2.25487157,0.68593913,1.15346039,0.91186369,0.00000000,0.00874591,0.13034432,0.67505147,0.00000000
-5.61580790,2.32362697,0.69273471,1.19967538,0.94217167,0.00000000,0.00833237,0.13495035,0.68697957,0.00000000
-5.60980490,2.39902499,0.70097917,1.24988777,0.97311085,0.00000000,0.00791330,0.13958567,0.70265238,0.00000000
-5.60380190,2.47959040,0.71036059,1.30323757,1.00421117,0.00000000,0.00749253,0.14415902,0.72169218,0.00000000
-5.59779890,2.56372630,0.72055506,1.35878454,1.03499316,0.00000000,0.00707363,0.14858598,0.74364228,0.00000000
-5.59179590,2.64974809,0.73123589,1.41552740,1.06497944,0.00000000,0.00665981,0.15279126,0.76797537,0.00000000
-5.58579290,2.73592042,0.74208246,1.47242524,1.09370602,0.00000000,0.00625395,0.15671044,0.79410416,0.00000000
-5.57978989,2.82049600,0.75278822,1.52842080,1.12073301,0.00000000,0.00585853,0.16029136,0.82139424,0.00000000
-5.57378689,2.90175569,0.76306770,1.58246506,1.14565426,0.00000000,0.00547571,0.16349480,0.84917875,0.00000000
-5.56778389,2.97804847,0.77266237,1.63354246,1.16810571,0.00000000,0.00510726,0.16629469,0.87677467,0.00000000
-5.56178089,3.04783034,0.78134509,1.68069618,1.18777225,0.00000000,0.00475463,0.16867767,0.90350005,0.00000000
-5.55577789,3.10970101,0.78892325,1.72305248,1.20439267,0.00000000,0.00441894,0.17064220,0.92869177,0.00000000
-5.54977489,3.16243713,0.79524050,1.75984353,1.21776287,0.00000000,0.00410104,0.17219715,0.95172306,0.00000000
-5.54377189,3.20502117,0.80017720,1.79042785,1.22773721,0.00000000,0.00380151,0.17336008,0.97202030,0.00000000
-5.53776888,3.23666494,0.80364968,1.81430767,1.23422797,0.00000000,0.00352070,0.17415518,0.98907831,0.00000000
-5.53176588,3.25682705,0.80560850,1.83114253,1.23720337,0.00000000,0.00325875,0.17461119,1.00247369,0.00000000
-5.52576288,3.26522379,0.80603593,1.84075877,1.23668415,0.00000000,0.00301563,0.17475918,1.01187560,0.00000000
-5.51975988,3.26183326,0.80494297,1.84315433,1.23273908,0.00000000,0.00279110,0.17463058,1.01705366,0.00000000
-5.51375688,3.24689250,0.80236596,1.83849896,1.22547993,0.00000000,0.00258481,0.17425533,1.01788267,0.00000000
-5.50775388,3.22088815,0.79836330,1.82712952,1.21505594,0.00000000,0.00239627,0.17366040,1.01434407,0.00000000
-5.50175088,3.18454086,0.79301215,1.80954086,1.20164846,0.00000000,0.00222484,0.17286878,1.00652410,0.00000000
-5.49574787,3.13878425,0.78640567,1.78637228,1.18546583,0.00000000,0.00206980,0.17189880,0.99460895,0.00000000
-5.48974487,3.08473916,0.77865048,1.75839028,1.16673892,0.00000000,0.00193035,0.17076406,0.97887705,0.00000000
-5.48374187,3.02368401,0.76986481,1.72646802,1.14571739,0.00000000,0.00180558,0.16947369,0.95968893,0.00000000
-5.47773887,2.95702237,0.76017698,1.69156218,1.12266684,0.00000000,0.00169455,0.16803311,0.93747520,0.00000000
-5.47173587,2.88624846,0.74972436,1.65468780,1.09786669,0.00000000,0.00159625,0.16644512,0.91272300,0.00000000
-5.46573287,2.81291161,0.73865253,1.61689189,1.07160883,0.00000000,0.00150967,0.16471118,0.88596155,0.00000000
-5.45972986,2.73858027,0.72711457,1.57922645,1.04419675,0.00000000,0.00143378,0.16283284,0.85774715,0.00000000
-5.45372686,2.66480643,0.71527016,1.54272146,1.01594478,0.00000000,0.00136758,0.16081321,0.82864829,0.00000000
-5.44772386,2.59309092,0.70328443,1.50835853,0.98717726,0.00000000,0.00131006,0.15865828,0.79923104,0.00000000
-5.44172086,2.52485002,0.69132618,1.47704565,0.95822729,0.00000000,0.00126027,0.15637798,0.77004519,0.00000000
-5.43571786,2.46138403,0.67956550,1.44959369,0.92943452,0.00000000,0.00121733,0.15398697,0.74161134,0.00000000
-5.42971486,2.40384791,0.66817058,1.42669503,0.90114203,0.00000000,0.00118039,0.15150497,0.71440922,0.00000000
-5.42371186,2.35322463,0.65730374,1.40890472,0.87369185,0.00000000,0.00114867,0.14895667,0.68886724,0.00000000
-5.41770885,2.31030158,0.64711668,1.39662483,0.84741912,0.00000000,0.00112146,0.14637120,0.66535364,0.00000000
-5.41170585,2.27565048,0.63774525,1.39009213,0.82264499,0.00000000,0.00109812,0.14378106,0.64416900,0.00000000
-5.40570285,2.24961144,0.62930381,1.38936975,0.79966836,0.00000000,0.00107807,0.14122083,0.62554052,0.00000000
-5.39969985,2.23228174,0.62187952,1.39434300,0.77875672,0.00000000,0.00106077,0.13872542,0.60961787,0.00000000
-5.39369685,2.22350985,0.61552705,1.40471986,0.76013663,0.00000000,0.00104576,0.13632822,0.59647087,0.00000000
-5.38769385,2.22289546,0.61026386,1.42003624,0.74398425,0.00000000,0.00103262,0.13405916,0.58608900,0.00000000
-5.38169085,2.22979592,0.60606669,1.43966621,0.73041653,0.00000000,0.00102097,0.13194283,0.57838278,0.00000000
-5.37568784,2.24333953,0.60286935,1.46283724,0.71948358,0.00000000,0.00101049,0.12999676,0.57318708,0.00000000
-5.36968484,2.26244584,0.60056231,1.48865026,0.71116295,0.00000000,0.00100092,0.12823006,0.57026649,0.00000000
-5.36368184,2.28585290,0.59899418,1.51610412,0.70535615,0.00000000,0.00099206,0.12664246,0.56932253,0.00000000
-5.35767884,2.31215112,0.59797523,1.54412407,0.70188790,0.00000000,0.00098377,0.12522379,0.57000273,0.00000000
-5.35167584,2.33982303,0.59728281,1.57159336,0.70050843,0.00000000,0.00097606,0.12395404,0.57191143,0.00000000
-5.34567284,2.36728789,0.59666879,1.59738703,0.70089889,0.00000000,0.00096902,0.12280395,0.57462203,0.00000000
-5.33966983,2.39294991,0.59586845,1.62040696,0.70267978,0.00000000,0.00096295,0.12173612,0.57769032,0.00000000
-5.33366683,2.41524835,0.59461063,1.63961671,0.70542230,0.00000000,0.00095832,0.12070658,0.58066867,0.00000000
-5.32766383,2.43270796,0.59262878,1.65407515,0.70866207,0.00000000,0.00095586,0.11966674,0.58312035,0.00000000
-5.32166083,2.44398755,0.58967209,1.66296744,0.71191481,0.00000000,0.00095660,0.11856567,0.58463382,0.00000000
-5.31565783,2.44792517,0.58551649,1.66563226,0.71469323,0.00000000,0.00096190,0.11735247,0.58483619,0.00000000
-5.30965483,2.44357778,0.57997487,1.66158420,0.71652443,0.00000000,0.00097355,0.11597873,0.58340547,0.00000000
-5.30365183,2.43025402,0.57290589,1.65053048,0.71696696,0.00000000,0.00099377,0.11440089,0.58008115,0.00000000
-5.29764882,2.40753866,0.56422120,1.63238134,0.71562693,0.00000000,0.00102532,0.11258237,0.57467264,0.00000000
-5.29164582,2.37530790,0.55389049,1.60725387,0.71217219,0.00000000,0.00107148,0.11049536,0.56706525,0.00000000
-5.28564282,2.33373478,0.54194436,1.57546910,0.70634419,0.00000000,0.00113618,0.10812230,0.55722351,0.00000000
-5.27963982,2.28328488,0.52847464,1.53754272,0.69796683,0.00000000,0.00122396,0.10545677,0.54519176,0.00000000
-5.27363682,2.22470235,0.51363237,1.49416993,0.68695202,0.00000000,0.00134002,0.10250392,0.53109187,0.00000000
-5.26763382,2.15898732,0.49762350,1.44620520,0.67330174,0.00000000,0.00149023,0.09928044,0.51511845,0.00000000
-5.26163082,2.08736556,0.48070248,1.39463797,0.65710652,0.00000000,0.00168111,0.09581396,0.49753163,0.00000000
-5.25562781,2.01125204,0.46316409,1.34056529,0.63854055,0.00000000,0.00191976,0.09214202,0.47864783,0.00000000
-5.24962481,1.93220982,0.44533394,1.28516276,0.61785376,0.00000000,0.00221382,0.08831064,0.45882890,0.00000000
-5.24362181,1.85190608,0.42755797,1.22965488,0.59536108,0.00000000,0.00257132,0.08437258,0.43847018,0.00000000
-5.23761881,1.77206719,0.41019152,1.17528588,0.57142979,0.00000000,0.00300057,0.08038536,0.41798785,0.00000000
-5.23161581,1.69443422,0.39358830,1.12329225,0.54646521,0.00000000,0.00350994,0.07640913,0.39780621,0.00000000
-5.22561281,1.62072072,0.37808975,1.07487762,0.52089563,0.00000000,0.00410761,0.07250452,0.37834521,0.00000000
-5.21960980,1.55257386,0.36401517,1.03119078,0.49515706,0.00000000,0.00480136,0.06873050,0.36000876,0.00000000
-5.21360680,1.49154007,0.35165291,0.99330718,0.46967844,0.00000000,0.00559818,0.06514243,0.34317417,0.00000000
-5.20760380,1.43903585,0.34125285,0.96221410,0.44486786,0.00000000,0.00650396,0.06179021,0.32818286,0.00000000
-5.20160080,1.39632414,0.33302051,0.93879944,0.42110033,0.00000000,0.00752316,0.05871678,0.31533282,0.00000000
-5.19559780,1.36449638,0.32711256,0.92384387,0.39870748,0.00000000,0.00865836,0.05595688,0.30487258,0.00000000
-5.18959480,1.34445991,0.32363419,0.91801582,0.37796948,0.00000000,0.00990996,0.05353615,0.29699709,0.00000000
-5.18359180,1.33693049,0.32263788,0.92186878,0.35910927,0.00000000,0.01127583,0.05147059,0.29184526,0.00000000
-5.17758879,1.34242909,0.32412378,0.93584026,0.34228930,0.00000000,0.01275099,0.04976634,0.28949906,0.00000000
-5.17158579,1.36128224,0.32804143,0.96025155,0.32761058,0.00000000,0.01432737,0.04841984,0.28998429,0.00000000
-5.16558279,1.39362526,0.33429261,0.99530784,0.31511396,0.00000000,0.01599371,0.04741831,0.29327251,0.00000000
-5.15957979,1.43940745,0.34273522,1.04109799,0.30478343,0.00000000,0.01773547,0.04674047,0.29928424,0.00000000
-5.15357679,1.49839850,0.35318788,1.09759349,0.29655108,0.00000000,0.01953492,0.04635757,0.30789306,0.00000000
-5.14757379,1.57019571,0.36543515,1.16464654,0.29030345,0.00000000,0.02137133,0.04623463,0.31893045,0.00000000
-5.14157079,1.65423151,0.37923305,1.24198704,0.28588888,0.00000000,0.02322131,0.04633178,0.33219118,0.00000000
-5.13556778,1.74978100,0.39431482,1.32921879,0.28312554,0.00000000,0.02505926,0.04660583,0.34743913,0.00000000
-5.12956478,1.85596980,0.41039667,1.42581537,0.28180969,0.00000000,0.02685797,0.04701176,0.36441317,0.00000000
-5.12356178,1.97178202,0.42718354,1.53111616,0.28172399,0.00000000,0.02858929,0.04750438,0.38283328,0.00000000
-5.11755878,2.09606915,0.44437456,1.64432347,0.28264546,0.00000000,0.03022493,0.04803980,0.40240641,0.00000000
-5.11155578,2.22755994,0.46166837,1.76450152,0.28435281,0.00000000,0.03173728,0.04857695,0.42283230,0.00000000
-5.10555278,2.36487216,0.47876810,1.89057823,0.28663315,0.00000000,0.03310024,0.04907888,0.44380891,0.00000000
-5.09954977,2.50652657,0.49538609,2.02135066,0.28928759,0.00000000,0.03429008,0.04951391,0.46503760,0.00000000
-5.09354677,2.65096359,0.51124825,2.15549482,0.29213598,0.00000000,0.03528622,0.04985658,0.48622775,0.00000000
-5.08754377,2.79656309,0.52609814,2.29158034,0.29502044,0.00000000,0.03607189,0.05008839,0.50710108,0.00000000
-5.08154077,2.94166735,0.53970071,2.42809031,0.29780793,0.00000000,0.03663472,0.05019823,0.52739537,0.00000000
-5.07553777,3.08460699,0.55184568,2.56344614,0.30039164,0.00000000,0.03696710,0.05018255,0.54686769,0.00000000
-5.06953477,3.22372967,0.56235062,2.69603707,0.30269146,0.00000000,0.03706648,0.05004530,0.56529710,0.00000000
-5.06353177,3.35743069,0.57106364,2.82425350,0.30465348,0.00000000,0.03693535,0.04979752,0.58248684,0.00000000
-5.05752876,3.48418479,0.57786558,2.94652316,0.30624873,0.00000000,0.03658111,0.04945674,0.59826595,0.00000000
-5.05152576,3.60257782,0.58267180,3.06134865,0.30747118,0.00000000,0.03601576,0.04904610,0.61249044,0.00000000
-5.04552276,3.71133718,0.58543336,3.16734477,0.30833521,0.00000000,0.03525536,0.04859327,0.62504398,0.00000000
-5.03951976,3.80935969,0.58613760,3.26327420,0.30887261,0.00000000,0.03431946,0.04812924,0.63583802,0.00000000
-5.03351676,3.89573542,0.58480801,3.34807946,0.30912933,0.00000000,0.03323028,0.04768691,0.64481166,0.00000000
-5.02751376,3.96976654,0.58150340,3.42091004,0.30916193,0.00000000,0.03201198,0.04729969,0.65193096,0.00000000
-5.02151076,4.03097993,0.57631624,3.48114298,0.30903410,0.00000000,0.03068972,0.04700005,0.65718801,0.00000000
-5.01550775,4.07913300,0.56937022,3.52839597,0.30881309,0.00000000,0.02928891,0.04681806,0.66059959,0.00000000
-5.00950475,4.11421215,0.56081709,3.56253241,0.30856632,0.00000000,0.02783439,0.04678009,0.66220563,0.00000000
-5.00350175,4.13642398,0.55083271,3.58365788,0.30835819,0.00000000,0.02634972,0.04690760,0.66206730,0.00000000
-4.99749875,4.14617944,0.53961250,3.59210835,0.30824719,0.00000000,0.02485658,0.04721614,0.66026501,0.00000000
-4.99149575,4.14407160,0.52736643,3.58843073,0.30828332,0.00000000,0.02337430,0.04771448,0.65689607,0.00000000
-4.98549275,4.13084813,0.51431352,3.57335660,0.30850597,0.00000000,0.02191955,0.04840416,0.65207235,0.00000000
-4.97948974,4.10737959,0.50067631,3.54777045,0.30894217,0.00000000,0.02050610,0.04927914,0.64591764,0.00000000
-4.97348674,4.07462515,0.48667521,3.51267401,0.30960539,0.00000000,0.01914482,0.05032584,0.63856507,0.00000000
-4.96748374,4.03359701,0.47252315,3.46914821,0.31049480,0.00000000,0.01784373,0.05152342,0.63015433,0.00000000
-4.96148074,3.98532538,0.45842052,3.41831467,0.31159507,0.00000000,0.01660817,0.05284437,0.62082901,0.00000000
-4.95547774,3.93082525,0.44455082,3.36129821,0.31287673,0.00000000,0.01544107,0.05425536,0.61073381,0.00000000
-4.94947474,3.87106637,0.43107689,3.29919198,0.31429692,0.00000000,0.01434331,0.05571827,0.60001194,0.00000000
-4.94347174,3.80694760,0.41813812,3.23302668,0.31580083,0.00000000,0.01331408,0.05719152,0.58880260,0.00000000
-4.93746873,3.73927641,0.40584857,3.16374464,0.31732342,0.00000000,0.01235126,0.05863145,0.57723864,0.00000000
-4.93146573,3.66875417,0.39429602,3.09217985,0.31879164,0.00000000,0.01145180,0.05999386,0.56544451,0.00000000
-4.92546273,3.59596749,0.38354216,3.01904413,0.32012701,0.00000000,0.01061210,0.06123562,0.55353444,0.00000000
-4.91945973,3.52138554,0.37362359,2.94491972,0.32124840,0.00000000,0.00982830,0.06231618,0.54161109,0.00000000
-4.91345673,3.44536322,0.36455379,2.87025809,0.32207508,0.00000000,0.00909657,0.06319915,0.52976450,0.00000000
-4.90745373,3.36814946,0.35632582,2.79538457,0.32252972,0.00000000,0.00841333,0.06385360,0.51807164,0.00000000
-4.90145073,3.28990010,0.34891563,2.72050804,0.32254149,0.00000000,0.00777537,0.06425531,0.50659634,0.00000000
-4.89544772,3.21069439,0.34228581,2.64573513,0.32204894,0.00000000,0.00718001,0.06438775,0.49538975,0.00000000
-4.88944472,3.13055416,0.33638963,2.57108764,0.32100259,0.00000000,0.00662506,0.06424278,0.48449132,0.00000000
-4.88344172,3.04946467,0.33117502,2.49652259,0.31936721,0.00000000,0.00610891,0.06382109,0.47393015,0.00000000
-4.87743872,2.96739606,0.32658858,2.42195352,0.31712358,0.00000000,0.00563043,0.06313232,0.46372680,0.00000000
-4.87143572,2.88432444,0.32257909,2.34727223,0.31426971,0.00000000,0.00518893,0.06219489,0.45389533,0.00000000
-4.86543272,2.80025165,0.31910068,2.27237009,0.31082142,0.00000000,0.00478407,0.06103554,0.44444558,0.00000000
-4.85942971,2.71522295,0.31611526,2.19715782,0.30681230,0.00000000,0.00441574,0.05968851,0.43538549,0.00000000
-4.85342671,2.62934187,0.31359425,2.12158325,0.30229287,0.00000000,0.00408399,0.05819462,0.42672336,0.00000000
-4.84742371,2.54278170,0.31151955,2.04564635,0.29732923,0.00000000,0.00378888,0.05660000,0.41846992,0.00000000
-4.84142071,2.45579324,0.30988359,1.96941110,0.29200093,0.00000000,0.00353043,0.05495481,0.41064003,0.00000000
-4.83541771,2.36870859,0.30868862,1.89301375,0.28639839,0.00000000,0.00330846,0.05331175,0.40325403,0.00000000
-4.82941471,2.28194099,0.30794522,1.81666759,0.28061983,0.00000000,0.00312259,0.05172462,0.39633849,0.00000000
-4.82341171,2.19598072,0.30767014,1.74066394,0.27476785,0.00000000,0.00297213,0.05024691,0.38992640,0.00000000
-4.81740870,2.11138747,0.30788361,1.66536960,0.26894583,0.00000000,0.00285602,0.04893041,0.38405675,0.00000000
-4.81140570,2.02877947,0.30860636,1.59122106,0.26325434,0.00000000,0.00277284,0.04782410,0.37877353,0.00000000
-4.80540270,1.94882009,0.30985636,1.51871567,0.25778762,0.00000000,0.00272075,0.04697304,0.37412420,0.00000000
-4.79939970,1.87220224,0.31164575,1.44840042,0.25263040,0.00000000,0.00269753,0.04641769,0.37015767,0.00000000
-4.79339670,1.79963162,0.31397787,1.38085867,0.24785510,0.00000000,0.00270055,0.04619327,0.36692200,0.00000000
-4.78739370,1.73180911,0.31684486,1.31669547,0.24351966,0.00000000,0.00272683,0.04632955,0.36446182,0.00000000
-4.78139070,1.66941334,0.32022576,1.25652202,0.23966600,0.00000000,0.00277305,0.04685073,0.36281580,0.00000000
-4.77538769,1.61308377,0.32408545,1.20093983,0.23631928,0.00000000,0.00283564,0.04777561,0.36201416,0.00000000
-4.76938469,1.56340511,0.32837436,1.15052514,0.23348785,0.00000000,0.00291082,0.04911799,0.36207642,0.00000000
-4.76338169,1.52089328,0.33302904,1.10581399,0.23116409,0.00000000,0.00299466,0.05088713,0.36300951,0.00000000
-4.75737869,1.48598348,0.33797365,1.06728847,0.22932588,0.00000000,0.00308321,0.05308832,0.36480637,0.00000000
-4.75137569,1.45902048,0.34312209,1.03536450,0.22793881,0.00000000,0.00317252,0.05572358,0.36744501,0.00000000
-4.74537269,1.44025130,0.34838095,1.01038121,0.22695885,0.00000000,0.00325880,0.05879223,0.37088817,0.00000000
-4.73936968,1.42982020,0.35365272,0.99259238,0.22633541,0.00000000,0.00333844,0.06229146,0.37508348,0.00000000
-4.73336668,1.42776603,0.35883943,0.98215987,0.22601466,0.00000000,0.00340813,0.06621675,0.37996409,0.00000000
-4.72736368,1.43402170,0.36384623,0.97914912,0.22594282,0.00000000,0.00346496,0.07056217,0.38544982,0.00000000
-4.72136068,1.44841561,0.36858482,0.98352684,0.22606933,0.00000000,0.00350641,0.07532048,0.39144852,0.00000000
-4.71535768,1.47067473,0.37297644,0.99516064,0.22634968,0.00000000,0.00353048,0.08048300,0.39785788,0.00000000
-4.70935468,1.50042936,0.37695427,1.01382074,0.22674780,0.00000000,0.00353570,0.08603937,0.40456720,0.00000000
-4.70335168,1.53721905,0.38046511,1.03918350,0.22723786,0.00000000,0.00352115,0.09197702,0.41145939,0.00000000
-4.69734867,1.58049985,0.38347020,1.07083685,0.22780535,0.00000000,0.00348645,0.09828062,0.41841293,0.00000000
-4.69134567,1.62965257,0.38594519,1.10828729,0.22844752,0.00000000,0.00343179,0.10493134,0.42530381,0.00000000
-4.68534267,1.68399205,0.38787923,1.15096853,0.22917310,0.00000000,0.00335786,0.11190607,0.43200734,0.00000000
-4.67933967,1.74277739,0.38927342,1.19825159,0.23000128,0.00000000,0.00326581,0.11917667,0.43840002,0.00000000
-4.67333667,1.80522316,0.39013850,1.24945607,0.23096025,0.00000000,0.00315720,0.12670936,0.44436120,0.00000000
-4.66733367,1.87051145,0.39049225,1.30386266,0.23208515,0.00000000,0.00303393,0.13446411,0.44977473,0.00000000
-4.66133067,1.93780477,0.39035658,1.36072643,0.23341576,0.00000000,0.00289816,0.14239434,0.45453071,0.00000000
-4.65532766,2.00625974,0.38975464,1.41929092,0.23499401,0.00000000,0.00275221,0.15044685,0.45852702,0.00000000
-4.64932466,2.07504125,0.38870818,1.47880241,0.23686148,0.00000000,0.00259853,0.15856200,0.46167108,0.00000000
-4.64332166,2.14333709,0.38723529,1.53852444,0.23905700,0.00000000,0.00243956,0.16667422,0.46388154,0.00000000
