energy_ev,total_up,Cr_p_up,Cr_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.81390695,8.26500549,2.56515893,0.92356837,2.11109043,2.36102768,0.01866854,1.82176325,0.08472312,2.59579997
-5.80790395,8.30515415,2.57031136,0.91369457,2.12488697,2.39176048,0.01889655,1.83237550,0.08497218,2.60492722
-5.80190095,8.33785782,2.57397540,0.90416544,2.13478227,2.42024453,0.01908014,1.84014597,0.08521487,2.61325341
-5.79589795,8.36242173,2.57562480,0.89505424,2.14073052,2.44627281,0.01921672,1.84507228,0.08544237,2.62034508
-5.78989495,8.37814211,2.57471159,0.88640724,2.14271000,2.46963565,0.01930438,1.84716072,0.08564523,2.62574994
-5.78389195,8.38433643,2.57068664,0.87824711,2.14072507,2.49012883,0.01934195,1.84642832,0.08581337,2.62901350
-5.77788894,8.38037729,2.56302181,0.87057760,2.13480872,2.50756266,0.01932903,1.84290549,0.08593610,2.62969729
-5.77188594,8.36572797,2.55123253,0.86338926,2.12502545,2.52177129,0.01926592,1.83663896,0.08600224,2.62739768
-5.76588294,8.33997732,2.53489947,0.85666564,2.11147396,2.53262186,0.01915362,1.82769478,0.08600024,2.62176446
-5.75987994,8.30287213,2.51368849,0.85038980,2.09428957,2.54002290,0.01899380,1.81616107,0.08591841,2.61251791
-5.75387694,8.25434476,2.48736755,0.84455041,2.07364599,2.54393161,0.01878868,1.80215028,0.08574515,2.59946370
-5.74787394,8.19453462,2.45581994,0.83914725,2.04975621,2.54435946,0.01854100,1.78580068,0.08546926,2.58250468
-5.74187094,8.12380207,2.41905305,0.83419575,2.02287247,2.54137604,0.01825391,1.76727709,0.08508026,2.56164898
-5.73586793,8.04273406,2.37720240,0.82973014,1.99328502,2.53511076,0.01793086,1.74677048,0.08456876,2.53701401
-5.72986493,7.95214106,2.33053063,0.82580520,1.96131988,2.52575257,0.01757559,1.72449673,0.08392685,2.50882612
-5.72386193,7.85304546,2.27942174,0.82249640,1.92733551,2.51354741,0.01719198,1.70069434,0.08314842,2.47741604
-5.71785893,7.74666200,2.22437078,0.81989839,1.89171856,2.49879390,0.01678400,1.67562128,0.08222956,2.44321016
-5.71185593,7.63437088,2.16596962,0.81812204,1.85487882,2.48183708,0.01635570,1.64955105,0.08116881,2.40671827
-5.70585293,7.51768506,2.10488957,0.81728997,1.81724349,2.46306072,0.01591110,1.62276820,0.07996746,2.36851811
-5.69984992,7.39821260,2.04186147,0.81753104,1.77925110,2.44287837,0.01545423,1.59556330,0.07862972,2.32923756
-5.69384692,7.27761585,1.97765443,0.81897379,1.74134490,2.42172342,0.01498908,1.56822765,0.07716275,2.28953506
-5.68784392,7.15756857,1.91305383,0.82173942,1.70396623,2.40003849,0.01451960,1.54104779,0.07557672,2.25007924
-5.68184092,7.03971258,1.84883963,0.82593440,1.66754760,2.37826443,0.01404972,1.51430002,0.07388464,2.21152824
-5.67583792,6.92561502,1.78576565,0.83164320,1.63250585,2.35682919,0.01358332,1.48824494,0.07210214,2.17450966
-5.66983492,6.81672756,1.72454054,0.83892142,1.59923511,2.33613682,0.01312424,1.46312216,0.07024712,2.13960169
-5.66383192,6.71434835,1.66581099,0.84778956,1.56809998,2.31655674,0.01267627,1.43914532,0.06833937,2.10731603
-5.65782891,6.61958792,1.61014746,0.85822790,1.53942862,2.29841365,0.01224313,1.41649734,0.06639998,2.07808304
-5.65182591,6.53333948,1.55803295,0.87017247,1.51350599,2.28197821,0.01182841,1.39532618,0.06445084,2.05223960
-5.64582291,6.45625464,1.50985464,0.88351256,1.49056739,2.26745870,0.01143554,1.37574105,0.06251397,2.03001983
-5.63981991,6.38872495,1.46589875,0.89808975,1.47079232,2.25499399,0.01106774,1.35780926,0.06061097,2.01154904
-5.63381691,6.33086993,1.42634833,0.91369861,1.45429884,2.24464792,0.01072792,1.34155377,0.05876237,1.99684097
-5.62781391,6.28253195,1.39128396,0.93008916,1.44113888,2.23640544,0.01041861,1.32695161,0.05698709,1.98579835
-5.62181091,6.24327850,1.36068717,0.94697096,1.43129451,2.23017074,0.01014189,1.31393325,0.05530196,1.97821681
-5.61580790,6.21241198,1.33444627,0.96401896,1.42467565,2.22576740,0.00989931,1.30238310,0.05372130,1.97379199
-5.60980490,6.18898711,1.31236446,0.98088072,1.42111944,2.22294105,0.00969183,1.29214120,0.05225663,1.97212973
-5.60380190,6.17183606,1.29416981,0.99718508,1.42039155,2.22136432,0.00951976,1.28300617,0.05091648,1.97275914
-5.59779890,6.15960081,1.27952690,1.01255186,1.42218975,2.22064435,0.00938276,1.27473958,0.04970629,1.97514805
-5.59179590,6.15077232,1.26804968,1.02660241,1.42614967,2.22033272,0.00927980,1.26707153,0.04862847,1.97872069
-5.58579290,6.14373557,1.25931542,1.03897066,1.43185307,2.21993770,0.00920925,1.25970756,0.04768249,1.98287687
-5.57978989,6.13681946,1.25287917,1.04931426,1.43883831,2.21893849,0.00916885,1.25233670,0.04686513,1.98701236
-5.57378689,6.12835009,1.24828849,1.05732552,1.44661298,2.21680123,0.00915585,1.24464040,0.04617078,1.99053954
-5.56778389,6.11670576,1.24509807,1.06274171,1.45466823,2.21299613,0.00916710,1.23630219,0.04559172,1.99290801
-5.56178089,6.10037187,1.24288378,1.06535424,1.46249445,2.20701536,0.00919917,1.22701770,0.04511857,1.99362408
-5.55577789,6.07799379,1.24125588,1.06501656,1.46959765,2.19839088,0.00924850,1.21650471,0.04474062,1.99226881
-5.54977489,6.04842557,1.23987089,1.06165029,1.47551596,2.18671173,0.00931152,1.20451282,0.04444625,1.98851361
-5.54377189,6.01077260,1.23844178,1.05524929,1.47983544,2.17163987,0.00938481,1.19083241,0.04422325,1.98213300
-5.53776888,5.96442645,1.23674632,1.04588161,1.48220468,2.15292412,0.00946526,1.17530244,0.04405921,1.97301391
-5.53176588,5.90909023,1.23463312,1.03368910,1.48234732,2.13041139,0.00955015,1.15781683,0.04394178,1.96116110
-5.52576288,5.84479340,1.23202524,1.01888463,1.48007195,2.10405484,0.00963728,1.13832899,0.04385891,1.94669852
-5.51975988,5.77189506,1.22892128,1.00174706,1.47527894,2.07391837,0.00972504,1.11685444,0.04379910,1.92986640
-5.51375688,5.69107554,1.22539384,0.98261405,1.46796380,2.04017728,0.00981244,1.09347119,0.04375152,1.91101421
-5.50775388,5.60331633,1.22158536,0.96187296,1.45821677,2.00311502,0.00989913,1.06831798,0.04370618,1.89058963
-5.50175088,5.50986902,1.21770159,0.93995021,1.44621876,1.96311594,0.00998539,1.04159030,0.04365402,1.86912399
-5.49574787,5.41221428,1.21400259,0.91729934,1.43223369,1.92065436,0.01007205,1.01353436,0.04358699,1.84721458
-5.48974487,5.31201244,1.21079190,0.89438837,1.41659751,1.87628043,0.01016042,0.98443927,0.04349810,1.82550450
-5.48374187,5.21104742,1.20840382,0.87168667,1.39970442,1.83060302,0.01025216,0.95462766,0.04338148,1.80466081
-5.47773887,5.11116611,1.20718944,0.84965198,1.38199090,1.78427069,0.01034918,0.92444521,0.04323243,1.78535153
-5.47173587,5.01421537,1.20750175,0.82871787,1.36391808,1.73795112,0.01045344,0.89424937,0.04304743,1.76822246
-5.46573287,4.92197895,1.20968012,0.80928207,1.34595337,1.69231000,0.01056686,0.86439783,0.04282418,1.75387445
-5.45972986,4.83611669,1.21403493,0.79169607,1.32855200,1.64799015,0.01069111,0.83523720,0.04256160,1.74284190
-5.45372686,4.75810792,1.22083251,0.77625614,1.31213923,1.60559158,0.01082752,0.80709220,0.04225985,1.73557314
-5.44772386,4.68920120,1.23028103,0.76319621,1.29709396,1.56565342,0.01097688,0.78025594,0.04192028,1.73241330
-5.44172086,4.63037206,1.24251791,0.75268255,1.28373439,1.52863813,0.01113942,0.75498154,0.04154537,1.73359025
-5.43571786,4.58229010,1.25759892,0.74481062,1.27230621,1.49491879,0.01131465,0.73147538,0.04113870,1.73920402
-5.42971486,4.54529665,1.27548981,0.73960393,1.26297379,1.46476970,0.01150137,0.70989225,0.04070475,1.74922012
-5.42371186,4.51939369,1.29606053,0.73701500,1.25581466,1.43836072,0.01169763,0.69033249,0.04024883,1.76346695
-5.41770885,4.50424437,1.31908264,0.73692840,1.25081742,1.41575542,0.01190075,0.67284121,0.03977684,1.78163767
-5.41170585,4.49918524,1.34423000,0.73916572,1.24788316,1.39691300,0.01210739,0.65740944,0.03929508,1.80329630
-5.40570285,4.50324973,1.37108315,0.74349232,1.24683027,1.38169391,0.01231365,0.64397727,0.03881004,1.82788834
-5.39969985,4.51520221,1.39913720,0.74962568,1.24740241,1.36986886,0.01251518,0.63243867,0.03832809,1.85475548
-5.39369685,4.53358150,1.42781335,0.75724514,1.24927932,1.36113065,0.01270733,0.62264771,0.03785534,1.88315417
-5.38769385,4.55675229,1.45647380,0.76600265,1.25209002,1.35510860,0.01288531,0.61442605,0.03739732,1.91227763
-5.38169085,4.58296292,1.48443954,0.77553437,1.25542788,1.35138466,0.01304442,0.60757113,0.03695888,1.94128064
-5.37568784,4.61040723,1.51101070,0.78547255,1.25886699,1.34951071,0.01318015,0.60186489,0.03654397,1.96930632
-5.36968484,4.63728843,1.53548854,0.79545756,1.26197907,1.34902636,0.01328842,0.59708260,0.03615559,1.99551408
-5.36368184,4.66188253,1.55719853,0.80514939,1.26435047,1.34947634,0.01336574,0.59300133,0.03579569,2.01910773
-5.35767884,4.68259890,1.57551332,0.81423851,1.26559832,1.35042705,0.01340930,0.58940794,0.03546528,2.03936268
-5.35167584,4.69803561,1.58987494,0.82245548,1.26538538,1.35148144,0.01341713,0.58610605,0.03516438,2.05565122
-5.34567284,4.70702752,1.59981502,0.82957901,1.26343300,1.35229176,0.01338815,0.58292197,0.03489225,2.06746472
-5.33966983,4.70868494,1.60497225,0.83544234,1.25953156,1.35256968,0.01332222,0.57970924,0.03464750,2.07443197
-5.33366683,4.70242166,1.60510630,0.83993738,1.25354811,1.35209344,0.01322011,0.57635176,0.03442829,2.07633273
-5.32766383,4.68797119,1.60010740,0.84301687,1.24543097,1.35071204,0.01308347,0.57276541,0.03423252,2.07310600
-5.32166083,4.66539082,1.59000140,0.84469417,1.23521106,1.34834614,0.01291473,0.56889822,0.03405808,2.06485250
-5.31565783,4.63505354,1.57494975,0.84504096,1.22300015,1.34498612,0.01271700,0.56472926,0.03390300,2.05183154
-5.30965483,4.59762869,1.55524484,0.84418296,1.20898608,1.34068735,0.01249389,0.56026627,0.03376561,2.03445218
-5.30365183,4.55405243,1.53130062,0.84229393,1.19342535,1.33556328,0.01224940,0.55554241,0.03364468,2.01325932
-5.29764882,4.50548990,1.50363927,0.83958827,1.17663349,1.32977664,0.01198767,0.55061231,0.03353947,1.98891545
-5.29164582,4.45329103,1.47287450,0.83631277,1.15897382,1.32352958,0.01171289,0.54554773,0.03344981,1.96217886
-5.28564282,4.39894239,1.43969236,0.83273773,1.14084496,1.31705303,0.01142906,0.54043311,0.03337603,1.93387939
-5.27963982,4.34401735,1.40483058,0.82914809,1.12266806,1.31059627,0.01113991,0.53536126,0.03331897,1.90489292
-5.27363682,4.29012691,1.36905728,0.82583489,1.10487393,1.30441683,0.01084876,0.53042951,0.03327982,1.87611562
-5.26763382,4.23887328,1.33315014,0.82308745,1.08789091,1.29877150,0.01055841,0.52573636,0.03326012,1.84843907
-5.26163082,4.19180771,1.29787669,0.82118656,1.07213378,1.29390857,0.01027112,0.52137895,0.03326157,1.82272707
-5.25562781,4.15039407,1.26397657,0.82039881,1.05799403,1.29006161,0.00998859,0.51745117,0.03328598,1.79979502
-5.24962481,4.11597873,1.23214618,0.82097219,1.04583178,1.28744484,0.00971197,0.51404265,0.03333513,1.78039222
-5.24362181,4.08976706,1.20302602,0.82313294,1.03596936,1.28624993,0.00944190,0.51123827,0.03341076,1.76518738
-5.23761881,4.07280620,1.17719079,0.82708339,1.02868660,1.28664422,0.00917860,0.50911837,0.03351445,1.75475754
-5.23161581,4.06597359,1.15514229,0.83300074,1.02421761,1.28876986,0.00892198,0.50775913,0.03364761,1.74957998
-5.22561281,4.06997003,1.13730460,0.84103637,1.02274881,1.29274370,0.00867167,0.50723319,0.03381150,1.75002703
-5.21960980,4.08531635,1.12402142,0.85131541,1.02441817,1.29865746,0.00842724,0.50761015,0.03400714,1.75636314
-5.21360680,4.11235231,1.11555496,0.86393636,1.02931498,1.30657792,0.00818817,0.50895675,0.03423539,1.76874391
-5.20760380,4.15123662,1.11208587,0.87897027,1.03748033,1.31654670,0.00795407,0.51133659,0.03449686,1.78721646
-5.20160080,4.20194734,1.11371396,0.89645956,1.04890771,1.32857958,0.00772465,0.51480930,0.03479191,1.81172070
-5.19559780,4.26428181,1.12045914,0.91641612,1.06354384,1.34266512,0.00749984,0.51942895,0.03512057,1.84209137
-5.18959480,4.33785619,1.13226254,0.93881890,1.08128945,1.35876268,0.00727979,0.52524197,0.03548243,1.87806047
-5.18359180,4.42210455,1.14898756,0.96361092,1.10200026,1.37679997,0.00706489,0.53228439,0.03587654,1.91926020
-5.17758879,4.51627844,1.17042109,0.99069611,1.12548810,1.39667030,0.00685576,0.54057877,0.03630121,1.96522652
-5.17158579,4.61944755,1.19627497,1.01993610,1.15152242,1.41823008,0.00665322,0.55013093,0.03675387,2.01540366
-5.16558279,4.73050290,1.22618814,1.05114756,1.17983248,1.44129674,0.00645824,0.56092680,0.03723083,2.06914982
-5.15957979,4.84816387,1.25972988,1.08410035,1.21011047,1.46564772,0.00627189,0.57292971,0.03772719,2.12574474
-5.15357679,4.97099017,1.29640450,1.11851708,1.24201580,1.49102084,0.00609529,0.58607832,0.03823658,2.18439928
-5.14757379,5.09740020,1.33565812,1.15407431,1.27518084,1.51711655,0.00592956,0.60028562,0.03875116,2.24426758
-5.14157079,5.22569637,1.37688765,1.19040585,1.30921826,1.54360222,0.00577573,0.61543908,0.03926153,2.30446197
-5.13556778,5.35409785,1.41945241,1.22710830,1.34372994,1.57011869,0.00563475,0.63140230,0.03975681,2.36407055
-5.12956478,5.48078067,1.46268830,1.26374890,1.37831752,1.59628915,0.00550744,0.64801806,0.04022479,2.42217747
-5.12356178,5.60392431,1.50592437,1.29987556,1.41259417,1.62173005,0.00539449,0.66511284,0.04065218,2.47788537
-5.11755878,5.72176344,1.54850144,1.33502879,1.44619739,1.64606384,0.00529645,0.68250276,0.04102496,2.53033927
-5.11155578,5.83264294,1.58979208,1.36875511,1.47880220,1.66893292,0.00521374,0.70000049,0.04132885,2.57875123
-5.10555278,5.93507363,1.62922111,1.40062132,1.51013405,1.69001420,0.00514670,0.71742304,0.04154981,2.62242457
-5.09954977,6.02778609,1.66628578,1.43022882,1.53998093,1.70903354,0.00509564,0.73459986,0.04167466,2.66077642
-5.09354677,6.10977939,1.70057426,1.45722734,1.56820364,1.72577915,0.00506082,0.75138076,0.04169164,2.69335760
-5.08754377,6.18036192,1.73178163,1.48132715,1.59474368,1.74011320,0.00504256,0.76764327,0.04159107,2.71986843
-5.08154077,6.23918142,1.75972200,1.50230903,1.61962786,1.75198079,0.00504123,0.78329881,0.04136586,2.74016943
-5.07553777,6.28624193,1.78433613,1.52003126,1.64296923,1.76141549,0.00505732,0.79829728,0.04101205,2.75428619
-5.06953477,6.32190587,1.80569350,1.53443322,1.66496375,1.76854110,0.00509140,0.81262963,0.04052915,2.76240764
-5.06353177,6.34688030,1.82398870,1.54553509,1.68588260,1.77356902,0.00514419,0.82632813,0.03992047,2.76487764
-5.05752876,6.36218724,1.83953178,1.55343381,1.70606001,1.77679124,0.00521648,0.83946422,0.03919319,2.76217995
-5.05152576,6.36911895,1.85273291,1.55829515,1.72587715,1.77856904,0.00530915,0.85214385,0.03835831,2.75491713
-5.04552276,6.36917981,1.86408204,1.56034255,1.74574235,1.77931777,0.00542309,0.86450061,0.03743050,2.74378426
-5.03951976,6.36401763,1.87412428,1.55984318,1.76606873,1.77948830,0.00555917,0.87668669,0.03642773,2.72953880
-5.03351676,6.35534759,1.88343248,1.55709217,1.78725009,1.77954606,0.00571813,0.88886246,0.03537078,2.71296802
-5.02751376,6.34487284,1.89257836,1.55239587,1.80963639,1.77994862,0.00590055,0.90118492,0.03428265,2.69485571
-5.02151076,6.33420594,1.90210377,1.54605521,1.83351011,1.78112309,0.00610673,0.91379593,0.03318791,2.67594999
-5.01550775,6.32479548,1.91249380,1.53835021,1.85906476,1.78344442,0.00633665,0.92681076,0.03211192,2.65693384
-5.00950475,6.31786193,1.92415321,1.52952662,1.88638701,1.78721590,0.00658991,0.94030781,0.03108015,2.63840006
-5.00350175,6.31434639,1.93738768,1.51978548,1.91544348,1.79265301,0.00686566,0.95432012,0.03011737,2.62083186
-4.99749875,6.31487516,1.95239088,1.50927627,1.94607323,1.79987150,0.00716256,0.96882923,0.02924707,2.60459020
-4.99149575,6.31974212,1.96923812,1.49809399,1.97798671,1.80888068,0.00747883,0.98376205,0.02849075,2.58990830
-4.98549275,6.32891006,1.98788717,1.48628040,2.01077139,1.81958211,0.00781222,0.99899086,0.02786748,2.57689367
-4.97948974,6.34203071,2.00818578,1.47382913,2.04390428,1.83177426,0.00816003,1.01433667,0.02739349,2.56553713
-4.97348674,6.35848241,2.02988582,1.46069429,2.07677086,1.84516277,0.00851924,1.02957596,0.02708183,2.55572823
-4.96748374,6.37742319,2.05266287,1.44680201,2.10868972,1.85937598,0.00888653,1.04445043,0.02694226,2.54727591
-4.96148074,6.39785610,2.07614012,1.43206389,2.13894183,1.87398510,0.00925844,1.05867937,0.02698118,2.53993293
-4.95547774,6.41870311,2.09991507,1.41639156,2.16680314,1.88852784,0.00963142,1.07197413,0.02720164,2.53342256
-4.94947474,6.43888313,2.12358742,1.39971126,2.19157883,1.90253459,0.01000199,1.08405377,0.02760352,2.52746569
-4.94347174,6.45738986,2.14678636,1.38197742,2.21263763,1.91555550,0.01036687,1.09466132,0.02818370,2.52180671
-4.93746873,6.47336489,2.16919560,1.36318441,2.22944434,1.92718733,0.01072306,1.10357944,0.02893629,2.51623656
-4.93146573,6.48616202,2.19057475,1.34337555,2.24158885,1.93709854,0.01106797,1.11064500,0.02985296,2.51061167
-4.92546273,6.49539914,2.21077566,1.32264901,2.24881023,1.94505124,0.01139953,1.11576140,0.03092316,2.50486760
-4.91945973,6.50099495,2.22975294,1.30116008,2.25101445,1.95091898,0.01171618,1.11890813,0.03213451,2.49902676
-4.91345673,6.50318851,2.24756802,1.27911970,2.24828476,1.95469923,0.01201701,1.12014689,0.03347296,2.49319994
-4.90745373,6.50254058,2.26438667,1.25678959,2.24088406,1.95652000,0.01230169,1.11962385,0.03492318,2.48758170
-4.90145073,6.49991698,2.28047028,1.23447404,2.22924907,1.95664002,0.01257051,1.11756793,0.03646871,2.48244009
-4.89544772,6.49645469,2.29616147,1.21250912,2.21397644,1.95544254,0.01282430,1.11428489,0.03809219,2.47810153
-4.88944472,6.49351283,2.31186513,1.19124988,2.19580131,1.95342283,0.01306438,1.11014759,0.03977561,2.47493190
-4.88344172,6.49261104,2.32802601,1.17105629,2.17556936,1.95116995,0.01329243,1.10558275,0.04150045,2.47331511
-4.87743872,6.49535841,2.34510432,1.15227880,2.15420355,1.94934362,0.01351045,1.10105467,0.04324783,2.47363049
-4.87143572,6.50337674,2.36355079,1.13524422,2.13266709,1.94864709,0.01372052,1.09704686,0.04499875,2.47623040
-4.86543272,6.51822185,2.38378266,1.12024269,2.11192431,1.94979735,0.01392478,1.09404205,0.04673420,2.48141924
-4.85942971,6.54130682,2.40616196,1.10751629,2.09290125,1.95349397,0.01412519,1.09250185,0.04843535,2.48943520
-4.85342671,6.57383066,2.43097714,1.09724991,2.07644774,1.96038790,0.01432346,1.09284668,0.05008377,2.50043547
-4.84742371,6.61671587,2.45842916,1.08956456,2.06330268,1.97105175,0.01452089,1.09543703,0.05166158,2.51448573
-4.84142071,6.67055755,2.48862246,1.08451341,2.05406404,1.98595273,0.01471828,1.10055689,0.05315169,2.53155434
-4.83541771,6.73558634,2.52156121,1.08208059,2.04916494,2.00542969,0.01491583,1.10840011,0.05453801,2.55151124
-4.82941471,6.81164659,2.55715084,1.08218265,2.04885682,2.02967498,0.01511310,1.11906020,0.05580567,2.57413159
-4.82341171,6.89819085,2.59520452,1.08467239,2.05320034,2.05872232,0.01530895,1.13252433,0.05694121,2.59910368
-4.81740870,6.99429054,2.63545403,1.08934499,2.06206450,2.09244096,0.01550157,1.14867152,0.05793280,2.62604065
-4.81140570,7.09866254,2.67756426,1.09594580,2.07513386,2.13053663,0.01568852,1.16727535,0.05877043,2.65449518
-4.80540270,7.20971037,2.72115041,1.10417963,2.09192348,2.17255926,0.01586674,1.18801107,0.05944608,2.68397659
-4.79939970,7.32557843,2.76579696,1.11372105,2.11180107,2.21791712,0.01603274,1.21046684,0.05995380,2.71396927
-4.79339670,7.44421704,2.81107722,1.12422526,2.13401513,2.26589709,0.01618265,1.23415869,0.06028990,2.74395181
-4.78739370,7.56345582,2.85657273,1.13533932,2.15772807,2.31568994,0.01631238,1.25854853,0.06045296,2.77341593
-4.78139070,7.68108262,2.90189136,1.14671320,2.18205277,2.36642000,0.01641781,1.28306473,0.06044392,2.80188460
-4.77538769,7.79492502,2.94668354,1.15801048,2.20609101,2.41717776,0.01649495,1.30712409,0.06026605,2.82892865
-4.76938469,7.90293131,2.99065597,1.16891848,2.22897235,2.46705420,0.01654009,1.33015465,0.05992496,2.85418146
-4.76338169,8.00324809,3.03358228,1.17915743,2.24989151,2.51517547,0.01655002,1.35161815,0.05942857,2.87735128
-4.75737869,8.09429145,3.07531061,1.18848865,2.26814310,2.56073653,0.01652217,1.37103147,0.05878698,2.89823098
-4.75137569,8.17480921,3.11576773,1.19672147,2.28315190,2.60303232,0.01645472,1.38798587,0.05801245,2.91670496
-4.74537269,8.24393174,3.15496004,1.20371883,2.29449780,2.64148519,0.01634678,1.40216360,0.05711926,2.93275320
-4.73936968,8.30120959,3.19297141,1.20940134,2.30193409,2.67566763,0.01619840,1.41335085,0.05612353,2.94645243
-4.73336668,8.34663622,3.22995829,1.21374971,2.30539866,2.70531912,0.01601068,1.42144675,0.05504313,2.95797438
-4.72736368,8.38065504,3.26614226,1.21680558,2.30501742,2.73035675,0.01578576,1.42646797,0.05389741,2.96758137
-4.72136068,8.40415020,3.30180063,1.21867044,2.30110005,2.75087892,0.01552676,1.42854871,0.05270702,2.97561911
-4.71535768,8.41842140,3.33725518,1.21950289,2.29412811,2.76716221,0.01523775,1.42793615,0.05149363,2.98250721
-4.70935468,8.42514339,3.37285969,1.21951395,2.28473618,2.77965160,0.01492361,1.42498144,0.05027963,2.98872726
-4.70335168,8.42631143,3.40898648,1.21896069,2.27368671,2.78894428,0.01458993,1.42012682,0.04908776,2.99480896
-4.69734867,8.42417461,3.44601230,1.21813804,2.26183963,2.79576813,0.01424277,1.41388911,0.04794076,3.00131452
-4.69134567,8.42115929,3.48430396,1.21736916,2.25011806,2.80095542,0.01388855,1.40684050,0.04686091,3.00882151
-4.68534267,8.41978517,3.52420389,1.21699439,2.23947141,2.80541307,0.01353377,1.39958733,0.04586956,3.01790472
-4.67933967,8.42257708,3.56601597,1.21735904,2.23083736,2.81009057,0.01318486,1.39274758,0.04498665,3.02911734
-4.67333667,8.43197545,3.60999189,1.21880055,2.22510434,2.81594679,0.01284792,1.38692824,0.04423021,3.04297184
-4.66733367,8.45024869,3.65631825,1.22163511,2.22307581,2.82391695,0.01252857,1.38270311,0.04361586,3.05992122
-4.66133067,8.47941031,3.70510478,1.22614443,2.22543784,2.83488096,0.01223176,1.38059216,0.04315629,3.08034099
-4.65532766,8.52114409,3.75637384,1.23256298,2.23273125,2.84963403,0.01196159,1.38104295,0.04286086,3.10451256
-4.64932466,8.57673936,3.81005177,1.24106623,2.24532917,2.86886073,0.01172123,1.38441499,0.04273521,3.13260857
-4.64332166,8.64703920,3.86596218,1.25176040,2.26342114,2.89311297,0.01151282,1.39096747,0.04278092,3.16468070
