energy_ev,total_up,total_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.91595798,0.61426718,-1.73765035,0.08697151,-0.27650245,0.00000000,-0.00000000,0.09298314,-0.63668416,0.11624438,-0.59996139,0.01228315,-0.01000288,0.04399379,-0.56446538,0.05188248,-0.02957718,0.31962693,-0.49080904
-5.90995498,0.61159335,-1.74970944,0.08989401,-0.26679811,0.00000000,-0.00000000,0.09278203,-0.64683786,0.11631267,-0.60246838,0.01203839,-0.01011058,0.04132914,-0.57581847,0.05092802,-0.03245835,0.32327095,-0.48467359
-5.90395198,0.60913068,-1.75728335,0.09270592,-0.25654782,0.00000000,-0.00000000,0.09269509,-0.65674216,0.11652035,-0.60264348,0.01177476,-0.01015616,0.03887001,-0.58542279,0.05000674,-0.03540809,0.32667151,-0.47754482
-5.89794897,0.60677640,-1.75984493,0.09536463,-0.24581005,0.00000000,-0.00000000,0.09268893,-0.66587455,0.11684913,-0.60038009,0.01149441,-0.01013982,0.03663227,-0.59297728,0.04910927,-0.03838919,0.32972408,-0.46942115
-5.89194597,0.60441371,-1.75697509,0.09783152,-0.23465675,0.00000000,-0.00000000,0.09273313,-0.67373852,0.11728079,-0.59562416,0.01119887,-0.01006308,0.03462879,-0.59822647,0.04822224,-0.04136090,0.33232286,-0.46032377
-5.88594297,0.60192549,-1.74836844,0.10007444,-0.22317207,0.00000000,-0.00000000,0.09280234,-0.67987557,0.11780003,-0.58837304,0.01088919,-0.00992874,0.03286995,-0.60096414,0.04732933,-0.04427992,0.33436860,-0.45029638
-5.87993997,0.59920900,-1.73383664,0.10207014,-0.21145051,0.00000000,-0.00000000,0.09287855,-0.68387626,0.11839759,-0.57867305,0.01056596,-0.00974083,0.03136435,-0.60103595,0.04641262,-0.04710155,0.33577676,-0.43940432
-5.87393697,0.59619051,-1.71330951,0.10380661,-0.19959475,0.00000000,-0.00000000,0.09295345,-0.68539018,0.11907320,-0.56661610,0.01022944,-0.00950441,0.03011959,-0.59834112,0.04545376,-0.04978098,0.33648545,-0.42773321
-5.86793397,0.59283926,-1.68683402,0.10528510,-0.18771323,0.00000000,-0.00000000,0.09303070,-0.68413438,0.11983818,-0.55233547,0.00987975,-0.00922551,0.02914311,-0.59283295,0.04443531,-0.05227469,0.33646289,-0.41538726
-5.86193097,0.58917950,-1.65457147,0.10652166,-0.17591747,0.00000000,-0.00000000,0.09312793,-0.67990004,0.12071767,-0.53600091,0.00951693,-0.00891088,0.02844298,-0.58451842,0.04334183,-0.05454193,0.33571362,-0.40248728
-5.85592796,0.58530012,-1.61679281,0.10754830,-0.16431950,0.00000000,-0.00000000,0.09327839,-0.67255706,0.12175214,-0.51781334,0.00914114,-0.00856789,0.02802856,-0.57345675,0.04216092,-0.05654619,0.33428339,-0.38916856
-5.84992496,0.58136100,-1.57387233,0.10841334,-0.15302929,0.00000000,-0.00000000,0.09353198,-0.66205641,0.12299811,-0.49799923,0.00875275,-0.00820425,0.02791101,-0.55975686,0.04088398,-0.05825651,0.33226217,-0.37557864
-5.84392196,0.57759572,-1.52627965,0.10918120,-0.14215235,0.00000000,-0.00000000,0.09395567,-0.64843011,0.12452799,-0.47680489,0.00835246,-0.00782791,0.02810359,-0.54357401,0.03950677,-0.05964878,0.32978516,-0.36187505
-5.83791896,0.57431025,-1.47457011,0.10993141,-0.13178766,0.00000000,-0.00000000,0.09463319,-0.63178877,0.12642900,-0.45449076,0.00794134,-0.00744681,0.02862167,-0.52510540,0.03802973,-0.06070667,0.32703162,-0.34822299
-5.83191596,0.57187759,-1.41937359,0.11075690,-0.12202583,0.00000000,-0.00000000,0.09566392,-0.61231683,0.12880110,-0.43132576,0.00752093,-0.00706873,0.02948256,-0.50458496,0.03645802,-0.06142239,0.32422148,-0.33479293
-5.82591296,0.57072842,-1.36138174,0.11176162,-0.11294762,0.00000000,-0.00000000,0.09716101,-0.59026550,0.13175410,-0.40758192,0.00709319,-0.00670115,0.03070499,-0.48227743,0.03480135,-0.06179712,0.32160981,-0.32175808
-5.81990995,0.57133810,-1.30133379,0.11305756,-0.10462276,0.00000000,-0.00000000,0.09924865,-0.56594387,0.13540387,-0.38352921,0.00666050,-0.00635109,0.03230839,-0.45847181,0.03307356,-0.06184105,0.31947940,-0.30929172
-5.81390695,0.57421062,-1.24000090,0.11476127,-0.09710913,0.00000000,-0.00000000,0.10205874,-0.53970832,0.13986800,-0.35943068,0.00622562,-0.00602498,0.03431198,-0.43347437,0.03129203,-0.06157310,0.31813158,-0.29756425
-5.80790395,0.57986000,-1.17816954,0.11699003,-0.09045212,0.00000000,-0.00000000,0.10572679,-0.51195067,0.14526094,-0.33553804,0.00579157,-0.00572857,0.03673366,-0.40760135,0.02947697,-0.06102019,0.31787582,-0.28673996
-5.80190095,0.58879016,-1.11662383,0.11985780,-0.08468433,0.00000000,-0.00000000,0.11038747,-0.48308571,0.15168887,-0.31208753,0.00536159,-0.00546682,0.03958878,-0.38117168,0.02765058,-0.06021634,0.31901846,-0.27697353
-5.79589795,0.60147394,-1.05612756,0.12347116,-0.07982537,0.00000000,-0.00000000,0.11616971,-0.45353821,0.15924459,-0.28929629,0.00493898,-0.00524383,0.04288891,-0.35449978,0.02583620,-0.05920124,0.32185098,-0.26840620
-5.78989495,0.61833244,-0.99740610,0.12792542,-0.07588184,0.00000000,-0.00000000,0.12319164,-0.42373034,0.16800265,-0.26735921,0.00452702,-0.00506278,0.04664064,-0.32788870,0.02405743,-0.05801880,0.32663846,-0.26116176
-5.78389195,0.63971547,-0.94112885,0.13330107,-0.07284738,0.00000000,-0.00000000,0.13155568,-0.39406959,0.17801493,-0.24644628,0.00412885,-0.00492588,0.05084441,-0.30162391,0.02233732,-0.05671536,0.33360867,-0.25534235
-5.77788894,0.66588421,-0.88789277,0.13966066,-0.07070289,0.00000000,-0.00000000,0.14134374,-0.36493781,0.18930695,-0.22670043,0.00374737,-0.00483434,0.05549366,-0.27596773,0.02069763,-0.05533788,0.34294220,-0.25102437
-5.77188594,0.69699679,-0.83820760,0.14704645,-0.06941672,0.00000000,-0.00000000,0.15261298,-0.33668171,0.20187517,-0.20823608,0.00338514,-0.00478836,0.06057407,-0.25115470,0.01915814,-0.05393211,0.35476429,-0.24825451
-5.76588294,0.73309764,-0.79248328,0.15547878,-0.06894507,0.00000000,-0.00000000,0.16539226,-0.30960506,0.21568529,-0.19113822,0.00304430,-0.00478709,0.06606324,-0.22738802,0.01773621,-0.05254080,0.36913852,-0.24704629
-5.75987994,0.77411118,-0.75102023,0.16495532,-0.06923238,0.00000000,-0.00000000,0.17967937,-0.28396279,0.23067194,-0.17546214,0.00272655,-0.00482869,0.07193061,-0.20483696,0.01644640,-0.05120212,0.38606283,-0.24737720
-5.75387694,0.81984020,-0.71400283,0.17545122,-0.07021200,0.00000000,-0.00000000,0.19543948,-0.25995721,0.24673951,-0.16123385,0.00243312,-0.00491031,0.07813789,-0.18363554,0.01530021,-0.04994823,0.40546804,-0.24918677
-5.74787394,0.86996924,-0.68149650,0.18692029,-0.07180693,0.00000000,-0.00000000,0.21260458,-0.23773616,0.26376447,-0.14845115,0.00216469,-0.00502817,0.08463973,-0.16388217,0.01430606,-0.04880421,0.42721900,-0.25237575
-5.74187094,0.92407286,-0.65344865,0.19929691,-0.07393085,0.00000000,-0.00000000,0.23107434,-0.21739327,0.28159879,-0.13708527,0.00192151,-0.00517762,0.09138490,-0.14564046,0.01346934,-0.04778729,0.45111828,-0.25680659
-5.73586793,0.98162852,-0.62969344,0.21249889,-0.07648939,0.00000000,-0.00000000,0.25071813,-0.19897002,0.30007461,-0.12708323,0.00170334,-0.00535324,0.09831772,-0.12894093,0.01279257,-0.04690645,0.47691244,-0.26230535
-5.72986493,1.04203362,-0.60996040,0.22643095,-0.07938169,0.00000000,-0.00000000,0.27137840,-0.18245944,0.31900974,-0.11837060,0.00150951,-0.00554892,0.10537985,-0.11378355,0.01227575,-0.04616237,0.50430042,-0.26866509
-5.72386193,1.10462593,-0.59388661,0.24098863,-0.08250226,0.00000000,-0.00000000,0.29287505,-0.16781119,0.33821396,-0.11085482,0.00133903,-0.00575807,0.11251226,-0.10014094,0.01191669,-0.04554783,0.53294388,-0.27565081
-5.71785893,1.16870650,-0.58103194,0.25606258,-0.08574308,0.00000000,-0.00000000,0.31501088,-0.15493778,0.35749560,-0.10442883,0.00119057,-0.00597367,0.11965729,-0.08796210,0.01171147,-0.04504833,0.56247889,-0.28300577
-5.71185593,1.23356403,-0.57089704,0.27154292,-0.08899603,0.00000000,-0.00000000,0.33757764,-0.14372155,0.37666821,-0.09897503,0.00106259,-0.00618854,0.12676081,-0.07717647,0.01165490,-0.04464312,0.59252853,-0.29045910
-5.70585293,1.29849936,-0.56294316,0.28732332,-0.09215548,0.00000000,-0.00000000,0.36036252,-0.13402215,0.39555699,-0.09436926,0.00095339,-0.00639549,0.13377422,-0.06769814,0.01174104,-0.04430643,0.62271563,-0.29773438
-5.69984992,1.36284900,-0.55661323,0.30330481,-0.09512099,0.00000000,-0.00000000,0.38315473,-0.12568415,0.41400449,-0.09048500,0.00086116,-0.00658749,0.14065624,-0.05943007,0.01196364,-0.04400890,0.65267522,-0.30455898
-5.69384692,1.42600647,-0.55135338,0.31939882,-0.09780017,0.00000000,-0.00000000,0.40575174,-0.11854461,0.43187541,-0.08719726,0.00078406,-0.00675790,0.14737444,-0.05226813,0.01231665,-0.04371906,0.68206596,-0.31067378
-5.68784392,1.48744026,-0.54663405,0.33552955,-0.10011132,0.00000000,-0.00000000,0.42796494,-0.11244023,0.44906025,-0.08438642,0.00072029,-0.00690065,0.15390632,-0.04610498,0.01279458,-0.04340497,0.71057988,-0.31584280
-5.68184092,1.54670746,-0.54196992,0.35163525,-0.10198607,0.00000000,-0.00000000,0.44962431,-0.10721396,0.46547735,-0.08194166,0.00066814,-0.00701037,0.16023989,-0.04083343,0.01339286,-0.04303567,0.73795019,-0.31986248
-5.67583792,1.60346245,-0.53693796,0.36766857,-0.10337167,0.00000000,-0.00000000,0.47058182,-0.10272084,0.48107355,-0.07976401,0.00062599,-0.00708262,0.16637377,-0.03634952,0.01410807,-0.04258266,0.76395643,-0.32257008
-5.66983492,1.65746003,-0.53119287,0.38359575,-0.10423291,0.00000000,-0.00000000,0.49071349,-0.09883296,0.49582315,-0.07776886,0.00059242,-0.00711396,0.17231663,-0.03255499,0.01493814,-0.04202110,0.78842704,-0.32385089
-5.66383192,1.70855296,-0.52447950,0.39939487,-0.10455364,0.00000000,-0.00000000,0.50991989,-0.09544342,0.50972533,-0.07588796,0.00056618,-0.00710202,0.17808621,-0.02935936,0.01588236,-0.04133089,0.81123907,-0.32364402
-5.65782891,1.75668405,-0.51664173,0.41505316,-0.10433769,0.00000000,-0.00000000,0.52812500,-0.09246929,0.52280018,-0.07407073,0.00054624,-0.00704564,0.18370768,-0.02668139,0.01694134,-0.04049739,0.83231515,-0.32194629
-5.65182591,1.80187337,-0.50762760,0.43056357,-0.10360921,0.00000000,-0.00000000,0.54527387,-0.08985350,0.53508356,-0.07228508,0.00053181,-0.00694478,0.18921167,-0.02445011,0.01811682,-0.03951198,0.85161806,-0.31881424
-5.64582291,1.84420137,-0.49749063,0.44592095,-0.10241244,0.00000000,-0.00000000,0.56132882,-0.08756566,0.54662114,-0.07051745,0.00052233,-0.00680059,0.19463187,-0.02260536,0.01941138,-0.03837222,0.86914327,-0.31436410
-5.63981991,1.88378904,-0.48638730,0.46111787,-0.10081080,0.00000000,-0.00000000,0.57626497,-0.08560195,0.55746185,-0.06877236,0.00051750,-0.00661525,0.20000241,-0.02109794,0.02082803,-0.03708182,0.88491004,-0.30876966
-5.63381691,1.92077634,-0.47457088,0.47614064,-0.09888536,0.00000000,-0.00000000,0.59006507,-0.08398402,0.56765137,-0.06707133,0.00051727,-0.00639197,0.20535519,-0.01988936,0.02236970,-0.03565029,0.89895161,-0.30225813
-5.62781391,1.95530035,-0.46238197,0.49096566,-0.09673284,0.00000000,-0.00000000,0.60271431,-0.08275708,0.57722584,-0.06545131,0.00052186,-0.00613476,0.21071718,-0.01895125,0.02403866,-0.03409237,0.91130546,-0.29510414
-5.62181091,1.98747457,-0.45023603,0.50555641,-0.09446300,0.00000000,-0.00000000,0.61419551,-0.08198725,0.58620633,-0.06396262,0.00053172,-0.00584836,0.21610793,-0.01826455,0.02583588,-0.03242731,0.92200404,-0.28762216
-5.61580790,2.01737065,-0.43860854,0.51986144,-0.09219569,0.00000000,-0.00000000,0.62448497,-0.08175815,0.59459437,-0.06266654,0.00054758,-0.00553800,0.22153744,-0.01781842,0.02776035,-0.03067797,0.93106689,-0.28015741
-5.60980490,2.04500380,-0.42801819,0.53381327,-0.09005751,0.00000000,-0.00000000,0.63354954,-0.08216714,0.60236880,-0.06163264,0.00057042,-0.00520927,0.22700434,-0.01760908,0.02980840,-0.02886978,0.93849464,-0.27307580
-5.60380190,2.07032275,-0.41900876,0.54732869,-0.08817838,0.00000000,-0.00000000,0.64134506,-0.08332097,0.60948420,-0.06093575,0.00060144,-0.00486790,0.23249477,-0.01763845,0.03197311,-0.02702980,0.94426519,-0.26675308
-5.59779890,2.09320504,-0.41213022,0.56031013,-0.08668783,0.00000000,-0.00000000,0.64781635,-0.08533123,0.61587092,-0.06065300,0.00064213,-0.00451960,0.23798166,-0.01791277,0.03424368,-0.02518558,0.94833265,-0.26156356
-5.59179590,2.11345772,-0.40791977,0.57264830,-0.08571148,0.00000000,-0.00000000,0.65289888,-0.08830960,0.62143681,-0.06086065,0.00069417,-0.00416989,0.24342479,-0.01844116,0.03660508,-0.02336425,0.95062881,-0.25786888
-5.58579290,2.13082358,-0.40688318,0.58422585,-0.08536752,0.00000000,-0.00000000,0.65652195,-0.09236307,0.62607048,-0.06163107,0.00075947,-0.00382397,0.24877143,-0.01923425,0.03903771,-0.02159159,0.95106723,-0.25600697
-5.57978989,2.14499234,-0.40947721,0.59492184,-0.08576345,0.00000000,-0.00000000,0.65861324,-0.09758928,0.62964590,-0.06302979,0.00084015,-0.00348655,0.25395756,-0.02030279,0.04151728,-0.01989126,0.94954947,-0.25628174
-5.57378689,2.15561616,-0.41609354,0.60461679,-0.08699322,0.00000000,-0.00000000,0.65910429,-0.10407199,0.63202809,-0.06511284,0.00093848,-0.00316182,0.25890963,-0.02165639,0.04401500,-0.01828411,0.94597322,-0.25895364
-5.56778389,2.16232833,-0.42704465,0.61319798,-0.08913473,0.00000000,-0.00000000,0.65793671,-0.11187714,0.63307958,-0.06792430,0.00105687,-0.00285333,0.26354690,-0.02330238,0.04649780,-0.01678773,0.94024148,-0.26423153
-5.56178089,2.16476402,-0.44255222,0.62056464,-0.09224787,0.00000000,-0.00000000,0.65506836,-0.12104919,0.63266726,-0.07149434,0.00119781,-0.00256398,0.26778394,-0.02524483,0.04892898,-0.01541608,0.93227230,-0.27226597
-5.55577789,2.16258176,-0.46273831,0.62663266,-0.09637315,0.00000000,-0.00000000,0.65047935,-0.13160832,0.63066917,-0.07583757,0.00136381,-0.00229598,0.27153358,-0.02748368,0.05126892,-0.01417932,0.92200824,-0.28314433
-5.54977489,2.15548425,-0.48761980,0.63133868,-0.10153103,0.00000000,-0.00000000,0.64417705,-0.14354829,0.62698103,-0.08095206,0.00155731,-0.00205089,0.27470981,-0.03001421,0.05347613,-0.01308375,0.90942495,-0.29688771
-5.54377189,2.14323728,-0.51710616,0.63464306,-0.10772187,0.00000000,-0.00000000,0.63619991,-0.15683530,0.62152193,-0.08681883,0.00178063,-0.00182963,0.27723073,-0.03282663,0.05550833,-0.01213194,0.89453812,-0.31344996
-5.53776888,2.12568566,-0.55100101,0.63653165,-0.11492665,0.00000000,-0.00000000,0.62661974,-0.17140781,0.61423914,-0.09340196,0.00203584,-0.00163258,0.27902144,-0.03590603,0.05732377,-0.01132294,0.87740847,-0.33271887
-5.53176588,2.10276529,-0.58900717,0.63701635,-0.12310841,0.00000000,-0.00000000,0.61554204,-0.18717739,0.60511162,-0.10064940,0.00232465,-0.00145959,0.28001648,-0.03923250,0.05888255,-0.01065261,0.85814424,-0.35451950
-5.52576288,2.07451062,-0.63073557,0.63613416,-0.13221441,0.00000000,-0.00000000,0.60310458,-0.20403072,0.59415227,-0.10849435,0.00264830,-0.00131009,0.28016216,-0.04278160,0.06014804,-0.01011399,0.83690109,-0.37861957
-5.51975988,2.04105744,-0.67571749,0.63394502,-0.14217884,0.00000000,-0.00000000,0.58947400,-0.22183257,0.58140868,-0.11685731,0.00300747,-0.00118321,0.27941827,-0.04652510,0.06108812,-0.00969783,0.81387938,-0.40473699
-5.51375688,2.00264081,-0.72341999,0.63052853,-0.15292621,0.00000000,-0.00000000,0.57484075,-0.24042979,0.56696253,-0.12564867,0.00340209,-0.00107781,0.27775943,-0.05043195,0.06167641,-0.00939306,0.78931910,-0.43254902
-5.50775388,1.95958847,-0.77326404,0.62597965,-0.16437506,0.00000000,-0.00000000,0.55941263,-0.25965608,0.55092773,-0.13477183,0.00383132,-0.00099263,0.27517585,-0.05446947,0.06189334,-0.00918736,0.76349262,-0.46170303
-5.50175088,1.91231039,-0.82464460,0.62040385,-0.17644208,0.00000000,-0.00000000,0.54340737,-0.27933746,0.53344735,-0.14412666,0.00429339,-0.00092634,0.27167364,-0.05860479,0.06172688,-0.00906768,0.73669589,-0.49182833
-5.49574787,1.86128526,-0.87695207,0.61391192,-0.18904626,0.00000000,-0.00000000,0.52704458,-0.29929809,0.51468974,-0.15361322,0.00478552,-0.00087766,0.26727452,-0.06280632,0.06117314,-0.00902081,0.70923861,-0.52254860
-5.48974487,1.80704472,-0.92959410,0.60661480,-0.20211300,0.00000000,-0.00000000,0.51053776,-0.31936617,0.49484385,-0.16313565,0.00530395,-0.00084542,0.26201517,-0.06704539,0.06023660,-0.00903391,0.68143403,-0.55349456
-5.48374187,1.75015667,-0.98201678,0.59861889,-0.21557792,0.00000000,-0.00000000,0.49408669,-0.33937971,0.47411427,-0.17260586,0.00584382,-0.00082864,0.25594608,-0.07129781,0.05893004,-0.00909500,0.65358902,-0.58431608
-5.47773887,1.69120841,-1.03372440,0.59002198,-0.22939023,0.00000000,-0.00000000,0.47787087,-0.35919173,0.45271608,-0.18194709,0.00639930,-0.00082659,0.24913011,-0.07554536,0.05727421,-0.00919340,0.62599500,-0.61469338
-5.47173587,1.63079095,-1.08429663,0.58091037,-0.24351537,0.00000000,-0.00000000,0.46204416,-0.37867467,0.43086983,-0.19109691,0.00696358,-0.00083884,0.24164075,-0.07977717,0.05529715,-0.00932021,0.59892032,-0.64434666
-5.46573287,1.56948514,-1.13340233,0.57135704,-0.25793681,0.00000000,-0.00000000,0.44673126,-0.39772374,0.40879690,-0.20000972,0.00752903,-0.00086529,0.23356028,-0.08399073,0.05303335,-0.00946858,0.57260454,-0.67304371
-5.45972986,1.50785062,-1.18080920,0.56142142,-0.27265686,0.00000000,-0.00000000,0.43202592,-0.41625889,0.38671539,-0.20865843,0.00808732,-0.00090621,0.22497777,-0.08819276,0.05052260,-0.00963410,0.54725482,-0.70060501
-5.45372686,1.44641786,-1.22638882,0.55115043,-0.28769640,0.00000000,-0.00000000,0.41799119,-0.43422539,0.36483679,-0.21703530,0.00862966,-0.00096226,0.21598718,-0.09239955,0.04780875,-0.00981497,0.52304478,-0.72690620
-5.44772386,1.38568387,-1.27011651,0.54058111,-0.30309346,0.00000000,-0.00000000,0.40466166,-0.45159293,0.34336339,-0.22515186,0.00914699,-0.00103444,0.20668547,-0.09663700,0.04493841,-0.01001218,0.50011555,-0.75187755
-5.44172086,1.32611145,-1.31206626,0.52974440,-0.31890070,0.00000000,-0.00000000,0.39204734,-0.46835313,0.32248659,-0.23303779,0.00963029,-0.00112412,0.19717096,-0.10094015,0.04195953,-0.01022962,0.47857919,-0.77550070
-5.43571786,1.26813185,-1.35240064,0.51867011,-0.33518189,0.00000000,-0.00000000,0.38013917,-0.48451584,0.30238606,-0.24073901,0.01007080,-0.00123299,0.18754184,-0.10535233,0.03892009,-0.01047405,0.45852398,-0.79780261
-5.42971486,1.21215043,-1.39135638,0.50739267,-0.35200745,0.00000000,-0.00000000,0.36891567,-0.50010421,0.28322970,-0.24831475,0.01046039,-0.00136299,0.17789495,-0.10992384,0.03586681,-0.01075505,0.44002121,-0.81884725
-5.42371186,1.15855475,-1.42922620,0.49595723,-0.36944936,0.00000000,-0.00000000,0.35835030,-0.51514898,0.26517431,-0.25583403,0.01079175,-0.00151625,0.16832490,-0.11471025,0.03284408,-0.01108484,0.42313308,-0.83872541
-5.41770885,1.10772417,-1.46633795,0.48442596,-0.38757556,0.00000000,-0.00000000,0.34841910,-0.52968231,0.24836684,-0.26337144,0.01105873,-0.00169501,0.15892333,-0.11977042,0.02989295,-0.01147805,0.40792112,-0.85754324
-5.41170585,1.06004027,-1.50303199,0.47288383,-0.40644421,0.00000000,-0.00000000,0.33910815,-0.54373154,0.23294594,-0.27100274,0.01125654,-0.00190151,0.14977856,-0.12516417,0.02705044,-0.01195136,0.39445445,-0.87541023
-5.40570285,1.01589694,-1.53963816,0.46144375,-0.42609794,0.00000000,-0.00000000,0.33042033,-0.55731323,0.21904386,-0.27880011,0.01138194,-0.00213789,0.14097531,-0.13094982,0.02434893,-0.01252312,0.38281750,-0.89242737
-5.39969985,0.97570932,-1.57645329,0.45025041,-0.44655861,0.00000000,-0.00000000,0.32238101,-0.57042800,0.20678820,-0.28682765,0.01143340,-0.00240603,0.13259465,-0.13718165,0.02181585,-0.01321276,0.37311642,-0.90867613
-5.39369685,0.93992067,-1.61372063,0.43948267,-0.46782257,0.00000000,-0.00000000,0.31504221,-0.58305639,0.19630354,-0.29513711,0.01141117,-0.00270748,0.12471407,-0.14390730,0.01947358,-0.01404025,0.36548388,-0.92420890
-5.38769385,0.90900623,-1.65161196,0.42935414,-0.48985682,0.00000000,-0.00000000,0.30848504,-0.59515605,0.18771267,-0.30376417,0.01131729,-0.00304324,0.11740743,-0.15116535,0.01733944,-0.01502544,0.36008184,-0.93904152
-5.38169085,0.88347368,-1.69021334,0.42011170,-0.51259623,0.00000000,-0.00000000,0.30282019,-0.60666051,0.18113720,-0.31272541,0.01115553,-0.00341371,0.11074501,-0.15898299,0.01542594,-0.01618727,0.35710180,-0.95314827
-5.37568784,0.86385939,-1.72951510,0.41203194,-0.53594191,0.00000000,-0.00000000,0.29818635,-0.61747948,0.17669749,-0.32201607,0.01093131,-0.00381850,0.10479337,-0.16737402,0.01374110,-0.01754300,0.35676270,-0.96645959
-5.36968484,0.85072058,-1.76940630,0.40541542,-0.55976088,0.00000000,-0.00000000,0.29474652,-0.62750080,0.17451182,-0.33160882,0.01065147,-0.00425637,0.09961498,-0.17633716,0.01228889,-0.01910740,0.35930613,-0.97886254
-5.36368184,0.84462302,-1.80967396,0.40057895,-0.58388700,0.00000000,-0.00000000,0.29268254,-0.63659383,0.17469457,-0.34145344,0.01032408,-0.00472509,0.09526774,-0.18585473,0.01106969,-0.02089191,0.36498903,-0.99020411
-5.35767884,0.84612479,-1.85000679,0.39784594,-0.60812317,0.00000000,-0.00000000,0.29218771,-0.64461416,0.17735361,-0.35147751,0.00995816,-0.00522144,0.09180419,-0.19589186,0.01008083,-0.02290377,0.37407423,-1.00029693
-5.35167584,0.85575639,-1.89000312,0.39753528,-0.63224473,0.00000000,-0.00000000,0.29345816,-0.65140929,0.18258685,-0.36158801,0.00956335,-0.00574112,0.08927049,-0.20639606,0.00931709,-0.02514531,0.38681892,-1.00892712
-5.34567284,0.87399804,-1.92918260,0.39994902,-0.65600395,0.00000000,-0.00000000,0.29668307,-0.65682494,0.19047803,-0.37167381,0.00914960,-0.00627881,0.08770516,-0.21729746,0.00877120,-0.02761320,0.40346174,-1.01586384
