energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.63981991,5.55643210,0.02880272,0.37480979,0.86573657,0.49807460,1.83346365,2.57747120,0.04340255,1.98320559
-5.63381691,5.51016152,0.02888042,0.36665223,0.84547010,0.49870818,1.80422988,2.57088069,0.04232138,1.96166818
-5.62781391,5.47457990,0.02897529,0.35918151,0.82662604,0.50033209,1.77758775,2.56930906,0.04137542,1.94414700
-5.62181091,5.44972257,0.02907902,0.35247695,0.80935315,0.50284327,1.75381179,2.57269895,0.04055799,1.93068787
-5.61580790,5.43542718,0.02918259,0.34660376,0.79375663,0.50612380,1.73310038,2.58091155,0.03986056,1.92125444
-5.60980490,5.43134637,0.02927648,0.34161315,0.77989768,0.51004422,1.71557742,2.59373306,0.03927327,1.91573203
-5.60380190,5.43696714,0.02935107,0.33754296,0.76779466,0.51446725,1.70129704,2.61088389,0.03878546,1.91393415
-5.59779890,5.45163639,0.02939695,0.33441873,0.75742597,0.51925199,1.69025118,2.63203023,0.03838611,1.91561147
-5.59179590,5.47459142,0.02940527,0.33225521,0.74873438,0.52425824,1.68237933,2.65679773,0.03806431,1.92046303
-5.58579290,5.50499428,0.02936820,0.33105806,0.74163253,0.52935104,1.67758005,2.68478657,0.03780970,1.92814899
-5.57978989,5.54196817,0.02927918,0.33082565,0.73600939,0.53440499,1.67572327,2.71558741,0.03761282,1.93830452
-5.57378689,5.58463399,0.02913334,0.33155075,0.73173723,0.53930844,1.67666288,2.74879715,0.03746537,1.95055405
-5.56778389,5.63214515,0.02892772,0.33322207,0.72867873,0.54396711,1.68024844,2.78403389,0.03736047,1.96452510
-5.56178089,5.68371859,0.02866150,0.33582534,0.72669385,0.54830713,1.68633570,2.82095010,0.03729273,1.97986121
-5.55577789,5.73866044,0.02833611,0.33934401,0.72564609,0.55227719,1.69479487,2.85924321,0.03725840,1.99623312
-5.54977489,5.79638473,0.02795530,0.34375933,0.72540778,0.55584982,1.70551647,2.89866307,0.03725526,2.01334777
-5.54377189,5.85642434,0.02752506,0.34904997,0.72586421,0.55902166,1.71841426,2.93901580,0.03728254,2.03095477
-5.53776888,5.91843357,0.02705348,0.35519105,0.72691638,0.56181264,1.73342526,2.98016374,0.03734077,2.04885015
-5.53176588,5.98218254,0.02655053,0.36215270,0.72848238,0.56426422,1.75050690,3.02202157,0.03743158,2.06687723
-5.52576288,6.04754394,0.02602774,0.36989830,0.73049728,0.56643665,1.76963157,3.06454888,0.03755739,2.08492498
-5.51975988,6.11447327,0.02549782,0.37838252,0.73291189,0.56840554,1.79077920,3.10773967,0.03772118,2.10292405
-5.51375688,6.18298422,0.02497427,0.38754939,0.73569034,0.57025779,1.81392829,3.15160942,0.03792618,2.12084094
-5.50775388,6.25312085,0.02447089,0.39733044,0.73880688,0.57208723,1.83904628,3.19618076,0.03817563,2.13867097
-5.50175088,6.32492878,0.02400135,0.40764331,0.74224228,0.57399006,1.86607986,3.24146851,0.03847254,2.15643058
-5.49574787,6.39842739,0.02357871,0.41839082,0.74597998,0.57606048,1.89494611,3.28746521,0.03881947,2.17414954
-5.48974487,6.47358492,0.02321502,0.42946078,0.75000246,0.57838664,1.92552499,3.33412807,0.03921842,2.19186378
-5.48374187,6.55029816,0.02292096,0.44072655,0.75428807,0.58104708,1.95765388,3.38136815,0.03967074,2.20960917
-5.47773887,6.62837811,0.02270548,0.45204842,0.75880857,0.58410800,1.99112446,3.42904252,0.04017711,2.22741673
-5.47173587,6.70754237,0.02257557,0.46327585,0.76352754,0.58762115,2.02568228,3.47694990,0.04073758,2.24530939
-5.46573287,6.78741453,0.02253609,0.47425049,0.76839982,0.59162272,2.06102898,3.52483002,0.04135163,2.26330046
-5.45972986,6.86753062,0.02258967,0.48480985,0.77337192,0.59613292,2.09682709,3.57236670,0.04201837,2.28139359
-5.45372686,6.94735154,0.02273668,0.49479145,0.77838335,0.60115650,2.13270708,3.61919448,0.04273661,2.29958408
-5.44772386,7.02628077,0.02297530,0.50403735,0.78336880,0.60668373,2.16827626,3.66490831,0.04350509,2.31786116
-5.44172086,7.10368553,0.02330161,0.51239867,0.78826086,0.61269205,2.20312884,3.70907566,0.04432260,2.33621074
-5.43571786,7.17891992,0.02370981,0.51974002,0.79299308,0.61914795,2.23685681,3.75125030,0.04518813,2.35461822
-5.42971486,7.25134827,0.02419239,0.52594354,0.79750320,0.62600903,2.26906067,3.79098686,0.04610094,2.37307084
-5.42371186,7.32036679,0.02474046,0.53091233,0.80173603,0.63322601,2.29935973,3.82785531,0.04706066,2.39155915
-5.41770885,7.38542219,0.02534393,0.53457316,0.80564607,0.64074458,2.32740111,3.86145450,0.04806720,2.41007726
-5.41170585,7.44602583,0.02599189,0.53687824,0.80919930,0.64850686,2.35286733,3.89142402,0.04912068,2.42862162
-5.40570285,7.50176265,0.02667284,0.53780604,0.81237429,0.65645249,2.37548193,3.91745374,0.05022132,2.44718824
-5.39969985,7.55229435,0.02737500,0.53736110,0.81516236,0.66451923,2.39501308,3.93929072,0.05136918,2.46576850
-5.39369685,7.59735699,0.02808653,0.53557293,0.81756680,0.67264310,2.41127516,3.95674309,0.05256389,2.48434362
-5.38769385,7.63675332,0.02879582,0.53249398,0.81960130,0.68075814,2.42412838,3.96968107,0.05380436,2.50287836
-5.38169085,7.67034107,0.02949162,0.52819692,0.82128760,0.68879586,2.43347683,3.97803528,0.05508847,2.52131425
-5.37568784,7.69801826,0.03016330,0.52277139,0.82265260,0.69668457,2.43926519,3.98179274,0.05641270,2.53956310
-5.36968484,7.71970713,0.03080092,0.51632033,0.82372524,0.70434859,2.44147471,3.98099100,0.05777185,2.55750125
-5.36368184,7.73533852,0.03139538,0.50895628,0.82453316,0.71170784,2.44011874,3.97571132,0.05915882,2.57496539
-5.35767884,7.74483813,0.03193851,0.50079762,0.82509974,0.71867756,2.43523852,3.96607129,0.06056436,2.59175028
-5.35167584,7.74811637,0.03242312,0.49196519,0.82544147,0.72516866,2.42689949,3.95221780,0.06197699,2.60760904
-5.34567284,7.74506297,0.03284306,0.48257925,0.82556596,0.73108865,2.41518851,3.93432092,0.06338307,2.62225621
-5.33966983,7.73554730,0.03319324,0.47275707,0.82547083,0.73634318,2.40021228,3.91256918,0.06476684,2.63537382
-5.33366683,7.71942470,0.03346966,0.46261102,0.82514336,0.74083841,2.38209706,3.88716675,0.06611068,2.64662030
-5.32766383,7.69654885,0.03366943,0.45224746,0.82456120,0.74448383,2.36098960,3.85833250,0.06739551,2.65564204
-5.32166083,7.66678949,0.03379077,0.44176613,0.82369375,0.74719583,2.33705918,3.82630105,0.06860123,2.66208715
-5.31565783,7.63005441,0.03383300,0.43126018,0.82250435,0.74890148,2.31050038,3.79132561,0.06970724,2.66562067
-5.30965483,7.58631406,0.03379654,0.42081663,0.82095299,0.74954255,2.28153626,3.75368209,0.07069311,2.66594045
-5.30365183,7.53562714,0.03368290,0.41051717,0.81899929,0.74907948,2.25042128,3.71367401,0.07153926,2.66279287
-5.29764882,7.47816479,0.03349465,0.40043904,0.81660550,0.74749495,2.21744368,3.67163741,0.07222755,2.65598734
-5.29164582,7.41423158,0.03323536,0.39065607,0.81373933,0.74479690,2.18292655,3.62794519,0.07274202,2.64540865
-5.28564282,7.34428106,0.03290956,0.38123940,0.81037631,0.74102066,2.14722726,3.58301003,0.07306945,2.63102651
-5.27963982,7.26892433,0.03252266,0.37225805,0.80650145,0.73623008,2.11073480,3.53728519,0.07319985,2.61290129
-5.27363682,7.18893021,0.03208082,0.36377904,0.80211016,0.73051741,2.07386487,3.49126277,0.07312688,2.59118578
-5.26763382,7.10521622,0.03159085,0.35586702,0.79720824,0.72400193,2.03705249,3.44546893,0.07284807,2.56612243
-5.26163082,7.01883029,0.03106003,0.34858347,0.79181107,0.71682722,2.00074237,3.40045593,0.07236498,2.53803637
-5.25562781,6.93092354,0.03049599,0.34198541,0.78594194,0.70915722,1.96537725,3.35679118,0.07168314,2.50732425
-5.24962481,6.84271526,0.02990649,0.33612367,0.77962974,0.70117124,1.93138459,3.31504333,0.07081182,2.47443962
-5.24362181,6.75545173,0.02929923,0.33104087,0.77290627,0.69305804,1.89916241,3.27576629,0.06976375,2.43987548
-5.23761881,6.67036098,0.02868169,0.32676921,0.76580325,0.68500930,1.86906478,3.23948159,0.06855463,2.40414505
-5.23161581,6.58860597,0.02806091,0.32332827,0.75834949,0.67721285,1.84138788,3.20666020,0.06720262,2.36776180
-5.22561281,6.51123870,0.02744334,0.32072290,0.75056838,0.66984595,1.81635738,3.17770459,0.06572767,2.33121972
-5.21960980,6.43915794,0.02683470,0.31894146,0.74247588,0.66306892,1.79411801,3.15293221,0.06415093,2.29497508
-5.21360680,6.37307302,0.02623984,0.31795449,0.73407939,0.65701948,1.77472586,3.13256124,0.06249406,2.25943050
-5.20760380,6.31347558,0.02566266,0.31771410,0.72537739,0.65180818,1.75814405,3.11669955,0.06077863,2.22492219
-5.20160080,6.26062108,0.02510607,0.31815389,0.71636012,0.64751490,1.74424219,3.10533741,0.05902556,2.19171102
-5.19559780,6.21452091,0.02457201,0.31918981,0.70701118,0.64418684,1.73279961,3.09834467,0.05725460,2.15997763
-5.18959480,6.17494558,0.02406143,0.32072170,0.69730989,0.64183793,1.72351258,3.09547241,0.05548402,2.12982179
-5.18359180,6.14143856,0.02357438,0.32263567,0.68723444,0.64044963,1.71600494,3.09635917,0.05373024,2.10126585
-5.17758879,6.11334008,0.02311014,0.32480707,0.67676536,0.63997317,1.70984192,3.10054148,0.05200771,2.07426175
-5.17158579,6.08981912,0.02266732,0.32710411,0.66588925,0.64033297,1.70454639,3.10746808,0.05032885,2.04870113
-5.16558279,6.06991205,0.02224398,0.32939183,0.65460238,0.64143110,1.69961671,3.11651730,0.04870405,2.02442775
-5.15957979,6.05256551,0.02183787,0.33153632,0.64291398,0.64315240,1.69454542,3.12701659,0.04714179,2.00125133
-5.15357679,6.03668132,0.02144649,0.33340897,0.63084880,0.64537019,1.68883782,3.13826343,0.04564885,1.97896203
-5.14757379,6.02116109,0.02106733,0.33489056,0.61844903,0.64795208,1.68202959,3.14954655,0.04423050,1.95734463
-5.14157079,6.00494837,0.02069796,0.33587496,0.60577505,0.65076567,1.67370260,3.16016668,0.04289075,1.93619175
-5.13556778,5.98706665,0.02033620,0.33627233,0.59290536,0.65368396,1.66349836,3.16945588,0.04163262,1.91531539
-5.12956478,5.96665141,0.01998018,0.33601164,0.57993524,0.65659006,1.65112850,3.17679494,0.04045838,1.89455638
-5.12356178,5.94297551,0.01962847,0.33504243,0.56697466,0.65938123,1.63638201,3.18162814,0.03936975,1.87379134
-5.11755878,5.91546712,0.01928011,0.33333569,0.55414508,0.66197200,1.61912903,3.18347516,0.03836811,1.85293717
-5.11155578,5.88372015,0.01893465,0.33088394,0.54157581,0.66429624,1.59932137,3.18193989,0.03745461,1.83195284
-5.10555278,5.84749742,0.01859212,0.32770047,0.52939967,0.66630836,1.57698983,3.17671620,0.03663027,1.81083903
-5.09954977,5.80672721,0.01825307,0.32381779,0.51774855,0.66798348,1.55223883,3.16759070,0.03589600,1.78963550
-5.09354677,5.76149408,0.01791849,0.31928546,0.50674889,0.66931666,1.52523876,3.15444279,0.03525265,1.76841689
-5.08754377,5.71202492,0.01758975,0.31416739,0.49651739,0.67032145,1.49621658,3.13724231,0.03470087,1.74728719
-5.08154077,5.65867157,0.01726854,0.30853876,0.48715706,0.67102761,1.46544535,3.11604513,0.03424112,1.72637336
-5.07553777,5.60189085,0.01695679,0.30248270,0.47875389,0.67147843,1.43323322,3.09098700,0.03387352,1.70581852
-5.06953477,5.54222337,0.01665657,0.29608695,0.47137421,0.67172758,1.39991242,3.06227617,0.03359777,1.68577506
-5.06353177,5.48027185,0.01636999,0.28944060,0.46506273,0.67183574,1.36582873,3.03018490,0.03341298,1.66639802
-5.05752876,5.41667988,0.01609916,0.28263103,0.45984143,0.67186718,1.33133184,2.99504038,0.03331764,1.64783896
-5.05152576,5.35211176,0.01584601,0.27574119,0.45570922,0.67188631,1.29676684,2.95721519,0.03330946,1.63024051
-5.04552276,5.28723393,0.01561232,0.26884738,0.45264233,0.67195450,1.26246699,2.91711756,0.03338532,1.61373171
-5.03951976,5.22269831,0.01539955,0.26201740,0.45059543,0.67212711,1.22874795,2.87518175,0.03354126,1.59842425
-5.03351676,5.15912791,0.01520885,0.25530929,0.44950326,0.67245096,1.19590325,2.83185861,0.03377244,1.58440962
-5.02751376,5.09710483,0.01504096,0.24877062,0.44928289,0.67296228,1.16420107,2.78760662,0.03407319,1.57175704
-5.02151076,5.03716069,0.01489623,0.24243817,0.44983629,0.67368517,1.13388213,2.74288358,0.03443710,1.56051242
-5.01550775,4.97976971,0.01477455,0.23633822,0.45105328,0.67463072,1.10515837,2.69813912,0.03485709,1.55069793
-5.00950475,4.92534427,0.01467541,0.23048716,0.45281464,0.67579668,1.07821245,2.65380825,0.03532559,1.54231251
-5.00350175,4.87423303,0.01459787,0.22489245,0.45499542,0.67716785,1.05319761,2.61030603,0.03583470,1.53533291
-4.99749875,4.82672140,0.01454059,0.21955387,0.45746823,0.67871700,1.03023793,2.56802361,0.03637640,1.52971547
-4.99149575,4.78303438,0.01450193,0.21446496,0.46010653,0.68040642,1.00942873,2.52732555,0.03694275,1.52539841
-4.98549275,4.74334137,0.01447994,0.20961457,0.46278778,0.68218992,0.99083703,2.48854864,0.03752612,1.52230452
-4.97948974,4.70776273,0.01447248,0.20498841,0.46539641,0.68401526,0.97450204,2.45200190,0.03811941,1.52034426
-4.97348674,4.67637774,0.01447728,0.20057062,0.46782654,0.68582687,0.96043569,2.41796792,0.03871624,1.51941908
-4.96748374,4.64923334,0.01449201,0.19634520,0.46998435,0.68756870,0.94862308,2.38670506,0.03931114,1.51942485
-4.96148074,4.62635336,0.01451438,0.19229731,0.47179004,0.68918703,0.93902320,2.35845035,0.03989970,1.52025516
-4.95547774,4.60774752,0.01454220,0.18841440,0.47317941,0.69063324,0.93156969,2.33342284,0.04047866,1.52180455
-4.94947474,4.59341959,0.01457345,0.18468709,0.47410488,0.69186616,0.92617187,2.31182677,0.04104599,1.52397136
-4.94347174,4.58337441,0.01460639,0.18110981,0.47453606,0.69285405,0.92271621,2.29385453,0.04160090,1.52666009
-4.93746873,4.57762300,0.01463954,0.17768122,0.47445977,0.69357605,0.92106812,2.27968874,0.04214375,1.52978323
-4.93146573,4.57618568,0.01467175,0.17440435,0.47387954,0.69402298,0.92107425,2.26950334,0.04267603,1.53326251
-4.92546273,4.57909275,0.01470225,0.17128652,0.47281471,0.69419751,0.92256529,2.26346346,0.04320014,1.53702942
-4.91945973,4.58638278,0.01473064,0.16833906,0.47129901,0.69411357,0.92535919,2.26172378,0.04371926,1.54102513
-4.91345673,4.59809860,0.01475685,0.16557675,0.46937885,0.69379525,0.92926490,2.26442557,0.04423711,1.54519976
-4.90745373,4.61428110,0.01478119,0.16301719,0.46711136,0.69327506,0.93408636,2.27169232,0.04475767,1.54951124
-4.90145073,4.63496149,0.01480429,0.16067999,0.46456224,0.69259169,0.93962678,2.28362431,0.04528498,1.55392370
-4.89544772,4.66015230,0.01482708,0.15858589,0.46180353,0.69178754,0.94569300,2.30029225,0.04582282,1.55840572
-4.88944472,4.68983789,0.01485073,0.15675576,0.45891145,0.69090602,0.95209985,2.32173056,0.04637450,1.56292846
-4.88344172,4.72396517,0.01487662,0.15520968,0.45596433,0.68998885,0.95867426,2.34793059,0.04694254,1.56746397
-4.87743872,4.76243502,0.01490633,0.15396600,0.45304072,0.68907354,0.96525910,2.37883429,0.04752858,1.57198367
-4.87143572,4.80509532,0.01494152,0.15304044,0.45021780,0.68819114,0.97171645,2.41432883,0.04813308,1.57645737
-4.86543272,4.85173594,0.01498395,0.15244534,0.44757003,0.68736447,0.97793045,2.45424255,0.04875528,1.58085266
-4.85942971,4.90208632,0.01503544,0.15218898,0.44516806,0.68660693,0.98380932,2.49834268,0.04939309,1.58513497
-4.85342671,4.95581578,0.01509777,0.15227513,0.44307801,0.68592191,0.98928681,2.54633503,0.05004307,1.58926817
-4.84742371,5.01253694,0.01517273,0.15270268,0.44136092,0.68530282,0.99432281,2.59786596,0.05070044,1.59321578
-4.84142071,5.07181197,0.01526200,0.15346552,0.44007241,0.68473392,0.99890333,2.65252654,0.05135921,1.59694265
-4.83541771,5.13316170,0.01536717,0.15455262,0.43926256,0.68419166,1.00303976,2.70985903,0.05201227,1.60041706
-4.82941471,5.19607712,0.01548969,0.15594823,0.43897577,0.68364667,1.00676748,2.76936537,0.05265160,1.60361315
-4.82341171,5.26003281,0.01563083,0.15763230,0.43925075,0.68306611,1.01014401,2.83051735,0.05326850,1.60651334
-4.81740870,5.32450166,0.01579164,0.15958104,0.44012043,0.68241644,1.01324664,2.89276828,0.05385382,1.60911086
-4.81140570,5.38897022,0.01597294,0.16176763,0.44161184,0.68166633,1.01616969,2.95556540,0.05439826,1.61141197
-4.80540270,5.45295393,0.01617523,0.16416300,0.44374593,0.68078958,1.01902155,3.01836278,0.05489267,1.61343788
-4.79939970,5.51601149,0.01639872,0.16673663,0.44653730,0.67976797,1.02192146,3.08063386,0.05532831,1.61522614
-4.79339670,5.57775768,0.01664325,0.16945747,0.44999386,0.67859383,1.02499619,3.14188341,0.05569718,1.61683151
-4.78739370,5.63787401,0.01690830,0.17229470,0.45411651,0.67727218,1.02837671,3.20165809,0.05599224,1.61832608
-4.78139070,5.69611671,0.01719294,0.17521853,0.45889883,0.67582245,1.03219477,3.25955530,0.05620769,1.61979883
-4.77538769,5.75232163,0.01749585,0.17820083,0.46432686,0.67427960,1.03657956,3.31523002,0.05633912,1.62135440
-4.76938469,5.80640590,0.01781531,0.18121564,0.47037899,0.67269458,1.04165453,3.36839912,0.05638369,1.62311132
-4.76338169,5.85836635,0.01814926,0.18423956,0.47702611,0.67113422,1.04753420,3.41884332,0.05634023,1.62519971
-4.75737869,5.90827459,0.01849528,0.18725186,0.48423197,0.66968047,1.05432128,3.46640653,0.05620927,1.62775845
-4.75137569,5.95626928,0.01885071,0.19023458,0.49195376,0.66842900,1.06210389,3.51099273,0.05599305,1.63093213
-4.74537269,6.00254576,0.01921265,0.19317228,0.50014308,0.66748731,1.07095304,3.55256076,0.05569544,1.63486774
-4.73936968,6.04734364,0.01957813,0.19605180,0.50874705,0.66697230,1.08092048,3.59111717,0.05532185,1.63971124
-4.73336668,6.09093281,0.01994412,0.19886178,0.51770968,0.66700750,1.09203675,3.62670754,0.05487907,1.64560423
-4.72736368,6.13359857,0.02030769,0.20159219,0.52697335,0.66771991,1.10430963,3.65940697,0.05437509,1.65268056
-4.72136068,6.17562633,0.02066606,0.20423372,0.53648039,0.66923659,1.11772302,3.68930993,0.05381889,1.66106312
-4.71535768,6.21728651,0.02101675,0.20677725,0.54617451,0.67168118,1.13223612,3.71652019,0.05322022,1.67086080
-4.70935468,6.25882009,0.02135761,0.20921329,0.55600212,0.67517012,1.14778307,3.74114126,0.05258938,1.68216545
-4.70335168,6.30042521,0.02168688,0.21153154,0.56591337,0.67980907,1.16427304,3.76326766,0.05193695,1.69504903
-4.69734867,6.34224523,0.02200327,0.21372055,0.57586273,0.68568913,1.18159060,3.78297756,0.05127364,1.70956075
-4.69134567,6.38435830,0.02230593,0.21576748,0.58580922,0.69288329,1.19959660,3.80032685,0.05061004,1.72572422
-4.68534267,6.42676885,0.02259444,0.21765804,0.59571602,0.70144299,1.21812930,3.81534493,0.04995644,1.74353462
-4.67933967,6.46940085,0.02286879,0.21937657,0.60554968,0.71139488,1.23700586,3.82803227,0.04932270,1.76295583
-4.67333667,6.51209303,0.02312924,0.22090626,0.61527876,0.72273791,1.25602415,3.83835958,0.04871810,1.78391760
-4.66733367,6.55459598,0.02337626,0.22222946,0.62487211,0.73544075,1.27496479,3.84626856,0.04815121,1.80631284
-4.66133067,6.59657117,0.02361040,0.22332821,0.63429684,0.74943982,1.29359344,3.85167404,0.04762986,1.82999519
-4.65532766,6.63759183,0.02383212,0.22418467,0.64351619,0.76463776,1.31166334,3.85446709,0.04716097,1.85477701
-4.64932466,6.67714576,0.02404169,0.22478173,0.65248743,0.78090274,1.32891810,3.85451897,0.04675058,1.88042800
-4.64332166,6.71464008,0.02423901,0.22510355,0.66115999,0.79806856,1.34509464,3.85168553,0.04640374,1.90667483
