energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.71185593,11.81972875,0.02901240,1.10268499,1.81121706,0.77247192,5.40658073,4.66468874,0.13579783,3.76881355
-5.70585293,11.69025331,0.02825447,1.09371375,1.79147812,0.76628775,5.36237659,4.59560603,0.13619578,3.73845990
-5.69984992,11.53744701,0.02742752,1.08163155,1.76802645,0.75865852,5.30249449,4.52065825,0.13617733,3.69942825
-5.69384692,11.36030771,0.02653487,1.06629395,1.74102383,0.74954221,5.22638112,4.43926148,0.13572121,3.65160243
-5.68784392,11.15834445,0.02558178,1.04764690,1.71066284,0.73892262,5.13377754,4.35103090,0.13481443,3.59498915
-5.68184092,10.93160945,0.02457523,1.02572822,1.67716505,0.72681190,5.02473954,4.25579451,0.13345283,3.52972700
-5.67583792,10.68071163,0.02352385,1.00066554,1.64077905,0.71325210,4.89964853,4.15359848,0.13164133,3.45609201
-5.66983492,10.40681123,0.02243763,0.97267101,1.60177796,0.69831583,4.75921210,4.04470433,0.12939380,3.37449926
-5.66383192,10.11159598,0.02132772,0.94203316,1.56045654,0.68210590,4.60445416,3.92957835,0.12673267,3.28550027
-5.65782891,9.79724006,0.02020609,0.90910630,1.51712775,0.66475385,4.43669501,3.80887414,0.12368821,3.18977600
-5.65182591,9.46634754,0.01908530,0.87429813,1.47211875,0.64641765,4.25752179,3.68340925,0.12029760,3.08812563
-5.64582291,9.12188321,0.01797815,0.83805608,1.42576653,0.62727851,4.06875045,3.55413735,0.11660369,2.98145143
-5.63981991,8.76709373,0.01689745,0.80085308,1.37841323,0.60753686,3.87238078,3.42211724,0.11265367,2.87074042
-5.63381691,8.40542282,0.01585572,0.76317343,1.33040134,0.58740794,3.67054606,3.28848035,0.10849760,2.75704347
-5.62781391,8.04042428,0.01486501,0.72549929,1.28206911,0.56711695,3.46545948,3.15439820,0.10418696,2.64145278
-5.62181091,7.67567650,0.01393669,0.68829834,1.23374631,0.54689409,3.25935932,3.02105131,0.09977318,2.52507893
-5.61580790,7.31470199,0.01308130,0.65201309,1.18575072,0.52696971,3.05445496,2.88960080,0.09530628,2.40902828
-5.60980490,6.96089508,0.01230852,0.61705202,1.13838541,0.50756968,2.85287595,2.76116374,0.09083370,2.29438187
-5.60380190,6.61746008,0.01162704,0.58378293,1.09193705,0.48891131,2.65662564,2.63679296,0.08639930,2.18217656
-5.59779890,6.28736172,0.01104462,0.55252825,1.04667531,0.47119977,2.46754120,2.51746173,0.08204253,2.07338912
-5.59179590,5.97328858,0.01056811,0.52356264,1.00285329,0.45462528,2.28726092,2.40405341,0.07779797,1.96892369
-5.58579290,5.67762950,0.01020349,0.49711229,0.96070883,0.43936094,2.11719978,2.29735576,0.07369497,1.86960282
-5.57978989,5.40246231,0.00995597,0.47335599,0.92046652,0.42556136,1.95853336,2.19805940,0.06975761,1.77616194
-5.57378689,5.14955314,0.00983004,0.45242742,0.88234016,0.41336189,1.81219024,2.10675959,0.06600484,1.68924707
-5.56778389,4.92036448,0.00982959,0.43441842,0.84653518,0.40287855,1.67885216,2.02396049,0.06245075,1.60941520
-5.56178089,4.71606948,0.00995794,0.41938276,0.81325075,0.39420828,1.55896136,1.95008076,0.05910506,1.53713684
-5.55577789,4.53757009,0.01021793,0.40734017,0.78268132,0.38742967,1.45273383,1.88545967,0.05597362,1.47279981
-5.54977489,4.38551646,0.01061185,0.39828014,0.75501702,0.38260384,1.36017739,1.83036272,0.05305896,1.41671380
-5.54377189,4.26032565,0.01114149,0.39216544,0.73044297,0.37977539,1.28111323,1.78498605,0.05036095,1.36911485
-5.53776888,4.16219785,0.01180805,0.38893496,0.70913724,0.37897339,1.21519963,1.74945921,0.04787728,1.33016940
-5.53176588,4.09112896,0.01261202,0.38850595,0.69126749,0.38021215,1.16195674,1.72384603,0.04560400,1.29997729
-5.52576288,4.04691925,0.01355309,0.39077551,0.67698641,0.38349201,1.12079123,1.70814359,0.04353598,1.27857369
-5.51975988,4.02917811,0.01462996,0.39562150,0.66642632,0.38879980,1.09102013,1.70227976,0.04166719,1.26593003
-5.51375688,4.03732591,0.01584015,0.40290294,0.65969319,0.39610926,1.07189326,1.70610967,0.03999100,1.26195391
-5.50775388,4.07059428,0.01717989,0.41246016,0.65686061,0.40538140,1.06261367,1.71941208,0.03850035,1.26648864
-5.50175088,4.12802655,0.01864386,0.42411489,0.65796427,0.41656483,1.06235624,1.74188635,0.03718783,1.27931280
-5.49574787,4.20848043,0.02022514,0.43767056,0.66299734,0.42959620,1.07028429,1.77315108,0.03604573,1.30014048
-5.48974487,4.31063494,0.02191501,0.45291311,0.67190746,0.44440091,1.08556439,1.81274522,0.03506599,1.32862280
-5.48374187,4.43300330,0.02370299,0.46961243,0.68459556,0.46089414,1.10737974,1.86013247,0.03424023,1.36435136
-5.47773887,4.57395332,0.02557678,0.48752470,0.70091692,0.47898224,1.13494230,1.91470943,0.03355964,1.40686396
-5.47173587,4.73173599,0.02752236,0.50639573,0.72068457,0.49856469,1.16750408,1.97581790,0.03301497,1.45565300
-5.46573287,4.90452255,0.02952417,0.52596516,0.74367501,0.51953643,1.20436760,2.04276117,0.03259651,1.51017650
-5.45972986,5.09044906,0.03156530,0.54597170,0.76963610,0.54179066,1.24489579,2.11482398,0.03229413,1.56987169
-5.45372686,5.28766727,0.03362785,0.56615902,0.79829652,0.56522197,1.28852106,2.19129524,0.03209729,1.63417044
-5.44772386,5.49439899,0.03569319,0.58628222,0.82937645,0.58972966,1.33475346,2.27149252,0.03199517,1.70251612
-5.44172086,5.70899129,0.03774245,0.60611435,0.86259861,0.61522093,1.38318745,2.35478688,0.03197679,1.77438059
-5.43571786,5.92996861,0.03975692,0.62545281,0.89769894,0.64161393,1.43350675,2.44062624,0.03203114,1.84928051
-5.42971486,6.15607806,0.04171843,0.64412507,0.93443600,0.66884008,1.48548681,2.52855589,0.03214741,1.92679138
-5.42371186,6.38632394,0.04360981,0.66199334,0.97259842,0.69684566,1.53899406,2.61823403,0.03231512,2.00655843
-5.41770885,6.61998785,0.04541522,0.67895784,1.01200954,0.72559224,1.59398164,2.70944109,0.03252433,2.08830297
-5.41170585,6.85663148,0.04712044,0.69495829,1.05252875,0.75505578,1.65048093,2.80208128,0.03276579,2.17182330
-5.40570285,7.09607988,0.04871310,0.70997345,1.09404923,0.78522425,1.70858873,2.89617564,0.03303104,2.25698961
-5.39969985,7.33838450,0.05018277,0.72401855,1.13649193,0.81609375,1.76845004,2.99184608,0.03331250,2.34373255
-5.39369685,7.58376629,0.05152099,0.73714067,1.17979595,0.84766312,1.83023676,3.08929063,0.03360354,2.43202563
-5.38769385,7.83254104,0.05272118,0.74941224,1.22390588,0.87992725,1.89412284,3.18875077,0.03389838,2.52186206
-5.38169085,8.08503016,0.05377846,0.76092293,1.26875680,0.91286947,1.96025685,3.29047228,0.03419208,2.61322732
-5.37568784,8.34146185,0.05468942,0.77177046,1.31425788,0.94645335,2.02873329,3.39466153,0.03448039,2.70606874
-5.36968484,8.60186864,0.05545179,0.78205068,1.36027577,0.98061445,2.09956390,3.50143998,0.03475961,2.80026423
-5.36368184,8.86598773,0.05606415,0.79184784,1.40661906,1.01525276,2.17265099,3.61079956,0.03502643,2.89559220
-5.35767884,9.13317163,0.05652559,0.80122533,1.45302510,1.05022622,2.24776414,3.72256207,0.03527770,2.99170500
-5.35167584,9.40231582,0.05683542,0.81021787,1.49915032,1.08534623,2.32452237,3.83634567,0.03551035,3.08810801
-5.34567284,9.67180990,0.05699298,0.81882544,1.54456520,1.12037545,2.40238297,3.95154120,0.03572120,3.18414654
-5.33966983,9.93951759,0.05699745,0.82700960,1.58875468,1.15502858,2.48063863,4.06730074,0.03590689,3.27900203
-5.33366683,10.20278930,0.05684786,0.83469242,1.63112446,1.18897618,2.55842340,4.18254007,0.03606393,3.37169883
-5.32766383,10.45850918,0.05654311,0.84175823,1.67101338,1.22185191,2.63472818,4.29595610,0.03618868,3.46112198
-5.32166083,10.70317622,0.05608220,0.84805810,1.70771157,1.25326288,2.70842543,4.40605912,0.03627751,3.54604584
-5.31565783,10.93301715,0.05546443,0.85341694,1.74048376,1.28280284,2.77830248,4.51121917,0.03632706,3.62517270
-5.30965483,11.14412625,0.05468984,0.85764266,1.76859673,1.31006773,2.84310209,4.60972452,0.03633444,3.69717964
-5.30365183,11.33262553,0.05375951,0.86053697,1.79134951,1.33467281,2.90156860,4.69984974,0.03629759,3.76077159
-5.29764882,11.49483703,0.05267608,0.86190709,1.80810481,1.35627043,2.95249740,4.77992987,0.03621561,3.81473763
-5.29164582,11.62745801,0.05144408,0.86157764,1.81832009,1.37456756,2.99478518,4.84843688,0.03608914,3.85800771
-5.28564282,11.72772908,0.05007039,0.85940193,1.82157629,1.38934192,3.02747851,4.90405425,0.03592065,3.88970629
-5.27963982,11.79358558,0.04856447,0.85527197,1.81760281,1.40045578,3.04981790,4.94574544,0.03571471,3.90920000
-5.27363682,11.82378338,0.04693856,0.84912650,1.80629718,1.40786657,3.06127500,4.97281253,0.03547821,3.91613631
-5.26763382,11.81799119,0.04520778,0.84095662,1.78773825,1.41163339,3.06158083,4.98494142,0.03522042,3.91047074
-5.26163082,11.77684392,0.04339008,0.83080847,1.76219198,1.41191909,3.05074340,4.98223109,0.03495295,3.89248099
-5.25562781,11.70195320,0.04150598,0.81878314,1.73010963,1.40898748,3.02905356,4.96520505,0.03468962,3.86276682
-5.24962481,11.59587430,0.03957833,0.80503341,1.69211806,1.40319586,2.99707885,4.93480423,0.03444612,3.82223554
-5.24362181,11.46203060,0.03763180,0.78975799,1.64900287,1.39498298,2.95564549,4.89236169,0.03423960,3.77207370
-5.23761881,11.30459964,0.03569236,0.77319327,1.60168495,1.38485309,2.90580956,4.83956025,0.03408814,3.71370652
-5.23161581,11.12836672,0.03378670,0.75560337,1.55119185,1.37335695,2.84881884,4.77837546,0.03401009,3.64874706
-5.22561281,10.93855385,0.03194153,0.73726903,1.49862515,1.36107066,2.78606747,4.71100675,0.03402337,3.57893798
-5.21960980,10.74063297,0.03018295,0.71847600,1.44512567,1.34857347,2.71904577,4.63980039,0.03414478,3.50608890
-5.21360680,10.54013321,0.02853580,0.69950370,1.39183808,1.33642580,2.64928797,4.56716806,0.03438919,3.43201268
-5.20760380,10.34245183,0.02702305,0.68061472,1.33987654,1.32514849,2.57832050,4.49550507,0.03476896,3.35846390
-5.20160080,10.15267797,0.02566525,0.66204580,1.29029295,1.31520449,2.50761344,4.42711199,0.03529322,3.28708252
-5.19559780,9.97543724,0.02448007,0.64400069,1.24404918,1.30698367,2.43853747,4.36412309,0.03596746,3.21934553
-5.18959480,9.81476366,0.02348197,0.62664526,1.20199422,1.30079167,2.37232822,4.30844445,0.03679311,3.15652834
-5.18359180,9.67400361,0.02268185,0.61010488,1.16484703,1.29684302,2.31005939,4.26170395,0.03776735,3.09967778
-5.17758879,9.55575420,0.02208696,0.59446425,1.13318558,1.29525886,2.25262551,4.22521440,0.03888305,3.04959691
-5.17158579,9.46183673,0.02170073,0.57976940,1.10744199,1.29606906,2.20073451,4.19995051,0.04012892,3.00684204
-5.16558279,9.39330353,0.02152284,0.56603158,1.08790351,1.29921841,2.15490967,4.18653932,0.04148974,2.97173088
-5.15957979,9.35047489,0.02154927,0.55323277,1.07471889,1.30457637,2.11550016,4.18526333,0.04294686,2.94436063
-5.15357679,9.33300138,0.02177242,0.54133218,1.06790913,1.31194953,2.08269861,4.19607471,0.04447870,2.92463413
-5.14757379,9.33994571,0.02218136,0.53027341,1.06738180,1.32109601,2.05656404,4.21861878,0.04606142,2.91229169
-5.14157079,9.36987763,0.02276207,0.51999171,1.07294770,1.33174085,2.03704824,4.25226458,0.04766965,2.90694650
-5.13556778,9.42097549,0.02349772,0.51042084,1.08433882,1.34359135,2.02402340,4.29614019,0.04927720,2.90812084
-5.12956478,9.49112808,0.02436902,0.50149919,1.10122636,1.35635175,2.01730917,4.34917075,0.05085786,2.91528098
-5.12356178,9.57803125,0.02535460,0.49317487,1.12323799,1.36973623,2.01669724,4.41011717,0.05238606,2.92786878
-5.11755878,9.67927472,0.02643142,0.48540936,1.14997327,1.38347983,2.02197185,4.47761392,0.05383758,2.94532808
-5.11155578,9.79241574,0.02757517,0.47817981,1.18101675,1.39734677,2.03292526,4.55020452,0.05519006,2.96712510
-5.10555278,9.91503750,0.02876080,0.47147983,1.21594806,1.41113601,2.04936727,4.62637414,0.05642350,2.99276186
-5.09954977,10.04479183,0.02996298,0.46531886,1.25434905,1.42468409,2.07112863,4.70457876,0.05752063,3.02178267
-5.09354677,10.17942639,0.03115664,0.45972027,1.29580762,1.43786532,2.09805850,4.78327091,0.05846714,3.05377413
-5.08754377,10.31679855,0.03231751,0.45471838,1.33991880,1.45058975,2.13001651,4.86092233,0.05925181,3.08835932
-5.08154077,10.45487803,0.03342266,0.45035478,1.38628314,1.46279938,2.16686044,4.93604415,0.05986661,3.12518759
-5.07553777,10.59174194,0.03445107,0.44667396,1.43450325,1.47446317,2.20843075,5.00720519,0.06030661,3.16392125
-5.06953477,10.72556538,0.03538416,0.44371890,1.48417894,1.48557138,2.25453323,5.07304922,0.06056991,3.20422090
-5.06353177,10.85461130,0.03620632,0.44152661,1.53490182,1.49613004,2.30492155,5.13231174,0.06065747,3.24573101
-5.05752876,10.97722274,0.03690533,0.44012404,1.58625000,1.50615575,2.35928091,5.18383700,0.06057296,3.28806728
-5.05152576,11.09182023,0.03747284,0.43952449,1.63778371,1.51567168,2.41721434,5.22659532,0.06032251,3.33080722
-5.04552276,11.19690635,0.03790466,0.43972481,1.68904242,1.52470475,2.47823282,5.25970108,0.05991457,3.37348499
-5.03951976,11.29107852,0.03820099,0.44070338,1.73954396,1.53328441,2.54175012,5.28243094,0.05935967,3.41559119
-5.03351676,11.37305042,0.03836660,0.44241899,1.78878609,1.54144298,2.60708297,5.29424197,0.05867027,3.45657812
-5.02751376,11.44168134,0.03841084,0.44481070,1.83625069,1.54921753,2.67345700,5.29478896,0.05786055,3.49587025
-5.02151076,11.49601190,0.03834754,0.44779856,1.88141061,1.55665293,2.74001815,5.28393996,0.05694625,3.53287969
-5.01550775,11.53530418,0.03819483,0.45128514,1.92373898,1.56380596,2.80584950,5.26178912,0.05594454,3.56702569
-5.00950475,11.55908335,0.03797475,0.45515782,1.96272075,1.57074984,2.86999259,5.22866578,0.05487378,3.59775725
-5.00350175,11.56717789,0.03771285,0.45929163,1.99786579,1.57757885,2.93147241,5.18513869,0.05375336,3.62457743
-4.99749875,11.55975517,0.03743759,0.46355260,2.02872316,1.58441247,2.98932500,5.13201462,0.05260347,3.64706796
-4.99149575,11.53734943,0.03717967,0.46780130,2.05489556,1.59139865,3.04262632,5.07033053,0.05144485,3.66491270
-4.98549275,11.50087930,0.03697127,0.47189662,2.07605351,1.59871572,3.09052112,5.00133889,0.05029849,3.67791852
-4.97948974,11.45165281,0.03684524,0.47569944,2.09194807,1.60657272,3.13225046,4.92648605,0.04918533,3.68603213
-4.97348674,11.39135812,0.03683417,0.47907627,2.10242178,1.61520782,3.16717670,4.84738386,0.04812583,3.68935199
-4.96748374,11.32203928,0.03696948,0.48190252,2.10741683,1.62488474,3.19480479,4.76577495,0.04713967,3.68813423
-4.96148074,11.24605688,0.03728048,0.48406546,2.10698007,1.63588733,3.21479889,4.68349271,0.04624528,3.68279218
-4.95547774,11.16603451,0.03779345,0.48546670,2.10126440,1.64851218,3.22699363,4.60241701,0.04545945,3.67388915
-4.94947474,11.08479240,0.03853070,0.48602424,2.09052638,1.66305981,3.23139952,4.52442708,0.04479695,3.66212472
-4.94347174,11.00527063,0.03950976,0.48567386,2.07511999,1.67982454,3.22820221,4.45135319,0.04427012,3.64831487
-4.93746873,10.93044455,0.04074263,0.48437009,2.05548664,1.69908363,3.21775567,4.38492868,0.04388855,3.63336669
-4.93146573,10.86323558,0.04223514,0.48208654,2.03214193,1.72108596,3.20056951,4.32674415,0.04365885,3.61824874
-4.92546273,10.80642092,0.04398642,0.47881577,2.00565951,1.74604092,3.17729107,4.27820533,0.04358435,3.60395806
-4.91945973,10.76254533,0.04598858,0.47456857,1.97665275,1.77410787,3.14868270,4.24049616,0.04366505,3.59148538
-4.91345673,10.73383855,0.04822659,0.46937294,1.94575500,1.80538660,3.11559544,4.21454828,0.04389752,3.58177958
-4.90745373,10.72214118,0.05067823,0.46327255,1.91359918,1.83990917,3.07893988,4.20101792,0.04427495,3.57571314
-4.90145073,10.72884181,0.05331442,0.45632499,1.88079755,1.87763360,3.03965532,4.20027080,0.04478725,3.57404950
-4.89544772,10.75482731,0.05609965,0.44859966,1.84792251,1.91843939,2.99867843,4.21237548,0.04542124,3.57741397
-4.88944472,10.80044802,0.05899263,0.44017559,1.81548908,1.96212520,2.95691249,4.23710490,0.04616093,3.58626874
-4.88344172,10.86549855,0.06194718,0.43113911,1.78393979,2.00840882,2.91519828,4.27394609,0.04698781,3.60089333
-4.87743872,10.94921469,0.06491326,0.42158148,1.75363247,2.05692922,2.87428769,4.32211705,0.04788124,3.62137071
-4.87143572,11.05028601,0.06783818,0.41159652,1.72483139,2.10725073,2.83482087,4.38059023,0.04881886,3.64757976
-4.86543272,11.16688347,0.07066789,0.40127845,1.69770189,2.15886925,2.79730767,4.44812141,0.04977704,3.67919414
-4.85942971,11.29670068,0.07334839,0.39071970,1.67230870,2.21122020,2.76211405,4.52328274,0.05073134,3.71568748
-4.85342671,11.43700742,0.07582714,0.38000909,1.64861779,2.26368798,2.72945367,4.60449890,0.05165697,3.75634477
-4.84742371,11.58471328,0.07805445,0.36923012,1.62650175,2.31561675,2.69938502,4.69008486,0.05252931,3.80027939
-4.84142071,11.73643962,0.07998484,0.35845952,1.60574813,2.36632218,2.67181407,4.77828433,0.05332435,3.84645524
-4.83541771,11.88859755,0.08157826,0.34776614,1.58607061,2.41510388,2.64650211,4.86730763,0.05401919,3.89371317
-4.82941471,12.03746983,0.08280118,0.33721008,1.56712234,2.46125827,2.62307865,4.95536813,0.05459248,3.94080099
-4.82341171,12.17929451,0.08362747,0.32684206,1.54851100,2.50409155,2.60105861,5.04071650,0.05502483,3.98640597
-4.81740870,12.31034831,0.08403904,0.31670318,1.52981505,2.54293245,2.57986326,5.12167203,0.05529925,4.02918903
-4.81140570,12.42702787,0.08402632,0.30682483,1.51060046,2.57714463,2.55884409,5.19665078,0.05540149,4.06781951
-4.80540270,12.52592692,0.08358840,0.29722892,1.49043759,2.60613833,2.53730861,5.26419016,0.05532037,4.10100958
-4.79939970,12.60390806,0.08273294,0.28792831,1.46891737,2.62938116,2.51454728,5.32296982,0.05504804,4.12754735
-4.79339670,12.65816748,0.08147585,0.27892744,1.44566652,2.64640773,2.48986047,5.37182891,0.05458018,4.14632784
-4.78739370,12.68629159,0.07984073,0.27022313,1.42036125,2.65682805,2.46258456,5.40977977,0.05391614,4.15638075
-4.78139070,12.68630450,0.07785804,0.26180555,1.39273893,2.66033448,2.43211618,5.43601819,0.05305895,4.15689472
-4.77538769,12.65670545,0.07556422,0.25365923,1.36260762,2.65670706,2.39793384,5.44993050,0.05201530,4.14723699
-4.76938469,12.59649576,0.07300051,0.24576426,1.32985292,2.64581733,2.35961616,5.45109759,0.05079542,4.12696839
-4.76338169,12.50519475,0.07021178,0.23809737,1.29444218,2.62763031,2.31685614,5.43929620,0.04941277,4.09585304
-4.75737869,12.38284453,0.06724524,0.23063321,1.25642583,2.60220481,2.26947101,5.41449761,0.04788378,4.05386272
-4.75137569,12.23000368,0.06414915,0.22334542,1.21593594,2.56969205,2.21740743,5.37686382,0.04622737,4.00117576
-4.74537269,12.04773005,0.06097153,0.21620777,1.17318197,2.53033251,2.16074198,5.32674141,0.04446448,3.93817063
-4.73936968,11.83755314,0.05775897,0.20919516,1.12844407,2.48445118,2.09967703,5.26465316,0.04261750,3.86541445
-4.73336668,11.60143680,0.05455548,0.20228449,1.08206397,2.43245132,2.03453224,5.19128731,0.04070963,3.78364676
-4.72736368,11.34173295,0.05140148,0.19545543,1.03443413,2.37480667,1.96573233,5.10748474,0.03876425,3.69375916
-4.72136068,11.06112760,0.04833302,0.18869098,0.98598520,2.31205256,1.89379143,5.01422380,0.03680433,3.59677135
-4.71535768,10.76258025,0.04538103,0.18197795,0.93717261,2.24477576,1.81929495,4.91260306,0.03485176,3.49380431
-4.70935468,10.44925810,0.04257091,0.17530712,0.88846254,2.17360359,1.74287976,4.80382187,0.03292678,3.38605143
-4.70335168,10.12446669,0.03992217,0.16867338,0.84031794,2.09919223,1.66521329,4.68915894,0.03104756,3.27474837
-4.69734867,9.79157852,0.03744843,0.16207560,0.79318500,2.02221478,1.58697269,4.56994915,0.02922973,3.16114257
-4.69134567,9.45396151,0.03515744,0.15551640,0.74748066,1.94334902,1.50882470,4.44755883,0.02748612,3.04646318
-4.68534267,9.11490897,0.03305139,0.14900180,0.70358147,1.86326548,1.43140693,4.32335999,0.02582657,2.93189236
-4.67933967,8.77757290,0.03112737,0.14254075,0.66181424,1.78261589,1.35531141,4.19870395,0.02425787,2.81853866
-4.67333667,8.44490251,0.02937792,0.13614460,0.62244869,1.70202244,1.28107075,4.07489508,0.02278383,2.70741327
-4.66733367,8.11958939,0.02779173,0.12982659,0.58569239,1.62206801,1.20914733,3.95316521,0.02140548,2.59940978
-4.66133067,7.80402104,0.02635441,0.12360129,0.55168793,1.54328787,1.13992592,3.83464963,0.02012128,2.49528790
-4.65532766,7.50024390,0.02504931,0.11748405,0.52051244,1.46616283,1.07370955,3.72036542,0.01892752,2.39566176
-4.64932466,7.20993711,0.02385838,0.11149064,0.49217932,1.39111419,1.01071880,3.61119283,0.01781875,2.30099288
-4.64332166,6.93439750,0.02276294,0.10563679,0.46664200,1.31850061,0.95109418,3.50786061,0.01678819,2.21158798
