energy_ev,total_up,Cu_p_up,Cu_d_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.45372686,8.10544712,1.56236941,1.55274559,0.78174964,0.07404431,0.74346960,0.10929528,3.36239813
-5.44772386,7.98335852,1.53316930,1.54046580,0.77321769,0.07450028,0.74288052,0.10677505,3.29088791
-5.44172086,7.84271285,1.49978667,1.52463564,0.76269438,0.07484873,0.74076508,0.10419966,3.21129458
-5.43571786,7.68471845,1.46262928,1.50537425,0.75036263,0.07508169,0.73708083,0.10157644,3.12442423
-5.42971486,7.51078388,1.42216884,1.48283508,0.73640711,0.07519218,0.73180685,0.09891344,3.03116442
-5.42371186,7.32248862,1.37893573,1.45720205,0.72101036,0.07517417,0.72494510,0.09621919,2.93246477
-5.41770885,7.12155286,1.33351374,1.42868568,0.70434998,0.07502256,0.71652155,0.09350257,2.82931745
-5.41170585,6.90980813,1.28653501,1.39751927,0.68659657,0.07473309,0.70658719,0.09077262,2.72273846
-5.40570285,6.68917019,1.23867543,1.36395548,0.66791269,0.07430230,0.69521881,0.08803834,2.61375042
-5.39969985,6.46161502,1.19065057,1.32826339,0.64845261,0.07372748,0.68251964,0.08530865,2.50336756
-5.39369685,6.22915875,1.14321224,1.29072612,0.62836276,0.07300673,0.66861987,0.08259228,2.39258320
-5.38769385,5.99384141,1.09714545,1.25163895,0.60778289,0.07213893,0.65367677,0.07989784,2.28235996
-5.38169085,5.75771445,1.05326561,1.21130803,0.58684745,0.07112385,0.63787460,0.07723390,2.17362264
-5.37568784,5.52283135,1.01241570,1.17004930,0.56568744,0.06996223,0.62142401,0.07460909,2.06725360
-5.36968484,5.29124035,0.97546286,1.12818780,0.54443216,0.06865592,0.60456093,0.07203239,1.96409026
-5.36368184,5.06497824,0.94329422,1.08605683,0.52321099,0.06720800,0.58754476,0.06951327,1.86492413
-5.35767884,4.84606408,0.91681121,1.04399704,0.50215490,0.06562293,0.57065585,0.06706200,1.77050106
-5.35167584,4.63649144,0.89692202,1.00235514,0.48139762,0.06390669,0.55419218,0.06468979,1.68152175
-5.34567284,4.43821825,0.88453184,0.96148212,0.46107641,0.06206688,0.53846506,0.06240905,1.59864226
-5.33966983,4.25315315,0.88053044,0.92173076,0.44133231,0.06011285,0.52379409,0.06023346,1.52247374
-5.33366683,4.08313772,0.88577689,0.88345250,0.42230983,0.05805568,0.51050111,0.05817801,1.45358104
-5.32766383,3.92992419,0.90108149,0.84699351,0.40415617,0.05590826,0.49890343,0.05625895,1.39247980
-5.32166083,3.79514869,0.92718493,0.81269004,0.38701980,0.05368518,0.48930641,0.05449361,1.33963190
-5.31565783,3.68030022,0.96473510,0.78086314,0.37104864,0.05140263,0.48199544,0.05290012,1.29543918
-5.30965483,3.58668652,1.01426225,0.75181286,0.35638769,0.04907824,0.47722770,0.05149704,1.26023552
-5.30365183,3.51539756,1.07615325,0.72581215,0.34317635,0.04673079,0.47522390,0.05030285,1.23427780
-5.29764882,3.46726862,1.15062600,0.70310073,0.33154538,0.04438000,0.47616021,0.04933542,1.21773594
-5.29164582,3.44284454,1.23770549,0.68387907,0.32161374,0.04204608,0.48016098,0.04861139,1.21068283
-5.28564282,3.44234739,1.33720257,0.66830302,0.31348530,0.03974943,0.48729223,0.04814549,1.21308481
-5.27963982,3.46564965,1.44869719,0.65647920,0.30724564,0.03751015,0.49755663,0.04794997,1.22479348
-5.27363682,3.51225510,1.57152740,0.64846154,0.30295899,0.03534762,0.51089010,0.04803399,1.24553961
-5.26763382,3.58128951,1.70478548,0.64424924,0.30066557,0.03328010,0.52716035,0.04840307,1.27493002
-5.26163082,3.67150286,1.84732226,0.64378651,0.30037936,0.03132422,0.54616774,0.04905875,1.31244806
-5.25562781,3.78128429,1.99776055,0.64696400,0.30208645,0.02949467,0.56764845,0.04999832,1.35745818
-5.24962481,3.90869068,2.15451781,0.65362233,0.30574414,0.02780384,0.59128015,0.05121471,1.40921509
-5.24362181,4.05148880,2.31583820,0.66355751,0.31128079,0.02626151,0.61669003,0.05269663,1.46687742
-5.23761881,4.20721048,2.47983322,0.67652822,0.31859657,0.02487468,0.64346515,0.05442885,1.52952593
-5.23161581,4.37321912,2.64452979,0.69226471,0.32756500,0.02364747,0.67116458,0.05639273,1.59618566
-5.22561281,4.54678568,2.80792417,0.71047913,0.33803539,0.02258111,0.69933322,0.05856690,1.66585148
-5.21960980,4.72517087,2.96803939,0.73087660,0.34983604,0.02167401,0.72751640,0.06092809,1.73751588
-5.21360680,4.90571048,3.12298398,0.75316686,0.36277807,0.02092197,0.75527502,0.06345217,1.81019804
-5.20760380,5.08589969,3.27100900,0.77707562,0.37665984,0.02031848,0.78220030,0.06611521,1.88297266
-5.20160080,5.26347266,3.41056092,0.80235536,0.39127159,0.01985506,0.80792761,0.06889462,1.95499732
-5.19559780,5.43647321,3.54032737,0.82879470,0.40640028,0.01952171,0.83214860,0.07177030,2.02553682
-5.18959480,5.60331311,3.65927370,0.85622596,0.42183435,0.01930742,0.85462127,0.07472566,2.09398323
-5.18359180,5.76281481,3.76666827,0.88453051,0.43736809,0.01920069,0.87517723,0.07774863,2.15987064
-5.17758879,5.91423628,3.86209510,0.91364141,0.45280558,0.01919005,0.89372598,0.08083239,2.22288349
-5.17158579,6.05727637,3.94545334,0.94354315,0.46796389,0.01926461,0.91025592,0.08397597,2.28285812
-5.16558279,6.19206041,4.01694360,0.97426851,0.48267550,0.01941453,0.92483220,0.08718450,2.33977724
-5.15957979,6.31910646,4.07704189,1.00589246,0.49678978,0.01963144,0.93759134,0.09046926,2.39375750
-5.15357679,6.43927398,4.12646281,1.03852346,0.51017356,0.01990881,0.94873313,0.09384739,2.44503072
-5.14757379,6.55369741,4.16611406,1.07229247,0.52271078,0.02024211,0.95851013,0.09734128,2.49391980
-5.14157079,6.66370801,4.19704487,1.10734018,0.53430134,0.02062904,0.96721542,0.10097766,2.54081033
-5.13556778,6.77074809,4.22039128,1.14380310,0.54485925,0.02106941,0.97516905,0.10478651,2.58611959
-5.12956478,6.87628170,4.23732116,1.18179910,0.55431032,0.02156508,0.98270413,0.10879961,2.63026449
-5.12356178,6.98170641,4.24898212,1.22141330,0.56258959,0.02211965,0.99015290,0.11304899,2.67363002
-5.11755878,7.08827043,4.25645458,1.26268475,0.56963869,0.02273807,0.99783361,0.11756528,2.71654011
-5.11155578,7.19699892,4.26071258,1.30559483,0.57540342,0.02342614,1.00603856,0.12237595,2.75923218
-5.10555278,7.30863276,4.26259357,1.35005778,0.57983179,0.02418996,1.01502387,0.12750364,2.80183682
-5.09954977,7.42358238,4.26277842,1.39591395,0.58287265,0.02503522,1.02500108,0.13296447,2.84436356
-5.09354677,7.54189832,4.26178167,1.44292612,0.58447505,0.02596660,1.03613093,0.13876666,2.88669339
-5.08754377,7.66325907,4.25995181,1.49077902,0.58458850,0.02698705,1.04851919,0.14490929,2.92857828
-5.08154077,7.78697621,4.25748021,1.53908225,0.58316405,0.02809721,1.06221457,0.15138129,2.96964767
-5.07553777,7.91201556,4.25441753,1.58737647,0.58015620,0.02929484,1.07720846,0.15816089,3.00942126
-5.06953477,8.03703270,4.25069531,1.63514254,0.57552549,0.03057441,1.09343634,0.16521529,3.04732750
-5.06353177,8.16042020,4.24615076,1.68181341,0.56924165,0.03192683,1.11078051,0.17250080,3.08272642
-5.05752876,8.28036399,4.24055252,1.72678811,0.56128704,0.03333928,1.12907396,0.17996325,3.11493569
-5.05152576,8.39490543,4.23362533,1.76944747,0.55166012,0.03479536,1.14810490,0.18753886,3.14325826
-5.04552276,8.50200623,4.22507178,1.80917079,0.54037879,0.03627524,1.16762199,0.19515534,3.16701028
-5.03951976,8.59961302,4.21458981,1.84535294,0.52748320,0.03775621,1.18733985,0.20273337,3.18554771
-5.03351676,8.68571898,4.20188500,1.87742119,0.51303788,0.03921322,1.20694480,0.21018822,3.19829045
-5.02751376,8.75842017,4.18667740,1.90485121,0.49713301,0.04061969,1.22610071,0.21743162,3.20474276
-5.02151076,8.81596496,4.16870298,1.92718168,0.47988463,0.04194839,1.24445509,0.22437370,3.20450934
-5.01550775,8.85679528,4.14771042,1.94402708,0.46143372,0.04317243,1.26164511,0.23092500,3.19730633
-5.00950475,8.87957915,4.12345442,1.95508823,0.44194419,0.04426627,1.27730399,0.23699848,3.18296729
-5.00350175,8.88323460,4.09568681,1.96016053,0.42159985,0.04520672,1.29106746,0.24251137,3.16144407
-4.99749875,8.86694534,4.06414719,1.95913950,0.40060033,0.04597394,1.30258060,0.24738703,3.13280306
-4.99149575,8.83016923,4.02855460,1.95202390,0.37915641,0.04655225,1.31150486,0.25155652,3.09721764
-4.98549275,8.77264062,3.98860193,1.93891623,0.35748470,0.04693091,1.31752545,0.25496003,3.05495735
-4.97948974,8.69436799,3.94395407,1.92002107,0.33580216,0.04710464,1.32035888,0.25754809,3.00637521
-4.97348674,8.59562823,3.89425103,1.89564130,0.31432054,0.04707402,1.31976061,0.25928248,2.95189375
-4.96748374,8.47695879,3.83911629,1.86617258,0.29324112,0.04684561,1.31553254,0.26013698,2.89199113
-4.96148074,8.33914879,3.77817058,1.83209634,0.27275003,0.04643191,1.30753027,0.26009780,2.82718804
-4.95547774,8.18322971,3.71105045,1.79397164,0.25301411,0.04585110,1.29566963,0.25916387,2.75803612
-4.94947474,8.01046613,3.63743090,1.75242613,0.23417783,0.04512654,1.27993240,0.25734682,2.68510849
-4.94347174,7.82234638,3.55705069,1.70814623,0.21636103,0.04428618,1.26037067,0.25467079,2.60899272
-4.93746873,7.62057277,3.46973876,1.66186692,0.19965780,0.04336171,1.23710977,0.25117207,2.53028611
-4.93146573,7.40705058,3.37544003,1.61436086,0.18413625,0.04238770,1.21034921,0.24689851,2.44959330
-4.92546273,7.18387494,3.27423876,1.56642729,0.16983933,0.04140060,1.18036165,0.24190876,2.36752556
-4.91945973,6.95331435,3.16637790,1.51888028,0.15678640,0.04043765,1.14748956,0.23627136,2.28470149
-4.91345673,6.71778979,3.05227276,1.47253655,0.14497551,0.03953587,1.11213955,0.23006360,2.20174809
-4.90745373,6.47984841,2.93251801,1.42820263,0.13438623,0.03873096,1.07477442,0.22337024,2.11930178
-4.90145073,6.24213100,2.80788713,1.38666138,0.12498273,0.03805631,1.03590298,0.21628207,2.03800835
-4.89544772,6.00733273,2.67932400,1.34865784,0.11671704,0.03754200,0.99606794,0.20889422,1.95852142
-4.88944472,5.77815736,2.54792676,1.31488450,0.10953225,0.03721395,0.95583222,0.20130445,1.88149874
-4.88344172,5.55726530,2.41492447,1.28596609,0.10336553,0.03709311,0.91576409,0.19361112,1.80759592
-4.87743872,5.34721656,2.28164753,1.26244428,0.09815079,0.03719480,0.87642155,0.18591126,1.73745769
-4.87143572,5.15041020,2.14949316,1.24476250,0.09382093,0.03752816,0.83833678,0.17829841,1.67170641
-4.86543272,4.96902221,2.01988728,1.23325153,0.09030956,0.03809572,0.80200094,0.17086052,1.61092845
-4.85942971,4.80494418,1.89424468,1.22811638,0.08755228,0.03889317,0.76785017,0.16367791,1.55565871
-4.85342671,4.65972534,1.77392891,1.22942505,0.08548732,0.03990928,0.73625315,0.15682133,1.50636409
-4.84742371,4.53452054,1.66021360,1.23709987,0.08405588,0.04112595,0.70750084,0.15035021,1.46342665
-4.84142071,4.43004689,1.55424671,1.25091215,0.08320190,0.04251851,0.68179888,0.14431125,1.42712735
-4.83541771,4.34655130,1.45701888,1.27048049,0.08287158,0.04405614,0.65926267,0.13873723,1.39763133
-4.82941471,4.28379089,1.36933706,1.29527347,0.08301275,0.04570259,0.63991575,0.13364636,1.37497558
-4.82341171,4.24102785,1.29180394,1.32461682,0.08357395,0.04741693,0.62369108,0.12904201,1.35905980
-4.81740870,4.21703956,1.22480383,1.35770536,0.08450368,0.04915462,0.61043555,0.12491293,1.34964114
-4.81140570,4.21014411,1.16849515,1.39361942,0.08574956,0.05086860,0.59991720,0.12123397,1.34633326
-4.80540270,4.21824089,1.12280943,1.43134564,0.08725776,0.05251065,0.59183499,0.11796733,1.34861011
-4.79939970,4.23886500,1.08745656,1.46980137,0.08897260,0.05403264,0.58583064,0.11506420,1.35581438
-4.79339670,4.26925378,1.06193596,1.50786217,0.09083641,0.05538805,0.58150208,0.11246679,1.36717064
-4.78739370,4.30642311,1.04555303,1.54439133,0.09278970,0.05653327,0.57841786,0.11011075,1.38180266
-4.78139070,4.34725082,1.03744022,1.57827042,0.09477161,0.05742896,0.57613203,0.10792766,1.39875451
-4.77538769,4.38856434,1.03658205,1.60842986,0.09672067,0.05804127,0.57419890,0.10584780,1.41701473
-4.76938469,4.42722934,1.04184329,1.63387829,0.09857573,0.05834288,0.57218708,0.10380281,1.43554266
-4.76338169,4.46023639,1.05199952,1.65372972,0.10027722,0.05831384,0.56969240,0.10172824,1.45329617
-4.75737869,4.48478274,1.06576926,1.66722752,0.10176846,0.05794214,0.56634920,0.09956592,1.46925974
-4.75137569,4.49834663,1.08184690,1.67376438,0.10299706,0.05722403,0.56183980,0.09726603,1.48247202
-4.74537269,4.49875178,1.09893554,1.67289775,0.10391644,0.05616408,0.55590176,0.09478871,1.49205185
-4.73936968,4.48422044,1.11577906,1.66436016,0.10448722,0.05477484,0.54833299,0.09210531,1.49722210
-4.73336668,4.45341366,1.13119256,1.64806437,0.10467852,0.05307637,0.53899452,0.08919913,1.49733032
-4.72736368,4.40545799,1.14409037,1.62410334,0.10446913,0.05109543,0.52781116,0.08606566,1.49186584
-4.72136068,4.33995842,1.15351096,1.59274523,0.10384846,0.04886445,0.51477006,0.08271242,1.48047266
-4.71535768,4.25699781,1.15863811,1.55442385,0.10281726,0.04642045,0.49991748,0.07915826,1.46295785
-4.70935468,4.15712337,1.15881763,1.50972510,0.10138799,0.04380369,0.48335403,0.07543243,1.43929536
-4.70335168,4.04132131,1.15356935,1.45937006,0.09958498,0.04105641,0.46522860,0.07157317,1.40962499
-4.69734867,3.91098087,1.14259378,1.40419538,0.09744420,0.03822149,0.44573140,0.06762622,1.37424693
-4.69134567,3.76784920,1.12577358,1.34513174,0.09501276,0.03534121,0.42508632,0.06364310,1.33361183
-4.68534267,3.61397883,1.10316953,1.28318104,0.09234806,0.03245607,0.40354296,0.05967929,1.28830698
-4.67933967,3.45166935,1.07501140,1.21939299,0.08951662,0.02960384,0.38136862,0.05579246,1.23903891
-4.67333667,3.28340497,1.04168398,1.15484167,0.08659272,0.02681870,0.35884040,0.05204069,1.18661311
-4.66733367,3.11178976,1.00370884,1.09060247,0.08365666,0.02413060,0.33623772,0.04848092,1.13191132
-4.66133067,2.93948203,0.96172260,1.02772996,0.08079288,0.02156485,0.31383534,0.04516734,1.07586726
-4.65532766,2.76912940,0.91645239,0.96723691,0.07808784,0.01914186,0.29189701,0.04215017,1.01944123
-4.64932466,2.60330602,0.86868962,0.91007470,0.07562782,0.01687714,0.27066987,0.03947447,0.96359457
-4.64332166,2.44445300,0.81926285,0.85711531,0.07349655,0.01478139,0.25037966,0.03717916,0.90926443
-4.63731866,2.29482344,0.76901094,0.80913517,0.07177284,0.01286078,0.23122674,0.03529630,0.85733958
-4.63131566,2.15643290,0.71875725,0.76680079,0.07052823,0.01111736,0.21338287,0.03385039,0.80863792
-4.62531266,2.03101629,0.66928589,0.73065651,0.06982470,0.00954952,0.19698893,0.03285796,0.76388626
-4.61930965,1.91999202,0.62132072,0.70111437,0.06971251,0.00815252,0.18215332,0.03232723,0.72370278
-4.61330665,1.82443405,0.57550773,0.67844642,0.07022832,0.00691903,0.16895122,0.03225788,0.68858269
-4.60730365,1.74505265,0.53240126,0.66277962,0.07139350,0.00583975,0.15742454,0.03264099,0.65888749
-4.60130065,1.68218409,0.49245441,0.65409354,0.07321284,0.00490388,0.14758271,0.03345907,0.63483802
-4.59529765,1.63579002,0.45601368,0.65222120,0.07567375,0.00409968,0.13940398,0.03468624,0.61651157
-4.58929465,1.60546656,0.42331788,0.65685325,0.07874578,0.00341488,0.13283762,0.03628855,0.60384318
-4.58329165,1.59046331,0.39450115,0.66754573,0.08238086,0.00283707,0.12780656,0.03822440,0.59663107
-4.57728864,1.58971233,0.36959971,0.68373162,0.08651395,0.00235407,0.12421082,0.04044521,0.59454632
-4.57128564,1.60186654,0.34856209,0.70473621,0.09106443,0.00195414,0.12193138,0.04289621,0.59714636
-4.56528264,1.62534728,0.33126222,0.72979627,0.09593794,0.00162621,0.12083469,0.04551743,0.60389223
-4.55927964,1.65840002,0.31751493,0.75808292,0.10102894,0.00136004,0.12077762,0.04824489,0.61416906
-4.55327664,1.69915711,0.30709329,0.78872770,0.10622368,0.00114624,0.12161277,0.05101192,0.62730932
-4.54727364,1.74570616,0.29974715,0.82085154,0.11140369,0.00097641,0.12319415,0.05375071,0.64261824
-4.54127064,1.79616224,0.29522232,0.85359565,0.11644958,0.00084309,0.12538305,0.05639392,0.65940060
-4.53526763,1.84874184,0.29327980,0.88615374,0.12124514,0.00073977,0.12805393,0.05887639,0.67698819
-4.52926463,1.90183636,0.29371442,0.91780433,0.12568143,0.00066085,0.13110034,0.06113690,0.69476688
-4.52326163,1.95408252,0.29637242,0.94794206,0.12966092,0.00060158,0.13444048,0.06311983,0.71220257
-4.51725863,2.00442734,0.30116728,0.97610693,0.13310130,0.00055800,0.13802244,0.06477680,0.72886487
-4.51125563,2.05218486,0.30809349,1.00200991,0.13593897,0.00052691,0.14182882,0.06606809,0.74444772
-4.50525263,2.09708243,0.31723757,1.02555417,0.13813196,0.00050575,0.14588058,0.06696382,0.75878605
-4.49924962,2.13929415,0.32878608,1.04685035,0.13966216,0.00049254,0.15023994,0.06744491,0.77186758
-4.49324662,2.17945967,0.34303011,1.06622541,0.14053675,0.00048589,0.15501218,0.06750362,0.78383935
