energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.66983492,7.05438562,0.01610845,0.90100543,1.53888611,3.60615223,0.04350645,1.83244826,1.05283906,0.67842232
-5.66383192,6.94295003,0.01601237,0.88963032,1.50403264,3.55526270,0.04292305,1.80925751,1.03249607,0.65880862
-5.65782891,6.81789266,0.01585137,0.87540340,1.46694683,3.49674200,0.04230096,1.78375070,1.00877493,0.63856182
-5.65182591,6.68050153,0.01562871,0.85847299,1.42787152,3.43129144,0.04164551,1.75621189,0.98196317,0.61781109
-5.64582291,6.53240591,0.01534944,0.83905389,1.38713310,3.35979860,0.04096298,1.72698395,0.95242512,0.59669637
-5.63981991,6.37551798,0.01502025,0.81741924,1.34513284,3.28330403,0.04026020,1.69645436,0.92059036,0.57536507
-5.63381691,6.21196507,0.01464935,0.79389054,1.30233520,3.20296309,0.03954424,1.66503988,0.88694012,0.55396854
-5.62781391,6.04401595,0.01424624,0.76882601,1.25925351,3.12000465,0.03882203,1.63317078,0.85199230,0.53265828
-5.62181091,5.87400467,0.01382144,0.74260828,1.21643403,3.03568878,0.03810005,1.60127549,0.81628577,0.51158218
-5.61580790,5.70425543,0.01338622,0.71563160,1.17443889,2.95126535,0.03738406,1.56976625,0.78036445,0.49088084
-5.60980490,5.53701193,0.01295229,0.68828946,1.13382882,2.86793540,0.03667892,1.53902654,0.74476197,0.47068415
-5.60380190,5.37437388,0.01253143,0.66096284,1.09514653,2.78681687,0.03598843,1.50940072,0.70998723,0.45110833
-5.59779890,5.21824323,0.01213521,0.63400983,1.05890121,2.70891586,0.03531533,1.48118622,0.67651157,0.43225346
-5.59179590,5.07028147,0.01177460,0.60775667,1.02555483,2.63510438,0.03466130,1.45462843,0.64475774,0.41420157
-5.58579290,4.93187906,0.01145970,0.58249071,0.99551066,2.56610493,0.03402708,1.42991831,0.61509103,0.39701552
-5.57978989,4.80413705,0.01119945,0.55845522,0.96910421,2.50248198,0.03341262,1.40719259,0.58781269,0.38073843
-5.57378689,4.68786051,0.01100137,0.53584622,0.94659676,2.44463996,0.03281730,1.38653611,0.56315573,0.36539388
-5.56778389,4.58356251,0.01087135,0.51481104,0.92817143,2.39282720,0.03224016,1.36798610,0.54128299,0.35098674
-5.56178089,4.49147735,0.01081348,0.49544878,0.91393167,2.34714478,0.03168012,1.35153770,0.52228744,0.33750445
-5.55577789,4.41158118,0.01082998,0.47781214,0.90390194,2.30755941,0.03113627,1.33715036,0.50619445,0.32491894
-5.54977489,4.34361813,0.01092109,0.46191052,0.89803028,2.27391912,0.03060801,1.32475458,0.49296589,0.31318873
-5.54377189,4.28713012,0.01108509,0.44771415,0.89619253,2.24597081,0.03009528,1.31425850,0.48250565,0.30226142
-5.53776888,4.24148870,0.01131838,0.43515887,0.89819780,2.22337850,0.02959865,1.30555406,0.47466648,0.29207623
-5.53176588,4.20592731,0.01161552,0.42415136,0.90379494,2.20574172,0.02911943,1.29852243,0.46925767,0.28256657
-5.52576288,4.17957297,0.01196943,0.41457469,0.91267986,2.19261308,0.02865966,1.29303847,0.46605345,0.27366261
-5.51975988,4.16147655,0.01237156,0.40629377,0.92450327,2.18351481,0.02822209,1.28897440,0.46480173,0.26529361
-5.51375688,4.15064101,0.01281217,0.39916077,0.93887895,2.17795380,0.02781014,1.28620250,0.46523296,0.25739013
-5.50775388,4.14604753,0.01328054,0.39302028,0.95539223,2.17543517,0.02742776,1.28459709,0.46706891,0.24988592
-5.50175088,4.14667939,0.01376529,0.38771410,0.97360870,2.17547423,0.02707933,1.28403612,0.47003098,0.24271958
-5.49574787,4.15154386,0.01425474,0.38308567,0.99308305,2.17760705,0.02676953,1.28440230,0.47384807,0.23583588
-5.48974487,4.15969213,0.01473717,0.37898403,1.01336798,2.18139972,0.02650316,1.28558432,0.47826361,0.22918689
-5.48374187,4.17023771,0.01520118,0.37526730,1.03402310,2.18645636,0.02628510,1.28747813,0.48304170,0.22273270
-5.47773887,4.18237308,0.01563604,0.37180568,1.05462375,2.19242621,0.02612014,1.28998859,0.48797211,0.21644203
-5.47173587,4.19538489,0.01603193,0.36848395,1.07476953,2.19900956,0.02601290,1.29303140,0.49287411,0.21029251
-5.46573287,4.20866740,0.01638026,0.36520338,1.09409253,2.20596280,0.02596781,1.29653542,0.49759901,0.20427082
-5.45972986,4.22173397,0.01667392,0.36188316,1.11226485,2.21310232,0.02598908,1.30044530,0.50203133,0.19837258
-5.45372686,4.23422612,0.01690745,0.35846129,1.12900542,2.22030720,0.02608062,1.30472409,0.50608863,0.19260218
-5.44772386,4.24591982,0.01707721,0.35489486,1.14408572,2.22752060,0.02624613,1.30935580,0.50972000,0.18697237
-5.44172086,4.25672848,0.01718148,0.35115985,1.15733424,2.23474957,0.02648904,1.31434751,0.51290344,0.18150378
-5.43571786,4.26670215,0.01722049,0.34725041,1.16863954,2.24206321,0.02681256,1.31973074,0.51564205,0.17622432
-5.42971486,4.27602272,0.01719643,0.34317766,1.17795155,2.24958905,0.02721961,1.32556185,0.51795952,0.17116843
-5.42371186,4.28499478,0.01711334,0.33896805,1.18528118,2.25750754,0.02771285,1.33192129,0.51989487,0.16637623
-5.41770885,4.29403223,0.01697704,0.33466133,1.19069815,2.26604481,0.02829459,1.33891137,0.52149693,0.16189264
-5.41170585,4.30364084,0.01679488,0.33030833,1.19432693,2.27546375,0.02896671,1.34665264,0.52281884,0.15776629
-5.40570285,4.31439711,0.01657559,0.32596840,1.19634104,2.28605358,0.02973054,1.35527882,0.52391265,0.15404838
-5.39969985,4.32692416,0.01632899,0.32170682,1.19695584,2.29811833,0.03058672,1.36493039,0.52482460,0.15079148
-5.39369685,4.34186533,0.01606570,0.31759222,1.19642005,2.31196440,0.03153507,1.37574712,0.52559112,0.14804824
-5.38769385,4.35985658,0.01579686,0.31369394,1.19500622,2.32788780,0.03257439,1.38785983,0.52623579,0.14586998
-5.38169085,4.38149852,0.01553380,0.31007967,1.19300068,2.34616132,0.03370231,1.40138172,0.52676749,0.14430534
-5.37568784,4.40732928,0.01528776,0.30681323,1.19069319,2.36702213,0.03491516,1.41639979,0.52717966,0.14339884
-5.36968484,4.43779904,0.01506953,0.30395262,1.18836673,2.39066011,0.03620785,1.43296669,0.52745082,0.14318946
-5.36368184,4.47324733,0.01488921,0.30154837,1.18628773,2.41720741,0.03757381,1.45109356,0.52754606,0.14370929
-5.35767884,4.51388365,0.01475596,0.29964223,1.18469721,2.44672926,0.03900495,1.47074410,0.52741963,0.14498220
-5.35167584,4.55977220,0.01467775,0.29826614,1.18380292,2.47921658,0.04049176,1.49183036,0.52701815,0.14702272
-5.34567284,4.61082106,0.01466117,0.29744154,1.18377288,2.51458023,0.04202339,1.51421040,0.52628430,0.14983493
-5.33966983,4.66677615,0.01471130,0.29717891,1.18473034,2.55264733,0.04358784,1.53768799,0.52516082,0.15341171
-5.33366683,4.72721998,0.01483162,0.29747767,1.18675035,2.59315946,0.04517225,1.56201445,0.52359426,0.15773408
-5.32766383,4.79157528,0.01502394,0.29832622,1.18985796,2.63577297,0.04676316,1.58689252,0.52153854,0.16277087
-5.32166083,4.85911322,0.01528841,0.29970221,1.19402794,2.68006145,0.04834689,1.61198219,0.51895787,0.16847875
-5.31565783,4.92896613,0.01562357,0.30157308,1.19918611,2.72552026,0.04990991,1.63690824,0.51582885,0.17480249
-5.30965483,5.00014419,0.01602646,0.30389663,1.20521202,2.77157330,0.05143925,1.66126921,0.51214183,0.18167565
-5.30365183,5.07155606,0.01649276,0.30662195,1.21194294,2.81758192,0.05292285,1.68464748,0.50790121,0.18902167
-5.29764882,5.14203274,0.01701697,0.30969035,1.21917901,2.86285607,0.05434997,1.70662019,0.50312494,0.19675521
-5.29164582,5.21035444,0.01759264,0.31303662,1.22668938,2.90666762,0.05571149,1.72677047,0.49784317,0.20478397
-5.28564282,5.27527989,0.01821266,0.31659040,1.23421914,2.94826572,0.05700020,1.74469881,0.49209624,0.21301078
-5.27963982,5.33557755,0.01886951,0.32027777,1.24149695,2.98689397,0.05821097,1.76003408,0.48593216,0.22133592
-5.27363682,5.39005798,0.01955559,0.32402306,1.24824316,3.02180926,0.05934093,1.77244395,0.47940392,0.22965968
-5.26763382,5.43760680,0.02026351,0.32775076,1.25417817,3.05230168,0.06038948,1.78164436,0.47256665,0.23788503
-5.26163082,5.47721701,0.02098642,0.33138771,1.25903095,3.07771506,0.06135830,1.78740774,0.46547501,0.24592026
-5.25562781,5.50802004,0.02171827,0.33486524,1.26254742,3.09746740,0.06225121,1.78956986,0.45818097,0.25368152
-5.24962481,5.52931403,0.02245412,0.33812144,1.26449847,3.11107043,0.06307399,1.78803483,0.45073198,0.26109515
-5.24362181,5.54058844,0.02319028,0.34110329,1.26468743,3.11814746,0.06383414,1.78277832,0.44316979,0.26809964
-5.23761881,5.54154361,0.02392457,0.34376874,1.26295657,3.11844860,0.06454055,1.77384872,0.43552992,0.27464711
-5.23161581,5.53210427,0.02465636,0.34608841,1.25919264,3.11186245,0.06520316,1.76136609,0.42784166,0.28070430
-5.22561281,5.51242595,0.02538663,0.34804701,1.25333095,3.09842358,0.06583248,1.74551903,0.42012860,0.28625289
-5.21960980,5.48289350,0.02611791,0.34964425,1.24535790,3.07831511,0.06643924,1.72655926,0.41240966,0.29128914
-5.21360680,5.44411149,0.02685419,0.35089524,1.23531189,3.05186599,0.06703384,1.70479426,0.40470026,0.29582295
-5.20760380,5.39688615,0.02760065,0.35183024,1.22328225,3.01954277,0.06762598,1.68057792,0.39701374,0.29987624
-5.20160080,5.34219955,0.02836347,0.35249382,1.20940651,2.98193614,0.06822412,1.65429969,0.38936260,0.30348078
-5.19559780,5.28117660,0.02914941,0.35294338,1.19386578,2.93974244,0.06883512,1.62637233,0.38175971,0.30667563
-5.18959480,5.21504627,0.02996545,0.35324708,1.17687862,2.89374109,0.06946377,1.59721901,0.37421911,0.30950428
-5.18359180,5.14509871,0.03081836,0.35348129,1.15869356,2.84476875,0.07011255,1.56725995,0.36675650,0.31201164
-5.17758879,5.07264009,0.03171424,0.35372763,1.13958055,2.79369152,0.07078126,1.53689933,0.35938926,0.31424118
-5.17158579,4.99894746,0.03265808,0.35406983,1.11982193,2.74137640,0.07146689,1.50651300,0.35213619,0.31623221
-5.16558279,4.92522571,0.03365333,0.35459042,1.09970315,2.68866355,0.07216350,1.47643738,0.34501675,0.31801767
-5.15957979,4.85256894,0.03470152,0.35536754,1.07950381,2.63634050,0.07286221,1.44696029,0.33805010,0.31962243
-5.15357679,4.78192801,0.03580195,0.35647210,1.05948945,2.58511973,0.07355132,1.41831393,0.33125403,0.32106228
-5.14757379,4.71408590,0.03695149,0.35796514,1.03990451,2.53562060,0.07421654,1.39067041,0.32464369,0.32234369
-5.14157079,4.64964211,0.03814441,0.35989594,1.02096666,2.48835639,0.07484131,1.36414002,0.31823056,0.32346423
-5.13556778,4.58900658,0.03937238,0.36230061,1.00286290,2.44372687,0.07540723,1.33877230,0.31202151,0.32441384
-5.12956478,4.53240325,0.04062458,0.36520141,0.98574751,2.40201662,0.07589457,1.31455986,0.30601820,0.32517665
-5.12356178,4.47988274,0.04188790,0.36860674,0.96974169,2.36339886,0.07628291,1.29144458,0.30021678,0.32573330
-5.11755878,4.43134302,0.04314727,0.37251181,0.95493513,2.32794414,0.07655177,1.26932612,0.29460809,0.32606369
-5.11155578,4.38655670,0.04438610,0.37689981,0.94138887,2.29563323,0.07668131,1.24807201,0.28917817,0.32614972
-5.10555278,4.34520302,0.04558678,0.38174363,0.92913953,2.26637315,0.07665303,1.22752893,0.28390916,0.32597813
-5.09954977,4.30690237,0.04673133,0.38700778,0.91820426,2.24001504,0.07645046,1.20753465,0.27878058,0.32554297
-5.09354677,4.27125143,0.04780198,0.39265053,0.90858615,2.21637293,0.07605982,1.18792994,0.27377076,0.32484771
-5.08754377,4.23785659,0.04878186,0.39862605,0.90027957,2.19524193,0.07547059,1.16856987,0.26885840,0.32390664
-5.08154077,4.20636395,0.04965571,0.40488628,0.89327510,2.17641499,0.07467598,1.14933410,0.26402420,0.32274567
-5.07553777,4.17648424,0.05041050,0.41138260,0.88756365,2.15969725,0.07367336,1.13013565,0.25925235,0.32140233
-5.06953477,4.14801143,0.05103599,0.41806702,0.88313950,2.14491726,0.07246450,1.11092773,0.25453179,0.31992488
-5.06353177,4.12083446,0.05152533,0.42489288,0.88000198,2.13193477,0.07105570,1.09170853,0.24985724,0.31837080
-5.05752876,4.09494170,0.05187540,0.43181510,0.87815586,2.12064485,0.06945780,1.07252368,0.24522982,0.31680456
-5.05152576,4.07041857,0.05208718,0.43878991,0.87761024,2.11097861,0.06768603,1.05346655,0.24065733,0.31529480
-5.04552276,4.04743884,0.05216588,0.44577420,0.87837630,2.10290077,0.06575974,1.03467627,0.23615407,0.31391128
-5.03951976,4.02625079,0.05212100,0.45272454,0.88046394,2.09640476,0.06370200,1.01633383,0.23174031,0.31272154
-5.03351676,4.00715962,0.05196624,0.45959615,0.88387770,2.09150607,0.06153911,0.99865638,0.22744143,0.31178764
-5.02751376,3.99050744,0.05171917,0.46634179,0.88861232,2.08823467,0.05929997,0.98189020,0.22328677,0.31116317
-5.02151076,3.97665269,0.05140096,0.47291095,0.89464838,2.08662724,0.05701545,0.96630243,0.21930827,0.31089060
-5.01550775,3.96595027,0.05103577,0.47924936,0.90194835,2.08672019,0.05471759,0.95217227,0.21553914,0.31099925
-5.00950475,3.95873388,0.05065017,0.48529904,0.91045348,2.08854391,0.05243893,0.93978175,0.21201238,0.31150398
-5.00350175,3.95530160,0.05027244,0.49099896,0.92008188,2.09211892,0.05021166,0.92940646,0.20875955,0.31240456
-4.99749875,3.95590556,0.04993174,0.49628639,0.93072810,2.09745406,0.04806692,0.92130675,0.20580966,0.31368595
-4.99149575,3.96074598,0.04965736,0.50109900,0.94226420,2.10454692,0.04603404,0.91571942,0.20318838,0.31531924
-4.98549275,3.96996972,0.04947783,0.50537747,0.95454260,2.11338633,0.04413993,0.91285027,0.20091754,0.31726340
-4.97948974,3.98367284,0.04942011,0.50906875,0.96740052,2.12395645,0.04240844,0.91286777,0.19901499,0.31946754
-4.97348674,4.00190667,0.04950881,0.51212952,0.98066576,2.13624204,0.04085987,0.91589775,0.19749481,0.32187372
-4.96748374,4.02468615,0.04976545,0.51452992,0.99416375,2.15023425,0.03951062,0.92201945,0.19636781,0.32441993
-4.96148074,4.05199966,0.05020785,0.51625698,1.00772525,2.16593603,0.03837285,0.93126274,0.19564233,0.32704330
-4.95547774,4.08381870,0.05084953,0.51731778,1.02119438,2.18336669,0.03745436,0.94360669,0.19532519,0.32968314
-4.94947474,4.12010658,0.05169935,0.51774188,1.03443642,2.20256466,0.03675853,0.95897932,0.19542279,0.33228376
-4.94347174,4.16082476,0.05276120,0.51758288,1.04734497,2.22358809,0.03628437,0.97725852,0.19594212,0.33479687
-4.93746873,4.20593616,0.05403387,0.51691883,1.05984776,2.24651277,0.03602672,0.99827406,0.19689176,0.33718350
-4.93146573,4.25540459,0.05551100,0.51585155,1.07191092,2.27142730,0.03597655,1.02181048,0.19828259,0.33941523
-4.92546273,4.30919029,0.05718131,0.51450449,1.08354117,2.29842542,0.03612128,1.04761087,0.20012821,0.34147477
-4.91945973,4.36724146,0.05902884,0.51301946,1.09478584,2.32759592,0.03644527,1.07538132,0.20244500,0.34335586
-4.91345673,4.42948220,0.06103335,0.51155219,1.10573037,2.35901057,0.03693029,1.10479592,0.20525175,0.34506250
-4.90745373,4.49579784,0.06317093,0.51026682,1.11649366,2.39271071,0.03755605,1.13550210,0.20856877,0.34660759
-4.90145073,4.56601832,0.06541461,0.50932981,1.12722109,2.42869351,0.03830074,1.16712630,0.21241665,0.34801109
-4.89544772,4.63990124,0.06773508,0.50890339,1.13807576,2.46689866,0.03914161,1.19927967,0.21681452,0.34929775
-4.88944472,4.71711556,0.07010154,0.50913889,1.14922834,2.50719652,0.04005545,1.23156378,0.22177801,0.35049469
-4.88344172,4.79722769,0.07248252,0.51017054,1.16084595,2.54937874,0.04101910,1.26357616,0.22731700,0.35162879
-4.87743872,4.87969095,0.07484671,0.51210985,1.17308088,2.59315196,0.04200987,1.29491553,0.23343320,0.35272423
-4.87143572,4.96383983,0.07716385,0.51504100,1.18605964,2.63813553,0.04300593,1.32518676,0.24011782,0.35380017
-4.86543272,5.04888989,0.07940552,0.51901765,1.19987310,2.68386349,0.04398660,1.35400536,0.24734939,0.35486879
-4.85942971,5.13394395,0.08154589,0.52406117,1.21456833,2.72979119,0.04493261,1.38100158,0.25509195,0.35593375
-4.85342671,5.21800490,0.08356236,0.53016059,1.23014266,2.77530642,0.04582624,1.40582407,0.26329372,0.35698919
-4.84742371,5.29999518,0.08543616,0.53727424,1.24654037,2.81974488,0.04665148,1.42814321,0.27188643,0.35801929
-4.84142071,5.37878242,0.08715272,0.54533309,1.26365252,2.86240940,0.04739401,1.44765407,0.28078534,0.35899846
-4.83541771,5.45321063,0.08870203,0.55424555,1.28131980,2.90259219,0.04804129,1.46407923,0.28989015,0.35989210
-4.82941471,5.52213567,0.09007873,0.56390359,1.29933857,2.93959926,0.04858249,1.47717140,0.29908661,0.36065802
-4.82341171,5.58446394,0.09128213,0.57418984,1.31746982,2.97277586,0.04900849,1.48671609,0.30824913,0.36124825
-4.81740870,5.63919246,0.09231604,0.58498524,1.33545077,3.00153192,0.04931181,1.49253432,0.31724401,0.36161140
-4.81140570,5.68544883,0.09318852,0.59617696,1.35300839,3.02536629,0.04948660,1.49448541,0.32593335,0.36169532
-4.80540270,5.72252914,0.09391138,0.60766606,1.36987445,3.04388860,0.04952862,1.49246991,0.33417953,0.36144993
-4.79939970,5.74993218,0.09449970,0.61937451,1.38580111,3.05683791,0.04943527,1.48643263,0.34184990,0.36083018
-4.79339670,5.76738824,0.09497114,0.63125118,1.40057638,3.06409695,0.04920557,1.47636563,0.34882165,0.35979889
-4.78739370,5.77488088,0.09534525,0.64327648,1.41403853,3.06570158,0.04884024,1.46231100,0.35498647,0.35832949
-4.78139070,5.77266064,0.09564272,0.65546535,1.42608865,3.06184463,0.04834179,1.44436334,0.36025491,0.35640828
-4.77538769,5.76124944,0.09588456,0.66786843,1.43670065,3.05287412,0.04771454,1.42267162,0.36456010,0.35403632
-4.76938469,5.74143541,0.09609136,0.68057127,1.44592804,3.03928566,0.04696472,1.39744008,0.36786071,0.35123077
-4.76338169,5.71425767,0.09628258,0.69369171,1.45390700,3.02170940,0.04610052,1.36892814,0.37014294,0.34802545
-4.75737869,5.68098149,0.09647582,0.70737529,1.46085552,3.00089180,0.04513206,1.33744888,0.37142152,0.34447086
-4.75137569,5.64306447,0.09668635,0.72178913,1.46706836,2.97767309,0.04407138,1.30336594,0.37173943,0.34063332
-4.74537269,5.60211467,0.09692656,0.73711434,1.47290804,2.95296117,0.04293234,1.26708886,0.37116667,0.33659350
-4.73936968,5.55984235,0.09720570,0.75353744,1.47879224,2.92770293,0.04173043,1.22906655,0.36979778,0.33244412
-4.73336668,5.51800671,0.09752971,0.77124104,1.48517785,2.90285412,0.04048255,1.18977927,0.36774851,0.32828720
-4.72736368,5.47836000,0.09790113,0.79039425,1.49254257,2.87934896,0.03920669,1.14972895,0.36515155,0.32423065
-4.72136068,5.44259059,0.09831931,0.81114326,1.50136477,2.85807035,0.03792156,1.10942837,0.36215169,0.32038455
-4.71535768,5.41226752,0.09878063,0.83360243,1.51210240,2.83982214,0.03664613,1.06938936,0.35890053,0.31685715
-4.70935468,5.38878829,0.09927889,0.85784623,1.52517195,2.82530398,0.03539916,1.03011047,0.35555097,0.31375078
-4.70335168,5.37333191,0.09980582,0.88390248,1.54092836,2.81508989,0.03419871,0.99206465,0.35225180,0.31115783
-4.69734867,5.36681885,0.10035167,0.91174706,1.55964670,2.80961100,0.03306160,0.95568724,0.34914244,0.30915698
-4.69134567,5.36987907,0.10090579,0.94130019,1.58150644,2.80914292,0.03200293,0.92136493,0.34634829,0.30780979
-4.68534267,5.38282936,0.10145731,0.97242467,1.60657891,2.81379804,0.03103564,0.88942604,0.34397657,0.30715782
-4.67933967,5.40566033,0.10199570,1.00492580,1.63481852,2.82352273,0.03017006,0.86013245,0.34211303,0.30722036
-4.67333667,5.43803347,0.10251136,1.03855317,1.66605803,2.83809937,0.02941362,0.83367368,0.34081949,0.30799300
-4.66733367,5.47928790,0.10299601,1.07300418,1.70000809,2.85715285,0.02877061,0.81016312,0.34013230,0.30944686
-4.66133067,5.52845657,0.10344305,1.10792906,1.73626096,2.88016121,0.02824206,0.78963673,0.34006173,0.31152873
-4.65532766,5.58429082,0.10384775,1.14293724,1.77429837,2.90646978,0.02782570,0.77205409,0.34059233,0.31416205
-4.64932466,5.64529256,0.10420723,1.17760494,1.81350310,2.93530843,0.02751604,0.75730187,0.34168407,0.31724873
-4.64332166,5.70975274,0.10452035,1.21148352,1.85317393,2.96581114,0.02730460,0.74519940,0.34327432,0.32067161
