energy_ev,total_up,Pb_p_up,Pb_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.77188594,5.98237498,1.08972934,0.00931839,1.85998372,2.80461423,2.55468252,0.00000000
-5.76588294,6.03943892,1.09718976,0.00943612,1.88336993,2.83922265,2.56121457,0.00000000
-5.75987994,6.10352876,1.10661645,0.00956807,1.91024721,2.87552306,2.57036616,0.00000000
-5.75387694,6.17561523,1.11807931,0.00971540,1.94088699,2.91405476,2.58270853,0.00000000
-5.74787394,6.25632812,1.13156059,0.00987850,1.97545203,2.95522499,2.59870373,0.00000000
-5.74187094,6.34589892,1.14694878,0.01005690,2.01397723,2.99927835,2.61867768,0.00000000
-5.73586793,6.44411620,1.16403597,0.01024927,2.05635336,3.04627183,2.64279624,0.00000000
-5.72986493,6.55029673,1.18251874,0.01045337,2.10231454,3.09605697,2.67104583,0.00000000
-5.72386193,6.66327454,1.20200296,0.01066611,2.15143072,3.14827034,2.70321973,0.00000000
-5.71785893,6.78140949,1.22201244,0.01088359,2.20310591,3.20233313,2.73891115,0.00000000
-5.71185593,6.90261604,1.24200133,0.01110125,2.25658268,3.25746022,2.77751380,0.00000000
-5.70585293,7.02441175,1.26136978,0.01131400,2.31095345,3.31267865,2.81823046,0.00000000
-5.69984992,7.14398421,1.27948263,0.01151638,2.36517835,3.36685479,2.86008933,0.00000000
-5.69384692,7.25827395,1.29569016,0.01170277,2.41810955,3.41872924,2.90196808,0.00000000
-5.68784392,7.36407036,1.30935041,0.01186757,2.46852122,3.46695805,2.94262457,0.00000000
-5.68184092,7.45811645,1.31985183,0.01200540,2.51514419,3.51015841,2.98073329,0.00000000
-5.67583792,7.53721841,1.32663571,0.01211135,2.55670405,3.54695687,3.01492609,0.00000000
-5.66983492,7.59835514,1.32921713,0.01218107,2.59196136,3.57603810,3.04383558,0.00000000
-5.66383192,7.63878331,1.32720361,0.01221099,2.61975215,3.59619197,3.06613950,0.00000000
-5.65782891,7.65613356,1.32031084,0.01219841,2.63902724,3.60635715,3.08060428,0.00000000
-5.65182591,7.64849391,1.30837451,0.01214160,2.64888882,3.60565936,3.08612604,0.00000000
-5.64582291,7.61447715,1.29135796,0.01203984,2.64862260,3.59344288,3.08176750,0.00000000
-5.63981991,7.55326979,1.26935528,0.01189341,2.63772441,3.56929413,3.06678942,0.00000000
-5.63381691,7.46466103,1.24258976,0.01170359,2.61592018,3.53305669,3.04067536,0.00000000
-5.62781391,7.34905088,1.21140774,0.01147259,2.58317841,3.48483727,3.00314902,0.00000000
-5.62181091,7.20743796,1.17626830,0.01120344,2.53971494,3.42500278,2.95418371,0.00000000
-5.61580790,7.04138799,1.13772917,0.01089987,2.48598974,3.35416895,2.89400368,0.00000000
-5.60980490,6.85298475,1.09642954,0.01056619,2.42269614,3.27318110,2.82307763,0.00000000
-5.60380190,6.64476627,1.05307055,0.01020716,2.35074298,3.18308824,2.74210480,0.00000000
-5.59779890,6.41964907,1.00839426,0.00982780,2.27123072,3.08511159,2.65199457,0.00000000
-5.59179590,6.18084398,0.96316200,0.00943329,2.18542240,2.98060912,2.55384033,0.00000000
-5.58579290,5.93176699,0.91813297,0.00902882,2.09471090,2.87103732,2.44888911,0.00000000
-5.57978989,5.67594874,0.87404391,0.00861949,2.00058389,2.75791209,2.33850805,0.00000000
-5.57378689,5.41694608,0.83159060,0.00821018,1.90458773,2.64276981,2.22414917,0.00000000
-5.56778389,5.15825880,0.79141176,0.00780551,1.80829188,2.52713044,2.10731377,0.00000000
-5.56178089,4.90325433,0.75407600,0.00740974,1.71325495,2.41246354,1.98951780,0.00000000
-5.55577789,4.65510261,0.72007205,0.00702680,1.62099361,2.30015851,1.87225921,0.00000000
-5.54977489,4.41672285,0.68980253,0.00666021,1.53295509,2.19149983,1.75698848,0.00000000
-5.54377189,4.19074312,0.66358129,0.00631311,1.45049400,2.08764789,1.64508283,0.00000000
-5.53776888,3.97947326,0.64163419,0.00598828,1.37485379,1.98962573,1.53782494,0.00000000
-5.53176588,3.78489078,0.62410301,0.00568816,1.30715284,1.89831176,1.43638614,0.00000000
-5.52576288,3.60863895,0.61105219,0.00541489,1.24837510,1.81443819,1.34181434,0.00000000
-5.51975988,3.45203556,0.60247766,0.00517033,1.19936467,1.73859462,1.25502636,0.00000000
-5.51375688,3.31609057,0.59831744,0.00495613,1.16082387,1.67123608,1.17680423,0.00000000
-5.50775388,3.20153045,0.59846302,0.00477373,1.13331384,1.61269463,1.10779494,0.00000000
-5.50175088,3.10882673,0.60277112,0.00462439,1.11725708,1.56319331,1.04851283,0.00000000
-5.49574787,3.03822640,0.61107490,0.00450925,1.11294088,1.52286141,0.99934395,0.00000000
-5.48974487,2.98978177,0.62319417,0.00442927,1.12052103,1.49174980,0.96055155,0.00000000
-5.48374187,2.96337767,0.63894402,0.00438530,1.14002528,1.46984541,0.93228199,0.00000000
-5.47773887,2.95875439,0.65814142,0.00437800,1.17135598,1.45708366,0.91457051,0.00000000
-5.47173587,2.97552497,0.68060949,0.00440788,1.21429189,1.45335839,0.90734642,0.00000000
-5.46573287,3.01318645,0.70617945,0.00447522,1.26848916,1.45852860,0.91043731,0.00000000
-5.45972986,3.07112482,0.73469012,0.00458006,1.33348181,1.47242192,0.92357241,0.00000000
-5.45372686,3.14861445,0.76598542,0.00472214,1.40868228,1.49483481,0.94638513,0.00000000
-5.44772386,3.24481294,0.79991000,0.00490089,1.49338267,1.52553001,0.97841506,0.00000000
-5.44172086,3.35875320,0.83630363,0.00511538,1.58675746,1.56423171,1.01910996,0.00000000
-5.43571786,3.48933438,0.87499497,0.00536427,1.68786849,1.61061942,1.06782825,0.00000000
-5.42971486,3.63531391,0.91579514,0.00564582,1.79567300,1.66432139,1.12384264,0.00000000
-5.42371186,3.79530248,0.95849201,0.00595786,1.90903501,1.72490860,1.18634542,0.00000000
-5.41770885,3.96776387,1.00284551,0.00629783,2.02674073,1.79189030,1.25445593,0.00000000
-5.41170585,4.15102089,1.04858457,0.00666273,2.14751754,1.86471184,1.32723057,0.00000000
-5.40570285,4.34326832,1.09540605,0.00704925,2.27005666,1.94275549,1.40367546,0.00000000
-5.39969985,4.54259317,1.14297580,0.00745373,2.39303848,2.02534450,1.48276182,0.00000000
-5.39369685,4.74700162,1.19093178,0.00787228,2.51515979,2.11175050,1.56344356,0.00000000
-5.38769385,4.95445180,1.23888923,0.00830082,2.63516148,2.20120397,1.64467674,0.00000000
-5.38169085,5.16289046,1.28644739,0.00873514,2.75185546,2.29290708,1.72544013,0.00000000
-5.37568784,5.37029160,1.33319736,0.00917102,2.86414909,2.38604832,1.80475589,0.00000000
-5.36968484,5.57469451,1.37873056,0.00960426,2.97106575,2.47981768,1.88170953,0.00000000
-5.36368184,5.77423888,1.42264707,0.01003076,3.07176029,2.57342142,1.95546796,0.00000000
-5.35767884,5.96719442,1.46456335,0.01044657,3.16552818,2.66609539,2.02529491,0.00000000
-5.35167584,6.15198332,1.50411870,0.01084796,3.25180784,2.75711581,2.09056258,0.00000000
-5.34567284,6.32719382,1.54098013,0.01123137,3.33017592,2.84580683,2.15075922,0.00000000
-5.33966983,6.49158445,1.57484530,0.01159354,3.40033584,2.93154441,2.20549201,0.00000000
-5.33366683,6.64407889,1.60544349,0.01193139,3.46210044,3.01375638,2.25448530,0.00000000
-5.32766383,6.78375234,1.63253460,0.01224209,3.51537002,3.09191884,2.29757439,0.00000000
-5.32166083,6.90981119,1.65590670,0.01252304,3.56010734,3.16554966,2.33469544,0.00000000
-5.31565783,7.02156823,1.67537225,0.01277178,3.59631171,3.23419984,2.36587225,0.00000000
-5.30965483,7.11841618,1.69076389,0.01298605,3.62399406,3.29744397,2.39120094,0.00000000
-5.30365183,7.19980262,1.70193019,0.01316371,3.64315505,3.35487114,2.41083377,0.00000000
-5.29764882,7.26520924,1.70873217,0.01330278,3.65376818,3.40607758,2.42496316,0.00000000
-5.29164582,7.31413821,1.71104103,0.01340141,3.65576927,3.45066235,2.43380727,0.00000000
-5.28564282,7.34610777,1.70873773,0.01345794,3.64905345,3.48822714,2.43759795,0.00000000
-5.27963982,7.36065845,1.70171454,0.01347090,3.63348003,3.51838089,2.43657210,0.00000000
-5.27363682,7.35737061,1.68987894,0.01343908,3.60888528,3.54074962,2.43096688,0.00000000
-5.26763382,7.33589259,1.67315947,0.01336159,3.57510229,3.55499144,2.42101897,0.00000000
-5.26163082,7.29597831,1.65151349,0.01323796,3.53198663,3.56081600,2.40696783,0.00000000
-5.25562781,7.23753187,1.62493624,0.01306821,3.47944598,3.55800760,2.38906249,0.00000000
-5.24962481,7.16065607,1.59347050,0.01285292,3.41747181,3.54645043,2.36757110,0.00000000
-5.24362181,7.06570140,1.55721624,0.01259333,3.34617046,3.52615432,2.34279223,0.00000000
-5.23761881,6.95331144,1.51633934,0.01229140,3.26579159,3.49727909,2.31506675,0.00000000
-5.23161581,6.82446105,1.47107870,0.01194985,3.17675159,3.46015570,2.28478908,0.00000000
-5.22561281,6.68048359,1.42175096,0.01157218,3.07965003,3.41530222,2.25241653,0.00000000
-5.21960980,6.52308437,1.36875240,0.01116268,2.97527787,3.36343317,2.21847550,0.00000000
-5.21360680,6.35433794,1.31255756,0.01072639,2.86461612,3.30546090,2.18356384,0.00000000
-5.20760380,6.17666809,1.25371442,0.01026905,2.74882501,3.24248820,2.14834834,0.00000000
-5.20160080,5.99281026,1.19283632,0.00979695,2.62922351,3.17579179,2.11355729,0.00000000
-5.19559780,5.80575720,1.13059070,0.00931690,2.50726037,3.10679701,2.07996793,0.00000000
-5.18959480,5.61868975,1.06768533,0.00883599,2.38447776,3.03704435,2.04838910,0.00000000
-5.18359180,5.43489549,1.00485253,0.00836151,2.26246951,2.96814914,2.01963987,0.00000000
-5.17758879,5.25767883,0.94283213,0.00790070,2.14283590,2.90175602,1.99452512,0.00000000
-5.17158579,5.09026650,0.88235400,0.00746063,2.02713720,2.83949027,1.97380926,0.00000000
-5.16558279,4.93571295,0.82412089,0.00704800,1.91684844,2.78290825,1.95818950,0.00000000
-5.15957979,4.79680990,0.76879243,0.00666897,1.81331739,2.73344922,1.94827029,0.00000000
-5.15357679,4.67600461,0.71697080,0.00632899,1.71772783,2.69239098,1.94454039,0.00000000
-5.14757379,4.57533046,0.66918879,0.00603273,1.63106968,2.66081148,1.94735402,0.00000000
-5.14157079,4.49635337,0.62590056,0.00578390,1.55411734,2.63955831,1.95691742,0.00000000
-5.13556778,4.44013656,0.58747532,0.00558526,1.48741698,2.62922771,1.97328187,0.00000000
-5.12956478,4.40722540,0.55419411,0.00543851,1.43128316,2.63015416,1.99634389,0.00000000
-5.12356178,4.39765314,0.52624960,0.00534433,1.38580477,2.64241120,2.02585294,0.00000000
-5.11755878,4.41096736,0.50374867,0.00530239,1.35085957,2.66582366,2.06142679,0.00000000
-5.11155578,4.44627601,0.48671757,0.00531145,1.32613672,2.69999068,2.10257391,0.00000000
-5.10555278,4.50231109,0.47510918,0.00536942,1.31116569,2.74431859,2.14872211,0.00000000
-5.09954977,4.57750687,0.46881205,0.00547349,1.30535047,2.79806215,2.19925232,0.00000000
-5.09354677,4.67008930,0.46766059,0.00562031,1.30800696,2.86037212,2.25353575,0.00000000
-5.08754377,4.77817233,0.47144607,0.00580611,1.31840207,2.93034686,2.31097272,0.00000000
-5.08154077,4.89985647,0.47992777,0.00602690,1.33579256,3.00708533,2.37103110,0.00000000
-5.07553777,5.03332497,0.49284396,0.00627865,1.35946171,3.08973870,2.43328220,0.00000000
-5.06953477,5.17693265,0.50992209,0.00655744,1.38875235,3.17755788,2.49743210,0.00000000
-5.06353177,5.32928291,0.53088792,0.00685962,1.42309457,3.26993419,2.56334632,0.00000000
-5.05752876,5.48928865,0.55547313,0.00718197,1.46202688,3.36643085,2.63106623,0.00000000
-5.05152576,5.65621376,0.58342116,0.00752177,1.50520989,3.46680318,2.70081566,0.00000000
-5.04552276,5.82969231,0.61449095,0.00787690,1.55243183,3.57100609,2.77299688,0.00000000
-5.03951976,6.00972397,0.64845867,0.00824589,1.60360564,3.67918784,2.84817553,0.00000000
-5.03351676,6.19664518,0.68511699,0.00862787,1.65875777,3.79167000,2.92705448,0.00000000
-5.02751376,6.39107669,0.72427236,0.00902255,1.71800923,3.90891397,3.01043748,0.00000000
-5.02151076,6.59384956,0.76574015,0.00943014,1.78154975,4.03147547,3.09918389,0.00000000
-5.01550775,6.80591285,0.80933801,0.00985121,1.84960630,4.15994894,3.19415620,0.00000000
-5.00950475,7.02822726,0.85487783,0.01028651,1.92240754,4.29490431,3.29616277,0.00000000
-5.00350175,7.26165003,0.90215678,0.01073684,2.00014603,4.43681966,3.40589843,0.00000000
-4.99749875,7.50681703,0.95094791,0.01120279,2.08294004,4.58601291,3.52388579,0.00000000
-4.99149575,7.76402840,1.00099098,0.01168459,2.17079711,4.74257662,3.65042038,0.00000000
-4.98549275,8.03314423,1.05198423,0.01218190,2.26358130,4.90631950,3.78552253,0.00000000
-4.97948974,8.31349659,1.10357755,0.01269363,2.36098597,5.07671834,3.92889875,0.00000000
-4.97348674,8.60382336,1.15536789,0.01321779,2.46251392,5.25288357,4.07991513,0.00000000
-4.96748374,8.90222877,1.20689729,0.01375144,2.56746596,5.43354106,4.23758460,0.00000000
-4.96148074,9.20617410,1.25765394,0.01429057,2.67493919,5.61703215,4.40056939,0.00000000
-4.95547774,9.51250057,1.30707670,0.01483017,2.78383526,5.80133288,4.56719939,0.00000000
-4.94947474,9.81748501,1.35456290,0.01536423,2.89287876,5.98409256,4.73550626,0.00000000
-4.94347174,10.11692693,1.39947963,0.01588593,3.00064529,6.16269074,4.90327242,0.00000000
-4.93746873,10.40626429,1.44117793,0.01638778,3.10559815,6.33431060,5.06809328,0.00000000
-4.93146573,10.68071327,1.47900954,0.01686183,3.20613234,6.49602612,5.22745042,0.00000000
-4.92546273,10.93542640,1.51234554,0.01729996,3.30062399,6.64489916,5.37879285,0.00000000
-4.91945973,11.16566203,1.54059601,0.01769418,3.38748321,6.77808241,5.51962281,0.00000000
-4.91345673,11.36695738,1.56322976,0.01803690,3.46520787,6.89292351,5.64758270,0.00000000
-4.90745373,11.53529722,1.57979336,0.01832123,3.53243609,6.98706544,5.76053903,0.00000000
-4.90145073,11.66727012,1.58992826,0.01854129,3.58799495,7.05853853,5.85665988,0.00000000
-4.89544772,11.76020489,1.59338534,0.01869245,3.63094318,7.10583968,5.93448221,0.00000000
-4.88944472,11.81228063,1.59003597,0.01877152,3.66060604,7.12799487,5.99296606,0.00000000
-4.88344172,11.82260504,1.57987904,0.01877692,3.67660061,7.12460217,6.03153306,0.00000000
-4.87743872,11.79125738,1.56304358,0.01870874,3.67885058,7.09585282,6.05008772,0.00000000
-4.87143572,11.71929418,1.53978670,0.01856881,3.66758980,7.04252978,6.04902031,0.00000000
-4.86543272,11.60871747,1.51048703,0.01836061,3.64335468,6.96598355,6.02919156,0.00000000
-4.85942971,11.46240750,1.47563387,0.01808918,3.60696584,6.86808674,5.99189992,0.00000000
-4.85342671,11.28402341,1.43581257,0.01776091,3.55950008,6.75116948,5.93883307,0.00000000
-4.84742371,11.07787679,1.39168692,0.01738338,3.50225413,6.61793907,5.87200614,0.00000000
-4.84142071,10.84878465,1.34397921,0.01696504,3.43670195,6.47138745,5.79368961,0.00000000
-4.83541771,10.60190859,1.29344905,0.01651496,3.36444769,6.31469119,5.70633030,0.00000000
-4.82941471,10.34258774,1.24087180,0.01604248,3.28717647,6.15110835,5.61246921,0.00000000
-4.82341171,10.07617312,1.18701750,0.01555695,3.20660508,5.98387682,5.51465969,0.00000000
-4.81740870,9.80787006,1.13263135,0.01506740,3.12443475,5.81611849,5.41538956,0.00000000
-4.81140570,9.54259534,1.07841616,0.01458232,3.04230772,5.65075292,5.31701014,0.00000000
-4.80540270,9.28485376,1.02501768,0.01410939,2.96176909,5.49042369,5.22167485,0.00000000
-4.79939970,9.03863818,0.97301291,0.01365529,2.88423505,5.33743961,5.13128919,0.00000000
-4.79339670,8.80735521,0.92290189,0.01322559,2.81096810,5.19373218,5.04747334,0.00000000
-4.78739370,8.59377743,0.87510274,0.01282465,2.74305948,5.06082984,4.97153782,0.00000000
-4.78139070,8.40002157,0.82995003,0.01245557,2.68141868,4.93984849,4.90447192,0.00000000
-4.77538769,8.22755082,0.78769603,0.01212021,2.62676938,4.83149725,4.84694414,0.00000000
-4.76938469,8.07719847,0.74851454,0.01181925,2.57965107,4.73609756,4.79931306,0.00000000
-4.76338169,7.94920931,0.71250682,0.01155226,2.54042531,4.65361341,4.76164704,0.00000000
-4.75737869,7.84329463,0.67970895,0.01131785,2.50928541,4.58369008,4.73375063,0.00000000
-4.75137569,7.75869690,0.65010037,0.01111379,2.48626863,4.52569890,4.71519578,0.00000000
-4.74537269,7.69425984,0.62361281,0.01093721,2.47126958,4.47878523,4.70535563,0.00000000
-4.73936968,7.64850044,0.60013930,0.01078471,2.46405410,4.44191744,4.70343929,0.00000000
-4.73336668,7.61967963,0.57954292,0.01065259,2.46427297,4.41393473,4.70852610,0.00000000
-4.72736368,7.60586935,0.56166490,0.01053697,2.47147479,4.39359227,4.71959809,0.00000000
-4.72136068,7.60501426,0.54633188,0.01043398,2.48511811,4.37960237,4.73557002,0.00000000
-4.71535768,7.61498708,0.53336230,0.01033986,2.50458260,4.37067094,4.75531663,0.00000000
-4.70935468,7.63363745,0.52257172,0.01025110,2.52917968,4.36552901,4.77769699,0.00000000
-4.70335168,7.65883441,0.51377729,0.01016454,2.55816274,4.36295926,4.80157624,0.00000000
-4.69734867,7.68850328,0.50680126,0.01007745,2.59073768,4.36181796,4.82584512,0.00000000
-4.69134567,7.72065790,0.50147370,0.00998757,2.62607398,4.36105281,4.84943788,0.00000000
-4.68534267,7.75342918,0.49763464,0.00989318,2.66331680,4.35971729,4.87134897,0.00000000
-4.67933967,7.78509099,0.49513556,0.00979309,2.70160040,4.35698226,4.89064914,0.00000000
-4.67333667,7.81408419,0.49384053,0.00968665,2.74006296,4.35214530,4.90650110,0.00000000
-4.66733367,7.83903922,0.49362695,0.00957376,2.77786273,4.34463826,4.91817491,0.00000000
-4.66133067,7.85879749,0.49438604,0.00945479,2.81419521,4.33403348,4.92506308,0.00000000
-4.65532766,7.87243122,0.49602309,0.00933058,2.84831090,4.32004861,4.92669483,0.00000000
-4.64932466,7.87926143,0.49845749,0.00920239,2.87953290,4.30255016,4.92274916,0.00000000
-4.64332166,7.87887299,0.50162250,0.00907182,2.90727362,4.28155553,4.91306605,0.00000000
-4.63731866,7.87112593,0.50546488,0.00894076,2.93104968,4.25723336,4.89765488,0.00000000
-4.63131566,7.85616189,0.50994421,0.00881134,2.95049413,4.22990162,4.87669938,0.00000000
-4.62531266,7.83440472,0.51503199,0.00868583,2.96536533,4.20002351,4.85055853,0.00000000
-4.61930965,7.80655440,0.52071048,0.00856658,2.97555159,4.16820043,4.81976256,0.00000000
-4.61330665,7.77357367,0.52697137,0.00845598,2.98107133,4.13516225,4.78500393,0.00000000
-4.60730365,7.73666719,0.53381425,0.00835637,2.98206844,4.10175453,4.74712318,0.00000000
-4.60130065,7.69725349,0.54124490,0.00826999,2.97880297,4.06892295,4.70708966,0.00000000
-4.59529765,7.65693009,0.54927369,0.00819892,2.97163749,4.03769509,4.66597784,0.00000000
-4.58929465,7.61743291,0.55791383,0.00814509,2.96101964,4.00915998,4.62493971,0.00000000
-4.58329165,7.58059121,0.56717991,0.00811015,2.94746193,3.98444584,4.58517443,0.00000000
-4.57728864,7.54827931,0.57708652,0.00809556,2.93151953,3.96469658,4.54789608,0.00000000
-4.57128564,7.52236696,0.58764718,0.00810248,2.91376742,3.95104750,4.51430090,0.00000000
-4.56528264,7.50466956,0.59887347,0.00813182,2.89477785,3.94460073,4.48553490,0.00000000
-4.55927964,7.49689983,0.61077452,0.00818421,2.87509914,3.94640081,4.46266311,0.00000000
-4.55327664,7.50062198,0.62335657,0.00826004,2.85523700,3.95741060,4.44664116,0.00000000
-4.54727364,7.51720920,0.63662275,0.00835943,2.83563871,3.97848783,4.43828990,0.00000000
-4.54127064,7.54780505,0.65057278,0.00848227,2.81668103,4.01036226,4.43827349,0.00000000
-4.53526763,7.59328903,0.66520253,0.00862821,2.79866175,4.05361339,4.44708114,0.00000000
-4.52926463,7.65424616,0.68050338,0.00879668,2.78179504,4.10864879,4.46501240,0.00000000
-4.52326163,7.73094068,0.69646097,0.00898688,2.76621036,4.17568297,4.49216596,0.00000000
-4.51725863,7.82329348,0.71305365,0.00919777,2.75195427,4.25471698,4.52843157,0.00000000
-4.51125563,7.93086339,0.73025017,0.00942804,2.73899497,4.34551891,4.57348499,0.00000000
-4.50525263,8.05283249,0.74800694,0.00967614,2.72722854,4.44760594,4.62678566,0.00000000
-4.49924962,8.18799579,0.76626478,0.00994015,2.71648671,4.56022879,4.68757719,0.00000000
-4.49324662,8.33475648,0.78494545,0.01021786,2.70654532,4.68235940,4.75489084,0.00000000
-4.48724362,8.49112760,0.80394811,0.01050665,2.69713324,4.81268349,4.82755224,0.00000000
-4.48124062,8.65474191,0.82314607,0.01080350,2.68794161,4.94959917,4.90419213,0.00000000
-4.47523762,8.82287162,0.84238428,0.01110496,2.67863300,5.09122337,4.98326155,0.00000000
-4.46923462,8.99245946,0.86147777,0.01140716,2.66885091,5.23540735,5.06305244,0.00000000
-4.46323162,9.16016272,0.88021143,0.01170579,2.65822942,5.37976262,5.14172408,0.00000000
-4.45722861,9.32241111,0.89834160,0.01199619,2.64640341,5.52169808,5.21733597,0.00000000
-4.45122561,9.47547873,0.91559942,0.01227336,2.63301935,5.65846856,5.28788727,0.00000000
-4.44522261,9.61556955,0.93169615,0.01253208,2.61774688,5.78723444,5.35136242,0.00000000
-4.43921961,9.73891470,0.94633049,0.01276703,2.60029097,5.90513116,5.40578227,0.00000000
-4.43321661,9.84187908,0.95919756,0.01297290,2.58040465,6.00934671,5.44925934,0.00000000
-4.42721361,9.92107330,0.96999920,0.01314458,2.55790169,6.09720440,5.48005545,0.00000000
-4.42121061,9.97346668,0.97845524,0.01327729,2.53266882,6.16624763,5.49663929,0.00000000
-4.41520760,9.99649576,0.98431499,0.01336681,2.50467660,6.21432300,5.49774146,0.00000000
-4.40920460,9.98816306,0.98736838,0.01340956,2.47398819,6.23965743,5.48240394,0.00000000
-4.40320160,9.94712028,0.98745602,0.01340283,2.44076506,6.24092572,5.45002140,0.00000000
-4.39719860,9.87273100,0.98447756,0.01334485,2.40526885,6.21730436,5.40037154,0.00000000
-4.39119560,9.76510850,0.97839769,0.01323492,2.36785869,6.16850866,5.33363233,0.00000000
-4.38519260,9.62512566,0.96924940,0.01307345,2.32898345,6.09481071,5.25038451,0.00000000
-4.37918959,9.45439514,0.95713418,0.01286195,2.28916878,5.99703661,5.15159861,0.00000000
-4.37318659,9.25522004,0.94221900,0.01260304,2.24899914,5.87654271,5.03860635,0.00000000
-4.36718359,9.03051655,0.92473020,0.01230034,2.20909529,5.73517177,4.91305746,0.00000000
-4.36118059,8.78371206,0.90494456,0.01195838,2.17008821,5.57519071,4.77686362,0.00000000
-4.35517759,8.51862351,0.88317807,0.01158241,2.13259060,5.39921318,4.63213224,0.00000000
-4.34917459,8.23932210,0.85977298,0.01117824,2.09716758,5.21011071,4.48109309,0.00000000
-4.34317159,7.94999103,0.83508382,0.01075206,2.06430807,5.01091668,4.32602164,0.00000000
-4.33716858,7.65478369,0.80946327,0.01031019,2.03439876,4.80472803,4.16916280,0.00000000
-4.33116558,7.35768913,0.78324868,0.00985892,2.00770216,4.59460936,4.01265891,0.00000000
-4.32516258,7.06241156,0.75674982,0.00940430,1.98434032,4.38350380,3.85848547,0.00000000
-4.31915958,6.77226923,0.73023879,0.00895196,1.96428526,4.17415462,3.70839758,0.00000000
-4.31315658,6.49011700,0.70394223,0.00850699,1.94735708,3.96904058,3.56388930,0.00000000
-4.30715358,6.21829529,0.67803656,0.00807384,1.93322982,3.77032718,3.42616739,0.00000000
