energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.86793397,0.63634677,0.00029167,0.25032308,0.13072908,0.16876746,0.00000000,0.29707098,0.23081782
-5.86193097,0.63683803,0.00023962,0.25591623,0.12486168,0.16228576,0.00000000,0.29901487,0.23643935
-5.85592796,0.63765221,0.00019741,0.26132871,0.11879542,0.15622401,0.00000000,0.30112784,0.24187769
-5.84992496,0.63829836,0.00016394,0.26629878,0.11266043,0.15055017,0.00000000,0.30321044,0.24688343
-5.84392196,0.63837613,0.00013829,0.27059858,0.10659961,0.14525770,0.00000000,0.30510744,0.25123746
-5.83791896,0.63758110,0.00011962,0.27403800,0.10076588,0.14036473,0.00000000,0.30671155,0.25475498
-5.83191596,0.63570857,0.00010727,0.27646807,0.09531932,0.13591264,0.00000000,0.30796613,0.25728887
-5.82591296,0.63265530,0.00010070,0.27778341,0.09042449,0.13196435,0.00000000,0.30886690,0.25873228
-5.81990995,0.62841937,0.00009951,0.27792380,0.08624771,0.12860219,0.00000000,0.30946235,0.25902036
-5.81390695,0.62309771,0.00010341,0.27687472,0.08295444,0.12592546,0.00000000,0.30985281,0.25813090
-5.80790395,0.61688128,0.00011227,0.27466657,0.08070681,0.12404768,0.00000000,0.31018796,0.25608388
-5.80190095,0.61004768,0.00012600,0.27137282,0.07966107,0.12309343,0.00000000,0.31066280,0.25293980
-5.79589795,0.60295126,0.00014465,0.26710667,0.07996512,0.12319487,0.00000000,0.31151178,0.24879676
-5.78989495,0.59601050,0.00016831,0.26201669,0.08175582,0.12448783,0.00000000,0.31300142,0.24378640
-5.78389195,0.58969312,0.00019711,0.25628110,0.08515631,0.12710749,0.00000000,0.31542118,0.23806872
-5.77788894,0.58449894,0.00023121,0.25010124,0.09027297,0.13118364,0.00000000,0.31907292,0.23182600
-5.77188594,0.58094096,0.00027079,0.24369410,0.09719222,0.13683564,0.00000000,0.32425915,0.22525591
-5.76588294,0.57952526,0.00031597,0.23728438,0.10597715,0.14416699,0.00000000,0.33127034,0.21856417
-5.75987994,0.58073016,0.00036684,0.23109626,0.11666397,0.15325984,0.00000000,0.34037177,0.21195698
-5.75387694,0.58498554,0.00042341,0.22534526,0.12925834,0.16416942,0.00000000,0.35179033,0.20563342
-5.74787394,0.59265294,0.00048562,0.22023032,0.14373194,0.17691875,0.00000000,0.36570182,0.19977830
-5.74187094,0.60400733,0.00055326,0.21592668,0.16001923,0.19149375,0.00000000,0.38221924,0.19455546
-5.73586793,0.61922132,0.00062601,0.21257958,0.17801474,0.20783901,0.00000000,0.40138277,0.19010213
-5.72986493,0.63835249,0.00070340,0.21029913,0.19757111,0.22585463,0.00000000,0.42315174,0.18652418
-5.72386193,0.66133454,0.00078482,0.20915659,0.21849817,0.24539418,0.00000000,0.44739929,0.18389274
-5.71785893,0.68797281,0.00086948,0.20918206,0.24056313,0.26626419,0.00000000,0.47390998,0.18224214
-5.71185593,0.71794443,0.00095647,0.21036377,0.26349231,0.28822526,0.00000000,0.50238072,0.18156926
-5.70585293,0.75080343,0.00104474,0.21264898,0.28697428,0.31099494,0.00000000,0.53242518,0.18183438
-5.69984992,0.78599064,0.00113313,0.21594634,0.31066477,0.33425248,0.00000000,0.56358159,0.18296326
-5.69384692,0.82284828,0.00122037,0.22012971,0.33419304,0.35764535,0.00000000,0.59532403,0.18485066
-5.68784392,0.86063880,0.00130518,0.22504320,0.35716986,0.38079746,0.00000000,0.62707671,0.18736477
-5.68184092,0.89856718,0.00138623,0.23050726,0.37919669,0.40331883,0.00000000,0.65823082,0.19035267
-5.67583792,0.93580616,0.00146225,0.23632555,0.39987600,0.42481642,0.00000000,0.68816355,0.19364638
-5.66983492,0.97152325,0.00153203,0.24229230,0.41882212,0.44490581,0.00000000,0.71625830,0.19706935
-5.66383192,1.00490852,0.00159453,0.24819992,0.43567241,0.46322312,0.00000000,0.74192552,0.20044304
-5.65782891,1.03520225,0.00164885,0.25384652,0.45009812,0.47943686,0.00000000,0.76462329,0.20359346
-5.65182591,1.06172106,0.00169435,0.25904312,0.46181459,0.49325920,0.00000000,0.78387669,0.20635727
-5.64582291,1.08388179,0.00173065,0.26362017,0.47059025,0.50445602,0.00000000,0.79929528,0.20858734
-5.63981991,1.10122203,0.00175768,0.26743335,0.47625403,0.51285554,0.00000000,0.81058795,0.21015752
-5.63381691,1.11341647,0.00177572,0.27036830,0.47870078,0.51835497,0.00000000,0.81757441,0.21096645
-5.62781391,1.12028861,0.00178537,0.27234417,0.47789454,0.52092489,0.00000000,0.82019296,0.21094042
-5.62181091,1.12181732,0.00178764,0.27331602,0.47386942,0.52061129,0.00000000,0.81850410,0.21003499
-5.61580790,1.11813801,0.00178385,0.27327583,0.46672805,0.51753506,0.00000000,0.81269004,0.20823568
-5.60980490,1.10953859,0.00177569,0.27225229,0.45663778,0.51188892,0.00000000,0.80304987,0.20555745
-5.60380190,1.09645026,0.00176514,0.27030936,0.44382464,0.50393198,0.00000000,0.78999086,0.20204322
-5.59779890,1.07943372,0.00175443,0.26754368,0.42856560,0.49398217,0.00000000,0.77401614,0.19776158
-5.59179590,1.05916121,0.00174605,0.26408094,0.41117927,0.48240671,0.00000000,0.75570926,0.19280365
-5.58579290,1.03639528,0.00174258,0.26007144,0.39201562,0.46961111,0.00000000,0.73571630,0.18727939
-5.57978989,1.01196495,0.00174671,0.25568494,0.37144514,0.45602708,0.00000000,0.71472621,0.18131353
-5.57378689,0.98674013,0.00176111,0.25110500,0.34984791,0.44209971,0.00000000,0.69345007,0.17504122
-5.56778389,0.96160536,0.00178838,0.24652301,0.32760303,0.42827453,0.00000000,0.67260008,0.16860362
-5.56178089,0.93743347,0.00183091,0.24213215,0.30507881,0.41498474,0.00000000,0.65286896,0.16214356
-5.55577789,0.91506036,0.00189087,0.23812141,0.28262411,0.40263910,0.00000000,0.63491053,0.15580153
-5.54977489,0.89526143,0.00197005,0.23466991,0.26056099,0.39161093,0.00000000,0.61932204,0.14971192
-5.54377189,0.87873056,0.00206982,0.23194172,0.23917900,0.38222836,0.00000000,0.60662882,0.14399981
-5.53776888,0.86606228,0.00219108,0.23008128,0.21873109,0.37476642,0.00000000,0.59727178,0.13877836
-5.53176588,0.85773764,0.00233414,0.22920968,0.19943117,0.36944092,0.00000000,0.59159809,0.13414671
-5.52576288,0.85411435,0.00249872,0.22942184,0.18145332,0.36640450,0.00000000,0.58985530,0.13018872
-5.51975988,0.85542138,0.00268394,0.23078475,0.16493241,0.36574489,0.00000000,0.59218911,0.12697220
-5.51375688,0.86175830,0.00288824,0.23333684,0.14996606,0.36748537,0.00000000,0.59864482,0.12454898
-5.50775388,0.87309944,0.00310945,0.23708851,0.13661765,0.37158756,0.00000000,0.60917230,0.12295551
-5.50175088,0.88930263,0.00334480,0.24202379,0.12492007,0.37795628,0.00000000,0.62363442,0.12221412
-5.49574787,0.91012224,0.00359099,0.24810306,0.11488012,0.38644643,0.00000000,0.64181834,0.12233475
-5.48974487,0.93522608,0.00384425,0.25526682,0.10648309,0.39687154,0.00000000,0.66344948,0.12331705
-5.48374187,0.96421537,0.00410043,0.26344010,0.09969751,0.40901376,0.00000000,0.68820733,0.12515289
-5.47773887,0.99664701,0.00435514,0.27253762,0.09447954,0.42263483,0.00000000,0.71574241,0.12782889
-5.47173587,1.03205698,0.00460387,0.28246906,0.09077720,0.43748757,0.00000000,0.74569371,0.13132899
-5.46573287,1.06998389,0.00484211,0.29314445,0.08853383,0.45332740,0.00000000,0.77770555,0.13563693
-5.45972986,1.10999135,0.00506552,0.30447919,0.08769106,0.46992336,0.00000000,0.81144303,0.14073832
-5.45372686,1.15168790,0.00527007,0.31639837,0.08819093,0.48706808,0.00000000,0.84660530,0.14662230
-5.44772386,1.19474343,0.00545216,0.32884016,0.08997726,0.50458614,0.00000000,0.88293559,0.15328259
-5.44172086,1.23890105,0.00560876,0.34175793,0.09299620,0.52234046,0.00000000,0.92022768,0.16071784
-5.43571786,1.28398342,0.00573751,0.35512099,0.09719603,0.54023621,0.00000000,0.95832793,0.16893117
-5.42971486,1.32989322,0.00583681,0.36891367,0.10252625,0.55822210,0.00000000,0.99713301,0.17792894
-5.42371186,1.37660736,0.00590587,0.38313289,0.10893616,0.57628879,0.00000000,1.03658296,0.18771873
-5.41770885,1.42416520,0.00594474,0.39778417,0.11637294,0.59446460,0.00000000,1.07665022,0.19830656
-5.41170585,1.47265126,0.00595431,0.41287635,0.12477950,0.61280856,0.00000000,1.11732490,0.20969358
-5.40570285,1.52217339,0.00593626,0.42841527,0.13409224,0.63140125,0.00000000,1.15859742,0.22187236
-5.39969985,1.57283768,0.00589306,0.44439681,0.14423899,0.65033388,0.00000000,1.20043941,0.23482288
-5.39369685,1.62472159,0.00582782,0.46079979,0.15513717,0.66969627,0.00000000,1.24278431,0.24850874
-5.38769385,1.67784711,0.00574424,0.47757915,0.16669252,0.68956446,0.00000000,1.28550892,0.26287362
-5.38169085,1.73215586,0.00564650,0.49466002,0.17879851,0.70998871,0.00000000,1.32841740,0.27783836
-5.37568784,1.78748772,0.00553913,0.51193309,0.19133650,0.73098265,0.00000000,1.37122897,0.29329892
-5.36968484,1.84356489,0.00542690,0.52925182,0.20417683,0.75251436,0.00000000,1.41357054,0.30912549
-5.36368184,1.89998259,0.00531476,0.54643171,0.21718087,0.77450008,0.00000000,1.45497509,0.32516282
-5.35767884,1.95620758,0.00520769,0.56325195,0.23020390,0.79680090,0.00000000,1.49488642,0.34123195
-5.35167584,2.01158491,0.00511067,0.57945951,0.24309892,0.81922292,0.00000000,1.53267043,0.35713341
-5.34567284,2.06535307,0.00502862,0.59477559,0.25572113,0.84152098,0.00000000,1.56763267,0.37265175
-5.33966983,2.11666708,0.00496636,0.60890417,0.26793286,0.86340583,0.00000000,1.59904151,0.38756137
-5.33366683,2.16462851,0.00492858,0.62154240,0.27960889,0.88455449,0.00000000,1.62615598,0.40163332
-5.32766383,2.20832098,0.00491990,0.63239227,0.29064164,0.90462336,0.00000000,1.64825667,0.41464289
-5.32166083,2.24684939,0.00494482,0.64117287,0.30094608,0.92326323,0.00000000,1.66467843,0.42637763
-5.31565783,2.27938076,0.00500774,0.64763282,0.31046408,0.94013562,0.00000000,1.67484267,0.43664536
-5.30965483,2.30518439,0.00511302,0.65156195,0.31916772,0.95492936,0.00000000,1.67828783,0.44528180
-5.30365183,2.32366915,0.00526493,0.65280179,0.32706156,0.96737656,0.00000000,1.67469598,0.45215751
-5.29764882,2.33441572,0.00546767,0.65125406,0.33418335,0.97726704,0.00000000,1.66391422,0.45718361
-5.29164582,2.33720195,0.00572532,0.64688688,0.34060334,0.98446040,0.00000000,1.64596939,0.46031612
-5.28564282,2.33201977,0.00604175,0.63973823,0.34642187,0.98889493,0.00000000,1.62107533,0.46155861
-5.27963982,2.31908268,0.00642058,0.62991640,0.35176531,0.99059296,0.00000000,1.58963221,0.46096296
-5.27363682,2.29882321,0.00686500,0.61759751,0.35678061,0.98966211,0.00000000,1.55221768,0.45862820
-5.26763382,2.27188045,0.00737765,0.60302015,0.36162837,0.98629247,0.00000000,1.50957050,0.45469752
-5.26163082,2.23907815,0.00796042,0.58647740,0.36647496,0.98074976,0.00000000,1.46256716,0.44935340
-5.25562781,2.20139453,0.00861427,0.56830666,0.37148387,0.97336480,0.00000000,1.41219294,0.44281122
-5.24962481,2.15992524,0.00933902,0.54887785,0.37680681,0.96451971,0.00000000,1.35950857,0.43531162
-5.24362181,2.11584146,0.01013317,0.52858044,0.38257492,0.95463183,0.00000000,1.30561432,0.42711188
-5.23761881,2.07034509,0.01099371,0.50781021,0.38889059,0.94413583,0.00000000,1.25161309,0.41847681
-5.23161581,2.02462337,0.01191598,0.48695604,0.39582030,0.93346526,0.00000000,1.19857436,0.40966948
-5.22561281,1.97980521,0.01289359,0.46638765,0.40338900,0.92303430,0.00000000,1.14750039,0.40094228
-5.21960980,1.93692118,0.01391836,0.44644467,0.41157621,0.91322074,0.00000000,1.09929637,0.39252872
-5.21360680,1.89686920,0.01498036,0.42742749,0.42031434,0.90435101,0.00000000,1.05474548,0.38463620
-5.20760380,1.86038743,0.01606802,0.40959041,0.42948912,0.89668813,0.00000000,1.01448990,0.37744022
-5.20160080,1.82803544,0.01716829,0.39313707,0.43894254,0.89042302,0.00000000,0.97901826,0.37108018
-5.19559780,1.80018463,0.01826690,0.37821845,0.44847800,0.88566967,0.00000000,0.94865983,0.36565692
-5.18959480,1.77701779,0.01934870,0.36493338,0.45786751,0.88246439,0.00000000,0.92358531,0.36123203
-5.18359180,1.75853786,0.02039802,0.35333134,0.46686087,0.88076902,0.00000000,0.90381400,0.35782906
-5.17758879,1.74458509,0.02139913,0.34341740,0.47519617,0.88047798,0.00000000,0.88922650,0.35543635
-5.17158579,1.73486155,0.02233666,0.33515886,0.48261134,0.88142860,0.00000000,0.87958232,0.35401133
-5.16558279,1.72896146,0.02319612,0.32849338,0.48885611,0.88341419,0.00000000,0.87454130,0.35348616
-5.15957979,1.72640585,0.02396431,0.32333788,0.49370391,0.88619906,0.00000000,0.87368772,0.35377426
-5.15357679,1.72667948,0.02462976,0.31959804,0.49696309,0.88953470,0.00000000,0.87655599,0.35477738
-5.14757379,1.72926827,0.02518314,0.31717765,0.49848698,0.89317603,0.00000000,0.88265669,0.35639297
-5.14157079,1.73369506,0.02561749,0.31598763,0.49818227,0.89689707,0.00000000,0.89150191,0.35852138
-5.13556778,1.73955218,0.02592850,0.31595399,0.49601538,0.90050500,0.00000000,0.90262868,0.36107245
-5.12956478,1.74652891,0.02611460,0.31702469,0.49201650,0.90385185,0.00000000,0.91561967,0.36397131
-5.12356178,1.75443261,0.02617695,0.31917472,0.48628103,0.90684329,0.00000000,0.93012024,0.36716307
-5.11755878,1.76320242,0.02611942,0.32240953,0.47896862,0.90944403,0.00000000,0.94585122,0.37061599
-5.11155578,1.77291482,0.02594831,0.32676625,0.47029947,0.91167946,0.00000000,0.96261689,0.37432324
-5.10555278,1.78378080,0.02567217,0.33231292,0.46054851,0.91363360,0.00000000,0.98030796,0.37830296
-5.09954977,1.79613460,0.02530134,0.33914554,0.45003731,0.91544347,0.00000000,0.99889932,0.38259666
-5.09354677,1.81041475,0.02484763,0.34738308,0.43912434,0.91729012,0.00000000,1.01844282,0.38726615
-5.08754377,1.82713800,0.02432381,0.35716058,0.42819389,0.91938692,0.00000000,1.03905532,0.39238890
-5.08154077,1.84686753,0.02374315,0.36862066,0.41764406,0.92196570,0.00000000,1.06090263,0.39805234
-5.07553777,1.87017688,0.02311896,0.38190359,0.40787430,0.92526150,0.00000000,1.08418002,0.40434717
-5.06953477,1.89761119,0.02246414,0.39713658,0.39927300,0.92949678,0.00000000,1.10909024,0.41136010
-5.06353177,1.92964768,0.02179078,0.41442247,0.39220535,0.93486584,0.00000000,1.13582012,0.41916635
-5.05752876,1.96665729,0.02110983,0.43382853,0.38700217,0.94152040,0.00000000,1.16451688,0.42782232
-5.05152576,2.00886921,0.02043081,0.45537572,0.38394971,0.94955694,0.00000000,1.19526537,0.43735875
-5.04552276,2.05634025,0.01976168,0.47902914,0.38328084,0.95900656,0.00000000,1.22806749,0.44777481
-5.03951976,2.10893049,0.01910867,0.50469001,0.38516792,0.96982786,0.00000000,1.26282493,0.45903336
-5.03351676,2.16628671,0.01847632,0.53218976,0.38971726,0.98190318,0.00000000,1.29932625,0.47105768
-5.02751376,2.22783439,0.01786751,0.56128668,0.39696551,0.99503841,0.00000000,1.33723925,0.48372993
-5.02151076,2.29277918,0.01728364,0.59166527,0.40687782,1.00896639,0.00000000,1.37610919,0.49689136
-5.01550775,2.36011781,0.01672477,0.62293884,0.41934793,1.02335374,0.00000000,1.41536324,0.51034445
-5.00950475,2.42865852,0.01618991,0.65465503,0.43420005,1.03781086,0.00000000,1.45432126,0.52385680
-5.00350175,2.49705007,0.01567730,0.68630457,0.45119241,1.05190449,0.00000000,1.49221263,0.53716678
-4.99749875,2.56381858,0.01518465,0.71733286,0.47002253,1.06517244,0.00000000,1.52819842,0.54999063
-4.99149575,2.62741061,0.01470948,0.74715400,0.49033395,1.07713969,0.00000000,1.56139820,0.56203081
-4.98549275,2.68624089,0.01424934,0.77516699,0.51172428,1.08733515,0.00000000,1.59092017,0.57298519
-4.97948974,2.73874260,0.01380208,0.80077323,0.53375438,1.09530843,0.00000000,1.61589327,0.58255677
-4.97348674,2.78341828,0.01336606,0.82339480,0.55595863,1.10064579,0.00000000,1.63549980,0.59046343
-4.96748374,2.81888915,0.01294025,0.84249271,0.57785569,1.10298461,0.00000000,1.64900697,0.59644743
-4.96148074,2.84394077,0.01252433,0.85758433,0.59895994,1.10202588,0.00000000,1.65579579,0.60028406
-4.95547774,2.85756311,0.01211876,0.86825929,0.61879297,1.09754404,0.00000000,1.65538591,0.60178932
-4.94947474,2.85898344,0.01172472,0.87419307,0.63689499,1.08939405,0.00000000,1.64745526,0.60082602
-4.94347174,2.84769064,0.01134401,0.87515783,0.65283589,1.07751519,0.00000000,1.63185340,0.59730838
-4.93746873,2.82345002,0.01097899,0.87102982,0.66622552,1.06193177,0.00000000,1.60860802,0.59120460
-4.93146573,2.78630819,0.01063236,0.86179328,0.67672298,1.04275055,0.00000000,1.57792442,0.58253763
-4.92546273,2.73658798,0.01030699,0.84754053,0.68404460,1.02015540,0.00000000,1.54017780,0.57138389
-4.91945973,2.67487375,0.01000574,0.82846833,0.68797046,0.99439915,0.00000000,1.49589911,0.55787029
-4.91345673,2.60198810,0.00973120,0.80487077,0.68834907,0.96579344,0.00000000,1.44575507,0.54216941
-4.90745373,2.51896104,0.00948554,0.77712904,0.68510019,0.93469671,0.00000000,1.39052349,0.52449336
-4.90145073,2.42699332,0.00927031,0.74569859,0.67821573,0.90150127,0.00000000,1.33106511,0.50508650
-4.89544772,2.32741557,0.00908627,0.71109423,0.66775856,0.86661975,0.00000000,1.26829342,0.48421733
-4.88944472,2.22164510,0.00893331,0.67387396,0.65385943,0.83047167,0.00000000,1.20314393,0.46217004
-4.88344172,2.11114239,0.00881036,0.63462216,0.63671208,0.79347068,0.00000000,1.13654426,0.43923591
-4.87743872,1.99736878,0.00871535,0.59393286,0.61656670,0.75601290,0.00000000,1.06938635,0.41570510
-4.87143572,1.88174737,0.00864526,0.55239373,0.59372204,0.71846689,0.00000000,1.00250203,0.39185901
-4.86543272,1.76562819,0.00859616,0.51057145,0.56851642,0.68116550,0.00000000,0.93664266,0.36796352
-4.85942971,1.65025894,0.00856336,0.46899876,0.54131806,0.64439985,0.00000000,0.87246369,0.34426341
-4.85342671,1.53676195,0.00854153,0.42816377,0.51251497,0.60841550,0.00000000,0.81051429,0.32097789
-4.84742371,1.42611784,0.00852490,0.38850165,0.48250481,0.57341093,0.00000000,0.75123219,0.29829763
-4.84142071,1.31915589,0.00850746,0.35038877,0.45168514,0.53953805,0.00000000,0.69494352,0.27638296
-4.83541771,1.21655092,0.00848317,0.31413937,0.42044419,0.50690465,0.00000000,0.64186717,0.25536349
-4.82941471,1.11882606,0.00844620,0.28000458,0.38915261,0.47557850,0.00000000,0.59212305,0.23533876
-4.82341171,1.02636072,0.00839116,0.24817365,0.35815624,0.44559261,0.00000000,0.54574343,0.21638008
-4.81740870,0.93940278,0.00831324,0.21877692,0.32777028,0.41695159,0.00000000,0.50268660,0.19853301
-4.81140570,0.85808407,0.00820844,0.19189049,0.29827471,0.38963832,0.00000000,0.46285181,0.18182063
-4.80540270,0.78243790,0.00807368,0.16754192,0.26991119,0.36362093,0.00000000,0.42609481,0.16624711
-4.79939970,0.71241780,0.00790688,0.14571676,0.24288135,0.33885950,0.00000000,0.39224302,0.15180153
-4.79339670,0.64791643,0.00770706,0.12636562,0.21734642,0.31531228,0.00000000,0.36110986,0.13846171
-4.78739370,0.58878378,0.00747434,0.10941119,0.19342805,0.29294118,0.00000000,0.33250750,0.12619786
-4.78139070,0.53484408,0.00720989,0.09475519,0.17121016,0.27171645,0.00000000,0.30625780,0.11497596
-4.77538769,0.48591086,0.00691585,0.08228492,0.15074179,0.25162024,0.00000000,0.28220114,0.10476077
-4.76938469,0.44179979,0.00659528,0.07187908,0.13204057,0.23264929,0.00000000,0.26020296,0.09551832
-4.76338169,0.40233917,0.00625196,0.06341297,0.11509671,0.21481657,0.00000000,0.24015829,0.08721799
-4.75737869,0.36737803,0.00589028,0.05676278,0.09987734,0.19815204,0.00000000,0.22199409,0.07983400
-4.75137569,0.33679189,0.00551505,0.05180904,0.08633104,0.18270274,0.00000000,0.20566998,0.07334655
-4.74537269,0.31048641,0.00513131,0.04843921,0.07439221,0.16853213,0.00000000,0.19117731,0.06774243
-4.73936968,0.28839921,0.00474420,0.04654943,0.06398548,0.15571904,0.00000000,0.17853714,0.06301531
-4.73336668,0.27050006,0.00435875,0.04604552,0.05502966,0.14435635,0.00000000,0.16779721,0.05916569
-4.72736368,0.25678973,0.00397979,0.04684327,0.04744146,0.13454937,0.00000000,0.15902842,0.05620061
-4.72136068,0.24729793,0.00361174,0.04886824,0.04113864,0.12641418,0.00000000,0.15232084,0.05413317
-4.71535768,0.24208025,0.00325861,0.05205499,0.03604274,0.12007593,0.00000000,0.14777954,0.05298186
-4.70935468,0.24121463,0.00292384,0.05634600,0.03208123,0.11566705,0.00000000,0.14552039,0.05276977
-4.70335168,0.24479720,0.00261031,0.06169029,0.02918911,0.11332547,0.00000000,0.14566586,0.05352376
-4.69734867,0.25293768,0.00232027,0.06804185,0.02730998,0.11319272,0.00000000,0.14834079,0.05527345
-4.69134567,0.26575430,0.00205538,0.07535798,0.02639652,0.11541180,0.00000000,0.15366829,0.05805016
-4.68534267,0.28336833,0.00181670,0.08359758,0.02641051,0.12012490,0.00000000,0.16176552,0.06188574
-4.67933967,0.30589794,0.00160475,0.09271944,0.02732230,0.12747058,0.00000000,0.17273938,0.06681127
-4.67333667,0.33345165,0.00141952,0.10268063,0.02910990,0.13758071,0.00000000,0.18668212,0.07285559
-4.66733367,0.36612106,0.00126056,0.11343486,0.03175765,0.15057674,0.00000000,0.20366671,0.08004378
-4.66133067,0.40397309,0.00112706,0.12493114,0.03525455,0.16656555,0.00000000,0.22374213,0.08839536
-4.65532766,0.44704170,0.00101783,0.13711239,0.03959236,0.18563481,0.00000000,0.24692848,0.09792246
-4.64932466,0.49531925,0.00093146,0.14991439,0.04476349,0.20784788,0.00000000,0.27321216,0.10862784
-4.64332166,0.54874769,0.00086631,0.16326481,0.05075881,0.23323850,0.00000000,0.30254119,0.12050283
-4.63731866,0.60720994,0.00082057,0.17708252,0.05756537,0.26180531,0.00000000,0.33482092,0.13352533
-4.63131566,0.67052179,0.00079233,0.19127724,0.06516429,0.29350652,0.00000000,0.36991044,0.14765778
-4.62531266,0.73842472,0.00077960,0.20574939,0.07352868,0.32825505,0.00000000,0.40761990,0.16284543
-4.61930965,0.81058016,0.00078036,0.22039043,0.08262192,0.36591427,0.00000000,0.44770911,0.17901478
-4.61330665,0.88656563,0.00079256,0.23508360,0.09239620,0.40629477,0.00000000,0.48988770,0.19607249
-4.60730365,0.96587323,0.00081417,0.24970510,0.10279143,0.44915241,0.00000000,0.53381707,0.21390470
-4.60130065,1.04791097,0.00084319,0.26412585,0.11373474,0.49418797,0.00000000,0.57911442,0.23237702
-4.59529765,1.13200720,0.00087770,0.27821374,0.12514030,0.54104848,0.00000000,0.62535886,0.25133518
-4.58929465,1.21741834,0.00091581,0.29183648,0.13690992,0.58933056,0.00000000,0.67209972,0.27060636
-4.58329165,1.30334020,0.00095576,0.30486485,0.14893401,0.63858574,0.00000000,0.71886697,0.29000139
-4.57728864,1.38892252,0.00099587,0.31717650,0.16109321,0.68832783,0.00000000,0.76518342,0.30931767
-4.57128564,1.47328676,0.00103463,0.32866008,0.17326052,0.73804213,0.00000000,0.81057854,0.32834287
-4.56528264,1.55554655,0.00107063,0.33921948,0.18530387,0.78719643,0.00000000,0.85460325,0.34685923
-4.55927964,1.63483023,0.00110265,0.34877820,0.19708916,0.83525339,0.00000000,0.89684523,0.36464854
-4.55327664,1.71030475,0.00112965,0.35728353,0.20848346,0.88168396,0.00000000,0.93694409,0.38149740
-4.54727364,1.78120002,0.00115078,0.36471033,0.21935859,0.92598137,0.00000000,0.97460563,0.39720281
-4.54127064,1.84683271,0.00116541,0.37106418,0.22959458,0.96767529,0.00000000,1.00961457,0.41157777
-4.53526763,1.90662852,0.00117309,0.37638369,0.23908317,1.00634537,0.00000000,1.04184496,0.42445670
-4.52926463,1.96014182,0.00117363,0.38074181,0.24773108,1.04163389,0.00000000,1.07126770,0.43570042
-4.52326163,2.00707174,0.00116703,0.38424583,0.25546290,1.07325677,0.00000000,1.09795461,0.44520065
-4.51725863,2.04727383,0.00115353,0.38703612,0.26222360,1.10101254,0.00000000,1.12207865,0.45288355
-4.51125563,2.08076668,0.00113354,0.38928338,0.26798036,1.12478884,0.00000000,1.14391009,0.45871239
-4.50525263,2.10773279,0.00110769,0.39118455,0.27272384,1.14456607,0.00000000,1.16380855,0.46268907
-4.49924962,2.12851383,0.00107676,0.39295732,0.27646868,1.16041805,0.00000000,1.18221115,0.46485448
-4.49324662,2.14359992,0.00104169,0.39483349,0.27925322,1.17250955,0.00000000,1.19961701,0.46528756
