energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.51375688,3.80319952,0.05578003,0.12158263,1.28593330,0.74075512,0.06515685,2.39225859,0.55105012,0.23873504
-5.50775388,3.72646400,0.05573986,0.11640422,1.22080586,0.73749123,0.06282434,2.34947695,0.54750858,0.23205385
-5.50175088,3.66650846,0.05550801,0.11132092,1.16096490,0.73594063,0.06050449,2.31873180,0.54795243,0.22751360
-5.49574787,3.62486764,0.05508271,0.10635297,1.10742508,0.73624342,0.05818137,2.30112837,0.55270213,0.22526785
-5.48974487,3.60309221,0.05446885,0.10152170,1.06112443,0.73857677,0.05584229,2.29776989,0.56208167,0.22545677
-5.48374187,3.60272001,0.05367803,0.09684958,1.02290917,0.74315076,0.05347858,2.30973556,0.57641106,0.22820433
-5.47773887,3.62523223,0.05272838,0.09236004,0.99351896,0.75020008,0.05108611,2.33804888,0.59599593,0.23361471
-5.47173587,3.67199584,0.05164400,0.08807705,0.97357254,0.75997206,0.04866551,2.38363694,0.62111447,0.24176804
-5.46573287,3.74419449,0.05045426,0.08402454,0.96355409,0.77271154,0.04622199,2.44728250,0.65200215,0.25271556
-5.45972986,3.84275110,0.04919269,0.08022575,0.96380057,0.78864345,0.04376502,2.52957086,0.68883487,0.26647456
-5.45372686,3.96824643,0.04789584,0.07670233,0.97449025,0.80795395,0.04130767,2.63083445,0.73171136,0.28302317
-5.44772386,4.12083810,0.04660189,0.07347361,0.99563299,0.83077138,0.03886582,2.75109821,0.78063565,0.30229558
-5.44172086,4.30018534,0.04534925,0.07055570,1.02706284,0.85714811,0.03645725,2.89002914,0.83550080,0.32417779
-5.43571786,4.50538441,0.04417511,0.06796083,1.06843332,0.88704444,0.03410073,3.04689366,0.89607475,0.34850445
-5.42971486,4.73491976,0.04311406,0.06569674,1.11921612,0.92031567,0.03181501,3.22052583,0.96198946,0.37505698
-5.42371186,4.98663501,0.04219680,0.06376628,1.17870366,0.95670324,0.02961796,3.40930956,1.03273411,0.40356337
-5.41770885,5.25772759,0.04144902,0.06216722,1.24601610,0.99583071,0.02752576,3.61117705,1.10765333,0.43369987
-5.41170585,5.54476917,0.04089051,0.06089228,1.32011303,1.03720508,0.02555228,3.82362522,1.18595087,0.46509467
-5.40570285,5.84375326,0.04053439,0.05992947,1.39981007,1.08022360,0.02370854,4.04375089,1.26669909,0.49733375
-5.39969985,6.15016984,0.04038680,0.05926252,1.48380050,1.12418612,0.02200242,4.26830452,1.34885442,0.52996875
-5.39369685,6.45910520,0.04044665,0.05887165,1.57068155,1.16831244,0.02043851,4.49376152,1.43127852,0.56252671
-5.38769385,6.76536423,0.04070579,0.05873441,1.65898493,1.21176414,0.01901811,4.71640899,1.51276449,0.59452150
-5.38169085,7.06361072,0.04114938,0.05882665,1.74721092,1.25366997,0.01773938,4.93244487,1.59206753,0.62546646
-5.37568784,7.34852034,0.04175653,0.05912357,1.83386509,1.29315356,0.01659768,5.13808595,1.66793888,0.65488783
-5.36968484,7.61494016,0.04250110,0.05960072,1.91749633,1.32936247,0.01558590,5.32968024,1.73916171,0.68233847
-5.36368184,7.85804795,0.04335278,0.06023497,1.99673519,1.36149700,0.01469497,5.50381923,1.80458770,0.70741126
-5.35767884,8.07350433,0.04427820,0.06100536,2.07033077,1.38883759,0.01391432,5.65744512,1.86317273,0.72975169
-5.35167584,8.25759123,0.04524217,0.06189374,2.13718501,1.41076954,0.01323240,5.78794845,1.91401011,0.74906891
-5.34567284,8.40733044,0.04620903,0.06288525,2.19638276,1.42680396,0.01263720,5.89325173,1.95636012,0.76514499
-5.33966983,8.52057708,0.04714385,0.06396857,2.24721657,1.43659397,0.01211667,5.97187555,1.98967436,0.77784174
-5.33366683,8.59608388,0.04801371,0.06513591,2.28920483,1.43994558,0.01165914,6.02298418,2.01361400,0.78710494
-5.32766383,8.63353363,0.04878881,0.06638274,2.32210271,1.43682271,0.01125370,6.04640867,2.02806099,0.79296565
-5.32166083,8.63353858,0.04944342,0.06770741,2.34590515,1.42734642,0.01089037,6.04264676,2.03312186,0.79553867
-5.31565783,8.59760722,0.04995671,0.06911049,2.36084184,1.41178840,0.01056041,6.01283964,2.02912380,0.79501810
-5.30965483,8.52808023,0.05031332,0.07059400,2.36736422,1.39055915,0.01025630,5.95872677,2.01660326,0.79167025
-5.30365183,8.42803883,0.05050373,0.07216058,2.36612515,1.36419167,0.00997189,5.88258108,1.99628748,0.78582426
-5.29764882,8.30119003,0.05052437,0.07381258,2.35795194,1.33332132,0.00970231,5.78712749,1.96906979,0.77786075
-5.29164582,8.15173391,0.05037752,0.07555125,2.34381397,1.29866303,0.00944393,5.67544843,1.93597960,0.76819906
-5.28564282,7.98421895,0.05007095,0.07737592,2.32478620,1.26098675,0.00919421,5.55088042,1.89814838,0.75728350
-5.27963982,7.80339141,0.04961737,0.07928334,2.30201007,1.22109245,0.00895160,5.41690606,1.85677291,0.74556935
-5.27363682,7.61404504,0.04903371,0.08126725,2.27665347,1.17978539,0.00871534,5.27704573,1.81307724,0.73350892
-5.26763382,7.42087662,0.04834019,0.08331801,2.24987127,1.13785290,0.00848531,5.13475304,1.76827481,0.72153832
-5.26163082,7.22835278,0.04755936,0.08542256,2.22276816,1.09604329,0.00826186,4.99331772,1.72353204,0.71006534
-5.25562781,7.04059215,0.04671502,0.08756452,2.19636509,1.05504754,0.00804567,4.85577916,1.67993470,0.69945879
-5.24962481,6.86126648,0.04583119,0.08972456,2.17157061,1.01548434,0.00783759,4.72485307,1.63845816,0.69003961
-5.24362181,6.69352302,0.04493107,0.09188091,2.14915818,0.97788854,0.00763854,4.60287311,1.59994244,0.68207398
-5.23761881,6.53992953,0.04403606,0.09401006,2.12975017,0.94270340,0.00744945,4.49174860,1.56507281,0.67576853
-5.23161581,6.40244244,0.04316501,0.09608762,2.11380909,0.91027624,0.00727112,4.39293876,1.53436628,0.67126763
-5.22561281,6.28239762,0.04233350,0.09808923,2.10163617,0.88085758,0.00710423,4.30744330,1.50816452,0.66865286
-5.21960980,6.18052251,0.04155339,0.09999160,2.09337724,0.85460331,0.00694932,4.23580874,1.48663295,0.66794447
-5.21360680,6.09696789,0.04083260,0.10177355,2.08903557,0.83157956,0.00680673,4.17814903,1.46976601,0.66910475
-5.20760380,6.03135695,0.04017499,0.10341709,2.08849100,0.81176984,0.00667665,4.13417927,1.45739815,0.67204306
-5.20160080,5.98284903,0.03958057,0.10490839,2.09152458,0.79508410,0.00655913,4.10326048,1.44922002,0.67662245
-5.19559780,5.95021529,0.03904588,0.10623887,2.09784759,0.78136914,0.00645410,4.08445358,1.44479918,0.68266753
-5.18959480,5.93192333,0.03856447,0.10740606,2.10713384,0.77042013,0.00636141,4.07658048,1.44360442,0.68997338
-5.18359180,5.92622785,0.03812764,0.10841449,2.11905391,0.76199273,0.00628085,4.07829005,1.44503286,0.69831531
-5.17758879,5.93126444,0.03772519,0.10927646,2.13330976,0.75581555,0.00621223,4.08812686,1.44843871,0.70745906
-5.17158579,5.94514351,0.03734631,0.11001271,2.14966854,0.75160262,0.00615536,4.10460060,1.45316275,0.71717136
-5.16558279,5.96604172,0.03698042,0.11065301,2.16799373,0.74906553,0.00611019,4.12625383,1.45856143,0.72723032
-5.15957979,5.99228792,0.03661799,0.11123652,2.18827248,0.74792511,0.00607678,4.15172614,1.46403450,0.73743553
-5.15357679,6.02244112,0.03625137,0.11181209,2.21063753,0.74792210,0.00605539,4.17981259,1.46905027,0.74761738
-5.14757379,6.05535780,0.03587537,0.11243836,2.23538260,0.74882695,0.00604652,4.20951450,1.47316748,0.75764540
-5.14157079,6.09024627,0.03548781,0.11318357,2.26297000,0.75044803,0.00605098,4.24008089,1.47605309,0.76743520
-5.13556778,6.12670583,0.03508982,0.11412519,2.29402976,0.75263845,0.00606995,4.27103872,1.47749525,0.77695370
-5.12956478,6.16474904,0.03468596,0.11534926,2.32934954,0.75530083,0.00610500,4.30221093,1.47741102,0.78622238
-5.12356178,6.20480553,0.03428419,0.11694932,2.36985520,0.75839012,0.00615815,4.33372105,1.47584853,0.79531834
-5.11755878,6.24770672,0.03389560,0.11902513,2.41658209,0.76191415,0.00623190,4.36598393,1.47298354,0.80437292
-5.11155578,6.29465116,0.03353393,0.12168085,2.47063763,0.76593181,0.00632926,4.39968247,1.46911046,0.81356786
-5.10555278,6.34715111,0.03321502,0.12502301,2.53315621,0.77054883,0.00645370,4.43573100,1.46462833,0.82312899
-5.09954977,6.40696184,0.03295602,0.12915803,2.60524776,0.77591132,0.00660917,4.47522635,1.46002229,0.83331757
-5.09354677,6.47599602,0.03277460,0.13418942,2.68794191,0.78219714,0.00680004,4.51938828,1.45584124,0.84441960
-5.08754377,6.55622628,0.03268802,0.14021476,2.78212989,0.78960544,0.00703097,4.56949197,1.45267283,0.85673337
-5.08154077,6.64958011,0.03271229,0.14732245,2.88850676,0.79834484,0.00730684,4.62679501,1.45111669,0.87055579
-5.07553777,6.75783161,0.03286126,0.15558841,3.00751663,0.80862072,0.00763257,4.69246279,1.45175721,0.88616810
-5.06953477,6.88249528,0.03314582,0.16507277,3.13930367,0.82062229,0.00801299,4.76749545,1.45513695,0.90382156
-5.06353177,7.02472732,0.03357327,0.17581680,3.28367172,0.83451008,0.00845258,4.85266059,1.46173195,0.92372388
-5.05752876,7.18523962,0.03414675,0.18784008,3.44005488,0.85040457,0.00895530,4.94843520,1.47193003,0.94602700
-5.05152576,7.36423154,0.03486483,0.20113814,3.60750147,0.86837675,0.00952435,5.05496039,1.48601295,0.97081695
-5.04552276,7.56134372,0.03572142,0.21568074,3.78467277,0.88844107,0.01016196,5.17201168,1.50414337,0.99810639
-5.03951976,7.77563737,0.03670566,0.23141077,3.96985780,0.91055147,0.01086916,5.29898722,1.52635700,1.02783019
-5.03351676,8.00560098,0.03780224,0.24824407,4.16100427,0.93460079,0.01164559,5.43491515,1.55256036,1.05984454
-5.02751376,8.24918547,0.03899168,0.26606996,4.35576516,0.96042385,0.01248940,5.57848040,1.58253416,1.09392959
-5.02151076,8.50386655,0.04025097,0.28475285,4.55155975,0.98780405,0.01339705,5.72807016,1.61594194,1.12979567
-5.01550775,8.76673232,0.04155421,0.30413461,4.74564672,1.01648347,0.01436336,5.88183616,1.65234363,1.16709284
-5.00950475,9.03459181,0.04287350,0.32403782,4.93520666,1.04617579,0.01538144,6.03777072,1.69121323,1.20542327
-5.00350175,9.30409946,0.04417976,0.34426975,5.11743029,1.07658165,0.01644280,6.19379289,1.73195957,1.24435602
-4.99749875,9.57188911,0.04544376,0.36462695,5.28960874,1.10740531,0.01753748,6.34783997,1.77394926,1.28344321
-4.99149575,9.83471041,0.04663704,0.38490024,5.44922145,1.13837192,0.01865428,6.49795956,1.81653049,1.32223704
-4.98549275,10.08956028,0.04773284,0.40488000,5.59401796,1.16924416,0.01978097,6.64239681,1.85905661,1.36030657
-4.97948974,10.33380214,0.04870700,0.42436139,5.72208922,1.19983736,0.02090469,6.77967192,1.90090832,1.39725336
-4.97348674,10.56526612,0.04953871,0.44314945,5.83192546,1.23003186,0.02201221,6.90864331,1.94151340,1.43272530
-4.96748374,10.78232452,0.05021113,0.46106382,5.92245748,1.25978194,0.02309037,7.02855256,1.98036313,1.46642767
-4.96148074,10.98393804,0.05071195,0.47794280,5.99307966,1.28912050,0.02412647,7.13904828,2.01702480,1.49813104
-4.95547774,11.16967021,0.05103364,0.49364675,6.04365357,1.31815902,0.02510860,7.24018740,2.05114965,1.52767550
-4.94947474,11.33966886,0.05117364,0.50806055,6.07449232,1.34708257,0.02602603,7.33241333,2.08247641,1.55497103
-4.94347174,11.49461585,0.05113432,0.52109521,6.08632658,1.37614000,0.02686951,7.41651231,2.11083015,1.57999421
-4.93746873,11.63564790,0.05092275,0.53268843,6.08025433,1.40562975,0.02763153,7.49355009,2.13611703,1.60278129
-4.93146573,11.76425318,0.05055033,0.54280430,6.05767722,1.43588182,0.02830647,7.56479258,2.15831534,1.62341831
-4.92546273,11.88214959,0.05003227,0.55143201,6.02022680,1.46723697,0.02889076,7.63161502,2.17746359,1.64202882
-4.91945973,11.99115213,0.04938692,0.55858392,5.96968480,1.50002423,0.02938286,7.69540486,2.19364645,1.65875995
-4.91345673,12.09303686,0.04863499,0.56429289,5.90790139,1.53453795,0.02978324,7.75746391,2.20697953,1.67376777
-4.90745373,12.18940956,0.04779877,0.56860917,5.83671561,1.57101579,0.03009423,7.81891556,2.21759385,1.68720277
-4.90145073,12.28158654,0.04690122,0.57159702,5.75788176,1.60961888,0.03031982,7.88062223,2.22562091,1.69919631
-4.89544772,12.37049438,0.04596515,0.57333111,5.67300520,1.65041541,0.03046539,7.94311785,2.23117920,1.70984890
-4.88944472,12.45659416,0.04501236,0.57389303,5.58349005,1.69336854,0.03053742,8.00655918,2.23436277,1.71922083
-4.88344172,12.53983413,0.04406288,0.57336793,5.49050094,1.73832955,0.03054315,8.07069847,2.23523242,1.72732571
-4.87743872,12.61963306,0.04313429,0.57184141,5.39493979,1.78503653,0.03049017,8.13487901,2.23380979,1.73412725
-4.87143572,12.69489465,0.04224120,0.56939684,5.29743773,1.83311885,0.03038616,8.19805338,2.23007454,1.73953919
-4.86543272,12.76405149,0.04139479,0.56611307,5.19836170,1.88210713,0.03023848,8.25882322,2.22396456,1.74342848
-4.85942971,12.82513542,0.04060256,0.56206260,5.09783412,1.93144824,0.03005387,8.31549794,2.21537897,1.74562127
-4.85342671,12.87586965,0.03986821,0.55731019,4.99576385,1.98052447,0.02983824,8.36616870,2.20418360,1.74591132
-4.84742371,12.91377693,0.03919166,0.55191197,4.89188578,2.02867579,0.02959640,8.40879354,2.19021855,1.74407018
-4.84142071,12.93629731,0.03856928,0.54591486,4.78580634,2.07522407,0.02933195,8.44128858,2.17330709,1.73985861
-4.83541771,12.94090866,0.03799419,0.53935643,4.67705207,2.11949780,0.02904719,8.46162038,2.15326566,1.73303841
-4.82941471,12.92524352,0.03745668,0.53226508,4.56511846,2.16085609,0.02874310,8.46789458,2.12991414,1.72338419
-4.82341171,12.88719594,0.03694478,0.52466044,4.44951639,2.19871064,0.02841940,8.45843616,2.10308601,1.71069424
-4.81740870,12.82501339,0.03644487,0.51655410,4.32981401,2.23254461,0.02807463,8.43185773,2.07263789,1.69480019
-4.81140570,12.73736938,0.03594228,0.50795048,4.20567232,2.26192750,0.02770632,8.38711259,2.03845813,1.67557493
-4.80540270,12.62341425,0.03542204,0.49884796,4.07687303,2.28652529,0.02731121,8.32353080,2.00047412,1.65293856
-4.79939970,12.48280267,0.03486945,0.48924015,3.94333813,2.30610573,0.02688546,8.24083721,1.95865809,1.62686220
-4.79339670,12.31569789,0.03427074,0.47911732,3.80514086,2.32053846,0.02642491,8.13915154,1.91303138,1.59736977
-4.78739370,12.12275407,0.03361366,0.46846800,3.66250838,2.32979045,0.02592536,8.01897158,1.86366708,1.56453760
-4.78139070,11.90507897,0.03288786,0.45728061,3.51581675,2.33391709,0.02538285,7.88114147,1.81069108,1.52849236
-4.77538769,11.66418048,0.03208537,0.44554525,3.36557931,2.33304979,0.02479389,7.72680752,1.75428165,1.48940736
-4.76938469,11.40190060,0.03120080,0.43325549,3.21242959,2.32738087,0.02415571,7.55736466,1.69466760,1.44749759
-4.76338169,11.12034127,0.03023156,0.42041003,3.05710013,2.31714686,0.02346646,7.37439686,1.63212520,1.40301393
-4.75737869,10.82178618,0.02917785,0.40701441,2.90039864,2.30261115,0.02272537,7.17961470,1.56697407,1.35623666
-4.75137569,10.50862264,0.02804265,0.39308239,2.74318272,2.28404707,0.02193290,6.97479351,1.49957203,1.30746877
-4.74537269,10.18326710,0.02683152,0.37863715,2.58633459,2.26172230,0.02109076,6.76171472,1.43030922,1.25702923
-4.73936968,9.84809754,0.02555236,0.36371216,2.43073667,2.23588544,0.02020195,6.54211306,1.35960160,1.20524642
-4.73336668,9.50539500,0.02421512,0.34835160,2.27724907,2.20675536,0.01927075,6.31763147,1.28788387,1.15245198
-4.72736368,9.15729604,0.02283134,0.33261042,2.12668964,2.17451378,0.01830257,6.08978506,1.21560217,1.09897515
-4.72136068,8.80575709,0.02141383,0.31655390,1.97981701,2.13930132,0.01730391,5.85993488,1.14320650,1.04513768
-4.71535768,8.45253097,0.01997614,0.30025677,1.83731691,2.10121704,0.01628209,5.62927168,1.07114313,0.99124942
-4.70935468,8.09915526,0.01853218,0.28380187,1.69979197,2.06032132,0.01524512,5.39880945,0.99984724,0.93760452
-4.70335168,7.74695159,0.01709574,0.26727852,1.56775482,2.01664170,0.01420146,5.16938779,0.92973576,0.88447840
-4.69734867,7.39703472,0.01568018,0.25078050,1.44162439,1.97018126,0.01315976,4.94168215,0.86120076,0.83212521
-4.69134567,7.05032955,0.01429797,0.23440390,1.32172523,1.92092880,0.01212866,4.71622047,0.79460352,0.78077615
-4.68534267,6.70759459,0.01296049,0.21824479,1.20828937,1.86887041,0.01111654,4.49340471,0.73026936,0.73063819
-4.67933967,6.36944958,0.01167774,0.20239699,1.10146042,1.81400131,0.01013128,4.27353559,0.66848342,0.68189353
-4.67333667,6.03640574,0.01045817,0.18694985,1.00129965,1.75633769,0.00918013,4.05683896,0.60948753,0.63469951
-4.66733367,5.70889653,0.00930862,0.17198634,0.90779338,1.69592752,0.00826952,3.84349226,0.55347813,0.58918904
-4.66133067,5.38730742,0.00823422,0.15758135,0.82086157,1.63285998,0.00740493,3.63364964,0.50060542,0.54547154
-4.65532766,5.07200307,0.00723842,0.14380038,0.74036709,1.56727279,0.00659084,3.42746459,0.45097354,0.50363416
-4.64932466,4.76335081,0.00632309,0.13069863,0.66612534,1.49935723,0.00583067,3.22510910,0.40464190,0.46374337
-4.64332166,4.46173948,0.00548859,0.11832044,0.59791400,1.42936054,0.00512679,3.02678862,0.36162745,0.42584688
