energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Sb_p_up,Sb_p_down,Sb_d_up,Sb_d_down
-5.93996998,0.42863361,-0.42863361,0.10194175,-0.10194175,0.07039604,-0.07039604,0.01376925,-0.01376925,0.07947246,-0.07947246,0.17531734,-0.17531734,0.00165172,-0.00165172
-5.93396698,0.43850920,-0.43850920,0.10392369,-0.10392369,0.07018807,-0.07018807,0.01402326,-0.01402326,0.08548757,-0.08548757,0.17505987,-0.17505987,0.00172538,-0.00172538
-5.92796398,0.45244825,-0.45244825,0.10698486,-0.10698487,0.07078918,-0.07078918,0.01423386,-0.01423386,0.09228098,-0.09228098,0.17656608,-0.17656608,0.00182002,-0.00182002
-5.92196098,0.47011264,-0.47011264,0.11103520,-0.11103520,0.07213254,-0.07213254,0.01439561,-0.01439561,0.09981624,-0.09981624,0.17966869,-0.17966869,0.00193428,-0.00193428
-5.91595798,0.49114408,-0.49114408,0.11597559,-0.11597559,0.07414833,-0.07414833,0.01450463,-0.01450463,0.10805162,-0.10805162,0.18419193,-0.18419192,0.00206662,-0.00206662
-5.90995498,0.51517018,-0.51517018,0.12169978,-0.12169978,0.07676511,-0.07676511,0.01455877,-0.01455877,0.11694045,-0.11694045,0.18995485,-0.18995485,0.00221529,-0.00221529
-5.90395198,0.54180972,-0.54180972,0.12809615,-0.12809615,0.07991093,-0.07991093,0.01455760,-0.01455760,0.12643153,-0.12643153,0.19677427,-0.19677427,0.00237841,-0.00237841
-5.89794897,0.57067700,-0.57067700,0.13504936,-0.13504936,0.08351425,-0.08351425,0.01450240,-0.01450240,0.13646942,-0.13646942,0.20446716,-0.20446716,0.00255393,-0.00255393
-5.89194597,0.60138541,-0.60138541,0.14244190,-0.14244191,0.08750466,-0.08750466,0.01439611,-0.01439611,0.14699473,-0.14699473,0.21285267,-0.21285267,0.00273969,-0.00273969
-5.88594297,0.63355046,-0.63355046,0.15015563,-0.15015563,0.09181340,-0.09181340,0.01424319,-0.01424319,0.15794443,-0.15794443,0.22175384,-0.22175384,0.00293345,-0.00293345
-5.87993997,0.66679215,-0.66679215,0.15807312,-0.15807312,0.09637372,-0.09637372,0.01404950,-0.01404950,0.16925203,-0.16925203,0.23099895,-0.23099894,0.00313286,-0.00313286
-5.87393697,0.70073726,-0.70073726,0.16607916,-0.16607917,0.10112119,-0.10112119,0.01382211,-0.01382211,0.18084794,-0.18084794,0.24042279,-0.24042278,0.00333553,-0.00333553
-5.86793397,0.73502135,-0.73502135,0.17406212,-0.17406212,0.10599386,-0.10599386,0.01356916,-0.01356916,0.19265979,-0.19265979,0.24986776,-0.24986776,0.00353906,-0.00353906
-5.86193097,0.76929102,-0.76929102,0.18191535,-0.18191535,0.11093244,-0.11093244,0.01329964,-0.01329964,0.20461282,-0.20461282,0.25918500,-0.25918500,0.00374099,-0.00374099
-5.85592796,0.80320628,-0.80320628,0.18953873,-0.18953873,0.11588044,-0.11588044,0.01302330,-0.01302330,0.21663039,-0.21663039,0.26823550,-0.26823550,0.00393891,-0.00393891
-5.84992496,0.83644344,-0.83644344,0.19684006,-0.19684006,0.12078434,-0.12078434,0.01275052,-0.01275052,0.22863464,-0.22863464,0.27689140,-0.27689139,0.00413046,-0.00413046
-5.84392196,0.86869839,-0.86869839,0.20373664,-0.20373664,0.12559389,-0.12559389,0.01249217,-0.01249217,0.24054723,-0.24054723,0.28503733,-0.28503733,0.00431333,-0.00431333
-5.83791896,0.89969039,-0.89969039,0.21015672,-0.21015672,0.13026239,-0.13026239,0.01225960,-0.01225960,0.25229030,-0.25229030,0.29257198,-0.29257198,0.00448533,-0.00448533
-5.83191596,0.92916638,-0.92916638,0.21604099,-0.21604099,0.13474714,-0.13474714,0.01206459,-0.01206459,0.26378752,-0.26378752,0.29940969,-0.29940969,0.00464438,-0.00464438
-5.82591296,0.95690562,-0.95690562,0.22134389,-0.22134389,0.13900994,-0.13900994,0.01191936,-0.01191936,0.27496529,-0.27496529,0.30548217,-0.30548216,0.00478860,-0.00478860
-5.81990995,0.98272457,-0.98272457,0.22603487,-0.22603487,0.14301768,-0.14301768,0.01183658,-0.01183658,0.28575409,-0.28575409,0.31074021,-0.31074021,0.00491628,-0.00491628
-5.81390695,1.00648177,-1.00648177,0.23009935,-0.23009935,0.14674300,-0.14674300,0.01182938,-0.01182938,0.29608981,-0.29608981,0.31515534,-0.31515534,0.00502596,-0.00502596
-5.80790395,1.02808245,-1.02808245,0.23353944,-0.23353944,0.15016499,-0.15016499,0.01191137,-0.01191137,0.30591516,-0.30591516,0.31872123,-0.31872123,0.00511645,-0.00511645
-5.80190095,1.04748253,-1.04748253,0.23637433,-0.23637433,0.15326984,-0.15326984,0.01209667,-0.01209667,0.31518100,-0.31518100,0.32145481,-0.32145481,0.00518686,-0.00518686
-5.79589795,1.06469175,-1.06469175,0.23864022,-0.23864022,0.15605142,-0.15605142,0.01239977,-0.01239977,0.32384749,-0.32384749,0.32339703,-0.32339703,0.00523660,-0.00523660
-5.78989495,1.07977555,-1.07977555,0.24038981,-0.24038981,0.15851183,-0.15851183,0.01283553,-0.01283553,0.33188515,-0.33188515,0.32461293,-0.32461293,0.00526547,-0.00526547
-5.78389195,1.09285538,-1.09285538,0.24169131,-0.24169131,0.16066167,-0.16066167,0.01341894,-0.01341894,0.33927551,-0.33927551,0.32519120,-0.32519120,0.00527360,-0.00527360
-5.77788894,1.10410727,-1.10410727,0.24262688,-0.24262688,0.16252016,-0.16252016,0.01416488,-0.01416488,0.34601152,-0.34601152,0.32524288,-0.32524287,0.00526151,-0.00526151
-5.77188594,1.11375834,-1.11375834,0.24329060,-0.24329060,0.16411495,-0.16411495,0.01508783,-0.01508783,0.35209748,-0.35209748,0.32489929,-0.32489929,0.00523010,-0.00523010
-5.76588294,1.12208126,-1.12208126,0.24378583,-0.24378583,0.16548164,-0.16548164,0.01620145,-0.01620145,0.35754863,-0.35754863,0.32430916,-0.32430916,0.00518064,-0.00518064
-5.75987994,1.12938654,-1.12938654,0.24422224,-0.24422224,0.16666295,-0.16666295,0.01751807,-0.01751807,0.36239026,-0.36239026,0.32363486,-0.32363486,0.00511472,-0.00511472
-5.75387694,1.13601296,-1.13601296,0.24471235,-0.24471235,0.16770760,-0.16770760,0.01904816,-0.01904816,0.36665637,-0.36665637,0.32304787,-0.32304787,0.00503429,-0.00503429
-5.74787394,1.14231609,-1.14231609,0.24536779,-0.24536779,0.16866880,-0.16866880,0.02079974,-0.02079974,0.37038802,-0.37038802,0.32272361,-0.32272361,0.00494153,-0.00494153
-5.74187094,1.14865552,-1.14865552,0.24629543,-0.24629543,0.16960247,-0.16960247,0.02277775,-0.02277775,0.37363135,-0.37363135,0.32283569,-0.32283569,0.00483888,-0.00483888
-5.73586793,1.15538112,-1.15538112,0.24759341,-0.24759341,0.17056529,-0.17056529,0.02498342,-0.02498342,0.37643533,-0.37643533,0.32354979,-0.32354979,0.00472894,-0.00472894
-5.72986493,1.16281887,-1.16281887,0.24934729,-0.24934729,0.17161246,-0.17161246,0.02741371,-0.02741371,0.37884950,-0.37884950,0.32501744,-0.32501744,0.00461438,-0.00461438
-5.72386193,1.17125690,-1.17125690,0.25162645,-0.25162645,0.17279547,-0.17279547,0.03006077,-0.03006077,0.38092167,-0.38092167,0.32736988,-0.32736988,0.00449793,-0.00449793
-5.71785893,1.18093243,-1.18093243,0.25448090,-0.25448090,0.17415993,-0.17415993,0.03291151,-0.03291151,0.38269578,-0.38269578,0.33071224,-0.33071224,0.00438222,-0.00438222
-5.71185593,1.19202016,-1.19202016,0.25793868,-0.25793868,0.17574339,-0.17574339,0.03594734,-0.03594734,0.38421000,-0.38421000,0.33511838,-0.33511838,0.00426980,-0.00426980
-5.70585293,1.20462278,-1.20462278,0.26200385,-0.26200385,0.17757355,-0.17757355,0.03914404,-0.03914404,0.38549530,-0.38549530,0.34062662,-0.34062663,0.00416299,-0.00416299
-5.69984992,1.21876412,-1.21876412,0.26665540,-0.26665540,0.17966672,-0.17966672,0.04247180,-0.04247180,0.38657440,-0.38657440,0.34723651,-0.34723651,0.00406382,-0.00406382
-5.69384692,1.23438536,-1.23438536,0.27184695,-0.27184695,0.18202673,-0.18202673,0.04589551,-0.04589551,0.38746131,-0.38746131,0.35490690,-0.35490690,0.00397404,-0.00397404
-5.68784392,1.25134466,-1.25134466,0.27750743,-0.27750743,0.18464437,-0.18464437,0.04937523,-0.04937523,0.38816145,-0.38816145,0.36355553,-0.36355553,0.00389497,-0.00389497
-5.68184092,1.26942029,-1.26942029,0.28354270,-0.28354270,0.18749736,-0.18749736,0.05286691,-0.05286691,0.38867236,-0.38867235,0.37306006,-0.37306007,0.00382755,-0.00382755
-5.67583792,1.28831725,-1.28831725,0.28983806,-0.28983805,0.19055089,-0.19055089,0.05632323,-0.05632323,0.38898490,-0.38898490,0.38326070,-0.38326070,0.00377228,-0.00377228
-5.66983492,1.30767724,-1.30767724,0.29626166,-0.29626166,0.19375876,-0.19375876,0.05969474,-0.05969474,0.38908506,-0.38908506,0.39396430,-0.39396430,0.00372921,-0.00372921
-5.66383192,1.32709162,-1.32709162,0.30266871,-0.30266871,0.19706500,-0.19706500,0.06293105,-0.06293105,0.38895606,-0.38895606,0.40494991,-0.40494992,0.00369800,-0.00369800
-5.65782891,1.34611678,-1.34611678,0.30890618,-0.30890618,0.20040604,-0.20040604,0.06598214,-0.06598214,0.38858075,-0.38858075,0.41597550,-0.41597550,0.00367787,-0.00367787
-5.65182591,1.36429140,-1.36429140,0.31481812,-0.31481812,0.20371316,-0.20371316,0.06879980,-0.06879980,0.38794424,-0.38794424,0.42678560,-0.42678560,0.00366773,-0.00366773
-5.64582291,1.38115477,-1.38115477,0.32025115,-0.32025114,0.20691529,-0.20691529,0.07133898,-0.07133898,0.38703643,-0.38703643,0.43711970,-0.43711970,0.00366617,-0.00366617
-5.63981991,1.39626548,-1.39626548,0.32506003,-0.32506003,0.20994190,-0.20994190,0.07355914,-0.07355914,0.38585456,-0.38585456,0.44672093,-0.44672093,0.00367155,-0.00367155
-5.63381691,1.40921956,-1.40921956,0.32911314,-0.32911314,0.21272588,-0.21272588,0.07542548,-0.07542548,0.38440535,-0.38440535,0.45534471,-0.45534471,0.00368208,-0.00368208
-5.62781391,1.41966737,-1.41966737,0.33229753,-0.33229753,0.21520632,-0.21520632,0.07691001,-0.07691001,0.38270694,-0.38270694,0.46276707,-0.46276707,0.00369589,-0.00369589
-5.62181091,1.42732847,-1.42732847,0.33452347,-0.33452346,0.21733101,-0.21733101,0.07799242,-0.07799242,0.38079025,-0.38079025,0.46879217,-0.46879217,0.00371111,-0.00371111
-5.61580790,1.43200382,-1.43200382,0.33572819,-0.33572819,0.21905853,-0.21905853,0.07866063,-0.07866063,0.37869985,-0.37869985,0.47325888,-0.47325888,0.00372594,-0.00372594
-5.60980490,1.43358481,-1.43358481,0.33587884,-0.33587884,0.22035984,-0.22035984,0.07891121,-0.07891121,0.37649432,-0.37649432,0.47604593,-0.47604593,0.00373872,-0.00373872
-5.60380190,1.43205874,-1.43205874,0.33497430,-0.33497429,0.22121941,-0.22121941,0.07874936,-0.07874936,0.37424591,-0.37424591,0.47707563,-0.47707564,0.00374801,-0.00374801
-5.59779890,1.42751059,-1.42751059,0.33304594,-0.33304594,0.22163565,-0.22163565,0.07818868,-0.07818868,0.37203972,-0.37203972,0.47631592,-0.47631593,0.00375261,-0.00375260
-5.59179590,1.42012100,-1.42012100,0.33015734,-0.33015733,0.22162075,-0.22162075,0.07725066,-0.07725066,0.36997229,-0.36997229,0.47378063,-0.47378064,0.00375161,-0.00375161
-5.58579290,1.41016066,-1.41016066,0.32640266,-0.32640265,0.22120003,-0.22120003,0.07596391,-0.07596391,0.36814971,-0.36814971,0.46952815,-0.46952815,0.00374445,-0.00374445
-5.57978989,1.39798135,-1.39798135,0.32190415,-0.32190415,0.22041065,-0.22041065,0.07436315,-0.07436315,0.36668532,-0.36668532,0.46365839,-0.46365839,0.00373084,-0.00373084
-5.57378689,1.38400418,-1.38400418,0.31680854,-0.31680853,0.21929995,-0.21929995,0.07248809,-0.07248809,0.36569708,-0.36569708,0.45630844,-0.45630845,0.00371085,-0.00371085
-5.56778389,1.36870544,-1.36870544,0.31128257,-0.31128257,0.21792341,-0.21792341,0.07038217,-0.07038217,0.36530474,-0.36530474,0.44764692,-0.44764693,0.00368481,-0.00368481
-5.56178089,1.35260091,-1.35260092,0.30550792,-0.30550791,0.21634241,-0.21634241,0.06809121,-0.06809121,0.36562684,-0.36562684,0.43786749,-0.43786749,0.00365333,-0.00365333
-5.55577789,1.33622919,-1.33622919,0.29967553,-0.29967552,0.21462189,-0.21462189,0.06566215,-0.06566215,0.36677773,-0.36677773,0.42718171,-0.42718171,0.00361725,-0.00361725
-5.54977489,1.32013477,-1.32013477,0.29397972,-0.29397972,0.21282801,-0.21282801,0.06314177,-0.06314177,0.36886468,-0.36886468,0.41581170,-0.41581171,0.00357754,-0.00357754
-5.54377189,1.30485168,-1.30485168,0.28861220,-0.28861220,0.21102601,-0.21102601,0.06057555,-0.06057555,0.37198518,-0.37198518,0.40398280,-0.40398281,0.00353533,-0.00353533
-5.53776888,1.29088819,-1.29088819,0.28375625,-0.28375625,0.20927828,-0.20927828,0.05800666,-0.05800666,0.37622447,-0.37622447,0.39191661,-0.39191661,0.00349176,-0.00349176
-5.53176588,1.27871328,-1.27871328,0.27958128,-0.27958127,0.20764276,-0.20764276,0.05547520,-0.05547520,0.38165353,-0.38165353,0.37982465,-0.37982465,0.00344800,-0.00344800
-5.52576288,1.26874524,-1.26874524,0.27623794,-0.27623793,0.20617179,-0.20617179,0.05301748,-0.05301748,0.38832741,-0.38832741,0.36790293,-0.36790294,0.00340516,-0.00340516
-5.51975988,1.26134273,-1.26134273,0.27385400,-0.27385399,0.20491129,-0.20491129,0.05066570,-0.05066570,0.39628406,-0.39628406,0.35632751,-0.35632751,0.00336424,-0.00336424
-5.51375688,1.25679858,-1.25679858,0.27253108,-0.27253108,0.20390047,-0.20390047,0.04844764,-0.04844764,0.40554369,-0.40554369,0.34525113,-0.34525113,0.00332612,-0.00332612
-5.50775388,1.25533622,-1.25533622,0.27234242,-0.27234242,0.20317189,-0.20317189,0.04638664,-0.04638664,0.41610862,-0.41610862,0.33480115,-0.33480116,0.00329150,-0.00329150
-5.50175088,1.25710886,-1.25710886,0.27333157,-0.27333156,0.20275179,-0.20275179,0.04450171,-0.04450171,0.42796362,-0.42796362,0.32507852,-0.32507852,0.00326090,-0.00326090
-5.49574787,1.26220098,-1.26220098,0.27551227,-0.27551227,0.20266087,-0.20266087,0.04280775,-0.04280775,0.44107672,-0.44107672,0.31615783,-0.31615783,0.00323463,-0.00323463
-5.48974487,1.27063197,-1.27063197,0.27886931,-0.27886930,0.20291508,-0.20291508,0.04131584,-0.04131584,0.45540041,-0.45540041,0.30808840,-0.30808840,0.00321283,-0.00321283
-5.48374187,1.28236148,-1.28236148,0.28336030,-0.28336030,0.20352659,-0.20352659,0.04003364,-0.04003364,0.47087321,-0.47087321,0.30089605,-0.30089605,0.00319544,-0.00319544
-5.47773887,1.29729593,-1.29729593,0.28891839,-0.28891839,0.20450476,-0.20450476,0.03896569,-0.03896569,0.48742141,-0.48742141,0.29458553,-0.29458553,0.00318224,-0.00318224
-5.47173587,1.31529587,-1.31529587,0.29545566,-0.29545566,0.20585696,-0.20585696,0.03811385,-0.03811385,0.50496100,-0.50496100,0.28914338,-0.28914338,0.00317286,-0.00317286
-5.46573287,1.33618358,-1.33618358,0.30286704,-0.30286704,0.20758924,-0.20758924,0.03747753,-0.03747753,0.52339960,-0.52339960,0.28454095,-0.28454096,0.00316685,-0.00316685
-5.45972986,1.35975054,-1.35975054,0.31103472,-0.31103472,0.20970679,-0.20970679,0.03705396,-0.03705396,0.54263835,-0.54263835,0.28073759,-0.28073759,0.00316364,-0.00316364
-5.45372686,1.38576439,-1.38576439,0.31983267,-0.31983267,0.21221406,-0.21221406,0.03683839,-0.03683839,0.56257363,-0.56257363,0.27768357,-0.27768357,0.00316264,-0.00316264
-5.44772386,1.41397513,-1.41397513,0.32913128,-0.32913128,0.21511469,-0.21511469,0.03682414,-0.03682414,0.58309856,-0.58309856,0.27532297,-0.27532298,0.00316323,-0.00316323
-5.44172086,1.44412035,-1.44412035,0.33880177,-0.33880177,0.21841104,-0.21841104,0.03700266,-0.03700266,0.60410421,-0.60410421,0.27359615,-0.27359615,0.00316482,-0.00316482
-5.43571786,1.47592944,-1.47592944,0.34872038,-0.34872038,0.22210364,-0.22210364,0.03736354,-0.03736354,0.62548050,-0.62548050,0.27244188,-0.27244189,0.00316685,-0.00316685
-5.42971486,1.50912680,-1.50912680,0.35877215,-0.35877215,0.22619031,-0.22619031,0.03789442,-0.03789442,0.64711679,-0.64711679,0.27179922,-0.27179922,0.00316881,-0.00316881
-5.42371186,1.54343422,-1.54343422,0.36885412,-0.36885412,0.23066537,-0.23066537,0.03858101,-0.03858101,0.66890228,-0.66890228,0.27160889,-0.27160889,0.00317026,-0.00317026
-5.41770885,1.57857259,-1.57857259,0.37887803,-0.37887803,0.23551870,-0.23551870,0.03940702,-0.03940702,0.69072606,-0.69072606,0.27181455,-0.27181455,0.00317087,-0.00317087
-5.41170585,1.61426326,-1.61426326,0.38877228,-0.38877228,0.24073497,-0.24073497,0.04035423,-0.04035423,0.71247715,-0.71247715,0.27236365,-0.27236365,0.00317036,-0.00317036
-5.40570285,1.65022926,-1.65022926,0.39848330,-0.39848330,0.24629312,-0.24629312,0.04140259,-0.04140259,0.73404448,-0.73404449,0.27320826,-0.27320826,0.00316856,-0.00316856
-5.39969985,1.68619682,-1.68619682,0.40797627,-0.40797626,0.25216600,-0.25216600,0.04253043,-0.04253043,0.75531689,-0.75531689,0.27430576,-0.27430576,0.00316536,-0.00316536
-5.39369685,1.72189721,-1.72189721,0.41723513,-0.41723513,0.25832046,-0.25832046,0.04371479,-0.04371479,0.77618333,-0.77618333,0.27561937,-0.27561937,0.00316075,-0.00316075
-5.38769385,1.75706938,-1.75706938,0.42626209,-0.42626209,0.26471779,-0.26471779,0.04493180,-0.04493180,0.79653334,-0.79653334,0.27711887,-0.27711887,0.00315476,-0.00315476
-5.38169085,1.79146317,-1.79146317,0.43507652,-0.43507652,0.27131458,-0.27131458,0.04615722,-0.04615722,0.81625783,-0.81625783,0.27878110,-0.27878110,0.00314750,-0.00314750
-5.37568784,1.82484347,-1.82484347,0.44371332,-0.44371332,0.27806396,-0.27806396,0.04736701,-0.04736701,0.83525019,-0.83525019,0.28059059,-0.28059059,0.00313910,-0.00313910
-5.36968484,1.85699484,-1.85699484,0.45222091,-0.45222091,0.28491715,-0.28491715,0.04853803,-0.04853803,0.85340783,-0.85340783,0.28254004,-0.28254004,0.00312976,-0.00312976
-5.36368184,1.88772674,-1.88772674,0.46065876,-0.46065876,0.29182534,-0.29182534,0.04964867,-0.04964867,0.87063397,-0.87063397,0.28463074,-0.28463074,0.00311970,-0.00311970
-5.35767884,1.91687878,-1.91687878,0.46909459,-0.46909459,0.29874169,-0.29874169,0.05067955,-0.05067955,0.88683980,-0.88683980,0.28687273,-0.28687273,0.00310917,-0.00310917
-5.35167584,1.94432583,-1.94432583,0.47760128,-0.47760128,0.30562335,-0.30562335,0.05161416,-0.05161416,0.90194669,-0.90194669,0.28928473,-0.28928473,0.00309846,-0.00309846
-5.34567284,1.96998247,-1.96998248,0.48625359,-0.48625359,0.31243345,-0.31243345,0.05243933,-0.05243933,0.91588855,-0.91588855,0.29189366,-0.29189366,0.00308788,-0.00308788
-5.33966983,1.99380648,-1.99380648,0.49512463,-0.49512463,0.31914282,-0.31914282,0.05314572,-0.05314572,0.92861405,-0.92861405,0.29473377,-0.29473377,0.00307779,-0.00307779
-5.33366683,2.01580080,-2.01580080,0.50428238,-0.50428238,0.32573137,-0.32573137,0.05372804,-0.05372804,0.94008862,-0.94008862,0.29784525,-0.29784525,0.00306858,-0.00306858
-5.32766383,2.03601396,-2.03601396,0.51378607,-0.51378607,0.33218906,-0.33218906,0.05418514,-0.05418514,0.95029608,-0.95029608,0.30127229,-0.30127229,0.00306067,-0.00306067
-5.32166083,2.05453844,-2.05453844,0.52368275,-0.52368275,0.33851626,-0.33851626,0.05451993,-0.05451993,0.95923980,-0.95923980,0.30506079,-0.30506079,0.00305453,-0.00305453
-5.31565783,2.07150716,-2.07150716,0.53400409,-0.53400409,0.34472361,-0.34472361,0.05473909,-0.05473909,0.96694328,-0.96694328,0.30925549,-0.30925549,0.00305068,-0.00305068
-5.30965483,2.08708792,-2.08708792,0.54476341,-0.54476341,0.35083126,-0.35083126,0.05485262,-0.05485262,0.97345007,-0.97345007,0.31389688,-0.31389688,0.00304967,-0.00304967
-5.30365183,2.10147618,-2.10147618,0.55595331,-0.55595331,0.35686751,-0.35686751,0.05487319,-0.05487319,0.97882305,-0.97882305,0.31901783,-0.31901783,0.00305209,-0.00305209
-5.29764882,2.11488634,-2.11488634,0.56754381,-0.56754381,0.36286702,-0.36286702,0.05481547,-0.05481547,0.98314305,-0.98314305,0.32464031,-0.32464031,0.00305857,-0.00305857
-5.29164582,2.12754203,-2.12754203,0.57948121,-0.57948121,0.36886857,-0.36886857,0.05469528,-0.05469528,0.98650690,-0.98650690,0.33077220,-0.33077220,0.00306973,-0.00306973
-5.28564282,2.13966595,-2.13966595,0.59168779,-0.59168779,0.37491258,-0.37491258,0.05452872,-0.05452872,0.98902491,-0.98902491,0.33740447,-0.33740447,0.00308622,-0.00308622
-5.27963982,2.15146971,-2.15146971,0.60406240,-0.60406240,0.38103847,-0.38103847,0.05433137,-0.05433137,0.99081800,-0.99081800,0.34450901,-0.34450901,0.00310866,-0.00310866
-5.27363682,2.16314428,-2.16314428,0.61648196,-0.61648196,0.38728205,-0.38728205,0.05411743,-0.05411743,0.99201447,-0.99201447,0.35203711,-0.35203711,0.00313766,-0.00313766
-5.26763382,2.17485163,-2.17485163,0.62880396,-0.62880396,0.39367312,-0.39367312,0.05389912,-0.05389912,0.99274666,-0.99274666,0.35991887,-0.35991887,0.00317376,-0.00317376
-5.26163082,2.18671786,-2.18671786,0.64086979,-0.64086979,0.40023331,-0.40023331,0.05368606,-0.05368606,0.99314756,-0.99314756,0.36806362,-0.36806363,0.00321742,-0.00321742
-5.25562781,2.19882824,-2.19882824,0.65250896,-0.65250896,0.40697438,-0.40697438,0.05348489,-0.05348489,0.99334746,-0.99334746,0.37636132,-0.37636132,0.00326903,-0.00326903
-5.24962481,2.21122440,-2.21122440,0.66354391,-0.66354391,0.41389707,-0.41389707,0.05329908,-0.05329908,0.99347078,-0.99347078,0.38468497,-0.38468497,0.00332883,-0.00332883
-5.24362181,2.22390360,-2.22390360,0.67379541,-0.67379541,0.42099041,-0.42099041,0.05312887,-0.05312887,0.99363324,-0.99363324,0.39289397,-0.39289397,0.00339697,-0.00339697
-5.23761881,2.23682017,-2.23682017,0.68308815,-0.68308815,0.42823176,-0.42823176,0.05297149,-0.05297149,0.99393921,-0.99393921,0.40083824,-0.40083824,0.00347339,-0.00347339
-5.23161581,2.24988869,-2.24988869,0.69125643,-0.69125643,0.43558722,-0.43558722,0.05282140,-0.05282140,0.99447957,-0.99447957,0.40836296,-0.40836296,0.00355792,-0.00355792
-5.22561281,2.26298890,-2.26298890,0.69814967,-0.69814967,0.44301276,-0.44301276,0.05267083,-0.05267083,0.99532988,-0.99532988,0.41531359,-0.41531359,0.00365016,-0.00365016
-5.21960980,2.27597162,-2.27597162,0.70363738,-0.70363738,0.45045561,-0.45045561,0.05251029,-0.05251029,0.99654902,-0.99654902,0.42154106,-0.42154106,0.00374955,-0.00374955
-5.21360680,2.28866560,-2.28866560,0.70761354,-0.70761353,0.45785606,-0.45785606,0.05232924,-0.05232924,0.99817822,-0.99817822,0.42690675,-0.42690675,0.00385533,-0.00385533
-5.20760380,2.30088452,-2.30088452,0.71000005,-0.71000005,0.46514949,-0.46514949,0.05211674,-0.05211674,1.00024061,-1.00024061,0.43128706,-0.43128706,0.00396653,-0.00396653
-5.20160080,2.31243411,-2.31243411,0.71074924,-0.71074924,0.47226848,-0.47226848,0.05186206,-0.05186206,1.00274113,-1.00274113,0.43457733,-0.43457733,0.00408200,-0.00408200
-5.19559780,2.32311877,-2.32311877,0.70984512,-0.70984512,0.47914494,-0.47914494,0.05155534,-0.05155534,1.00566702,-1.00566702,0.43669483,-0.43669484,0.00420039,-0.00420039
-5.18959480,2.33274758,-2.33274758,0.70730362,-0.70730362,0.48571213,-0.48571213,0.05118802,-0.05118802,1.00898870,-1.00898870,0.43758092,-0.43758092,0.00432020,-0.00432020
-5.18359180,2.34113958,-2.34113958,0.70317164,-0.70317163,0.49190655,-0.49190655,0.05075332,-0.05075332,1.01266120,-1.01266120,0.43720199,-0.43720199,0.00443974,-0.00443974
-5.17758879,2.34812815,-2.34812815,0.69752503,-0.69752503,0.49766956,-0.49766956,0.05024644,-0.05024644,1.01662603,-1.01662603,0.43554948,-0.43554948,0.00455721,-0.00455721
-5.17158579,2.35356463,-2.35356463,0.69046574,-0.69046574,0.50294877,-0.50294877,0.04966477,-0.04966477,1.02081358,-1.02081358,0.43263884,-0.43263884,0.00467069,-0.00467069
-5.16558279,2.35732122,-2.35732122,0.68211818,-0.68211817,0.50769912,-0.50769912,0.04900785,-0.04900785,1.02514593,-1.02514593,0.42850761,-0.42850761,0.00477821,-0.00477821
