energy_ev,total_up,Bi_p_up,Bi_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.78389195,0.47115489,0.19607855,0.00586355,0.01520880,0.06074148,0.22430257,0.02370747
-5.77788894,0.50003619,0.20184380,0.00583941,0.01542012,0.07384079,0.25454323,0.02514740
-5.77188594,0.53410046,0.20872759,0.00581013,0.01569153,0.08920653,0.29025894,0.02683733
-5.76588294,0.57431803,0.21706661,0.00578255,0.01604805,0.10707114,0.33214749,0.02882474
-5.75987994,0.62167526,0.22721082,0.00576387,0.01651707,0.12765958,0.38090211,0.03115777
-5.75387694,0.67714115,0.23951237,0.00576148,0.01712776,0.15118049,0.43718629,0.03388357
-5.74787394,0.74163018,0.25431321,0.00578272,0.01791040,0.17781627,0.50160550,0.03704648
-5.74187094,0.81596237,0.27193200,0.00583455,0.01889562,0.20771242,0.57467635,0.04068607
-5.73586793,0.90082180,0.29265032,0.00592338,0.02011368,0.24096636,0.65679430,0.04483518
-5.72986493,0.99671477,0.31669892,0.00605479,0.02159362,0.27761614,0.74820078,0.04951784
-5.72386193,1.10392944,0.34424435,0.00623329,0.02336249,0.31762964,0.84895140,0.05474735
-5.71785893,1.22249847,0.37537656,0.00646214,0.02544453,0.36089465,0.95888638,0.06052446
-5.71185593,1.35216663,0.41009794,0.00674315,0.02786034,0.40721057,1.07760525,0.06683586
-5.70585293,1.49236507,0.44831440,0.00707658,0.03062616,0.45628222,1.20444702,0.07365290
-5.69984992,1.64219418,0.48982898,0.00746102,0.03375309,0.50771636,1.33847781,0.08093084
-5.69384692,1.80041630,0.53433847,0.00789339,0.03724646,0.56102144,1.47848707,0.08860847
-5.68784392,1.96545986,0.58143335,0.00836890,0.04110520,0.61561098,1.62299368,0.09660840
-5.68184092,2.13543560,0.63060138,0.00888119,0.04532135,0.67081081,1.77026263,0.10483781
-5.67583792,2.30816528,0.68123493,0.00942241,0.04987960,0.72587029,1.91833276,0.11318994
-5.66983492,2.48122279,0.73264206,0.00998341,0.05475705,0.77997736,2.06505510,0.12154605
-5.66383192,2.65198689,0.78406108,0.01055397,0.05992297,0.83227720,2.20814132,0.12977807
-5.65782891,2.81770412,0.83467835,0.01112306,0.06533884,0.88189387,2.34522083,0.13775164
-5.65182591,2.97556003,0.88364867,0.01167916,0.07095842,0.92795430,2.47390462,0.14532961
-5.64582291,3.12275635,0.93011767,0.01221056,0.07672813,0.96961366,2.59185370,0.15237582
-5.63981991,3.25659098,0.97324535,0.01270571,0.08258752,1.00608122,2.69684922,0.15875901
-5.63381691,3.37453804,1.01222993,0.01315356,0.08846995,1.03664548,2.78686150,0.16435675
-5.62781391,3.47432435,1.04633103,0.01354388,0.09430353,1.06069755,2.86011495,0.16905914
-5.62181091,3.55399938,1.07489127,0.01386756,0.10001221,1.07775170,2.91514592,0.17277228
-5.61580790,3.61199563,1.09735549,0.01411687,0.10551705,1.08746213,2.95085086,0.17542120
-5.60980490,3.64717683,1.11328664,0.01428567,0.11073776,1.08963511,2.96652261,0.17695222
-5.60380190,3.65887189,1.12237790,0.01436963,0.11559424,1.08423605,2.96187308,0.17733459
-5.59779890,3.64689341,1.12446043,0.01436626,0.12000844,1.07139100,2.93704139,0.17656145
-5.59179590,3.61153990,1.11950657,0.01427500,0.12390608,1.05138273,2.89258704,0.17464983
-5.58579290,3.55358191,1.10762840,0.01409718,0.12721861,1.02464134,2.82946870,0.17164005
-5.57978989,3.47423302,1.08907183,0.01383598,0.12988494,0.99173015,2.74900961,0.16759423
-5.57378689,3.37510715,1.06420657,0.01349625,0.13185322,0.95332740,2.65285145,0.16259413
-5.56778389,3.25816442,1.03351252,0.01308434,0.13308237,0.91020467,2.54289884,0.15673856
-5.56178089,3.12564808,0.99756329,0.01260791,0.13354339,0.86320307,2.42125718,0.15014013
-5.55577789,2.98001541,0.95700749,0.01207564,0.13322046,0.81320822,2.29016667,0.14292190
-5.54977489,2.82386565,0.91254873,0.01149702,0.13211151,0.76112519,2.15193533,0.13521377
-5.54377189,2.65986782,0.86492512,0.01088201,0.13022861,0.70785430,2.00887383,0.12714887
-5.53776888,2.49069123,0.81488906,0.01024083,0.12759782,0.65426878,1.86323470,0.11886013
-5.53176588,2.31894110,0.76318793,0.00958368,0.12425862,0.60119499,1.71715792,0.11047708
-5.52576288,2.14710120,0.71054656,0.00892052,0.12026297,0.54939579,1.57262457,0.10212298
-5.51975988,1.97748509,0.65765172,0.00826087,0.11567399,0.49955738,1.43141985,0.09391242
-5.51375688,1.81219680,0.60513906,0.00761363,0.11056422,0.45227980,1.29510574,0.08594934
-5.50775388,1.65310134,0.55358286,0.00698696,0.10501369,0.40807104,1.16500372,0.07832561
-5.50175088,1.50180509,0.50348846,0.00638816,0.09910777,0.36734445,1.04218691,0.07112005
-5.49574787,1.35964533,0.45528753,0.00582364,0.09293489,0.33041925,0.92748090,0.06439792
-5.48974487,1.22768830,0.40933585,0.00529887,0.08658420,0.29752347,0.82147229,0.05821083
-5.48374187,1.10673433,0.36591359,0.00481836,0.08014338,0.26879902,0.72452340,0.05259701
-5.47773887,0.99732912,0.32522754,0.00438571,0.07369653,0.24430804,0.63679191,0.04758188
-5.47173587,0.89977951,0.28741521,0.00400363,0.06732229,0.22404035,0.55825386,0.04317880
-5.46573287,0.81417259,0.25255025,0.00367400,0.06109223,0.20792115,0.48872861,0.03939006
-5.45972986,0.74039696,0.22064888,0.00339792,0.05506964,0.19581885,0.42790462,0.03620789
-5.45372686,0.67816483,0.19167705,0.00317574,0.04930854,0.18755254,0.37536472,0.03361557
-5.44772386,0.62703445,0.16555792,0.00300719,0.04385320,0.18289890,0.33061023,0.03158846
-5.44172086,0.58643187,0.14217944,0.00289135,0.03873788,0.18159854,0.29308305,0.03009511
-5.43571786,0.55567176,0.12140168,0.00282677,0.03398701,0.18336161,0.26218541,0.02909828
-5.42971486,0.53397705,0.10306392,0.00281145,0.02961560,0.18787275,0.23729703,0.02855581
-5.42371186,0.52049713,0.08699104,0.00284292,0.02562991,0.19479568,0.21778948,0.02842162
-5.41770885,0.51432495,0.07299945,0.00291821,0.02202835,0.20377729,0.20303807,0.02864648
-5.41170585,0.51451279,0.06090215,0.00303394,0.01880248,0.21445169,0.19243121,0.02917884
-5.40570285,0.52008735,0.05051314,0.00318629,0.01593813,0.22644418,0.18537780,0.02996564
-5.39969985,0.53006390,0.04165105,0.00337103,0.01341652,0.23937547,0.18131268,0.03095301
-5.39369685,0.54346007,0.03414205,0.00358354,0.01121539,0.25286607,0.17970073,0.03208708
-5.38769385,0.55930915,0.02782203,0.00381888,0.00931008,0.26654112,0.18003977,0.03331473
-5.38169085,0.57667313,0.02253824,0.00407176,0.00767450,0.28003547,0.18186264,0.03458432
-5.37568784,0.59465534,0.01815024,0.00433664,0.00628199,0.29299904,0.18473868,0.03584648
-5.36968484,0.61241263,0.01453048,0.00460781,0.00510611,0.30510241,0.18827478,0.03705483
-5.36368184,0.62916694,0.01156440,0.00487941,0.00412118,0.31604232,0.19211618,0.03816671
-5.35767884,0.64421591,0.00915017,0.00514557,0.00330283,0.32554707,0.19594704,0.03914380
-5.35167584,0.65694240,0.00719824,0.00540047,0.00262834,0.33338138,0.19949080,0.03995274
-5.34567284,0.66682235,0.00563062,0.00563851,0.00207683,0.33935078,0.20251047,0.04056564
-5.33966983,0.67343105,0.00438002,0.00585437,0.00162945,0.34330502,0.20480854,0.04096041
-5.33366683,0.67644715,0.00338897,0.00604314,0.00126941,0.34514054,0.20622672,0.04112108
-5.32766383,0.67565449,0.00260880,0.00620046,0.00098192,0.34480173,0.20664526,0.04103784
-5.32166083,0.67094159,0.00199869,0.00632261,0.00075417,0.34228100,0.20598193,0.04070707
-5.31565783,0.66229855,0.00152471,0.00640659,0.00057515,0.33761749,0.20419045,0.04013108
-5.30965483,0.64981171,0.00115895,0.00645023,0.00043553,0.33089457,0.20125852,0.03931779
-5.30365183,0.63365607,0.00087860,0.00645221,0.00032750,0.32223614,0.19720534,0.03828028
-5.29764882,0.61408568,0.00066528,0.00641210,0.00024458,0.31180196,0.19207861,0.03703613
-5.29164582,0.59142255,0.00050430,0.00633037,0.00018144,0.29978203,0.18595119,0.03560678
-5.28564282,0.56604422,0.00038406,0.00620839,0.00013377,0.28639044,0.17891736,0.03401672
-5.27963982,0.53837065,0.00029558,0.00604832,0.00009811,0.27185878,0.17108889,0.03229269
-5.27363682,0.50885082,0.00023204,0.00585308,0.00007172,0.25642947,0.16259091,0.03046288
-5.26763382,0.47794946,0.00018843,0.00562627,0.00005246,0.24034915,0.15355782,0.02855612
-5.26163082,0.44613447,0.00016128,0.00537198,0.00003866,0.22386248,0.14412927,0.02660108
-5.25562781,0.41386534,0.00014845,0.00509477,0.00002908,0.20720648,0.13444638,0.02462564
-5.24962481,0.38158296,0.00014902,0.00479942,0.00002281,0.19060558,0.12464833,0.02265626
-5.24362181,0.34970108,0.00016317,0.00449090,0.00001921,0.17426757,0.11486938,0.02071745
-5.23761881,0.31859960,0.00019220,0.00417416,0.00001786,0.15838048,0.10523633,0.01883148
-5.23161581,0.28861982,0.00023854,0.00385405,0.00001856,0.14311042,0.09586671,0.01701799
-5.22561281,0.26006162,0.00030590,0.00353521,0.00002128,0.12860047,0.08686744,0.01529397
-5.21960980,0.23318252,0.00039932,0.00322193,0.00002614,0.11497040,0.07833415,0.01367362
-5.21360680,0.20819859,0.00052547,0.00291815,0.00003343,0.10231733,0.07035115,0.01216849
-5.20760380,0.18528678,0.00069279,0.00262735,0.00004361,0.09071712,0.06299189,0.01078760
-5.20160080,0.16458863,0.00091183,0.00235254,0.00005729,0.08022627,0.05631994,0.00953768
-5.19559780,0.14621501,0.00119551,0.00209628,0.00007528,0.07088440,0.05039045,0.00842347
-5.18959480,0.13025143,0.00155947,0.00186065,0.00009858,0.06271692,0.04525179,0.00744801
-5.18359180,0.11676386,0.00202239,0.00164730,0.00012841,0.05573789,0.04094764,0.00661300
-5.17758879,0.10580447,0.00260632,0.00145747,0.00016622,0.04995281,0.03751896,0.00591915
-5.17158579,0.09741711,0.00333701,0.00129211,0.00021373,0.04536132,0.03500612,0.00536647
-5.16558279,0.09164225,0.00424409,0.00115185,0.00027292,0.04195948,0.03345086,0.00495455
-5.15957979,0.08852099,0.00536136,0.00103713,0.00034605,0.03974179,0.03289807,0.00468283
-5.15357679,0.08809810,0.00672676,0.00094822,0.00043567,0.03870263,0.03339715,0.00455075
-5.14757379,0.09042379,0.00838240,0.00088531,0.00054459,0.03883717,0.03500312,0.00455788
-5.14157079,0.09555412,0.01037430,0.00084855,0.00067590,0.04014178,0.03777715,0.00470392
-5.13556778,0.10355015,0.01275203,0.00083806,0.00083290,0.04261377,0.04178659,0.00498872
-5.12956478,0.11447557,0.01556808,0.00085399,0.00101905,0.04625071,0.04710446,0.00541215
-5.12356178,0.12839321,0.01887706,0.00089654,0.00123793,0.05104920,0.05380836,0.00597397
-5.11755878,0.14536039,0.02273460,0.00096590,0.00149313,0.05700330,0.06197890,0.00667356
-5.11155578,0.16542343,0.02719610,0.00106232,0.00178815,0.06410266,0.07169756,0.00750975
-5.10555278,0.18861158,0.03231523,0.00118601,0.00212628,0.07233059,0.08304424,0.00848048
-5.09954977,0.21493073,0.03814224,0.00133715,0.00251045,0.08166202,0.09609443,0.00958254
-5.09354677,0.24435730,0.04472222,0.00151581,0.00294307,0.09206174,0.11091628,0.01081132
-5.08754377,0.27683270,0.05209323,0.00172191,0.00342592,0.10348291,0.12756763,0.01216057
-5.08154077,0.31225876,0.06028451,0.00195518,0.00395992,0.11586604,0.14609315,0.01362220
-5.07553777,0.35049459,0.06931480,0.00221508,0.00454504,0.12913851,0.16652186,0.01518620
-5.06953477,0.39135511,0.07919091,0.00250077,0.00518015,0.14321483,0.18886510,0.01684058
-5.06353177,0.43461166,0.08990662,0.00281104,0.00586288,0.15799760,0.21311517,0.01857151
-5.05752876,0.47999476,0.10144203,0.00314434,0.00658958,0.17337923,0.23924468,0.02036340
-5.05152576,0.52719925,0.11376347,0.00349869,0.00735529,0.18924432,0.26720687,0.02219928
-5.04552276,0.57589152,0.12682399,0.00387175,0.00815371,0.20547281,0.29693676,0.02406109
-5.03951976,0.62571901,0.14056460,0.00426079,0.00897733,0.22194346,0.32835332,0.02593023
-5.03351676,0.67632125,0.15491612,0.00466277,0.00981753,0.23853783,0.36136242,0.02778802
-5.02751376,0.72734242,0.16980177,0.00507438,0.01066477,0.25514426,0.39586066,0.02961637
-5.02151076,0.77844447,0.18514035,0.00549210,0.01150884,0.27166188,0.43173975,0.03139830
-5.01550775,0.82932051,0.20084991,0.00591232,0.01233918,0.28800418,0.46889133,0.03311859
-5.00950475,0.87970749,0.21685180,0.00633145,0.01314521,0.30410207,0.50721189,0.03476435
-5.00350175,0.92939768,0.23307488,0.00674597,0.01391667,0.31990619,0.54660761,0.03632543
-4.99749875,0.97824810,0.24945972,0.00715260,0.01464405,0.33538823,0.58699875,0.03779486
-4.99149575,1.02618727,0.26596242,0.00754837,0.01531896,0.35054120,0.62832326,0.03916909
-4.98549275,1.07321889,0.28255797,0.00793073,0.01593449,0.36537858,0.67053945,0.04044806
-4.97948974,1.11942189,0.29924275,0.00829762,0.01648550,0.37993235,0.71362731,0.04163519
-4.97348674,1.16494672,0.31603605,0.00864751,0.01696896,0.39424990,0.75758844,0.04273713
-4.96748374,1.21000775,0.33298033,0.00897948,0.01738407,0.40839007,0.80244436,0.04376338
-4.96148074,1.25487211,0.35014010,0.00929319,0.01773237,0.42241846,0.84823312,0.04472581
-4.95547774,1.29984503,0.36759937,0.00958886,0.01801779,0.43640223,0.89500433,0.04563797
-4.94947474,1.34525256,0.38545756,0.00986725,0.01824652,0.45040468,0.94281263,0.04651438
-4.94347174,1.39142203,0.40382412,0.01012958,0.01842681,0.46447997,0.99170986,0.04736973
-4.93746873,1.43866140,0.42281172,0.01037741,0.01856868,0.47866814,1.04173614,0.04821810
-4.93146573,1.48723810,0.44252858,0.01061257,0.01868352,0.49299090,1.09291029,0.04907211
-4.92546273,1.53735875,0.46307000,0.01083702,0.01878366,0.50744823,1.14521998,0.04994223
-4.91945973,1.58915036,0.48450955,0.01105271,0.01888181,0.52201617,1.19861207,0.05083615
-4.91345673,1.64264433,0.50689043,0.01126150,0.01899053,0.53664587,1.25298370,0.05175828
-4.90745373,1.69776394,0.53021730,0.01146503,0.01912171,0.55126399,1.30817459,0.05270939
-4.90145073,1.75431626,0.55444924,0.01166461,0.01928593,0.56577447,1.36396119,0.05368648
-4.89544772,1.81198897,0.57949409,0.01186122,0.01949208,0.58006171,1.42005300,0.05468278
-4.88944472,1.87035271,0.60520483,0.01205542,0.01974683,0.59399492,1.47609165,0.05568803
-4.88344172,1.92886906,0.63137810,0.01224739,0.02005433,0.60743364,1.53165308,0.05668881
-4.87743872,1.98690411,0.65775532,0.01243694,0.02041596,0.62023408,1.58625290,0.05766922
-4.87143572,2.04374747,0.68402646,0.01262365,0.02083023,0.63225615,1.63935522,0.05861153
-4.86543272,2.09863610,0.70983642,0.01280691,0.02129275,0.64337084,1.69038490,0.05949708
-4.85942971,2.15078214,0.73479409,0.01298613,0.02179640,0.65346764,1.73874276,0.06030720
-4.85342671,2.19940378,0.75848364,0.01316087,0.02233158,0.66246176,1.78382370,0.06102418
-4.84742371,2.24375791,0.78047766,0.01333102,0.02288658,0.67030076,1.82503681,0.06163223
-4.84142071,2.28317306,0.80035181,0.01349700,0.02344805,0.67697027,1.86182693,0.06211838
-4.83541771,2.31708123,0.81770011,0.01365991,0.02400159,0.68249855,1.89369667,0.06247334
-4.82941471,2.34504698,0.83215038,0.01382167,0.02453230,0.68695956,1.92022788,0.06269213
-4.82341171,2.36679215,0.84337894,0.01398517,0.02502543,0.69047434,1.94110145,0.06277461
-4.81740870,2.38221494,0.85112405,0.01415425,0.02546701,0.69321042,1.95611442,0.06272578
-4.81140570,2.39140191,0.85519719,0.01433379,0.02584440,0.69537919,1.96519328,0.06255584
-4.80540270,2.39463206,0.85549171,0.01452956,0.02614684,0.69723109,1.96840256,0.06228000
-4.79939970,2.39237227,0.85198841,0.01474812,0.02636586,0.69904875,1.96594797,0.06191810
-4.79339670,2.38526391,0.84475762,0.01499663,0.02649560,0.70113796,1.95817361,0.06149390
-4.78739370,2.37410085,0.83395773,0.01528250,0.02653301,0.70381691,1.94555301,0.06103425
-4.78139070,2.35979945,0.81983016,0.01561312,0.02647791,0.70740392,1.92867413,0.06056803
-4.77538769,2.34336191,0.80269100,0.01599546,0.02633292,0.71220405,1.90821889,0.06012492
-4.76938469,2.32583427,0.78291978,0.01643560,0.02610326,0.71849510,1.88493795,0.05973414
-4.76338169,2.30826127,0.76094585,0.01693841,0.02579646,0.72651379,1.85962187,0.05942315
-4.75737869,2.29164012,0.73723307,0.01750705,0.02542195,0.73644250,1.83307012,0.05921634
-4.75137569,2.27687564,0.71226366,0.01814265,0.02499057,0.74839755,1.80605949,0.05913384
-4.74537269,2.26473914,0.68652190,0.01884399,0.02451411,0.76241949,1.77931358,0.05919055
-4.73936968,2.25583342,0.66047854,0.01960729,0.02400473,0.77846629,1.75347498,0.05939526
-4.73336668,2.25056584,0.63457661,0.02042608,0.02347449,0.79640971,1.72908192,0.05975019
-4.72736368,2.24913113,0.60921936,0.02129120,0.02293486,0.81603562,1.70655050,0.06025071
-4.72136068,2.25150525,0.58476069,0.02219097,0.02239635,0.83704822,1.68616379,0.06088541
-4.71535768,2.25745067,0.56149863,0.02311139,0.02186815,0.85907849,1.66806838,0.06163659
-4.70935468,2.26653314,0.53967174,0.02403657,0.02135791,0.88169656,1.65227865,0.06248092
-4.70335168,2.27814913,0.51945874,0.02494921,0.02087166,0.90442772,1.63868856,0.06339050
-4.69734867,2.29156269,0.50098086,0.02583119,0.02041371,0.92677137,1.62709034,0.06433410
-4.69134567,2.30594968,0.48430689,0.02666426,0.01998679,0.94822229,1.61719899,0.06527862
-4.68534267,2.32044705,0.46946010,0.02743069,0.01959213,0.96829307,1.60868110,0.06619060
-4.67933967,2.33420443,0.45642676,0.02811402,0.01922968,0.98653673,1.60118631,0.06703780
-4.67333667,2.34643518,0.44516544,0.02869969,0.01889836,1.00256845,1.59437960,0.06779072
-4.66733367,2.35646400,0.43561651,0.02917570,0.01859632,1.01608510,1.58797228,0.06842395
-4.66133067,2.36376842,0.42771126,0.02953305,0.01832118,1.02688170,1.58175002,0.06891737
-4.65532766,2.36801186,0.42137998,0.02976618,0.01807027,1.03486379,1.57559606,0.06925700
-4.64932466,2.36906638,0.41655866,0.02987321,0.01784086,1.04005498,1.56950821,0.06943561
-4.64332166,2.36702379,0.41319390,0.02985600,0.01763025,1.04259920,1.56360871,0.06945295
-4.63731866,2.36219468,0.41124583,0.02972009,0.01743595,1.04275748,1.55814614,0.06931561
-4.63131566,2.35509526,0.41068902,0.02947444,0.01725563,1.04089916,1.55348923,0.06903657
-4.62531266,2.34642286,0.41151139,0.02913111,0.01708719,1.03748807,1.55011297,0.06863442
-4.61930965,2.33702148,0.41371135,0.02870467,0.01692866,1.03306409,1.54857755,0.06813230
-4.61330665,2.32783918,0.41729345,0.02821165,0.01677814,1.02822102,1.54950126,0.06755666
-4.60730365,2.31987957,0.42226288,0.02766983,0.01663373,1.02358169,1.55352873,0.06693587
-4.60130065,2.31415009,0.42861935,0.02709753,0.01649338,1.01977146,1.56129609,0.06629876
-4.59529765,2.31160944,0.43635064,0.02651289,0.01635488,1.01739126,1.57339475,0.06567318
-4.58929465,2.31311693,0.44542634,0.02593315,0.01621579,1.01699135,1.59033561,0.06508467
-4.58329165,2.31938608,0.45579221,0.02537407,0.01607344,1.01904699,1.61251536,0.06455522
-4.57728864,2.33094455,0.46736545,0.02484930,0.01592504,1.02393685,1.64018647,0.06410229
-4.57128564,2.34810224,0.48003117,0.02437001,0.01576774,1.03192531,1.67343226,0.06373806
-4.56528264,2.37092867,0.49364030,0.02394452,0.01559887,1.04314909,1.71214818,0.06346894
-4.55927964,2.39924063,0.50800904,0.02357810,0.01541616,1.05760884,1.75603019,0.06329537
-4.55327664,2.43260038,0.52291993,0.02327293,0.01521802,1.07516599,1.80457078,0.06321186
-4.54727364,2.47032425,0.53812441,0.02302815,0.01500387,1.09554493,1.85706288,0.06320735
-4.54127064,2.51150124,0.55334695,0.02283999,0.01477454,1.11834034,1.91261170,0.06326579
-4.53526763,2.55502066,0.56829035,0.02270212,0.01453257,1.14302954,1.97015400,0.06336684
-4.52926463,2.59960763,0.58264232,0.02260596,0.01428264,1.16898928,2.02848440,0.06348684
-4.52326163,2.64386510,0.59608278,0.02254115,0.01403185,1.19551636,2.08628773,0.06359984
-4.51725863,2.68632079,0.60829192,0.02249600,0.01379008,1.22185151,2.14217642,0.06367863
-4.51125563,2.72547723,0.61895852,0.02245805,0.01357022,1.24720543,2.19473169,0.06369594
-4.50525263,2.75986335,0.62778843,0.02241453,0.01338836,1.27078642,2.24254719,0.06362544
-4.49924962,2.78808563,0.63451285,0.02235292,0.01326389,1.29182832,2.28427346,0.06344284
-4.49324662,2.80887721,0.63889608,0.02226142,0.01321958,1.30961798,2.31866183,0.06312679
-4.48724362,2.82114317,0.64074272,0.02212938,0.01328142,1.32352129,2.34460609,0.06265972
-4.48124062,2.82400059,0.63990378,0.02194771,0.01347850,1.33300662,2.36118039,0.06202846
-4.47523762,2.81681175,0.63628178,0.02170919,0.01384265,1.33766503,2.36767192,0.06122479
-4.46923462,2.79920953,0.62983445,0.02140873,0.01440803,1.33722637,2.36360726,0.06024577
-4.46323162,2.77111389,0.62057694,0.02104351,0.01521052,1.33157053,2.34877103,0.05909385
-4.45722861,2.73273879,0.60858261,0.02061312,0.01628701,1.32073357,2.32321628,0.05777687
-4.45122561,2.68458927,0.59398200,0.02011955,0.01767454,1.30490819,2.28726604,0.05630783
-4.44522261,2.62744861,0.57696037,0.01956710,0.01940923,1.28443864,2.24150584,0.05470449
-4.43921961,2.56235592,0.55775356,0.01896227,0.02152519,1.25981011,2.18676744,0.05298884
-4.43321661,2.49057503,0.53664246,0.01831353,0.02405324,1.23163296,2.12410432,0.05118641
-4.42721361,2.41355548,0.51394614,0.01763107,0.02701953,1.20062248,2.05475986,0.04932542
-4.42121061,2.33288730,0.49001396,0.01692646,0.03044415,1.16757474,1.98012939,0.04743596
-4.41520760,2.25025106,0.46521684,0.01621232,0.03433970,1.13333974,1.90171765,0.04554896
-4.40920460,2.16736507,0.43993800,0.01550194,0.03870995,1.09879271,1.82109319,0.04369526
-4.40320160,2.08593187,0.41456344,0.01480885,0.04354857,1.06480486,1.73984165,0.04190458
-4.39719860,2.00758584,0.38947256,0.01414650,0.04883804,1.03221465,1.65951958,0.04020468
-4.39119560,1.93384406,0.36502910,0.01352782,0.05454892,1.00180087,1.58161061,0.03862042
-4.38519260,1.86606229,0.34157277,0.01296489,0.06063931,0.97425845,1.50748550,0.03717307
-4.37918959,1.80539749,0.31941179,0.01246863,0.06705479,0.95017803,1.43836750,0.03587974
-4.37318659,1.75277837,0.29881654,0.01204850,0.07372885,0.93002999,1.37530406,0.03475286
-4.36718359,1.70888485,0.28001443,0.01171224,0.08058372,0.91415350,1.31914571,0.03380000
-4.36118059,1.67413689,0.26318624,0.01146574,0.08753179,0.90275087,1.27053258,0.03302374
-4.35517759,1.64869297,0.24846378,0.01131285,0.09447750,0.89588723,1.22988851,0.03242182
-4.34917459,1.63245769,0.23592906,0.01125534,0.10131967,0.89349541,1.19742267,0.03198735
-4.34317159,1.62509798,0.22561476,0.01129286,0.10795431,0.89538542,1.17313809,0.03170931
-4.33716858,1.62606679,0.21750609,0.01142294,0.11427767,0.90125812,1.15684620,0.03157313
-4.33116558,1.63463300,0.21154376,0.01164112,0.12018950,0.91072199,1.14818652,0.03156130
-4.32516258,1.64991580,0.20762800,0.01194102,0.12559635,0.92331236,1.14665020,0.03165419
-4.31915958,1.67092221,0.20562349,0.01231453,0.13041486,0.93851186,1.15160629,0.03183086
-4.31315658,1.69658569,0.20536494,0.01275199,0.13457466,0.95577124,1.16232936,0.03206978
-4.30715358,1.72580442,0.20666328,0.01324245,0.13802099,0.97452943,1.17802744,0.03234969
