energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.89794897,9.23937037,0.14882445,0.01753028,3.52869187,0.11306341,2.04107074,6.89816555,2.78077537
-5.89194597,9.34005646,0.15007994,0.01833349,3.56198105,0.10885335,2.07966464,7.00306465,2.80551268
-5.88594297,9.43857271,0.15119085,0.01912061,3.59161410,0.10519625,2.12135654,7.11219270,2.82261525
-5.87993997,9.53297841,0.15212728,0.01988629,3.61695458,0.10203661,2.16555109,7.22384754,2.83179988
-5.87393697,9.62145009,0.15286622,0.02062542,3.63745772,0.09931541,2.21161124,7.33627272,2.83293583
-5.86793397,9.70227225,0.15339112,0.02133306,3.65266670,0.09697136,2.25885615,7.44764967,2.82603968
-5.86193097,9.77381805,0.15369120,0.02200433,3.66220381,0.09494203,2.30655885,7.55608729,2.81126435
-5.85592796,9.83452400,0.15376050,0.02263435,3.66575785,0.09316496,2.35394468,7.65961207,2.78888306
-5.84992496,9.88286294,0.15359697,0.02321814,3.66306939,0.09157855,2.40019166,7.75616179,2.75926950
-5.84392196,9.91731984,0.15320153,0.02375052,3.65391528,0.09012300,2.44443385,7.84358612,2.72287550
-5.83791896,9.93637441,0.15257718,0.02422610,3.63809428,0.08874118,2.48576858,7.91965627,2.68020761
-5.83191596,9.93849415,0.15172846,0.02463928,3.61541509,0.08737947,2.52326800,7.98208595,2.63180410
-5.82591296,9.92214034,0.15066103,0.02498424,3.58568819,0.08598856,2.55599530,8.02856440,2.57821376
-5.81990995,9.88578850,0.14938158,0.02525508,3.54872222,0.08452422,2.58302538,8.05680154,2.51997761
-5.81390695,9.82796343,0.14789803,0.02544594,3.50432558,0.08294800,2.60346943,8.06458432,2.45761452
-5.80790395,9.74728770,0.14621997,0.02555120,3.45231312,0.08122786,2.61650247,8.04984215,2.39161131
-5.80190095,9.64254117,0.14435928,0.02556564,3.39251775,0.07933868,2.62139255,8.01071853,2.32241756
-5.79589795,9.51272812,0.14233095,0.02548478,3.32480602,0.07726265,2.61753024,7.94564521,2.25044508
-5.78989495,9.35714744,0.14015382,0.02530504,3.24909657,0.07498946,2.60445655,7.85341477,2.17607159
-5.78389195,9.17546125,0.13785136,0.02502406,3.16538005,0.07251633,2.58188775,7.73324735,2.09964776
-5.77788894,8.96775669,0.13545225,0.02464086,3.07373896,0.06984784,2.54973539,7.58484712,2.02150682
-5.77188594,8.73459616,0.13299065,0.02415608,2.97436577,0.06699556,2.50812003,7.40844487,1.94197549
-5.76588294,8.47705172,0.13050623,0.02357208,2.86757784,0.06397742,2.45737774,7.20482341,1.86138505
-5.75987994,8.19672019,0.12804374,0.02289304,2.75382780,0.06081702,2.39805848,6.97532356,1.78008156
-5.75387694,7.89571695,0.12565221,0.02212492,2.63370842,0.05754266,2.33091607,6.72182954,1.69843407
-5.74787394,7.57664729,0.12338369,0.02127542,2.50795131,0.05418632,2.25688999,6.44673375,1.61684013
-5.74187094,7.24255601,0.12129168,0.02035383,2.37741924,0.05078250,2.17707964,6.15288202,1.53572799
-5.73586793,6.89685701,0.11942916,0.01937080,2.24309219,0.04736713,2.09271205,5.84350163,1.45555523
-5.72986493,6.54324603,0.11784651,0.01833810,2.10604795,0.04397636,2.00510448,5.52211521,1.37680393
-5.72386193,6.18560051,0.11658917,0.01726829,1.96743790,0.04064547,1.91562372,5.19244460,1.29997261
-5.71785893,5.82787164,0.11569545,0.01617438,1.82845959,0.03740789,1.82564378,4.85830883,1.22556558
-5.71185593,5.47397350,0.11519442,0.01506948,1.69032713,0.03429430,1.73650395,4.52352121,1.15408034
-5.70585293,5.12767492,0.11510404,0.01396646,1.55424129,0.03133190,1.64946915,4.19178974,1.08599409
-5.69984992,4.79249891,0.11542975,0.01287762,1.42136046,0.02854387,1.56569419,3.86662533,1.02175012
-5.69384692,4.47163413,0.11616345,0.01181435,1.29277407,0.02594895,1.48619335,3.55126135,0.96174504
-5.68784392,4.16786217,0.11728312,0.01078693,1.16947955,0.02356129,1.41181649,3.24858747,0.90631778
-5.68184092,3.88350313,0.11875297,0.00980431,1.05236374,0.02139035,1.34323230,2.96109971,0.85574084
-5.67583792,3.62038119,0.12052422,0.00887393,0.94218935,0.01944107,1.28091915,2.69086795,0.81021451
-5.66983492,3.37981049,0.12253644,0.00800170,0.83958682,0.01771405,1.22516345,2.43952074,0.76986418
-5.66383192,3.16260066,0.12471941,0.00719191,0.74505145,0.01620595,1.17606505,2.20824687,0.73474091
-5.65782891,2.96908040,0.12699543,0.00644731,0.65894550,0.01490989,1.13354920,1.99781202,0.70482507
-5.65182591,2.79913661,0.12928192,0.00576915,0.58150468,0.01381597,1.09738380,1.80858829,0.68003271
-5.64582291,2.65226606,0.13149429,0.00515732,0.51284822,0.01291173,1.06720108,1.64059396,0.66022424
-5.63981991,2.52763610,0.13354883,0.00461050,0.45299157,0.01218272,1.04252246,1.49354049,0.64521474
-5.63381691,2.42415099,0.13536554,0.00412633,0.40186073,0.01161300,1.02278516,1.36688384,0.63478524
-5.62781391,2.34052013,0.13687086,0.00370160,0.35930726,0.01118566,1.00736970,1.25987700,0.62869434
-5.62181091,2.27532512,0.13800003,0.00333246,0.32512296,0.01088324,0.99562687,1.17162115,0.62668952
-5.61580790,2.22708270,0.13869914,0.00301457,0.29905334,0.01068820,0.98690352,1.10111303,0.62851744
-5.60980490,2.19430128,0.13892673,0.00274333,0.28080933,0.01058329,0.98056627,1.04728669,0.63393286
-5.60380190,2.17552932,0.13865490,0.00251402,0.27007660,0.01055186,0.97602247,1.00904822,0.64270576
-5.59779890,2.16939442,0.13787003,0.00232199,0.26652224,0.01057823,0.97273825,0.98530266,0.65462640
-5.59179590,2.17463266,0.13657287,0.00216274,0.26979875,0.01064788,0.97025322,0.97497285,0.66950831
-5.58579290,2.19010809,0.13477836,0.00203206,0.27954542,0.01074773,0.96819175,0.97701037,0.68718910
-5.57978989,2.21482308,0.13251497,0.00192612,0.29538734,0.01086633,0.96627094,0.99039938,0.70752942
-5.57378689,2.24792020,0.12982373,0.00184156,0.31693266,0.01099400,0.96430527,1.01415428,0.73041016
-5.56778389,2.28867706,0.12675698,0.00177549,0.34376856,0.01112299,0.96220822,1.04731266,0.75572833
-5.56178089,2.33649533,0.12337697,0.00172557,0.37545661,0.01124758,0.95999084,1.08892498,0.78339203
-5.55577789,2.39088548,0.11975427,0.00169001,0.41152837,0.01136412,0.95775775,1.13804263,0.81331482
-5.54977489,2.45144874,0.11596609,0.00166755,0.45148167,0.01147112,0.95570058,1.19370603,0.84541000
-5.54377189,2.51785769,0.11209461,0.00165751,0.49477852,0.01156919,0.95408920,1.25493417,0.87958519
-5.53776888,2.58983674,0.10822523,0.00165970,0.54084499,0.01166102,0.95326095,1.32071703,0.91573758
-5.53176588,2.66714367,0.10444485,0.00167444,0.58907351,0.01175128,0.95360810,1.39001180,0.95375003
-5.52576288,2.74955298,0.10084018,0.00170250,0.63882790,0.01184647,0.95556396,1.46174383,0.99348853
-5.51975988,2.83684196,0.09749606,0.00174505,0.68945110,0.01195474,0.95958782,1.53481251,1.03480073
-5.51375688,2.92877955,0.09449379,0.00180364,0.74027553,0.01208564,0.96614919,1.60810233,1.07751611
-5.50775388,3.02511854,0.09190951,0.00188009,0.79063566,0.01224983,0.97571171,1.68049852,1.12144720
-5.50175088,3.12559073,0.08981264,0.00197645,0.83988233,0.01245877,0.98871718,1.75090686,1.16639226
-5.49574787,3.22990503,0.08826426,0.00209496,0.88739809,0.01272437,1.00557022,1.81827650,1.21213872
-5.48974487,3.33774790,0.08731572,0.00223792,0.93261283,0.01305859,1.02662390,1.88162458,1.25846751
-5.48374187,3.44878563,0.08700724,0.00240765,0.97501884,0.01347303,1.05216690,1.94006133,1.30515766
-5.47773887,3.56266770,0.08736662,0.00260643,1.01418434,0.01397861,1.08241252,1.99281412,1.35199098
-5.47173587,3.67903051,0.08840826,0.00283636,1.04976483,0.01458510,1.11748979,2.03924895,1.39875640
-5.46573287,3.79750066,0.09013231,0.00309932,1.08151137,0.01530081,1.15743709,2.07888809,1.44525360
-5.45972986,3.91769707,0.09252411,0.00339691,1.10927541,0.01613222,1.20219808,2.11142260,1.49129563
-5.45372686,4.03923133,0.09555399,0.00373030,1.13300949,0.01708372,1.25162028,2.13671878,1.53671026
-5.44772386,4.16170564,0.09917743,0.00410022,1.15276403,0.01815736,1.30545583,2.15481804,1.58133985
-5.44172086,4.28470822,0.10333562,0.00450685,1.16867995,0.01935266,1.36336453,2.16592989,1.62503970
-5.43571786,4.40780593,0.10795642,0.00494977,1.18097754,0.02066651,1.42491859,2.17041805,1.66767489
-5.42971486,4.53053445,0.11295572,0.00542789,1.18994214,0.02209308,1.48960903,2.16878050,1.70911571
-5.42371186,4.65238627,0.11823924,0.00593939,1.19590720,0.02362390,1.55685306,2.16162406,1.74923192
-5.41770885,4.77279735,0.12370463,0.00648170,1.19923572,0.02524789,1.62600251,2.14963476,1.78788632
-5.41170585,4.89113343,0.12924390,0.00705145,1.20030082,0.02695154,1.69635265,2.13354560,1.82492788
-5.40570285,5.00667705,0.13474607,0.00764447,1.19946658,0.02871916,1.76715158,2.11410296,1.86018505
-5.39969985,5.11861674,0.14009995,0.00825579,1.19707005,0.03053316,1.83760985,2.09203368,1.89345988
-5.39369685,5.22603973,0.14519700,0.00887968,1.19340529,0.03237441,1.90691051,2.06801411,1.92452331
-5.38769385,5.32792964,0.14993415,0.00950970,1.18871030,0.03422270,1.97421962,2.04264297,1.95311238
-5.38169085,5.42317033,0.15421644,0.01013874,1.18315736,0.03605716,2.03869748,2.01641913,1.97892976
-5.37568784,5.51055712,0.15795953,0.01075917,1.17684731,0.03785689,2.09951079,1.98972541,2.00164594
-5.36968484,5.58881600,0.16109184,0.01136296,1.16980792,0.03960146,2.15584591,1.96281924,2.02090444
-5.36368184,5.65663118,0.16355638,0.01194180,1.16199633,0.04127157,2.20692356,1.93583046,2.03633005
-5.35767884,5.71268079,0.16531213,0.01248732,1.15330544,0.04284970,2.25201480,1.90876619,2.04754004
-5.35167584,5.75568001,0.16633502,0.01299127,1.14357377,0.04432069,2.29045836,1.88152256,2.05415809
-5.34567284,5.78443028,0.16661840,0.01344574,1.13259818,0.04567244,2.32167904,1.85390228,2.05583045
-5.33966983,5.79787275,0.16617312,0.01384338,1.12014885,0.04689646,2.34520665,1.82563725,2.05224362
-5.33366683,5.79514359,0.16502705,0.01417763,1.10598557,0.04798840,2.36069483,1.79641469,2.04314284
-5.32766383,5.77562845,0.16322428,0.01444292,1.08987460,0.04894848,2.36793890,1.76590540,2.02835032
-5.32166083,5.73901299,0.16082380,0.01463492,1.07160509,0.04978182,2.36689182,1.73379249,2.00778232
-5.31565783,5.68532640,0.15789793,0.01475064,1.05100431,0.05049856,2.35767696,1.69979906,1.98146391
-5.30965483,5.61497501,0.15453033,0.01478864,1.02795093,0.05111391,2.34059680,1.66371322,1.94954052
-5.30365183,5.52876305,0.15081378,0.01474910,1.00238565,0.05164785,2.31613646,1.62540914,1.91228533
-5.29764882,5.42789855,0.14684773,0.01463384,0.97431870,0.05212481,2.28496106,1.58486301,1.87010177
-5.29164582,5.31398275,0.14273567,0.01444636,0.94383391,0.05257295,2.24790651,1.54216314,1.82352064
-5.28564282,5.18898227,0.13858238,0.01419175,0.91108918,0.05302338,2.20596325,1.49751367,1.77319160
-5.27963982,5.05518412,0.13449114,0.01387657,0.87631341,0.05350903,2.16025298,1.45123173,1.71986911
-5.27363682,4.91513491,0.13056094,0.01350869,0.83980005,0.05406354,2.11199897,1.40373853,1.66439312
-5.26763382,4.77156606,0.12688377,0.01309705,0.80189774,0.05471982,2.06249071,1.35554473,1.60766523
-5.26163082,4.62730811,0.12354209,0.01265143,0.76299856,0.05550871,2.01304414,1.30723120,1.55062127
-5.25562781,4.48519771,0.12060651,0.01218214,0.72352451,0.05645750,1.96495909,1.25942626,1.49420139
-5.24962481,4.34798160,0.11813382,0.01169976,0.68391287,0.05758855,1.91947570,1.21278077,1.43931909
-5.24362181,4.21822199,0.11616534,0.01121480,0.64460132,0.05891806,1.87773191,1.16794253,1.38683058
-5.23761881,4.09820802,0.11472585,0.01073742,0.60601350,0.06045496,1.84072395,1.12553147,1.33750591
-5.23161581,3.98987762,0.11382298,0.01027720,0.56854560,0.06220010,1.80927189,1.08611689,1.29200332
-5.22561281,3.89475373,0.11344715,0.00984289,0.53255474,0.06414574,1.78399187,1.05019816,1.25084799
-5.21960980,3.81389808,0.11357225,0.00944223,0.49834952,0.06627541,1.76527671,1.01818969,1.21441619
-5.21360680,3.74788475,0.11415676,0.00908185,0.46618314,0.06856410,1.75328567,0.99041100,1.18292572
-5.20760380,3.69679490,0.11514567,0.00876719,0.43624920,0.07097884,1.74794416,0.96708210,1.15643279
-5.20160080,3.66023269,0.11647274,0.00850249,0.40868036,0.07347972,1.74895334,0.94832442,1.13483568
-5.19559780,3.63736133,0.11806342,0.00829086,0.38354962,0.07602117,1.75580920,0.93416678,1.11788475
-5.18959480,3.62695733,0.11983802,0.00813436,0.36087401,0.07855352,1.76783002,0.92455587,1.10519820
-5.18359180,3.62747968,0.12171511,0.00803417,0.34062035,0.08102480,1.78419089,0.91937032,1.09628272
-5.17758879,3.63715017,0.12361512,0.00799074,0.32271259,0.08338267,1.80396344,0.91843724,1.09055790
-5.17158579,3.65404049,0.12546369,0.00800399,0.30704026,0.08557636,1.82615858,0.92154999,1.08738304
-5.16558279,3.67616140,0.12719492,0.00807349,0.29346740,0.08755855,1.84977007,0.92848588,1.08608502
-5.15957979,3.70154918,0.12875410,0.00819867,0.28184156,0.08928707,1.87381672,0.93902243,1.08598592
-5.15357679,3.72834500,0.13009995,0.00837895,0.27200226,0.09072642,1.89738092,0.95295119,1.08642880
-5.14757379,3.75486336,0.13120616,0.00861383,0.26378856,0.09184889,1.91964169,0.97008800,1.08680088
-5.14157079,3.77964625,0.13206210,0.00890304,0.25704536,0.09263540,1.93990076,0.99027898,1.08655273
-5.13556778,3.80150093,0.13267280,0.00924643,0.25162817,0.09307584,1.95760033,1.01340180,1.08521313
-5.12956478,3.81952007,0.13305798,0.00964402,0.24740624,0.09316908,1.97233226,1.03936225,1.08239897
-5.12356178,3.83308418,0.13325039,0.01009583,0.24426404,0.09292254,1.98383828,1.06808606,1.07782007
-5.11755878,3.84184711,0.13329335,0.01060174,0.24210115,0.09235141,1.99200183,1.09950685,1.07127928
-5.11155578,3.84570672,0.13323774,0.01116126,0.24083071,0.09147754,1.99683256,1.13355082,1.06266811
-5.10555278,3.84476334,0.13313852,0.01177331,0.24037675,0.09032813,1.99844459,1.17011943,1.05195854
-5.09954977,3.83926944,0.13305105,0.01243596,0.24067068,0.08893424,1.99703049,1.20907122,1.03919204
-5.09354677,3.82957435,0.13302733,0.01314616,0.24164732,0.08732927,1.99283269,1.25020437,1.02446648
-5.08754377,3.81606794,0.13311245,0.01389951,0.24324078,0.08554737,1.98611439,1.29324120,1.00792212
-5.08154077,3.79912721,0.13334130,0.01469011,0.24538068,0.08362211,1.97713197,1.33781613,0.98972752
-5.07553777,3.77906927,0.13373601,0.01551038,0.24798884,0.08158515,1.96611058,1.38346818,0.97006624
-5.06953477,3.75611386,0.13430395,0.01635106,0.25097696,0.07946532,1.95322459,1.42963909,0.94912529
-5.06353177,3.73035765,0.13503658,0.01720122,0.25424532,0.07728781,1.93858404,1.47567770,0.92708558
-5.05752876,3.70176189,0.13590927,0.01804843,0.25768269,0.07507383,1.92222781,1.52085081,0.90411517
-5.05152576,3.67015395,0.13688193,0.01887895,0.26116759,0.07284042,1.90412398,1.56436068,0.88036515
-5.04552276,3.63524255,0.13790058,0.01967813,0.26457069,0.07060063,1.88417708,1.60536848,0.85596849
-5.03951976,3.59664547,0.13889967,0.02043077,0.26775847,0.06836398,1.86224179,1.64302311,0.83104138
-5.03351676,3.55392779,0.13980515,0.02112165,0.27059774,0.06613708,1.83814213,1.67649399,0.80568694
-5.02751376,3.50664821,0.14053793,0.02173605,0.27296090,0.06392441,1.81169469,1.70500654,0.78000074
-5.02151076,3.45441027,0.14101775,0.02226030,0.27473162,0.06172928,1.78273458,1.72787859,0.75407752
-5.01550775,3.39691531,0.14116715,0.02268235,0.27581058,0.05955473,1.75114229,1.74455596,0.72801855
-5.00950475,3.33401370,0.14091526,0.02299230,0.27612099,0.05740444,1.71686978,1.75464529,0.70193907
-5.00350175,3.26575110,0.14020139,0.02318287,0.27561347,0.05528360,1.67996410,1.75794245,0.67597500
-4.99749875,3.19240680,0.13897807,0.02324974,0.27427016,0.05319956,1.64058710,1.75445488,0.65028859
-4.99149575,3.11452147,0.13721346,0.02319190,0.27210759,0.05116242,1.59902978,1.74441644,0.62507242
-4.98549275,3.03291257,0.13489304,0.02301174,0.26917825,0.04918528,1.55572044,1.72829371,0.60055147
-4.97948974,2.94867588,0.13202042,0.02271510,0.26557065,0.04728438,1.51122583,1.70678319,0.57698289
-4.97348674,2.86317273,0.12861732,0.02231117,0.26140789,0.04547895,1.46624501,1.68079892,0.55465355
-4.96748374,2.77800301,0.12472276,0.02181223,0.25684458,0.04379086,1.42159599,1.65145093,0.53387514
-4.96148074,2.69496463,0.12039141,0.02123328,0.25206242,0.04224404,1.37819555,1.62001481,0.51497720
-4.95547774,2.61600119,0.11569132,0.02059159,0.24726434,0.04086372,1.33703298,1.58789370,0.49829810
-4.94947474,2.54313958,0.11070109,0.01990610,0.24266761,0.03967556,1.29913869,1.55657371,0.48417444
-4.94347174,2.47842025,0.10550666,0.01919682,0.23849608,0.03870460,1.26554912,1.52757464,0.47292919
-4.93746873,2.42382277,0.10019788,0.01848417,0.23497184,0.03797417,1.23726911,1.50239765,0.46485918
-4.93146573,2.38118986,0.09486506,0.01778829,0.23230672,0.03750485,1.21523357,1.48247201,0.46022229
-4.92546273,2.35215299,0.08959560,0.01712839,0.23069380,0.03731336,1.20026982,1.46910279,0.45922503
-4.91945973,2.33806257,0.08447086,0.01652213,0.23029943,0.03741156,1.19306225,1.46342167,0.46201102
-4.91345673,2.33992580,0.07956354,0.01598510,0.23125596,0.03780564,1.19412080,1.46634263,0.46865085
-4.90745373,2.35835465,0.07493537,0.01553028,0.23365554,0.03849540,1.20375463,1.47852438,0.47913390
-4.90145073,2.39352651,0.07063555,0.01516778,0.23754519,0.03947375,1.22205206,1.50034098,0.49336250
-4.89544772,2.44515910,0.06669966,0.01490449,0.24292339,0.04072648,1.24886788,1.53186175,0.51114881
-4.88944472,2.51250119,0.06314925,0.01474398,0.24973830,0.04223225,1.28381855,1.57284160,0.53221474
-4.88344172,2.59433960,0.05999202,0.01468649,0.25788772,0.04396288,1.32628580,1.62272204,0.55619497
-4.87743872,2.68902295,0.05722250,0.01472900,0.26722088,0.04588382,1.37542860,1.68064307,0.58264318
-4.87143572,2.79450125,0.05482329,0.01486545,0.27754190,0.04795504,1.43020335,1.74546569,0.61104142
-4.86543272,2.90838052,0.05276662,0.01508702,0.28861494,0.05013198,1.48939160,1.81580437,0.64081227
-4.85942971,3.02799047,0.05101625,0.01538255,0.30017080,0.05236682,1.55163456,1.89006828,0.67133356
-4.85342671,3.15046299,0.04952955,0.01573896,0.31191485,0.05460989,1.61547306,1.96651002,0.70195513
-4.84742371,3.27281874,0.04825970,0.01614180,0.32353585,0.05681122,1.67939172,2.04327997,0.73201698
-4.84142071,3.39205855,0.04715785,0.01657575,0.33471557,0.05892205,1.74186556,2.11848443,0.76086817
-4.83541771,3.50525621,0.04617518,0.01702522,0.34513866,0.06089652,1.80140740,2.19024530,0.78788579
-4.82941471,3.60964921,0.04526487,0.01747488,0.35450262,0.06269313,1.85661421,2.25675906,0.81249312
-4.82341171,3.70272379,0.04438366,0.01791019,0.36252726,0.06427619,1.90621057,2.31635287,0.83417630
-4.81740870,3.78229101,0.04349331,0.01831787,0.36896355,0.06561707,1.94908758,2.36753562,0.85249884
-4.81140570,3.84655089,0.04256158,0.01868637,0.37360134,0.06669517,1.98433571,2.40904188,0.86711329
-4.80540270,3.89414213,0.04156297,0.01900618,0.37627580,0.06749871,2.01127020,2.43986733,0.87776961
-4.79939970,3.92417559,0.04047906,0.01927012,0.37687220,0.06802518,2.02944820,2.45929416,0.88431992
-4.79339670,3.93625036,0.03929857,0.01947352,0.37532909,0.06828144,2.03867698,2.46690570,0.88671945
-4.78739370,3.93045210,0.03801708,0.01961429,0.37163950,0.06828355,2.03901304,2.46258996,0.88502370
-4.78139070,3.90733411,0.03663655,0.01969294,0.36585037,0.06805628,2.03075236,2.44653217,0.87938201
-4.77538769,3.86788247,0.03516458,0.01971244,0.35806020,0.06763234,2.01441238,2.41919690,0.87002794
-4.76938469,3.81346696,0.03361358,0.01967807,0.34841500,0.06705129,1.99070681,2.38130109,0.85726699
-4.76338169,3.74578062,0.03199980,0.01959714,0.33710280,0.06635836,1.96051436,2.33377922,0.84146224
-4.75737869,3.66677065,0.03034232,0.01947867,0.32434698,0.06560301,1.92484326,2.27774258,0.82301872
-4.75137569,3.57856416,0.02866209,0.01933305,0.31039865,0.06483742,1.88479286,2.21443467,0.80236726
-4.74537269,3.48339202,0.02698098,0.01917161,0.29552854,0.06411496,1.84151440,2.14518473,0.77994855
-4.73936968,3.38351418,0.02532098,0.01900626,0.28001853,0.06348865,1.79617240,2.07136171,0.75619820
-4.73336668,3.28114944,0.02370346,0.01884905,0.26415343,0.06300970,1.74990841,1.99433032,0.73153336
-4.72736368,3.17841237,0.02214863,0.01871181,0.24821298,0.06272616,1.70380831,1.91541120,0.70634145
-4.72136068,3.07725942,0.02067513,0.01860579,0.23246466,0.06268172,1.65887446,1.83584645,0.68097130
-4.71535768,2.97944572,0.01929977,0.01854136,0.21715730,0.06291471,1.61600318,1.75677151,0.65572710
-4.70935468,2.88649343,0.01803741,0.01852778,0.20251585,0.06345731,1.57596831,1.67919413,0.63086484
-4.70335168,2.79967176,0.01690097,0.01857294,0.18873718,0.06433495,1.53941068,1.60398049,0.60659156
-4.69734867,2.71998819,0.01590154,0.01868328,0.17598725,0.06556594,1.50683341,1.53184842,0.58306678
-4.69134567,2.64819006,0.01504855,0.01886365,0.16439942,0.06716135,1.47860245,1.46336697,0.56040594
-4.68534267,2.58477489,0.01435001,0.01911733,0.15407389,0.06912500,1.45495176,1.39896168,0.53868546
-4.67933967,2.53000789,0.01381273,0.01944599,0.14507824,0.07145368,1.43599207,1.33892432,0.51794868
-4.67333667,2.48394470,0.01344256,0.01984977,0.13744886,0.07413751,1.42172242,1.28342613,0.49821248
-4.66733367,2.44645735,0.01324456,0.02032735,0.13119310,0.07716036,1.41204336,1.23253306,0.47947386
-4.66133067,2.41726170,0.01322313,0.02087608,0.12629203,0.08050038,1.40677093,1.18622211,0.46171616
-4.65532766,2.39594459,0.01338209,0.02149207,0.12270349,0.08413055,1.40565048,1.14439751,0.44491460
-4.64932466,2.38198935,0.01372461,0.02217034,0.12036541,0.08801931,1.40836973,1.10690595,0.42904075
-4.64332166,2.37479857,0.01425316,0.02290495,0.11919915,0.09213104,1.41457045,1.07355011,0.41406594
-4.63731866,2.37371352,0.01496931,0.02368915,0.11911273,0.09642663,1.42385842,1.04410000,0.39996334
-4.63131566,2.37802975,0.01587353,0.02451548,0.12000384,0.10086395,1.43581159,1.01830204,0.38670900
-4.62531266,2.38700908,0.01696489,0.02537595,0.12176257,0.10539828,1.44998640,0.99588564,0.37428174
-4.61930965,2.39988825,0.01824084,0.02626211,0.12427380,0.10998261,1.46592247,0.97656771,0.36266220
-4.61330665,2.41588488,0.01969690,0.02716521,0.12741923,0.11456805,1.48314615,0.96005526,0.35183126
-4.60730365,2.43420150,0.02132643,0.02807636,0.13107905,0.11910407,1.50117308,0.94604670,0.34176813
-4.60130065,2.45402868,0.02312051,0.02898658,0.13513334,0.12353879,1.51951062,0.93423229,0.33244830
-4.59529765,2.47454812,0.02506781,0.02988703,0.13946321,0.12781932,1.53766033,0.92429438,0.32384173
-4.58929465,2.49493670,0.02715464,0.03076913,0.14395177,0.13189209,1.55512122,0.91590790,0.31591132
-4.58329165,2.51437215,0.02936508,0.03162471,0.14848498,0.13570333,1.57139402,0.90874163,0.30861211
-4.57728864,2.53204119,0.03168126,0.03244620,0.15295253,0.13919961,1.58598692,0.90246057,0.30189107
-4.57128564,2.54715015,0.03408373,0.03322681,0.15724876,0.14232848,1.59842275,0.89672978,0.29568779
-4.56528264,2.55893861,0.03655196,0.03396070,0.16127370,0.14503931,1.60824783,0.89121963,0.28993588
-4.55927964,2.56669551,0.03906491,0.03464314,0.16493423,0.14728421,1.61504221,0.88561263,0.28456517
-4.55327664,2.56977758,0.04160173,0.03527068,0.16814549,0.14901907,1.61843103,0.87961150,0.27950460
-4.54727364,2.56762914,0.04414238,0.03584122,0.17083238,0.15020464,1.61809659,0.87294835,0.27468552
-4.54127064,2.55980258,0.04666838,0.03635413,0.17293127,0.15080777,1.61379048,0.86539439,0.27004543
-4.53526763,2.54597836,0.04916342,0.03681027,0.17439175,0.15080250,1.60534527,0.85676991,0.26553178
-4.52926463,2.52598329,0.05161398,0.03721189,0.17517844,0.15017117,1.59268493,0.84695379,0.26110564
-4.52326163,2.49980610,0.05400977,0.03756259,0.17527270,0.14890538,1.57583333,0.83589210,0.25674512
-4.51725863,2.46760907,0.05634412,0.03786707,0.17467419,0.14700674,1.55492029,0.82360522,0.25244821
-4.51125563,2.42973472,0.05861416,0.03813092,0.17340216,0.14448739,1.53018443,0.81019302,0.24823496
-4.50525263,2.38670696,0.06082084,0.03836027,0.17149640,0.14137020,1.50197260,0.79583758,0.24414874
-4.49924962,2.33922598,0.06296886,0.03856142,0.16901769,0.13768861,1.47073552,0.78080316,0.24025656
-4.49324662,2.28815688,0.06506635,0.03874044,0.16604778,0.13348624,1.43701960,0.76543331,0.23664837
