energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.65782891,2.72774665,0.29501157,0.67461058,0.00052149,0.49418668,1.36993464,1.18763786,0.00557611,0.31625173
-5.65182591,2.80666905,0.29485560,0.68182875,0.00051378,0.51788079,1.40912726,1.23394156,0.00557890,0.31189673
-5.64582291,2.88572901,0.29471901,0.68824819,0.00050758,0.54176066,1.45044209,1.28032465,0.00558608,0.30818033
-5.63981991,2.96292003,0.29435927,0.69347454,0.00050228,0.56546781,1.49267453,1.32587335,0.00559191,0.30483822
-5.63381691,3.03634396,0.29356508,0.69717387,0.00049740,0.58864614,1.53465966,1.36969806,0.00559141,0.30162977
-5.62781391,3.10424191,0.29215962,0.69907849,0.00049251,0.61094650,1.57528822,1.41094817,0.00558044,0.29834309
-5.62181091,3.16502092,0.29000275,0.69899014,0.00048728,0.63203125,1.61352123,1.44882624,0.00555573,0.29479859
-5.61580790,3.21727598,0.28699198,0.69678056,0.00048145,0.65157898,1.64840325,1.48260115,0.00551495,0.29085117
-5.60980490,3.25980777,0.28306250,0.69238962,0.00047484,0.66928936,1.67907442,1.51162017,0.00545670,0.28639106
-5.60380190,3.29163571,0.27818617,0.68582130,0.00046729,0.68488783,1.70478119,1.53531973,0.00538049,0.28134351
-5.59779890,3.31200694,0.27236977,0.67713785,0.00045874,0.69813039,1.72488577,1.55323467,0.00528675,0.27566735
-5.59179590,3.32040097,0.26565253,0.66645267,0.00044914,0.70880801,1.73887413,1.56500577,0.00517677,0.26935275
-5.58579290,3.31653042,0.25810307,0.65392214,0.00043848,0.71675078,1.74636240,1.57038536,0.00505264,0.26241825
-5.57978989,3.30033804,0.24981597,0.63973710,0.00042679,0.72183147,1.74710134,1.56924085,0.00491724,0.25490739
-5.57378689,3.27198996,0.24090805,0.62411434,0.00041412,0.72396843,1.74097879,1.56155590,0.00477409,0.24688499
-5.56778389,3.23186573,0.23151443,0.60728843,0.00040053,0.72312753,1.72801973,1.54742935,0.00462734,0.23843342
-5.56178089,3.18054509,0.22178462,0.58950442,0.00038611,0.71932320,1.70838381,1.52707152,0.00448166,0.22964880
-5.55577789,3.11879178,0.21187854,0.57101144,0.00037095,0.71261828,1.68236011,1.50079825,0.00434216,0.22063752
-5.54977489,3.04753476,0.20196273,0.55205762,0.00035518,0.70312266,1.65035917,1.46902254,0.00421428,0.21151293
-5.54377189,2.96784704,0.19220668,0.53288621,0.00033890,0.69099071,1.61290220,1.43224399,0.00410372,0.20239235
-5.53776888,2.88092251,0.18277935,0.51373303,0.00032225,0.67641761,1.57060770,1.39103643,0.00401630,0.19339457
-5.53176588,2.78805127,0.17384600,0.49482515,0.00030536,0.65963443,1.52417569,1.34603397,0.00395791,0.18463750
-5.52576288,2.69059373,0.16556518,0.47638051,0.00028837,0.64090242,1.47436994,1.29791591,0.00393431,0.17623634
-5.51975988,2.58995423,0.15808602,0.45860841,0.00027142,0.62050643,1.42199863,1.24739091,0.00395108,0.16830195
-5.51375688,2.48755444,0.15154584,0.44171062,0.00025466,0.59874778,1.36789408,1.19518106,0.00401345,0.16093947
-5.50775388,2.38480735,0.14606795,0.42588268,0.00023822,0.57593690,1.31289198,1.14200605,0.00412614,0.15424721
-5.50175088,2.28309215,0.14175980,0.41131530,0.00022224,0.55238585,1.25781097,1.08856827,0.00429327,0.14831562
-5.49574787,2.18373066,0.13871144,0.39819550,0.00020685,0.52840109,1.20343304,1.03553892,0.00451815,0.14322638
-5.48974487,2.08796583,0.13699427,0.38670734,0.00019218,0.50427665,1.15048544,0.98354582,0.00480316,0.13905157
-5.48374187,1.99694262,0.13666017,0.37703206,0.00017834,0.48028800,1.09962463,0.93316297,0.00514958,0.13585293
-5.47773887,1.91169169,0.13774104,0.36934747,0.00016543,0.45668673,1.05142269,0.88490224,0.00555748,0.13368107
-5.47173587,1.83311625,0.14024868,0.36382668,0.00015354,0.43369619,1.00635675,0.83920739,0.00602557,0.13257488
-5.46573287,1.76198224,0.14417524,0.36063608,0.00014274,0.41150822,0.96480140,0.79645017,0.00655112,0.13256086
-5.45972986,1.69891180,0.14949404,0.35993262,0.00013308,0.39028100,0.92702460,0.75692891,0.00712987,0.13365268
-5.45372686,1.64438040,0.15616090,0.36186071,0.00012459,0.37013794,0.89318674,0.72086903,0.00775605,0.13585077
-5.44772386,1.59871714,0.16411601,0.36654870,0.00011731,0.35116770,0.86334302,0.68842561,0.00842236,0.13914219
-5.44172086,1.56210840,0.17328616,0.37410525,0.00011123,0.33342523,0.83744889,0.65968763,0.00912006,0.14350057
-5.43571786,1.53460436,0.18358745,0.38461583,0.00010635,0.31693361,0.81536809,0.63468352,0.00983912,0.14888638
-5.42971486,1.51612814,0.19492823,0.39813952,0.00010264,0.30168675,0.79688308,0.61338786,0.01056836,0.15524740
-5.42371186,1.50648723,0.20721232,0.41470637,0.00010006,0.28765259,0.78170738,0.59572865,0.01129572,0.16251936
-5.41770885,1.50538660,0.22034228,0.43431547,0.00009859,0.27477692,0.76949915,0.58159500,0.01200854,0.17062692
-5.41170585,1.51244318,0.23422265,0.45693395,0.00009817,0.26298737,0.75987570,0.57084477,0.01269390,0.17948478
-5.40570285,1.52720111,0.24876291,0.48249707,0.00009876,0.25219758,0.75242827,0.56331182,0.01333897,0.18899896
-5.39969985,1.54914737,0.26388012,0.51090945,0.00010029,0.24231147,0.74673654,0.55881272,0.01393136,0.19906826
-5.39369685,1.57772727,0.27950107,0.54204748,0.00010272,0.23322729,0.74238258,0.55715245,0.01445955,0.20958571
-5.38769385,1.61235942,0.29556377,0.57576304,0.00010601,0.22484146,0.73896354,0.55812921,0.01491321,0.22044019
-5.38169085,1.65244996,0.31201825,0.61188841,0.00011011,0.21705212,0.73610301,0.56153800,0.01528356,0.23151793
-5.37568784,1.69740571,0.32882670,0.65024230,0.00011499,0.20976220,0.73346057,0.56717309,0.01556363,0.24270404
-5.36968484,1.74664615,0.34596283,0.69063707,0.00012061,0.20288208,0.73073952,0.57482928,0.01574851,0.25388396
-5.36368184,1.79961427,0.36341069,0.73288666,0.00012696,0.19633169,0.72769256,0.58430235,0.01583549,0.26494485
-5.35767884,1.85578626,0.38116294,0.77681547,0.00013402,0.19004215,0.72412551,0.59538858,0.01582416,0.27577691
-5.35167584,1.91468024,0.39921889,0.82226763,0.00014179,0.18395685,0.71989916,0.60788381,0.01571637,0.28627463
-5.34567284,1.97586413,0.41758240,0.86911653,0.00015026,0.17803202,0.71492926,0.62158227,0.01551620,0.29633803
-5.33966983,2.03896301,0.43626002,0.91727439,0.00015944,0.17223687,0.70918503,0.63627547,0.01522975,0.30587388
-5.33366683,2.10366601,0.45525943,0.96670139,0.00016936,0.16655329,0.70268637,0.65175153,0.01486493,0.31479690
-5.32766383,2.16973292,0.47458868,1.01741402,0.00018004,0.16097520,0.69549991,0.66779511,0.01443118,0.32303101
-5.32166083,2.23700052,0.49425610,1.06949242,0.00019151,0.15550756,0.68773434,0.68418828,0.01393913,0.33051064
-5.31565783,2.30538868,0.51427129,1.12308600,0.00020382,0.15016518,0.67953514,0.70071246,0.01340025,0.33718204
-5.30965483,2.37490581,0.53464711,1.17841720,0.00021703,0.14497129,0.67107902,0.71715144,0.01282648,0.34300452
-5.30365183,2.44565349,0.55540270,1.23578284,0.00023121,0.13995607,0.66256816,0.73329549,0.01222987,0.34795181
-5.29764882,2.51782981,0.57656741,1.29555270,0.00024645,0.13515501,0.65422449,0.74894640,0.01162224,0.35201311
-5.29164582,2.59173068,0.59818546,1.35816508,0.00026287,0.13060732,0.64628405,0.76392321,0.01101487,0.35519412
-5.28564282,2.66774876,0.62032104,1.42411908,0.00028060,0.12635430,0.63899155,0.77806831,0.01041822,0.35751764
-5.27963982,2.74636922,0.64306350,1.49396355,0.00029980,0.12243780,0.63259513,0.79125345,0.00984173,0.35902395
-5.27363682,2.82816179,0.66653238,1.56828264,0.00032067,0.11889875,0.62734131,0.80338535,0.00929369,0.35977056
-5.26763382,2.91376872,0.69088160,1.64767823,0.00034342,0.11577572,0.62347018,0.81441033,0.00878108,0.35983158
-5.26163082,3.00388840,0.71630274,1.73274958,0.00036831,0.11310371,0.62121082,0.82431762,0.00830956,0.35929637
-5.25562781,3.09925460,0.74302678,1.82407071,0.00039561,0.11091298,0.62077682,0.83314102,0.00788348,0.35826768
-5.24962481,3.20061151,0.77132405,1.92216612,0.00042563,0.10922801,0.62236213,0.84095852,0.00750593,0.35685906
-5.24362181,3.30868526,0.80150229,2.02748590,0.00045871,0.10806668,0.62613699,0.84788982,0.00717880,0.35519181
-5.23761881,3.42415260,0.83390239,2.14038085,0.00049518,0.10743952,0.63224418,0.85409175,0.00690293,0.35339135
-5.23161581,3.54760784,0.86889199,2.26107894,0.00053540,0.10734916,0.64079551,0.85975152,0.00667826,0.35158331
-5.22561281,3.67952935,0.90685685,2.38966392,0.00057973,0.10778997,0.65186870,0.86507825,0.00650392,0.34988928
-5.21960980,3.82024692,0.94819008,2.52605716,0.00062848,0.10874775,0.66550460,0.87029294,0.00637845,0.34842259
-5.21360680,3.96991159,0.99327970,2.67000373,0.00068198,0.11019977,0.68170488,0.87561742,0.00629991,0.34728417
-5.20760380,4.12846920,1.04249450,2.82106323,0.00074046,0.11211481,0.70043031,0.88126283,0.00626603,0.34655872
-5.20160080,4.29563915,1.09616886,2.97860631,0.00080413,0.11445347,0.72159951,0.88741811,0.00627433,0.34631135
-5.19559780,4.47089930,1.15458682,3.14181685,0.00087309,0.11716862,0.74508840,0.89423909,0.00632224,0.34658487
-5.18959480,4.65347806,1.21796598,3.30970020,0.00094734,0.12020599,0.77073024,0.90183877,0.00640716,0.34739785
-5.18359180,4.84235408,1.28644161,3.48109712,0.00102677,0.12350497,0.79831634,0.91027925,0.00652652,0.34874355
-5.17758879,5.03626374,1.36005161,3.65470298,0.00111115,0.12699947,0.82759747,0.91956570,0.00667786,0.35058973
-5.17158579,5.23371645,1.43872286,3.82909165,0.00120010,0.13061901,0.85828585,0.92964267,0.00685879,0.35287945
-5.16558279,5.43301713,1.52225939,4.00274310,0.00129307,0.13428981,0.89005787,0.94039306,0.00706701,0.35553273
-5.15957979,5.63229525,1.61033303,4.17407369,0.00138939,0.13793606,0.92255745,0.95163959,0.00730030,0.35844907
-5.15357679,5.82953937,1.70247695,4.34146808,0.00148821,0.14148128,0.95539999,0.96314900,0.00755648,0.36151070
-5.14757379,6.02263616,1.79808257,4.50331157,0.00158854,0.14484962,0.98817704,0.97463861,0.00783332,0.36458641
-5.14157079,6.20941257,1.89640032,4.65802183,0.00168928,0.14796731,1.02046156,0.98578513,0.00812858,0.36753586
-5.13556778,6.38767997,1.99654450,4.80407894,0.00178920,0.15076407,1.05181384,0.99623532,0.00843984,0.37021413
-5.12956478,6.55527905,2.09750260,4.94005310,0.00188700,0.15317447,1.08178804,1.00561811,0.00876456,0.37247646
-5.12356178,6.71012431,2.19814908,5.06462915,0.00198133,0.15513927,1.10993933,1.01355772,0.00909994,0.37418284
-5.11755878,6.85024725,2.29726370,5.17662764,0.00207081,0.15660669,1.13583150,1.01968738,0.00944295,0.37520252
-5.11155578,6.97383732,2.39355420,5.27502229,0.00215412,0.15753351,1.15904515,1.02366302,0.00979028,0.37541807
-5.10555278,7.07927994,2.48568293,5.35895371,0.00222998,0.15788606,1.17918609,1.02517657,0.01013832,0.37472904
-5.09954977,7.16519108,2.57229691,5.42773974,0.00229724,0.15764108,1.19589392,1.02396837,0.01048319,0.37305511
-5.09354677,7.23044789,2.65206057,5.48088261,0.00235491,0.15678630,1.20885064,1.01983824,0.01082080,0.37033851
-5.08754377,7.27421503,2.72369024,5.51807353,0.00240218,0.15532085,1.21778889,1.01265491,0.01114684,0.36654589
-5.08154077,7.29596634,2.78598924,5.53919486,0.00243849,0.15325540,1.22249966,1.00236334,0.01145688,0.36166944
-5.07553777,7.29550162,2.83788248,5.54432062,0.00246350,0.15061210,1.22283909,0.98898985,0.01174646,0.35572730
-5.06953477,7.27295809,2.87844915,5.53371536,0.00247718,0.14742421,1.21873420,0.97264478,0.01201118,0.34876333
-5.06353177,7.22881640,2.90695228,5.50783186,0.00247974,0.14373548,1.21018703,0.95352255,0.01224681,0.34084622
-5.05752876,7.16390064,2.92286396,5.46730760,0.00247169,0.13959930,1.19727720,0.93189918,0.01244938,0.33206792
-5.05152576,7.07937219,2.92588503,5.41295987,0.00245380,0.13507762,1.18016242,0.90812718,0.01261532,0.32254163
-5.04552276,6.97671706,2.91595823,5.34577950,0.00242706,0.13023967,1.15907698,0.88262810,0.01274155,0.31239917
-5.03951976,6.85772643,2.89327437,5.26692267,0.00239269,0.12516046,1.13432808,0.85588283,0.01282556,0.30178802
-5.03351676,6.72447035,2.85827077,5.17770042,0.00235205,0.11991920,1.10629006,0.82841987,0.01286554,0.29086791
-5.02751376,6.57926452,2.81162214,5.07956559,0.00230663,0.11459759,1.07539654,0.80080209,0.01286038,0.27980721
-5.02151076,6.42463040,2.75422405,4.97409646,0.00225798,0.10927807,1.04213085,0.77361211,0.01280976,0.26877907
-5.01550775,6.26324924,2.68716941,4.86297709,0.00220764,0.10404203,1.00701487,0.74743691,0.01271415,0.25795751
-5.00950475,6.09791047,2.61171913,4.74797402,0.00215713,0.09896809,0.97059677,0.72285204,0.01257482,0.24751342
-5.00350175,5.93145564,2.52926778,4.63090935,0.00210785,0.09413045,0.93343799,0.70040589,0.01239380,0.23761070
-4.99749875,5.76671924,2.44130569,4.51363054,0.00206105,0.08959733,0.89610000,0.68060445,0.01217384,0.22840254
-4.99149575,5.60646762,2.34937896,4.39797740,0.00201779,0.08542957,0.85913124,0.66389718,0.01191833,0.22002795
-4.98549275,5.45333803,2.25504886,4.28574704,0.00197891,0.08167945,0.82305474,0.65066421,0.01163121,0.21260865
-4.97948974,5.30977953,2.15985205,4.17865773,0.00194499,0.07838968,0.78835689,0.64120545,0.01131692,0.20624645
-4.97348674,5.17799764,2.06526317,4.07831287,0.00191634,0.07559266,0.75547762,0.63573184,0.01098019,0.20102099
-4.96748374,5.05990479,1.97266088,3.98616637,0.00189303,0.07330997,0.72480250,0.63435910,0.01062603,0.19698825
-4.96148074,4.95707830,1.88329854,3.90349074,0.00187483,0.07155208,0.69665671,0.63710427,0.01025953,0.19417955
-4.95547774,4.87072751,1.79828022,3.83134930,0.00186129,0.07031848,0.67130129,0.64388502,0.00988577,0.19260123
-4.94947474,4.80167133,1.71854271,3.77057359,0.00185175,0.06959784,0.64893145,0.65452194,0.00950974,0.19223505
-4.94347174,4.75032727,1.64484366,3.72174712,0.00184533,0.06936866,0.62967706,0.66874376,0.00913617,0.19303923
-4.93746873,4.71671219,1.57775592,3.68519612,0.00184105,0.06960001,0.61360502,0.68619523,0.00876951,0.19495008
-4.93146573,4.70045492,1.51766785,3.66098783,0.00183780,0.07025252,0.60072337,0.70644768,0.00841379,0.19788426
-4.92546273,4.70082014,1.46478899,3.64893628,0.00183445,0.07127961,0.59098669,0.72901168,0.00807262,0.20174150
-4.91945973,4.71674250,1.41916058,3.64861539,0.00182983,0.07262881,0.58430266,0.75335155,0.00774909,0.20640770
-4.91345673,4.74686937,1.38067001,3.65937854,0.00182286,0.07424323,0.58053910,0.77890115,0.00744578,0.21175834
-4.90745373,4.78961042,1.34906830,3.68038394,0.00181252,0.07606312,0.57953136,0.80508044,0.00716473,0.21766193
-4.90145073,4.84319176,1.32398981,3.71062410,0.00179793,0.07802733,0.58108952,0.83131214,0.00690745,0.22398358
-4.89544772,4.90571222,1.30497298,3.74895836,0.00177839,0.08007494,0.58500513,0.85703803,0.00667493,0.23058835
-4.88944472,4.97519935,1.29148144,3.79414666,0.00175336,0.08214661,0.59105713,0.88173401,0.00646766,0.23734434
-4.88344172,5.04966281,1.28292453,3.84488304,0.00172254,0.08418594,0.59901684,0.90492371,0.00628568,0.24412537
-4.87743872,5.12714292,1.27867658,3.89982749,0.00168584,0.08614061,0.60865178,0.92618980,0.00612859,0.25081327
-4.87143572,5.20575275,1.27809433,3.95763485,0.00164340,0.08796332,0.61972831,0.94518287,0.00599563,0.25729952
-4.86543272,5.28371223,1.28053223,4.01697968,0.00159557,0.08961252,0.63201316,0.96162734,0.00588571,0.26348640
-4.85942971,5.35937373,1.28535517,4.07657666,0.00154293,0.09105292,0.64527385,0.97532450,0.00579744,0.26928751
-4.85342671,5.43123870,1.29194874,4.13519606,0.00148623,0.09225575,0.65927843,0.98615242,0.00572920,0.27462783
-4.84742371,5.49796589,1.29972697,4.19167454,0.00142639,0.09319879,0.67379459,0.99406301,0.00567915,0.27944324
-4.84142071,5.55837188,1.30813785,4.24492159,0.00136448,0.09386620,0.68858847,0.99907648,0.00564529,0.28367974
-4.83541771,5.61142550,1.31666686,4.29392258,0.00130167,0.09424819,0.70342366,1.00127358,0.00562551,0.28729234
-4.82941471,5.65623757,1.32483895,4.33773919,0.00123922,0.09434051,0.71806053,1.00078605,0.00561758,0.29024395
-4.82341171,5.69204804,1.33221942,4.37550851,0.00117840,0.09414394,0.73225618,0.99778607,0.00561921,0.29250411
-4.81740870,5.71821242,1.33841402,4.40644192,0.00112053,0.09366359,0.74576549,0.99247514,0.00562808,0.29404796
-4.81140570,5.73418923,1.34306888,4.42982464,0.00106689,0.09290831,0.75834299,0.98507308,0.00564187,0.29485537
-4.80540270,5.73953028,1.34587038,4.44501718,0.00101871,0.09189007,0.76974613,0.97580782,0.00565825,0.29491042
-4.79939970,5.73387481,1.34654542,4.45145884,0.00097718,0.09062340,0.77973952,0.96490649,0.00567498,0.29420114
-4.79339670,5.71694827,1.34486215,4.44867401,0.00094336,0.08912493,0.78810021,0.95258821,0.00568991,0.29271969
-4.78739370,5.68856616,1.34063115,4.43628088,0.00091821,0.08741298,0.79462377,0.93905897,0.00570099,0.29046289
-4.78139070,5.64864240,1.33370719,4.41400225,0.00090258,0.08550734,0.79913085,0.92450879,0.00570636,0.28743292
-4.77538769,5.59720169,1.32399119,4.38167781,0.00089714,0.08342902,0.80147386,0.90911117,0.00570436,0.28363841
-4.76938469,5.53439456,1.31143224,4.33927679,0.00090246,0.08120017,0.80154330,0.89302474,0.00569357,0.27909552
-4.76338169,5.46051355,1.29602938,4.28690987,0.00091892,0.07884401,0.79927353,0.87639691,0.00567287,0.27382907
-4.75737869,5.37600901,1.27783284,4.22483923,0.00094674,0.07638483,0.79464730,0.85936910,0.00564143,0.26787357
-4.75137569,5.28150258,1.25694435,4.15348542,0.00098598,0.07384798,0.78769892,0.84208310,0.00559880,0.26127404
-4.74537269,5.17779686,1.23351632,4.07343020,0.00103654,0.07125978,0.77851567,0.82468808,0.00554490,0.25408654
-4.73936968,5.06587969,1.20774967,3.98541438,0.00109814,0.06864754,0.76723729,0.80734759,0.00548002,0.24637827
-4.73336668,4.94692212,1.17989019,3.89033034,0.00117036,0.06603932,0.75405350,0.79024612,0.00540486,0.23822732
-4.72736368,4.82226912,1.15022342,3.78920895,0.00125262,0.06346383,0.73919953,0.77359444,0.00532050,0.22972191
-4.72136068,4.69342310,1.11906815,3.68320117,0.00134419,0.06095007,0.72294982,0.75763354,0.00522839,0.22095922
-4.71535768,4.56202012,1.08676871,3.57355483,0.00144420,0.05852699,0.70561018,0.74263644,0.00513031,0.21204379
-4.70935468,4.42979978,1.05368635,3.46158755,0.00155170,0.05622308,0.68750866,0.72890785,0.00502835,0.20308565
-4.70335168,4.29856943,1.02019005,3.34865678,0.00166561,0.05406587,0.66898566,0.71678136,0.00492483,0.19419806
-4.69734867,4.17016445,0.98664713,3.23612825,0.00178479,0.05208143,0.65038361,0.70661403,0.00482223,0.18549512
-4.69134567,4.04640576,0.95341408,3.12534422,0.00190807,0.05029382,0.63203670,0.69877876,0.00472317,0.17708937
-4.68534267,3.92905639,0.92082790,3.01759274,0.00203425,0.04872456,0.61426125,0.69365430,0.00463027,0.16908923
-4.67933967,3.81977872,0.88919844,2.91407914,0.00216214,0.04739214,0.59734691,0.69161350,0.00454611,0.16159667
-4.67333667,3.72009392,0.85880189,2.81590077,0.00229058,0.04631159,0.58154922,0.69301013,0.00447314,0.15470504
-4.66733367,3.63134491,0.82987566,2.72402581,0.00241851,0.04549406,0.56708373,0.69816476,0.00441357,0.14849704
-4.66133067,3.55466421,0.80261472,2.63927667,0.00254494,0.04494658,0.55412189,0.70735045,0.00436937,0.14304311
-4.65532766,3.49094735,0.77716956,2.56231818,0.00266901,0.04467179,0.54278874,0.72077867,0.00434211,0.13840012
-4.64932466,3.44083273,0.75364557,2.49365071,0.00278997,0.04466791,0.53316243,0.73858634,0.00433298,0.13461033
-4.64332166,3.40468821,0.73210380,2.43360791,0.00290724,0.04492871,0.52527553,0.76082438,0.00434268,0.13170082
