energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.51975988,7.58647848,0.04433702,0.13062284,2.47639019,0.98243928,0.01692881,5.29717816,1.89721503,0.70578186
-5.51375688,7.73508160,0.04445630,0.14145222,2.49998860,1.01416062,0.01788781,5.38177034,1.96681676,0.69478479
-5.50775388,7.88544618,0.04452848,0.15301797,2.52376500,1.04670445,0.01887967,5.46615837,2.03435124,0.68471817
-5.50175088,8.03616472,0.04456003,0.16525520,2.54748770,1.07984087,0.01989460,5.54951420,2.09937123,0.67559499
-5.49574787,8.18586652,0.04455764,0.17808709,2.57091800,1.11333631,0.02092177,5.63106335,2.16149374,0.66742274
-5.48974487,8.33325828,0.04452804,0.19142508,2.59381542,1.14695850,0.02194953,5.71011251,2.22041414,0.66020466
-5.48374187,8.47716300,0.04447774,0.20516939,2.61594379,1.18048139,0.02296553,5.78607522,2.27591816,0.65394136
-5.47773887,8.61655523,0.04441290,0.21920986,2.63707799,1.21368953,0.02395696,5.85849405,2.32789114,0.64863263
-5.47173587,8.75059080,0.04433914,0.23342726,2.65701095,1.24638199,0.02491085,5.92705807,2.37632405,0.64427920
-5.46573287,8.87862944,0.04426145,0.24769487,2.67556082,1.27837552,0.02581427,5.99161446,2.42131585,0.64088439
-5.45972986,9.00024909,0.04418410,0.26188052,2.69257778,1.30950683,0.02665465,6.05217359,2.46307205,0.63845535
-5.45372686,9.11525119,0.04411059,0.27584889,2.70795034,1.33963403,0.02742006,6.10890699,2.50189926,0.63700398
-5.44772386,9.22365654,0.04404362,0.28946399,2.72161067,1.36863705,0.02809949,6.16213817,2.53819596,0.63654720
-5.44172086,9.32569205,0.04398513,0.30259196,2.73353883,1.39641732,0.02868314,6.21232680,2.57243957,0.63710662
-5.43571786,9.42176901,0.04393633,0.31510381,2.74376547,1.42289655,0.02916263,6.26004657,2.60517038,0.63870764
-5.42971486,9.51245382,0.04389781,0.32687820,2.75237292,1.44801487,0.02953125,6.30595798,2.63697268,0.64137791
-5.42371186,9.59843271,0.04386960,0.33780415,2.75949431,1.47172852,0.02978416,6.35077710,2.66845383,0.64514525
-5.41770885,9.68047168,0.04385127,0.34778339,2.76531078,1.49400703,0.02991849,6.39524152,2.70022182,0.65003523
-5.41170585,9.75937350,0.04384210,0.35673250,2.77004647,1.51483029,0.02993346,6.44007497,2.73286207,0.65606830
-5.40570285,9.83593313,0.04384112,0.36458458,2.77396132,1.53418544,0.02983041,6.48595181,2.76691419,0.66325681
-5.39969985,9.91089324,0.04384728,0.37129042,2.77734178,1.55206382,0.02961279,6.53346266,2.80284940,0.67160200
-5.39369685,9.98490112,0.04385944,0.37681913,2.78048941,1.56845800,0.02928604,6.58308224,2.84104929,0.68109104
-5.38769385,10.05846813,0.04387649,0.38115820,2.78370769,1.58335903,0.02885753,6.63514042,2.88178647,0.69169430
-5.38169085,10.13193305,0.04389736,0.38431303,2.78728724,1.59675389,0.02833626,6.68979719,2.92520792,0.70336293
-5.37568784,10.20543011,0.04392094,0.38630589,2.79149003,1.60862330,0.02773271,6.74702232,2.97132135,0.71602698
-5.36968484,10.27886269,0.04394610,0.38717440,2.79653301,1.61893986,0.02705849,6.80658021,3.01998520,0.72959396
-5.36368184,10.35188361,0.04397152,0.38696968,2.80257185,1.62766650,0.02632603,6.86802038,3.07090271,0.74394817
-5.35767884,10.42388282,0.04399565,0.38575416,2.80968561,1.63475561,0.02554824,6.93067413,3.12362028,0.75895072
-5.35167584,10.49398330,0.04401652,0.38359931,2.81786307,1.64014849,0.02473814,6.99365756,3.17753065,0.77444031
-5.34567284,10.56104590,0.04403162,0.38058321,2.82699160,1.64377558,0.02390849,7.05588139,3.23188077,0.79023498
-5.33966983,10.62368374,0.04403773,0.37678833,2.83684941,1.64555733,0.02307148,7.11606766,3.28578471,0.80613465
-5.33366683,10.68028664,0.04403085,0.37229941,2.84710185,1.64540584,0.02223839,7.17277355,3.33824131,0.82192466
-5.32766383,10.72905564,0.04400606,0.36720165,2.85730235,1.64322737,0.02141933,7.22442204,3.38815646,0.83738010
-5.32166083,10.76804741,0.04395750,0.36157921,2.86689857,1.63892559,0.02062304,7.26933917,3.43436956,0.85227098
-5.31565783,10.79522785,0.04387838,0.35551413,2.87524358,1.63240565,0.01985671,7.30579727,3.47568347,0.86636801
-5.30965483,10.80853356,0.04376102,0.34908550,2.88161233,1.62357893,0.01912589,7.33206318,3.51089733,0.87944891
-5.30365183,10.80593937,0.04359705,0.34236907,2.88522272,1.61236827,0.01843449,7.34645007,3.53884104,0.89130495
-5.29764882,10.78552960,0.04337752,0.33543709,2.88526073,1.59871347,0.01778478,7.34737134,3.55841042,0.90174744
-5.29164582,10.74557018,0.04309321,0.32835830,2.88090849,1.58257673,0.01717753,7.33339441,3.56860175,0.91061390
-5.28564282,10.68457834,0.04273495,0.32119808,2.87137423,1.56394782,0.01661210,7.30329233,3.56854432,0.91777352
-5.27963982,10.60138655,0.04229389,0.31401855,2.85592272,1.54284838,0.01608671,7.25609091,3.55752968,0.92313166
-5.27363682,10.49519727,0.04176195,0.30687860,2.83390453,1.51933536,0.01559856,7.19110879,3.53503634,0.92663295
-5.26763382,10.36562535,0.04113212,0.29983373,2.80478302,1.49350284,0.01514414,7.10798855,3.50074880,0.92826293
-5.26163082,10.21272540,0.04039885,0.29293564,2.76815733,1.46548246,0.01471941,7.00671690,3.45456992,0.92804781
-5.25562781,10.03700220,0.03955833,0.28623162,2.72378042,1.43544182,0.01432007,6.88763247,3.39662615,0.92605243
-5.24962481,9.83940302,0.03860877,0.27976365,2.67157115,1.40358124,0.01394170,6.75142061,3.32726510,0.92237642
-5.24362181,9.62129174,0.03755058,0.27356725,2.61161977,1.37012852,0.01358002,6.59909491,3.24704574,0.91714859
-5.23761881,9.38440590,0.03638652,0.26767030,2.54418658,1.33533230,0.01323095,6.43196620,3.15672139,0.91051994
-5.23161581,9.13079853,0.03512165,0.26209166,2.46969401,1.29945402,0.01289079,6.25160035,3.05721653,0.90265555
-5.22561281,8.86276793,0.03376335,0.25684002,2.38871239,1.26275909,0.01255625,6.05976691,2.94959824,0.89372591
-5.21960980,8.58277919,0.03232110,0.25191283,2.30194050,1.22550773,0.01222448,5.85838124,2.83504386,0.88389811
-5.21360680,8.29338162,0.03080630,0.24729560,2.21018183,1.18794604,0.01189314,5.64944311,2.71480614,0.87332750
-5.20760380,7.99712701,0.02923193,0.24296166,2.11431794,1.15029779,0.01156033,5.43497501,2.59017773,0.86215045
-5.20160080,7.69649295,0.02761223,0.23887237,2.01528034,1.11275767,0.01122459,5.21696340,2.46245634,0.85047859
-5.19559780,7.39381580,0.02596226,0.23497799,1.91402223,1.07548614,0.01088487,4.99730609,2.33291224,0.83839508
-5.18959480,7.09123655,0.02429756,0.23121913,1.81149166,1.03860665,0.01054047,4.77776821,2.20275941,0.82595314
-5.18359180,6.79066252,0.02263367,0.22752877,1.70860707,1.00220499,0.01019104,4.55994892,2.07313118,0.81317718
-5.17758879,6.49374656,0.02098579,0.22383485,1.60623633,0.96633129,0.00983652,4.34526038,1.94506139,0.80006637
-5.17158579,6.20188407,0.01936842,0.22006326,1.50518003,0.93100419,0.00947715,4.13491929,1.81947126,0.78660069
-5.16558279,5.91622736,0.01779504,0.21614114,1.40615922,0.89621720,0.00911345,3.92995104,1.69716207,0.77274904
-5.15957979,5.63771551,0.01627787,0.21200032,1.30980800,0.86194673,0.00874623,3.73120536,1.57881343,0.75847907
-5.15357679,5.36711690,0.01482772,0.20758071,1.21667042,0.82816134,0.00837661,3.53938165,1.46498654,0.74376807
-5.14757379,5.10508104,0.01345385,0.20283351,1.12720162,0.79483152,0.00800602,3.35506196,1.35613168,0.72861441
-5.14157079,4.85219549,0.01216394,0.19772401,1.04177228,0.76193960,0.00763625,3.17874864,1.25259896,0.71304862
-5.13556778,4.60904371,0.01096414,0.19223386,0.96067582,0.72948887,0.00726942,3.01090402,1.15465123,0.69714362
-5.12956478,4.37625943,0.00985909,0.18636266,0.88413736,0.69751155,0.00690802,2.85198879,1.06247817,0.68102323
-5.12356178,4.15457378,0.00885211,0.18012883,0.81232366,0.66607502,0.00655491,2.70249667,0.97621055,0.66486841
-5.11755878,3.94485145,0.00794528,0.17356966,0.74535325,0.63528582,0.00621325,2.56298240,0.89593361,0.64892078
-5.11155578,3.74811343,0.00713969,0.16674053,0.68330591,0.60529131,0.00588654,2.43408138,0.82169894,0.63348291
-5.10555278,3.56554425,0.00643555,0.15971334,0.62623106,0.57627871,0.00557847,2.31651906,0.75353422,0.61891522
-5.09954977,3.39848292,0.00583243,0.15257425,0.57415456,0.54847150,0.00529295,2.21110946,0.69145045,0.60562944
-5.09354677,3.24839747,0.00532939,0.14542082,0.52708359,0.52212355,0.00503391,2.11874237,0.63544645,0.59407868
-5.08754377,3.11684409,0.00492512,0.13835860,0.48500960,0.49751091,0.00480530,2.04035977,0.58551075,0.58474449
-5.08154077,3.00541270,0.00461806,0.13149752,0.44790932,0.47492199,0.00461090,1.97692230,0.54162089,0.57812122
-5.07553777,2.91566137,0.00440647,0.12494794,0.41574402,0.45464623,0.00445422,1.92936760,0.50374057,0.57469827
-5.06953477,2.84904280,0.00428848,0.11881687,0.38845726,0.43696217,0.00433839,1.89856223,0.47181501,0.57494109
-5.06353177,2.80682638,0.00426204,0.11320422,0.36597151,0.42212515,0.00426602,1.88524977,0.44576504,0.57927143
-5.05752876,2.79001973,0.00432495,0.10819943,0.34818411,0.41035540,0.00423907,1.88999772,0.42548050,0.58804795
-5.05152576,2.79929361,0.00447473,0.10387847,0.33496281,0.40182694,0.00425877,1.91314583,0.41081334,0.60154783
-5.04552276,2.83491400,0.00470856,0.10030139,0.32614158,0.39665795,0.00432550,1.95475877,0.40157117,0.61995040
-5.03951976,2.89668522,0.00502314,0.09751059,0.32151686,0.39490286,0.00443875,2.01458578,0.39751165,0.64332353
-5.03351676,2.98390706,0.00541458,0.09552958,0.32084473,0.39654668,0.00459700,2.09202959,0.39833807,0.67161347
-5.02751376,3.09534889,0.00587826,0.09436262,0.32383928,0.40150186,0.00479777,2.18612700,0.40369671,0.70463888
-5.02151076,3.22924261,0.00640872,0.09399498,0.33017241,0.40960766,0.00503759,2.29554237,0.41317606,0.74208930
-5.01550775,3.38329598,0.00699954,0.09439391,0.33947526,0.42063243,0.00531201,2.41857553,0.42630821,0.78352865
-5.00950475,3.55472652,0.00764328,0.09551022,0.35134124,0.43427842,0.00561567,2.55318428,0.44257253,0.82840346
-5.00350175,3.74031576,0.00833144,0.09728043,0.36533092,0.45018925,0.00594242,2.69702150,0.46140157,0.87605610
-4.99749875,3.93648230,0.00905444,0.09962941,0.38097831,0.46795964,0.00628539,2.84748599,0.48218918,0.92574232
-4.99149575,4.13937144,0.00980170,0.10247331,0.39779879,0.48714706,0.00663718,3.00178541,0.50430060,0.97665267
-4.98549275,4.34495822,0.01056172,0.10572280,0.41529817,0.50728485,0.00698998,3.15700926,0.52708427,1.02793701
-4.97948974,4.54915993,0.01132223,0.10928632,0.43298267,0.52789642,0.00733582,3.31020906,0.54988501,1.07873109
-4.97348674,4.74795366,0.01207042,0.11307334,0.45036953,0.54850964,0.00766670,3.45848250,0.57205807,1.12818410
-4.96748374,4.93749393,0.01279314,0.11699747,0.46699782,0.56867124,0.00797486,3.59905812,0.59298364,1.17548599
-4.96148074,5.11422534,0.01347722,0.12097914,0.48243894,0.58796019,0.00825295,3.72937673,0.61208124,1.21989336
-4.95547774,5.27498540,0.01410977,0.12494799,0.49630661,0.60599982,0.00849425,3.84716602,0.62882343,1.26075262
-4.94947474,5.41709277,0.01467849,0.12884469,0.50826578,0.62246790,0.00869288,3.95050485,0.64274832,1.29751950
-4.94347174,5.53841712,0.01517204,0.13262216,0.51804013,0.63710448,0.00884393,4.03787450,0.65347039,1.32977378
-4.93746873,5.63742740,0.01558033,0.13624619,0.52541793,0.64971691,0.00894367,4.10819429,0.66068915,1.35722880
-4.93146573,5.71321657,0.01589484,0.13969541,0.53025598,0.66018213,0.00898962,4.16084020,0.66419530,1.37973507
-4.92546273,5.76550195,0.01610884,0.14296070,0.53248148,0.66844595,0.00898065,4.19564571,0.66387415,1.39727804
-4.91945973,5.79460152,0.01621766,0.14604402,0.53209180,0.67451960,0.00891707,4.21288516,0.65970618,1.40997026
-4.91345673,5.80138809,0.01621878,0.14895681,0.52915219,0.67847374,0.00880061,4.21324069,0.65176468,1.41803833
-4.90745373,5.78722399,0.01611197,0.15171806,0.52379163,0.68043029,0.00863446,4.19775490,0.64021068,1.42180546
-4.90145073,5.75388015,0.01589925,0.15435225,0.51619695,0.68055270,0.00842318,4.16777184,0.62528535,1.42167089
-4.89544772,5.70344432,0.01558487,0.15688714,0.50660560,0.67903514,0.00817268,4.12486971,0.60730032,1.41808697
-4.88944472,5.63822328,0.01517517,0.15935175,0.49529741,0.67609124,0.00789010,4.07078896,0.58662626,1.41153565
-4.88344172,5.56064434,0.01467840,0.16177458,0.48258569,0.67194312,0.00758378,4.00735945,0.56368028,1.40250531
-4.87743872,5.47316119,0.01410445,0.16418213,0.46880806,0.66681116,0.00726310,3.93643048,0.53891271,1.39146938
-4.87143572,5.37816845,0.01346460,0.16659796,0.45431746,0.66090514,0.00693841,3.85980699,0.51279380,1.37886777
-4.86543272,5.27792894,0.01277118,0.16904213,0.43947348,0.65441714,0.00662095,3.77919465,0.48580076,1.36509190
-4.85942971,5.17451617,0.01203723,0.17153127,0.42463447,0.64751635,0.00632273,3.69615609,0.45840575,1.35047404
-4.85342671,5.06977394,0.01127619,0.17407903,0.41015051,0.64034625,0.00605648,3.61207951,0.43106510,1.33528116
-4.84742371,4.96529342,0.01050158,0.17669701,0.39635738,0.63302374,0.00583558,3.52816014,0.40421008,1.31971331
-4.84142071,4.86240713,0.00972669,0.17939598,0.38357157,0.62564039,0.00567400,3.44539428,0.37823938,1.30390628
-4.83541771,4.76219811,0.00896430,0.18218725,0.37208624,0.61826539,0.00558624,3.36458475,0.35351345,1.28793785
-4.82941471,4.66552171,0.00822649,0.18508407,0.36216809,0.61094981,0.00558731,3.28635597,0.33035063,1.27183704
-4.82341171,4.57303693,0.00752445,0.18810296,0.35405498,0.60373181,0.00569260,3.21117665,0.30902492,1.25559533
-4.81740870,4.48524363,0.00686838,0.19126467,0.34795401,0.59664218,0.00591784,3.13938732,0.28976528,1.23917895
-4.81140570,4.40252213,0.00626736,0.19459480,0.34404011,0.58970986,0.00627897,3.07123035,0.27275625,1.22254120
-4.80540270,4.32517162,0.00572939,0.19812390,0.34245468,0.58296692,0.00679200,3.00687979,0.25813942,1.20563407
-4.79939970,4.25344442,0.00526134,0.20188694,0.34330447,0.57645262,0.00747279,2.94646883,0.24601578,1.18841819
-4.79339670,4.18757373,0.00486907,0.20592226,0.34666036,0.57021631,0.00833679,2.89011312,0.23644834,1.17087068
-4.78739370,4.12779300,0.00455741,0.21026987,0.35255625,0.56431891,0.00939879,2.83792843,0.22946509,1.15299050
-4.78139070,4.07434632,0.00433036,0.21496933,0.36098798,0.55883296,0.01067248,2.79004209,0.22506181,1.13480109
-4.77538769,4.02748955,0.00419112,0.22005723,0.37191256,0.55384126,0.01217013,2.74659773,0.22320488,1.11635038
-4.76938469,3.98748307,0.00414221,0.22556440,0.38524775,0.54943429,0.01390208,2.70775392,0.22383370,1.09770850
-4.76338169,3.95457757,0.00418560,0.23151314,0.40087238,0.54570648,0.01587631,2.67367727,0.22686297,1.07896342
-4.75737869,3.92899462,0.00432280,0.23791464,0.41862753,0.54275189,0.01809795,2.64453119,0.23218469,1.06021525
-4.75137569,3.91090441,0.00455488,0.24476663,0.43831899,0.54065938,0.02056882,2.62046186,0.23966995,1.04156962
-4.74537269,3.90040288,0.00488261,0.25205175,0.45972104,0.53950780,0.02328703,2.60158274,0.24917072,1.02313088
-4.73936968,3.89749070,0.00530643,0.25973648,0.48258182,0.53936145,0.02624657,2.58795925,0.26052166,1.00499553
-4.73336668,3.90205599,0.00582651,0.26777098,0.50663032,0.54026612,0.02943710,2.57959511,0.27354215,0.98724665
-4.72736368,3.91386267,0.00644269,0.27608981,0.53158501,0.54224605,0.03284371,2.57642142,0.28803856,0.96994938
-4.72136068,3.93254546,0.00715448,0.28461361,0.55716375,0.54530182,0.03644696,2.57828952,0.30380694,0.95314814
-4.71535768,3.95761240,0.00796101,0.29325160,0.58309506,0.54940953,0.04022290,2.58496824,0.32063619,0.93686538
-4.70935468,3.98845487,0.00886092,0.30190489,0.60912990,0.55452107,0.04414334,2.59614568,0.33831160,0.92110205
-4.70335168,4.02436460,0.00985233,0.31047049,0.63505380,0.56056557,0.04817622,2.61143569,0.35661887,0.90583975
-4.69734867,4.06455691,0.01093266,0.31884568,0.66069851,0.56745189,0.05228612,2.63038838,0.37534851,0.89104412
-4.69134567,4.10819858,0.01209860,0.32693258,0.68595265,0.57507198,0.05643489,2.65250419,0.39430043,0.87666940
-4.68534267,4.15443887,0.01334596,0.33464271,0.71077054,0.58330491,0.06058234,2.67725068,0.41328862,0.86266362
-4.67933967,4.20244172,0.01466954,0.34190120,0.73517870,0.59202129,0.06468705,2.70408093,0.43214585,0.84897418
-4.67333667,4.25141730,0.01606307,0.34865038,0.75927934,0.60108795,0.06870717,2.73245266,0.45072799,0.83555329
-4.66733367,4.30065114,0.01751908,0.35485266,0.78325042,0.61037244,0.07260124,2.76184688,0.46891799,0.82236311
-4.66133067,4.34952907,0.01902885,0.36049229,0.80734191,0.61974733,0.07632895,2.79178534,0.48662916,0.80937996
-4.65532766,4.39755682,0.02058233,0.36557604,0.83186819,0.62909403,0.07985193,2.82184564,0.50380781,0.79659770
-4.64932466,4.44437318,0.02216821,0.37013267,0.85719662,0.63830589,0.08313431,2.85167360,0.52043480,0.78402982
-4.64332166,4.48975611,0.02377384,0.37421115,0.88373251,0.64729063,0.08614330,2.88099227,0.53652623,0.77171027
