energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90395198,7.34486499,-7.34486658,3.10615210,-3.10615227,1.03936237,-1.03936277,0.52033127,-0.52033133,0.19399470,-0.19399471,0.03395800,-0.03395800,1.24411010,-1.24411042,0.18715618,-0.18715630,2.91843979,-2.91844039
-5.89794897,7.39785115,-7.39785272,3.09322762,-3.09322775,1.06116586,-1.06116626,0.52837471,-0.52837477,0.19292718,-0.19292720,0.03347518,-0.03347518,1.24939413,-1.24939445,0.19300370,-0.19300381,2.94758780,-2.94758840
-5.89194597,7.44688018,-7.44688170,3.07680259,-3.07680269,1.08273818,-1.08273859,0.53576099,-0.53576104,0.19174594,-0.19174596,0.03299840,-0.03299840,1.25379805,-1.25379835,0.19905146,-0.19905157,2.97508450,-2.97508508
-5.88594297,7.49072227,-7.49072373,3.05633389,-3.05633394,1.10395770,-1.10395811,0.54239900,-0.54239904,0.19042157,-0.19042158,0.03254482,-0.03254482,1.25698826,-1.25698855,0.20521511,-0.20521523,3.00055870,-3.00055925
-5.87993997,7.52800385,-7.52800522,3.03126949,-3.03126949,1.12467692,-1.12467732,0.54820685,-0.54820688,0.18891933,-0.18891934,0.03213173,-0.03213173,1.25861509,-1.25861536,0.21139628,-0.21139640,3.02358000,-3.02358052
-5.87393697,7.55728635,-7.55728760,3.00108747,-3.00108742,1.14472893,-1.14472932,0.55311822,-0.55311824,0.18720144,-0.18720144,0.03177650,-0.03177650,1.25833265,-1.25833289,0.21748523,-0.21748535,3.04368203,-3.04368250
-5.86793397,7.57714769,-7.57714880,2.96533320,-2.96533308,1.16393487,-1.16393525,0.55708815,-0.55708816,0.18522939,-0.18522939,0.03149652,-0.03149652,1.25581835,-1.25581856,0.22336392,-0.22336403,3.06038748,-3.06038790
-5.86193097,7.58626199,-7.58626295,2.92365269,-2.92365252,1.18211195,-1.18211231,0.56009795,-0.56009795,0.18296637,-0.18296637,0.03130910,-0.03130910,1.25079098,-1.25079116,0.22890945,-0.22890954,3.07323372,-3.07323409
-5.85592796,7.58347294,-7.58347372,2.87582029,-2.87582004,1.19908154,-1.19908188,0.56215884,-0.56215883,0.18037953,-0.18037952,0.03123124,-0.03123124,1.24302639,-1.24302653,0.23399765,-0.23399775,3.08179740,-3.08179770
-5.84992496,7.56785695,-7.56785754,2.82175921,-2.82175890,1.21467681,-1.21467713,0.56331392,-0.56331390,0.17744199,-0.17744197,0.03127942,-0.03127942,1.23236988,-1.23236998,0.23850690,-0.23850698,3.08571679,-3.08571702
-5.84392196,7.53877292,-7.53877330,2.76155413,-2.76155375,1.22874953,-1.22874983,0.56363844,-0.56363842,0.17413458,-0.17413456,0.03146923,-0.03146923,1.21874481,-1.21874487,0.24232167,-0.24232173,3.08471064,-3.08471079
-5.83791896,7.49589605,-7.49589623,2.69545517,-2.69545474,1.24117553,-1.24117580,0.56323810,-0.56323808,0.17044721,-0.17044718,0.03181495,-0.03181495,1.20215702,-1.20215704,0.24533611,-0.24533616,3.07859254,-3.07859261
-5.83191596,7.43923445,-7.43923442,2.62387347,-2.62387298,1.25185857,-1.25185881,0.56224549,-0.56224546,0.16637972,-0.16637969,0.03232903,-0.03232904,1.18269492,-1.18269490,0.24745720,-0.24745724,3.06728017,-3.06728017
-5.82591296,7.36912798,-7.36912775,2.54736868,-2.54736814,1.26073246,-1.26073267,0.56081476,-0.56081473,0.16194242,-0.16194238,0.03302153,-0.03302154,1.16052540,-1.16052534,0.24860756,-0.24860759,3.05079900,-3.05079891
-5.81990995,7.28623005,-7.28622963,2.46662950,-2.46662890,1.26776119,-1.26776137,0.55911481,-0.55911478,0.15715602,-0.15715597,0.03389944,-0.03389945,1.13588592,-1.13588582,0.24872770,-0.24872771,3.02928033,-3.02928016
-5.81390695,7.19147398,-7.19147337,2.38244833,-2.38244770,1.27293727,-1.27293743,0.55732125,-0.55732123,0.15205127,-0.15205122,0.03496612,-0.03496613,1.10907338,-1.10907325,0.24777776,-0.24777775,3.00295412,-3.00295388
-5.80790395,7.08602618,-7.08602539,2.29569182,-2.29569116,1.27627840,-1.27627853,0.55560768,-0.55560767,0.14666812,-0.14666806,0.03622062,-0.03622064,1.08043047,-1.08043031,0.24573862,-0.24573859,2.97213697,-2.97213665
-5.80190095,6.97122946,-6.97122851,2.20726868,-2.20726800,1.27782264,-1.27782274,0.55413665,-0.55413664,0.14105457,-0.14105451,0.03765720,-0.03765722,1.05033027,-1.05033008,0.24261230,-0.24261226,2.93721619,-2.93721581
-5.79589795,6.84853985,-6.84853877,2.11809683,-2.11809614,1.27762266,-1.27762273,0.55305089,-0.55305089,0.13526532,-0.13526526,0.03926485,-0.03926487,1.01916010,-1.01915989,0.23842182,-0.23842177,2.89863108,-2.89863064
-5.78989495,6.71946086,-6.71945966,2.02907132,-2.02907063,1.27573933,-1.27573938,0.55246527,-0.55246527,0.12936016,-0.12936009,0.04102703,-0.04102705,0.98730551,-0.98730528,0.23321033,-0.23321025,2.85685244,-2.85685194
-5.78389195,6.58547890,-6.58547760,1.94103475,-1.94103406,1.27223526,-1.27223528,0.55245999,-0.55246001,0.12340229,-0.12340221,0.04292159,-0.04292161,0.95513514,-0.95513490,0.22703970,-0.22703961,2.81236171,-2.81236116
-5.77788894,6.44800365,-6.44800226,1.85475138,-1.85475070,1.26716876,-1.26716876,0.55307542,-0.55307544,0.11745660,-0.11745653,0.04492090,-0.04492092,0.92298737,-0.92298711,0.21998865,-0.21998856,2.76563097,-2.76563038
-5.77188594,6.30831644,-6.30831498,1.77088611,-1.77088545,1.26058863,-1.26058860,0.55430880,-0.55430883,0.11158804,-0.11158797,0.04699224,-0.04699226,0.89115928,-0.89115902,0.21215043,-0.21215032,2.71710491,-2.71710429
-5.76588294,6.16752939,-6.16752789,1.68998904,-1.68998839,1.25253029,-1.25253025,0.55611319,-0.55611323,0.10586002,-0.10585995,0.04909843,-0.04909845,0.85989844,-0.85989818,0.20363012,-0.20363000,2.66718587,-2.66718522
-5.75987994,6.02655724,-6.02655570,1.61248595,-1.61248533,1.24301353,-1.24301346,0.55839863,-0.55839866,0.10033304,-0.10033297,0.05119870,-0.05119872,0.82939781,-0.82939754,0.19454182,-0.19454169,2.61622272,-2.61622204
-5.75387694,5.88610288,-5.88610130,1.53867497,-1.53867437,1.23204201,-1.23204192,0.56103548,-0.56103552,0.09506345,-0.09506338,0.05324987,-0.05324989,0.79979378,-0.79979352,0.18500572,-0.18500559,2.56450412,-2.56450343
-5.74787394,5.74665696,-5.74665537,1.46872899,-1.46872842,1.21960472,-1.21960461,0.56385991,-0.56385995,0.09010250,-0.09010243,0.05520760,-0.05520762,0.77116748,-0.77116722,0.17514519,-0.17514506,2.51225648,-2.51225577
-5.74187094,5.60851101,-5.60850939,1.40270345,-1.40270290,1.20567928,-1.20567914,0.56668104,-0.56668107,0.08549560,-0.08549553,0.05702793,-0.05702794,0.74354882,-0.74354857,0.16508399,-0.16508386,2.45964647,-2.45964575
-5.73586793,5.47178257,-5.47178095,1.34054876,-1.34054824,1.19023682,-1.19023666,0.56928959,-0.56928962,0.08128178,-0.08128172,0.05866881,-0.05866882,0.71692315,-0.71692291,0.15494376,-0.15494362,2.40678795,-2.40678722
-5.72986493,5.33645062,-5.33644899,1.28212638,-1.28212589,1.17324829,-1.17324811,0.57146744,-0.57146747,0.07749351,-0.07749345,0.06009173,-0.06009174,0.69123984,-0.69123960,0.14484174,-0.14484160,2.35375255,-2.35375180
-5.72386193,5.20239844,-5.20239680,1.22722753,-1.22722706,1.15469164,-1.15469144,0.57299766,-0.57299767,0.07415658,-0.07415653,0.06126333,-0.06126333,0.66642229,-0.66642206,0.13488895,-0.13488882,2.30058320,-2.30058245
-5.71785893,5.06946126,-5.06945961,1.17559350,-1.17559305,1.13455946,-1.13455924,0.57367449,-0.57367449,0.07129034,-0.07129029,0.06215678,-0.06215678,0.64237869,-0.64237846,0.12518875,-0.12518862,2.24730970,-2.24730894
-5.71185593,4.93747562,-4.93747397,1.12693639,-1.12693597,1.11286660,-1.11286636,0.57331278,-0.57331277,0.06890799,-0.06890795,0.06275315,-0.06275314,0.61901293,-0.61901270,0.11583574,-0.11583562,2.19396514,-2.19396438
-5.70585293,4.80632732,-4.80632567,1.08095937,-1.08095896,1.08965721,-1.08965694,0.57175647,-0.57175644,0.06701711,-0.06701707,0.06304238,-0.06304237,0.59623502,-0.59623480,0.10691519,-0.10691508,2.14060221,-2.14060144
-5.69984992,4.67599516,-4.67599350,1.03737531,-1.03737491,1.06501069,-1.06501041,0.56888560,-0.56888555,0.06562024,-0.06562021,0.06302407,-0.06302406,0.57397048,-0.57397026,0.09850279,-0.09850268,2.08730834,-2.08730757
-5.69384692,4.54658807,-4.54658641,0.99592329,-0.99592291,1.03904628,-1.03904598,0.56462168,-0.56462161,0.06471559,-0.06471556,0.06270784,-0.06270783,0.55216823,-0.55216801,0.09066468,-0.09066457,2.03421863,-2.03421787
-5.68784392,4.41837350,-4.41837185,0.95638217,-0.95638180,1.01192579,-1.01192547,0.55893121,-0.55893113,0.06429777,-0.06429775,0.06211339,-0.06211337,0.53080660,-0.53080639,0.08345786,-0.08345776,1.98152594,-1.98152518
-5.68184092,4.29179565,-4.29179402,0.91858083,-0.91858046,0.98385433,-0.98385400,0.55182714,-0.55182704,0.06435855,-0.06435853,0.06127009,-0.06127007,0.50989730,-0.50989708,0.07693068,-0.07693060,1.92948733,-1.92948658
-5.67583792,4.16748273,-4.16748112,0.88240490,-0.88240454,0.95507903,-0.95507869,0.54336840,-0.54336828,0.06488759,-0.06488757,0.06021634,-0.06021632,0.48948708,-0.48948687,0.07112352,-0.07112344,1.87842666,-1.87842592
-5.66983492,4.04624282,-4.04624124,0.84779989,-0.84779954,0.92588561,-0.92588527,0.53365758,-0.53365744,0.06587311,-0.06587310,0.05899841,-0.05899839,0.46965727,-0.46965707,0.06606939,-0.06606933,1.82873299,-1.82873226
-5.66383192,3.92904885,-3.92904731,0.81477081,-0.81477047,0.89659298,-0.89659263,0.52283690,-0.52283675,0.06730253,-0.06730253,0.05766910,-0.05766908,0.45052116,-0.45052096,0.06179465,-0.06179459,1.78085490,-1.78085420
-5.65782891,3.81701332,-3.81701184,0.78337859,-0.78337827,0.86754616,-0.86754581,0.51108282,-0.51108266,0.06916289,-0.06916289,0.05628605,-0.05628602,0.43221945,-0.43221926,0.05831941,-0.05831936,1.73529096,-1.73529028
-5.65182591,3.71135413,-3.71135272,0.75373365,-0.75373334,0.83910771,-0.83910737,0.49859949,-0.49859932,0.07144122,-0.07144123,0.05490986,-0.05490984,0.41491414,-0.41491396,0.05565796,-0.05565792,1.69257661,-1.69257597
-5.64582291,3.61335290,-3.61335157,0.72598700,-0.72598671,0.81164809,-0.81164776,0.48561145,-0.48561128,0.07412467,-0.07412468,0.05360215,-0.05360212,0.39878111,-0.39878094,0.05381883,-0.05381880,1.65326814,-1.65326754
-5.63981991,3.52430775,-3.52430652,0.70031959,-0.70031931,0.78553522,-0.78553491,0.47235588,-0.47235571,0.07720046,-0.07720047,0.05242339,-0.05242337,0.38400185,-0.38400169,0.05280475,-0.05280473,1.61792419,-1.61792363
-5.63381691,3.44548228,-3.44548117,0.67693022,-0.67692996,0.76112379,-0.76112350,0.45907464,-0.45907446,0.08065564,-0.08065566,0.05143093,-0.05143091,0.37075459,-0.37075445,0.05261230,-0.05261229,1.58708559,-1.58708509
-5.62781391,3.37805281,-3.37805182,0.65602271,-0.65602248,0.73874446,-0.73874420,0.44600651,-0.44600634,0.08447664,-0.08447666,0.05067692,-0.05067691,0.35920545,-0.35920532,0.05323142,-0.05323142,1.56125416,-1.56125372
-5.62181091,3.32305571,-3.32305485,0.63779285,-0.63779264,0.71869352,-0.71869328,0.43337981,-0.43337964,0.08864857,-0.08864859,0.05020655,-0.05020654,0.34949979,-0.34949968,0.05464471,-0.05464471,1.54087128,-1.54087090
-5.61580790,3.28133684,-3.28133612,0.62241555,-0.62241537,0.70122315,-0.70122294,0.42140554,-0.42140539,0.09315437,-0.09315439,0.05005636,-0.05005635,0.34175420,-0.34175411,0.05682663,-0.05682664,1.52629681,-1.52629649
-5.60980490,3.25350466,-3.25350409,0.61003271,-0.61003255,0.68653272,-0.68653254,0.41027134,-0.41027119,0.09797382,-0.09797385,0.05025289,-0.05025288,0.33604941,-0.33604934,0.05974272,-0.05974274,1.51778926,-1.51778901
-5.60380190,3.23988890,-3.23988848,0.60074221,-0.60074208,0.67476121,-0.67476106,0.40013618,-0.40013604,0.10308247,-0.10308250,0.05081160,-0.05081160,0.33242443,-0.33242438,0.06334877,-0.06334879,1.51548783,-1.51548765
-5.59779890,3.24050605,-3.24050578,0.59458839,-0.59458829,0.66598108,-0.66598096,0.39112609,-0.39112596,0.10845047,-0.10845051,0.05173618,-0.05173618,0.33087203,-0.33087200,0.06759014,-0.06759018,1.51939692,-1.51939680
-5.59179590,3.25503328,-3.25503315,0.59155430,-0.59155423,0.66019377,-0.66019368,0.38333083,-0.38333072,0.11404152,-0.11404156,0.05301818,-0.05301819,0.33133585,-0.33133584,0.07240137,-0.07240141,1.52937389,-1.52937384
-5.58579290,3.28279180,-3.28279181,0.59155597,-0.59155593,0.65732692,-0.65732686,0.37680155,-0.37680145,0.11981190,-0.11981194,0.05463705,-0.05463706,0.33370915,-0.33370916,0.07770594,-0.07770599,1.54512065,-1.54512065
-5.57978989,3.32274073,-3.32274087,0.59443896,-0.59443894,0.65723350,-0.65723348,0.37154951,-0.37154942,0.12570973,-0.12570977,0.05656056,-0.05656057,0.33783530,-0.33783532,0.08341648,-0.08341653,1.56617947,-1.56617953
-5.57378689,3.37348231,-3.37348256,0.59997727,-0.59997728,0.65969296,-0.65969297,0.36754586,-0.36754578,0.13167452,-0.13167456,0.05874557,-0.05874559,0.34350999,-0.34351003,0.08943538,-0.08943543,1.59193376,-1.59193387
-5.56778389,3.43327883,-3.43327917,0.60787481,-0.60787483,0.66441442,-0.66441446,0.36472244,-0.36472238,0.13763711,-0.13763715,0.06113924,-0.06113926,0.35048518,-0.35048522,0.09565579,-0.09565584,1.62161389,-1.62161404
-5.56178089,3.50008157,-3.50008198,0.61776928,-0.61776933,0.67104198,-0.67104204,0.36297366,-0.36297360,0.14352001,-0.14352005,0.06368045,-0.06368046,0.35847451,-0.35847457,0.10196317,-0.10196322,1.65430841,-1.65430859
-5.55577789,3.57157139,-3.57157186,0.62923871,-0.62923876,0.67916209,-0.67916216,0.36215937,-0.36215933,0.14923824,-0.14923828,0.06630156,-0.06630157,0.36716031,-0.36716037,0.10823717,-0.10823722,1.68898069,-1.68898089
-5.54977489,3.64521049,-3.64521099,0.64181017,-0.64181023,0.68831294,-0.68831303,0.36210881,-0.36210877,0.15470066,-0.15470069,0.06893041,-0.06893043,0.37620163,-0.37620170,0.11435404,-0.11435409,1.72449079,-1.72449101
-5.54377189,3.71830404,-3.71830454,0.65497083,-0.65497090,0.69799566,-0.69799575,0.36262539,-0.36262536,0.15981175,-0.15981178,0.07149246,-0.07149248,0.38524345,-0.38524352,0.12018927,-0.12018932,1.75962215,-1.75962236
-5.53776888,3.78807021,-3.78807069,0.66818083,-0.66818090,0.70768707,-0.70768717,0.36349242,-0.36349240,0.16447387,-0.16447390,0.07391301,-0.07391303,0.39392643,-0.39392649,0.12562057,-0.12562061,1.79311243,-1.79311263
-5.53176588,3.85171649,-3.85171692,0.68088764,-0.68088771,0.71685380,-0.71685390,0.36447956,-0.36447954,0.16858990,-0.16858992,0.07611946,-0.07611947,0.40189708,-0.40189714,0.13053093,-0.13053097,1.82368775,-1.82368793
-5.52576288,3.90651981,-3.90652016,0.69254162,-0.69254167,0.72496714,-0.72496723,0.36534978,-0.36534975,0.17206603,-0.17206605,0.07804349,-0.07804350,0.40881794,-0.40881799,0.13481179,-0.13481183,1.85009909,-1.85009924
-5.51975988,3.94990770,-3.94990796,0.70261197,-0.70261202,0.73151836,-0.73151844,0.36586678,-0.36586675,0.17481490,-0.17481491,0.07962315,-0.07962316,0.41437743,-0.41437747,0.13836601,-0.13836604,1.87115964,-1.87115974
-5.51375688,3.97953745,-3.97953760,0.71060288,-0.71060290,0.73603388,-0.73603395,0.36580255,-0.36580252,0.17675853,-0.17675853,0.08080467,-0.08080468,0.41829894,-0.41829897,0.14111069,-0.14111071,1.88578169,-1.88578174
-5.50775388,3.99337013,-3.99337015,0.71606890,-0.71606891,0.73808973,-0.73808977,0.36494478,-0.36494475,0.17783133,-0.17783132,0.08154406,-0.08154406,0.42034898,-0.42034899,0.14297955,-0.14297957,1.89301163,-1.89301161
-5.50175088,3.98973658,-3.98973645,0.71862932,-0.71862930,0.73732474,-0.73732477,0.36310402,-0.36310398,0.17798266,-0.17798264,0.08180830,-0.08180830,0.42034387,-0.42034387,0.14392496,-0.14392496,1.89206156,-1.89206148
-5.49574787,3.96739252,-3.96739224,0.71798071,-0.71798067,0.73345204,-0.73345204,0.36012010,-0.36012005,0.17717909,-0.17717907,0.08157623,-0.08157622,0.41815499,-0.41815496,0.14391923,-0.14391923,1.88233620,-1.88233604
-5.48974487,3.92556053,-3.92556009,0.71390735,-0.71390728,0.72626816,-0.72626813,0.35586776,-0.35586770,0.17540610,-0.17540607,0.08083898,-0.08083897,0.41371206,-0.41371202,0.14295544,-0.14295543,1.86345391,-1.86345368
-5.48374187,3.86395709,-3.86395649,0.70628903,-0.70628894,0.71565966,-0.71565960,0.35026117,-0.35026110,0.17266914,-0.17266911,0.07960001,-0.07959999,0.40700476,-0.40700469,0.14104747,-0.14104746,1.83526098,-1.83526067
-5.47773887,3.78280363,-3.78280288,0.69510602,-0.69510590,0.70160675,-0.70160667,0.34325721,-0.34325713,0.16899407,-0.16899403,0.07787472,-0.07787470,0.39808221,-0.39808213,0.13822944,-0.13822941,1.79783844,-1.79783806
-5.47173587,3.68282120,-3.68282030,0.68044098,-0.68044084,0.68418396,-0.68418385,0.33485730,-0.33485721,0.16442685,-0.16442680,0.07568968,-0.07568965,0.38705078,-0.38705068,0.13455441,-0.13455437,1.75150130,-1.75150085
-5.46573287,3.56520925,-3.56520821,0.66247799,-0.66247782,0.66355770,-0.66355757,0.32510790,-0.32510780,0.15903255,-0.15903250,0.07308152,-0.07308149,0.37407003,-0.37406991,0.13009258,-0.13009254,1.69679020,-1.69678969
-5.45972986,3.43160965,-3.43160850,0.64149855,-0.64149836,0.63998103,-0.63998087,0.31409948,-0.31409937,0.15289377,-0.15289371,0.07009551,-0.07009548,0.35934726,-0.35934713,0.12492891,-0.12492887,1.63445601,-1.63445544
-5.45372686,3.28405789,-3.28405662,0.61787514,-0.61787493,0.61378577,-0.61378559,0.30196422,-0.30196411,0.14610847,-0.14610840,0.06678396,-0.06678393,0.34313075,-0.34313061,0.11916036,-0.11916031,1.56543820,-1.56543758
-5.44772386,3.12492366,-3.12492232,0.59206245,-0.59206223,0.58537247,-0.58537228,0.28887242,-0.28887230,0.13878733,-0.13878726,0.06320436,-0.06320433,0.32570210,-0.32570195,0.11289283,-0.11289278,1.49083797,-1.49083732
-5.44172086,2.95684399,-2.95684259,0.56458693,-0.56458670,0.55519861,-0.55519840,0.27502792,-0.27502780,0.13105087,-0.13105080,0.05941760,-0.05941756,0.30736806,-0.30736791,0.10623798,-0.10623792,1.41188752,-1.41188684
-5.43571786,2.78265156,-2.78265013,0.53603504,-0.53603481,0.52376567,-0.52376545,0.26066269,-0.26066257,0.12302633,-0.12302626,0.05548601,-0.05548597,0.28845206,-0.28845191,0.09930999,-0.09930993,1.32991682,-1.32991612
-5.42971486,2.60530162,-2.60530017,0.50704085,-0.50704062,0.49160557,-0.49160535,0.24603086,-0.24603074,0.11484455,-0.11484447,0.05147166,-0.05147162,0.26928596,-0.26928580,0.09222246,-0.09222240,1.24631931,-1.24631861
-5.42371186,2.42780021,-2.42779878,0.47827334,-0.47827312,0.45926713,-0.45926690,0.23140235,-0.23140223,0.10663692,-0.10663685,0.04743463,-0.04743459,0.25020217,-0.25020201,0.08508555,-0.08508549,1.16251802,-1.16251733
-5.41770885,2.25313648,-2.25313509,0.45042405,-0.45042385,0.42730287,-0.42730265,0.21705650,-0.21705639,0.09853264,-0.09853257,0.04343157,-0.04343153,0.23152648,-0.23152633,0.07800335,-0.07800329,1.07993324,-1.07993257
-5.41170585,2.08422113,-2.08421981,0.42419529,-0.42419511,0.39625689,-0.39625668,0.20327575,-0.20327565,0.09065619,-0.09065612,0.03951446,-0.03951443,0.21357183,-0.21357169,0.07107179,-0.07107173,0.99995288,-0.99995224
-5.40570285,1.92383266,-1.92383142,0.40028919,-0.40028903,0.36665387,-0.36665367,0.19033961,-0.19033951,0.08312535,-0.08312529,0.03572966,-0.03572963,0.19663304,-0.19663290,0.06437684,-0.06437678,0.92390633,-0.92390573
-5.39969985,1.77457241,-1.77457128,0.37939787,-0.37939774,0.33898963,-0.33898945,0.17851902,-0.17851893,0.07604955,-0.07604949,0.03211715,-0.03211712,0.18098264,-0.18098252,0.05799332,-0.05799327,0.85304234,-0.85304180
-5.39369685,1.63882887,-1.63882787,0.36219460,-0.36219451,0.31372328,-0.31372312,0.16807126,-0.16807119,0.06952877,-0.06952871,0.02871015,-0.02871012,0.16686782,-0.16686771,0.05198408,-0.05198403,0.78851107,-0.78851058
-5.38769385,1.51875079,-1.51874994,0.34932602,-0.34932596,0.29127107,-0.29127093,0.15923532,-0.15923527,0.06365290,-0.06365285,0.02553491,-0.02553489,0.15450829,-0.15450820,0.04639969,-0.04639964,0.73135039,-0.73134997
-5.38169085,1.41622876,-1.41622807,0.34140511,-0.34140510,0.27200170,-0.27200159,0.15222784,-0.15222780,0.05850148,-0.05850144,0.02261080,-0.02261078,0.14409509,-0.14409502,0.04127851,-0.04127847,0.68247611,-0.68247577
-5.37568784,1.33288377,-1.33288324,0.33900485,-0.33900489,0.25623312,-0.25623304,0.14723947,-0.14723945,0.05414390,-0.05414387,0.01995056,-0.01995054,0.13579009,-0.13579004,0.03664714,-0.03664711,0.64267555,-0.64267529
-5.36968484,1.27006160,-1.27006125,0.34265210,-0.34265220,0.24423040,-0.24423035,0.14443174,-0.14443174,0.05063976,-0.05063973,0.01756073,-0.01756071,0.12972603,-0.12972600,0.03252115,-0.03252112,0.61260398,-0.61260380
-5.36368184,1.22883145,-1.22883129,0.35282169,-0.35282185,0.23620463,-0.23620461,0.14393425,-0.14393428,0.04803954,-0.04803952,0.01544220,-0.01544218,0.12600687,-0.12600687,0.02890599,-0.02890596,0.59278312,-0.59278303
-5.35767884,1.20998728,-1.20998732,0.36993017,-0.36993039,0.23231236,-0.23231238,0.14584220,-0.14584224,0.04638536,-0.04638535,0.01359089,-0.01359087,0.12470841,-0.12470843,0.02579813,-0.02579811,0.58360111,-0.58360111
-5.35167584,1.21405055,-1.21405079,0.39432937,-0.39432965,0.23265557,-0.23265563,0.15021416,-0.15021422,0.04571168,-0.04571168,0.01199841,-0.01199839,0.12587882,-0.12587886,0.02318621,-0.02318619,0.58531323,-0.58531332
-5.34567284,1.24127321,-1.24127364,0.42629941,-0.42629976,0.23728181,-0.23728190,0.15707021,-0.15707029,0.04604605,-0.04604606,0.01065278,-0.01065277,0.12953917,-0.12953923,0.02105224,-0.02105222,0.59804291,-0.59804310
