energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-5.89194597,7.13938781,0.05590342,0.18750071,0.04681458,0.00000000,1.45083421,1.68154276,0.33664892,2.55175336
-5.88594297,7.13016669,0.05180754,0.18775116,0.04715537,0.00000000,1.45863145,1.68409741,0.33207490,2.54676977
-5.87993997,7.11342611,0.04805545,0.18753015,0.04746154,0.00000000,1.46313523,1.68520511,0.32717910,2.53903368
-5.87393697,7.08764559,0.04463521,0.18681409,0.04772552,0.00000000,1.46407654,1.68434470,0.32192415,2.52808879
-5.86793397,7.05153527,0.04153172,0.18559159,0.04793990,0.00000000,1.46127003,1.68106001,0.31627483,2.51355254
-5.86193097,7.00409441,0.03872790,0.18386448,0.04809765,0.00000000,1.45462067,1.67497883,0.31020041,2.49513365
-5.85592796,6.94465529,0.03620579,0.18164821,0.04819231,0.00000000,1.44412630,1.66582731,0.30367686,2.47264501
-5.84992496,6.87291082,0.03394749,0.17897179,0.04821823,0.00000000,1.42987588,1.65343942,0.29668872,2.44601147
-5.84392196,6.78892502,0.03193584,0.17587714,0.04817066,0.00000000,1.41204373,1.63776105,0.28923059,2.41527231
-5.83791896,6.69312643,0.03015490,0.17241803,0.04804590,0.00000000,1.39088022,1.61884905,0.28130818,2.38057834
-5.83191596,6.58628540,0.02859035,0.16865846,0.04784132,0.00000000,1.36669965,1.59686533,0.27293879,2.34218411
-5.82591296,6.46947717,0.02722955,0.16467079,0.04755538,0.00000000,1.33986586,1.57206655,0.26415133,2.30043574
-5.81990995,6.34403276,0.02606154,0.16053343,0.04718761,0.00000000,1.31077675,1.54479032,0.25498576,2.25575515
-5.81390695,6.21148110,0.02507690,0.15632845,0.04673848,0.00000000,1.27984830,1.51543852,0.24549211,2.20862173
-5.80790395,6.07348510,0.02426749,0.15213899,0.04620938,0.00000000,1.24749920,1.48445886,0.23572903,2.15955243
-5.80190095,5.93177537,0.02362611,0.14804668,0.04560244,0.00000000,1.21413663,1.45232560,0.22576209,2.10908135
-5.79589795,5.78808468,0.02314616,0.14412915,0.04492042,0.00000000,1.18014411,1.41952034,0.21566180,2.05773996
-5.78989495,5.64408621,0.02282130,0.14045768,0.04416658,0.00000000,1.14587158,1.38651370,0.20550157,2.00603881
-5.78389195,5.50133828,0.02264508,0.13709512,0.04334457,0.00000000,1.11162833,1.35374883,0.19535557,1.95445163
-5.77788894,5.36123757,0.02261071,0.13409402,0.04245831,0.00000000,1.07767873,1.32162704,0.18529687,1.90340239
-5.77188594,5.22498262,0.02271087,0.13149523,0.04151188,0.00000000,1.04424071,1.29049623,0.17539556,1.85325588
-5.76588294,5.09354836,0.02293759,0.12932675,0.04050952,0.00000000,1.01148689,1.26064239,0.16571730,1.80431187
-5.75987994,4.96767221,0.02328232,0.12760306,0.03945552,0.00000000,0.97954799,1.23228406,0.15632212,1.75680315
-5.75387694,4.84785159,0.02373605,0.12632484,0.03835423,0.00000000,0.94851797,1.20557004,0.14726357,1.71089702
-5.74787394,4.73435213,0.02428954,0.12547910,0.03721006,0.00000000,0.91846067,1.18057997,0.13858828,1.66670012
-5.74187094,4.62722560,0.02493367,0.12503970,0.03602746,0.00000000,0.88941715,1.15732765,0.13033579,1.62426606
-5.73586793,4.52633618,0.02565988,0.12496829,0.03481100,0.00000000,0.86141345,1.13576673,0.12253884,1.58360532
-5.72986493,4.43139337,0.02646064,0.12521558,0.03356533,0.00000000,0.83446819,1.11579843,0.11522380,1.54469682
-5.72386193,4.34198989,0.02732996,0.12572296,0.03229526,0.00000000,0.80859968,1.09728081,0.10841145,1.50750040
-5.71785893,4.25764250,0.02826388,0.12642435,0.03100577,0.00000000,0.78383203,1.08003924,0.10211784,1.47196961
-5.71185593,4.17783399,0.02926090,0.12724839,0.02970204,0.00000000,0.76020020,1.06387757,0.09635529,1.43806415
-5.70585293,4.10205429,0.03032237,0.12812071,0.02838945,0.00000000,0.73775363,1.04858949,0.09113344,1.40576118
-5.69984992,4.02983887,0.03145266,0.12896633,0.02707359,0.00000000,0.71655841,1.03396981,0.08646020,1.37506505
-5.69384692,3.96080282,0.03265929,0.12971214,0.02576028,0.00000000,0.69669785,1.01982506,0.08234263,1.34601479
-5.68784392,3.89466874,0.03395275,0.13028929,0.02445550,0.00000000,0.67827154,1.00598302,0.07878767,1.31868903
-5.68184092,3.83128741,0.03534622,0.13063544,0.02316542,0.00000000,0.66139280,0.99230100,0.07580263,1.29320782
-5.67583792,3.77064990,0.03685495,0.13069686,0.02189631,0.00000000,0.64618480,0.97867218,0.07339543,1.26973135
-5.66983492,3.71289040,0.03849558,0.13043018,0.02065452,0.00000000,0.63277530,0.96503011,0.07157460,1.24845525
-5.66383192,3.65827940,0.04028512,0.12980376,0.01944638,0.00000000,0.62129031,0.95135083,0.07034891,1.22960264
-5.65782891,3.60720738,0.04223984,0.12879873,0.01827816,0.00000000,0.61184691,0.93765277,0.06972679,1.21341313
-5.65182591,3.56015925,0.04437404,0.12740940,0.01715595,0.00000000,0.60454533,0.92399414,0.06971542,1.20012913
-5.64582291,3.51768083,0.04669869,0.12564333,0.01608559,0.00000000,0.59946086,0.91046820,0.07031959,1.18998006
-5.63981991,3.48033877,0.04922017,0.12352078,0.01507256,0.00000000,0.59663575,0.89719626,0.07154036,1.18316507
-5.63381691,3.44867578,0.05193900,0.12107370,0.01412190,0.00000000,0.59607158,0.88431913,0.07337359,1.17983526
-5.62781391,3.42316363,0.05484871,0.11834429,0.01323807,0.00000000,0.59772249,0.87198710,0.07580840,1.18007625
-5.62181091,3.40415634,0.05793504,0.11538316,0.01242490,0.00000000,0.60148966,0.86034918,0.07882571,1.18389208
-5.61580790,3.39184642,0.06117528,0.11224719,0.01168547,0.00000000,0.60721755,0.84954215,0.08239682,1.19119159
-5.60980490,3.38622689,0.06453811,0.10899715,0.01102207,0.00000000,0.61469212,0.83967996,0.08648226,1.20177803
-5.60380190,3.38706144,0.06798371,0.10569528,0.01043614,0.00000000,0.62364141,0.83084419,0.09103102,1.21534303
-5.59779890,3.39386520,0.07146437,0.10240280,0.00992823,0.00000000,0.63373869,0.82307606,0.09598002,1.23146533
-5.59179590,3.40589756,0.07492551,0.09917759,0.00949802,0.00000000,0.64460821,0.81637062,0.10125427,1.24961490
-5.58579290,3.42216830,0.07830712,0.09607206,0.00914431,0.00000000,0.65583363,0.81067329,0.10676734,1.26916264
-5.57978989,3.44145739,0.08154554,0.09313136,0.00886512,0.00000000,0.66696875,0.80587923,0.11242261,1.28939543
-5.57378689,3.46234798,0.08457561,0.09039190,0.00865771,0.00000000,0.67755047,0.80183549,0.11811485,1.30953628
-5.56778389,3.48327146,0.08733296,0.08788034,0.00851875,0.00000000,0.68711333,0.79834590,0.12373256,1.32876878
-5.56178089,3.50256273,0.08975656,0.08561305,0.00844440,0.00000000,0.69520515,0.79517845,0.12916055,1.34626490
-5.55577789,3.51852324,0.09179123,0.08359597,0.00843051,0.00000000,0.70140312,0.79207488,0.13428310,1.36121496
-5.54977489,3.52948863,0.09339000,0.08182498,0.00847272,0.00000000,0.70532957,0.78876186,0.13898721,1.37285850
-5.54377189,3.53389803,0.09451645,0.08028661,0.00856672,0.00000000,0.70666681,0.78496318,0.14316608,1.38051447
-5.53776888,3.53036125,0.09514660,0.07895915,0.00870834,0.00000000,0.70517026,0.78041246,0.14672250,1.38360953
-5.53176588,3.51772093,0.09527049,0.07781405,0.00889378,0.00000000,0.70067930,0.77486548,0.14957209,1.38170291
-5.52576288,3.49510640,0.09489332,0.07681746,0.00911975,0.00000000,0.69312531,0.76811173,0.15164614,1.37450682
-5.51975988,3.46197680,0.09403604,0.07593197,0.00938362,0.00000000,0.68253658,0.75998449,0.15289406,1.36190142
-5.51375688,3.41815154,0.09273545,0.07511841,0.00968353,0.00000000,0.66903978,0.75036895,0.15328513,1.34394366
-5.50775388,3.36382670,0.09104380,0.07433753,0.01001850,0.00000000,0.65285813,0.73920812,0.15280963,1.32086954
-5.50175088,3.29957698,0.08902786,0.07355167,0.01038845,0.00000000,0.63430618,0.72650625,0.15147920,1.29309001
-5.49574787,3.22634330,0.08676755,0.07272624,0.01079423,0.00000000,0.61378162,0.71232957,0.14932642,1.26118055
-5.48974487,3.14540705,0.08435424,0.07183095,0.01123762,0.00000000,0.59175459,0.69680468,0.14640367,1.22586506
-5.48374187,3.05835237,0.08188871,0.07084088,0.01172125,0.00000000,0.56875484,0.68011436,0.14278123,1.18799499
-5.47773887,2.96701858,0.07947892,0.06973719,0.01224847,0.00000000,0.54535755,0.66249150,0.13854485,1.14852460
-5.47173587,2.87344506,0.07723768,0.06850761,0.01282328,0.00000000,0.52216823,0.64421115,0.13379277,1.10848349
-5.46573287,2.77981107,0.07528027,0.06714661,0.01345009,0.00000000,0.49980746,0.62558132,0.12863241,1.06894764
-5.45972986,2.68837324,0.07372215,0.06565533,0.01413355,0.00000000,0.47889606,0.60693292,0.12317685,1.03101012
-5.45372686,2.60140302,0.07267676,0.06404126,0.01487836,0.00000000,0.46004103,0.58860921,0.11754122,0.99575248
-5.44772386,2.52112663,0.07225351,0.06231768,0.01568901,0.00000000,0.44382291,0.57095537,0.11183923,0.96421793
-5.44172086,2.44966919,0.07255598,0.06050295,0.01656959,0.00000000,0.43078464,0.55430835,0.10617991,0.93738698
-5.43571786,2.38900492,0.07368031,0.05861964,0.01752354,0.00000000,0.42142222,0.53898758,0.10066470,0.91615626
-5.42971486,2.34091428,0.07571387,0.05669355,0.01855351,0.00000000,0.41617729,0.52528665,0.09538501,0.90132079
-5.42371186,2.30694897,0.07873408,0.05475273,0.01966111,0.00000000,0.41543143,0.51346624,0.09042024,0.89356012
-5.41770885,2.28840503,0.08280744,0.05282636,0.02084688,0.00000000,0.41950225,0.50374853,0.08583643,0.89342808
-5.41170585,2.28630400,0.08798872,0.05094380,0.02211011,0.00000000,0.42864095,0.49631292,0.08168547,0.90134629
-5.40570285,2.30138176,0.09432024,0.04913355,0.02344883,0.00000000,0.44303120,0.49129337,0.07800478,0.91760093
-5.39969985,2.33408432,0.10183125,0.04742240,0.02485980,0.00000000,0.46278900,0.48877711,0.07481763,0.94234252
-5.39369685,2.38456995,0.11053734,0.04583460,0.02633856,0.00000000,0.48796341,0.48880461,0.07213388,0.97558823
-5.38769385,2.45271641,0.12043989,0.04439121,0.02787947,0.00000000,0.51853775,0.49137089,0.06995106,1.01722631
-5.38169085,2.53813266,0.13152556,0.04310956,0.02947583,0.00000000,0.55443118,0.49642769,0.06825581,1.06702217
-5.37568784,2.64017373,0.14376574,0.04200284,0.03112005,0.00000000,0.59550047,0.50388660,0.06702557,1.12462564
-5.36968484,2.75795814,0.15711611,0.04107981,0.03280370,0.00000000,0.64154184,0.51362268,0.06623028,1.18957911
-5.36368184,2.89038691,0.17151621,0.04034472,0.03451774,0.00000000,0.69229283,0.52547865,0.06583426,1.26132626
-5.35767884,3.03616354,0.18688912,0.03979728,0.03625261,0.00000000,0.74743418,0.53926923,0.06579794,1.33922098
-5.35167584,3.19381447,0.20314131,0.03943276,0.03799838,0.00000000,0.80659171,0.55478555,0.06607957,1.42253658
-5.34567284,3.36170957,0.22016269,0.03924228,0.03974483,0.00000000,0.86933841,0.57179944,0.06663670,1.51047491
-5.33966983,3.53808252,0.23782683,0.03921305,0.04148154,0.00000000,0.93519662,0.59006760,0.06742749,1.60217549
-5.33366683,3.72105081,0.25599160,0.03932883,0.04319791,0.00000000,1.00364057,0.60933526,0.06841174,1.69672464
-5.32766383,3.90863564,0.27450006,0.03957036,0.04488323,0.00000000,1.07409935,0.62933967,0.06955174,1.79316465
-5.32166083,4.09878151,0.29318176,0.03991592,0.04652666,0.00000000,1.14596038,0.64981298,0.07081274,1.89050292
-5.31565783,4.28937584,0.31185441,0.04034184,0.04811719,0.00000000,1.21857357,0.67048485,0.07216330,1.98772140
-5.30965483,4.47826892,0.33032603,0.04082313,0.04964367,0.00000000,1.29125621,0.69108459,0.07357531,2.08378615
-5.30365183,4.66329417,0.34839738,0.04133410,0.05109476,0.00000000,1.36329867,0.71134303,0.07502385,2.17765728
-5.29764882,4.84228925,0.36586485,0.04184894,0.05245894,0.00000000,1.43397106,0.73099416,0.07648689,2.26829931
-5.29164582,5.01311806,0.38252366,0.04234240,0.05372453,0.00000000,1.50253082,0.74977667,0.07794482,2.35469196
-5.28564282,5.17369396,0.39817128,0.04279035,0.05487978,0.00000000,1.56823132,0.76743540,0.07937999,2.43584150
-5.27963982,5.32200425,0.41261111,0.04317044,0.05591295,0.00000000,1.63033143,0.78372300,0.08077612,2.51079263
-5.27363682,5.45613603,0.42565628,0.04346262,0.05681246,0.00000000,1.68810616,0.79840175,0.08211782,2.57864087
-5.26763382,5.57430344,0.43713345,0.04364975,0.05756714,0.00000000,1.74085809,0.81124571,0.08339010,2.63854551
-5.26163082,5.67487605,0.44688657,0.04371812,0.05816642,0.00000000,1.78792975,0.82204326,0.08457800,2.68974290
-5.25562781,5.75640820,0.45478044,0.04365790,0.05860068,0.00000000,1.82871660,0.83060007,0.08566642,2.73156002
-5.24962481,5.81766876,0.46070411,0.04346368,0.05886158,0.00000000,1.86268049,0.83674258,0.08663997,2.76342810
-5.24362181,5.85767083,0.46457377,0.04313486,0.05894238,0.00000000,1.88936332,0.84032177,0.08748315,2.78489598
-5.23761881,5.87570055,0.46633534,0.04267607,0.05883835,0.00000000,1.90840062,0.84121739,0.08818057,2.79564290
-5.23161581,5.87134416,0.46596645,0.04209757,0.05854708,0.00000000,1.91953451,0.83934235,0.08871742,2.79549034
-5.22561281,5.84451238,0.46347778,0.04141564,0.05806885,0.00000000,1.92262585,0.83464722,0.08908004,2.78441238
-5.21960980,5.79546084,0.45891385,0.04065292,0.05740689,0.00000000,1.91766495,0.82712460,0.08925664,2.76254414
-5.21360680,5.72480572,0.45235295,0.03983882,0.05656755,0.00000000,1.90478037,0.81681312,0.08923809,2.73018774
-5.20760380,5.63353323,0.44390646,0.03900986,0.05556049,0.00000000,1.88424551,0.80380093,0.08901872,2.68781540
-5.20160080,5.52300209,0.43371736,0.03821008,0.05439868,0.00000000,1.85648232,0.78822839,0.08859711,2.63606907
-5.19559780,5.39493820,0.42195801,0.03749140,0.05309833,0.00000000,1.82206199,0.77028971,0.08797684,2.57575635
-5.18959480,5.25142072,0.40882722,0.03691399,0.05167869,0.00000000,1.78170224,0.75023342,0.08716707,2.50784238
-5.18359180,5.09485935,0.39454679,0.03654659,0.05016174,0.00000000,1.73626099,0.72836148,0.08618298,2.43343763
-5.17758879,4.92796274,0.37935733,0.03646681,0.04857184,0.00000000,1.68672649,0.70502686,0.08504600,2.35378158
-5.17158579,4.75369831,0.36351377,0.03676126,0.04693513,0.00000000,1.63420390,0.68062972,0.08378375,2.27022257
-5.16558279,4.57524420,0.34728049,0.03752563,0.04527901,0.00000000,1.57989851,0.65561188,0.08242982,2.18419418
-5.15957979,4.39593419,0.33092621,0.03886444,0.04363147,0.00000000,1.52509601,0.63045005,0.08102319,2.09718867
-5.15357679,4.21919701,0.31471884,0.04089065,0.04202039,0.00000000,1.47114008,0.60564753,0.07960746,2.01072826
-5.14757379,4.04849129,0.29892040,0.04372477,0.04047287,0.00000000,1.41940801,0.58172484,0.07822976,1.92633488
-5.14157079,3.88723788,0.28378214,0.04749369,0.03901449,0.00000000,1.37128457,0.55920939,0.07693960,1.84549950
-5.13556778,3.73875115,0.26953992,0.05232892,0.03766871,0.00000000,1.32813501,0.53862435,0.07578741,1.76965158
-5.12956478,3.60617080,0.25641007,0.05836433,0.03645625,0.00000000,1.29127747,0.52047712,0.07482308,1.70012978
-5.12356178,3.49239582,0.24458565,0.06573327,0.03539463,0.00000000,1.26195543,0.50524756,0.07409438,1.63815454
-5.11755878,3.40002194,0.23423337,0.07456505,0.03449771,0.00000000,1.24131067,0.49337625,0.07364540,1.58480317
-5.11155578,3.33128365,0.22549098,0.08498087,0.03377548,0.00000000,1.23035707,0.48525312,0.07351510,1.54098804
-5.10555278,3.28800201,0.21846528,0.09708912,0.03323380,0.00000000,1.22995568,0.48120658,0.07373584,1.50743820
-5.09954977,3.27153883,0.21323074,0.11098026,0.03287443,0.00000000,1.24079147,0.48149347,0.07433224,1.48468469
-5.09354677,3.28275806,0.20982860,0.12672129,0.03269500,0.00000000,1.26335196,0.48629011,0.07532006,1.47304954
-5.08754377,3.32199494,0.20826651,0.14435014,0.03268926,0.00000000,1.29790820,0.49568448,0.07670542,1.47263863
-5.08154077,3.38903342,0.20851867,0.16387002,0.03284726,0.00000000,1.34449853,0.50967001,0.07848423,1.48333817
-5.07553777,3.48309237,0.21052632,0.18524418,0.03315568,0.00000000,1.40291544,0.52814106,0.08064189,1.50481481
-5.06953477,3.60282134,0.21419876,0.20839122,0.03359824,0.00000000,1.47269630,0.55089024,0.08315322,1.53651917
-5.06353177,3.74630630,0.21941463,0.23318134,0.03415610,0.00000000,1.55311835,0.57760805,0.08598277,1.57769288
-5.05752876,3.91108631,0.22602370,0.25943373,0.03480829,0.00000000,1.64319881,0.60788470,0.08908528,1.62737894
-5.05152576,4.09418169,0.23384901,0.28691560,0.03553217,0.00000000,1.74170060,0.64121461,0.09240650,1.68443551
-5.04552276,4.29213454,0.24268946,0.31534282,0.03630392,0.00000000,1.84714447,0.67700341,0.09588419,1.74755333
-5.03951976,4.50106192,0.25232287,0.34438254,0.03709895,0.00000000,1.95782805,0.71457778,0.09944942,1.81527660
-5.03351676,4.71672220,0.26250954,0.37365791,0.03789239,0.00000000,2.07185211,0.75319790,0.10302804,1.88602770
-5.02751376,4.93459424,0.27299631,0.40275474,0.03865951,0.00000000,2.18715426,0.79207256,0.10654238,1.95813560
-5.02151076,5.14996896,0.28352119,0.43123030,0.03937616,0.00000000,2.30154996,0.83037650,0.10991308,2.02986795
-5.01550775,5.35805175,0.29381845,0.45862378,0.04001917,0.00000000,2.41278019,0.86726989,0.11306104,2.09946651
-5.00950475,5.55407421,0.30362413,0.48446836,0.04056681,0.00000000,2.51856502,0.90191917,0.11590950,2.16518565
-5.00350175,5.73341220,0.31268203,0.50830430,0.04099913,0.00000000,2.61666167,0.93351896,0.11838612,2.22533307
-4.99749875,5.89170733,0.32074972,0.52969272,0.04129843,0.00000000,2.70492548,0.96131406,0.12042501,2.27831189
-4.99149575,6.02498776,0.32760483,0.54822945,0.04144957,0.00000000,2.78137172,0.98462102,0.12196878,2.32266305
-4.98549275,6.12978443,0.33305101,0.56355844,0.04144036,0.00000000,2.84423611,1.00284835,0.12297036,2.35710659
-4.97948974,6.20323813,0.33692367,0.57538404,0.04126187,0.00000000,2.89203154,1.01551458,0.12339467,2.38058041
-4.97348674,6.24319305,0.33909509,0.58348173,0.04090867,0.00000000,2.92359881,1.02226342,0.12322002,2.39227506
-4.96748374,6.24827290,0.33947872,0.58770676,0.04037910,0.00000000,2.93814902,1.02287546,0.12243922,2.39166289
-4.96148074,6.21793587,0.33803248,0.58800025,0.03967537,0.00000000,2.93529571,1.01727566,0.12106034,2.37852046
-4.95547774,6.15250565,0.33476091,0.58439250,0.03880359,0.00000000,2.91507499,1.00553651,0.11910704,2.35294281
-4.94947474,6.05317674,0.32971599,0.57700333,0.03777377,0.00000000,2.87795281,0.98787645,0.11661851,2.31534882
-4.94347174,5.92199307,0.32299651,0.56603940,0.03659967,0.00000000,2.82481847,0.96465375,0.11364906,2.26647710
-4.93746873,5.76180035,0.31474618,0.55178867,0.03529851,0.00000000,2.75696460,0.93635588,0.11026714,2.20737227
-4.93146573,5.57617351,0.30515019,0.53461214,0.03389067,0.00000000,2.67605413,0.90358498,0.10655413,2.13936181
-4.92546273,5.36932172,0.29443065,0.51493327,0.03239920,0.00000000,2.58407535,0.86703983,0.10260264,2.06402415
-4.91945973,5.14597416,0.28284077,0.49322552,0.03084929,0.00000000,2.48328672,0.82749509,0.09851458,1.98314894
-4.91345673,4.91125083,0.27065821,0.46999849,0.02926768,0.00000000,2.37615346,0.78577864,0.09439885,1.89869085
-4.90745373,4.67052269,0.25817766,0.44578323,0.02768197,0.00000000,2.26527814,0.74274781,0.09036892,1.81271819
-4.90145073,4.42926586,0.24570298,0.42111724,0.02611996,0.00000000,2.15332773,0.69926542,0.08654022,1.72735819
-4.89544772,4.19291477,0.23353907,0.39652965,0.02460889,0.00000000,2.04295959,0.65617632,0.08302735,1.64474054
-4.88944472,3.96671862,0.22198380,0.37252721,0.02317479,0.00000000,1.93674874,0.61428541,0.07994141,1.56694072
-4.88344172,3.75560528,0.21132022,0.34958135,0.02184177,0.00000000,1.83711862,0.57433748,0.07738720,1.49592505
-4.87743872,3.56405636,0.20180916,0.32811675,0.02063144,0.00000000,1.74627733,0.53699968,0.07546059,1.43349851
-4.87143572,3.39599630,0.19368254,0.30850170,0.01956233,0.00000000,1.66616094,0.50284684,0.07424595,1.38125691
-4.86543272,3.25469793,0.18713739,0.29104038,0.01864943,0.00000000,1.59838522,0.47234994,0.07381380,1.34054446
-4.85942971,3.14270630,0.18233084,0.27596723,0.01790384,0.00000000,1.54420685,0.44586791,0.07421869,1.31241752
-4.85342671,3.06178194,0.17937612,0.26344341,0.01733244,0.00000000,1.50449474,0.42364272,0.07549724,1.29761557
-4.84742371,3.01286423,0.17833955,0.25355533,0.01693781,0.00000000,1.47971192,0.40579776,0.07766668,1.29653967
-4.84142071,2.99605525,0.17923873,0.24631519,0.01671812,0.00000000,1.46990818,0.39233927,0.08072355,1.30923912
-4.83541771,3.01062401,0.18204185,0.24166340,0.01666722,0.00000000,1.47472332,0.38316073,0.08464301,1.33540657
-4.82941471,3.05503069,0.18666813,0.23947273,0.01677482,0.00000000,1.49340097,0.37804983,0.08937845,1.37438174
-4.82341171,3.12697020,0.19298947,0.23955408,0.01702676,0.00000000,1.52481228,0.37669784,0.09486171,1.42516389
-4.81740870,3.22343432,0.20083325,0.24166353,0.01740541,0.00000000,1.56748914,0.37871099,0.10100382,1.48643300
-4.81140570,3.34079098,0.20998622,0.24551068,0.01789015,0.00000000,1.61966599,0.38362363,0.10769632,1.55657940
-4.80540270,3.47487939,0.22019950,0.25076785,0.01845789,0.00000000,1.67932938,0.39091271,0.11481313,1.63374148
-4.79939970,3.62111888,0.23119451,0.25708010,0.01908377,0.00000000,1.74427400,0.40001341,0.12221310,1.71585076
-4.79339670,3.77462927,0.24266987,0.26407563,0.01974175,0.00000000,1.81216388,0.41033528,0.12974299,1.80068356
-4.78739370,3.93035987,0.25430894,0.27137649,0.02040537,0.00000000,1.88059732,0.42127875,0.13724106,1.88591797
-4.78139070,4.08322397,0.26578797,0.27860914,0.02104846,0.00000000,1.94717345,0.43225152,0.14454102,1.96919474
-4.77538769,4.22823504,0.27678461,0.28541475,0.02164586,0.00000000,2.00955893,0.44268429,0.15147632,2.04818046
-4.76938469,4.36064083,0.28698650,0.29145882,0.02217406,0.00000000,2.06555242,0.45204561,0.15788460,2.12063100
-4.76338169,4.47605099,0.29609968,0.29643992,0.02261187,0.00000000,2.11314494,0.45985531,0.16361218,2.18445323
-4.75737869,4.57055427,0.30385659,0.30009721,0.02294097,0.00000000,2.15057410,0.46569615,0.16851845,2.23776284
-4.75137569,4.64082105,0.31002333,0.30221665,0.02314632,0.00000000,2.17637025,0.46922334,0.17247986,2.27893629
-4.74537269,4.68418766,0.31440593,0.30263556,0.02321656,0.00000000,2.18939305,0.47017170,0.17539358,2.30665478
-4.73936968,4.69871935,0.31685536,0.30124545,0.02314421,0.00000000,2.18885701,0.46836020,0.17718044,2.31993856
-4.73336668,4.68324967,0.31727120,0.29799314,0.02292576,0.00000000,2.17434528,0.46369373,0.17778714,2.31817037
-4.72736368,4.63739485,0.31560358,0.29287995,0.02256166,0.00000000,2.14581125,0.45616225,0.17718768,2.30110695
-4.72136068,4.56154287,0.31185364,0.28595931,0.02205613,0.00000000,2.10356802,0.44583724,0.17538376,2.26887823
-4.71535768,4.45681804,0.30607225,0.27733268,0.02141690,0.00000000,2.04826645,0.43286571,0.17240436,2.22197439
-4.70935468,4.32502272,0.29835708,0.26714415,0.02065480,0.00000000,1.98086285,0.41746219,0.16830440,2.16122151
-4.70335168,4.16855932,0.28884836,0.25557394,0.01978331,0.00000000,1.90257805,0.39989890,0.16316247,2.08774680
-4.69734867,3.99033588,0.27772329,0.24283099,0.01881801,0.00000000,1.81484946,0.38049469,0.15707796,2.00293530
-4.69134567,3.79365973,0.26518945,0.22914518,0.01777603,0.00000000,1.71927859,0.35960318,0.15016745,1.90837980
-4.68534267,3.58212383,0.25147756,0.21475936,0.01667540,0.00000000,1.61757615,0.33760056,0.14256078,1.80582643
-4.67933967,3.35949054,0.23683378,0.19992148,0.01553453,0.00000000,1.51150707,0.31487369,0.13439679,1.69711804
-4.67333667,3.12957759,0.22151203,0.18487728,0.01437163,0.00000000,1.40283754,0.29180878,0.12581899,1.58413793
-4.66733367,2.89615043,0.20576645,0.16986366,0.01320417,0.00000000,1.29328613,0.26878109,0.11697132,1.46875593
-4.66133067,2.66282482,0.18984443,0.15510293,0.01204852,0.00000000,1.18448054,0.24614599,0.10799420,1.35277895
-4.65532766,2.43298252,0.17398039,0.14079818,0.01091951,0.00000000,1.07792112,0.22423159,0.09902095,1.23790742
-4.64932466,2.20970225,0.15839046,0.12712974,0.00983021,0.00000000,0.97495219,0.20333299,0.09017474,1.12569903
-4.64332166,1.99570709,0.14326826,0.11425278,0.00879174,0.00000000,0.87674124,0.18370830,0.08156613,1.01754037
