energy_ev,total_up,Pb_p_up,Pb_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.58579290,0.91373025,0.00444121,0.00006914,0.34196318,0.50877095,0.03233626,0.40600496
-5.57978989,0.84667814,0.00397229,0.00006261,0.31809798,0.47117631,0.02987516,0.37654612
-5.57378689,0.78072484,0.00353731,0.00005643,0.29443752,0.43425755,0.02744345,0.34757871
-5.56778389,0.71659136,0.00313639,0.00005063,0.27128277,0.39841077,0.02506301,0.31943507
-5.56178089,0.65496003,0.00276924,0.00004522,0.24892309,0.36401022,0.02275375,0.29243205
-5.55577789,0.59646564,0.00243516,0.00004022,0.22763204,0.33140365,0.02053330,0.26686703
-5.54977489,0.54168836,0.00213318,0.00003561,0.20766385,0.30090860,0.01841677,0.24301473
-5.54377189,0.49114834,0.00186206,0.00003140,0.18925077,0.27280957,0.01641656,0.22112468
-5.53776888,0.44530225,0.00162040,0.00002760,0.17260102,0.24735624,0.01454226,0.20141955
-5.53176588,0.40454137,0.00140666,0.00002417,0.15789764,0.22476252,0.01280066,0.18409410
-5.52576288,0.36919111,0.00121924,0.00002113,0.14529772,0.20520633,0.01119584,0.16931470
-5.51975988,0.33951163,0.00105647,0.00001845,0.13493223,0.18882993,0.00972926,0.15721924
-5.51375688,0.31569909,0.00091668,0.00001611,0.12690606,0.17574064,0.00840003,0.14791725
-5.50775388,0.29788713,0.00079819,0.00001410,0.12129815,0.16601161,0.00720515,0.14149000
-5.50175088,0.28614834,0.00069936,0.00001241,0.11816154,0.15968247,0.00613979,0.13799052
-5.49574787,0.28049507,0.00061860,0.00001101,0.11752328,0.15675980,0.00519765,0.13744318
-5.48974487,0.28087972,0.00055435,0.00000987,0.11938394,0.15721702,0.00437124,0.13984302
-5.48374187,0.28719397,0.00050511,0.00000899,0.12371682,0.16099396,0.00365222,0.14515447
-5.47773887,0.29926735,0.00046944,0.00000835,0.13046678,0.16799579,0.00303171,0.15330982
-5.47173587,0.31686495,0.00044596,0.00000791,0.13954886,0.17809171,0.00250056,0.16420721
-5.46573287,0.33968484,0.00043332,0.00000766,0.15084670,0.19111329,0.00204962,0.17770863
-5.45972986,0.36735531,0.00043025,0.00000758,0.16421108,0.20685286,0.00166989,0.19363789
-5.45372686,0.39943274,0.00043549,0.00000765,0.17945864,0.22506220,0.00135277,0.21177900
-5.44772386,0.43540036,0.00044783,0.00000786,0.19637125,0.24545178,0.00109012,0.23187515
-5.44172086,0.47466869,0.00046609,0.00000817,0.21469606,0.26769091,0.00087442,0.25362871
-5.43571786,0.51657798,0.00048912,0.00000857,0.23414660,0.29140913,0.00069876,0.27670237
-5.42971486,0.56040332,0.00051580,0.00000905,0.25440510,0.31619901,0.00055696,0.30072182
-5.42371186,0.60536255,0.00054502,0.00000957,0.27512618,0.34162064,0.00044348,0.32528000
-5.41770885,0.65062728,0.00057572,0.00001013,0.29594186,0.36720780,0.00035347,0.34994304
-5.41170585,0.69533685,0.00060688,0.00001071,0.31646812,0.39247589,0.00028273,0.37425794
-5.40570285,0.73861517,0.00063752,0.00001128,0.33631262,0.41693138,0.00022763,0.39776169
-5.39969985,0.77958986,0.00066671,0.00001183,0.35508356,0.44008269,0.00018512,0.41999175
-5.39369685,0.81741312,0.00069359,0.00001235,0.37239935,0.46145193,0.00015261,0.44049749
-5.38769385,0.85128356,0.00071741,0.00001282,0.38789862,0.48058727,0.00012796,0.45885207
-5.38169085,0.88046806,0.00073747,0.00001322,0.40125038,0.49707529,0.00010940,0.47466438
-5.37568784,0.90432267,0.00075321,0.00001356,0.41216361,0.51055281,0.00009550,0.48759051
-5.36968484,0.92231157,0.00076416,0.00001380,0.42039604,0.52071760,0.00008511,0.49734407
-5.36368184,0.93402324,0.00077000,0.00001396,0.42576155,0.52733751,0.00007731,0.50370504
-5.35767884,0.93918276,0.00077053,0.00001402,0.42813597,0.53025745,0.00007137,0.50652657
-5.35167584,0.93765998,0.00076567,0.00001399,0.42746080,0.52940402,0.00006674,0.50573944
-5.34567284,0.92947265,0.00075548,0.00001385,0.42374472,0.52478728,0.00006298,0.50135390
-5.33966983,0.91478473,0.00074016,0.00001362,0.41706288,0.51649980,0.00005978,0.49345879
-5.33366683,0.89389959,0.00071999,0.00001331,0.40755387,0.50471287,0.00005690,0.48221795
-5.32766383,0.86724854,0.00069537,0.00001290,0.39541449,0.48966997,0.00005419,0.46786415
-5.32166083,0.83537530,0.00066680,0.00001242,0.38089272,0.47167807,0.00005152,0.45069068
-5.31565783,0.79891687,0.00063483,0.00001187,0.36427906,0.45109679,0.00004884,0.43104115
-5.30965483,0.75858201,0.00060007,0.00001126,0.34589667,0.42832628,0.00004610,0.40929785
-5.30365183,0.71512803,0.00056314,0.00001061,0.32609086,0.40379412,0.00004331,0.38586929
-5.29764882,0.66933712,0.00052470,0.00000993,0.30521827,0.37794193,0.00004045,0.36117742
-5.29164582,0.62199303,0.00048538,0.00000922,0.28363630,0.35121224,0.00003756,0.33564510
-5.28564282,0.57385923,0.00044578,0.00000850,0.26169308,0.32403614,0.00003465,0.30968429
-5.27963982,0.52565924,0.00040647,0.00000778,0.23971857,0.29682215,0.00003176,0.28368542
-5.27363682,0.47805975,0.00036797,0.00000708,0.21801682,0.26994675,0.00002891,0.25800834
-5.26763382,0.43165712,0.00033072,0.00000639,0.19685985,0.24374671,0.00002614,0.23297497
-5.26163082,0.38696744,0.00029512,0.00000572,0.17648308,0.21851346,0.00002347,0.20886398
-5.25562781,0.34442025,0.00026145,0.00000509,0.15708246,0.19448959,0.00002092,0.18590733
-5.24962481,0.30435585,0.00022996,0.00000450,0.13881329,0.17186729,0.00001852,0.16428888
-5.24362181,0.26702586,0.00020082,0.00000394,0.12179041,0.15078871,0.00001628,0.14414464
-5.23761881,0.23259678,0.00017410,0.00000343,0.10608986,0.13134789,0.00001421,0.12556468
-5.23161581,0.20115592,0.00014986,0.00000297,0.09175156,0.11359420,0.00001231,0.10859634
-5.22561281,0.17271926,0.00012807,0.00000255,0.07878291,0.09753670,0.00001059,0.09324846
-5.21960980,0.14724065,0.00010867,0.00000217,0.06716296,0.08314938,0.00000904,0.07949632
-5.21360680,0.12462179,0.00009154,0.00000183,0.05684697,0.07037678,0.00000767,0.06728706
-5.20760380,0.10472253,0.00007657,0.00000154,0.04777113,0.05913980,0.00000646,0.05654518
-5.20160080,0.08737097,0.00006359,0.00000129,0.03985712,0.04934140,0.00000540,0.04717807
-5.19559780,0.07237306,0.00005244,0.00000106,0.03301655,0.04087206,0.00000448,0.03908108
-5.18959480,0.05952137,0.00004296,0.00000087,0.02715489,0.03361465,0.00000369,0.03214234
-5.18359180,0.04860276,0.00003496,0.00000071,0.02217505,0.02744889,0.00000302,0.02624689
-5.17758879,0.03940506,0.00002828,0.00000058,0.01798038,0.02225499,0.00000245,0.02128022
-5.17158579,0.03172236,0.00002277,0.00000047,0.01447709,0.01791672,0.00000198,0.01713120
-5.16558279,0.02535926,0.00001829,0.00000037,0.01157625,0.01432378,0.00000159,0.01369432
-5.15957979,0.02013390,0.00001470,0.00000029,0.00919513,0.01137356,0.00000126,0.01087137
-5.15357679,0.01588007,0.00001189,0.00000023,0.00725820,0.00897228,0.00000100,0.00857251
-5.14757379,0.01244835,0.00000980,0.00000018,0.00569768,0.00703566,0.00000079,0.00671694
-5.14157079,0.00970660,0.00000835,0.00000014,0.00445377,0.00548921,0.00000063,0.00523310
-5.13556778,0.00753977,0.00000751,0.00000011,0.00347460,0.00426814,0.00000050,0.00405860
-5.12956478,0.00584935,0.00000730,0.00000008,0.00271601,0.00331703,0.00000041,0.00313989
-5.12356178,0.00455247,0.00000776,0.00000007,0.00214117,0.00258936,0.00000035,0.00243172
-5.11755878,0.00358084,0.00000897,0.00000005,0.00172014,0.00204690,0.00000032,0.00189659
-5.11155578,0.00287958,0.00001110,0.00000004,0.00142940,0.00165906,0.00000032,0.00150404
-5.10555278,0.00240604,0.00001437,0.00000004,0.00125133,0.00140228,0.00000036,0.00123000
-5.09954977,0.00212877,0.00001910,0.00000003,0.00117379,0.00125938,0.00000045,0.00105613
-5.09354677,0.00202645,0.00002574,0.00000003,0.00118968,0.00121904,0.00000060,0.00096927
-5.08754377,0.00208712,0.00003488,0.00000004,0.00129665,0.00127534,0.00000083,0.00096084
-5.08154077,0.00230747,0.00004731,0.00000005,0.00149674,0.00142737,0.00000118,0.00102643
-5.07553777,0.00269233,0.00006408,0.00000006,0.00179622,0.00167892,0.00000167,0.00116542
-5.06953477,0.00325435,0.00008652,0.00000009,0.00220540,0.00203835,0.00000237,0.00138064
-5.06353177,0.00401379,0.00011637,0.00000012,0.00273845,0.00251839,0.00000336,0.00167816
-5.05752876,0.00499854,0.00015587,0.00000016,0.00341336,0.00313616,0.00000473,0.00206708
-5.05152576,0.00624417,0.00020782,0.00000022,0.00425179,0.00391317,0.00000662,0.00255941
-5.04552276,0.00779417,0.00027581,0.00000031,0.00527898,0.00487538,0.00000921,0.00316998
-5.03951976,0.00970033,0.00036427,0.00000042,0.00652358,0.00605340,0.00001272,0.00391635
-5.03351676,0.01202311,0.00047876,0.00000057,0.00801754,0.00748256,0.00001745,0.00481883
-5.02751376,0.01483223,0.00062609,0.00000077,0.00979582,0.00920322,0.00002378,0.00590040
-5.02151076,0.01820728,0.00081462,0.00000104,0.01189618,0.01126098,0.00003219,0.00718679
-5.01550775,0.02223845,0.00105443,0.00000138,0.01435880,0.01370704,0.00004327,0.00870650
-5.00950475,0.02702737,0.00135768,0.00000182,0.01722595,0.01659856,0.00005777,0.01049094
-5.00350175,0.03268809,0.00173881,0.00000239,0.02054160,0.01999913,0.00007661,0.01257453
-4.99749875,0.03934815,0.00221486,0.00000312,0.02435098,0.02397938,0.00010089,0.01499502
-4.99149575,0.04714979,0.00280568,0.00000404,0.02870026,0.02861761,0.00013197,0.01779378
-4.98549275,0.05625135,0.00353424,0.00000519,0.03363617,0.03400065,0.00017146,0.02101629
-4.97948974,0.06682871,0.00442673,0.00000663,0.03920581,0.04022478,0.00022125,0.02471276
-4.97348674,0.07907686,0.00551272,0.00000841,0.04545648,0.04739685,0.00028358,0.02893890
-4.96748374,0.09321148,0.00682519,0.00001059,0.05243573,0.05563545,0.00036102,0.03375685
-4.96148074,0.10947048,0.00840041,0.00001324,0.06019156,0.06507218,0.00045652,0.03923627
-4.95547774,0.12811537,0.01027768,0.00001644,0.06877273,0.07585296,0.00057341,0.04545555
-4.94947474,0.14943227,0.01249901,0.00002028,0.07822935,0.08813925,0.00071544,0.05250315
-4.94347174,0.17373247,0.01510845,0.00002485,0.08861345,0.10210904,0.00088671,0.06047890
-4.93746873,0.20135226,0.01815136,0.00003024,0.09997980,0.11795761,0.00109169,0.06949530
-4.93146573,0.23265177,0.02167341,0.00003654,0.11238656,0.13589769,0.00133517,0.07967857
-4.92546273,0.26801267,0.02571939,0.00004386,0.12589606,0.15615904,0.00162222,0.09116949
-4.91945973,0.30783442,0.03033189,0.00005229,0.14057519,0.17898712,0.00195805,0.10412370
-4.91345673,0.35252884,0.03554971,0.00006192,0.15649566,0.20464075,0.00234796,0.11871145
-4.90745373,0.40251290,0.04140631,0.00007283,0.17373376,0.23338847,0.00279721,0.13511650
-4.90145073,0.45819953,0.04792805,0.00008509,0.19236961,0.26550371,0.00331085,0.15353421
-4.89544772,0.51998645,0.05513256,0.00009874,0.21248582,0.30125831,0.00389355,0.17416851
-4.88944472,0.58824314,0.06302714,0.00011382,0.23416542,0.34091475,0.00454944,0.19722768
-4.88344172,0.66329604,0.07160733,0.00013033,0.25748912,0.38471691,0.00528191,0.22291907
-4.87743872,0.74541245,0.08085576,0.00014825,0.28253185,0.43287948,0.00609338,0.25144252
-4.87143572,0.83478347,0.09074135,0.00016751,0.30935865,0.48557655,0.00698516,0.28298276
-4.86543272,0.93150655,0.10121889,0.00018803,0.33802010,0.54292935,0.00795721,0.31770080
-4.85942971,1.03556848,0.11222911,0.00020968,0.36854729,0.60499385,0.00900798,0.35572470
-4.85342671,1.14682950,0.12369931,0.00023230,0.40094680,0.67174868,0.01013428,0.39713983
-4.84742371,1.26500930,0.13554449,0.00025568,0.43519572,0.74308387,0.01133117,0.44197920
-4.84142071,1.38967596,0.14766899,0.00027960,0.47123708,0.81879118,0.01259187,0.49021420
-4.83541771,1.52023837,0.15996866,0.00030378,0.50897601,0.89855650,0.01390777,0.54174613
-4.82941471,1.65594314,0.17233338,0.00032795,0.54827679,0.98195504,0.01526844,0.59639917
-4.82341171,1.79587626,0.18464992,0.00035180,0.58896118,1.06844970,0.01666175,0.65391521
-4.81740870,1.93897020,0.19680500,0.00037500,0.63080811,1.15739323,0.01807399,0.71395085
-4.81140570,2.08401647,0.20868831,0.00039724,0.67355487,1.24803421,0.01949010,0.77607705
-4.80540270,2.22968359,0.22019552,0.00041820,0.71689993,1.33952715,0.02089392,0.83978177
-4.79939970,2.37454015,0.23123092,0.00043758,0.76050724,1.43094648,0.02226851,0.90447549
-4.79339670,2.51708246,0.24170969,0.00045509,0.80401198,1.52130429,0.02359648,0.96949986
-4.78739370,2.65576577,0.25155972,0.00047049,0.84702748,1.60957116,0.02486039,1.03413924
-4.78139070,2.78903826,0.26072262,0.00048357,0.88915308,1.69469951,0.02604310,1.09763490
-4.77538769,2.91537642,0.26915430,0.00049417,0.92998258,1.77564868,0.02712822,1.15920133
-4.76938469,3.03332058,0.27682465,0.00050218,0.96911294,1.85141075,0.02810045,1.21804428
-4.76338169,3.14150940,0.28371673,0.00050754,1.00615276,1.92103607,0.02894596,1.27337978
-4.75737869,3.23871176,0.28982528,0.00051026,1.04073029,1.98365756,0.02965276,1.32445343
-4.75137569,3.32385510,0.29515488,0.00051040,1.07250062,2.03851280,0.03021092,1.37055930
-4.74537269,3.39604914,0.29971771,0.00050808,1.10115169,2.08496296,0.03061284,1.41105756
-4.73936968,3.45460408,0.30353121,0.00050347,1.12640915,2.12250791,0.03085342,1.44539026
-4.73336668,3.49904283,0.30661578,0.00049678,1.14803967,2.15079696,0.03093014,1.47309473
-4.72736368,3.52910705,0.30899266,0.00048828,1.16585305,2.16963480,0.03084312,1.49381390
-4.72136068,3.54475684,0.31068216,0.00047827,1.17970287,2.17898266,0.03059506,1.50730340
-4.71535768,3.54616463,0.31170240,0.00046706,1.18948613,2.17895471,0.03019115,1.51343527
-4.70935468,3.53370354,0.31206851,0.00045500,1.19514184,2.16981001,0.02963891,1.51219802
-4.70335168,3.50793106,0.31179255,0.00044243,1.19664906,2.15194062,0.02894795,1.50369358
-4.69734867,3.46956891,0.31088386,0.00042971,1.19402444,2.12585638,0.02812970,1.48813101
-4.69134567,3.41947997,0.30935004,0.00041717,1.18731964,2.09216727,0.02719713,1.46581777
-4.68534267,3.35864329,0.30719825,0.00040514,1.17661884,2.05156396,0.02616442,1.43714868
-4.67933967,3.28812801,0.30443686,0.00039392,1.16203642,2.00479763,0.02504660,1.40259340
-4.67333667,3.20906725,0.30107711,0.00038377,1.14371500,1.95265954,0.02385919,1.36268293
-4.66733367,3.12263254,0.29713482,0.00037493,1.12182388,1.89596130,0.02261789,1.31799557
-4.66133067,3.03000945,0.29263183,0.00036761,1.09655777,1.83551633,0.02133827,1.26914300
-4.65532766,2.93237501,0.28759706,0.00036193,1.06813568,1.77212292,0.02003542,1.21675690
-4.64932466,2.83087717,0.28206713,0.00035801,1.03680001,1.70654936,0.01872371,1.16147637
-4.64332166,2.72661661,0.27608640,0.00035591,1.00281543,1.63952139,0.01741660,1.10393659
-4.63731866,2.62063098,0.26970650,0.00035562,0.96646750,1.57171187,0.01612638,1.04475878
-4.63131566,2.51388179,0.26298517,0.00035711,0.92806091,1.50373289,0.01486409,0.98454151
-4.62531266,2.40724382,0.25598480,0.00036028,0.88791699,1.43613023,0.01363940,0.92385350
-4.61930965,2.30149716,0.24877046,0.00036499,0.84637072,1.36937993,0.01246054,0.86322779
-4.61330665,2.19732187,0.24140774,0.00037107,0.80376691,1.30388693,0.01133430,0.80315717
-4.60730365,2.09529525,0.23396056,0.00037830,0.76045584,1.23998559,0.01026603,0.74409071
-4.60130065,1.99589164,0.22648903,0.00038643,0.71678831,1.17794185,0.00925972,0.68643144
-4.59529765,1.89948489,0.21904758,0.00039518,0.67311039,1.11795690,0.00831802,0.63053478
-4.58929465,1.80635315,0.21168355,0.00040427,0.62975798,1.06017218,0.00744242,0.57670787
-4.58329165,1.71668617,0.20443622,0.00041340,0.58705143,1.00467546,0.00663329,0.52520950
-4.57728864,1.63059462,0.19733646,0.00042226,0.54529058,0.95150781,0.00589004,0.47625069
-4.57128564,1.54812133,0.19040703,0.00043056,0.50475027,0.90067135,0.00521125,0.42999588
-4.56528264,1.46925406,0.18366334,0.00043802,0.46567665,0.85213732,0.00459479,0.38656449
-4.55927964,1.39393913,0.17711490,0.00044441,0.42828438,0.80585445,0.00403798,0.34603315
-4.55327664,1.32209565,0.17076708,0.00044952,0.39275481,0.76175719,0.00353768,0.30843822
-4.54727364,1.25362945,0.16462314,0.00045318,0.35923521,0.71977351,0.00309043,0.27377885
-4.54127064,1.18844631,0.15868650,0.00045529,0.32783896,0.67983209,0.00269257,0.24202031
-4.53526763,1.12646357,0.15296281,0.00045577,0.29864669,0.64186845,0.00234032,0.21309774
-4.52926463,1.06761987,0.14746201,0.00045465,0.27170813,0.60582993,0.00202989,0.18692001
-4.52326163,1.01188220,0.14219991,0.00045197,0.24704459,0.57167913,0.00175750,0.16337390
-4.51725863,0.95925011,0.13719939,0.00044784,0.22465182,0.53939587,0.00151952,0.14232816
-4.51125563,0.90975678,0.13249105,0.00044243,0.20450315,0.50897738,0.00131247,0.12363769
-4.50525263,0.86346691,0.12811330,0.00043594,0.18655254,0.48043692,0.00113306,0.10714747
-4.49924962,0.82047162,0.12411180,0.00042862,0.17073762,0.45380087,0.00097823,0.09269632
-4.49324662,0.78088066,0.12053841,0.00042071,0.15698240,0.42910445,0.00084518,0.08012036
-4.48724362,0.74481246,0.11744957,0.00041249,0.14519963,0.40638641,0.00073134,0.06925601
-4.48124062,0.71238261,0.11490437,0.00040424,0.13529286,0.38568295,0.00063441,0.05994270
-4.47523762,0.68369152,0.11296216,0.00039621,0.12715795,0.36702140,0.00055232,0.05202498
-4.46923462,0.65881203,0.11168020,0.00038863,0.12068435,0.35041387,0.00048327,0.04535431
-4.46323162,0.63777769,0.11111104,0.00038170,0.11575599,0.33585147,0.00042564,0.03979031
-4.45722861,0.62057260,0.11130012,0.00037557,0.11225198,0.32329932,0.00037805,0.03520168
-4.45122561,0.60712317,0.11228347,0.00037034,0.11004715,0.31269276,0.00033929,0.03146665
-4.44522261,0.59729260,0.11408572,0.00036606,0.10901253,0.30393505,0.00030831,0.02847323
-4.43921961,0.59087820,0.11671836,0.00036271,0.10901593,0.29689661,0.00028422,0.02611907
-4.43321661,0.58761184,0.12017853,0.00036023,0.10992255,0.29141597,0.00026625,0.02431127
-4.42721361,0.58716355,0.12444802,0.00035850,0.11159582,0.28730249,0.00025370,0.02296590
-4.42121061,0.58914792,0.12949287,0.00035736,0.11389841,0.28434044,0.00024600,0.02200755
-4.41520760,0.59313321,0.13526322,0.00035660,0.11669342,0.28229464,0.00024260,0.02136873
-4.40920460,0.59865253,0.14169366,0.00035598,0.11984580,0.28091705,0.00024305,0.02098934
-4.40320160,0.60521650,0.14870380,0.00035527,0.12322384,0.27995417,0.00024689,0.02081612
-4.39719860,0.61232696,0.15619930,0.00035421,0.12670085,0.27915478,0.00025372,0.02080219
-4.39119560,0.61949086,0.16407305,0.00035256,0.13015681,0.27827778,0.00026312,0.02090657
-4.38519260,0.62623385,0.17220670,0.00035008,0.13347999,0.27709957,0.00027470,0.02109384
-4.37918959,0.63211296,0.18047241,0.00034657,0.13656850,0.27542084,0.00028807,0.02133386
-4.37318659,0.63672781,0.18873480,0.00034187,0.13933169,0.27307234,0.00030282,0.02160148
-4.36718359,0.63973011,0.19685310,0.00033585,0.14169133,0.26991943,0.00031857,0.02187647
-4.36118059,0.64083107,0.20468354,0.00032842,0.14358258,0.26586534,0.00033490,0.02214334
-4.35517759,0.63980658,0.21208190,0.00031956,0.14495471,0.26085299,0.00035141,0.02239138
-4.34917459,0.63650020,0.21890620,0.00030929,0.14577157,0.25486537,0.00036770,0.02261461
-4.34317159,0.63082412,0.22501950,0.00029767,0.14601178,0.24792458,0.00038335,0.02281191
-4.33716858,0.62275802,0.23029285,0.00028480,0.14566879,0.24008974,0.00039800,0.02298709
-4.33116558,0.61234641,0.23460820,0.00027084,0.14475063,0.23145375,0.00041126,0.02314902
-4.32516258,0.59969449,0.23786124,0.00025595,0.14327954,0.22213939,0.00042281,0.02331185
-4.31915958,0.58496298,0.23996410,0.00024034,0.14129150,0.21229479,0.00043234,0.02349511
-4.31315658,0.56836225,0.24084786,0.00022421,0.13883550,0.20208862,0.00043959,0.02372392
-4.30715358,0.55014590,0.24046458,0.00020778,0.13597287,0.19170515,0.00044434,0.02402906
