energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.24962481,0.14299744,0.00047757,0.01229602,0.04171260,0.04618851,0.06557202,0.00000000,0.06389068,0.00412304
-5.24362181,0.14577395,0.00049854,0.01339769,0.04341089,0.04332791,0.06816785,0.00000000,0.06982931,0.00437323
-5.23761881,0.15322579,0.00053483,0.01488450,0.04626111,0.04217763,0.07281537,0.00000000,0.07763017,0.00474406
-5.23161581,0.16532331,0.00058579,0.01675768,0.05024418,0.04270553,0.07951307,0.00000000,0.08733440,0.00523423
-5.22561281,0.18207913,0.00065089,0.01902088,0.05534016,0.04490763,0.08827193,0.00000000,0.09898544,0.00584271
-5.21960980,0.20354685,0.00072966,0.02167975,0.06152720,0.04880931,0.09911426,0.00000000,0.11262703,0.00656859
-5.21360680,0.22981856,0.00082166,0.02474146,0.06878043,0.05446583,0.11207204,0.00000000,0.12830105,0.00741093
-5.20760380,0.26102126,0.00092647,0.02821429,0.07707075,0.06196208,0.12718494,0.00000000,0.14604520,0.00836858
-5.20160080,0.29731241,0.00104366,0.03210725,0.08636365,0.07141154,0.14449798,0.00000000,0.16589067,0.00944008
-5.19559780,0.33887459,0.00117275,0.03642974,0.09661816,0.08295453,0.16405906,0.00000000,0.18785989,0.01062345
-5.18959480,0.38590947,0.00131319,0.04119136,0.10778605,0.09675546,0.18591631,0.00000000,0.21196448,0.01191615
-5.18359180,0.43863089,0.00146437,0.04640166,0.11981132,0.11299929,0.21011534,0.00000000,0.23820334,0.01331492
-5.17758879,0.49725708,0.00162556,0.05207011,0.13262998,0.13188683,0.23669632,0.00000000,0.26656094,0.01481579
-5.17158579,0.56200193,0.00179594,0.05820590,0.14617019,0.15362913,0.26569102,0.00000000,0.29700587,0.01641398
-5.16558279,0.63306512,0.00197458,0.06481789,0.16035280,0.17844066,0.29711962,0.00000000,0.32948940,0.01810394
-5.15957979,0.71062097,0.00216047,0.07191442,0.17509204,0.20653141,0.33098735,0.00000000,0.36394420,0.01987934
-5.15357679,0.79480618,0.00235250,0.07950302,0.19029661,0.23809792,0.36728094,0.00000000,0.40028301,0.02173309
-5.14757379,0.88570606,0.00254949,0.08759004,0.20587078,0.27331336,0.40596479,0.00000000,0.43839726,0.02365735
-5.14157079,0.98333980,0.00275018,0.09618004,0.22171566,0.31231681,0.44697691,0.00000000,0.47815550,0.02564359
-5.13556778,1.08764469,0.00295331,0.10527497,0.23773042,0.35520202,0.49022476,0.00000000,0.51940174,0.02768257
-5.12956478,1.19845984,0.00315759,0.11487313,0.25381335,0.40200599,0.53558089,0.00000000,0.56195360,0.02976434
-5.12356178,1.31550995,0.00336172,0.12496793,0.26986282,0.45269769,0.58287880,0.00000000,0.60560041,0.03187823
-5.11755878,1.43838972,0.00356448,0.13554641,0.28577792,0.50716757,0.63190895,0.00000000,0.65010140,0.03401282
-5.11155578,1.56654991,0.00376468,0.14658763,0.30145896,0.56521822,0.68241532,0.00000000,0.69518404,0.03615585
-5.10555278,1.69928587,0.00396126,0.15806101,0.31680758,0.62655678,0.73409288,0.00000000,0.74054294,0.03829420
-5.09954977,1.83572962,0.00415329,0.16992461,0.33172679,0.69078979,0.78658604,0.00000000,0.78583943,0.04041383
-5.09354677,1.97484641,0.00433999,0.18212367,0.34612073,0.75742068,0.83948866,0.00000000,0.83070218,0.04249976
-5.08754377,2.11543677,0.00452083,0.19458926,0.35989448,0.82585077,0.89234574,0.00000000,0.87472904,0.04453605
-5.08154077,2.25614479,0.00469551,0.20723746,0.37295386,0.89538374,0.94465711,0.00000000,0.91749051,0.04650586
-5.07553777,2.39547319,0.00486402,0.21996893,0.38520538,0.96523410,0.99588327,0.00000000,0.95853480,0.04839157
-5.06953477,2.53180538,0.00502670,0.23266921,0.39655650,1.03453948,1.04545346,0.00000000,0.99739473,0.05017496
-5.06353177,2.66343455,0.00518426,0.24520965,0.40691618,1.10237680,1.09277601,0.00000000,1.03359646,0.05183744
-5.05752876,2.78859927,0.00533780,0.25744912,0.41619587,1.16778189,1.13725057,0.00000000,1.06666972,0.05336046
-5.05152576,2.90552462,0.00548887,0.26923654,0.42431096,1.22977209,1.17828221,0.00000000,1.09615958,0.05472585
-5.04552276,3.01246779,0.00563948,0.28041406,0.43118261,1.28737122,1.21529669,0.00000000,1.12163901,0.05591631
-5.03951976,3.10776642,0.00579206,0.29082097,0.43674000,1.33963588,1.24775658,0.00000000,1.14272212,0.05691596
-5.03351676,3.18988786,0.00594948,0.30029810,0.44092277,1.38568238,1.27517738,0.00000000,1.15907708,0.05771085
-5.02751376,3.25747722,0.00611499,0.30869262,0.44368371,1.42471303,1.29714302,0.00000000,1.17043843,0.05828950
-5.02151076,3.30940215,0.00629217,0.31586293,0.44499130,1.45604082,1.31332009,0.00000000,1.17661791,0.05864338
-5.01550775,3.34479224,0.00648482,0.32168353,0.44483210,1.47911146,1.32346996,0.00000000,1.17751322,0.05876736
-5.00950475,3.36307096,0.00669684,0.32604960,0.44321273,1.49352177,1.32745815,0.00000000,1.17311418,0.05866002
-5.00350175,3.36397869,0.00693209,0.32888098,0.44016129,1.49903363,1.32526055,0.00000000,1.16350588,0.05832389
-4.99749875,3.34758544,0.00719420,0.33012546,0.43572798,1.49558276,1.31696588,0.00000000,1.14886838,0.05776549
-4.99149575,3.31429241,0.00748644,0.32976111,0.42998500,1.48328208,1.30277440,0.00000000,1.12947297,0.05699527
-4.98549275,3.26482236,0.00781143,0.32779753,0.42302545,1.46241927,1.28299263,0.00000000,1.10567502,0.05602738
-4.97948974,3.20019873,0.00817101,0.32427601,0.41496138,1.43344866,1.25802431,0.00000000,1.07790364,0.05487925
-4.97348674,3.12171464,0.00856601,0.31926842,0.40592095,1.39697791,1.22835806,0.00000000,1.04664851,0.05357113
-4.96748374,3.03089295,0.00899609,0.31287508,0.39604490,1.35374973,1.19455208,0.00000000,1.01244470,0.05212540
-4.96148074,2.92943913,0.00945957,0.30522145,0.38548234,1.30461978,1.15721675,0.00000000,0.97585590,0.05056591
-4.95547774,2.81918905,0.00995335,0.29645411,0.37438625,1.25053130,1.11699575,0.00000000,0.93745702,0.04891715
-4.94947474,2.70205401,0.01047280,0.28673586,0.36290880,1.19248774,1.07454669,0.00000000,0.89781691,0.04720354
-4.94347174,2.57996524,0.01101183,0.27624052,0.35119668,1.13152440,1.03052205,0.00000000,0.85748209,0.04544866
-4.93746873,2.45482041,0.01156288,0.26514740,0.33938687,1.06868018,0.98555119,0.00000000,0.81696203,0.04367455
-4.93146573,2.32843402,0.01211710,0.25363582,0.32760292,1.00497045,0.94022428,0.00000000,0.77671686,0.04190114
-4.92546273,2.20249371,0.01266454,0.24187998,0.31595190,0.94136208,0.89507876,0.00000000,0.73714778,0.04014579
-4.91945973,2.07852396,0.01319435,0.23004417,0.30452236,0.87875130,0.85058870,0.00000000,0.69859055,0.03842293
-4.91345673,1.95785808,0.01369519,0.21827879,0.29338313,0.81794523,0.80715749,0.00000000,0.66131235,0.03674392
-4.90745373,1.84161925,0.01415547,0.20671702,0.28258317,0.75964731,0.76511382,0.00000000,0.62551166,0.03511702
-4.90145073,1.73071063,0.01456381,0.19547251,0.27215245,0.70444709,0.72471111,0.00000000,0.59132123,0.03354748
-4.89544772,1.62581418,0.01490940,0.18463787,0.26210353,0.65281430,0.68612982,0.00000000,0.55881366,0.03203779
-4.88944472,1.52739756,0.01518238,0.17428414,0.25243409,0.60509723,0.64948261,0.00000000,0.52800901,0.03058807
-4.88344172,1.43572804,0.01537422,0.16446107,0.24312984,0.56152501,0.61482162,0.00000000,0.49888409,0.02919646
-4.87743872,1.35089203,0.01547801,0.15519822,0.23416794,0.52221345,0.58214734,0.00000000,0.47138256,0.02785961
-4.87143572,1.27281894,0.01548876,0.14650658,0.22552044,0.48717398,0.55141861,0.00000000,0.44542544,0.02657318
-4.86543272,1.20130779,0.01540354,0.13838079,0.21715775,0.45632494,0.52256286,0.00000000,0.42092127,0.02533235
-4.85942971,1.13605509,0.01522166,0.13080169,0.20905185,0.42950478,0.49548634,0.00000000,0.39777545,0.02413224
-4.85342671,1.07668268,0.01494465,0.12373901,0.20117899,0.40648637,0.47008357,0.00000000,0.37589836,0.02296836
-4.84742371,1.02276417,0.01457620,0.11715418,0.19352196,0.38699190,0.44624577,0.00000000,0.35521186,0.02183686
-4.84142071,0.97384922,0.01412209,0.11100303,0.18607160,0.37070767,0.42386782,0.00000000,0.33565399,0.02073483
-4.83541771,0.92948454,0.01358990,0.10523838,0.17882771,0.35729833,0.40285370,0.00000000,0.31718176,0.01966040
-4.82941471,0.88923140,0.01298878,0.09981227,0.17179912,0.34642007,0.38312019,0.00000000,0.29977210,0.01861281
-4.82341171,0.85267914,0.01232913,0.09467801,0.16500328,0.33773229,0.36459892,0.00000000,0.28342106,0.01759239
-4.81740870,0.81945467,0.01162224,0.08979174,0.15846507,0.33090760,0.34723687,0.00000000,0.26814145,0.01660046
-4.81140570,0.78922812,0.01087992,0.08511376,0.15221525,0.32563982,0.33099549,0.00000000,0.25395932,0.01563913
-4.80540270,0.76171488,0.01011412,0.08060941,0.14628844,0.32164996,0.31584874,0.00000000,0.24090946,0.01471114
-4.79939970,0.73667448,0.00933660,0.07624967,0.14072094,0.31869008,0.30178019,0.00000000,0.22903038,0.01381961
-4.79339670,0.71390688,0.00855859,0.07201139,0.13554833,0.31654514,0.28877964,0.00000000,0.21835911,0.01296781
-4.78739370,0.69324665,0.00779050,0.06787734,0.13080323,0.31503307,0.27683944,0.00000000,0.20892604,0.01215889
-4.78139070,0.67455578,0.00704173,0.06383597,0.12651309,0.31400307,0.26595083,0.00000000,0.20075034,0.01139572
-4.77538769,0.65771572,0.00632045,0.05988102,0.12269835,0.31333267,0.25610048,0.00000000,0.19383595,0.01068065
-4.76938469,0.64261921,0.00563352,0.05601100,0.11937087,0.31292374,0.24726758,0.00000000,0.18816850,0.01001542
-4.76338169,0.62916253,0.00498642,0.05222855,0.11653286,0.31269779,0.23942141,0.00000000,0.18371338,0.00940099
-4.75737869,0.61723861,0.00438322,0.04853984,0.11417628,0.31259107,0.23251983,0.00000000,0.18041479,0.00883751
-4.75137569,0.60673159,0.00382667,0.04495381,0.11228280,0.31254967,0.22650842,0.00000000,0.17819614,0.00832431
-4.74537269,0.59751292,0.00331824,0.04148157,0.11082420,0.31252514,0.22132062,0.00000000,0.17696151,0.00785992
-4.73936968,0.58943954,0.00285830,0.03813573,0.10976344,0.31247073,0.21687864,0.00000000,0.17659821,0.00744213
-4.73336668,0.58235403,0.00244618,0.03492989,0.10905615,0.31233876,0.21309519,0.00000000,0.17698047,0.00706806
-4.72736368,0.57608695,0.00208039,0.03187808,0.10865254,0.31207899,0.20987599,0.00000000,0.17797374,0.00673434
-4.72136068,0.57046115,0.00175877,0.02899443,0.10849977,0.31163838,0.20712283,0.00000000,0.17943992,0.00643720
-4.71535768,0.56529792,0.00147862,0.02629278,0.10854453,0.31096200,0.20473724,0.00000000,0.18124282,0.00617262
-4.70935468,0.56042464,0.00123692,0.02378652,0.10873592,0.30999516,0.20262438,0.00000000,0.18325403,0.00593654
-4.70335168,0.55568355,0.00103041,0.02148843,0.10902824,0.30868653,0.20069717,0.00000000,0.18535864,0.00572496
-4.69734867,0.55094109,0.00085574,0.01941059,0.10938393,0.30699201,0.19888039,0.00000000,0.18746086,0.00553410
-4.69134567,0.54609737,0.00070959,0.01756445,0.10977614,0.30487911,0.19711460,0.00000000,0.18948901,0.00536057
-4.68534267,0.54109507,0.00058876,0.01596085,0.11019111,0.30233135,0.19535957,0.00000000,0.19139986,0.00520146
-4.67933967,0.53592728,0.00049020,0.01461012,0.11063006,0.29935256,0.19359727,0.00000000,0.19318203,0.00505445
-4.67333667,0.53064363,0.00041113,0.01352219,0.11111055,0.29597050,0.19183397,0.00000000,0.19485821,0.00491785
-4.66733367,0.52535433,0.00034901,0.01270666,0.11166713,0.29223955,0.19010153,0.00000000,0.19648614,0.00479073
-4.66133067,0.52023155,0.00030159,0.01217291,0.11235127,0.28824229,0.18845769,0.00000000,0.19815817,0.00467285
-4.65532766,0.51550797,0.00026689,0.01193003,0.11323049,0.28408953,0.18698520,0.00000000,0.19999934,0.00456470
-4.64932466,0.51147221,0.00024324,0.01198683,0.11438667,0.27991894,0.18578990,0.00000000,0.20216399,0.00446747
-4.64332166,0.50846126,0.00022920,0.01235160,0.11591351,0.27589188,0.18499769,0.00000000,0.20483100,0.00438296
