energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.74787394,5.31053332,0.02100748,1.20477742,2.46136087,1.98684989,0.02940694,1.60510044,1.01537165,0.21954196
-5.74187094,5.36295275,0.02171467,1.20491360,2.50560045,1.99547118,0.02958023,1.63889044,1.05203426,0.22425683
-5.73586793,5.41107515,0.02240443,1.20450933,2.54692988,2.00277815,0.02974232,1.67130733,1.08705542,0.22905618
-5.72986493,5.45457517,0.02307664,1.20357478,2.58514929,2.00865386,0.02989641,1.70217538,1.12018424,0.23392374
-5.72386193,5.49316410,0.02373255,1.20209803,2.62008880,2.01297547,0.03004595,1.73136943,1.15124267,0.23884234
-5.71785893,5.52660655,0.02437472,1.20004860,2.65161354,2.01562325,0.03019459,1.75881875,1.18012715,0.24379497
-5.71185593,5.55473460,0.02500694,1.19738146,2.67962744,2.01648944,0.03034611,1.78450854,1.20680662,0.24876565
-5.70585293,5.57745779,0.02563418,1.19404124,2.70407488,2.01548611,0.03050431,1.80847832,1.23131678,0.25374034
-5.69984992,5.59476757,0.02626242,1.18996626,2.72493990,2.01255148,0.03067293,1.83081729,1.25375073,0.25870745
-5.69384692,5.60673541,0.02689842,1.18509194,2.74224277,2.00765394,0.03085549,1.85165646,1.27424636,0.26365817
-5.68784392,5.61350442,0.02754951,1.17935352,2.75603383,2.00079370,0.03105517,1.87115796,1.29297115,0.26858643
-5.68184092,5.61527476,0.02822332,1.17268793,2.76638519,1.99200175,0.03127461,1.88950199,1.31010528,0.27348854
-5.67583792,5.61228394,0.02892739,1.16503478,2.77338067,1.98133644,0.03151578,1.90687206,1.32582394,0.27836249
-5.66983492,5.60478344,0.02966895,1.15633663,2.77710498,1.96887789,0.03177978,1.92343952,1.34028012,0.28320702
-5.66383192,5.59301353,0.03045447,1.14653878,2.77763295,1.95472080,0.03206669,1.93934830,1.35358889,0.28802050
-5.65782891,5.57717852,0.03128936,1.13558867,2.77501996,1.93896639,0.03237541,1.95470091,1.36581427,0.29279968
-5.65182591,5.55742443,0.03217768,1.12343544,2.76929438,1.92171405,0.03270355,1.96954666,1.37695973,0.29753851
-5.64582291,5.53382131,0.03312183,1.11002964,2.76045301,1.90305353,0.03304740,1.98387309,1.38696288,0.30222708
-5.63981991,5.50635171,0.03412233,1.09532357,2.74846002,1.88305833,0.03340188,1.99760118,1.39569493,0.30685075
-5.63381691,5.47490678,0.03517769,1.07927227,2.73324988,1.86178085,0.03376059,2.01058491,1.40296509,0.31138968
-5.62781391,5.43929050,0.03628432,1.06183530,2.71473411,1.83924981,0.03411596,2.02261531,1.40852962,0.31581867
-5.62181091,5.39923223,0.03743655,1.04297934,2.69281181,1.81546998,0.03445939,2.03342895,1.41210509,0.32010747
-5.61580790,5.35440692,0.03862675,1.02268146,2.66738310,1.79042456,0.03478149,2.04272032,1.41338517,0.32422150
-5.60980490,5.30446189,0.03984555,1.00093285,2.63836481,1.76407973,0.03507245,2.05015775,1.41205965,0.32812297
-5.60380190,5.24904842,0.04108210,0.97774281,2.60570720,1.73639138,0.03532229,2.05540156,1.40783490,0.33177227
-5.59779890,5.18785616,0.04232447,0.95314268,2.56941062,1.70731323,0.03552131,2.05812380,1.40045402,0.33512970
-5.59179590,5.12064803,0.04356005,0.92718929,2.52954078,1.67680597,0.03566046,2.05802809,1.38971586,0.33815721
-5.58579290,5.04729339,0.04477604,0.89996777,2.48624159,1.64484668,0.03573176,2.05486860,1.37549138,0.34082022
-5.57978989,4.96779703,0.04595990,0.87159323,2.43974445,1.61143784,0.03572865,2.04846705,1.35773652,0.34308921
-5.57378689,4.88232235,0.04709985,0.84221130,2.39037341,1.57661540,0.03564632,2.03872655,1.33650073,0.34494123
-5.56778389,4.79120690,0.04818528,0.81199727,2.33854555,1.54045525,0.03548204,2.02564173,1.31193070,0.34636087
-5.56178089,4.69496931,0.04920711,0.78115380,2.28476653,1.50307771,0.03523534,2.00930447,1.28426907,0.34734093
-5.55577789,4.59430719,0.05015810,0.74990729,2.22962142,1.46464973,0.03490811,1.98990489,1.25384826,0.34788260
-5.54977489,4.49008589,0.05103300,0.71850301,2.17376133,1.42538468,0.03450468,1.96772769,1.22107983,0.34799515
-5.54377189,4.38331876,0.05182863,0.68719930,2.11788646,1.38553963,0.03403173,1.94314390,1.18644012,0.34769512
-5.53776888,4.27513998,0.05254383,0.65626103,2.06272650,1.34541043,0.03349810,1.91659872,1.15045285,0.34700522
-5.53176588,4.16677139,0.05317924,0.62595269,2.00901940,1.30532471,0.03291455,1.88859581,1.11366989,0.34595276
-5.52576288,4.05948495,0.05373706,0.59653148,1.95748962,1.26563332,0.03229338,1.85967923,1.07665117,0.34456795
-5.51975988,3.95456277,0.05422063,0.56824065,1.90882661,1.22670058,0.03164804,1.83041352,1.03994475,0.34288209
-5.51375688,3.85325656,0.05463396,0.54130349,1.86366486,1.18889382,0.03099263,1.80136322,1.00406806,0.34092570
-5.50775388,3.75674834,0.05498126,0.51591809,1.82256583,1.15257281,0.03034137,1.77307255,0.96949115,0.33872681
-5.50175088,3.66611403,0.05526638,0.49225319,1.78600265,1.11807955,0.02970810,1.74604625,0.93662264,0.33630949
-5.49574787,3.58229141,0.05549232,0.47044504,1.75434787,1.08572874,0.02910575,1.72073228,0.90579876,0.33369262
-5.48974487,3.50605346,0.05566077,0.45059551,1.72786440,1.05579953,0.02854585,1.69750713,0.87727585,0.33088908
-5.48374187,3.43798809,0.05577173,0.43277130,1.70669983,1.02852866,0.02803813,1.67666424,0.85122636,0.32790534
-5.47773887,3.37848451,0.05582328,0.41700414,1.69088382,1.00410533,0.02759017,1.65840577,0.82773814,0.32474141
-5.47173587,3.32772677,0.05581141,0.40329194,1.68032858,0.98266794,0.02720715,1.64283814,0.80681696,0.32139129
-5.46573287,3.28569408,0.05573002,0.39160076,1.67483206,0.96430267,0.02689171,1.62997126,0.78839171,0.31784369
-5.45972986,3.25216800,0.05557111,0.38186726,1.67408368,0.94904395,0.02664390,1.61972144,0.77232195,0.31408317
-5.45372686,3.22674574,0.05532507,0.37400173,1.67767233,0.93687682,0.02646130,1.61191776,0.75840725,0.31009149
-5.44772386,3.20885919,0.05498109,0.36789145,1.68509652,0.92774081,0.02633915,1.60631162,0.74639794,0.30584919
-5.44172086,3.19779892,0.05452769,0.36340417,1.69577652,0.92153545,0.02627069,1.60258920,0.73600670,0.30133727
-5.43571786,3.19274247,0.05395339,0.36039192,1.70906837,0.91812704,0.02624749,1.60038623,0.72692063,0.29653896
-5.42971486,3.19278604,0.05324730,0.35869478,1.72427975,0.91735645,0.02625990,1.59930469,0.71881348,0.29144144
-5.42371186,3.19697890,0.05239986,0.35814490,1.74068763,0.91904787,0.02629751,1.59893092,0.71135757,0.28603759
-5.41770885,3.20435962,0.05140343,0.35857057,1.75755759,0.92301811,0.02634962,1.59885451,0.70423535,0.28032746
-5.41170585,3.21399319,0.05025292,0.35980041,1.77416460,0.92908624,0.02640576,1.59868752,0.69715020,0.27431976
-5.40570285,3.22500833,0.04894624,0.36166774,1.78981502,0.93708346,0.02645615,1.59808333,0.68983638,0.26803305
-5.39969985,3.23663389,0.04748470,0.36401508,1.80386948,0.94686272,0.02649208,1.59675459,0.68206798,0.26149674
-5.39369685,3.24823343,0.04587318,0.36669876,1.81576594,0.95830799,0.02650628,1.59448980,0.67366661,0.25475186
-5.38769385,3.25933713,0.04412021,0.36959355,1.82504240,0.97134285,0.02649324,1.59116776,0.66450784,0.24785158
-5.38169085,3.26966982,0.04223788,0.37259726,1.83135856,0.98593810,0.02644934,1.58676968,0.65452617,0.24086143
-5.37568784,3.27917432,0.04024156,0.37563524,1.83451532,1.00211812,0.02637299,1.58138814,0.64371839,0.23385933
-5.36968484,3.28802901,0.03814952,0.37866438,1.83447145,1.01996566,0.02626468,1.57523291,0.63214523,0.22693523
-5.36368184,3.29665875,0.03598244,0.38167672,1.83135653,1.03962482,0.02612687,1.56863288,0.61993126,0.22019049
-5.35767884,3.30573840,0.03376274,0.38470226,1.82547915,1.06130184,0.02596389,1.56203425,0.60726288,0.21373700
-5.35167584,3.31618814,0.03151399,0.38781080,1.81732987,1.08526363,0.02578170,1.55599464,0.59438438,0.20769593
-5.34567284,3.32916037,0.02926016,0.39111269,1.80757834,1.11183369,0.02558765,1.55117318,0.58159221,0.20219611
-5.33966983,3.34601770,0.02702493,0.39475817,1.79706413,1.14138538,0.02539016,1.54831668,0.56922735,0.19737222
-5.33366683,3.36830235,0.02483110,0.39893530,1.78678136,1.17433261,0.02519840,1.54824221,0.55766609,0.19336249
-5.32766383,3.39769717,0.02269989,0.40386634,1.77785717,1.21111786,0.02502188,1.55181639,0.54730934,0.19030615
-5.32166083,3.43597914,0.02065054,0.40980250,1.77152450,1.25219791,0.02487014,1.55993194,0.53857072,0.18834063
-5.31565783,3.48496635,0.01869981,0.41701719,1.76908978,1.29802753,0.02475236,1.57348211,0.53186382,0.18759840
-5.30965483,3.54645992,0.01686175,0.42579786,1.77189664,1.34904168,0.02467700,1.59333385,0.52758896,0.18820361
-5.30365183,3.62218250,0.01514744,0.43643656,1.78128640,1.40563671,0.02465151,1.62030026,0.52611990,0.19026868
-5.29764882,3.71371547,0.01356500,0.44921960,1.79855691,1.46815140,0.02468206,1.65511354,0.52779086,0.19389067
-5.29164582,3.82243682,0.01211955,0.46441652,1.82492087,1.53684853,0.02477323,1.69839911,0.53288432,0.19914781
-5.28564282,3.94946223,0.01081335,0.48226882,1.86146507,1.61189778,0.02492790,1.75065190,0.54162016,0.20609612
-5.27963982,4.09559137,0.00964605,0.50297878,1.90911195,1.69336088,0.02514707,1.81221560,0.55414625,0.21476634
-5.27363682,4.26126185,0.00861487,0.52669899,1.96858476,1.78117962,0.02542981,1.88326576,0.57053125,0.22516126
-5.26763382,4.44651276,0.00771497,0.55352274,2.04037754,1.87516759,0.02577325,1.96379728,0.59075957,0.23725361
-5.26163082,4.65095953,0.00693975,0.58347599,2.12473095,1.97500594,0.02617260,2.05361685,0.61472903,0.25098469
-5.25562781,4.87378135,0.00628122,0.61651110,2.22161490,2.08024378,0.02662132,2.15234082,0.64225120,0.26626370
-5.24962481,5.11372232,0.00573033,0.65250275,2.33071855,2.19030313,0.02711127,2.25939839,0.67305470,0.28296812
-5.24362181,5.36910635,0.00527731,0.69124627,2.45144817,2.30448850,0.02763295,2.37404037,0.70679127,0.30094499
-5.23761881,5.63786589,0.00491195,0.73245858,2.58293314,2.42200076,0.02817579,2.49535316,0.74304472,0.32001323
-5.23161581,5.91758371,0.00462391,0.77578183,2.72403989,2.54195475,0.02872845,2.62227746,0.78134247,0.33996708
-5.22561281,6.20554643,0.00440294,0.82078968,2.87339374,2.66339996,0.02927921,2.75363138,0.82116940,0.36058036
-5.21960980,6.49880821,0.00423908,0.86699613,3.02940794,2.78534351,0.02981632,2.88813685,0.86198374,0.38161180
-5.21360680,6.79426240,0.00412286,0.91386666,3.19031937,2.90677427,0.03032842,3.02444896,0.90323439,0.40281103
-5.20760380,7.08871878,0.00404541,0.96083132,3.35422993,3.02668739,0.03080483,3.16118684,0.94437933,0.42392521
-5.20160080,7.37898384,0.00399854,1.00729948,3.51915252,3.14410805,0.03123600,3.29696558,0.98490428,0.44470596
-5.19559780,7.66194128,0.00397488,1.05267554,3.68306051,3.25811362,0.03161378,3.43042791,1.02434118,0.46491649
-5.18959480,7.93463015,0.00396787,1.09637531,3.84393915,3.36785336,0.03193172,3.56027486,1.06228567,0.48433854
-5.18359180,8.19431798,0.00397179,1.13784227,3.99983767,3.47256506,0.03218528,3.68529463,1.09841290,0.50277889
-5.17758879,8.43856658,0.00398180,1.17656328,4.14892033,3.57158809,0.03237204,3.80438868,1.13249097,0.52007517
-5.17158579,8.66528846,0.00399394,1.21208305,4.28951509,3.66437268,0.03249175,3.91659452,1.16439137,0.53610068
-5.16558279,8.87279209,0.00400506,1.24401687,4.42015810,3.75048515,0.03254640,4.02110466,1.19409579,0.55076803
-5.15957979,9.05981468,0.00401282,1.27206113,4.53963267,3.82960947,0.03254014,4.11728109,1.22169892,0.56403137
-5.15357679,9.22554165,0.00401569,1.29600112,4.64700131,3.90154515,0.03247919,4.20466521,1.24740678,0.57588700
-5.14757379,9.36961228,0.00401286,1.31571588,4.74162951,3.96620200,0.03237165,4.28298276,1.27153038,0.58637242
-5.14157079,9.49211155,0.00400418,1.33117984,4.82320034,4.02359224,0.03222722,4.35214392,1.29447477,0.59556366
-5.13556778,9.59354867,0.00399017,1.34246113,4.89171902,4.07382052,0.03205691,4.41223844,1.31672362,0.60357107
-5.12956478,9.67482315,0.00397190,1.34971659,4.94750719,4.11707228,0.03187265,4.46352604,1.33881965,0.61053354
-5.12356178,9.73717972,0.00395095,1.35318378,4.99118670,4.15360136,0.03168691,4.50642247,1.36134158,0.61661154
-5.11755878,9.78215378,0.00392933,1.35317007,5.02365340,4.18371700,0.03151226,4.54148152,1.38487834,0.62197908
-5.11155578,9.81150941,0.00390943,1.35003942,5.04604161,4.20777106,0.03136091,4.56937371,1.41000147,0.62681509
-5.10555278,9.82717225,0.00389393,1.34419734,5.05968069,4.22614571,0.03124431,4.59086218,1.43723697,0.63129440
-5.09954977,9.83115973,0.00388571,1.33607462,5.06604511,4.23924199,0.03117272,4.60677672,1.46703762,0.63557890
-5.09354677,9.82551134,0.00388778,1.32611055,5.06670022,4.24746950,0.03115485,4.61798674,1.49975714,0.63980923
-5.08754377,9.81222161,0.00390324,1.31473641,5.06324581,4.25123755,0.03119757,4.62537420,1.53562757,0.64409733
-5.08154077,9.79317843,0.00393511,1.30235992,5.05725991,4.25094770,0.03130563,4.62980741,1.57474078,0.64852043
-5.07553777,9.77010915,0.00398635,1.28935133,5.05024547,4.24698792,0.03148159,4.63211682,1.61703553,0.65311660
-5.06953477,9.74453663,0.00405974,1.27603182,5.04358208,4.23972835,0.03172571,4.63307350,1.66229062,0.65788224
-5.06353177,9.71774680,0.00415781,1.26266470,5.03848514,4.22951855,0.03203607,4.63337138,1.71012499,0.66277164
-5.05752876,9.69076927,0.00428280,1.24944987,5.03597425,4.21668614,0.03240873,4.63361375,1.76000491,0.66769875
-5.05152576,9.66437118,0.00443660,1.23652161,5.03685218,4.20153677,0.03283799,4.63430454,1.81125827,0.67254095
-5.04552276,9.63906457,0.00462070,1.22394986,5.04169549,4.18435507,0.03331682,4.63584458,1.86309566,0.67714494
-5.03951976,9.61512637,0.00483616,1.21174488,5.05085667,4.16540647,0.03383729,4.63853296,1.91463737,0.68133422
-5.03351676,9.59262964,0.00508361,1.19986482,5.06447778,4.14493957,0.03439111,4.64257301,1.96494531,0.68491799
-5.02751376,9.57148410,0.00536321,1.18822585,5.08251425,4.12318874,0.03497020,4.64808251,2.01305848,0.68770100
-5.02151076,9.55148343,0.00567467,1.17671422,5.10476735,4.10037679,0.03556724,4.65510735,2.05803045,0.68949378
-5.01550775,9.53235642,0.00601727,1.16519943,5.13092309,4.07671735,0.03617627,4.66363757,2.09896706,0.69012282
-5.00950475,9.51381895,0.00638984,1.15354783,5.16059516,4.05241674,0.03679317,4.67362492,2.13506254,0.68944018
-5.00350175,9.49562361,0.00679087,1.14163581,5.19336895,4.02767521,0.03741610,4.68500045,2.16563244,0.68733194
-4.99749875,9.47760389,0.00721850,1.12936181,5.22884410,4.00268729,0.03804578,4.69769131,2.19014159,0.68372510
-4.99149575,9.45971043,0.00767059,1.11665648,5.26667258,3.97764133,0.03868572,4.71163536,2.20822589,0.67859260
-4.98549275,9.44203694,0.00814478,1.10349038,5.30659010,3.95271814,0.03934221,4.72679280,2.21970661,0.67195616
-4.97948974,9.42483418,0.00863858,1.08987890,5.34843870,3.92808874,0.04002422,4.74315396,2.22459683,0.66388676
-4.97348674,9.40851126,0.00914938,1.07588405,5.39217903,3.90391151,0.04074307,4.76074277,2.22309938,0.65450281
-4.96748374,9.39362387,0.00967461,1.06161315,5.43789162,3.88032878,0.04151204,4.77961551,2.21559675,0.64396609
-4.96148074,9.38085010,0.01021171,1.04721450,5.48576683,3.85746307,0.04234572,4.79985505,2.20263318,0.63247566
-4.95547774,9.37095527,0.01075826,1.03287040,5.53608412,3.83541326,0.04325933,4.82156071,2.18489027,0.62026005
-4.94947474,9.36474741,0.01131201,1.01878790,5.58918185,3.81425096,0.04426791,4.84483438,2.16315709,0.60756824
-4.94347174,9.36302621,0.01187091,1.00518799,5.64541937,3.79401709,0.04538549,4.86976372,2.13829648,0.59465978
-4.93746873,9.36652790,0.01243312,0.99229377,5.70513365,3.77471917,0.04662417,4.89640338,2.11120924,0.58179461
-4.93146573,9.37586938,0.01299708,0.98031835,5.76859325,3.75632914,0.04799332,4.92475541,2.08279801,0.56922304
-4.92546273,9.39149461,0.01356143,0.96945327,5.83595219,3.73878211,0.04949882,4.95475006,2.05393256,0.55717647
-4.91945973,9.41362620,0.01412501,0.95985795,5.90720674,3.72197589,0.05114235,4.98622810,2.02541813,0.54585914
-4.91345673,9.44222496,0.01468683,0.95165084,5.98215780,3.70577151,0.05292090,5.01892599,1.99796820,0.53544129
-4.90745373,9.47695979,0.01524597,0.94490273,6.06038128,3.68999458,0.05482644,5.05246468,1.97218292,0.52605414
-4.90145073,9.51718961,0.01580153,0.93963252,6.14120852,3.67443754,0.05684575,5.08634324,1.94853376,0.51778663
-4.89544772,9.56195865,0.01635254,0.93580560,6.22371814,3.65886281,0.05896047,5.11993763,1.92735495,0.51068416
-4.88944472,9.61000551,0.01689785,0.93333495,6.30674028,3.64300664,0.06114742,5.15250532,1.90884172,0.50474921
-4.88344172,9.65978612,0.01743607,0.93208473,6.38887350,3.62658375,0.06337902,5.18319573,1.89305483,0.49994379
-4.87743872,9.70950967,0.01796546,0.93187623,6.46851370,3.60929260,0.06562397,5.21106639,1.87993095,0.49619335
-4.87143572,9.75718615,0.01848388,0.93249566,6.54389423,3.59082128,0.06784809,5.23510444,1.86929778,0.49339215
-4.86543272,9.80068383,0.01898873,0.93370347,6.61313545,3.57085392,0.07001528,5.25425267,1.86089281,0.49140946
-4.85942971,9.83779410,0.01947692,0.93524464,6.67430153,3.54907756,0.07208853,5.26743927,1.85438459,0.49009655
-4.85342671,9.86630112,0.01994491,0.93685930,6.72546223,3.52518936,0.07403106,5.27361018,1.84939494,0.48929388
-4.84742371,9.88405345,0.02038870,0.93829338,6.76475667,3.49890402,0.07580736,5.27176258,1.84552117,0.48883831
-4.84142071,9.88903471,0.02080393,0.93930856,6.79045647,3.46996140,0.07738430,5.26097833,1.84235688,0.48857001
-4.83541771,9.87943036,0.02118594,0.93969120,6.80102529,3.43813392,0.07873206,5.24045590,1.83951051,0.48833862
-4.82941471,9.85368792,0.02152995,0.93925985,6.79517238,3.40323384,0.07982497,5.20953933,1.83662084,0.48800875
-4.82341171,9.81056843,0.02183119,0.93787111,6.77189758,3.36511996,0.08064222,5.16774310,1.83336883,0.48746437
-4.81740870,9.74918694,0.02208504,0.93542356,6.73052617,3.32370374,0.08116834,5.11477168,1.82948566,0.48661211
-4.81140570,9.66904088,0.02228724,0.93185980,6.67073201,3.27895443,0.08139355,5.05053302,1.82475688,0.48538347
-4.80540270,9.57002524,0.02243404,0.92716652,6.59254833,3.23090318,0.08131384,4.97514533,1.81902283,0.48373572
-4.79939970,9.45243441,0.02252242,0.92137278,6.49636591,3.17964580,0.08093092,4.88893691,1.81217587,0.48165186
-4.79339670,9.31695091,0.02255015,0.91454671,6.38291910,3.12534412,0.08025194,4.79243898,1.80415492,0.47913942
-4.78739370,9.16462195,0.02251602,0.90679075,6.25326073,3.06822587,0.07928906,4.68637205,1.79493798,0.47622841
-4.78139070,8.99682522,0.02241985,0.89823594,6.10872720,3.00858293,0.07805895,4.57162632,1.78453347,0.47296850
-4.77538769,8.81522559,0.02226260,0.88903541,5.95089588,2.94676806,0.07658203,4.44923719,1.77297107,0.46942564
-4.76938469,8.62172497,0.02204637,0.87935750,5.78153676,2.88319009,0.07488182,4.32035694,1.76029278,0.46567817
-4.76338169,8.41840748,0.02177436,0.86937887,5.60256078,2.81830784,0.07298413,4.18622381,1.74654491,0.46181280
-4.75737869,8.20748232,0.02145084,0.85927779,5.41596715,2.75262262,0.07091633,4.04812996,1.73177140,0.45792038
-4.75137569,7.99122660,0.02108104,0.84922809,5.22379187,2.68666979,0.06870654,3.90738951,1.71600892,0.45409191
-4.74537269,7.77193026,0.02067097,0.83939375,5.02805951,2.62100941,0.06638303,3.76530806,1.69928397,0.45041462
-4.73936968,7.55184472,0.02022734,0.82992450,4.83073979,2.55621618,0.06397356,3.62315454,1.68161190,0.44696854
-4.73336668,7.33313696,0.01975729,0.82095244,4.63371045,2.49286892,0.06150487,3.48213661,1.66299792,0.44382346
-4.72736368,7.11784983,0.01926826,0.81258979,4.43872702,2.43153983,0.05900229,3.34337994,1.64343970,0.44103650
-4.72136068,6.90786946,0.01876779,0.80492766,4.24739995,2.37278356,0.05648939,3.20791200,1.62293127,0.43865027
-4.71535768,6.70489979,0.01826325,0.79803596,4.06117911,2.31712644,0.05398779,3.07665031,1.60146777,0.43669173
-4.70935468,6.51044443,0.01776175,0.79196419,3.88134511,2.26505603,0.05151704,2.95039516,1.57905061,0.43517170
-4.70335168,6.32579509,0.01726993,0.78674306,3.70900665,2.21701110,0.04909456,2.82982638,1.55569244,0.43408508
-4.69734867,6.15202638,0.01679379,0.78238686,3.54510304,2.17337233,0.04673566,2.71550367,1.53142161,0.43341166
-4.69134567,5.98999591,0.01633863,0.77889621,3.39041063,2.13445392,0.04445365,2.60786994,1.50628568,0.43311766
-4.68534267,5.84034912,0.01590889,0.77626132,3.24555208,2.10049639,0.04225989,2.50725697,1.48035366,0.43315761
-4.67933967,5.70352804,0.01550817,0.77446541,3.11100732,2.07166080,0.04016396,2.41389270,1.45371687,0.43347684
-4.67333667,5.57978325,0.01513917,0.77348817,2.98712532,2.04802463,0.03817380,2.32790964,1.42648824,0.43401423
-4.66733367,5.46918847,0.01480367,0.77330928,2.87413589,2.02957967,0.03629588,2.24935377,1.39880029,0.43470518
-4.66133067,5.37165748,0.01450265,0.77391168,2.77216091,2.01623215,0.03453526,2.17819369,1.37080177,0.43548468
-4.65532766,5.28696279,0.01423629,0.77528473,2.68122496,2.00780519,0.03289585,2.11432963,1.34265342,0.43629043
-4.64932466,5.21475598,0.01400408,0.77742703,2.60126490,2.00404393,0.03138045,2.05760225,1.31452298,0.43706569
-4.64332166,5.15458959,0.01380497,0.78034883,2.53213901,2.00462319,0.02999090,2.00780113,1.28658007,0.43776199
