energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.63981991,3.11476333,0.05527044,0.47418121,1.10638789,0.93480146,0.76335525,0.44797374,1.44451145,0.00000000
-5.63381691,3.15037023,0.05414638,0.47860462,1.10077597,0.97138690,0.75597598,0.45289977,1.44552225,0.00000000
-5.62781391,3.18277494,0.05276911,0.48135654,1.09577812,1.00946941,0.74757423,0.45674663,1.44512794,0.00000000
-5.62181091,3.21273039,0.05117146,0.48241151,1.09176529,1.04924493,0.73848037,0.45956727,1.44384325,0.00000000
-5.61580790,3.24102049,0.04938862,0.48176077,1.08908489,1.09090593,0.72902718,0.46142367,1.44218767,0.00000000
-5.60980490,3.26843056,0.04745705,0.47941276,1.08804867,1.13463416,0.71953779,0.46238382,1.44066530,0.00000000
-5.60380190,3.29571910,0.04541324,0.47539360,1.08892128,1.18059366,0.71031410,0.46251882,1.43974556,0.00000000
-5.59779890,3.32359165,0.04329266,0.46974742,1.09191037,1.22892412,0.70162640,0.46190041,1.43984553,0.00000000
-5.59179590,3.35267769,0.04112882,0.46253645,1.09715840,1.27973476,0.69370440,0.46059880,1.44131457,0.00000000
-5.58579290,3.38351101,0.03895247,0.45384090,1.10473668,1.33309875,0.68672998,0.45868107,1.44442172,0.00000000
-5.57978989,3.41651415,0.03679097,0.44375836,1.11464172,1.38904834,0.68083197,0.45620999,1.44934635,0.00000000
-5.57378689,3.45198696,0.03466789,0.43240294,1.12679417,1.44757047,0.67608302,0.45324334,1.45617227,0.00000000
-5.56778389,3.49009944,0.03260275,0.41990378,1.14104030,1.50860327,0.67249857,0.44983368,1.46488549,0.00000000
-5.56178089,3.53088870,0.03061096,0.40640331,1.15715600,1.57203302,0.67003801,0.44602842,1.47537568,0.00000000
-5.55577789,3.57425987,0.02870394,0.39205493,1.17485302,1.63769194,0.66860783,0.44187027,1.48744104,0.00000000
-5.54977489,3.61999052,0.02688935,0.37702040,1.19378734,1.70535649,0.66806660,0.43739782,1.50079652,0.00000000
-5.54377189,3.66773826,0.02517147,0.36146694,1.21356919,1.77474643,0.66823155,0.43264628,1.51508490,0.00000000
-5.53776888,3.71705101,0.02355160,0.34556408,1.23377439,1.84552451,0.66888646,0.42764817,1.52989030,0.00000000
-5.53176588,3.76737947,0.02202855,0.32948052,1.25395653,1.91729690,0.66979063,0.42243405,1.54475360,0.00000000
-5.52576288,3.81809119,0.02059917,0.31338097,1.27365964,1.98961435,0.67068838,0.41703309,1.55918905,0.00000000
-5.51975988,3.86848599,0.01925884,0.29742313,1.29243074,2.06197427,0.67131898,0.41147342,1.57270163,0.00000000
-5.51375688,3.91781203,0.01800191,0.28175503,1.30983197,2.13382376,0.67142639,0.40578241,1.58480430,0.00000000
-5.50775388,3.96528236,0.01682219,0.26651261,1.32545184,2.20456375,0.67076870,0.39998667,1.59503455,0.00000000
-5.50175088,4.01009149,0.01571329,0.25181782,1.33891526,2.27355439,0.66912670,0.39411190,1.60296973,0.00000000
-5.49574787,4.05143179,0.01466895,0.23777713,1.34989206,2.34012189,0.66631147,0.38818262,1.60824050,0.00000000
-5.48974487,4.08850950,0.01368328,0.22448062,1.35810380,2.40356679,0.66217057,0.38222173,1.61054194,0.00000000
-5.48374187,4.12056024,0.01275098,0.21200143,1.36332877,2.46317387,0.65659280,0.37625013,1.60964209,0.00000000
-5.47773887,4.14686383,0.01186743,0.20039586,1.36540499,2.51822377,0.64951117,0.37028625,1.60538754,0.00000000
-5.47173587,4.16675852,0.01102878,0.18970381,1.36423148,2.56800603,0.64090423,0.36434576,1.59770609,0.00000000
-5.46573287,4.17965436,0.01023200,0.17994958,1.35976757,2.61183370,0.63079558,0.35844132,1.58660652,0.00000000
-5.45972986,4.18504587,0.00947481,0.17114311,1.35203073,2.64905901,0.61925181,0.35258257,1.57217548,0.00000000
-5.45372686,4.18252377,0.00875570,0.16328136,1.34109294,2.67908989,0.60637885,0.34677635,1.55457211,0.00000000
-5.44772386,4.17178563,0.00807381,0.15634999,1.32707590,2.70140679,0.59231705,0.34102712,1.53402044,0.00000000
-5.44172086,4.15264536,0.00742885,0.15032506,1.31014537,2.71557913,0.57723523,0.33533763,1.51080029,0.00000000
-5.43571786,4.12504116,0.00682105,0.14517491,1.29050495,2.72128092,0.56132403,0.32970978,1.48523702,0.00000000
-5.42971486,4.08904178,0.00625097,0.14086196,1.26838955,2.71830462,0.54478880,0.32414574,1.45769069,0.00000000
-5.42371186,4.04485055,0.00571948,0.13734453,1.24405880,2.70657269,0.52784243,0.31864900,1.42854521,0.00000000
-5.41770885,3.99280704,0.00522760,0.13457857,1.21779070,2.68614604,0.51069848,0.31322565,1.39819775,0.00000000
-5.41170585,3.93338580,0.00477642,0.13251923,1.18987563,2.65722884,0.49356470,0.30788545,1.36704891,0.00000000
-5.40570285,3.86719199,0.00436701,0.13112232,1.16061089,2.62016931,0.47663739,0.30264287,1.33549394,0.00000000
-5.39969985,3.79495372,0.00400033,0.13034559,1.13029593,2.57545601,0.46009669,0.29751776,1.30391514,0.00000000
-5.39369685,3.71751079,0.00367716,0.13014979,1.09922821,2.52370970,0.44410286,0.29253585,1.27267557,0.00000000
-5.38769385,3.63580012,0.00339801,0.13049952,1.06769981,2.46567089,0.42879367,0.28772877,1.24211409,0.00000000
-5.38169085,3.55083780,0.00316311,0.13136383,1.03599471,2.40218327,0.41428293,0.28313368,1.21254163,0.00000000
-5.37568784,3.46369835,0.00297233,0.13271658,1.00438668,2.33417376,0.40066000,0.27879245,1.18423859,0.00000000
-5.36968484,3.37549163,0.00282513,0.13453656,0.97313770,2.26262979,0.38799022,0.27475047,1.15745326,0.00000000
-5.36368184,3.28733799,0.00272057,0.13680738,0.94249687,2.18857473,0.37631612,0.27105497,1.13240089,0.00000000
-5.35767884,3.20034274,0.00265729,0.13951705,0.91269954,2.11304240,0.36565930,0.26775316,1.10926350,0.00000000
-5.35167584,3.11557048,0.00263347,0.14265745,0.88396683,2.03705174,0.35602267,0.26489001,1.08819002,0.00000000
-5.34567284,3.03402061,0.00264687,0.14622351,0.85650508,1.96158253,0.34739305,0.26250607,1.06929678,0.00000000
-5.33966983,2.95660457,0.00269483,0.15021226,0.83050548,1.88755318,0.33974388,0.26063523,1.05266818,0.00000000
-5.33366683,2.88412599,0.00277433,0.15462178,0.80614349,1.81580131,0.33303791,0.25930265,1.03835747,0.00000000
-5.32766383,2.81726413,0.00288199,0.15944998,0.78357821,1.74706778,0.32722991,0.25852301,1.02638765,0.00000000
-5.32166083,2.75656155,0.00301413,0.16469339,0.76295152,1.68198463,0.32226906,0.25829911,1.01675251,0.00000000
-5.31565783,2.70241600,0.00316687,0.17034594,0.74438700,1.62106709,0.31810128,0.25862097,1.00941765,0.00000000
-5.30965483,2.65507698,0.00333615,0.17639771,0.72798861,1.56470977,0.31467123,0.25946555,1.00432185,0.00000000
-5.30365183,2.61464675,0.00351785,0.18283381,0.71383912,1.51318682,0.31192414,0.26079691,1.00137845,0.00000000
-5.29764882,2.58108557,0.00370788,0.18963340,0.70199848,1.46665569,0.30980736,0.26256711,1.00047703,0.00000000
-5.29164582,2.55422074,0.00390223,0.19676874,0.69250193,1.42516405,0.30827173,0.26471756,1.00148534,0.00000000
-5.28564282,2.53375890,0.00409711,0.20420458,0.68535828,1.38865926,0.30727280,0.26718089,1.00425147,0.00000000
-5.27963982,2.51930085,0.00428901,0.21189764,0.68054824,1.35699975,0.30677177,0.26988319,1.00860628,0.00000000
-5.27363682,2.51035833,0.00447481,0.21979646,0.67802312,1.32996767,0.30673639,0.27274658,1.01436613,0.00000000
-5.26763382,2.50637190,0.00465183,0.22784144,0.67770394,1.30728222,0.30714164,0.27569191,1.02133585,0.00000000
-5.26163082,2.50672944,0.00481793,0.23596530,0.67948132,1.28861309,0.30797034,0.27864156,1.02931206,0.00000000
-5.25562781,2.51078469,0.00497153,0.24409375,0.68321610,1.27359349,0.30921356,0.28152209,1.03808669,0.00000000
-5.24962481,2.51787538,0.00511164,0.25214671,0.68874112,1.26183253,0.31087097,0.28426688,1.04745087,0.00000000
-5.24362181,2.52734068,0.00523794,0.26003974,0.69586405,1.25292662,0.31295106,0.28681831,1.05719917,0.00000000
-5.23761881,2.53853776,0.00535069,0.26768594,0.70437154,1.24646982,0.31547119,0.28912985,1.06713418,0.00000000
-5.23161581,2.55085741,0.00545076,0.27499823,0.71403466,1.24206310,0.31845769,0.29116763,1.07707143,0.00000000
-5.22561281,2.56373875,0.00553961,0.28189191,0.72461553,1.23932247,0.32194569,0.29291173,1.08684464,0.00000000
-5.21960980,2.57668285,0.00561919,0.28828749,0.73587512,1.23788624,0.32597897,0.29435704,1.09631139,0.00000000
-5.21360680,2.58926543,0.00569192,0.29411380,0.74758182,1.23742137,0.33060977,0.29551377,1.10535877,0.00000000
-5.20760380,2.60114851,0.00576056,0.29931103,0.75952073,1.23762909,0.33589838,0.29640758,1.11390924,0.00000000
-5.20160080,2.61209073,0.00582819,0.30383385,0.77150293,1.23824987,0.34191275,0.29707937,1.12192614,0.00000000
-5.19559780,2.62195619,0.00589809,0.30765427,0.78337455,1.23906762,0.34872786,0.29758473,1.12941874,0.00000000
-5.18959480,2.63072125,0.00597364,0.31076408,0.79502500,1.23991337,0.35642499,0.29799303,1.13644638,0.00000000
-5.18359180,2.63847887,0.00605825,0.31317679,0.80639374,1.24066787,0.36509063,0.29838619,1.14312138,0.00000000
-5.17758879,2.64543970,0.00615524,0.31492885,0.81747523,1.24126340,0.37481509,0.29885708,1.14961012,0.00000000
-5.17158579,2.65192951,0.00626781,0.31607995,0.82832151,1.24168413,0.38569072,0.29950744,1.15613208,0.00000000
-5.16558279,2.65838207,0.00639888,0.31671240,0.83904187,1.24196510,0.39780956,0.30044556,1.16295633,0.00000000
-5.15957979,2.66532717,0.00655108,0.31692929,0.84979969,1.24218936,0.41126043,0.30178333,1.17039529,0.00000000
-5.15357679,2.67337331,0.00672662,0.31685171,0.86080589,1.24248322,0.42612540,0.30363300,1.17879543,0.00000000
-5.14757379,2.68318510,0.00692724,0.31661477,0.87230948,1.24300941,0.44247564,0.30610345,1.18852521,0.00000000
-5.14157079,2.69545552,0.00715413,0.31636268,0.88458510,1.24395804,0.46036665,0.30929608,1.19996005,0.00000000
-5.13556778,2.71087369,0.00740785,0.31624294,0.89791818,1.24553580,0.47983310,0.31330049,1.21346516,0.00000000
-5.12956478,2.73008915,0.00768828,0.31640003,0.91258836,1.24795322,0.50088321,0.31818995,1.22937642,0.00000000
-5.12356178,2.75367399,0.00799458,0.31696863,0.92885174,1.25141079,0.52349319,0.32401686,1.24798037,0.00000000
-5.11755878,2.78208447,0.00832509,0.31806695,0.94692309,1.25608433,0.54760178,0.33080849,1.26949414,0.00000000
-5.11155578,2.81562410,0.00867734,0.31979025,0.96695884,1.26211030,0.57310540,0.33856311,1.29404636,0.00000000
-5.10555278,2.85441023,0.00904800,0.32220515,0.98904187,1.26957185,0.59985418,0.34724680,1.32166023,0.00000000
-5.09954977,2.89834626,0.00943291,0.32534481,1.01316900,1.27848642,0.62764923,0.35679118,1.35223979,0.00000000
-5.09354677,2.94710142,0.00982710,0.32920556,1.03924219,1.28879570,0.65624156,0.36709232,1.38556048,0.00000000
-5.08754377,3.00009978,0.01022482,0.33374492,1.06706380,1.30035866,0.68533295,0.37801096,1.42126470,0.00000000
-5.08154077,3.05651996,0.01061967,0.33888146,1.09633673,1.31294829,0.71457893,0.38937414,1.45886324,0.00000000
-5.07553777,3.11530615,0.01100467,0.34449637,1.12666939,1.32625240,0.74359402,0.40097848,1.49774271,0.00000000
-5.06953477,3.17519081,0.01137245,0.35043685,1.15758560,1.33987891,0.77195929,0.41259485,1.53717908,0.00000000
-5.06353177,3.23472842,0.01171541,0.35652122,1.18853894,1.35336532,0.79923195,0.42397459,1.57635703,0.00000000
-5.05752876,3.29233934,0.01202592,0.36254545,1.21893106,1.36619234,0.82495689,0.43485682,1.61439437,0.00000000
-5.05152576,3.34636187,0.01229658,0.36829089,1.24813295,1.37780096,0.84867958,0.44497679,1.65037067,0.00000000
-5.04552276,3.39511030,0.01252037,0.37353286,1.27550824,1.38761237,0.86995987,0.45407480,1.68335858,0.00000000
-5.03951976,3.43693611,0.01269098,0.37804960,1.30043724,1.39504965,0.88838614,0.46190532,1.71245668,0.00000000
-5.03351676,3.47028951,0.01280295,0.38163126,1.32234050,1.39956016,0.90358897,0.46824587,1.73682204,0.00000000
-5.02751376,3.49377797,0.01285192,0.38408831,1.34070065,1.40063762,0.91525379,0.47290521,1.75570091,0.00000000
-5.02151076,3.50621899,0.01283479,0.38525921,1.35508134,1.39784254,0.92313179,0.47573051,1.76845616,0.00000000
-5.01550775,3.50668427,0.01274982,0.38501663,1.36514233,1.39082007,0.92704848,0.47661287,1.77458980,0.00000000
-5.00950475,3.49453307,0.01259675,0.38327223,1.37064995,1.37931431,0.92690954,0.47549130,1.77375978,0.00000000
-5.00350175,3.46943322,0.01237682,0.37997963,1.37148250,1.36317830,0.92270349,0.47235451,1.76579011,0.00000000
-4.99749875,3.43136869,0.01209272,0.37513544,1.36763031,1.34237930,0.91450125,0.46724073,1.75067387,0.00000000
-4.99149575,3.38063372,0.01174853,0.36877842,1.35919076,1.31699912,0.90245238,0.46023547,1.72856922,0.00000000
-4.98549275,3.31781410,0.01134960,0.36098684,1.34635855,1.28722955,0.88677844,0.45146727,1.69978875,0.00000000
-4.97948974,3.24375680,0.01090234,0.35187419,1.32941202,1.25336335,0.86776372,0.44110183,1.66478283,0.00000000
-4.97348674,3.15953000,0.01041403,0.34158362,1.30869645,1.21578133,0.84574398,0.42933472,1.62411814,0.00000000
-4.96748374,3.06637598,0.00989256,0.33028128,1.28460532,1.17493633,0.82109364,0.41638315,1.57845268,0.00000000
-4.96148074,2.96565942,0.00934619,0.31814914,1.25756080,1.13133509,0.79421239,0.40247719,1.52850850,0.00000000
-4.95547774,2.85881421,0.00878330,0.30537753,1.22799455,1.08551904,0.76551165,0.38785094,1.47504395,0.00000000
-4.94947474,2.74729142,0.00821212,0.29215787,1.19632985,1.03804498,0.73540177,0.37273412,1.41882659,0.00000000
-4.94347174,2.63251108,0.00764048,0.27867593,1.16296616,0.98946675,0.70428042,0.35734438,1.36060835,0.00000000
-4.93746873,2.51582001,0.00707565,0.26510590,1.12826659,0.94031862,0.67252277,0.34188083,1.30110380,0.00000000
-4.93146573,2.39845740,0.00652418,0.25160554,1.09254900,0.89110124,0.64047373,0.32651894,1.24097257,0.00000000
-4.92546273,2.28152921,0.00599170,0.23831259,1.05608088,0.84227053,0.60844260,0.31140703,1.18080635,0.00000000
-4.91945973,2.16599213,0.00548291,0.22534245,1.01907795,0.79422993,0.57669994,0.29666444,1.12112078,0.00000000
-4.91345673,2.05264681,0.00500152,0.21278724,0.98170628,0.74732595,0.54547692,0.28238127,1.06235208,0.00000000
-4.90745373,1.94213990,0.00455023,0.20071604,0.94408747,0.70184702,0.51496656,0.26861969,1.00485809,0.00000000
-4.90145073,1.83497374,0.00413081,0.18917624,0.90630624,0.65802526,0.48532680,0.25541651,0.94892325,0.00000000
-4.89544772,1.73152230,0.00374413,0.17819589,0.86841974,0.61604064,0.45668486,0.24278683,0.89476648,0.00000000
-4.88944472,1.63205153,0.00339028,0.16778658,0.83046771,0.57602714,0.42914254,0.23072841,0.84255145,0.00000000
-4.88344172,1.53674251,0.00306870,0.15794690,0.79248276,0.53808012,0.40278180,0.21922648,0.79239794,0.00000000
-4.87743872,1.44571535,0.00277826,0.14866602,0.75450012,0.50226432,0.37767048,0.20825860,0.74439368,0.00000000
-4.87143572,1.35905230,0.00251743,0.13992721,0.71656603,0.46862194,0.35386745,0.19779936,0.69860566,0.00000000
-4.86543272,1.27681852,0.00228439,0.13171112,0.67874449,0.43718009,0.33142703,0.18782453,0.65509015,0.00000000
-4.85942971,1.19907927,0.00207715,0.12399866,0.64112188,0.40795731,0.31040246,0.17831460,0.61390106,0.00000000
-4.85342671,1.12591273,0.00189365,0.11677327,0.60380935,0.38096874,0.29084802,0.16925735,0.57509598,0.00000000
-4.84742371,1.05741787,0.00173185,0.11002255,0.56694290,0.35622966,0.27282003,0.16064954,0.53873981,0.00000000
-4.84142071,0.99371727,0.00158978,0.10373922,0.53068139,0.33375736,0.25637646,0.15249756,0.50490601,0.00000000
-4.83541771,0.93495506,0.00146562,0.09792137,0.49520257,0.31357144,0.24157550,0.14481711,0.47367535,0.00000000
-4.82941471,0.88129042,0.00135773,0.09257216,0.46069768,0.29569237,0.22847296,0.13763208,0.44513263,0.00000000
-4.82341171,0.83288748,0.00126462,0.08769886,0.42736495,0.28013895,0.21711898,0.13097256,0.41936174,0.00000000
-4.81740870,0.78990241,0.00118500,0.08331156,0.39540239,0.26692454,0.20755413,0.12487235,0.39643931,0.00000000
-4.81140570,0.75246881,0.00111773,0.07942153,0.36500054,0.25605271,0.19980526,0.11936605,0.37642772,0.00000000
-4.80540270,0.72068250,0.00106182,0.07603942,0.33633548,0.24751256,0.19388130,0.11448599,0.35936789,0.00000000
-4.79939970,0.69458677,0.00101638,0.07317337,0.30956249,0.24127409,0.18976944,0.11025910,0.34527229,0.00000000
-4.79339670,0.67415917,0.00098060,0.07082737,0.28481078,0.23728397,0.18743176,0.10670408,0.33411885,0.00000000
-4.78739370,0.65930064,0.00095373,0.06899966,0.26217956,0.23546216,0.18680274,0.10382887,0.32584603,0.00000000
-4.78139070,0.64982798,0.00093499,0.06768158,0.24173541,0.23569952,0.18778765,0.10162871,0.32034955,0.00000000
-4.77538769,0.64546994,0.00092363,0.06685676,0.22351132,0.23785678,0.19026222,0.10008477,0.31748089,0.00000000
-4.76938469,0.64586760,0.00091884,0.06650074,0.20750723,0.24176486,0.19407340,0.09916353,0.31704792,0.00000000
-4.76338169,0.65057895,0.00091975,0.06658111,0.19369187,0.24722683,0.19904153,0.09881693,0.31881748,0.00000000
-4.75737869,0.65908777,0.00092545,0.06705808,0.18200605,0.25402129,0.20496369,0.09898320,0.32252014,0.00000000
-4.75137569,0.67081639,0.00093496,0.06788544,0.17236691,0.26190721,0.21161823,0.09958846,0.32785670,0.00000000
-4.74537269,0.68514188,0.00094727,0.06901201,0.16467293,0.27063001,0.21877043,0.10054891,0.33450641,0.00000000
-4.73936968,0.70141500,0.00096132,0.07038326,0.15880956,0.27992865,0.22617894,0.10177351,0.34213644,0.00000000
-4.73336668,0.71898091,0.00097602,0.07194324,0.15465495,0.28954330,0.23360283,0.10316713,0.35041220,0.00000000
-4.72736368,0.73720091,0.00099034,0.07363654,0.15208564,0.29922351,0.24080895,0.10463382,0.35900811,0.00000000
-4.72136068,0.75547395,0.00100323,0.07541029,0.15098185,0.30873605,0.24757939,0.10608029,0.36761824,0.00000000
-4.71535768,0.77325698,0.00101375,0.07721598,0.15123208,0.31787250,0.25371851,0.10741917,0.37596636,0.00000000
-4.70935468,0.79008303,0.00102103,0.07901115,0.15273690,0.32645578,0.25905940,0.10857209,0.38381489,0.00000000
-4.70335168,0.80557625,0.00102431,0.08076068,0.15541161,0.33434550,0.26346939,0.10947239,0.39097227,0.00000000
-4.69734867,0.81946285,0.00102297,0.08243770,0.15918771,0.34144177,0.26685433,0.11006725,0.39729847,0.00000000
-4.69134567,0.83157759,0.00101657,0.08402409,0.16401314,0.34768716,0.26916145,0.11031924,0.40270822,0.00000000
-4.68534267,0.84186527,0.00100479,0.08551043,0.16985125,0.35306682,0.27038065,0.11020719,0.40717181,0.00000000
-4.67933967,0.85037718,0.00098751,0.08689559,0.17667851,0.35760653,0.27054404,0.10972634,0.41071348,0.00000000
-4.67333667,0.85726253,0.00096476,0.08818573,0.18448121,0.36136893,0.26972388,0.10888777,0.41340726,0.00000000
-4.66733367,0.86275538,0.00093674,0.08939300,0.19325123,0.36444799,0.26802885,0.10771714,0.41537068,0.00000000
-4.66133067,0.86715758,0.00090378,0.09053387,0.20298106,0.36696198,0.26559890,0.10625289,0.41675645,0.00000000
-4.65532766,0.87081864,0.00086637,0.09162723,0.21365857,0.36904548,0.26259883,0.10454388,0.41774260,0.00000000
-4.64932466,0.87411354,0.00082509,0.09269242,0.22526157,0.37084053,0.25921098,0.10264667,0.41852160,0.00000000
-4.64332166,0.87741956,0.00078058,0.09374721,0.23775264,0.37248777,0.25562724,0.10062255,0.41928889,0.00000000
