energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.59779890,11.37391450,1.27259327,5.76604146,0.01650486,0.62041075,2.67807644,1.43598712,0.07053695,2.93346362
-5.59179590,11.73615528,1.31611178,5.95010561,0.01667906,0.64506693,2.77618991,1.48849076,0.07366542,3.01135915
-5.58579290,12.08491997,1.35694869,6.12888665,0.01679966,0.66987713,2.86950678,1.54023109,0.07665842,3.08265510
-5.57978989,12.41371568,1.39425669,6.29939631,0.01686075,0.69446849,2.95624759,1.59020551,0.07945735,3.14568333
-5.57378689,12.71653540,1.42726738,6.45882188,0.01685766,0.71850856,3.03478262,1.63747635,0.08200741,3.19893941
-5.56778389,12.98801962,1.45531342,6.60459900,0.01678709,0.74171573,3.10368033,1.68119560,0.08425873,3.24112449
-5.56178089,13.22360178,1.47784739,6.73447874,0.01664736,0.76386874,3.16175125,1.72062776,0.08616736,3.27118086
-5.55577789,13.41963224,1.49445708,6.84658642,0.01643849,0.78481498,3.20808599,1.75517003,0.08769607,3.28832021
-5.54977489,13.57347670,1.50487637,6.93947027,0.01616230,0.80447712,3.24208564,1.78436909,0.08881511,3.29204350
-5.54377189,13.68358511,1.50899157,7.01213776,0.01582244,0.82285788,3.26348357,1.80793390,0.08950266,3.28215192
-5.53776888,13.74952842,1.50684295,7.06407842,0.01542427,0.84004265,3.27235735,1.82574403,0.08974519,3.25874859
-5.53176588,13.77200147,1.49862142,7.09527175,0.01497483,0.85619959,3.26913034,1.83785319,0.08953757,3.22223105
-5.52576288,13.75279135,1.48466076,7.10617985,0.01448257,0.87157720,3.25456239,1.84448756,0.08888301,3.17327506
-5.51975988,13.69471201,1.46542541,7.09772468,0.01395721,0.88649909,3.22972980,1.84603903,0.08779279,3.11281030
-5.51375688,13.60150676,1.44149479,7.07125054,0.01340939,0.90135603,3.19599486,1.84305334,0.08628581,3.04198901
-5.50775388,13.47772189,1.41354433,7.02847292,0.01285039,0.91659526,3.15496572,1.83621332,0.08438800,2.96214888
-5.50175088,13.32855520,1.38232423,6.97141535,0.01229181,0.93270725,3.10844791,1.82631778,0.08213155,2.87477153
-5.49574787,13.15968459,1.34863663,6.90233656,0.01174521,0.95021018,3.05838874,1.81425648,0.07955403,2.78143805
-5.48974487,12.97708224,1.31331194,6.82365046,0.01122173,0.96963243,3.00681663,1.80098198,0.07669743,2.68378329
-5.48374187,12.78682077,1.27718515,6.73784182,0.01073182,0.99149367,2.95577704,1.78747907,0.07360710,2.58345030
-5.47773887,12.59487765,1.24107294,6.64738084,0.01028488,1.01628490,2.90726747,1.77473283,0.07033065,2.48204649
-5.47173587,12.40694461,1.20575209,6.55463966,0.00988900,1.04444821,2.86317335,1.76369624,0.06691685,2.38110275
-5.46573287,12.22824830,1.17193992,6.46181393,0.00955074,1.07635682,2.82520734,1.75525828,0.06341455,2.28203676
-5.45972986,12.06338820,1.14027718,6.37085235,0.00927489,1.11229619,2.79485385,1.75021370,0.05987159,2.18612139
-5.45372686,11.91619704,1.11131374,6.28339656,0.00906440,1.15244678,2.77332084,1.74923535,0.05633383,2.09445892
-5.44772386,11.78962833,1.08549742,6.20073372,0.00892026,1.19686934,2.76150045,1.75285003,0.05284425,2.00796160
-5.44172086,11.68567449,1.06316600,6.12376314,0.00884151,1.24549319,2.75993986,1.76141877,0.04944213,1.92733879
-5.43571786,11.60531797,1.04454254,6.05297818,0.00882526,1.29810819,2.76882332,1.77512226,0.04616245,1.85309066
-5.42971486,11.54851683,1.02973388,5.98846360,0.00886680,1.35436097,2.78796598,1.79395193,0.04303529,1.78550837
-5.42371186,11.51422471,1.01873229,5.92990829,0.00895979,1.41375553,2.81681970,1.81770728,0.04008550,1.72468022
-5.41770885,11.50044429,1.01141996,5.87663252,0.00909641,1.47565873,2.85449059,1.84599945,0.03733249,1.67050335
-5.41170585,11.50431183,1.00757620,5.82762819,0.00926767,1.53931057,2.89976777,1.87826128,0.03479016,1.62270031
-5.40570285,11.52220973,1.00688687,5.78161042,0.00946366,1.60383916,2.95116213,1.91376343,0.03246700,1.58083964
-5.39969985,11.54990274,1.00895596,5.73707804,0.00967391,1.66828011,3.00695407,1.95163632,0.03036634,1.54435972
-5.39369685,11.58269299,1.01331869,5.69238043,0.00988767,1.73159988,3.06524829,1.99089706,0.02848671,1.51259502
-5.38769385,11.61558823,1.01945598,5.64578810,0.01009430,1.79272239,3.12403401,2.03048068,0.02682234,1.48480371
-5.38169085,11.64347727,1.02680975,5.59556399,0.01028359,1.85055810,3.18124846,2.06927456,0.02536375,1.46019595
-5.37568784,11.66130664,1.03479885,5.54003301,0.01044608,1.90403460,3.23484156,2.10615484,0.02409840,1.43796181
-5.36968484,11.66425218,1.04283496,5.47764692,0.01057333,1.95212770,3.28283974,2.14002366,0.02301139,1.41729815
-5.36368184,11.64787990,1.05033833,5.40704262,0.01065822,1.99389195,3.32340664,2.16984576,0.02208618,1.39743364
-5.35767884,11.60829070,1.05675285,5.32709150,0.01069509,2.02848935,3.35489887,2.19468321,0.02130534,1.37765134
-5.35167584,11.54224415,1.06156016,5.23693874,0.01067996,2.05521537,3.37591504,2.21372688,0.02065120,1.35730825
-5.34567284,11.44725765,1.06429233,5.13603106,0.01061057,2.07352114,3.38533642,2.22632356,0.02010654,1.33585132
-5.33966983,11.32167792,1.06454297,5.02413280,0.01048643,2.08303106,3.38235817,2.23199759,0.01965511,1.31282980
-5.33366683,11.16472301,1.06197637,4.90132989,0.01030880,2.08355504,3.36651021,2.23046631,0.01928214,1.28790344
-5.32766383,10.97649423,1.05633447,4.76802237,0.01008059,2.07509503,3.33766709,2.22164854,0.01897468,1.26084675
-5.32166083,10.75795826,1.04744150,4.62490618,0.00980621,2.05784543,3.29604703,2.20566601,0.01872192,1.23154913
-5.31565783,10.51090100,1.03520619,4.47294554,0.00949139,2.03218751,3.24220005,2.18283754,0.01851529,1.20001122
-5.30965483,10.23785574,1.01962149,4.31333732,0.00914298,1.99867798,3.17698613,2.15366629,0.01834850,1.16633770
-5.30365183,9.94200905,1.00076180,4.14746943,0.00876867,1.95803215,3.10154404,2.11882070,0.01821750,1.13072695
-5.29764882,9.62708847,0.97877795,3.97687486,0.00837677,1.91110236,3.01725242,2.07910982,0.01812026,1.09345806
-5.29164582,9.29723687,0.95389002,3.80318364,0.00797590,1.85885259,2.92568431,2.03545419,0.01805652,1.05487581
-5.28564282,8.95687840,0.92637837,3.62807443,0.00757478,1.80233001,2.82855693,1.98885344,0.01802750,1.01537430
-5.27963982,8.61058138,0.89657313,3.45322788,0.00718198,1.74263471,2.72767841,1.94035192,0.01803546,0.97537979
-5.27363682,8.26292327,0.86484268,3.28028319,0.00680572,1.68088856,2.62489340,1.89100387,0.01808338,0.93533356
-5.26763382,7.91836249,0.83158143,3.11079959,0.00645371,1.61820441,2.52202918,1.84183945,0.01817448,0.89567546
-5.26163082,7.58112170,0.79719749,2.94622371,0.00613301,1.55565645,2.42084409,1.79383301,0.01831188,0.85682870
-5.25562781,7.25508614,0.76210061,2.78786393,0.00584998,1.49425299,2.32297983,1.74787480,0.01849824,0.81918651
-5.24962481,6.94372020,0.72669090,2.63687210,0.00561018,1.43491208,2.22991894,1.70474719,0.01873548,0.78310109
-5.24362181,6.65000438,0.69134866,2.49423299,0.00541846,1.37844103,2.14294882,1.66510607,0.01902457,0.74887530
-5.23761881,6.37639375,0.65642573,2.36076130,0.00527894,1.32552004,2.06313286,1.62946817,0.01936536,0.71675714
-5.23161581,6.12479842,0.62223854,2.23710578,0.00519513,1.27669049,1.99128974,1.59820441,0.01975658,0.68693723
-5.22561281,5.89658523,0.58906308,2.12375984,0.00517002,1.23234787,1.92798087,1.57153923,0.02019583,0.65954918
-5.21960980,5.69259921,0.55713187,2.02107772,0.00520620,1.19273949,1.87350630,1.54955575,0.02067970,0.63467255
-5.21360680,5.51320261,0.52663286,1.92929493,0.00530605,1.15796669,1.82790882,1.53220601,0.02120397,0.61233826
-5.20760380,5.35832841,0.49771006,1.84855185,0.00547182,1.12799132,1.79098580,1.51932559,0.02176384,0.59253579
-5.20160080,5.22754505,0.47046591,1.77891895,0.00570581,1.10264594,1.76230803,1.51065168,0.02235419,0.57522171
-5.19559780,5.12012844,0.44496483,1.72042233,0.00601051,1.08164735,1.74124476,1.50584341,0.02296985,0.56032907
-5.18959480,5.03513746,0.42123782,1.67306801,0.00638865,1.06461261,1.72699372,1.50450343,0.02360594,0.54777687
-5.18359180,4.97148896,0.39928769,1.63686380,0.00684335,1.05107708,1.71861512,1.50619949,0.02425803,0.53747908
-5.17758879,4.92802856,0.37909456,1.61183752,0.00737807,1.04051365,1.71506797,1.51048498,0.02492245,0.52935278
-5.17158579,4.90359405,0.36062123,1.59805045,0.00799671,1.03235247,1.71524779,1.51691751,0.02559635,0.52332479
-5.16558279,4.89706844,0.34381822,1.59560541,0.00870349,1.02600052,1.71802397,1.52507468,0.02627784,0.51933653
-5.15957979,4.90742068,0.32862818,1.60464885,0.00950288,1.02086038,1.72227571,1.53456649,0.02696594,0.51734691
-5.15357679,4.93373263,0.31498949,1.62536674,0.01039947,1.01634759,1.72692533,1.54504405,0.02766054,0.51733306
-5.14757379,4.97521158,0.30283889,1.65797440,0.01139779,1.01190626,1.73096777,1.55620439,0.02836223,0.51928896
-5.14157079,5.03118868,0.29211324,1.70270064,0.01250202,1.00702234,1.73349560,1.56779160,0.02907203,0.52322224
-5.13556778,5.10110415,0.28275031,1.75976685,0.01371579,1.00123451,1.73371875,1.57959460,0.02979121,0.52914926
-5.12956478,5.18448106,0.27468881,1.82936207,0.01504181,0.99414249,1.73097872,1.59144194,0.03052089,0.53708907
-5.12356178,5.28088988,0.26786775,1.91161531,0.01648157,0.98541259,1.72475705,1.60319461,0.03126177,0.54705642
-5.11755878,5.38990668,0.26222534,2.00656625,0.01803495,0.97478085,1.71467812,1.61473729,0.03201381,0.55905463
-5.11155578,5.51106811,0.25769766,2.11413621,0.01969988,0.96205375,1.70050682,1.62596917,0.03277591,0.57306855
-5.10555278,5.64382631,0.25421732,2.23410071,0.02147201,0.94710673,1.68214146,1.63679502,0.03354569,0.58905827
-5.09954977,5.78750722,0.25171221,2.36606540,0.02334437,0.92988105,1.65960277,1.64711735,0.03431931,0.60695392
-5.09354677,5.94127520,0.25010471,2.50944675,0.02530712,0.91037909,1.63301980,1.65683037,0.03509137,0.62665197
-5.08754377,6.10410677,0.24931130,2.66345911,0.02734734,0.88865855,1.60261370,1.66581627,0.03585487,0.64801328
-5.08154077,6.27477581,0.24924281,2.82710906,0.02944889,0.86482598,1.56868034,1.67394423,0.03660131,0.67086307
-5.07553777,6.45185166,0.24980526,2.99919814,0.03159245,0.83902983,1.53157262,1.68107243,0.03732083,0.69499291
-5.06953477,6.63371123,0.25090136,3.17833444,0.03375557,0.81145347,1.49168341,1.68705297,0.03800246,0.72016458
-5.06353177,6.81856524,0.25243261,3.36295313,0.03591293,0.78230827,1.44942981,1.69173955,0.03863441,0.74611578
-5.05752876,7.00449784,0.25430190,3.55134579,0.03803667,0.75182707,1.40523930,1.69499771,0.03920447,0.77256728
-5.05152576,7.18951848,0.25641648,3.74169765,0.04009691,0.72025807,1.35953821,1.69671676,0.03970044,0.79923128
-5.04552276,7.37162359,0.25869125,3.93213179,0.04206236,0.68785934,1.31274270,1.69682323,0.04011050,0.82582059
-5.03951976,7.54886560,0.26105212,4.12075843,0.04390107,0.65489384,1.26525233,1.69529462,0.04042374,0.85205811
-5.03351676,7.71942587,0.26343932,4.30572771,0.04558120,0.62162510,1.21744617,1.69217301,0.04063052,0.87768621
-5.02751376,7.88168799,0.26581055,4.48528339,0.04707200,0.58831346,1.16968102,1.68757754,0.04072292,0.90247554
-5.02151076,8.03430749,0.26814374,4.65781536,0.04834464,0.55521281,1.12229159,1.68171495,0.04069504,0.92623289
-5.01550775,8.17627442,0.27043935,4.82190821,0.04937321,0.52256781,1.07559207,1.67488757,0.04054332,0.94880759
-5.00950475,8.30696489,0.27272210,4.97638359,0.05013551,0.49061147,1.02987864,1.66749803,0.04026672,0.97009634
-5.00350175,8.42617846,0.27504200,5.12033393,0.05061393,0.45956317,0.98543241,1.66005015,0.03986685,0.99004602
-4.99749875,8.53415876,0.27747459,5.25314571,0.05079606,0.42962683,0.94252233,1.65314577,0.03934799,1.00865452
-4.99149575,8.63159524,0.28012046,5.37451065,0.05067522,0.40098948,0.90140771,1.64747719,0.03871702,1.02596939
-4.98549275,8.71960516,0.28310389,5.48442384,0.05025078,0.37381992,0.86233985,1.64381529,0.03798329,1.04208446
-4.97948974,8.79969544,0.28657062,5.58316863,0.04952834,0.34826762,0.82556270,1.64299346,0.03715834,1.05713461
-4.97348674,8.87370532,0.29068490,5.67128829,0.04851958,0.32446182,0.79131222,1.64588762,0.03625559,1.07128874
-4.96748374,8.94373171,0.29562564,5.74954581,0.04724199,0.30251073,0.75981448,1.65339298,0.03528997,1.08474144
-4.96148074,9.01203974,0.30158191,5.81887334,0.04571841,0.28250096,0.73128260,1.66639800,0.03427747,1.09770367
-4.95547774,9.08096224,0.30874773,5.88031353,0.04397630,0.26449705,0.70591240,1.68575647,0.03323469,1.11039272
-4.94947474,9.15279234,0.31731631,5.93495583,0.04204695,0.24854117,0.68387728,1.71225854,0.03217833,1.12302207
-4.94347174,9.22967373,0.32747384,5.98387056,0.03996452,0.23465306,0.66532240,1.74660160,0.03112473,1.13579140
-4.93746873,9.31349371,0.33939293,6.02804449,0.03776503,0.22283004,0.65035851,1.78936213,0.03008941,1.14887719
-4.93146573,9.40578389,0.35322593,6.06832107,0.03548529,0.21304729,0.63905590,1.84096944,0.02908666,1.16242429
-4.92546273,9.50763327,0.36909821,6.10534858,0.03316188,0.20525833,0.63143859,1.90168228,0.02812914,1.17653873
-4.91945973,9.61961800,0.38710172,6.13953921,0.03083017,0.19939568,0.62747942,1.97156937,0.02722763,1.19128202
-4.91345673,9.74175146,0.40728889,6.17104125,0.02852340,0.19537179,0.62709611,2.05049456,0.02639080,1.20666704
-4.90745373,9.87345731,0.42966732,6.19972610,0.02627191,0.19308029,0.63014878,2.13810744,0.02562505,1.22265577
-4.90145073,10.01356724,0.45419517,6.22519112,0.02410254,0.19239738,0.63643900,2.23383996,0.02493449,1.23915877
-4.89544772,10.16034407,0.48077790,6.24677811,0.02203811,0.19318370,0.64571074,2.33690946,0.02432097,1.25603649
-4.88944472,10.31152958,0.50926613,6.26360698,0.02009719,0.19528634,0.65765321,2.44632830,0.02378417,1.27310231
-4.88344172,10.46441545,0.53945521,6.27462266,0.01829390,0.19854125,0.67190563,2.56092014,0.02332182,1.29012716
-4.87743872,10.61593442,0.57108636,6.27865306,0.01663795,0.20277589,0.68806393,2.67934245,0.02292992,1.30684574
-4.87143572,10.76276813,0.60384960,6.27447516,0.01513483,0.20781215,0.70568919,2.80011491,0.02260303,1.32296399
-4.86543272,10.90146701,0.63738858,6.26088568,0.01378608,0.21346950,0.72431765,2.92165295,0.02233459,1.33816783
-4.85942971,11.02857729,0.67130709,6.23677282,0.01258971,0.21956828,0.74347196,3.04230526,0.02211724,1.35213277
-4.85342671,11.14076977,0.70517732,6.20118536,0.01154061,0.22593303,0.76267329,3.16039443,0.02194320,1.36453428
-4.84742371,11.23496486,0.73854950,6.15339548,0.01063114,0.23239589,0.78145395,3.27425908,0.02180452,1.37505875
-4.84142071,11.30844883,0.77096284,6.09295241,0.00985161,0.23879986,0.79937000,3.38229628,0.02169342,1.38341453
-4.83541771,11.35897640,0.80195721,6.01972399,0.00919086,0.24500180,0.81601338,3.48300264,0.02160254,1.38934303
-4.82941471,11.38485554,0.83108532,5.93392439,0.00863677,0.25087524,0.83102317,3.57501260,0.02152515,1.39262936
-4.82341171,11.38501140,0.85792486,5.83612676,0.00817675,0.25631270,0.84409541,3.65713259,0.02145531,1.39311226
-4.81740870,11.35902679,0.88209019,5.72726028,0.00779818,0.26122750,0.85499114,3.72836969,0.02138802,1.39069293
-4.81140570,11.30715826,0.90324301,5.60859222,0.00748880,0.26555504,0.86354236,3.78795391,0.02131926,1.38534246
-4.80540270,11.23032738,0.92110175,5.48169587,0.00723700,0.26925346,0.86965558,3.83535311,0.02124601,1.37710737
-4.79939970,11.13008824,0.93544907,5.34840618,0.00703209,0.27230358,0.87331285,3.87028030,0.02116627,1.36611314
-4.79339670,11.00857296,0.94613739,5.21076541,0.00686445,0.27470820,0.87457019,3.89269299,0.02107896,1.35256522
-4.78739370,10.86841772,0.95309204,5.07096113,0.00672568,0.27649072,0.87355350,3.90278504,0.02098387,1.33674750
-4.78139070,10.71267290,0.95631204,4.93125951,0.00660865,0.27769311,0.87045209,3.90097125,0.02088153,1.31901799
-4.77538769,10.54470079,0.95586840,4.79393651,0.00650743,0.27837338,0.86551011,3.88786578,0.02077310,1.29980176
-4.76938469,10.36806521,0.95190018,4.66120963,0.00641737,0.27860251,0.85901627,3.86425536,0.02066021,1.27958113
-4.76338169,10.18641709,0.94460839,4.53517268,0.00633488,0.27846101,0.85129210,3.83106861,0.02054486,1.25888340
-4.75737869,10.00338012,0.93424809,4.41773549,0.00625742,0.27803527,0.84267952,3.78934283,0.02042927,1.23826643
-4.75137569,9.82244043,0.92111904,4.31057051,0.00618331,0.27741372,0.83352793,3.74018972,0.02031573,1.21830243
-4.74537269,9.64684372,0.90555542,4.21506729,0.00611162,0.27668305,0.82418147,3.68476145,0.02020650,1.19956059
-4.73936968,9.47950319,0.88791486,4.13229618,0.00604197,0.27592453,0.81496699,3.62421835,0.02010370,1.18258913
-4.73336668,9.32292067,0.86856748,4.06298151,0.00597443,0.27521066,0.80618299,3.55969930,0.02000923,1.16789744
-4.72736368,9.17912321,0.84788521,4.00748497,0.00590935,0.27460213,0.79809019,3.49229594,0.01992467,1.15593907
-4.72136068,9.04961671,0.82623183,3.96579893,0.00584725,0.27414540,0.79090384,3.42303109,0.01985126,1.14709612
-4.71535768,8.93535756,0.80395412,3.93754996,0.00578871,0.27387077,0.78478809,3.35284203,0.01978986,1.14166600
-4.70935468,8.83674291,0.78137431,3.92201212,0.00573424,0.27379118,0.77985266,3.28256873,0.01974091,1.13985071
-4.70335168,8.75361944,0.75878404,3.91812981,0.00568430,0.27390172,0.77615169,3.21294687,0.01970451,1.14174961
-4.69734867,8.68531018,0.73643996,3.92454965,0.00563916,0.27417986,0.77368491,3.14460546,0.01968040,1.14735561
-4.69134567,8.63065824,0.71456097,3.93966067,0.00559896,0.27458642,0.77240092,3.07806845,0.01966806,1.15655530
-4.68534267,8.58808602,0.69332706,3.96164223,0.00556368,0.27506723,0.77220236,3.01375986,0.01966678,1.16913284
-4.67933967,8.55566763,0.67287964,3.98851832,0.00553320,0.27555543,0.77295271,2.95201154,0.01967578,1.18477765
-4.67333667,8.53121214,0.65332306,4.01821717,0.00550729,0.27597428,0.77448437,2.89307295,0.01969431,1.20309542
-4.66733367,8.51235464,0.63472739,4.04863452,0.00548573,0.27624045,0.77660766,2.83712210,0.01972184,1.22362208
-4.66133067,8.49665163,0.61713183,4.07769863,0.00546835,0.27626752,0.77912018,2.78427696,0.01975812,1.24584009
-4.65532766,8.48167738,0.60054886,4.10343501,0.00545511,0.27596972,0.78181633,2.73460677,0.01980342,1.26919635
-4.64932466,8.46511725,0.58496860,4.12402860,0.00544617,0.27526555,0.78449629,2.68814249,0.01985856,1.29312089
-4.64332166,8.44485434,0.57036330,4.13788085,0.00544199,0.27408129,0.78697427,2.64488621,0.01992511,1.31704555
