energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,1.34434425,-1.34434425,0.00237296,-0.00237296,0.14046617,-0.14046617,0.00602434,-0.00602434,0.00000000,-0.00000000,0.80485820,-0.80485824,0.49498169,-0.49498169,0.68888102,-0.68888103,0.00000000,-0.00000000
-5.93396698,1.38518107,-1.38518107,0.00272808,-0.00272808,0.12944196,-0.12944195,0.00661977,-0.00661977,0.00000000,-0.00000000,0.84706263,-0.84706267,0.49321792,-0.49321791,0.73199784,-0.73199784,0.00000000,-0.00000000
-5.92796398,1.42947382,-1.42947382,0.00311618,-0.00311618,0.11961785,-0.11961785,0.00725116,-0.00725116,0.00000000,-0.00000000,0.89373915,-0.89373920,0.49347507,-0.49347506,0.77607452,-0.77607453,0.00000000,-0.00000000
-5.92196098,1.47686726,-1.47686726,0.00353694,-0.00353694,0.11097306,-0.11097306,0.00791724,-0.00791724,0.00000000,-0.00000000,0.94479312,-0.94479316,0.49559786,-0.49559785,0.82092498,-0.82092498,0.00000000,-0.00000000
-5.91595798,1.52695494,-1.52695494,0.00398951,-0.00398951,0.10346514,-0.10346514,0.00861613,-0.00861613,0.00000000,-0.00000000,1.00006169,-1.00006174,0.49939464,-0.49939464,0.86635428,-0.86635429,0.00000000,-0.00000000
-5.90995498,1.57928971,-1.57928971,0.00447250,-0.00447250,0.09703412,-0.09703412,0.00934536,-0.00934536,0.00000000,-0.00000000,1.05931294,-1.05931299,0.50464589,-0.50464589,0.91215928,-0.91215929,0.00000000,-0.00000000
-5.90395198,1.63339344,-1.63339344,0.00498401,-0.00498401,0.09160649,-0.09160649,0.01010177,-0.01010177,0.00000000,-0.00000000,1.12224539,-1.12224544,0.51111245,-0.51111244,0.95812886,-0.95812886,0.00000000,-0.00000000
-5.89794897,1.68876563,-1.68876563,0.00552170,-0.00552170,0.08709906,-0.08709906,0.01088153,-0.01088153,0.00000000,-0.00000000,1.18848809,-1.18848814,0.51854313,-0.51854313,1.00404392,-1.00404393,0.00000000,-0.00000000
-5.89194597,1.74489092,-1.74489092,0.00608285,-0.00608285,0.08342240,-0.08342240,0.01168011,-0.01168011,0.00000000,-0.00000000,1.25760147,-1.25760152,0.52668166,-0.52668166,1.04967721,-1.04967721,0.00000000,-0.00000000
-5.88594297,1.80124529,-1.80124529,0.00666448,-0.00666448,0.08048400,-0.08048400,0.01249229,-0.01249229,0.00000000,-0.00000000,1.32907904,-1.32907909,0.53527255,-0.53527255,1.09479300,-1.09479301,0.00000000,-0.00000000
-5.87993997,1.85730123,-1.85730123,0.00726346,-0.00726346,0.07819093,-0.07819092,0.01331221,-0.01331221,0.00000000,-0.00000000,1.40235039,-1.40235044,0.54406609,-0.54406609,1.13914695,-1.13914696,0.00000000,-0.00000000
-5.87393697,1.91253204,-1.91253204,0.00787669,-0.00787669,0.07645202,-0.07645202,0.01413341,-0.01413341,0.00000000,-0.00000000,1.47678546,-1.47678551,0.55282222,-0.55282222,1.18248608,-1.18248608,0.00000000,-0.00000000
-5.86793397,1.96641540,-1.96641540,0.00850122,-0.00850122,0.07517974,-0.07517974,0.01494890,-0.01494890,0.00000000,-0.00000000,1.55170042,-1.55170047,0.56131359,-0.56131358,1.22454915,-1.22454915,0.00000000,-0.00000000
-5.86193097,2.01843664,-2.01843664,0.00913443,-0.00913443,0.07429154,-0.07429154,0.01575127,-0.01575127,0.00000000,-0.00000000,1.62636523,-1.62636528,0.56932768,-0.56932768,1.26506761,-1.26506761,0.00000000,-0.00000000
-5.85592796,2.06809196,-2.06809196,0.00977419,-0.00977419,0.07371094,-0.07371094,0.01653275,-0.01653275,0.00000000,-0.00000000,1.70001291,-1.70001296,0.57666832,-0.57666832,1.30376702,-1.30376703,0.00000000,-0.00000000
-5.84992496,2.11489185,-2.11489185,0.01041899,-0.01041899,0.07336830,-0.07336830,0.01728542,-0.01728542,0.00000000,-0.00000000,1.77185064,-1.77185068,0.58315663,-0.58315662,1.34036930,-1.34036930,0.00000000,-0.00000000
-5.84392196,2.15836497,-2.15836497,0.01106805,-0.01106805,0.07320137,-0.07320137,0.01800128,-0.01800128,0.00000000,-0.00000000,1.84107250,-1.84107254,0.58863157,-0.58863157,1.37459564,-1.37459565,0.00000000,-0.00000000
-5.83791896,2.19806271,-2.19806271,0.01172140,-0.01172140,0.07315564,-0.07315564,0.01867243,-0.01867243,0.00000000,-0.00000000,1.90687374,-1.90687377,0.59295047,-0.59295047,1.40617023,-1.40617024,0.00000000,-0.00000000
-5.83191596,2.23356454,-2.23356454,0.01237995,-0.01237995,0.07318465,-0.07318465,0.01929124,-0.01929124,0.00000000,-0.00000000,1.96846641,-1.96846644,0.59598930,-0.59598929,1.43482468,-1.43482468,0.00000000,-0.00000000
-5.82591296,2.26448420,-2.26448420,0.01304544,-0.01304545,0.07325014,-0.07325014,0.01985050,-0.01985050,0.00000000,-0.00000000,2.02509594,-2.02509596,0.59764323,-0.59764323,1.46030313,-1.46030314,0.00000000,-0.00000000
-5.81990995,2.29047664,-2.29047664,0.01372042,-0.01372042,0.07332223,-0.07332223,0.02034358,-0.02034358,0.00000000,-0.00000000,2.07605844,-2.07605847,0.59782730,-0.59782730,1.48236792,-1.48236792,0.00000000,-0.00000000
-5.81390695,2.31124570,-2.31124570,0.01440809,-0.01440809,0.07337960,-0.07337960,0.02076461,-0.02076461,0.00000000,-0.00000000,2.12071823,-2.12071825,0.59647733,-0.59647733,1.50080559,-1.50080560,0.00000000,-0.00000000
-5.80790395,2.32655227,-2.32655227,0.01511222,-0.01511222,0.07340962,-0.07340962,0.02110864,-0.02110864,0.00000000,-0.00000000,2.15852510,-2.15852512,0.59355116,-0.59355115,1.51543322,-1.51543323,0.00000000,-0.00000000
-5.80190095,2.33622263,-2.33622263,0.01583688,-0.01583688,0.07340863,-0.07340863,0.02137172,-0.02137172,0.00000000,-0.00000000,2.18903100,-2.18903101,0.58903008,-0.58903008,1.52610463,-1.52610463,0.00000000,-0.00000000
-5.79589795,2.34015674,-2.34015675,0.01658623,-0.01658623,0.07338213,-0.07338213,0.02155108,-0.02155108,0.00000000,-0.00000000,2.21190541,-2.21190541,0.58292052,-0.58292051,1.53271640,-1.53271640,0.00000000,-0.00000000
-5.78989495,2.33833603,-2.33833604,0.01736428,-0.01736428,0.07334505,-0.07334505,0.02164522,-0.02164522,0.00000000,-0.00000000,2.22694902,-2.22694902,0.57525575,-0.57525575,1.53521342,-1.53521342,0.00000000,-0.00000000
-5.78389195,2.33083027,-2.33083027,0.01817457,-0.01817457,0.07332197,-0.07332197,0.02165395,-0.02165395,0.00000000,-0.00000000,2.23410525,-2.23410524,0.56609762,-0.56609762,1.53359362,-1.53359362,0.00000000,-0.00000000
-5.77788894,2.31780316,-2.31780317,0.01901993,-0.01901993,0.07334738,-0.07334738,0.02157847,-0.02157847,0.00000000,-0.00000000,2.23346894,-2.23346893,0.55553807,-0.55553807,1.52791173,-1.52791173,0.00000000,-0.00000000
-5.77188594,2.29951622,-2.29951623,0.01990222,-0.01990222,0.07346581,-0.07346581,0.02142135,-0.02142135,0.00000000,-0.00000000,2.22529201,-2.22529200,0.54370028,-0.54370028,1.51828178,-1.51828178,0.00000000,-0.00000000
-5.76588294,2.27633050,-2.27633051,0.02082209,-0.02082209,0.07373183,-0.07373183,0.02118656,-0.02118656,0.00000000,-0.00000000,2.20998551,-2.20998550,0.53073932,-0.53073932,1.50487821,-1.50487822,0.00000000,-0.00000000
-5.75987994,2.24870587,-2.24870588,0.02177878,-0.02177878,0.07420997,-0.07420998,0.02087936,-0.02087936,0.00000000,-0.00000000,2.18811785,-2.18811784,0.51684211,-0.51684211,1.48793533,-1.48793534,0.00000000,-0.00000000
-5.75387694,2.21719759,-2.21719760,0.02277001,-0.02277001,0.07497435,-0.07497436,0.02050622,-0.02050622,0.00000000,-0.00000000,2.16040895,-2.16040894,0.50222649,-0.50222649,1.46774508,-1.46774508,0.00000000,-0.00000000
-5.74787394,2.18244988,-2.18244989,0.02379188,-0.02379188,0.07610806,-0.07610806,0.02007473,-0.02007473,0.00000000,-0.00000000,2.12772021,-2.12772020,0.48713939,-0.48713939,1.44465307,-1.44465307,0.00000000,-0.00000000
-5.74187094,2.14518655,-2.14518656,0.02483884,-0.02483884,0.07770218,-0.07770218,0.01959341,-0.01959341,0.00000000,-0.00000000,2.09104028,-2.09104027,0.47185387,-0.47185387,1.41905288,-1.41905289,0.00000000,-0.00000000
-5.73586793,2.10619854,-2.10619855,0.02590376,-0.02590376,0.07985450,-0.07985450,0.01907153,-0.01907153,0.00000000,-0.00000000,2.05146669,-2.05146668,0.45666508,-0.45666508,1.39137873,-1.39137874,0.00000000,-0.00000000
-5.72986493,2.06632857,-2.06632859,0.02697800,-0.02697800,0.08266774,-0.08266774,0.01851893,-0.01851893,0.00000000,-0.00000000,2.01018368,-2.01018367,0.44188509,-0.44188510,1.36209659,-1.36209660,0.00000000,-0.00000000
-5.72386193,2.02645317,-2.02645319,0.02805159,-0.02805159,0.08624730,-0.08624730,0.01794574,-0.01794574,0.00000000,-0.00000000,1.96843651,-1.96843650,0.42783663,-0.42783663,1.33169412,-1.33169413,0.00000000,-0.00000000
-5.71785893,1.98746232,-1.98746234,0.02911344,-0.02911345,0.09069861,-0.09069861,0.01736220,-0.01736220,0.00000000,-0.00000000,1.92750270,-1.92750270,0.41484579,-0.41484580,1.30066951,-1.30066952,0.00000000,-0.00000000
-5.71185593,1.95023729,-1.95023731,0.03015157,-0.03015157,0.09612394,-0.09612394,0.01677838,-0.01677838,0.00000000,-0.00000000,1.88866094,-1.88866094,0.40323401,-0.40323401,1.26951970,-1.26951970,0.00000000,-0.00000000
-5.70585293,1.91562717,-1.91562720,0.03115337,-0.03115337,0.10261883,-0.10261883,0.01620392,-0.01620392,0.00000000,-0.00000000,1.85315814,-1.85315814,0.39330920,-0.39330920,1.23872819,-1.23872820,0.00000000,-0.00000000
-5.69984992,1.88442477,-1.88442479,0.03210590,-0.03210590,0.11026811,-0.11026812,0.01564788,-0.01564788,0.00000000,-0.00000000,1.82217570,-1.82217571,0.38535665,-0.38535666,1.20875298,-1.20875298,0.00000000,-0.00000000
-5.69384692,1.85734251,-1.85734253,0.03299619,-0.03299619,0.11914169,-0.11914170,0.01511842,-0.01511842,0.00000000,-0.00000000,1.79679567,-1.79679569,0.37962965,-0.37962966,1.18001475,-1.18001476,0.00000000,-0.00000000
-5.68784392,1.83498920,-1.83498922,0.03381149,-0.03381149,0.12929015,-0.12929016,0.01462269,-0.01462269,0.00000000,-0.00000000,1.77796778,-1.77796781,0.37634034,-0.37634035,1.15288600,-1.15288601,0.00000000,-0.00000000
-5.68184092,1.81784841,-1.81784844,0.03453957,-0.03453957,0.14074035,-0.14074036,0.01416662,-0.01416662,0.00000000,-0.00000000,1.76647843,-1.76647846,0.37565102,-0.37565103,1.12768114,-1.12768115,0.00000000,-0.00000000
-5.67583792,1.80625927,-1.80625929,0.03516894,-0.03516894,0.15349132,-0.15349133,0.01375482,-0.01375482,0.00000000,-0.00000000,1.76292251,-1.76292254,0.37766632,-0.37766633,1.10464815,-1.10464816,0.00000000,-0.00000000
-5.66983492,1.80040037,-1.80040040,0.03568910,-0.03568910,0.16751042,-0.16751043,0.01339047,-0.01339047,0.00000000,-0.00000000,1.76767913,-1.76767917,0.38242651,-0.38242652,1.08396185,-1.08396185,0.00000000,-0.00000000
-5.66383192,1.80027772,-1.80027774,0.03609073,-0.03609073,0.18273023,-0.18273024,0.01307528,-0.01307528,0.00000000,-0.00000000,1.78089227,-1.78089231,0.38990239,-0.38990240,1.06571919,-1.06571920,0.00000000,-0.00000000
-5.65782891,1.80571712,-1.80571714,0.03636584,-0.03636585,0.19904626,-0.19904627,0.01280948,-0.01280948,0.00000000,-0.00000000,1.80245703,-1.80245708,0.39999185,-0.39999186,1.04993667,-1.04993667,0.00000000,-0.00000000
-5.65182591,1.81636172,-1.81636175,0.03650794,-0.03650794,0.21631571,-0.21631572,0.01259187,-0.01259187,0.00000000,-0.00000000,1.83201254,-1.83201259,0.41251864,-0.41251865,1.03654989,-1.03654990,0.00000000,-0.00000000
-5.64582291,1.83167502,-1.83167505,0.03651212,-0.03651212,0.23435743,-0.23435744,0.01241983,-0.01241983,0.00000000,-0.00000000,1.86894193,-1.86894199,0.42723327,-0.42723329,1.02541554,-1.02541554,0.00000000,-0.00000000
-5.63981991,1.85094961,-1.85094964,0.03637515,-0.03637515,0.25295338,-0.25295339,0.01228951,-0.01228951,0.00000000,-0.00000000,1.91237998,-1.91238003,0.44381640,-0.44381642,1.01631552,-1.01631553,0.00000000,-0.00000000
-5.63381691,1.87332161,-1.87332164,0.03609556,-0.03609556,0.27185143,-0.27185145,0.01219592,-0.01219592,0.00000000,-0.00000000,1.96122846,-1.96122852,0.46188457,-0.46188458,1.00896337,-1.00896337,0.00000000,-0.00000000
-5.62781391,1.89779074,-1.89779076,0.03567366,-0.03567366,0.29076980,-0.29076981,0.01213310,-0.01213310,0.00000000,-0.00000000,2.01417935,-2.01417941,0.48099835,-0.48099837,1.00301262,-1.00301263,0.00000000,-0.00000000
-5.62181091,1.92324546,-1.92324548,0.03511155,-0.03511155,0.30940281,-0.30940282,0.01209434,-0.01209434,0.00000000,-0.00000000,2.06974537,-2.06974542,0.50067270,-0.50067272,0.99806707,-0.99806707,0.00000000,-0.00000000
-5.61580790,1.94849271,-1.94849273,0.03441315,-0.03441314,0.32742812,-0.32742813,0.01207234,-0.01207234,0.00000000,-0.00000000,2.12629736,-2.12629741,0.52038927,-0.52038928,0.99369250,-0.99369250,0.00000000,-0.00000000
-5.60980490,1.97229126,-1.97229128,0.03358408,-0.03358408,0.34451498,-0.34451500,0.01205950,-0.01205950,0.00000000,-0.00000000,2.18210744,-2.18210749,0.53961030,-0.53961032,0.98942969,-0.98942969,0.00000000,-0.00000000
-5.60380190,1.99338769,-1.99338770,0.03263169,-0.03263169,0.36033342,-0.36033343,0.01204809,-0.01204809,0.00000000,-0.00000000,2.23539675,-2.23539680,0.55779371,-0.55779371,0.98480823,-0.98480823,0.00000000,-0.00000000
-5.59779890,2.01055377,-2.01055378,0.03156491,-0.03156491,0.37456388,-0.37456389,0.01203047,-0.01203047,0.00000000,-0.00000000,2.28438626,-2.28438631,0.57440871,-0.57440872,0.97936066,-0.97936066,0.00000000,-0.00000000
-5.59179590,2.02262390,-2.02262391,0.03039413,-0.03039413,0.38690709,-0.38690710,0.01199935,-0.01199935,0.00000000,-0.00000000,2.32734895,-2.32734899,0.58895162,-0.58895163,0.97263669,-0.97263669,0.00000000,-0.00000000
-5.58579290,2.02853128,-2.02853128,0.02913106,-0.02913106,0.39709356,-0.39709357,0.01194794,-0.01194794,0.00000000,-0.00000000,2.36266145,-2.36266148,0.60096096,-0.60096097,0.96421682,-0.96421681,0.00000000,-0.00000000
-5.57978989,2.02734131,-2.02734131,0.02778849,-0.02778849,0.40489244,-0.40489245,0.01187018,-0.01187018,0.00000000,-0.00000000,2.38885326,-2.38885330,0.61003151,-0.61003151,0.95372504,-0.95372503,0.00000000,-0.00000000
-5.57378689,2.01828104,-2.01828103,0.02638015,-0.02638015,0.41011928,-0.41011928,0.01176083,-0.01176083,0.00000000,-0.00000000,2.40465169,-2.40465171,0.61582654,-0.61582654,0.94084017,-0.94084016,0.00000000,-0.00000000
-5.56778389,2.00076335,-2.00076334,0.02492038,-0.02492038,0.41264232,-0.41264232,0.01161567,-0.01161567,0.00000000,-0.00000000,2.40902057,-2.40902058,0.61808787,-0.61808787,0.92530539,-0.92530538,0.00000000,-0.00000000
-5.56178089,1.97440508,-1.97440506,0.02342392,-0.02342392,0.41238702,-0.41238702,0.01143155,-0.01143155,0.00000000,-0.00000000,2.40119145,-2.40119146,0.61664323,-0.61664323,0.90693570,-0.90693568,0.00000000,-0.00000000
-5.55577789,1.93903812,-1.93903809,0.02190561,-0.02190561,0.40933866,-0.40933866,0.01120645,-0.01120645,0.00000000,-0.00000000,2.38068577,-2.38068578,0.61141068,-0.61141068,0.88562298,-0.88562296,0.00000000,-0.00000000
-5.54977489,1.89471331,-1.89471329,0.02038011,-0.02038011,0.40354280,-0.40354280,0.01093953,-0.01093953,0.00000000,-0.00000000,2.34732732,-2.34732732,0.60239987,-0.60239987,0.86133862,-0.86133861,0.00000000,-0.00000000
-5.54377189,1.84169690,-1.84169687,0.01886162,-0.01886162,0.39510365,-0.39510364,0.01063109,-0.01063109,0.00000000,-0.00000000,2.30124433,-2.30124432,0.58971017,-0.58971016,0.83413349,-0.83413347,0.00000000,-0.00000000
-5.53776888,1.78045977,-1.78045974,0.01736361,-0.01736361,0.38418041,-0.38418040,0.01028256,-0.01028256,0.00000000,-0.00000000,2.24286146,-2.24286145,0.57352578,-0.57352577,0.80413534,-0.80413532,0.00000000,-0.00000000
-5.53176588,1.71166008,-1.71166004,0.01589860,-0.01589860,0.37098179,-0.37098178,0.00989639,-0.00989639,0.00000000,-0.00000000,2.17288190,-2.17288188,0.55410805,-0.55410804,0.77154383,-0.77154381,0.00000000,-0.00000000
-5.52576288,1.63612008,-1.63612004,0.01447794,-0.01447794,0.35575891,-0.35575890,0.00947596,-0.00947596,0.00000000,-0.00000000,2.09226063,-2.09226060,0.53178545,-0.53178543,0.73662336,-0.73662334,0.00000000,-0.00000000
-5.51975988,1.55479825,-1.55479820,0.01311161,-0.01311161,0.33879703,-0.33879702,0.00902545,-0.00902545,0.00000000,-0.00000000,2.00217010,-2.00217006,0.50694160,-0.50694158,0.69969396,-0.69969394,0.00000000,-0.00000000
-5.51375688,1.46875793,-1.46875788,0.01180814,-0.01180814,0.32040639,-0.32040638,0.00854969,-0.00854969,0.00000000,-0.00000000,1.90395988,-1.90395984,0.48000206,-0.48000204,0.66112077,-0.66112075,0.00000000,-0.00000000
-5.50775388,1.37913395,-1.37913390,0.01057450,-0.01057450,0.30091269,-0.30091268,0.00805401,-0.00805401,0.00000000,-0.00000000,1.79911224,-1.79911220,0.45142031,-0.45142030,0.62130243,-0.62130241,0.00000000,-0.00000000
-5.50175088,1.28709858,-1.28709854,0.00941608,-0.00941608,0.28064753,-0.28064753,0.00754403,-0.00754403,0.00000000,-0.00000000,1.68919544,-1.68919540,0.42166371,-0.42166370,0.58065891,-0.58065889,0.00000000,-0.00000000
-5.49574787,1.19382829,-1.19382824,0.00833666,-0.00833666,0.25993936,-0.25993935,0.00702557,-0.00702556,0.00000000,-0.00000000,1.57581691,-1.57581687,0.39119990,-0.39119989,0.53961922,-0.53961921,0.00000000,-0.00000000
-5.48974487,1.10047254,-1.10047249,0.00733853,-0.00733853,0.23910511,-0.23910510,0.00650438,-0.00650438,0.00000000,-0.00000000,1.46057807,-1.46057802,0.36048427,-0.36048425,0.49860957,-0.49860956,0.00000000,-0.00000000
-5.48374187,1.00812582,-1.00812578,0.00642251,-0.00642251,0.21844299,-0.21844298,0.00598608,-0.00598608,0.00000000,-0.00000000,1.34503264,-1.34503260,0.32994890,-0.32994889,0.45804225,-0.45804224,0.00000000,-0.00000000
-5.47773887,0.91780385,-0.91780381,0.00558812,-0.00558812,0.19822665,-0.19822664,0.00547599,-0.00547599,0.00000000,-0.00000000,1.23064989,-1.23064984,0.29999341,-0.29999340,0.41830579,-0.41830577,0.00000000,-0.00000000
-5.47173587,0.83042458,-0.83042454,0.00483371,-0.00483371,0.17870080,-0.17870079,0.00497899,-0.00497899,0.00000000,-0.00000000,1.11878395,-1.11878390,0.27097788,-0.27097787,0.37975656,-0.37975654,0.00000000,-0.00000000
-5.46573287,0.74679458,-0.74679454,0.00415661,-0.00415661,0.16007841,-0.16007840,0.00449945,-0.00449945,0.00000000,-0.00000000,1.01065010,-1.01065006,0.24321805,-0.24321804,0.34271216,-0.34271215,0.00000000,-0.00000000
-5.45972986,0.66760076,-0.66760073,0.00355333,-0.00355333,0.14253952,-0.14253951,0.00404116,-0.00404116,0.00000000,-0.00000000,0.90730848,-0.90730844,0.21698282,-0.21698281,0.30744669,-0.30744667,0.00000000,-0.00000000
-5.45372686,0.59340766,-0.59340762,0.00301972,-0.00301972,0.12623159,-0.12623158,0.00360727,-0.00360727,0.00000000,-0.00000000,0.80965518,-0.80965515,0.19249395,-0.19249394,0.27418788,-0.27418787,0.00000000,-0.00000000
-5.44772386,0.52465962,-0.52465959,0.00255114,-0.00255114,0.11127117,-0.11127117,0.00320029,-0.00320029,0.00000000,-0.00000000,0.71842071,-0.71842067,0.16992778,-0.16992777,0.24311629,-0.24311628,0.00000000,-0.00000000
-5.44172086,0.46168773,-0.46168771,0.00214263,-0.00214263,0.09774682,-0.09774681,0.00282208,-0.00282208,0.00000000,-0.00000000,0.63417500,-0.63417497,0.14941871,-0.14941870,0.21436614,-0.21436613,0.00000000,-0.00000000
-5.43571786,0.40472056,-0.40472053,0.00178905,-0.00178905,0.08572292,-0.08572292,0.00247387,-0.00247387,0.00000000,-0.00000000,0.55733846,-0.55733843,0.13106424,-0.13106423,0.18802790,-0.18802789,0.00000000,-0.00000000
-5.42971486,0.35389807,-0.35389805,0.00148524,-0.00148524,0.07524433,-0.07524433,0.00215635,-0.00215635,0.00000000,-0.00000000,0.48819774,-0.48819771,0.11493100,-0.11493099,0.16415228,-0.16415227,0.00000000,-0.00000000
-5.42371186,0.30928784,-0.30928783,0.00122612,-0.00122612,0.06634133,-0.06634133,0.00186967,-0.00186967,0.00000000,-0.00000000,0.42692537,-0.42692534,0.10106160,-0.10106159,0.14275530,-0.14275529,0.00000000,-0.00000000
-5.41770885,0.27090271,-0.27090269,0.00100677,-0.00100677,0.05903488,-0.05903487,0.00161354,-0.00161354,0.00000000,-0.00000000,0.37360192,-0.37360190,0.08948183,-0.08948182,0.12382428,-0.12382427,0.00000000,-0.00000000
-5.41170585,0.23871885,-0.23871884,0.00082253,-0.00082253,0.05334171,-0.05334170,0.00138733,-0.00138733,0.00000000,-0.00000000,0.32823949,-0.32823948,0.08020780,-0.08020779,0.10732436,-0.10732436,0.00000000,-0.00000000
-5.40570285,0.21269367,-0.21269366,0.00066906,-0.00066906,0.04927915,-0.04927915,0.00119012,-0.00119012,0.00000000,-0.00000000,0.29080537,-0.29080535,0.07325278,-0.07325278,0.09320530,-0.09320530,0.00000000,-0.00000000
-5.39969985,0.19278247,-0.19278246,0.00054235,-0.00054235,0.04686940,-0.04686940,0.00102082,-0.00102082,0.00000000,-0.00000000,0.26124470,-0.26124469,0.06863332,-0.06863332,0.08140822,-0.08140822,0.00000000,-0.00000000
-5.39369685,0.17895341,-0.17895341,0.00043879,-0.00043879,0.04614302,-0.04614302,0.00087823,-0.00087823,0.00000000,-0.00000000,0.23950128,-0.23950127,0.06637438,-0.06637438,0.07187207,-0.07187207,0.00000000,-0.00000000
-5.38769385,0.17120000,-0.17120000,0.00035514,-0.00035514,0.04714157,-0.04714157,0.00076113,-0.00076113,0.00000000,-0.00000000,0.22553545,-0.22553544,0.06651331,-0.06651331,0.06453959,-0.06453958,0.00000000,-0.00000000
-5.38169085,0.16955068,-0.16955068,0.00028855,-0.00028855,0.04991919,-0.04991919,0.00066835,-0.00066835,0.00000000,-0.00000000,0.21933847,-0.21933847,0.06910244,-0.06910244,0.05936248,-0.05936248,0.00000000,-0.00000000
-5.37568784,0.17407508,-0.17407509,0.00023654,-0.00023654,0.05454303,-0.05454303,0.00059884,-0.00059884,0.00000000,-0.00000000,0.22094282,-0.22094283,0.07421006,-0.07421006,0.05630574,-0.05630574,0.00000000,-0.00000000
-5.36968484,0.18488673,-0.18488674,0.00019700,-0.00019700,0.06109255,-0.06109255,0.00055169,-0.00055169,0.00000000,-0.00000000,0.23042794,-0.23042795,0.08191992,-0.08191992,0.05535091,-0.05535091,0.00000000,-0.00000000
-5.36368184,0.20214197,-0.20214198,0.00016813,-0.00016813,0.06965752,-0.06965752,0.00052621,-0.00052621,0.00000000,-0.00000000,0.24792126,-0.24792127,0.09232900,-0.09232900,0.05649817,-0.05649818,0.00000000,-0.00000000
-5.35767884,0.22603511,-0.22603512,0.00014847,-0.00014847,0.08033490,-0.08033491,0.00052195,-0.00052195,0.00000000,-0.00000000,0.27359443,-0.27359445,0.10554369,-0.10554369,0.05976727,-0.05976727,0.00000000,-0.00000000
-5.35167584,0.25678988,-0.25678990,0.00013680,-0.00013680,0.09322457,-0.09322458,0.00053867,-0.00053867,0.00000000,-0.00000000,0.30765485,-0.30765487,0.12167451,-0.12167452,0.06519712,-0.06519713,0.00000000,-0.00000000
-5.34567284,0.29464745,-0.29464747,0.00013218,-0.00013218,0.10842403,-0.10842404,0.00057639,-0.00057639,0.00000000,-0.00000000,0.35033278,-0.35033280,0.14082945,-0.14082946,0.07284428,-0.07284428,0.00000000,-0.00000000
